term_id,source_term,isv_latin,isv_cyrillic,concept_link,reason_class,status,bias_flag,safe_external,records,sources
ISV-unterschied_zwischen_ganz_und_gebrochen_--razlika_med_cělym_i_,Unterschied zwischen Ganz und Gebrochen verwischt,razlika med cělym i drobnym razmyvaje se,разлика мед целым и дробным размываје се,,source_fidelity,unstated,F10-1,review,1,noether_paper09_section10_terms.json
ISV-unterspaltung--podrazděljenje,Unterspaltung,podrazděljenje,подраздельенье,,unstated,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-unzerlegbare_komponenten--nerazložime_komponen,unzerlegbare Komponenten,nerazložime komponenty,неразложиме компоненты,,unstated,unstated,F10-1,review,1,noether_paper31_section03_entry05_terms.json
ISV-unzerlegbare_komponenten_zu_overline_p_i--nerazložime_komponen,unzerlegbare Komponenten / zu \overline P isomorphe Körper,nerazložime komponenty / polja izomorfne s \overline P,неразложиме компоненты / поля изоморфне с \overline P,,international|source_fidelity,unstated,F10-0,yes,1,noether_paper31_section06_entry05_terms.json
ISV-usw--i_podobne,usw.,i podobne,и подобне,,script_stability,unstated,F10-1,review,2,noether_paper02_section22_terms.json; noether_paper02_section23_terms.json; logbook:2026-06-10: Paper 02 Section 21 Interslavic Decisions; logbook:2026-06-10: Paper 02 Section 23 Interslavic Decisions
ISV-verdanke_ich_hentzelt_bemerkungen--zahvaljujem_hentzelt,verdanke ich Hentzelt ... Bemerkungen,zahvaljujem Hentzeltu za ... zaměčenja,захвалјујем Хентзелту за ... замеченьа,,unstated,unstated,F10-1,review,1,noether_paper06_introduction_terms.json
ISV-vereinigungskörper--kompozitum_polj,Vereinigungskörper,kompozitum polj,композитум поль,,source_fidelity,unstated,F10-1,review,1,noether_paper31_section03_entry05_terms.json
ISV-verengungsideal--ideal_suženja,Verengungsideal,ideal suženja,идеал суженьа,ideal,unstated,unstated,F10-1,review,1,noether_paper34_section11_terms.json
ISV-verhalten_von_spur_und_diskriminante_bei--ponašanje_slěda_i_di,Verhalten von Spur und Diskriminante bei direkter Summe der Klassen,ponašanje slěda i diskriminanta pri direktnoj sumě klasov,понашанье следа и дискриминанта при директној суме класов,,unstated,unstated,F10-1,review,1,noether_paper31_section05_entry02_terms.json
ISV-verknüpfungsarten_addition_und_multiplik--operacije_vrsty_spoj,Verknüpfungsarten: Addition und Multiplikation,operacije / vrsty spojivanja: složenje i množenje,операције / врсты спојиваньа: сложенье и множенье,,unstated,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-vermöge_des_isomorphismus_zugeordnete_ba--baza_prirěđena_posrě,vermöge des Isomorphismus ... zugeordnete Basis,baza ... prirěđena posrědstvom izomorfizma,база ... приредјена посредством изоморфизма,basis,unstated,unstated,F10-1,review,1,noether_paper31_section04_entry05_terms.json
ISV-versagen_eigentlicher_energiesätze_allge--odpovědanje_vlastnyh,Versagen eigentlicher Energiesätze / allgemeine Relativität,odpovědanje vlastnyh energijskih zakonov / obča relativnost,,,pan_slavic_native|source_fidelity,unstated,F10-1,review,1,noether_paper13_terms.json
ISV-verschiebungsgruppe--grupa_posunov,Verschiebungsgruppe,grupa posunov,,,pan_slavic_native,unstated,F10-1,review,1,noether_paper13_terms.json
ISV-verschrenkte_produkte--skrežene_produkty,verschrenkte Produkte,skrežene produkty,,,unstated,unstated,F10-1,review,1,noether_postbibliography_source_fidelity_terms.json
ISV-verschränkte_darstellung--skrěženo_predstavjen,verschränkte Darstellung,skrěženo predstavjenje,,,unstated,unstated,F10-1,review,1,noether_paper41_source_fidelity_terms.json
ISV-verschränkte_darstellung--unnamed,verschränkte Darstellung,,,,unstated,unstated,F10-1,review,1,french_paper41_term_rationale_20260702.json
ISV-verschränktes_produkt--skrěženy_produkt,verschränktes Produkt,skrěženy produkt,,,pan_slavic_native|east_slavic_continuity,unstated,F10-1,review,1,noether_paper41_source_fidelity_terms.json
ISV-verschränktes_produkt--unnamed,verschränktes Produkt,,,,unstated,unstated,F10-1,review,1,french_paper41_term_rationale_20260702.json
ISV-verzweigungsideale--idealy_razvětvenja,Verzweigungsideale,idealy razvětvenja,идеалы разветвења,ideal,unstated,unstated,F10-1,review,1,noether_paper24_section06_terms.json
ISV-verzweigungstheorie_verzweigungsideal--teorija_razvětvenja_,Verzweigungstheorie / Verzweigungsideal,teorija razvětvenja / ideal razvětvenja,теорија разветвеньа / идеал разветвеньа,ideal,unstated,unstated,F10-1,review,1,noether_paper31_introduction_terms.json
ISV-vhodetvhodi_agreement_in_interslavic_pro--vhodet_retained_besi,vhodet/vhodi agreement in Interslavic proof prose,vhodet retained beside vhodi,входет ретаинед бесиде входи,proof,unstated,review_needed,F10-1,review,1,noether_paper02_section15_terms.json
ISV-vielfachenkette--cěp_kratnyh,Vielfachenkette,cěp kratnyh,,,unstated,unstated,F10-1,review,1,noether_paper30_section10_terms.json
ISV-vierergruppe_achtergruppe--četverna_grupa_grupa,Vierergruppe / Achtergruppe,četverna grupa / grupa osmogo reda,,,source_fidelity,unstated,F10-1,review,1,noether_paper11_terms.json
ISV-volle_überschiebungen_über_kovarianten_v--polne_transvekcije_n,volle Überschiebungen über Kovarianten von System III,polne transvekcije nad kovariantami sistema III,полне трансвекције над ковариантами система ИИИ,,unstated,review_needed,F10-1,review,1,noether_paper02_section19_terms.json; logbook:2026-06-10: Paper 02 Section 19 Interslavic Decisions
ISV-volles_invariantensystem--polny_sistem_invaria,volles Invariantensystem,polny sistem invariantov,полны систем инвариантов,invariant,unstated,unstated,F10-1,review,1,noether_paper07_terms.json
ISV-vollkommener_unvollkommener_körper--sovršeno_nesovršeno_,vollkommener / unvollkommener Körper,sovršeno / nesovršeno polje,совршено / несовршено полье,,unstated,unstated,F10-0,yes,1,noether_paper31_introduction_terms.json
ISV-vollkommenerunvollkommener_körper--sovršenonesovršeno_p,vollkommener/unvollkommener Körper,sovršeno/nesovršeno polje,совршено/несовршено полье,,unstated,unstated,F10-0,yes,1,noether_paper24_section01_terms.json
ISV-vollkommenes_unvollkommenes_koeffiziente--sovršeno_nesovršeno_,vollkommenes / unvollkommenes Koeffizientenfeld,sovršeno / nesovršeno polje koeficientov,совршено / несовршено поље коефициентов,,pan_slavic_native|international,unstated,F10-0,yes,1,noether_paper24_section06_terms.json
ISV-vollstaendig_reduzibel--popolno_reducibilny,vollstaendig reduzibel,popolno reducibilny,пополно редуцибилны,,international,unstated,F10-0,yes,1,noether_paper17_terms.json
ISV-vollstaendig_reduzible_gruppe--popolno_reducibilna_,vollstaendig reduzible Gruppe,popolno reducibilna grupa,пополно редуцибилна група,,east_slavic_continuity,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-vollständig-reduzible_ideale--polno_redukovane_ide,vollständig-reduzible Ideale,polno redukovane idealy,полно редуковане идеалы,ideal,source_fidelity,unstated,F10-1,review,1,noether_paper19_terms.json
ISV-vollständig_reduzibel--popolno_reducibilny,vollständig reduzibel,popolno reducibilny,пополно редуцибилны,,international,unstated,F10-0,yes,2,noether_paper31_introduction_terms.json; noether_paper34_section05_terms.json
ISV-vollständig_reduzibel--popolno_reducibilny_,vollständig reduzibel,popolno reducibilny / popolna reducibilnost,пополно редуцибилны / пополна редуцибилност,,international,unstated,F10-0,yes,1,noether_paper34_section13_terms.json
ISV-vollständig_reduzibel_zweiter_art--polno_razložimy_drug,vollständig reduzibel zweiter Art,polno razložimy drugogo roda,полно разложимы другого рода,,unstated,unstated,F10-1,review,1,noether_paper31_section03_entry04_terms.json
ISV-vollständig_reduzible_ideale--polno_redukovane_ide,vollständig reduzible Ideale,polno redukovane idealy,полно редуковане идеалы,ideal,source_fidelity,unstated,F10-1,review,1,noether_paper19_terms.json
ISV-vollständige_matrixalgebra--polna_matrična_algeb,vollständige Matrixalgebra,polna matrična algebra,,algebra,unstated,unstated,F10-1,review,1,noether_paper38_source_fidelity_terms.json
ISV-vollständige_reduzibilität_erster_art--polna_razložimost_pr,vollständige Reduzibilität erster Art,polna razložimost prvogo roda,полна разложимост првого рода,,pan_slavic_native,unstated,F10-1,review,2,noether_paper31_section06_entry05_terms.json; noether_paper31_section06_entry06_terms.json
ISV-vom_nullideal_verschieden--različny_od_nulovogo,vom Nullideal verschieden,različny od nulovogo ideala,различны од нулового идеала,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry04_terms.json
ISV-vom_nullideal_verschiedenes_ideal--ideal_razny_od_nulov,vom Nullideal verschiedenes Ideal,ideal razny od nulovogo ideala,идеал разны од нулового идеала,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section07_entry02_terms.json
ISV-vom_range_eins--imaje_rang_jedan,vom Range eins,imaje rang jedan,имаје ранг један,,pan_slavic_native,unstated,F10-1,review,1,noether_paper31_section06_entry02_terms.json
ISV-von_gleichem_typ_von_gleicher_art_in_sec--jednakogo_vida,von gleichem Typ / von gleicher Art in Section10 divisors,jednakogo vida,једнакого вида,,east_slavic_continuity,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-von_gleicher_art--jednakogo_vida,von gleicher Art,jednakogo vida,једнакого вида,,unstated,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-von_null_verschieden_sobald_die_tau_line--nenulovy_skoro_tau_s,"von Null verschieden, sobald die tau linear unabhängig","nenulovy, skoro tau sut linearno nezavisne","ненуловы, скоро tau сут линеарно независне",linear,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry04_terms.json
ISV-von_null_verschiedenes_element_eine_pote--nenulovy_element_něk,von Null verschiedenes Element / eine Potenz verschwindet,nenulovy element / někoja stepenj izčezaje,ненуловы елемент / некоја степень изчезаје,element,unstated,unstated,F10-1,review,1,noether_paper31_section03_entry04_terms.json
ISV-was_immer_möglich--što_jest_vsegda_možn,was immer möglich,što jest vsegda možno,што јест всегда можно,,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry08_terms.json
ISV-weber_e_steinitz_name_normalization--veber_e_štejnic,Weber / E. Steinitz name normalization,Veber / E. Štejnic,Вебер / Е. Штејниц,,international|script_stability,unstated,F10-0,yes,1,noether_paper09_section10_terms.json
ISV-wegen_des_isomorphismus_der_restklassenr--zaradi_izomorfizma_k,wegen des Isomorphismus der Restklassenringe,zaradi izomorfizma kolc klasov ostatkov,заради изоморфизма колц класов остатков,isomorphism,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry06_terms.json
ISV-werden_reduzibel--stavajut_reducibilne,werden reduzibel,stavajut reducibilne,ставајут редуцибилне,,unstated,stable_provisional,F10-1,review,1,noether_paper02_section19_terms.json
ISV-wertsysteme--sistemy_vrědnostij,Wertsysteme,sistemy vrědnostij,,,source_fidelity,unstated,F10-1,review,1,noether_paper10_section02_terms.json
ISV-wesentlich_verschieden--suštno_različne,wesentlich verschieden,suštno različne,суштно различне,,unstated,unstated,F10-1,review,1,noether_paper09_section08_terms.json
ISV-wesentliche_parameter_willkürliche_funkt--suštstvene_parametry,wesentliche Parameter / willkürliche Funktionen,suštstvene parametry / libovoljne funkcije,,,unstated,unstated,F10-1,review,1,noether_paper13_terms.json
ISV-wie_in_1_2_als_ring_gleichen_ranges_defi--definirano_kako_v_1_,"wie in §1, 2 als Ring gleichen Ranges definiert","definirano, kako v §1, 2, kako kolco togo samogo ranga","дефинирано, како в §1, 2, како колцо того самого ранга",ring,unstated,unstated,F10-3,no_fix_first,1,noether_paper31_section05_entry03_terms.json
ISV-windschiefe_gerade--mimobežna_prjama,windschiefe Gerade,mimobežna prjama,мимобежна прјама,,pan_slavic_native,unstated,F10-2,no_fix_first,1,noether_paper19_terms.json
ISV-wohlordnung--dobro_uporjadkovanje,Wohlordnung,dobro uporjadkovanje,добро упорјадкованье,,pan_slavic_native|east_slavic_continuity,unstated,F10-1,review,1,noether_paper09_section08_terms.json
ISV-wohlordnung_omega_prime--dobro_uporjadkovanje,Wohlordnung Omega prime,dobro uporjadkovanje Omega prime,,,unstated,unstated,F10-1,review,1,noether_paper10_section03_terms.json
ISV-wohlordnung_wohlordnungssatz--dobro_uporjadkovanje,Wohlordnung / Wohlordnungssatz,dobro uporjadkovanje / teorema o dobrom uporjadkovanju,,,unstated,unstated,F10-1,review,1,noether_paper10_section02_terms.json
ISV-wohlordnungssatz--teorema_o_dobrom_upo,Wohlordnungssatz,teorema o dobrom uporjadkovanju,теорема о добром упорјадковању,,pan_slavic_native|east_slavic_continuity,unstated,F10-2,no_fix_first,1,noether_paper09_introduction_terms.json
ISV-y_verliert_eigenschaft_1--y_gubi_svojstvo_1,Y verliert Eigenschaft 1,Y gubi svojstvo 1,Y губи својство 1,,unstated,unstated,F10-1,review,1,noether_paper09_section07_terms.json
ISV-zahl-_und_funktionenkörper--čislove_polja_i_polj,Zahl- und Funktionenkörper,čislove polja i polja funkcij,,,unstated,unstated,F10-1,review,1,noether_paper30_section03_terms.json
ISV-zahlenmäßig_festlegen--čislovo_fiksovati,zahlenmäßig festlegen,čislovo fiksovati,числово фиксовати,,unstated,unstated,F10-1,review,1,noether_paper06_section03_terms.json
ISV-zahlkörper--čislovo_polje,Zahlkörper,čislovo polje,числово полье,,unstated,unstated,F10-0,yes,1,noether_paper05_terms.json
ISV-zentrum--centar,Zentrum,centar,центар,,unstated,unstated,F10-1,review,1,noether_paper34_section11_terms.json
ISV-zentrum_darstellungen_des_zentrums--centar_predstavjenja,Zentrum / Darstellungen des Zentrums,centar / predstavjenja centra,центар / представјеньа центра,,unstated,unstated,F10-1,review,1,noether_paper34_section21_source_fidelity_terms.json
ISV-zentrumselement--centralny_element,Zentrumselement,centralny element,централны елемент,element,unstated,unstated,F10-1,review,1,noether_paper34_section11_terms.json
ISV-zentrumselement_zentrum--centralny_element_ce,Zentrumselement / Zentrum,centralny element / centr,централны елемент / центр,element,unstated,unstated,F10-1,review,1,noether_paper34_section26_source_fidelity_terms.json
ISV-zerfallen_zerfallende_form--razkladati_se_razkla,zerfallen / zerfallende Form,razkladati se / razkladna forma,разкладати се / разкладна форма,,pan_slavic_native,unstated,F10-2,no_fix_first,1,noether_paper02_section23_terms.json
ISV-zerfallen_zerfallende_formen--razkladajut_se_razkl,zerfallen / zerfallende Formen,razkladajut se / razkladne formy,разкладајут се / разкладне формы,,unstated,unstated,F10-1,review,1,noether_paper02_section26_terms.json
ISV-zerfallende_algebra_überall_zerfallend--razložena_algebra_po,zerfallende Algebra; überall zerfallend,razložena algebra; povsudu razložena,,algebra,unstated,unstated,F10-1,review,1,noether_paper41_source_fidelity_terms.json
ISV-zerfallende_algebren--unnamed,zerfallende Algebren,,,,east_slavic_continuity,unstated,F10-1,review,1,french_paper41_term_rationale_20260702.json
ISV-zerfallende_formen--razložime_formy,zerfallende Formen,razložime formy,разложиме формы,,pan_slavic_native|disambiguation,stable_provisional,F10-2,no_fix_first,2,noether_paper02_section03_terms.json; noether_paper02_section15_terms.json; logbook:2026-06-10: Paper 02 §3 Interslavic Decisions; logbook:2026-06-10: Paper 02 §10 Interslavic Decisions
ISV-zerfallende_formenreihe--razkladny_ręd_form,zerfallende Formenreihe,razkladny ręd form,разкладны ряд форм,,pan_slavic_native,unstated,F10-1,review,1,noether_paper02_section24_terms.json; logbook:2026-06-10: Paper 02 Section 24 Interslavic Decisions
ISV-zerfallende_formenreihen_oder_formen--razložime_rědy_form_,zerfallende Formenreihen oder Formen,razložime rědy form ili formy,разложиме реды форм или формы,,unstated,stable_provisional,F10-1,review,1,noether_paper02_section07_terms.json
ISV-zerfällende_körper_zerfällungskörper--razpadne_polja,zerfällende Körper / Zerfällungskörper,razpadne polja,,,unstated,unstated,F10-0,yes,1,noether_postbibliography_source_fidelity_terms.json
ISV-zerfällt_zerfallen--razkladaje_se_razkla,zerfällt / Zerfallen,razkladaje se / razkladanje,разкладаје се / разкладанье,,pan_slavic_native,stable_provisional,F10-1,review,1,noether_paper02_section19_terms.json
ISV-zerfällt_zerfallende_form--razklada_se_razkladn,zerfällt / zerfallende Form,razklada se / razkladna forma,разклада се / разкладна форма,,pan_slavic_native,unstated,F10-0,yes,1,noether_paper02_section22_terms.json
ISV-zerfällungskörper--polje_razloženja,Zerfällungskörper,polje razloženja,,,unstated,unstated,F10-0,yes,1,noether_paper38_source_fidelity_terms.json
ISV-zerfällungskörper_separationskörper--razpadno_polje_odcěp,Zerfällungskörper; Separationskörper,razpadno polje; odcěpno polje,,,source_fidelity,unstated,F10-0,yes,1,noether_paper40_source_fidelity_terms.json
ISV-zerlegung_in_k_bestandteile_k_untergrupp--razklad_v_k_sostavny,Zerlegung in k Bestandteile / k Untergruppen,razklad v k sostavnyh česti / k podgrup,разклад в к составных чести / к подгруп,,unstated,unstated,F10-1,review,1,noether_paper17_terms.json
ISV-zerlegungsgruppe_verzweigungsstellen_unv--grupa_razloženja_raz,Zerlegungsgruppe; Verzweigungsstellen; unverzweigt,grupa razloženja; razvětvjene města; nerazvětvjeny,,,unstated,unstated,F10-1,review,1,noether_paper41_source_fidelity_terms.json
ISV-zerlegungssatz--teorema_razloženja,Zerlegungssatz,teorema razloženja,,,unstated,unstated,F10-1,review,1,noether_paper38_source_fidelity_terms.json
ISV-zerlegungssätze--razložne_teoremy,Zerlegungssätze,razložne teoremy,разложне теоремы,,unstated,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-zerlegungssätze_für_normen_und_moduln--teoremy_o_razloženju,Zerlegungssätze für Normen und Moduln,teoremy o razloženju norm i modulov,теоремы о разложеньу норм и модулов,,unstated,unstated,F10-1,review,1,noether_paper22_terms.json
ISV-zu_p_gehörige_primärkomponente--primarna_komponenta_,zu p gehörige Primärkomponente,primarna komponenta prinadležeča k p,примарна компонента принадлежеча к p,,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry06_terms.json
ISV-zu_q_isomorphe_körper--polja_izomorfne_k_q,zu Q isomorphe Körper,polja izomorfne k Q,поля изоморфне к Q,,unstated,unstated,F10-1,review,1,noether_paper31_section06_entry06_terms.json
ISV-zugehörige_primideale--sootvětni_prosti_ide,zugehörige Primideale,sootvětni prosti idealy,соответни прости идеалы,ideal,coinage,unstated,F10-4,yes_with_definition,1,noether_paper31_section07_entry02_terms.json
ISV-zugehöriges_primideal--asociovany_prost_ide,zugehöriges Primideal,asociovany prost ideal,асоциованы прост идеал,ideal,unstated,unstated,F10-1,review,3,noether_paper24_section01_terms.json; noether_paper24_section02_terms.json; noether_paper24_section04_terms.json
ISV-zugehöriges_primideal--pridruženy_prosty_id,zugehöriges Primideal,pridruženy prosty ideal,придружены просты идеал,ideal,pan_slavic_native,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-zugehöriges_primideal_im_nicht-kommutati--pridruženy_prosty_id,zugehöriges Primideal im nicht-kommutativen Fall,pridruženy prosty ideal v nekomutativnom slučaju,придружены просты идеал в некомутативном случају,ideal,pan_slavic_native,unstated,F10-1,review,1,noether_paper19_terms.json
ISV-zugehöriges_primideal_section07_uniquene--pridruženy_prosty_id,"zugehöriges Primideal, Section07 uniqueness use",pridruženy prosty ideal,придружены просты идеал,ideal,pan_slavic_native,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-zugehöriges_primideal_zu_p_gehören--asociovany_prosty_id,zugehöriges Primideal / zu p gehören,asociovany prosty ideal / naležati k p,,ideal,unstated,unstated,F10-1,review,1,noether_paper30_section05_terms.json
ISV-zugehöriges_primideal_zugehörige_primzah--pridruženy_prosty_id,zugehöriges Primideal / zugehörige Primzahl,pridruženy prosty ideal / pridruženo prosto čislo,придружены просты идеал / придружено просто число,ideal,pan_slavic_native,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-zulässiges_ideal--dopustimy_ideal,zulässiges Ideal,dopustimy ideal,допустимы идеал,ideal,unstated,unstated,F10-1,review,1,noether_paper34_section08_terms.json
ISV-zuordnung--prirędženje,Zuordnung,prirędženje,прирядженье,,pan_slavic_native,unstated,F10-1,review,1,noether_paper06_section03_terms.json
ISV-zur_axiomatik_idealtheorie--k_aksiomatice_idealt,Zur Axiomatik ... Idealtheorie,K aksiomatice ... Idealtheorie,К аксиоматике ... Idealtheorie,ideal,unstated,unstated,F10-1,review,1,noether_paper31_section08_entry01_terms.json
ISV-zur_kontrolle_der_rechnung--za_kontrolu_računa,Zur Kontrolle der Rechnung,za kontrolu računa,за контролу рачуна,,unstated,stable_provisional,F10-1,review,1,noether_paper02_section07_terms.json
ISV-zurückführung_des_moduls_aν_auf_den_modu--svedenje_modula_aν_k,"Zurückführung des Moduls (A,ν) auf den Modul (ν)","svedenje modula (A,ν) k modulu (ν)","сведенье модула (А,ν) к модулу (ν)",,unstated,stable_provisional,F10-1,review,1,noether_paper02_section06_terms.json
ISV-zusammengehörige_wertsysteme_nullstellen--prinaležne_sistemi_v,zusammengehörige Wertsysteme / Nullstellensystem,prinaležne sistemi veličin / sistem nul,приналежне системи величин / систем нул,,unstated,unstated,F10-1,review,1,noether_paper22_terms.json
ISV-zusammenhang_zwischen_idealen_aus_polyno--vez_medžu_idealami_i,Zusammenhang zwischen Idealen aus Polynomen und Moduln aus Linearformen,vez medžu idealami iz polinomov i modulami iz linearnyh form,вез меджу идеалами из полиномов и модулами из линеарных форм,ideal,unstated,unstated,F10-1,review,2,noether_paper22_section04_terms.json; noether_paper22_terms.json
ISV-zusammensetzung--skladanje,Zusammensetzung,skladanje,складанье,set,pan_slavic_native|international,provisional,F10-0,yes,1,noether_paper02_section01_terms.json; logbook:2026-06-09: Paper 02 §1 Interslavic Decisions
ISV-zusatz--dodatok,Zusatz,dodatok,додаток,,source_fidelity,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-zweiseitig_einfach--dvustranno_prosty,zweiseitig einfach,dvustranno prosty,двустранно просты,,unstated,unstated,F10-1,review,1,noether_paper34_section13_terms.json
ISV-zweiseitig_unzerlegbare_ringe--dvustranno_nerazloži,zweiseitig unzerlegbare Ringe,dvustranno nerazložime kolca,двустранно неразложиме колца,ring,unstated,unstated,F10-1,review,1,noether_paper34_section17_terms.json
ISV-zweiseitige_ideale--dvustranne_idealy,zweiseitige Ideale,dvustranne idealy,двустранне идеалы,ideal,pan_slavic_native,unstated,F10-1,review,1,noether_paper34_section17_terms.json
ISV-zweiseitige_klassen--dvustranne_klasy,zweiseitige Klassen,dvustranne klasy,двустранне класы,,unstated,unstated,F10-1,review,1,noether_paper19_terms.json
ISV-zweiter_isomorphiesatz--drugi_teorem_o_izomo,zweiter Isomorphiesatz,drugi teorem o izomorfizmu,други теорем о изоморфизму,,international,unstated,F10-0,yes,1,noether_paper31_section07_entry03_terms.json
ISV-zweiter_isomorphiesatz--drugy_teorem_izomorf,zweiter Isomorphiesatz,drugy teorem izomorfizma,другы теорем изоморфизма,,unstated,unstated,F10-1,review,1,noether_paper31_section02_entry04_terms.json
ISV-zweiter_isomorphiesatz--drugy_teorem_o_izomo,zweiter Isomorphiesatz,drugy teorem o izomorfizmu,,,source_fidelity,unstated,F10-1,review,1,noether_paper30_section10_terms.json
ISV-zwischendarstellungen--medžupredstavjenja,Zwischendarstellungen,medžupredstavjenja,меджупредставјенья,,unstated,unstated,F10-1,review,2,noether_paper19_terms.json; noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
ISV-zwischenkörper--medžupolja_medžupolj,Zwischenkörper,medžupolja / medžupolj,меджупольа / меджуполь,,script_stability,unstated,F10-1,review,1,noether_paper09_section07_terms.json
ISV-zwischenkörper--medžupolje,Zwischenkörper,medžupolje,меджуполье,,pan_slavic_native,unstated,F10-0,yes,2,noether_paper06_section01_terms.json; noether_paper06_section04_terms.json
ISV-zwischenkörper_durchschnittskörper--medžupolje_polje_prě,Zwischenkörper / Durchschnittskörper,medžupolje / polje prěsěka,меджупоље / поље пресека,,unstated,unstated,F10-0,yes,1,noether_paper24_section06_terms.json
ISV-zwischenring--medžukolco,Zwischenring,medžukolco,меджуколцо,ring,pan_slavic_native,unstated,F10-3,no_fix_first,2,noether_paper31_section03_entry03_terms.json; noether_paper31_section03_entry05_terms.json
ISV-zyklisch_dicksonscher_typus--ciklična_dicksonov_t,zyklisch / Dicksonscher Typus,ciklična / Dicksonov tip,,,international,unstated,F10-0,yes,1,noether_paper38_source_fidelity_terms.json
ISV-zyklische_gruppen--ciklične_grupy,zyklische Gruppen,ciklične grupy,цикличне групы,,pan_slavic_native,unstated,F10-1,review,1,noether_paper34_section22_source_fidelity_terms.json
ISV-äquivalenter_erweiterungskörper_erweiter--ekvivalentno_razširj,äquivalenter Erweiterungskörper / Erweiterungsring,ekvivalentno razširjeno polje / razširjeno kolco,еквивалентно разширјено полье / разширјено колцо,ring,unstated,unstated,F10-3,no_fix_first,1,noether_paper31_section01_entries01_02_terms.json
ISV-überall_zerfallende_algebra--povsudu_razložena_al,überall zerfallende Algebra,povsudu razložena algebra,,algebra,pan_slavic_native,unstated,F10-2,no_fix_first,1,noether_paper38_source_fidelity_terms.json
ISV-überblick_über_die_bildung_des_systems--obzor_tvorjenja_sist,Überblick über die Bildung des Systems,Obzor tvorjenja sistema,Обзор творјеньа система,,unstated,stable_provisional,F10-1,review,1,noether_paper02_section07_terms.json; logbook:2026-06-10: Paper 02 §7 Interslavic Decisions
ISV-übergang_von_der_ordnung_zu_den_ringen_e--prěhod_od_porjadka_k,Übergang von der Ordnung zu den Ringen endlichen Ranges in bezug auf einen Körper,prěhod od porjadka k kolcam konečnogo ranga vzhodno k polju,преход од порјадка к колцам конечного ранга взходно к польу,ring,east_slavic_continuity,unstated,F10-1,review,1,noether_paper31_section07_entry03_terms.json
ISV-übergang_zu_endlichen_erweiterungskörper--prěhod_k_konečnym_ra,Übergang zu endlichen Erweiterungskörpern,prěhod k konečnym razširjenjam polj,,,pan_slavic_native,unstated,F10-1,review,1,noether_paper30_section03_terms.json
ISV-übergang_zu_erweiterungsringen--prěhod_k_razširjenym,Übergang zu Erweiterungsringen,prěhod k razširjenym kolcam,преход к разширјеным колцам,ring,unstated,unstated,F10-1,review,1,noether_paper31_section05_entry03_terms.json
ISV-übergangssubstitution--prěhodno_prěobraženj,Übergangssubstitution,prěhodno prěobraženje,преходно преображенье,,unstated,unstated,F10-1,review,1,noether_paper22_terms.json
ISV-übernommene_formen--vzete_formy,übernommene Formen,vzete formy,взете формы,,east_slavic_continuity,stable_provisional,F10-1,review,1,noether_paper02_section06_terms.json; logbook:2026-06-10: Paper 02 §6 Interslavic Decisions
ISV-überschiebung_über_eine_funktionaldeterm--transvekcija_črez_fu,Überschiebung über eine Funktionaldeterminante,transvekcija črez funkcionalny determinant,трансвекција чрез функционалны детерминант,determinant,unstated,unstated,F10-1,review,1,noether_paper02_section22_terms.json; logbook:2026-06-10: Paper 02 Section 22 Interslavic Decisions
ISV-überschiebungen--prěkrivanja,Überschiebungen,prěkrivanja,прекриваньа,,source_fidelity,review_needed,F10-1,review,1,noether_paper02_section03_terms.json; logbook:2026-06-10: Paper 02 §3 Interslavic Decisions
ISV-übertragung_aus_dem_binären_gebiet--prěnos_iz_binarnoj_o,Übertragung aus dem binären Gebiet,prěnos iz binarnoj oblasti,пренос из бинарној области,,unstated,stable_provisional,F10-1,review,1,noether_paper02_section06_terms.json; logbook:2026-06-10: Paper 02 §6 Interslavic Decisions
ISV-übertragungsprinzip--načelo_prěnosa,Übertragungsprinzip,načelo prěnosa,начело преноса,,unstated,unstated,F10-1,review,1,noether_paper22_terms.json
