"action_id","timestamp_utc","paper","page_or_locus","origin_type","origin_source","what_changed_or_was_checked","current_head_or_artifact","promoted_or_logged","status","notes"
"CO-20260719-P09-002","2026-07-19T03:06:00Z","P09","printed p112, polynomial f(z;a...c)","ledger_reconciliation_recovered_source_fix","P09 GDZ p112 complete-page audit","Recovered and retained source exponent family chi in place of stale nu throughout the polynomial.","Noether_LocalCodex_20260719_P08_FullPaperSourceAudit","logged_existing_fix_survives","done","Hard-math record added."
"CO-20260719-P09-003","2026-07-19T03:07:00Z","P09","printed p124, formula (1)","ledger_reconciliation_recovered_source_fix","P09 GDZ p124 complete-page audit","Recovered and retained the source congruence modulo M_sigma; stale text had literal equality.","Noether_LocalCodex_20260719_P08_FullPaperSourceAudit","logged_existing_fix_survives","done","Hard-math record added."
"CO-20260719-P12-001","2026-07-19T03:08:00Z","P12","printed p41, formula (8) array","ledger_reconciliation_recovered_source_fix","P12 formula-(8) source audit plus later full-page survival audit","Recovered the source-backed removal of non-source commas in the multirow formula-(8) array; current span retains the repaired alignment/punctuation.","Noether_LocalCodex_20260719_P08_FullPaperSourceAudit","logged_existing_fix_survives","done","Structural display repair; no fresh body edit."
"CO-20260719-P12-002","2026-07-19T03:09:00Z","P12","printed p41, formula (10)","ledger_reconciliation_recovered_source_fix","P12 GDZ p41 source crop and R358 survival audit","Recovered and retained source plain varkappa*phi on the right-hand side; older text had the unsupported exponent varkappa^rho.","Noether_LocalCodex_20260719_P08_FullPaperSourceAudit","logged_existing_fix_survives","done","Hard-math record added."
"CO-20260719-P16-001","2026-07-19T03:10:00Z","P16","printed p29, Omega Delta F identity","ledger_reconciliation_recovered_source_fix","P16 source closure and current-span survival audit","Recovered and retained source dash-wrapped identity: identische Umformung: --- Omega Delta F=PF ---.","Noether_LocalCodex_20260719_P08_FullPaperSourceAudit","logged_existing_fix_survives","done","Diplomatic layout/punctuation repair; no fresh body edit."
"CO-20260719-P16-002","2026-07-19T03:11:00Z","P16","printed p30, prose before formula [10]","ledger_reconciliation_recovered_source_fix","P16 p30 source detail crop and R188/current survival audit","Recovered and retained source prose aus F und aus Formen aus M; the rejected reading substituted Phi for F. Formula [10] itself remains Phi.","Noether_LocalCodex_20260719_P08_FullPaperSourceAudit","logged_existing_fix_survives","done","Hard-math/prose-symbol record added; formula [10] is a negative-control guardrail."
"CO-20260719-WEBP04-P04-144-01","2026-07-19","P04","printed p144; cumulative output 59-60","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","display-numbering: (53)-(58) were right-tagged without source periods. -> Restored left-margin (53.)-(58.) via source-number displays.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p144 full page and formula crops. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-144-02","2026-07-19","P04","printed p144; cumulative output 59","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","footnote-marker: Sequential footnote marker after “Entwicklung”. -> Restored page-local *) before the colon.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p144 full page. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-145-01","2026-07-19","P04","printed p145; cumulative output 60","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","display-structure: G-chain flattened to one line. -> Restored source two-line chain with =Σcφ on the second line.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p145 source full page / G crop. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-145-02","2026-07-19","P04","printed p145; cumulative output 60","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","display-numbering: (59)-(61) were right-tagged without source periods. -> Restored left-margin (59.)-(61.).","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p145 full page. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-145-03","2026-07-19","P04","printed p145; cumulative output 60","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","footnote-marker: Sequential marker after the sentence. -> Restored page-local *) immediately after “sind”, before the period.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p145 full page. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-146-01","2026-07-19","P04","printed p146; cumulative output 61","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","author-emphasis: Only theorem labels were italic. -> Restored full italic source statements for Satz VII and Satz VIII.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p146 full page. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-146-02","2026-07-19","P04","printed p146; cumulative output 61","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","heading-and-defined-terms: §8 was a modern bold section heading; defined terms and list labels were normalized. -> Restored centered italic §8, italic defined terms, and 1)-3) labels.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p146 full page. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-147-01","2026-07-19","P04","printed p147; cumulative output 61-62","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","display-numbering: (62)-(64) were right-tagged and item 1 heading un-emphasized. -> Restored source-left (62.)-(64.) and item-heading italics.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p147 full page. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-148-01","2026-07-19","P04","printed p148; cumulative output 62","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","display-numbering-and-crossref: (65)-(66) right-tagged; item 2 un-emphasized; (41) lacked the source period. -> Restored source-left displays, item italics, and “(41.)”.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p148 full page. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-149-01","2026-07-19","P04","printed p149; cumulative output 63","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","display-numbering-and-emphasis: (67) right-tagged; item 3 un-emphasized. -> Restored source-left (67.) and item-heading italics.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p149 full page. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-150-01","2026-07-19","P04","printed p150; cumulative output 63-64","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","display-numbering: (68)-(69) right-tagged. -> Restored source-left (68.)-(69.).","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p150 full page. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-150-02","2026-07-19","P04","printed p150; cumulative output 64","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","mathematical-index: q-double-prime carried subscript n-lambda-1. -> Corrected to source q-double-prime subscript n-rho-1.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p150 extreme source zoom. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-150-03","2026-07-19","P04","printed p150; cumulative output 64","Web_Pro_independent_corroboration","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","compound-word: “Schluß form” contained a non-source space. -> Restored “Schlußform”.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","corroboration_only_existing_source_repair_survives","closed_source_confirmed","Source anchor: p150 source / output comparison. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-151-01","2026-07-19","P04","printed p151; cumulative output 64","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","display-numbering: (70) right-tagged. -> Restored source-left (70.).","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p151 full page. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-151-02","2026-07-19","P04","printed p151; cumulative output 64","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","footnote-markers: Sequential markers and normalized punctuation. -> Restored page-local *) and **) at the printed loci.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p151 full page. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-151-03","2026-07-19","P04","printed p151; cumulative output 64","Web_Pro_independent_corroboration","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","emphasis-and-compound: Source emphasis was omitted and “Schluß ausdrücke” split. -> Restored emphasis bands, “eindeutig”, relation emphasis, and “Schlußausdrücke”.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","corroboration_only_existing_source_repair_survives","closed_source_confirmed","Source anchor: p151 source/before/after contact. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-152-01","2026-07-19","P04","printed p152; cumulative output 64-65","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","heading-and-footnote: §9 was modernized; local marker structure drifted. -> Restored centered italic §9 heading with page-local *).","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p152 source/before/after contact. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-152-02","2026-07-19","P04","printed p152; cumulative output 65","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","emphasis-list-marker: Definition emphasis and 1)-3) labels omitted; **) followed rather than preceded the semicolon. -> Restored source emphasis, labels, and marker-before-semicolon placement.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p152 source/before/after contact. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-153-01","2026-07-19","P04","printed p153; cumulative output 65","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","author-emphasis: Definition keywords and theorem body were roman. -> Restored italics on “reduzibel”, “Reduzent”, and full Satz IX.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p153 source/before/after contact. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04-P04-154-01","2026-07-19","P04","printed p154; cumulative output 65-66","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CrelleClose_20260718_COMPLETE.zip","footnote-marker: Sequential final footnote marker. -> Restored source page-local *) at “überträgt*)”.","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","promoted_after_local_source_and_diff_adjudication","closed_source_confirmed","Source anchor: p154 source/before/after contact. Confidence: source-certain. The Web cumulative was evidence, not authority; only bounded source-backed content was accepted."
"CO-20260719-WEBP04CURRENT-P04-147-02","2026-07-19","P04","printed p147; cumulative output 61-62","Web_Pro_found_LocalCodex_independently_adjudicated","Web_P04_p144_154_CurrentHeadReaudit_20260719_COMPLETE.zip","display-structure: w~T_(n-tau)p_(tau-1) was run into prose -> restored the source-centered standalone display between the surrounding prose lines","Noether_LocalCodex_20260719_P04P08_WebCurrentHeadReconciled","promoted_after_local_600dpi_source_and_exact_diff_adjudication","closed_source_confirmed_compiled_rendered","Web Pro found and documented candidate P04-147-02. LocalCodex compared the full cumulative by content, opened the 600 dpi source focus, integrated only this hunk, compiled twice, reopened output pp61-62, and rejected all remaining Web deltas as Paper 8 regressions."
"CO-20260719-TAIL-001","2026-07-19","tail/Kapferer","collected p768","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume p768, 650-dpi render and 2x crop","Restored four source-visible varrho glyphs in Zusatz II/Bertini paragraph from rho.","cum_de_Local_20260719_Tail_p765_777.tex","promoted","done_compile_render_source_checked","Symbol-family distinction is visible at all four loci."
"CO-20260719-TAIL-002","2026-07-19","tail/bibliography","collected p775 item 34","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume p775, 650-dpi render","Restored bibliography item label 34. in place of 34:.","cum_de_Local_20260719_Tail_p765_777.tex","promoted","done_compile_render_source_checked","The changed output is confined to cumulative PDF p463."
"CO-20260719-TAIL-003","2026-07-19","tail/Kapferer","collected p767 equation (3)","LocalCodex_found_original_print_error_candidate","IA-derived collected-volume p767 exact 650-dpi/2x crop","Verified that source itself prints xK_1 and xK_2 in the first two recurrence rows despite general xK_(r+1) and prose implying shifted indices.","NOETHER_SOURCE_ERROR_APPARATUS_after_tail_p765_777.csv","logged_no_body_patch","source_error_apparatus","Diplomatic German preserved."
"CO-20260719-TAIL-004","2026-07-19","tail/Kapferer","collected p771 proof of (5)","LocalCodex_found_original_print_error_candidate","IA-derived collected-volume p771 exact 650-dpi/2x crop","Verified source-literal f(0,y) without index i in the second identity; context strongly suggests f_i(0,y).","NOETHER_SOURCE_ERROR_APPARATUS_after_tail_p765_777.csv","logged_no_body_patch","source_error_apparatus","Diplomatic German preserved; reader emendation requires disclosure."
"CO-20260719-TAIL-005","2026-07-19","tail/Schur","collected p747 determinant formula","LocalCodex_found_original_print_error_candidate","IA-derived collected-volume p747 exact 1300-dpi crop","Verified that the source itself prints delta_ik in the denominator although the determinant relation structurally controls delta_ij.","NOETHER_SOURCE_ERROR_APPARATUS_after_tail_p747_777.csv","logged_no_body_patch","source_error_apparatus","Diplomatic German preserved; any reader emendation requires disclosure."
"CO-20260719-TAIL-006","2026-07-19","tail/Schur","collected p748 homomorphism chain","LocalCodex_found_original_print_error_candidate","IA-derived collected-volume p748 exact 1300-dpi crop","Verified that the source omits superscript (k) on the second alpha_ij while retaining it on the corresponding surrounding occurrences.","NOETHER_SOURCE_ERROR_APPARATUS_after_tail_p747_777.csv","logged_no_body_patch","source_error_apparatus","Diplomatic German preserved; probable source omission."
"CO-20260719-TAIL-007","2026-07-19","tail/Schur","collected p763 norm-class relation","LocalCodex_found_after_exact_crop_superseding_conflicting_ledgers","IA-derived collected-volume p763 exact 1300-dpi glyph crop","Resolved the printed relation as congruence and patched the live TeX from simeq to cong.","cum_de_Local_20260719_Tail_p747_777.tex","promoted","done_compile_render_source_checked","Explicitly supersedes older sim and simeq audit claims."
"CO-20260719-TAIL-008","2026-07-19","tail/Kapferer","collected p764 title/byline/subtitle","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume p764, 650-dpi full-page render","Restored source-literal title ending with von H. Kapferer and source subtitle; removed non-source expanded location lines.","cum_de_Local_20260719_Tail_p747_777.tex","promoted","done_compile_render_source_checked","Changed cumulative output p457 was visually reopened and passed."
"CO-TAIL-20260719-F005","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p712; TeX 21013","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source letter and exact plural/case phrase; source reading: Normaldarstellung von mathfrak K_r mit Galoisschen maximalen kommutativen Teilkoerpern","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/dense_crops_1300dpi/p712_toc_chapterV_1300dpi.png"
"CO-TAIL-20260719-F006","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p713; TeX 21029,21031","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source-visible abbreviation spacing; source reading: z. B.; M. Z.; M. Z.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-03.png"
"CO-TAIL-20260719-F007","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p714; TeX 21052","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source slashed reciprocal-homomorphism arrow; source reading: mathfrak{o} nrightarrow mathfrak D* subseteq mathsf T_n*","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/dense_crops_1300dpi/p714_reciprocal_arrow_1300dpi.png"
"CO-TAIL-20260719-F008","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p715; TeX 21101","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source singular noun; source reading: Die Multiplikation des d. D. M.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-05.png"
"CO-TAIL-20260719-F009","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p716; TeX 21180,21187,21190","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source emphasis without changing content; source reading: source-emphasized conclusion; source-emphasized proposition 2; emphasized Beweis.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-06.png"
"CO-TAIL-20260719-F010","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p717; TeX 21236,21267","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source spacing and emphasis; source reading: M. Z. at all three footnote loci; emphasized concluding result","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-07.png"
"CO-TAIL-20260719-F011","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p718; TeX 21293,21295","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source emphasis without altering text; source reading: emphasized erster Art and zweiter Art; full iff statement emphasized","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-08.png"
"CO-TAIL-20260719-F012","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p719; TeX 21311,21322-21323","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source emphasis without altering mathematics; source reading: galoissche Gruppe von Z bezueglich P emphasized; both numbered formulations emphasized","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-09.png"
"CO-TAIL-20260719-F013","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p720; TeX 21330,21365","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source spacing and emphasis; source reading: w. z. b. w.; emphasized Zeigen wir noch","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-10.png"
"CO-TAIL-20260719-F014","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p721; TeX 21381","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source emphasis; source reading: source-emphasized genuegt","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-11.png"
"CO-TAIL-20260719-F015","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p722; TeX 21480,21482","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source blackletter K symbol family; source reading: mathfrak K_1 through mathfrak K_r throughout the field-summand proof","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/dense_crops_1300dpi/p722_proof_field_symbols_1300dpi.png"
"CO-TAIL-20260719-F016","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p722; TeX 21450-21462","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","add the omitted continuation row to both matrices; source reading: three continuation-dot rows between first and last rows in both inverse matrices","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/dense_crops_1300dpi/p722_inverse_matrices_1300dpi.png"
"CO-TAIL-20260719-F017","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p722; TeX 21474,21480,21484","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source-visible abbreviation spacing; source reading: M. Z.; d. h.; w. z. b. w.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-12.png"
"CO-TAIL-20260719-F018","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p723; TeX 21540","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source congruence relation; source reading: h congruent 0 (p)","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/dense_crops_1300dpi/p723_h_congruence_1300dpi.png"
"CO-TAIL-20260719-F019","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p723; TeX 21530","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source spacing and emphasis; source reading: M. Z.; source-emphasized Gruppenring von G in P","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-13.png"
"CO-TAIL-20260719-F020","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p724; TeX 21566,21583","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore the three source noncongruence relations; retain ordinary equality in the later parenthetical; source reading: h not-congruent 0(p); h not-congruent 0(p); h_i not-congruent 0(p)","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/dense_crops_1300dpi/p724_congruence_family_1300dpi.png; dense_crops_1300dpi/p724_parenthetical_congruence_1300dpi.png"
"CO-TAIL-20260719-F021","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p724; TeX 21568,21583,21587","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source spacing and emphasis; source reading: M. Z.; w. z. b. w.; emphasized h Charaktere von A and Hauptcharakter","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-14.png"
"CO-TAIL-20260719-F022","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p725; TeX 21612","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source noncongruence relation; source reading: h not-congruent 0(p)","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-15.png"
"CO-TAIL-20260719-F023","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p725; TeX 21610,21644","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source spacing and emphasis; source reading: d. h.; fully emphasized character-relation conclusion","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-15.png"
"CO-TAIL-20260719-F024","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p726; TeX 21652-21658,21702,21707-21708","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore the source emphasis without changing mathematical content; source reading: source-emphasized opening proposition, Beweis label, full main theorem, and both numbered formulations","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-16.png"
"CO-TAIL-20260719-F025","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p727; TeX 21712,21729,21740","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","restore source-visible abbreviation spacing; source reading: w. z. b. w.; d. h.; d. h.","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-17.png"
"CO-TAIL-20260719-F026","2026-07-19","tail/Noether hypercomplex-algebra lectures","collected p727; TeX 21714","LocalCodex_found_independent_complete_page_audit","IA-derived collected-volume witness; full page opened at 650 dpi and dense loci at 1300 dpi","separate the bold paragraph marker from the roman continuation; source reading: bold marker 2. followed by roman text fuehren wir auf 1. zurueck","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","promoted","done_compile_twice_render_source_checked","Evidence: 1/02_source/tail_p711_746/full_pages_650dpi/tail-17.png"
