"paper","printed_page_or_range","current_head","last_updated_utc","source_witness_or_basis","source_quality","audited_by_or_qc_instances","audit_depth","fixes_found","fixes_integrated","current_status","next_action","evidence_files","notes"
"P04","149","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","2026-07-19","Web independent P04 source page: 02_source/P04/full_pages/P04_p149_source.png; SHA256 4ef69da3e97a322e500f2a59291c91f41f45d9d9bbf66cc0eeb2f1f3528cd5e5","staged original Crelle full-page witness (934×1356 class)","Web Pro complete-page independent pass; LocalCodex exact-hunk adjudication, compilation, and rendered visual QA","complete source-page comparison within assigned p144-154 band; exact localized merge onto later P08 head; changed-output review","Restored source-left numbering for (67.) and italic item-3 heading.","yes; source-backed localized P04 hunk(s) integrated into the reconciled cumulative","closed_current_head_independent_web_pass_local_adjudication","none absent a concrete contradiction from the original source","02_source/P04/crops/P04_p149_formula67_source_focus.png","Web candidate was not imported wholesale; its bounded changes were reconciled by content. Guardrail: Kept the n=2lambda specialization and both S/T families unchanged."
"P04","150","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","2026-07-19","Web independent P04 source page: 02_source/P04/full_pages/P04_p150_source.png; SHA256 9b9fe7bb7cec674f887ef812cfb8a74461308441498c3bbbbd2c481dd597a773","staged original Crelle full-page witness (934×1356 class)","Web Pro complete-page independent pass; LocalCodex exact-hunk adjudication, compilation, and rendered visual QA","complete source-page comparison within assigned p144-154 band; exact localized merge onto later P08 head; changed-output review","Restored source-left numbering for (68.)-(69.); corrected q-double-prime index n-rho-1; restored compound “Schlußform”.","yes; source-backed localized P04 hunk(s) integrated into the reconciled cumulative","closed_current_head_independent_web_pass_local_adjudication","none absent a concrete contradiction from the original source","05_contacts/Web_P04_p150_qdoubleprime_source_before_after.png","Web candidate was not imported wholesale; its bounded changes were reconciled by content. The pre-existing ascending first dual sequence was preserved; the new q-double-prime index repair was independently reopened by LocalCodex. Guardrail: Kept q-prime subscript lambda-1; changed only the source-mismatched q-double-prime subscript."
"P04","151","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","2026-07-19","Web independent P04 source page: 02_source/P04/full_pages/P04_p151_source.png; SHA256 850d0daeb5e49974c327e8ec726ef8ff81bd58a405b653d89728595f6b853333","staged original Crelle full-page witness (934×1356 class)","Web Pro complete-page independent pass; LocalCodex exact-hunk adjudication, compilation, and rendered visual QA","complete source-page comparison within assigned p144-154 band; exact localized merge onto later P08 head; changed-output review","Restored source-left numbering for (70.); source-local *) and **) footnote markers/placement; source emphasis; compound “Schlußausdrücke”.","yes; source-backed localized P04 hunk(s) integrated into the reconciled cumulative","closed_current_head_independent_web_pass_local_adjudication","none absent a concrete contradiction from the original source","05_contacts/Web_P04_p151_formula70_emphasis_footnotes_source_before_after.png","Web candidate was not imported wholesale; its bounded changes were reconciled by content. Guardrail: Kept determinant recurrence and value n unchanged."
"P04","152","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","2026-07-19","Web independent P04 source page: 02_source/P04/full_pages/P04_p152_source.png; SHA256 cda700fbc30ace2d71e336c3756d3c4ea1ef803b45ec24661acf1b5f8067b04d","staged original Crelle full-page witness (934×1356 class)","Web Pro complete-page independent pass; LocalCodex exact-hunk adjudication, compilation, and rendered visual QA","complete source-page comparison within assigned p144-154 band; exact localized merge onto later P08 head; changed-output review","Restored centered italic §9 heading with source-local *); author emphasis; 1)-3) labels; **) marker before the semicolon.","yes; source-backed localized P04 hunk(s) integrated into the reconciled cumulative","closed_current_head_independent_web_pass_local_adjudication","none absent a concrete contradiction from the original source","05_contacts/Web_P04_p152_heading_list_source_before_after.png","Web candidate was not imported wholesale; its bounded changes were reconciled by content. Guardrail: Kept all alpha/beta inequalities and source page-local reuse of * / **."
"P04","153","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","2026-07-19","Web independent P04 source page: 02_source/P04/full_pages/P04_p153_source.png; SHA256 3f977cc985b59619d00d1d32d5b8857a0c0d492e5738e969c2cdf95d38448d10","staged original Crelle full-page witness (934×1356 class)","Web Pro complete-page independent pass; LocalCodex exact-hunk adjudication, compilation, and rendered visual QA","complete source-page comparison within assigned p144-154 band; exact localized merge onto later P08 head; changed-output review","Restored author emphasis on “reduzibel” and “Reduzent”; restored the full Satz IX statement to italics.","yes; source-backed localized P04 hunk(s) integrated into the reconciled cumulative","closed_current_head_independent_web_pass_local_adjudication","none absent a concrete contradiction from the original source","05_contacts/Web_P04_p153_definition_theorem_source_before_after.png","Web candidate was not imported wholesale; its bounded changes were reconciled by content. Guardrail: No formula or variable-family change; emphasis only."
"P04","154","Noether_LocalCodex_20260719_P04P08_LedgerReconciled","2026-07-19","Web independent P04 source page: 02_source/P04/full_pages/P04_p154_source.png; SHA256 2317ec69f6bce79b4ef3852675fef87fa736e22d3be1fd05265937492dc67d8e","staged original Crelle full-page witness (934×1356 class)","Web Pro complete-page independent pass; LocalCodex exact-hunk adjudication, compilation, and rendered visual QA","complete source-page comparison within assigned p144-154 band; exact localized merge onto later P08 head; changed-output review","Restored the page-local *) footnote marker and source placement at the article close.","yes; source-backed localized P04 hunk(s) integrated into the reconciled cumulative","closed_current_head_independent_web_pass_local_adjudication","none absent a concrete contradiction from the original source","05_contacts/Web_P04_p154_footnote_close_source_before_after.png","Web candidate was not imported wholesale; its bounded changes were reconciled by content. Guardrail: Retained the source’s “Vermöge unseres Satz VII” wording without editorial normalization."
"P04","147","Noether_LocalCodex_20260719_P04P08_WebCurrentHeadReconciled","2026-07-19","Original Crelle p147 native 600 dpi page and focused formula/substitution crop; package paths 02_source/P04_web_currenthead_600dpi/P04_p147_source_600dpi.jpg and P04_p147_formula62_substitution_63_64_focus.png","native grayscale 3888x5649 page reported as 600 dpi; OCR excluded as authority","Web Pro current-head complete-page re-audit; LocalCodex exact whole-cumulative comparison, direct source inspection, bounded integration, two-pass compilation, and output pp61-62 visual reopen","second independent source-page comparison; exact source-vs-TeX lineation adjudication; current-head survival comparison against Paper 8","Additional source-style defect found after the first local seal: the substitution w~T_(n-tau)p_(tau-1) was incorrectly run into prose rather than centered as its own display.","yes; one bounded p147 display-structure hunk integrated; every remaining Web-vs-local difference was outside P04 and rejected as a Paper 8 regression","closed_current_head_second_independent_pass_local_adjudication","none absent a concrete contradiction from the original source","02_source/P04_web_currenthead_600dpi/P04_p147_formula62_substitution_63_64_focus.png; 04_renders/P04_web_currenthead_reconciliation/P04_output-061.png; P04_output-062.png","Correction origin: Web Pro found/documented P04-147-02; LocalCodex independently verified and promoted it. This row supersedes the earlier P04 p147 navigation row while preserving that row append-only as history."
"tail","765","Noether_LocalCodex_20260719_Tail_p765_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF page 55; tail-55.png","best available complete 360-ppi IA scan, rendered at 650 dpi and enlarged at ambiguous loci","LocalCodex independent complete-page visual audit","Satz Ib continuation; historical reduction; footnotes 4-6; formulas and emphasis","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve logged diplomatic source-error candidates.","02_source/tail_p765_777/tail-55.png; 03_audit/tail_p765_777/tail_p765_777_page_audit.csv","All prose, congruences, products, emphasis, and notes match the collected-volume source."
"tail","766","Noether_LocalCodex_20260719_Tail_p765_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF page 56; tail-56.png","best available complete 360-ppi IA scan, rendered at 650 dpi and enlarged at ambiguous loci","LocalCodex independent complete-page visual audit","Hauptsatz; formula (1); recurrence setup; footnote 7","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve logged diplomatic source-error candidates.","02_source/tail_p765_777/tail-56.png; 03_audit/tail_p765_777/tail_p765_777_page_audit.csv","Every displayed index and recurrence symbol compared; current matches source."
"tail","767","Noether_LocalCodex_20260719_Tail_p765_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF page 57; tail-57.png","best available complete 360-ppi IA scan, rendered at 650 dpi and enlarged at ambiguous loci","LocalCodex independent complete-page visual audit","Hilfssatz I-II; formulas (2)-(3); footnote 8","0","no body patch","closed_diplomatic_body_source_error_apparatus","Reopen only on a concrete source contradiction; preserve logged diplomatic source-error candidates.","02_source/tail_p765_777/tail-57.png; 03_audit/tail_p765_777/tail_p765_777_page_audit.csv","Print itself gives x K_1 and x K_2 in first two rows of (3), despite general x K_(r+1) and prose implying K_2/K_3. Preserved; logged as original-print candidate."
"tail","768","Noether_LocalCodex_20260719_Tail_p765_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF page 58; tail-58.png","best available complete 360-ppi IA scan, rendered at 650 dpi and enlarged at ambiguous loci","LocalCodex independent complete-page visual audit","Zusätze I-II; Bertini paragraph; Satz III; footnotes 9-10","4","yes: see confirmed_fixes.csv","closed_after_patch","Reopen only on a concrete source contradiction; preserve logged diplomatic source-error candidates.","02_source/tail_p765_777/tail-58.png; 03_audit/tail_p765_777/tail_p765_777_page_audit.csv","Restored four source-visible varrho glyphs that current rendered as rho."
"tail","769","Noether_LocalCodex_20260719_Tail_p765_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF page 59; tail-59.png","best available complete 360-ppi IA scan, rendered at 650 dpi and enlarged at ambiguous loci","LocalCodex independent complete-page visual audit","Differentiation criterion; Zusatz zu Satz III; Zusatz with E. Noether; footnotes 11-13","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve logged diplomatic source-error candidates.","02_source/tail_p765_777/tail-59.png; 03_audit/tail_p765_777/tail_p765_777_page_audit.csv","Formula A-prime, title block, prose, and all three notes match source."
"tail","770","Noether_LocalCodex_20260719_Tail_p765_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF page 60; tail-60.png","best available complete 360-ppi IA scan, rendered at 650 dpi and enlarged at ambiguous loci","LocalCodex independent complete-page visual audit","Satz IV; formulas (4)-(5); common-divisor setup; footnote 14","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve logged diplomatic source-error candidates.","02_source/tail_p765_777/tail-60.png; 03_audit/tail_p765_777/tail_p765_777_page_audit.csv","All exponents, bars, congruences, and note content match source."
"tail","771","Noether_LocalCodex_20260719_Tail_p765_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF page 61; tail-61.png","best available complete 360-ppi IA scan, rendered at 650 dpi and enlarged at ambiguous loci","LocalCodex independent complete-page visual audit","proof of (5); formula (6); Hilfssatz-II proof; footnotes 15-16","0","no body patch","closed_diplomatic_body_source_error_apparatus","Reopen only on a concrete source contradiction; preserve logged diplomatic source-error candidates.","02_source/tail_p765_777/tail-61.png; 03_audit/tail_p765_777/tail_p765_777_page_audit.csv","Print itself has f(0,y) without subscript i in the second identity. Current is faithful; probable source omission logged rather than silently emended."
"tail","772","Noether_LocalCodex_20260719_Tail_p765_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF page 62; tail-62.png","best available complete 360-ppi IA scan, rendered at 650 dpi and enlarged at ambiguous loci","LocalCodex independent complete-page visual audit","Bemerkung II; final ideal equality; receipt line","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve logged diplomatic source-error candidates.","02_source/tail_p765_777/tail-62.png; 03_audit/tail_p765_777/tail_p765_777_page_audit.csv","Verified y^(K) in opening statement versus y^lambda in proof; current distinction is source-faithful."
"tail","773","Noether_LocalCodex_20260719_Tail_p765_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF page 63; tail-63.png","best available complete 360-ppi IA scan, rendered at 650 dpi and enlarged at ambiguous loci","LocalCodex independent complete-page visual audit","Bibliographie items 1-16","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve logged diplomatic source-error candidates.","02_source/tail_p765_777/tail-63.png; 03_audit/tail_p765_777/tail_p765_777_page_audit.csv","Titles, numbering, journal data, years, pages, and cross-references match source."
"tail","774","Noether_LocalCodex_20260719_Tail_p765_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF page 64; tail-64.png","best available complete 360-ppi IA scan, rendered at 650 dpi and enlarged at ambiguous loci","LocalCodex independent complete-page visual audit","Bibliographie items 17-33","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve logged diplomatic source-error candidates.","02_source/tail_p765_777/tail-64.png; 03_audit/tail_p765_777/tail_p765_777_page_audit.csv","Titles, dagger, numbering, journal data, years, pages, and cross-references match source."
"tail","775","Noether_LocalCodex_20260719_Tail_p765_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF page 65; tail-65.png","best available complete 360-ppi IA scan, rendered at 650 dpi and enlarged at ambiguous loci","LocalCodex independent complete-page visual audit","Bibliographie items 34-43 and Kapferer entry","1","yes: see confirmed_fixes.csv","closed_after_patch","Reopen only on a concrete source contradiction; preserve logged diplomatic source-error candidates.","02_source/tail_p765_777/tail-65.png; 03_audit/tail_p765_777/tail_p765_777_page_audit.csv","Restored item 34 terminal period; current had a colon. All bibliographic body text otherwise matches source."
"tail","776","Noether_LocalCodex_20260719_Tail_p765_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF page 66; tail-66.png","best available complete 360-ppi IA scan, rendered at 650 dpi and enlarged at ambiguous loci","LocalCodex independent complete-page visual audit","Kurzmitteilungen and Buchbesprechungen","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve logged diplomatic source-error candidates.","02_source/tail_p765_777/tail-66.png; 03_audit/tail_p765_777/tail_p765_777_page_audit.csv","Every title, volume, part, year, page, editor, and publication datum compared; no body patch."
"tail","777","Noether_LocalCodex_20260719_Tail_p765_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF page 67; tail-67.png","best available complete 360-ppi IA scan, rendered at 650 dpi and enlarged at ambiguous loci","LocalCodex independent complete-page visual audit","Bücher, entstanden unter Mitwirkung von Emmy Noether","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve logged diplomatic source-error candidates.","02_source/tail_p765_777/tail-67.png; 03_audit/tail_p765_777/tail_p765_777_page_audit.csv","Preserved source spellings Öystein Orne and Brauschweig; both entries otherwise exact."
"tail/Schur","747","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 37 / source-PDF page 761; full_pages_650dpi/tail-37.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","Schur second proof; determinant formula; matrix representation setup","0","no body patch; source-error apparatus added","closed_diplomatic_body_source_error_apparatus","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-37.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv; 02_source/tail_p747_764/dense_crops_1300dpi/","All prose and formulas compared. The source itself prints the suspicious determinant denominator delta_ik; preserved and logged in apparatus."
"tail/Schur","748","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 38 / source-PDF page 762; full_pages_650dpi/tail-38.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","matrix representation; homomorphism chain; Brauer note","0","no body patch; source-error apparatus added","closed_diplomatic_body_source_error_apparatus","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-38.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv; 02_source/tail_p747_764/dense_crops_1300dpi/","The source omits superscript (k) on the second alpha in the homomorphism chain while retaining it elsewhere; current matches and the probable print omission is logged."
"tail/Schur","749","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 39 / source-PDF page 763; full_pages_650dpi/tail-39.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","component decomposition; absolute component indices; start of u_S construction","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-39.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv","Every index, product, inequality, and footnote compared; current matches source."
"tail/Schur","750","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 40 / source-PDF page 764; full_pages_650dpi/tail-40.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","u_S construction; H_T automorphisms; linear independence; factor-system setup","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-40.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv","All displayed substitutions, sums, products, and symbol families match source."
"tail/Schur","751","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 41 / source-PDF page 765; full_pages_650dpi/tail-41.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","factor-system equations; associated systems; A_S matrix setup","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-41.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv","All factors, inverse placements, ranges, and matrix labels compared; current matches source."
"tail/Schur","752","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 42 / source-PDF page 766; full_pages_650dpi/tail-42.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","G-star representation; quotient group; nonhomomorphic matrix representation; tensor setup","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-42.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv","All quotient, arrow, matrix, and product notation compared; current matches source."
"tail/Schur","753","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 43 / source-PDF page 767; full_pages_650dpi/tail-43.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","tensor-module representation; product representation; Speiser note","0","no body patch","closed_known_fix_survives_full_page_recheck","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-43.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv","The source period inside the display after z_S^S survives in the current text; no detached orphan punctuation remains."
"tail/Schur","754","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 44 / source-PDF page 768; full_pages_650dpi/tail-44.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","Kronecker product; product representation; start of crossed-product theorem","0","no body patch","closed_known_fixes_survive_full_page_recheck","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-44.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv","Previously repaired blackletter Z matrix-ring factors and the multiplication dot after d_mu_nu survive; no further delta."
"tail/Schur","755","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 45 / source-PDF page 769; full_pages_650dpi/tail-45.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","crossed-product proof parts 1-4; associativity law","0","no body patch","closed_known_fixes_survive_full_page_recheck","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-45.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv","All source multiplication dots in the associativity law and derivation survive; no further delta."
"tail/Schur","756","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 46 / source-PDF page 770; full_pages_650dpi/tail-46.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","ring construction; Umkehrsatz; Hilfssaetze 1-4","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-46.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv","All relations, sums, subscripts, inverse exponents, and prose compared; current matches source."
"tail/Schur","757","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 47 / source-PDF page 771; full_pages_650dpi/tail-47.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","Hilfssaetze 4-5; remarks; start of product theorem","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-47.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv","All module, subgroup, center, and product-theorem notation compared; current matches source."
"tail/Schur","758","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 48 / source-PDF page 772; full_pages_650dpi/tail-48.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","automorphism-ring Hilfssaetze; ideal decomposition; Satz 2 setup","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-48.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv","Every ideal, idempotent, bar, tilde, product, and index compared; current matches source."
"tail/Schur","759","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 49 / source-PDF page 773; full_pages_650dpi/tail-49.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","Satz 2 proof; three Hilfssaetze; factor-system product","0","no body patch","closed_known_fixes_survive_full_page_recheck","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-49.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv","Unbarred u_S readings and the final equality line remain source-supported. Prior deletion proposals remain rejected."
"tail/Schur","760","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 50 / source-PDF page 774; full_pages_650dpi/tail-50.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","product theorem conclusion; Hauptgeschlecht; cyclic specialization","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-50.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv","All group, norm, factor-system, and cyclic-representation notation compared; current matches source."
"tail/Schur","761","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 51 / source-PDF page 775; full_pages_650dpi/tail-51.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","normalized factor systems; norm classes; Hauptgeschlecht Satz 2","0","no body patch","closed_no_patch","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-51.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv","All powers, products, norm factors, and class notation compared; current matches source."
"tail/Schur","762","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 52 / source-PDF page 776; full_pages_650dpi/tail-52.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","Hauptgeschlecht quotient; genus group; finite-field applications","0","no body patch","closed_known_fix_survives_full_page_recheck","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-52.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv","Both quotients by script H remain source-correct; the older quotient-by-P-star regression is absent."
"tail/Schur","763","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 53 / source-PDF page 777; full_pages_650dpi/tail-53.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","p-adic case; norm-class relation; index/exponent consequences","1","yes: see 03_audit/tail_p747_764/confirmed_fixes.csv","closed_after_patch","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-53.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv; 02_source/tail_p747_764/dense_crops_1300dpi/; 04_renders/tail_p747_764/before and after","A 1300-dpi exact glyph crop resolves the relation as congruence (tilde over two bars). Patched from simeq to cong; prior sim and simeq ledger claims are superseded."
"tail/Kapferer","764","Noether_LocalCodex_20260719_Tail_p747_777_FullPageAudit","2026-07-19","IA-derived collected-volume tail PDF packet page 54 / source-PDF page 778; full_pages_650dpi/tail-54.png","best available complete 360-ppi IA scan rendered at 650 dpi; exact ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","Kapferer article title, byline, subtitle, opening, and notes","1","yes: see 03_audit/tail_p747_764/confirmed_fixes.csv","closed_after_patch","Reopen only on a concrete source contradiction; preserve source-error apparatus and exact relation-glyph sentinel.","02_source/tail_p747_764/full_pages_650dpi/tail-54.png; 03_audit/tail_p747_764/tail_p747_764_page_audit.csv; 04_renders/tail_p747_764/before and after","Restored source-literal title/byline stack and subtitle; removed non-source separate author/location line and in Goettingen expansion."
"tail/Noether lecture","711","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 1; full_pages_650dpi/tail-01.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","title page and first contents page","0","no body patch","closed_no_patch_after_complete_page_audit","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-01.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","Title, lecture attribution, term, editor, chapter/section titles, and page references compared; current matches source."
"tail/Noether lecture","712","Noether_LocalCodex_20260719_Tail_p711_777_FullPageAudit","2026-07-19","IA-derived collected-volume packet page 2; full_pages_650dpi/tail-02.png","best available complete IA witness rendered at 650 dpi; dense or ambiguous loci reopened at 1300 dpi","LocalCodex independent complete-page visual audit","second contents page","1","yes; see tail_p711_746/confirmed_fixes.csv","closed_after_integrated_source_backed_patch","Reopen only on a concrete source contradiction.","02_source/tail_p711_746/full_pages_650dpi/tail-02.png; 03_audit/tail_p711_746/tail_p711_746_page_audit.csv","Section 25 source title is Normaldarstellung von mathfrak K_r mit Galoisschen maximalen kommutativen Teilkoerpern; current has mathfrak R_r and a normalized singular phrase."
