entry_id,lemma,english_gloss,class,variant_count,variants_sample,provenance,status,source_use,permitted_use_weight,support_path_weight,review_risk_weight,automaton_path
have-imati,imati,to have,auxiliary,2,imal; imati,chatgpt_v4_longtail;fable_pass29_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
denominator-v4,imenitelj,denominator,curriculum_algebra,1,imenitelj,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
integration,integriranje,integration,math_general,2,integriranje; integriranjem,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
iteration,iteracija,iteration,math_general,1,iteraciju,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
choose-izbrati,izbrati,choose; select (we choose),proof_operation,11,izberemo; izberimo; izbirati; izbrana; izbrane; izbrano; izbranyh; vyberemo; vybira; vybrane; vybrati,chatgpt_v4_longtail;fable_pass27_kwic;fable_pass28_kwic;fable_pass29_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.3276,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[11] -> REVIEW[0.60]
omit-izpustiti,izpustiti,omit (details); leave out,proof_operation,2,izpustiti; izpuščene,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
statement-izreka,izreka,statement (sl. izrek: theorem statement),proof_grammar,4,izreka; izrekti; izrečen; izrečeny,chatgpt_v4_longtail;fable_pass27_kwic;fable_pass29_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
execute-izvršiti,izvršiti,carries out; executes,proof_operation,3,izvršaje; izvršenja; izvršiti,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
appears-javjati,javjati se,appears; presents itself,proof_predicate,2,javja; javjajut,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
quantity,količstvo,quantity,math_general,1,količstvo,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
complexes,kompleks,complex(es),math_general,1,kompleksov,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
compositional,kompozicijny,compositional,math_general,1,kompozicione,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
congruence,kongruencija,congruence,curriculum_algebra,2,kongruencija; kongruencije,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
construct,konstruovati,constructs / constructed,proof_operation,4,konstruovane; konstruovano; konstruuje; skonstruovana,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
contravariant,kontravarianta,contravariant (classical invariant theory),noether_corpus,1,kontravarianty,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
coordinates,koordinata,coordinate(s),math_general,3,koordinat; koordinatah; koordinaty,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
roots-eq,korenj,root(s) (of an equation),curriculum_algebra,2,koreneve; korenov,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
coresidual,koresidualny,coresidual (classical invariant theory),noether_corpus,2,koresidualne; koresidualnyh,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
curvature,krivina,curvature,math_general,1,kriviny,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
latin-letters,latinsky,Latin (letters),proof_grammar,1,latinskymi,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
lines,linija,line(s),math_general,1,linije,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
literature,literatura,literature (in the literature),bibliographic,2,literaturi; literaturu,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
any-ljuby,ljuby,any (quantifier; doublet of libovoljny),quantifier,2,ljubogo; ljuby,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
thinks,mysliti,thinks / thoughts,discourse_predicate,2,mysl; mysli,chatgpt_v4_longtail;fable_pass27_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
lowest,najniži,lowest,comparison_marker,1,najniži,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
simplest,najprostějši,simplest; easiest,comparison_marker,1,najprostějši,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
impose,naložiti,impose,proof_operation,1,naložiti,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
in-conclusion,naposlědku,at last; in conclusion,proof_sequence,1,naposlědku,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
current-nastoječi,nastoječi,current; present (sl.),proof_reference,2,nastoječa; nastoječej,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
manner-nacin,način,manner; way,discourse_noun,3,način; načinom; načinov,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
our,naša,our (fem.),pronoun_reference,5,naša; naše; našem; naših; našim,chatgpt_v4_longtail;fable_pass27_kwic;fable_pass28_kwic;fable_pass29_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2497,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[5] -> REVIEW[0.60]
unchanged,neizměnjeny,unchanged (invariant-adjacent),math_general,1,neizměnjena,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
unnecessary,nepotrěbno,unnecessary,modality,1,nepotrěbno,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
notes-bib,nota,note(s) (bibliographic),bibliographic,2,noty; notě,chatgpt_v4_longtail;fable_pass28_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
new-fem,nova,new (fem.),modifier,1,nova,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
numbering,numerovanje,numbering,math_general,1,numerovanju,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
someone,někto,someone (oblique forms),pronoun_reference,2,někom; někomu,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
something,něčto,something,pronoun_reference,1,něčto,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
explained,objasnjeny,explained,proof_reference,1,objasnjeno,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
drops-out,odpadati,drops out; falls away (of cases),proof_predicate,2,odpada; odpadajut,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
from-now,odteper,from now on,proof_sequence,1,odteper,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
describe,opisati,describe,proof_operation,1,opisati,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
indeed-opravdu,opravdu,indeed; truly (cz.),discourse_adverb,1,opravdu,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
pair-oblique,para,pair (oblique form),math_general,1,para,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
write-pisati,pisati,to write,proof_operation,3,pisati; pišemo; pišut,chatgpt_v4_longtail;fable_pass28_kwic;fable_pass29_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
given-podany,podany,given; presented,proof_reference,2,podane; podati,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
subject-to,podlagati,is subject to / underlying,proof_predicate,2,podlagajut; podloženo,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
submodule,podmodul,submodule,noether_corpus,3,podmodul; podmodulov; podmoduly,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
domains,područje,domain(s); region(s),math_general,1,područja,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
concept-pojetje,pojętje,notion; concept,proof_grammar,2,pojam; pojętje,chatgpt_v4_longtail;fable_pass28_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
mediates,posrědovati,mediates / is mediated (by),proof_predicate,7,posreduje; posrědkuje; posrědovana; posrědovane; posrědovany; posrěduje; posrědujut,chatgpt_v4_longtail;fable_pass29_kwic;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2892,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[7] -> REVIEW[0.60]
procedure-postupak,postupak,procedure; process,proof_grammar,3,postupa; postupak; postupku,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
behaviour,povedenje,behaviour,math_general,1,povedenje,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
by-repetition,povtorjenje,by repetition,proof_operation,1,povtorjenjem,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
positive,pozitivny,positive(ly),math_general,2,pozitivno; pozitivnyh,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
beginning-with,počinati,beginning (with),proof_sequence,2,počinaje; počinajući,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
since-posto,pošto,since; because (hr.),causal_connective,1,pošto,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
work-praca,praca,work; paper (W spelling),proof_reference,1,praca,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
add-pridavati,pridavati,adds; attaches,proof_operation,1,pridavajuči,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
in-doing-so,pritom,at the same time; in doing so,discourse_connective,1,pritom,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
whereby,pričem,whereby; moreover,discourse_connective,1,pričem,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
procedure,procedura,procedure,proof_grammar,2,procedura; procedury,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
passing,prohodny,passing; transient,math_general,1,prohodny,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
conductor-ctx,provodnik,conductor/guide (CONTEXT REVIEW),context_review,3,provodnik; provodnika; provodnikami,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
verify,prověriti,verify; check,proof_operation,1,prověriti,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
variable-premenna,prěmenna,variable (E-flavored prěmennaja),curriculum_algebra,1,prěmennoj,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
transform-preobraziti,prěobraziti,transform,proof_operation,1,prěobraziti,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
intersection-presek,prěsěk,intersection; cross-section,curriculum_algebra,1,prěseka,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
translation,prěvod,translation / translates,proof_reference,3,prěvod; prěvodet; prěvodi,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
ordinary-redovy,rędovy,ordinary; of-a-series (context),math_general,2,rędovo; rędovogo,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
realization,realizacija,realization,math_general,1,realizaciju,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
respectively-resp,respektivno,respectively (internationalism doublet of odpovědno),proof_grammar,1,respektivno,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
solve-resiti,rěšiti,solves; solve,proof_operation,2,rěšaje; rěšiti,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
separable,separabilny,separable,curriculum_algebra,4,separabilne; separabilno; separabilnogo; separabilnym,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
union-sjediniti,sjediniti,unite(s); union,proof_operation,3,sjedinenja; sjediniti; sjedinjene,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
scanned,skanovany,scanned,bibliographic,1,skanovanogo,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
weak,slaby,weak,math_general,1,slabyh,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
serves,služiti,serves (as),proof_predicate,2,služet; služi,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
specially,specijalno,specially; in particular,discourse_adverb,1,specijalno,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
together-spolu,spolu,together (W),discourse_adverb,1,spolu,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
together-skupaj,skupaj,together (sl.),discourse_adverb,1,skupaj,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
manner-sposob,sposob,manner; way; method,discourse_noun,3,sposob; sposobov; sposoby,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1847,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[3] -> REVIEW[0.60]
matter-sprava,sprava,matter / on-the-right (CONTEXT REVIEW),context_review,1,sprava,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
means,srědstvo,means; medium,discourse_noun,1,srědstvo,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
old,stary,old (instr.pl),modifier,1,starymi,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
page-side,strana,page; side,bibliographic,4,stran; strana; strani; straně,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
structure,struktura,structure / structural,math_general,4,struktura; strukturne; strukturny; strukturu,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.2212,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[4] -> REVIEW[0.60]
create,stvoriti,create(d),proof_operation,2,stvorenih; stvoriti,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
reduction-svod,svod,reduction/compendium (CONTEXT REVIEW),context_review,1,svod,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
transforms,transformovati,transforms,proof_operation,2,transformuje; transformujut,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
transitive,tranzitivny,transitive,curriculum_algebra,2,tranzitivnom; tranzitivny,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.1377,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[2] -> REVIEW[0.60]
claim-tvrditi,tvrditi,we claim / asserts,proof_predicate,1,tvrdimo,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
succeeds,uspěvati,succeeds,proof_predicate,1,uspěva,chatgpt_v4_longtail;fable_v4_review,proposed_internal_insert; needs linguistic review,generated_internal_consistency,0.35,0.0774,0.4,START -> PROOF_REGISTER[0.35] -> LEMMA -> VARIANT_SET[1] -> REVIEW[0.60]
