term_id,from_state,to_state,transition_type,semiring,weight,evidence
ISV-unnamed--prost_vzhodno_k_a_vz,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.65,source_fidelity
ISV-unnamed--prost_vzhodno_k_a_vz,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-unnamed--prost_vzhodno_k_a_vz,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prost_vzhodno_k_a_vz,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prost_vzhodno_k_a_vz,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prost_vzhodno_k_a_vz,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prost_vzhodno_k_a_vz,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-unnamed--prost_vzhodno_k_a_vz,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,1.0,no route
ISV-unnamed--prost_vzhodno_k_a_vz,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.02157,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosta_grupa,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prosta_grupa,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prosta_grupa,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.65,source_fidelity
ISV-unnamed--prosta_grupa,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-unnamed--prosta_grupa,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prosta_grupa,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prosta_grupa,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prosta_grupa,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prosta_grupa,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-unnamed--prosta_grupa,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,1.0,no route
ISV-unnamed--prosta_grupa,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.02157,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosto_izomorfna,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prosto_izomorfna,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prosto_izomorfna,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-unnamed--prosto_izomorfna,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-unnamed--prosto_izomorfna,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prosto_izomorfna,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prosto_izomorfna,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prosto_izomorfna,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prosto_izomorfna,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-unnamed--prosto_izomorfna,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,1.0,no route
ISV-unnamed--prosto_izomorfna,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.01736,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosty_element,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prosty_element,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prosty_element,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-unnamed--prosty_element,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-unnamed--prosty_element,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prosty_element,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prosty_element,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prosty_element,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prosty_element,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-unnamed--prosty_element,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,1.0,no route
ISV-unnamed--prosty_element,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.01736,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosty_element_osnov,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prosty_element_osnov,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prosty_element_osnov,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-unnamed--prosty_element_osnov,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-unnamed--prosty_element_osnov,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prosty_element_osnov,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prosty_element_osnov,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prosty_element_osnov,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prosty_element_osnov,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-unnamed--prosty_element_osnov,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,1.0,no route
ISV-unnamed--prosty_element_osnov,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.01736,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosty_ideal_asociov,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prosty_ideal_asociov,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prosty_ideal_asociov,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.95,pan_slavic_native;international
ISV-unnamed--prosty_ideal_asociov,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-unnamed--prosty_ideal_asociov,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prosty_ideal_asociov,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prosty_ideal_asociov,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prosty_ideal_asociov,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.43528,X witness mass=1.0
ISV-unnamed--prosty_ideal_asociov,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-0; trap=False
ISV-unnamed--prosty_ideal_asociov,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.65,no route
ISV-unnamed--prosty_ideal_asociov,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.05934,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--prosty_ideal_drugogo,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prosty_ideal_drugogo,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prosty_ideal_drugogo,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.7,pan_slavic_native
ISV-unnamed--prosty_ideal_drugogo,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-unnamed--prosty_ideal_drugogo,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prosty_ideal_drugogo,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prosty_ideal_drugogo,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prosty_ideal_drugogo,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prosty_ideal_drugogo,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-unnamed--prosty_ideal_drugogo,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,1.0,no route
ISV-unnamed--prosty_ideal_drugogo,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.02317,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosty_ideal_p_iz_mu,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prosty_ideal_p_iz_mu,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prosty_ideal_p_iz_mu,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-unnamed--prosty_ideal_p_iz_mu,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-unnamed--prosty_ideal_p_iz_mu,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prosty_ideal_p_iz_mu,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prosty_ideal_p_iz_mu,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prosty_ideal_p_iz_mu,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prosty_ideal_p_iz_mu,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-unnamed--prosty_ideal_p_iz_mu,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,1.0,no route
ISV-unnamed--prosty_ideal_p_iz_mu,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.01736,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosty_ideal_primarn,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prosty_ideal_primarn,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prosty_ideal_primarn,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-unnamed--prosty_ideal_primarn,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-unnamed--prosty_ideal_primarn,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prosty_ideal_primarn,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prosty_ideal_primarn,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prosty_ideal_primarn,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prosty_ideal_primarn,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-unnamed--prosty_ideal_primarn,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,1.0,no route
ISV-unnamed--prosty_ideal_primarn,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.01736,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosty_ideal_prvogo_,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prosty_ideal_prvogo_,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prosty_ideal_prvogo_,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-unnamed--prosty_ideal_prvogo_,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.81991,E witness mass=3.0
ISV-unnamed--prosty_ideal_prvogo_,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prosty_ideal_prvogo_,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prosty_ideal_prvogo_,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prosty_ideal_prvogo_,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prosty_ideal_prvogo_,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-unnamed--prosty_ideal_prvogo_,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,1.0,no route
ISV-unnamed--prosty_ideal_prvogo_,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.02283,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosty_ideal_prvogo_,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prosty_ideal_prvogo_,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prosty_ideal_prvogo_,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-unnamed--prosty_ideal_prvogo_,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.81991,E witness mass=3.0
ISV-unnamed--prosty_ideal_prvogo_,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prosty_ideal_prvogo_,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prosty_ideal_prvogo_,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prosty_ideal_prvogo_,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prosty_ideal_prvogo_,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-unnamed--prosty_ideal_prvogo_,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,1.0,no route
ISV-unnamed--prosty_ideal_prvogo_,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.02283,MISSING_WITNESS_BACKFILL
ISV-unnamed--prosty_modul,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prosty_modul,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prosty_modul,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.65,source_fidelity
ISV-unnamed--prosty_modul,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-unnamed--prosty_modul,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prosty_modul,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prosty_modul,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prosty_modul,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prosty_modul,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-unnamed--prosty_modul,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,1.0,no route
ISV-unnamed--prosty_modul,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.02157,MISSING_WITNESS_BACKFILL
ISV-unnamed--prve_integraly,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prve_integraly,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prve_integraly,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.65,source_fidelity
ISV-unnamed--prve_integraly,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-unnamed--prve_integraly,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prve_integraly,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prve_integraly,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prve_integraly,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prve_integraly,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-unnamed--prve_integraly,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,1.0,no route
ISV-unnamed--prve_integraly,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.02157,MISSING_WITNESS_BACKFILL
ISV-unnamed--prvotno_polje,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prvotno_polje,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prvotno_polje,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.67,unstated
ISV-unnamed--prvotno_polje,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.81991,E witness mass=3.0
ISV-unnamed--prvotno_polje,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-unnamed--prvotno_polje,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-unnamed--prvotno_polje,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prvotno_polje,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prvotno_polje,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-0; trap=False
ISV-unnamed--prvotno_polje,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.65,no route
ISV-unnamed--prvotno_polje,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.05981,ACCEPTABLE_LOW_PRIORITY
ISV-unnamed--prvy_teorem_o_izomor,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prvy_teorem_o_izomor,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prvy_teorem_o_izomor,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-unnamed--prvy_teorem_o_izomor,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-unnamed--prvy_teorem_o_izomor,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prvy_teorem_o_izomor,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prvy_teorem_o_izomor,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prvy_teorem_o_izomor,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prvy_teorem_o_izomor,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-unnamed--prvy_teorem_o_izomor,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,1.0,no route
ISV-unnamed--prvy_teorem_o_izomor,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.01736,MISSING_WITNESS_BACKFILL
ISV-unnamed--prěhod_k_razširjenym,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prěhod_k_razširjenym,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prěhod_k_razširjenym,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.52,unstated
ISV-unnamed--prěhod_k_razširjenym,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-unnamed--prěhod_k_razširjenym,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prěhod_k_razširjenym,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prěhod_k_razširjenym,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prěhod_k_razširjenym,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prěhod_k_razširjenym,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-unnamed--prěhod_k_razširjenym,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,1.0,no route
ISV-unnamed--prěhod_k_razširjenym,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.01736,MISSING_WITNESS_BACKFILL
ISV-unnamed--prěhod_od_porjadka_k,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prěhod_od_porjadka_k,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prěhod_od_porjadka_k,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.6,east_slavic_continuity
ISV-unnamed--prěhod_od_porjadka_k,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-unnamed--prěhod_od_porjadka_k,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--prěhod_od_porjadka_k,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--prěhod_od_porjadka_k,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prěhod_od_porjadka_k,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prěhod_od_porjadka_k,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-1; trap=False
ISV-unnamed--prěhod_od_porjadka_k,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,1.0,no route
ISV-unnamed--prěhod_od_porjadka_k,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.01996,MISSING_WITNESS_BACKFILL
ISV-unnamed--prěsěčno_polje,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--prěsěčno_polje,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--prěsěčno_polje,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.67,unstated
ISV-unnamed--prěsěčno_polje,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.68109,E witness mass=2.0
ISV-unnamed--prěsěčno_polje,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.43528,W witness mass=1.0
ISV-unnamed--prěsěčno_polje,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.43528,S witness mass=1.0
ISV-unnamed--prěsěčno_polje,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--prěsěčno_polje,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.0,X witness mass=0.0
ISV-unnamed--prěsěčno_polje,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-0; trap=False
ISV-unnamed--prěsěčno_polje,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.65,no route
ISV-unnamed--prěsěčno_polje,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.05623,ACCEPTABLE_LOW_PRIORITY
ISV-unnamed--r_jest_homomorfno_k_,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
ISV-unnamed--r_jest_homomorfno_k_,q1_SOURCE,q2_CONCEPT,concept_link,support_product,0.2,unlinked
ISV-unnamed--r_jest_homomorfno_k_,q2_CONCEPT,q3_ISV_FORM,candidate_form,support_product,0.95,pan_slavic_native;international
ISV-unnamed--r_jest_homomorfno_k_,q3_ISV_FORM,q4_E_SUPPORT,support_branch,support_sum,0.81991,E witness mass=3.0
ISV-unnamed--r_jest_homomorfno_k_,q3_ISV_FORM,q4_W_SUPPORT,support_branch,support_sum,0.0,W witness mass=0.0
ISV-unnamed--r_jest_homomorfno_k_,q3_ISV_FORM,q4_S_SUPPORT,support_branch,support_sum,0.0,S witness mass=0.0
ISV-unnamed--r_jest_homomorfno_k_,q3_ISV_FORM,q4_I_SUPPORT,support_branch,support_sum,0.0,I witness mass=0.0
ISV-unnamed--r_jest_homomorfno_k_,q3_ISV_FORM,q4_X_SUPPORT,support_branch,support_sum,0.43528,X witness mass=1.0
ISV-unnamed--r_jest_homomorfno_k_,q3_ISV_FORM,q4_ADVERSE,adverse_or_competitor,risk_maxplus,0.0,no_ws_data / no_ws_data; flag=F10-0; trap=False
ISV-unnamed--r_jest_homomorfno_k_,q3_ISV_FORM,q4_GAP,missing_evidence,gap_sum,0.65,no route
ISV-unnamed--r_jest_homomorfno_k_,q4_SUPPORT,q5_DECISION,acceptance_candidate,support_product,0.06898,REVIEW_OR_CONTEXT_CHECK
ISV-unnamed--racionalna_baza_alge,q0_START,q1_SOURCE,source_authority,support_product,0.45,source term missing/implicit
