source,lane,branch_path,bytes,sha256,artifact_role,required_action,claim_boundary
prior-a2c52-ad3e-source-queue,R2 Pan-Turkic,uploader-transfer/post-212df-output-drift-20260706/noether-r2-pan-turkic-hard-blockers/outputs/R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706/FABLE_SOURCE_USE_ADVERSE_212DFB.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R2 Pan-Turkic,uploader-transfer/post-212df-output-drift-20260706/noether-r2-pan-turkic-hard-blockers/outputs/R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706/SOURCE_BODY_ROLLUP_212DFB.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R2 Pan-Turkic,uploader-transfer/post-212df-output-drift-20260706/noether-r2-pan-turkic-hard-blockers/outputs/R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706/SOURCE_CONTEXT_CARRYFORWARD_212DFB.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R2 Pan-Turkic,uploader-transfer/post-212df-output-drift-20260706/noether-r2-pan-turkic-hard-blockers/outputs/R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706/SOURCE_GATED_PRETRANSLATION_CARRYFORWARD_212DFB.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R2 Pan-Turkic,uploader-transfer/post-212df-output-drift-20260706/noether-r2-pan-turkic-hard-blockers/outputs/R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706/SOURCE_WITNESS_COUNTS_212DFB.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R2 Pan-Turkic,uploader-transfer/post-212df-output-drift-20260706/noether-r2-pan-turkic-hard-blockers/outputs/R2_PAN_TURKIC_BRANCH_212DFB_CONTINUATION_20260706/SOURCE_WITNESS_INDEX_212DFB.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R7 Malay/SEA/Pacific,uploader-transfer/post-212df-output-drift-20260706/noether-r7-malay-sea-pacific/outputs/R7_WHOLE_CORPUS_212DFB_CONTINUATION_20260706/R7_212DFB_ALL_ROW_SOURCE_BODY_WITNESS_STATUS_20260706.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R7 Malay/SEA/Pacific,uploader-transfer/post-212df-output-drift-20260706/noether-r7-malay-sea-pacific/outputs/R7_WHOLE_CORPUS_212DFB_CONTINUATION_20260706/R7_212DFB_FABLE_SOURCE_USE_ADVERSE_CARRY_FORWARD_20260706.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R7 Malay/SEA/Pacific,uploader-transfer/post-212df-output-drift-20260706/noether-r7-malay-sea-pacific/outputs/R7_WHOLE_CORPUS_212DFB_CONTINUATION_20260706/R7_212DFB_R7_BODY_BRANCH_LOCAL_COMPARISON_20260706.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R7 Malay/SEA/Pacific,uploader-transfer/post-212df-output-drift-20260706/noether-r7-malay-sea-pacific/outputs/R7_WHOLE_CORPUS_212DFB_CONTINUATION_20260706/R7_212DFB_SOURCE_BACKED_DRAFT_PRETRANSLATION_INTERLINEAR_20260706.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R9 Africa/Horn/West,uploader-transfer/post-212df-output-drift-20260706/noether-r9-africa-horn-west/outputs/R9_212DFB1_SYSTEMERROR_RECOVERY_CONTINUATION_20260706/R9_212DFB1_FABLE_SOURCE_USE_ADVERSE_LEDGER_20260706.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R9 Africa/Horn/West,uploader-transfer/post-212df-output-drift-20260706/noether-r9-africa-horn-west/outputs/R9_212DFB1_SYSTEMERROR_RECOVERY_CONTINUATION_20260706/R9_212DFB1_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_20260706.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R9 Africa/Horn/West,uploader-transfer/post-212df-output-drift-20260706/noether-r9-africa-horn-west/outputs/R9_212DFB1_SYSTEMERROR_RECOVERY_CONTINUATION_20260706/R9_212DFB1_SOURCE_WITNESS_REVIEW_QUEUE_20260706.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-212df-branch-visible-live-retry-recovery-continuation-20260706/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/draft-support/R6_212DF_SOURCE_GATED_DRAFT_PRETRANSLATION_CARRY_FORWARD.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-212df-branch-visible-live-retry-recovery-continuation-20260706/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/fable/R6_212DF_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-212df-branch-visible-live-retry-recovery-continuation-20260706/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/source-witness-index/R6_212DF_SOURCE_WITNESS_RECOVERY_ROWS.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-212df-branch-visible-live-retry-recovery-continuation-20260706/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/source-witness-index/R6_212DF_WEB_AND_HTTP_RECOVERY_ROUTE_ROWS.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-212dfb-followup-gap-audit-20260706/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/draft-support/R6_212DFB_SOURCE_GATED_DRAFT_SCAFFOLD_AUDIT.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-212dfb-followup-gap-audit-20260706/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/fable/R6_212DFB_SOURCE_USE_ADVERSE_MARGINAL_DO_NOT_USE_LEDGER.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-212dfb-followup-gap-audit-20260706/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/ledgers/R6_212DFB_ETHICS_AUTHORITY_SOURCE_START_MAP.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-212dfb-followup-gap-audit-20260706/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/source-witness-status/R6_212DFB_SOURCE_BODY_SOURCE_WITNESS_STATUS.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706.md,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/MANIFEST.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/README.md,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/SHA256SUMS.txt,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/b3/B3_ROUTE.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/blockers/R6_C7FB_ACTIVE_RECOVERY_BLOCKERS.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-replay/C7FB_BRANCH_VISIBLE_AUDIT_BODY_DOWNLOADS.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-replay/C7FB_COMPARE_FILE_INDEX.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-replay/C7FB_R6_BRANCH_VISIBLE_REPLAY_ROWS.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/fable/R6_C7FB_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_ROWS.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/ledgers/R6_C7FB_PACKET_COUNTS.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/ledgers/R6_C7FB_REVIEWER_ETHICS_AUTHORITY_BOUNDARY_CARRY_FORWARD.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/ledgers/R6_C7FB_SOURCE_GATED_DRAFT_SUPPORT_CARRY_FORWARD.csv,,,source-gated draft/pretranslation/interlinear support,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/source-witness-index/R6_C7FB_LOCAL_HTTP_RETRY_CARRY_FORWARD.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/source-witness-index/R6_C7FB_SOURCE_WITNESS_CONTINUITY.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/source-witness-index/R6_C7FB_WEB_VISIBLE_OFFICIAL_ROUTE_EVIDENCE_CARRY_FORWARD.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/verification/BRANCH_C7FB_REF_AND_COMPARE_CHECK.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
prior-a2c52-ad3e-source-queue,R6 Indigenous/Creole/Sign,uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/verification/INPUT_SHA_VERIFICATION_RESULTS.csv,,,source-body/source-witness/source-use,owner lane compares branch-visible artifact against local output and applies source-gated rows only,"source-use/provenance/gap/draft/non-canonical routing only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion"
