inventory_id,tranche,term_id,source_term,target_term,sense,construction_status,source_evidence,source_ledger_path,source_ledger_sha256,effective_wordweb_link,semantic_compatibility_status,semantic_compatibility_rationale,alternatives_or_crosswalk,adverse_evidence,source_rationale,comparison_method,spanish_comparators,french_comparators,exact_spanish_carrier,exact_french_carrier,dominance_diagnostic,attestation_effect,human_observations,native_validation,promotion_effect
L132,R823_HG_T008,HG132,umgekehrt,in direction converse,the reverse direction from a representation of Z_Omega to one of Z,construction_candidate_scope_locked,R823:21293,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T46-S1,approved_T008_validator_resolved_link,Retained the T008 validator-resolved WordWeb v10 identifiers T46-S1.,réciproquement; recíprocamente; viceversa,a generic contrast that does not assert the reverse implication,The verified converse sense marks the second direction explicitly,ordered_T008_french_then_spanish_comparator,recíprocamente,réciproquement,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L133,R823_HG_T008,HG133,reguläre Darstellung,representation regular,the regular representation obtained by using the system itself as representation module,carried_construction_candidate_scope_locked,R823:21293,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T17-S1,approved_T008_validator_resolved_links_with_explicit_gaps,Retained resolvable WordWeb v10 identifiers T17-S1; excluded gap sentinels none_regular_qualifier_not_in_wordweb_v10 from graph linkage while preserving them here as unresolved requirements.,représentation régulière; representación regular,a nonsingular matrix or an arbitrary representation,The source immediately defines regular by the module used and no broader modern property is added,ordered_T008_french_then_spanish_comparator,representación regular,représentation régulière,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L134,R823_HG_T008,HG134,Darstellungsmodul,modul de representation,the module on which the system acts to realize the representation,construction_candidate_scope_locked,R823:21293,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T05-S1;T17-S1,approved_T008_validator_resolved_link,Retained the T008 validator-resolved WordWeb v10 identifiers T05-S1;T17-S1.,module de représentation; módulo de representación,a coefficient module unrelated to the displayed representation,The verified module and representation senses jointly control the compound,ordered_T008_french_then_spanish_comparator,módulo de representación,module de représentation,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L135,R823_HG_T008,HG135,Radikal C,radical C,the radical of Z_Omega denoted C without a silently added subtype,source_preserving_candidate_scope_locked,R823:21293,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,,explicit_unlinked_outside_reviewed_spine,No WordWeb v10 identifier is available; excluded and recorded explicit gap sentinels none_radical_not_in_wordweb_v10 without nearest-neighbour inference.,radical C; radical C,specifying Jacobson or nilradical without source authorization,The source says only Radikal and WordWeb v10 has no radical node,ordered_T008_french_then_spanish_comparator,radical C,radical C,True,True,both_exact,none_existing_evidence_only,0,False,none
L136,R823_HG_T008,HG136,vollreduzibles System,sistem completemente reducibile,a fully reducible system whose quotient decomposes directly into fields,source_preserving_analytic_candidate_scope_locked,R823:21295,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,,explicit_unlinked_outside_reviewed_spine,No WordWeb v10 identifier is available; excluded and recorded explicit gap sentinels none_completely_reducible_not_in_wordweb_v10 without nearest-neighbour inference.,système complètement réductible; sistema completamente reducible,reduced ring or merely reducible polynomial,The following direct-sum statement controls the historical sense but no exact WordWeb node exists,ordered_T008_french_then_spanish_comparator,sistema completamente reducible,système complètement réductible,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L137,R823_HG_T008,HG137,direkte Summe,summa directe,the internal direct-sum decomposition of the quotient into field summands,construction_candidate,R823:21295;21298,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T16-S2;C2-direct_sum,approved_T008_validator_resolved_link,Retained the T008 validator-resolved WordWeb v10 identifiers T16-S2;C2-direct_sum.,somme directe; suma directa; somma diretta,a direct product or an unqualified additive sum,Core and extension nodes jointly witness the exact direct-sum construction,ordered_T008_french_then_spanish_comparator,suma directa,somme directe,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L138,R823_HG_T008,HG138,Körper endlichen Grades über Omega,corps de grado finite super Omega,field summands of finite extension degree over Omega,construction_candidate_scope_locked,R823:21295,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T02-S1;T29-S3,approved_T008_validator_resolved_link,Retained the T008 validator-resolved WordWeb v10 identifiers T02-S1;T29-S3.,corps de degré fini sur Omega; cuerpos de grado finito sobre Omega,finite cardinality of each field,The verified field and finite-degree senses exclude finite-cardinality drift,ordered_T008_french_then_spanish_comparator,cuerpos de grado finito sobre Omega,corps de degré fini sur Omega,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L139,R823_HG_T008,HG139,Summanden mit Omega isomorph,summandos isomorphe a Omega,each direct summand structurally isomorphic to Omega,construction_candidate_scope_locked,R823:21295,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T19-S1;T16-S2,approved_T008_validator_resolved_link,Retained the T008 validator-resolved WordWeb v10 identifiers T19-S1;T16-S2.,sommants isomorphes à Omega; sumandos isomorfos a Omega,equality as subsets rather than isomorphism,The algebraic-closure step yields isomorphism and does not identify the summands literally,ordered_T008_french_then_spanish_comparator,sumandos isomorfos a Omega,sommants isomorphes à Omega,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L140,R823_HG_T008,HG140,Komponenten der Einheit,componentes del elemento identitate,the idempotent components of the multiplicative identity in the displayed direct sum,construction_candidate_scope_locked,R823:21301,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T60-S1,approved_T008_validator_resolved_link,Retained the T008 validator-resolved WordWeb v10 identifiers T60-S1.,composantes de l'élément neutre; componentes del elemento identidad,arbitrary invertible elements under the unit sense T60-S4,The exact T60-S1 identity-element sense is used and the competing unit sense is rejected,ordered_T008_french_then_spanish_comparator,componentes del elemento identidad,composantes de l'élément neutre,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L141,R823_HG_T008,HG141,t verschiedene irreduzible Darstellungsklassen,t classes distincte de representation irreducibile,exactly t distinct equivalence classes of irreducible representations,construction_candidate_scope_locked,R823:21303,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T17-S1,approved_T008_validator_resolved_links_with_explicit_gaps,Retained resolvable WordWeb v10 identifiers T17-S1; excluded gap sentinels none_representation_class_not_in_wordweb_v10 from graph linkage while preserving them here as unresolved requirements.,t classes distinctes de représentations irréductibles; t clases distintas de representaciones irreducibles,t representatives assumed distinct without class equivalence,The class layer and irreducible qualifier remain explicit gaps around the verified representation sense,ordered_T008_french_then_spanish_comparator,t clases distintas de representaciones irreducibles,t classes distinctes de représentations irréductibles,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L142,R823_HG_T008,HG142,vom ersten Grad,de grado un,degree-one representations rather than field extensions of degree one,source_preserving_candidate_scope_locked,R823:21303;21305,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,,explicit_unlinked_outside_reviewed_spine,No WordWeb v10 identifier is available; excluded and recorded explicit gap sentinels none_representation_degree_not_in_wordweb_v10 without nearest-neighbour inference.,de premier degré; de primer grado; di primo grado,finite extension degree T29-S3 or matrix rank T23-S1,No v10 sense encodes representation degree so no false link is asserted,ordered_T008_french_then_spanish_comparator,de primer grado,de premier degré,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L143,R823_HG_T008,HG143,Rang von Z_Omega/C,rango de Z_Omega/C,the free Omega-module rank t of the quotient displayed as t copies of Omega,construction_candidate_scope_locked,R823:21303,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T23-S2;T15-S2,approved_T008_validator_resolved_link,Retained the T008 validator-resolved WordWeb v10 identifiers T23-S2;T15-S2.,rang du quotient; rango del cociente,matrix rank or generic unqualified order,The displayed direct-sum basis selects free-module rank while the quotient link records the factor object,ordered_T008_french_then_spanish_comparator,rango del cociente,rang du quotient,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L144,R823_HG_T008,HG144,jede Klasse enthält nur eine Darstellung,cata classe contene solmente un representation,each degree-one representation class has a single representation because scalar conjugation is trivial,construction_candidate_scope_locked,R823:21305,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T30-S1;T17-S1,approved_T008_validator_resolved_link,Retained the T008 validator-resolved WordWeb v10 identifiers T30-S1;T17-S1.,chaque classe ne contient qu'une représentation; cada clase contiene una sola representación,unique only up to a nontrivial conjugacy relation,The source asserts literal singleton classes and supplies the conjugation equality,ordered_T008_french_then_spanish_comparator,cada clase contiene una sola representación,chaque classe ne contient qu'une représentation,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L145,R823_HG_T008,HG145,Transformation ersten Grades im kommutativen Körper,transformation de grado un in un corp commutativ,conjugation of a degree-one representation by a nonzero field scalar,source_preserving_analytic_candidate_scope_locked,R823:21305,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T17-S1;T02-S1,approved_T008_validator_resolved_links_with_explicit_gaps,Retained resolvable WordWeb v10 identifiers T17-S1;T02-S1; excluded gap sentinels none_conjugation_not_in_wordweb_v10 from graph linkage while preserving them here as unresolved requirements.,transformation d'une représentation de degré un; transformación de una representación de grado uno,a general change of basis that can alter matrix entries,The literal scalar equality controls the claim and no conjugation node is fabricated,ordered_T008_french_then_spanish_comparator,transformación de una representación de grado uno,transformation d'une représentation de degré un,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L146,R823_HG_T008,HG146,homomorphe Abbildungen Theta_i,applicationes homomorphe Theta_i,operation-preserving maps from Z_Omega with the stated images,construction_candidate_scope_locked,R823:21307,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T18-S1,approved_T008_validator_resolved_link,Retained the T008 validator-resolved WordWeb v10 identifiers T18-S1.,applications homomorphes; aplicaciones homomorfas,isomorphisms or automorphisms not asserted in section 6,The verified homomorphism sense is exact and stronger map types are deferred to section 7,ordered_T008_french_then_spanish_comparator,aplicaciones homomorfas,applications homomorphes,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
L147,R823_HG_T008,HG147,auf Teilringe von Omega,sur subanellos de Omega,onto maps whose images are subrings of Omega,construction_candidate_scope_locked,R823:21307,R823_HG_T008/terminology/R823_HG_T008_TERMINOLOGY_v1.csv,984A754A430E7940118AB24ACAAB8F5066B385B085598E3D1DCD58CCC25BA864,T01-S1,approved_T008_validator_resolved_links_with_explicit_gaps,Retained resolvable WordWeb v10 identifiers T01-S1; excluded gap sentinels none_subring_not_in_wordweb_v10 from graph linkage while preserving them here as unresolved requirements.,sur des sous-anneaux de Omega; sobre subanillos de Omega,onto the whole field Omega or into an unspecified set,The ring node supports the algebraic type while subring and surjectivity remain explicit in the target phrase,ordered_T008_french_then_spanish_comparator,sobre subanillos de Omega,sur des sous-anneaux de Omega,False,False,no_exact_dominant_carrier,none_existing_evidence_only,0,False,none
