concept_id,unit_id,item,unit_type,fr_count,en_count,source_pages,evidence,scope
quasi-projectivity,fga.212,212,expose,5,5,99--118,"t contenue dans un ouvert affine, par exemple si X est quasi-projectif sur un schéma affine). On montre en effet sans difficulté que toute classe d'équivalence mod R",aggregate
quasi-projectivity,fga.212.s5,212,section,1,1,110--112,"t contenue dans un ouvert affine, par exemple si X est quasi-projectif sur un schéma affine). On montre en effet sans difficulté que toute classe d'équivalence mod R",aggregate
quasi-projectivity,fga.212.s5.theorem.5-3,212,theorem,1,1,111--112,"t contenue dans un ouvert affine, par exemple si X est quasi-projectif sur un schéma affine). On montre en effet sans difficulté que toute classe d'équivalence mod R",precise
quasi-projectivity,fga.212.s6,212,section,3,3,112--114,"t S un préschéma localement noethérien, X un S -schéma quasi-projectif, R une pré-relation d'équivalence dans X , telle que: 113 enumerate [(a)] p_1:R_1 X est propre",aggregate
quasi-projectivity,fga.212.s6.theorem.6-1,212,theorem,2,2,112--113,"t S un préschéma localement noethérien, X un S -schéma quasi-projectif, R une pré-relation d'équivalence dans X , telle que: 113 enumerate [(a)] p_1:R_1 X est propre",precise
quasi-projectivity,fga.212.s8,212,section,1,1,116--118," si on veut supposer affine, et soit X un S -préschéma quasi-projectif, muni d'un faisceau inversible L très ample relativement à S . On suppose que le groupe G=GP(n",aggregate
quasi-projectivity,fga.e212,e212,erratum,1,1,301--302,"p.] center 15, assertion (i). — Le fait que Y=X/R soit quasi-projectif sur S ne semble prouvé, pour l'instant, que dans le cas où R provient d'une relation d'équival",aggregate
quasi-projectivity,fga.221,221,expose,15,16,249--276,"hisme i_ est une immersion (ce qui implique que Q_ est quasi-projectif sur S ). Cette assertion est équivalente à la suivante (comparer [4], IV) : supposons donné un",aggregate
quasi-projectivity,fga.221.s3,221,section,3,3,258--266,"hisme i_ est une immersion (ce qui implique que Q_ est quasi-projectif sur S ). Cette assertion est équivalente à la suivante (comparer [4], IV) : supposons donné un",aggregate
quasi-projectivity,fga.221.s3.lemma.3-3,221,lemma,1,1,261--262,"hisme i_ est une immersion (ce qui implique que Q_ est quasi-projectif sur S ). Cette assertion est équivalente à la suivante (comparer [4], IV) : supposons donné un",precise
quasi-projectivity,fga.221.s3.lemma.3-6,221,lemma,2,2,263--264,"t une réunion croissante de sous-préschémas ouverts Q_ quasi-projectifs sur S . Pour aller plus loin, il faut invoquer le théorème 2.1, d'où on conclut facilement qu",precise
quasi-projectivity,fga.221.s4,221,section,6,7,266--268,") et (3.2) 267 restent valables en supposant que X est quasi-projectif sur S au lieu de projectif sur S , quand on remplace aussi dans les conclusions le mot « proje",aggregate
quasi-projectivity,fga.221.s5,221,section,2,2,268--273,"uot_ F/X/S existe (cf. 4 (a)) – par exemple que X soit quasi-projectif sur S localement noethérien, et F cohérent. Soit x Q , correspondant à une extension résiduell",aggregate
quasi-projectivity,fga.221.s5.corollary.5-3,221,corollary,1,1,269--271,"uot_ F/X/S existe (cf. 4 (a)) – par exemple que X soit quasi-projectif sur S localement noethérien, et F cohérent. Soit x Q , correspondant à une extension résiduell",precise
quasi-projectivity,fga.221.s5.proposition.5-7,221,proposition,1,1,272--273,"tel que _ X/S (Z/X) existe (ce qui est le cas si Z est quasi-projectif sur X ). Si alors Z est simple sur X , _ X/S (Z/X) est simple sur S . C'est une conséquence im",precise
quasi-projectivity,fga.221.s6,221,section,1,1,273--275,"ble par un S -préschéma Quot^n_ F/X/S . (Lorsque X est quasi-projectif sur S , alors Quot^n_ F/X/S existe bien, et n'est autre, avec les notations du numéro 3, que Q",aggregate
quasi-projectivity,fga.221.s7,221,section,3,3,275--276,"éma propre sur le spectre S d'un corps k , et si Z est quasi-projectif sur X , alors _ X/S (Z/X) existe, et est un schéma, somme d'une suite de schémas quasi-project",aggregate
quasi-projectivity,fga.232,232,expose,6,7,143--161,"éunion disjointe d'ouverts qui sont de type fini, donc quasi-projectifs, sur S . L'erratum de 1962 signale que D. Mumford a résolu cette question affirmativement, au",aggregate
quasi-projectivity,fga.232.s3,232,section,2,3,148--150,"éunion disjointe d'ouverts qui sont de type fini, donc quasi-projectifs, sur S . L'erratum de 1962 signale que D. Mumford a résolu cette question affirmativement, au",aggregate
quasi-projectivity,fga.232.s3.theorem.3-1,232,theorem,0,1,148--149,"ubset U of Pic_ X/S , a disjoint union of open subsets quasi-projective over S , such that U is stable under translation by , and Pic_ X/S is the increasing union of ",precise
quasi-projectivity,fga.232.s3.remark.3-3,232,remark,2,2,149--150,"éunion disjointe d'ouverts qui sont de type fini, donc quasi-projectifs, sur S . L'erratum de 1962 signale que D. Mumford a résolu cette question affirmativement, au",precise
quasi-projectivity,fga.232.s4,232,section,2,2,150--154," _ Q Q[t] Div^ Q _ X/S \] en somme d'ouverts disjoints quasi-projectifs sur S . Utilisant l'application D L(D) , on trouve d'autre part un homomorphisme fonctoriel e",aggregate
quasi-projectivity,fga.232.s4.proposition.4-1,232,proposition,1,1,152--153," _ Q Q[t] Div^ Q _ X/S \] en somme d'ouverts disjoints quasi-projectifs sur S . Utilisant l'application D L(D) , on trouve d'autre part un homomorphisme fonctoriel e",precise
quasi-projectivity,fga.232.s4.corollary.4-4,232,corollary,1,1,153--153,"tifs locaux), grâce à 4.3 et 2.1. Dans le cas où f est quasi-projectif, on se ramène facilement au cas précédent par une méthode de descente, utilisant des quasi-sec",precise
quasi-projectivity,fga.232.s5,232,section,2,2,154--157,"e dans D^ +Q est C -effective. Or maintenant D^ +Q est quasi-projectif, et d'autre part la relation d'équivalence R^Q est projective et plate. On est donc sous les c",aggregate
quasi-projectivity,fga.232.s5.remark.5-1,232,remark,1,1,155--155," Pic_ X/S et sa décomposition en ouverts Pic^ +Q _ X/S quasi-projectifs sur S , suivant les polynômes de Hilbert pour les diviseurs définissant les Modules inversibl",precise
quasi-projectivity,fga.236,236,expose,1,1,221--243,"te un ouvert de Pic_ X/S contenant Pic_ X/S ^ qui soit quasi-projectif sur S ; cette condition est vérifiée, on l'a vu, si f est projectif et à fibres géométriques s",aggregate
quasi-projectivity,fga.236.s3,236,section,1,1,236--241,"te un ouvert de Pic_ X/S contenant Pic_ X/S ^ qui soit quasi-projectif sur S ; cette condition est vérifiée, on l'a vu, si f est projectif et à fibres géométriques s",aggregate
quasi-projectivity,fga.236.s3.corollary.3-2,236,corollary,1,1,236--237,"te un ouvert de Pic_ X/S contenant Pic_ X/S ^ qui soit quasi-projectif sur S ; cette condition est vérifiée, on l'a vu, si f est projectif et à fibres géométriques s",precise
ampleness,fga.182,182,expose,1,1,193--220,"u de même nature sur X . Partant alors d'un faisceau « ample » sur X_0 (il en existe d'après (iii)) on le remonte en un faisceau inversible sur X , et util",aggregate
ampleness,fga.182.s3,182,section,1,1,196--199,"u de même nature sur X . Partant alors d'un faisceau « ample » sur X_0 (il en existe d'après (iii)) on le remonte en un faisceau inversible sur X , et util",aggregate
ampleness,fga.182.s3.theorem.4,182,theorem,1,1,198--199,"u de même nature sur X . Partant alors d'un faisceau « ample » sur X_0 (il en existe d'après (iii)) on le remonte en un faisceau inversible sur X , et util",precise
ampleness,fga.212,212,expose,2,4,99--118," quasi-projectif, muni d'un faisceau inversible L très ample relativement à S . On suppose que le groupe G=GP(n)_S opère sur X et en même temps sur L (de f",aggregate
ampleness,fga.212.s8,212,section,2,4,116--118," quasi-projectif, muni d'un faisceau inversible L très ample relativement à S . On suppose que le groupe G=GP(n)_S opère sur X et en même temps sur L (de f",aggregate
ampleness,fga.221,221,expose,9,9,249--276,"ns que X est projectif sur S , muni d'un faisceau très ample, noté O_X(1) . Pour toute extension K d'une extension résiduelle k(s) d'un point s de S , on c",aggregate
ampleness,fga.221.s2,221,section,3,3,253--258,"ns que X est projectif sur S , muni d'un faisceau très ample, noté O_X(1) . Pour toute extension K d'une extension résiduelle k(s) d'un point s de S , on c",aggregate
ampleness,fga.221.s2.theorem.2-1,221,theorem,1,1,254--254,"ÈME 2.1 Soit X projectif sur S noethérien, O_X(1) très ample sur X relativement à S . Soit E un ensemble de classes de faisceaux sur les fibres de X/S . Po",precise
ampleness,fga.221.s3,221,section,4,4,258--266,"uivante. Soit O_X(1) un faisceau inversible sur X très ample relativement à S . Pour tout polynôme P(n) à coefficients rationnels, soit Quot^P( F/X/S) la p",aggregate
ampleness,fga.221.s3.theorem.3-1,221,theorem,1,1,259--260,"uivante. Soit O_X(1) un faisceau inversible sur X très ample relativement à S . Pour tout polynôme P(n) à coefficients rationnels, soit Quot^P( F/X/S) la p",precise
ampleness,fga.221.s3.proposition.3-8,221,proposition,2,2,265--266,"n Module sur Q localement libre de rang P(n) , et très ample relativement à S , i.e. définissant une immersion de Q dans un schéma grassmanien Grass_ P(n) ",precise
ampleness,fga.221.s3.remark.3-9,221,remark,1,1,266--266,"où X= P^r_S , F= O_X^N , O_X(1) étant le faisceau très ample habituel ; de façon précise, les Quot_ F/X/S généraux se réalisent comme des sous-préschémas f",precise
ampleness,fga.221.s4,221,section,2,2,266--268,"resp. M ) un faisceau inversible sur X (resp. Y ) très ample relativement à S , d'où un faisceau très ample L _ O_S M sur X _SY relativement à S . Par suit",aggregate
ampleness,fga.232,232,expose,3,3,143--161,a section de Pic_ X/S correspondant à un faisceau très ample O_X(1) sur X/S (i.e. induit par une immersion projective X P( E) ) ; il existe alors une parti,aggregate
ampleness,fga.232.s3,232,section,1,1,148--150,a section de Pic_ X/S correspondant à un faisceau très ample O_X(1) sur X/S (i.e. induit par une immersion projective X P( E) ) ; il existe alors une parti,aggregate
ampleness,fga.232.s3.theorem.3-1,232,theorem,1,1,148--149,a section de Pic_ X/S correspondant à un faisceau très ample O_X(1) sur X/S (i.e. induit par une immersion projective X P( E) ) ; il existe alors une parti,precise
ampleness,fga.232.s4,232,section,1,1,150--154,de Hilb_ X/S . Utilisant (pour un faisceau O_X(1) très ample donné sur X/S ) la décomposition canonique de Hilb_ X/S en somme des ouverts Hilb^ Q _ X/S cor,aggregate
ampleness,fga.232.s4.proposition.4-1,232,proposition,1,1,152--153,de Hilb_ X/S . Utilisant (pour un faisceau O_X(1) très ample donné sur X/S ) la décomposition canonique de Hilb_ X/S en somme des ouverts Hilb^ Q _ X/S cor,precise
ampleness,fga.232.s5,232,section,1,1,154--157,"s conditions de 3.1, choisissons un Module O_X(1) très ample sur X/S , soit l'élément correspondant de Pic(X/S) . Posons pour abréger \[ P(S')=Pic(X _SS'/S",aggregate
ampleness,fga.236,236,expose,1,1,221--243,"ues connexes, avec S noethérien, O_X(1) un Module très ample sur X relatif à S , E une partie de Pic_ X/S , correspondant à une famille ( L_i) de Modules i",aggregate
ampleness,fga.236.s4,236,section,1,1,241--243,"ues connexes, avec S noethérien, O_X(1) un Module très ample sur X relatif à S , E une partie de Pic_ X/S , correspondant à une famille ( L_i) de Modules i",aggregate
ampleness,fga.236.s4.theorem.4-1,236,theorem,1,1,242--243,"ues connexes, avec S noethérien, O_X(1) un Module très ample sur X relatif à S , E une partie de Pic_ X/S , correspondant à une famille ( L_i) de Modules i",precise
ampleness,fga.e236,e236,erratum,5,5,303--307,"posons Y projectif sur S , muni d'un Module inversible ample relativement à S , et soit X le schéma des zéros d'une section quelconque de ce Module, f:X Y ",aggregate
finite-type,fga.182,182,expose,17,13,193--220,"espondant à un espace algébrique est une k -algèbre de type fini et, dans le point de vue « classique », elle n'a pas d'éléments nilpotents ; inversement, tout",aggregate
finite-type,fga.182.s1,182,section,4,2,193--195,"espondant à un espace algébrique est une k -algèbre de type fini et, dans le point de vue « classique », elle n'a pas d'éléments nilpotents ; inversement, tout",aggregate
finite-type,fga.182.s2,182,section,1,1,195--196," Les définitions habituelles : morphisme, morphisme de type fini, morphisme propre, etc., pour les schémas ordinaires, s'étendent sans difficulté aux schémas f",aggregate
finite-type,fga.182.s3,182,section,2,0,196--199,"hérent F sur X , les H^ q (X,F) sont des A -modules de type fini, dont les complétés J -adiques sont les H^ q ( X, F) . Appliquant enfin ce corollaire à H= _ _",aggregate
finite-type,fga.182.s3.corollary.2,182,corollary,1,0,197--197,"hérent F sur X , les H^ q (X,F) sont des A -modules de type fini, dont les complétés J -adiques sont les H^ q ( X, F) . Appliquant enfin ce corollaire à H= _ _",precise
finite-type,fga.182.s3.corollary.3,182,corollary,1,0,197--198,"eaux cohérents sur X , alors Hom(F,G) est un module de type fini sur A , dont le complété J -adique s'identifie à Hom( F, G) . Bien entendu, l'application natu",precise
finite-type,fga.182.s4,182,section,2,2,199--200," Main Theorem » de Zariski) Soit f:X Y un morphisme de type fini. Alors l'ensemble U des points de X qui sont isolés dans leur fibre est ouvert, et si f est sé",aggregate
finite-type,fga.182.s4.theorem.6,182,theorem,2,2,200--200," Main Theorem » de Zariski) Soit f:X Y un morphisme de type fini. Alors l'ensemble U des points de X qui sont isolés dans leur fibre est ouvert, et si f est sé",precise
finite-type,fga.182.s6,182,section,7,7,203--207," H^1(X_0, _ _ X_0 (F_0,F_0))=0 . Soit X_0 un schéma de type fini sur le corps k , on suppose X_0 simple (par quoi nous entendons absolument simple) sur k , mai",aggregate
finite-type,fga.182.s6.corollary.1,182,corollary,1,1,203--204," H^1(X_0, _ _ X_0 (F_0,F_0))=0 . Soit X_0 un schéma de type fini sur le corps k , on suppose X_0 simple (par quoi nous entendons absolument simple) sur k , mai",precise
finite-type,fga.182.s6.theorem.8,182,theorem,1,1,204--204,"THÉORÈME 8 Soit X_0 un schéma de type fini et simple sur le corps k , supposons X_0 affine. Soit A un anneau local artinien de corps rési",precise
finite-type,fga.182.s6.corollary.1.n02,182,corollary,1,1,204--205,"COROLLAIRE 1 Soit X_0 un schéma de type fini simple sur k , supposons H^2(X_0, _ X_0/k )=0 . Alors pour tout anneau local artinien A de cor",precise
finite-type,fga.182.s6.corollary.2,182,corollary,1,1,205--205,"COROLLAIRE 2 Soit X_0 un schéma de type fini simple sur k , soit A un anneau local artinien de corps résiduel k et d'idéal maximal m , on s",precise
finite-type,fga.182.s6.corollary.3,182,corollary,1,1,205--205,"COROLLAIRE 3 Soit X_0 un schéma de type fini simple sur k , et supposons H^1(X_0, _ X_0/k )=0 . Alors pour tout anneau local artinien A de ",precise
finite-type,fga.182.s6.theorem.9,182,theorem,2,2,205--206,"THÉORÈME 9 Soient k un corps, X_0 un schéma de type fini simple sur k . Pour tout anneau local noethérien complet A de corps résiduel k , soit F(A) l'e",precise
finite-type,fga.182.s8,182,section,1,1,209--220,n remplacera Y par Y' ). REMARQUE Un morphisme plat de type fini dont les fibres sont des schémas séparables (resp. simples) est appelé séparable (resp. simple,aggregate
finite-type,fga.182.s8.remark.u.n01,182,remark,1,1,213--213,REMARQUE Un morphisme plat de type fini dont les fibres sont des schémas séparables (resp. simples) est appelé séparable (resp. simple,precise
finite-type,fga.190,190,expose,15,15,299--327,"s, et les 300 morphismes ne sont pas nécessairement de type fini. Ainsi, si A est un anneau local noethérien, de complété A , on aura à considérer l'anneau non",aggregate
finite-type,fga.190.sa,190,section,5,5,300--314,"t que faisceaux de modules, sont quasi-cohérents et de type fini (i.e. cohérents si S est localement noethérien). Soit :S' S le morphisme structural de S' , et",aggregate
finite-type,fga.190.sa.remark.u.n01,190,remark,3,3,307--312," qui prolonge A B est un isomorphisme. Un morphisme de type fini f:T S est dit étale en x T , ou encore T est dit étalé sur S en x , si O_x est étalé sur O_ f(",precise
finite-type,fga.190.sb,190,section,9,9,314--327,"es cas résultant de la fidèle platitude de ), resp. de type fini. Utilisant les théorèmes 1, 2 et le lemme 1.2, on voit aussi qu'il en est de même si P est une",aggregate
finite-type,fga.190.sb.remark.u.n01,190,remark,4,4,318--324,"es cas résultant de la fidèle platitude de ), resp. de type fini. Utilisant les théorèmes 1, 2 et le lemme 1.2, on voit aussi qu'il en est de même si P est une",precise
finite-type,fga.190.sb.remark.u.n02,190,remark,5,5,324--326," théorème 3) par l'hypothèse que c'est un morphisme de type fini simple et surjectif (même si on suppose que c'est un étalement), ou si la proposition reste va",precise
finite-type,fga.195,195,expose,12,11,369--390,"C la catégorie des -algèbres A qui sont des modules de type fini artiniens sur (ou plus brièvement, 375 des -algèbres artiniennes). On est sous les conditions ",aggregate
finite-type,fga.195.sa,195,section,1,0,369--377,"C la catégorie des -algèbres A qui sont des modules de type fini artiniens sur (ou plus brièvement, 375 des -algèbres artiniennes). On est sous les conditions ",aggregate
finite-type,fga.195.sa.corollary.u.n01,195,corollary,1,0,374--376,"C la catégorie des -algèbres A qui sont des modules de type fini artiniens sur (ou plus brièvement, 375 des -algèbres artiniennes). On est sous les conditions ",precise
finite-type,fga.195.sc,195,section,11,11,378--390,"érien. Un pré-schéma X sur S est dit 379 localement de type fini sur S si, pour tout x X se projetant en y S , Le texte imprimé porte ici « y Y » et emploie de",aggregate
finite-type,fga.195.sc.corollary.u.n01,195,corollary,1,1,382--382,"IRE Supposons X plat et propre sur S , Y localement de type fini sur S . Alors F est pro-représentable et les composants locaux de la -algèbre topologique corr",precise
finite-type,fga.195.sc.remark.u.n01,195,remark,3,3,382--383,"e solution du problème, avec un schéma C localement de type fini sur S , lorsque X est propre sur S localement noethérien et lorsque G est de plus cohérent. En",precise
finite-type,fga.195.sc.proposition.3-1,195,proposition,1,1,384--384,"lat sur S=Spec( ) , noethérien, et que, pour tout T de type fini sur S , on ait \[ f_ T* ( O_ X_T )= O_T \] (si f est propre et séparable, L'erratum de 1962 pr",precise
finite-type,fga.212,212,expose,9,6,99--118,A -algèbres finies sur A (i.e. qui sont des modules de type fini sur A ). On en conclut tout de suite que dans C les limites projectives finies et les limites ,aggregate
finite-type,fga.212.proposition.1-1,212,proposition,1,0,102--103,A -algèbres finies sur A (i.e. qui sont des modules de type fini sur A ). On en conclut tout de suite que dans C les limites projectives finies et les limites ,precise
finite-type,fga.212.s5,212,section,2,0,110--112,"spondant p_1^*:B C fait de C un B -module projectif de type fini. Soit A le sous-anneau de B noyau du couple d'homomorphismes \[ p_1^*,p_2^*:B C \] (= ensemble",aggregate
finite-type,fga.212.s5.theorem.5-1,212,theorem,2,0,110--111,"spondant p_1^*:B C fait de C un B -module projectif de type fini. Soit A le sous-anneau de B noyau du couple d'homomorphismes \[ p_1^*,p_2^*:B C \] (= ensemble",precise
finite-type,fga.212.s6,212,section,3,3,112--114,".2 Soient S un préschéma noethérien, X un préschéma de type fini sur S , R une pré-relation d'équivalence dans le S -préschéma X , on suppose que: enumerate [(",aggregate
finite-type,fga.212.s6.theorem.6-2,212,theorem,3,3,113--114,".2 Soient S un préschéma noethérien, X un préschéma de type fini sur S , R une pré-relation d'équivalence dans le S -préschéma X , on suppose que: enumerate [(",precise
finite-type,fga.212.s7,212,section,2,2,114--116,"d'un anneau artinien, F et G des schémas en groupes de type fini sur S , u:F G un homomorphisme de schémas en groupes sur S . On suppose: enumerate [(i)] F est",aggregate
finite-type,fga.212.s7.theorem.7-2,212,theorem,1,1,115--115,"d'un anneau artinien, F et G des schémas en groupes de type fini sur S , u:F G un homomorphisme de schémas en groupes sur S . On suppose: enumerate [(i)] F est",precise
finite-type,fga.212.s7.corollary.7-4,212,corollary,1,1,115--116,"COROLLAIRE 7.4 Soient F,G des schémas en groupes de type fini sur un corps k , et soit u:F G un homomorphisme de k -groupes. Alors u se factorise en F F' G ",precise
finite-type,fga.212.s8,212,section,1,1,116--118," définie par G est effective, le quotient Y=X/G est de type fini sur S et le morphisme canonique f:X Y est plat et surjectif (donc X devient un fibré principal",aggregate
finite-type,fga.221,221,expose,17,17,249--276,"permanence Soient k un corps, et X un k -préschéma, de type fini pour simplifier. Pour toute extension K/k , on en déduit donc un K -préschéma X_K=X _k K . Si ",aggregate
finite-type,fga.221.s1,221,section,11,11,249--253,"permanence Soient k un corps, et X un k -préschéma, de type fini pour simplifier. Pour toute extension K/k , on en déduit donc un K -préschéma X_K=X _k K . Si ",aggregate
finite-type,fga.221.s1.definition.1-1,221,definition,5,5,251--252,"n dit que E est limité, s'il existe un préschéma S' de type fini sur S , et un faisceau cohérent F' sur X'=X _S S' , tel que E soit contenu dans l'ensemble des",precise
finite-type,fga.221.s1.proposition.1-2,221,proposition,1,1,252--253,"t par un faisceau cohérent G et G' sur un X_T/T , T de type fini sur S . De plus, on peut supposer satisfaites certaines hypothèses de platitude, impliquant qu",precise
finite-type,fga.221.s2,221,section,1,1,253--258,"récis. Pour tout Module cohérent F sur un préschéma de type fini sur un corps K , et tout entier r , soit N_r le sous-Module de F dont les sections sur un ouve",aggregate
finite-type,fga.221.s2.theorem.2-1,221,theorem,1,1,254--254,"récis. Pour tout Module cohérent F sur un préschéma de type fini sur un corps K , et tout entier r , soit N_r le sous-Module de F dont les sections sur un ouve",precise
finite-type,fga.221.s3,221,section,3,3,258--266,s projectifs (a fortiori Quot_ F/X/S est localement de type fini sur S ). Nous obtiendrons une telle décomposition de la façon suivante. Soit O_X(1) un faiscea,aggregate
finite-type,fga.221.s3.theorem.3-1,221,theorem,1,1,259--260,s projectifs (a fortiori Quot_ F/X/S est localement de type fini sur S ). Nous obtiendrons une telle décomposition de la façon suivante. Soit O_X(1) un faiscea,precise
finite-type,fga.221.s3.lemma.3-4,221,lemma,1,1,262--263," par S_1 , M_* un S_* -Module gradué quasi-cohérent de type fini, P un polynôme à coefficients rationnels, un entier. Alors il existe un sous-préschéma Z de S ",precise
finite-type,fga.221.s3.lemma.3-6,221,lemma,1,1,263--264,ent que Q est quasi-compact (car image du préschéma de type fini S' sur S qui paramètre la famille des faisceaux quotients des F_K ayant le polynôme de Hilbert,precise
finite-type,fga.221.s5,221,section,1,1,268--273,"a démontré que tout préschéma en groupes localement de type fini sur un corps k de caractéristique 0 est simple sur k . En conjuguant ces deux résultats, on re",aggregate
finite-type,fga.221.s5.remark.5-5,221,remark,1,1,271--272,"a démontré que tout préschéma en groupes localement de type fini sur un corps k de caractéristique 0 est simple sur k . En conjuguant ces deux résultats, on re",precise
finite-type,fga.221.s6,221,section,1,1,273--275," pour simplifier S localement noethérien, et X et Y de type fini sur S . On peut alors, à tout Module cohérent F sur X , à support fini sur S , plat sur S et d",aggregate
finite-type,fga.232,232,expose,8,5,143--161," F) , de la catégorie des Modules localement libres de type fini sur S dans la catégorie des Modules localement libres de type fini sur X , est pleinement fidè",aggregate
finite-type,fga.232.s2,232,section,4,2,146--148," F) , de la catégorie des Modules localement libres de type fini sur S dans la catégorie des Modules localement libres de type fini sur X , est pleinement fidè",aggregate
finite-type,fga.232.s2.proposition.2-2,232,proposition,2,0,146--147," F) , de la catégorie des Modules localement libres de type fini sur S dans la catégorie des Modules localement libres de type fini sur X , est pleinement fidè",precise
finite-type,fga.232.s2.remark.2-6,232,remark,2,2,148--148,"prendre S'=X , ce qui permet, lorsque f est de plus de type fini (resp. simple, etc.), de se borner, dans la description du foncteur de Picard relatif T (X _ST",precise
finite-type,fga.232.s3,232,section,3,3,148--150,"i Pic_ X/S est réunion disjointe d'ouverts qui sont de type fini, donc quasi-projectifs, sur S . L'erratum de 1962 signale que D. Mumford a résolu cette questi",aggregate
finite-type,fga.232.s3.remark.3-3,232,remark,3,3,149--150,"i Pic_ X/S est réunion disjointe d'ouverts qui sont de type fini, donc quasi-projectifs, sur S . L'erratum de 1962 signale que D. Mumford a résolu cette questi",precise
finite-type,fga.232.s4,232,section,1,0,150--154,"ons maintenant que l'on ait un morphisme localement de type fini f:X S , et supposons pour simplifier S localement noethérien. Soient J un Idéal cohérent sur X",aggregate
finite-type,fga.236,236,expose,24,21,221--243,"de G . Dans la suite, nous supposerons G localement de type fini sur k ; alors G^ est géométriquement irréductible et de type fini sur k . En effet, on peut su",aggregate
finite-type,fga.236.s1,236,section,11,7,222--231,"de G . Dans la suite, nous supposerons G localement de type fini sur k ; alors G^ est géométriquement irréductible et de type fini sur k . En effet, on peut su",aggregate
finite-type,fga.236.s1.remark.u.n01,236,remark,2,2,223--224,"en, et G un préschéma en groupes sur S , localement de type fini sur S . Nous ne supposons pas G de type fini sur S , ni séparé sur S . Nous poserons alors \[ ",precise
finite-type,fga.236.s1.lemma.1-2,236,lemma,3,0,224--225," ouvert non vide U dans S , et un schéma en groupes de type fini H sur U à fibres connexes, enfin un homomorphisme de schémas en groupes H G|U qui soit une imm",precise
finite-type,fga.236.s1.lemma.1-3,236,lemma,1,0,225--226,"LEMME 1.3 Soient X un préschéma de type fini et séparé sur S localement noethérien, g une section de X sur S , X^ la réunion des composante",precise
finite-type,fga.236.s1.lemma.1-4,236,lemma,1,1,226--227,"mage de _n (car la puissance n -ième dans un groupe de type fini connexe sur un corps de caractéristique première à n est surjective). Comme _n est ouverte, il",precise
finite-type,fga.236.s1.remark.1-6,236,remark,1,1,228--229,"rsque S est localement noethérien et X S localement de type fini) que toute composante irréductible de X domine S , et que cette propriété est conservée après ",precise
finite-type,fga.236.s2,236,section,5,5,231--236," et, pour toute partie fermée Z de Pic_ X/S qui est de type fini sur S , Z est propre sur S . (ii) Soit X un préschéma sur un corps k , propre et géométriqueme",aggregate
finite-type,fga.236.s2.theorem.2-1,236,theorem,1,1,231--231," et, pour toute partie fermée Z de Pic_ X/S qui est de type fini sur S , Z est propre sur S . (ii) Soit X un préschéma sur un corps k , propre et géométriqueme",precise
finite-type,fga.236.s2.corollary.2-4,236,corollary,2,2,232--233,"que Pic_ X/S existe et soit somme de schémas P^ (i) de type fini sur S (cf. [3], V, 4.1). Alors chaque P^ (i) est propre sur S . Résulte de (2.1), (i). Comme o",precise
finite-type,fga.236.s2.corollary.2-7,236,corollary,1,1,234--234,"u presque pour tout préschéma en groupes localement de type fini sur une base localement noethérienne, puisqu'il suffit de regarder le long de la section unité",precise
finite-type,fga.236.s2.remark.2-8,236,remark,1,1,234--235,"ue fois qu'on a un préschéma en groupes, localement de type fini sur S localement noethérien, dans lequel la dimension des fibres est constante (voir (1.3) pou",precise
finite-type,fga.236.s3,236,section,2,2,236--241,"ITION 3.1 Soient k un corps, G un schéma en groupes de type fini sur k , commutatif et « sans composante additive ». Alors G_ réd ^ est séparable sur k , et pa",aggregate
finite-type,fga.236.s3.proposition.3-1,236,proposition,1,1,236--236,"ITION 3.1 Soient k un corps, G un schéma en groupes de type fini sur k , commutatif et « sans composante additive ». Alors G_ réd ^ est séparable sur k , et pa",precise
finite-type,fga.236.s3.theorem.3-3,236,theorem,1,1,237--238,"e (Pic_ X/S ) _S S' est représentable par un schéma de type fini T sur S . En vertu de (i), T S est un monomorphisme, et en vertu de (3.2) il est surjectif. Di",precise
finite-type,fga.236.s4,236,section,6,7,241--243, ne sera pas vrai en général que ces ouverts soient de type fini sur S ; on obtient un contre-exemple lorsque X est « une conique dégénérant en deux droites ».,aggregate
finite-type,fga.236.s4.theorem.4-1,236,theorem,1,1,242--243," E . est quasi-compact, i.e. contenu dans un ouvert de type fini sur S , i.e. la famille des ( L_i) est limitée. b. E est contenu dans la réunion d'un nombre f",precise
finite-type,fga.236.s4.corollary.4-2,236,corollary,1,1,243--243,"^ ( Q Q[t] ) sont projectifs sur S . Comme ils sont de type fini sur S d'après (4.1), on peut appliquer (2.4).",precise
finite-type,fga.e236,e236,erratum,9,9,303--307,"f, alors \[ f^*: Pic_ Y/S _ X/S \] est un morphisme de type fini. 304 (ii) Supposons Y projectif sur S , muni d'un Module inversible ample relativement à S , e",aggregate
connected-component,fga.182,182,expose,2,4,193--220,"1(X,a) . Si X n'est pas connexe, on le remplace par la composante connexe de x=|a| . Si cependant X est connexe, alors les groupes _1(X,a) pour deux points géométriques",aggregate
connected-component,fga.182.s4,182,section,0,1,199--200,"). The fibers of f' are connected; that is, the set of connected components of a fiber f^ -1 (y) of f is in bijection with the set of points of Y' above y , i.e. with th",aggregate
connected-component,fga.182.s4.theorem.5,182,theorem,0,1,199--200,"). The fibers of f' are connected; that is, the set of connected components of a fiber f^ -1 (y) of f is in bijection with the set of points of Y' above y , i.e. with th",precise
