edge_id,source_id,relation,target_id,confidence,evidence,provenance,official_stacks_tag
edge.003757,fga.182.s8,about,concept.connected-component,medium,"1(X,a) . Si X n'est pas connexe, on le remplace par la composante connexe de x=|a| . Si cependant X est connexe, alors les groupes _1(X,a) pour deux points géométriques","Direct cross-language text match, pages 209--220",
edge.003758,fga.182.s8.remark.u.n01,about,concept.connected-component,medium,un revêtement (non ramifié si X' l'est). Soit F'_1 une composante connexe de F' correspondant à un point y'_1 de Y' au-dessus de y . Supposons de plus enumerate [(ii)] ,"Direct cross-language text match, pages 213--213",
edge.003759,fga.195,about,concept.connected-component,medium,"es connexes (qu'il faut se garder de confondre avec la composante connexe de l'élément neutre, i.e. la « variété de Picard »). Il est alors parfois commode de se placer","Direct cross-language text match, pages 369--390",
edge.003760,fga.195.sc,about,concept.connected-component,medium,"es connexes (qu'il faut se garder de confondre avec la composante connexe de l'élément neutre, i.e. la « variété de Picard »). Il est alors parfois commode de se placer","Direct cross-language text match, pages 378--390",
edge.003761,fga.195.sc.remark.u.n01,about,concept.connected-component,medium,the generalized Jacobians of Rosenlicht are simply the connected components of the identity in the Picard schemes of complete curves that may have singularities; this sh,"Direct cross-language text match, pages 382--383",
edge.003762,fga.221,about,concept.connected-component,medium,"aux F_s induits sur les fibres X_s relatifs à une même composante connexe de S , sont tous égaux [5], III, 7. Il en résulte (sans hypothèse de platitude) que l'ensemble","Direct cross-language text match, pages 249--276",
edge.003763,fga.221.s2,about,concept.connected-component,medium,"aux F_s induits sur les fibres X_s relatifs à une même composante connexe de S , sont tous égaux [5], III, 7. Il en résulte (sans hypothèse de platitude) que l'ensemble","Direct cross-language text match, pages 253--258",
edge.003764,fga.221.s3,about,concept.connected-component,medium,"ese schemes, beginning with the determination of their connected components (are they connected?), The 1962 erratum notes that Hartshorne proved the connectedness of the","Direct cross-language text match, pages 258--266",
edge.003765,fga.221.s3.remark.3-9,about,concept.connected-component,medium,"ese schemes, beginning with the determination of their connected components (are they connected?), The 1962 erratum notes that Hartshorne proved the connectedness of the","Direct cross-language text match, pages 266--266",
edge.003766,fga.e221,about,concept.connected-component,medium,.9. — Let us point out that Hartshorne has studied the connected components of Hilbert schemes over an algebraically closed field. He proves that the Hilb^ P _ r are con,"Direct cross-language text match, pages 302--302",
edge.003767,fga.232,about,concept.connected-component,medium,"ux opérations de Z sur Pic_ X_0/k via u , contient une composante connexe isomorphe à \[ P ^ 0 _ X_0/k , \] (où Pic^ 0 dénote la composante connexe de l'élément neutre ","Direct cross-language text match, pages 143--161",
edge.003768,fga.232.s3,about,concept.connected-component,medium,"ux opérations de Z sur Pic_ X_0/k via u , contient une composante connexe isomorphe à \[ P ^ 0 _ X_0/k , \] (où Pic^ 0 dénote la composante connexe de l'élément neutre ","Direct cross-language text match, pages 148--150",
edge.003769,fga.232.s3.remark.3-3,about,concept.connected-component,medium,"ux opérations de Z sur Pic_ X_0/k via u , contient une composante connexe isomorphe à \[ P ^ 0 _ X_0/k , \] (où Pic^ 0 dénote la composante connexe de l'élément neutre ","Direct cross-language text match, pages 149--150",
edge.003770,fga.232.s6,about,concept.connected-component,medium," This would imply in particular, after dividing by the connected components of the identity elements, that the corresponding homomorphism on Néron–Severi groups is injec","Direct cross-language text match, pages 157--161",
edge.003771,fga.232.s6.remark.6-7,about,concept.connected-component,medium," This would imply in particular, after dividing by the connected components of the identity elements, that the corresponding homomorphism on Néron–Severi groups is injec","Direct cross-language text match, pages 160--160",
edge.003772,fga.236,about,concept.connected-component,medium,"es sur un corps est séparé. Nous désignerons par G^ la composante connexe de l'élément neutre e . Comme e est rationnel sur k , G^ est en fait géométriquement connexe, ","Direct cross-language text match, pages 221--243",
edge.003773,fga.236.s1,about,concept.connected-component,medium,"es sur un corps est séparé. Nous désignerons par G^ la composante connexe de l'élément neutre e . Comme e est rationnel sur k , G^ est en fait géométriquement connexe, ","Direct cross-language text match, pages 222--231",
edge.003774,fga.236.s1.lemma.1-3,about,concept.connected-component,medium," over S , and let X^ be the union, in the X_s , of the connected components containing g(s) . If s S and X_s^ is proper over k(s) , then there is an open neighborhood U ","Direct cross-language text match, pages 225--226",
edge.003775,fga.236.s1.corollary.1-7,about,concept.connected-component,medium,"e de toute structure de groupe et de toute question de composante connexe, est un cas particulier d'un critère de platitude donné dans [IV], paragraphe 5, qui implique,","Direct cross-language text match, pages 229--229",
edge.003776,fga.236.s2,about,concept.connected-component,medium,"is a monomorphism, and hence induces a monomorphism on connected components. The connected component of the right-hand side is proper over k by the preceding result, and","Direct cross-language text match, pages 231--236",
edge.003777,fga.236.s2.remark.2-2,about,concept.connected-component,medium,"is a monomorphism, and hence induces a monomorphism on connected components. The connected component of the right-hand side is proper over k by the preceding result, and","Direct cross-language text match, pages 231--232",
edge.003778,fga.236.s3,about,concept.connected-component,medium, des fibres géométriques de f reste constant sur toute composante connexe de S (ce qui est d'ailleurs évident par voie transcendante lorsque f est simple projectif). Si,"Direct cross-language text match, pages 236--241",
edge.003779,fga.236.s3.theorem.3-3,about,concept.connected-component,medium,"tically at a point s S , they coincide over the entire connected component 238 of s [7]. (This result generalizes a classical theorem of Chow.) (ii) Hilbert schemes show","Direct cross-language text match, pages 237--238",
edge.003780,fga.236.s3.remark.3-10,about,concept.connected-component,medium, des fibres géométriques de f reste constant sur toute composante connexe de S (ce qui est d'ailleurs évident par voie transcendante lorsque f est simple projectif). Si,"Direct cross-language text match, pages 241--241",
edge.003781,fga.190,about,concept.group-scheme,medium,"té et isotrivialité Soient S un pré-schéma, G un « pré-schéma en groupes » au-dessus de S , P un pré-schéma sur S sur lequel « G opère » (à droite). On dit que P est f","Direct cross-language text match, pages 299--327",
edge.003782,fga.190.sb,about,concept.group-scheme,medium,"té et isotrivialité Soient S un pré-schéma, G un « pré-schéma en groupes » au-dessus de S , P un pré-schéma sur S sur lequel « G opère » (à droite). On dit que P est f","Direct cross-language text match, pages 314--327",
edge.003783,fga.190.sb.remark.u.n02,about,concept.group-scheme,medium,"té et isotrivialité Soient S un pré-schéma, G un « pré-schéma en groupes » au-dessus de S , P un pré-schéma sur S sur lequel « G opère » (à droite). On dit que P est f","Direct cross-language text match, pages 324--326",
edge.003784,fga.195,about,concept.group-scheme,medium,"ues en remplaçant les groupes finis ordinaires par des schémas en groupes finis au-dessus d'un pré-schéma de base donné (par exemple, les groupes algébriques finis sur ","Direct cross-language text match, pages 369--390",
edge.003785,fga.195.sa,about,concept.group-scheme,medium,"ues en remplaçant les groupes finis ordinaires par des schémas en groupes finis au-dessus d'un pré-schéma de base donné (par exemple, les groupes algébriques finis sur ","Direct cross-language text match, pages 369--377",
edge.003786,fga.195.sa.corollary.u.n01,about,concept.group-scheme,medium,"ues en remplaçant les groupes finis ordinaires par des schémas en groupes finis au-dessus d'un pré-schéma de base donné (par exemple, les groupes algébriques finis sur ","Direct cross-language text match, pages 374--376",
edge.003787,fga.195.sc,about,concept.group-scheme,medium,"S -automorphismes d'un S -pré-schéma X (ce sera un pré-schéma en groupes), pré-schéma des S -homomorphismes d'un S -pré-schéma en groupes dans un autre (ce sera un pré","Direct cross-language text match, pages 378--390",
edge.003788,fga.195.sc.remark.u.n01,about,concept.group-scheme,medium,"upe commutatif, les pré-schémas de Picard sont des pré-schémas en groupes. Notons aussi que les jacobiennes généralisées de Rosenlicht ne sont autres que les composante","Direct cross-language text match, pages 382--383",
edge.003789,fga.195.sc.remark.u.n03,about,concept.group-scheme,medium,"n des fibrés principaux sur X , à groupe structural un schéma en groupes G sur S qui est affine et plat sur S , et commutatif. Dans le cas où G ne serait pas commutati","Direct cross-language text match, pages 384--386",
edge.003790,fga.195.sc.remark.u.n04,about,concept.group-scheme,medium," point origine marqué (i.e. X_0 est considéré comme un schéma en groupes sur k ), et soit F(A) l'ensemble des classes, à un isomorphisme près, de schémas abéliens sur ","Direct cross-language text match, pages 386--389",
edge.003791,fga.212,about,concept.group-scheme,medium,"eut supposer que B' est le quotient de A_K par un sous-schéma en groupes C' . (N.B.: C' ne sera en général pas « réduit », i.e. ses anneaux locaux auront des éléments ","Direct cross-language text match, pages 99--118",
edge.003792,fga.212.s7,about,concept.group-scheme,medium,"eut supposer que B' est le quotient de A_K par un sous-schéma en groupes C' . (N.B.: C' ne sera en général pas « réduit », i.e. ses anneaux locaux auront des éléments ","Direct cross-language text match, pages 114--116",
edge.003793,fga.212.s7.proposition.7-1,about,concept.group-scheme,medium,"eut supposer que B' est le quotient de A_K par un sous-schéma en groupes C' . (N.B.: C' ne sera en général pas « réduit », i.e. ses anneaux locaux auront des éléments ","Direct cross-language text match, pages 114--115",
edge.003794,fga.212.s7.theorem.7-2,about,concept.group-scheme,medium,"2 Soient S le spectre d'un anneau artinien, F et G des schémas en groupes de type fini sur S , u:F G un homomorphisme de schémas en groupes sur S . On suppose: enumerat","Direct cross-language text match, pages 115--115",
edge.003795,fga.212.s7.corollary.7-4,about,concept.group-scheme,medium,"COROLLAIRE 7.4 Soient F,G des schémas en groupes de type fini sur un corps k , et soit u:F G un homomorphisme de k -groupes. Alors u se factori","Direct cross-language text match, pages 115--116",
edge.003796,fga.212.s8,about,concept.group-scheme,medium,"ément qu'il est représentable, il correspond donc à un schéma en groupes sur S , d'ailleurs affine sur S , noté Gl(n)_S . Sa formation est compatible avec le changemen","Direct cross-language text match, pages 116--118",
edge.003797,fga.221,about,concept.group-scheme,medium," S en x . D'autre part, Cartier a démontré que tout préschéma en groupes localement de type fini sur un corps k de caractéristique 0 est simple sur k . En conjuguant c","Direct cross-language text match, pages 249--276",
edge.003798,fga.221.s5,about,concept.group-scheme,medium," S en x . D'autre part, Cartier a démontré que tout préschéma en groupes localement de type fini sur un corps k de caractéristique 0 est simple sur k . En conjuguant c","Direct cross-language text match, pages 268--273",
edge.003799,fga.221.s5.remark.5-5,about,concept.group-scheme,medium," S en x . D'autre part, Cartier a démontré que tout préschéma en groupes localement de type fini sur un corps k de caractéristique 0 est simple sur k . En conjuguant c","Direct cross-language text match, pages 271--272",
edge.003800,fga.236,about,concept.group-scheme,medium,"es schémas de Picard. 1 Propriétés topologiques des préschémas en groupes commutatifs Soient d'abord k un corps, G un préschéma en groupes sur k . Comme l'élément neutr","Direct cross-language text match, pages 221--243",
edge.003801,fga.236.s1,about,concept.group-scheme,medium,"1 Propriétés topologiques des préschémas en groupes commutatifs Soient d'abord k un corps, G un préschéma en groupes sur k . Comme l'élément neutr","Direct cross-language text match, pages 222--231",
edge.003802,fga.236.s1.remark.u.n01,about,concept.group-scheme,medium,"REMARQUE On peut construire le schéma en groupes quotient G/G^ =N (cf. [3], IV), et définir alors G^ , G^ , G^ comme les images inverses dans G","Direct cross-language text match, pages 223--224",
edge.003803,fga.236.s1.lemma.1-2,about,concept.group-scheme,medium," , alors il existe un ouvert non vide U dans S , et un schéma en groupes de type fini H sur U à fibres connexes, enfin un homomorphisme de schémas en groupes H G|U qui","Direct cross-language text match, pages 224--225",
edge.003804,fga.236.s1.remark.1-9,about,concept.group-scheme,medium,"inité dénombrable de fois l'origine, obtenant ainsi un schéma en groupes G sur la droite affine dont toutes les fibres sont réduites au groupe unité, sauf une dont la ","Direct cross-language text match, pages 229--230",
edge.003805,fga.236.s1.proposition.1-11,about,concept.group-scheme,medium,") au-dessus de S soit l'ensemble sous-jacent à un sous-schéma en groupes ouvert induit de G|U . De plus, toute section de G sur U est une section de G' sur U . 231","Direct cross-language text match, pages 230--231",
edge.003806,fga.236.s2,about,concept.group-scheme,medium," ce qui précède, et qu'il s'agit d'un homomorphisme de schémas en groupes, qui sera nécessairement une immersion fermée, il s'ensuit que Pic_ X/k ^ est également propre","Direct cross-language text match, pages 231--236",
edge.003807,fga.236.s2.remark.2-2,about,concept.group-scheme,medium," ce qui précède, et qu'il s'agit d'un homomorphisme de schémas en groupes, qui sera nécessairement une immersion fermée, il s'ensuit que Pic_ X/k ^ est également propre","Direct cross-language text match, pages 231--232",
edge.003808,fga.236.s2.theorem.2-5,about,concept.group-scheme,medium,", soit _n l'homomorphisme puissance n -ième dans ce préschéma en groupes. Alors _n est étale en tous les points x _ X/S Le texte imprimé porte « x X » ; _n est l'endom","Direct cross-language text match, pages 233--233",
edge.003809,fga.236.s2.corollary.2-7,about,concept.group-scheme,medium,"sertion est vraie trivialement ou presque pour tout préschéma en groupes localement de type fini sur une base localement noethérienne, puisqu'il suffit de regarder le ","Direct cross-language text match, pages 234--234",
edge.003810,fga.236.s2.remark.2-8,about,concept.group-scheme,medium," qui devraient être valables chaque fois qu'on a un préschéma en groupes, localement de type fini sur S localement noethérien, dans lequel la dimension des fibres est ","Direct cross-language text match, pages 234--235",
edge.003811,fga.236.s3,about,concept.group-scheme,medium,"éma d'Albanese PROPOSITION 3.1 Soient k un corps, G un schéma en groupes de type fini sur k , commutatif et « sans composante additive ». Alors G_ réd ^ est séparable ","Direct cross-language text match, pages 236--241",
edge.003812,fga.236.s3.proposition.3-1,about,concept.group-scheme,medium,"PROPOSITION 3.1 Soient k un corps, G un schéma en groupes de type fini sur k , commutatif et « sans composante additive ». Alors G_ réd ^ est séparable ","Direct cross-language text match, pages 236--236",
edge.003813,fga.236.s3.corollary.3-2,about,concept.group-scheme,medium,"ibles. Rappelons qu'on appelle schéma abélien sur S un schéma en groupes sur S , propre et simple sur S , à fibres géométriques connexes. Nous nous proposons d'examine","Direct cross-language text match, pages 236--237",
edge.003814,fga.236.s3.theorem.3-3,about,concept.group-scheme,medium,"e rigidité générale pour les sous-schémas abéliens des schémas en groupes commutatifs : si deux tels sous-schémas coïncident ensemblistement en un point s S , ils coïnc","Direct cross-language text match, pages 237--238",
edge.003815,fga.e236,about,concept.group-scheme,medium," n 0 , l'homomorphisme de puissance n -ième dans le préschéma en groupes Pic_ X/S est un morphisme de type fini. Notons que (i) et (ii) signifient aussi que (sous les ","Direct cross-language text match, pages 303--307",
edge.003816,fga.190,about,concept.etale,medium,"te quoi, en effet, est plat !). 308 3. Application aux étalements toc subsection 3. Application aux étalements Soient A un anneau local, B une algèbre loca","Direct cross-language text match, pages 299--327",
edge.003817,fga.190.sa,about,concept.etale,medium,"te quoi, en effet, est plat !). 308 3. Application aux étalements toc subsection 3. Application aux étalements Soient A un anneau local, B une algèbre loca","Direct cross-language text match, pages 300--314",
edge.003818,fga.190.sa.remark.u.n01,about,concept.etale,medium,"te quoi, en effet, est plat !). 308 3. Application aux étalements toc subsection 3. Application aux étalements Soient A un anneau local, B une algèbre loca","Direct cross-language text match, pages 307--312",
edge.003819,fga.190.sb,about,concept.etale,medium,"62 répond négativement : un morphisme S' S quasi-fini, étale et surjectif, ou un morphisme Spec( A) (A) , n'est pas toujours un morphisme de descente stric","Direct cross-language text match, pages 314--327",
edge.003820,fga.190.sb.remark.u.n01,about,concept.etale,medium,"62 répond négativement : un morphisme S' S quasi-fini, étale et surjectif, ou un morphisme Spec( A) (A) , n'est pas toujours un morphisme de descente stric","Direct cross-language text match, pages 318--324",
edge.003821,fga.190.sb.proposition.5-1,about,concept.etale,medium," le normalisé de S dans K' (qui est donc un revêtement étale de S ), X un schéma abélien sur K tel que X _KK' soit de la forme X'_0 _ S' Spec(K') , où X'_0","Direct cross-language text match, pages 324--324",
edge.003822,fga.190.sb.remark.u.n02,about,concept.etale,medium, peut remplacer l'hypothèse que S' S est un revêtement étale surjectif (permettant d'utiliser le théorème 3) par l'hypothèse que c'est un morphisme de type,"Direct cross-language text match, pages 324--326",
edge.003823,fga.e190,about,concept.etale,medium,"escente. 20, remarque. — Un morphisme S' S quasi-fini, étale, surjectif, ou un morphisme Spec( A) (A) n'est pas toujours un morphisme de descente strict, m","Direct cross-language text match, pages 300--300",
edge.003824,fga.195,about,concept.etale,medium,"dit que O est simple sur si O est une algèbre finie et étale sur l'algèbre complétée du localisé de [t_1, ,t_n] en un idéal maximal de cet anneau, induisan","Direct cross-language text match, pages 369--390",
edge.003825,fga.195.sa,about,concept.etale,medium,"dit que O est simple sur si O est une algèbre finie et étale sur l'algèbre complétée du localisé de [t_1, ,t_n] en un idéal maximal de cet anneau, induisan","Direct cross-language text match, pages 369--377",
edge.003826,fga.195.sa.proposition.5-1,about,concept.etale,medium,"dit que O est simple sur si O est une algèbre finie et étale sur l'algèbre complétée du localisé de [t_1, ,t_n] en un idéal maximal de cet anneau, induisan","Direct cross-language text match, pages 376--376",
edge.003827,fga.221,about,concept.etale,medium,"schémas fermés Y de X'=X _SS' qui sont des revêtements étales ([3], I) de rang donné r de S' , on trouve un foncteur contravariant représentable en S' . c.","Direct cross-language text match, pages 249--276",
edge.003828,fga.221.s4,about,concept.etale,medium,"schémas fermés Y de X'=X _SS' qui sont des revêtements étales ([3], I) de rang donné r de S' , on trouve un foncteur contravariant représentable en S' . c.","Direct cross-language text match, pages 266--268",
edge.003829,fga.221.s6,about,concept.etale,medium," X/S qui correspond à la classification de revêtements étales de rang n contenus dans X (cf. no 4, (b)), avec l'ouvert de Symm^n_S(X) qui correspond aux n ","Direct cross-language text match, pages 273--275",
edge.003830,fga.221.s7,about,concept.etale,medium,"i même le k -schéma qui représenterait les revêtements étales de rang 2 de S contenus dans X , ni a fortiori le carré symétrique de X , cf. numéro précéden","Direct cross-language text match, pages 275--276",
edge.003831,fga.232,about,concept.etale,medium,"rant S ; si f est même séparable, on peut prendre S'_i étale sur S_i . 3 Le théorème principal d'existence : énoncé On ne dispose pas, même à titre conject","Direct cross-language text match, pages 143--161",
edge.003832,fga.232.s2,about,concept.etale,medium,"rant S ; si f est même séparable, on peut prendre S'_i étale sur S_i .","Direct cross-language text match, pages 146--148",
edge.003833,fga.232.s2.remark.2-6,about,concept.etale,medium,"rant S ; si f est même séparable, on peut prendre S'_i étale sur S_i .","Direct cross-language text match, pages 148--148",
edge.003834,fga.232.s6,about,concept.etale,medium,"S existe. Dans ce cas d'ailleurs, S' est un revêtement étale de S (vrai chaque fois que f est séparable, i.e. plat à fibres géométriques réduites), et on v","Direct cross-language text match, pages 157--161",
edge.003835,fga.232.s6.corollary.6-2,about,concept.etale,medium,"S existe. Dans ce cas d'ailleurs, S' est un revêtement étale de S (vrai chaque fois que f est séparable, i.e. plat à fibres géométriques réduites), et on v","Direct cross-language text match, pages 158--158",
edge.003836,fga.236,about,concept.etale,medium,"y^2=0 sur R ). On voit facilement que, après extension étale S' S , avec S'=Spec C[[t]] , le préschéma de Picard de X'/S' existe, et on en obtient une desc","Direct cross-language text match, pages 221--243",
edge.003837,fga.236.s0,about,concept.etale,medium,"y^2=0 sur R ). On voit facilement que, après extension étale S' S , avec S'=Spec C[[t]] , le préschéma de Picard de X'/S' existe, et on en obtient une desc","Direct cross-language text match, pages 221--222",
edge.003838,fga.236.s1,about,concept.etale,medium," -ième _n:G G soit universellement ouvert (par exemple étale), posons \[ G^ (n) = _n^ -1 (G^ ), \] et supposons que les fibres connexes G_s^ ne « contienne","Direct cross-language text match, pages 222--231",
edge.003839,fga.236.s1.corollary.1-5,about,concept.etale,medium," -ième _n:G G soit universellement ouvert (par exemple étale), posons \[ G^ (n) = _n^ -1 (G^ ), \] et supposons que les fibres connexes G_s^ ne « contienne","Direct cross-language text match, pages 227--228",
edge.003840,fga.236.s1.corollary.1-12,about,concept.etale,medium," n>0 , l'homomorphisme de puissance n -ième _n:G G est étale en les points de caractéristique première à n , alors G est simple (resp. plat) sur S en tous ","Direct cross-language text match, pages 231--231",
edge.003841,fga.236.s2,about,concept.etale,medium,nce n -ième dans ce préschéma en groupes. Alors _n est étale en tous les points x _ X/S Le texte imprimé porte « x X » ; _n est l'endomorphisme de puissanc,"Direct cross-language text match, pages 231--236",
edge.003842,fga.236.s2.theorem.2-5,about,concept.etale,medium,nce n -ième dans ce préschéma en groupes. Alors _n est étale en tous les points x _ X/S Le texte imprimé porte « x X » ; _n est l'endomorphisme de puissanc,"Direct cross-language text match, pages 233--233",
edge.003843,fga.236.s2.remark.2-8,about,concept.etale,medium,"de Picard) sont séparés sur S (compte tenu qu'ils sont étales sur S grâce à (2.5)). On aurait tendance à conjecturer que (*) est une égalité en tous cas, o","Direct cross-language text match, pages 234--235",
edge.003844,fga.236.s3,about,concept.etale,medium,"n isomorphisme. Ceci équivaut aussi à dire que T S est étale, ou, dans le cas où S est réduit, que T S est propre. D'où aussitôt (ii). (iii) Utilisant simp","Direct cross-language text match, pages 236--241",
edge.003845,fga.236.s3.theorem.3-3,about,concept.etale,medium,"n isomorphisme. Ceci équivaut aussi à dire que T S est étale, ou, dans le cas où S est réduit, que T S est propre. D'où aussitôt (ii). (iii) Utilisant simp","Direct cross-language text match, pages 237--238",
edge.003846,fga.182,about,concept.fundamental-group,medium,"re. Nous y reviendrons prochainement. 8 Application au groupe fondamental Les techniques exposées permettent d'aborder l'étude systématique du groupe fondamental, sur l","Direct cross-language text match, pages 193--220",
edge.003847,fga.182.s8,about,concept.fundamental-group,medium,"8 Application au groupe fondamental Les techniques exposées permettent d'aborder l'étude systématique du groupe fondamental, sur l","Direct cross-language text match, pages 209--220",
edge.003848,fga.182.s8.corollary.4,about,concept.fundamental-group,medium,"points in X,Y , which are taken as base points for the fundamental groups of F,X,Y . Under these conditions there is an exact sequence \[ _1( F) _1(X) _1(Y) e . \] The","Direct cross-language text match, pages 215--215",
edge.003849,fga.182.s8.corollary.6,about,concept.fundamental-group,medium,K be an algebraically closed extension of k . Then the fundamental groups of X and X _kK are the same; i.e. every unramified covering of the latter scheme is obtained ,"Direct cross-language text match, pages 215--215",
edge.003850,fga.182.s8.corollary.1.n02,about,concept.fundamental-group,medium, Choose a geometric point in X_0 as base point for the fundamental groups of X_0 and X . Then the canonical homomorphism _1(X_0) _1(X) is an isomorphism. Now apply Lem,"Direct cross-language text match, pages 216--216",
edge.003851,fga.182.s8.theorem.14,about,concept.fundamental-group,medium,") de f , soit Z'=Z-Z D et soit _1^t(Z') le quotient du groupe fondamental _1(Z') qui classifie les revêtements non ramifiés de Z' qui sont « tamely ramified » au-dessus","Direct cross-language text match, pages 219--219",
edge.003852,fga.182.s8.remark.u.n03,about,concept.fundamental-group,medium, abstraite » le classique théorème de Lefschetz sur le groupe fondamental. center,"Direct cross-language text match, pages 220--220",
edge.003853,fga.e182,about,concept.fundamental-group,medium,"s §§ 6 et 7 est contenue dans SGA III. Pour l'étude du groupe fondamental, voir SGA V, IX, X, XI, ainsi que SGA 1962 (exposés X, XII et XIII) pour les théorèmes du type","Direct cross-language text match, pages 298--299",
edge.003854,fga.190,about,concept.fundamental-group,medium,"culier que le morphisme S' S induit un isomorphisme du groupe fondamental [\,] de S' sur celui de S (« invariance topologique du groupe fondamental d'un préschéma »). 4","Direct cross-language text match, pages 299--327",
edge.003855,fga.190.sa,about,concept.fundamental-group,medium,"culier que le morphisme S' S induit un isomorphisme du groupe fondamental [\,] de S' sur celui de S (« invariance topologique du groupe fondamental d'un préschéma »). 4","Direct cross-language text match, pages 300--314",
edge.003856,fga.190.sa.remark.u.n01,about,concept.fundamental-group,medium,"culier que le morphisme S' S induit un isomorphisme du groupe fondamental [\,] de S' sur celui de S (« invariance topologique du groupe fondamental d'un préschéma »). 4","Direct cross-language text match, pages 307--312",
edge.003857,fga.195,about,concept.fundamental-group,medium,"ified » les méthodes exposées dans [2] pour l'étude du groupe fondamental, et de résoudre par voie transcendante le « problème des trois points ». Pour finir, signalons","Direct cross-language text match, pages 369--390",
edge.003858,fga.195.sc,about,concept.fundamental-group,medium,"ified » les méthodes exposées dans [2] pour l'étude du groupe fondamental, et de résoudre par voie transcendante le « problème des trois points ». Pour finir, signalons","Direct cross-language text match, pages 378--390",
edge.003859,fga.195.sc.proposition.5-1,about,concept.fundamental-group,medium,"ified » les méthodes exposées dans [2] pour l'étude du groupe fondamental, et de résoudre par voie transcendante le « problème des trois points ». Pour finir, signalons","Direct cross-language text match, pages 389--390",
edge.003860,fga.236,about,concept.fundamental-group,medium,"équence formelle de la théorie de la spécialisation du groupe fondamental ([4], X), et des relations classiques à la Kummer entre les points d'ordre fini sur la variété","Direct cross-language text match, pages 221--243",
edge.003861,fga.236.s2,about,concept.fundamental-group,medium,"équence formelle de la théorie de la spécialisation du groupe fondamental ([4], X), et des relations classiques à la Kummer entre les points d'ordre fini sur la variété","Direct cross-language text match, pages 231--236",
edge.003862,fga.236.s2.remark.2-8,about,concept.fundamental-group,medium,"équence formelle de la théorie de la spécialisation du groupe fondamental ([4], X), et des relations classiques à la Kummer entre les points d'ordre fini sur la variété","Direct cross-language text match, pages 234--235",
edge.003863,fga.182,about,concept.galois-cover,medium,"autres termes : 219 COROLLAIRE 1 La classification des revêtements galoisiens non ramifiés, de groupe de Galois d'ordre premier à la caractéristique p de (y_0) est la même ","Direct cross-language text match, pages 193--220",
edge.003864,fga.182.s8,about,concept.galois-cover,medium,"autres termes : 219 COROLLAIRE 1 La classification des revêtements galoisiens non ramifiés, de groupe de Galois d'ordre premier à la caractéristique p de (y_0) est la même ","Direct cross-language text match, pages 209--220",
edge.003865,fga.182.s8.corollary.1.n03,about,concept.galois-cover,medium,"COROLLAIRE 1 La classification des revêtements galoisiens non ramifiés, de groupe de Galois d'ordre premier à la caractéristique p de (y_0) est la même ","Direct cross-language text match, pages 219--219",
edge.003866,fga.182.s8.corollary.u.n01,about,concept.galois-cover,medium,", _j satisfaisant la relation précédente, il existe un revêtement galoisien non ramifié de X_0-S , de groupe G , ayant des groupes d'inertie aux points s_j engendrés par ","Direct cross-language text match, pages 219--220",
edge.003867,fga.182.s8.remark.u.n03,about,concept.galois-cover,medium,"étude plus complète, faisant sans doute intervenir des revêtements galoisiens généralisés de X,X_0,X_1 (à groupe de Galois éventuellement infinitésimal), devrait permettre ","Direct cross-language text match, pages 220--220",
edge.003868,fga.e182,about,concept.galois-cover,medium,"u théorème 14, qui donne la détermination complète des revêtements galoisiens d'ordre premier à la caractéristique d'une courbe algébrique sur un corps algébriquement clos,","Direct cross-language text match, pages 298--299",
edge.003869,fga.182,about,concept.tame-ramification,medium,"istique du corps résiduel de O' ). Donc K'(X'_1) est « tamely ramified » au-dessus de O' , d'où il résulte facilement (« lemme de Abhyankar ») que si on l","Direct cross-language text match, pages 193--220",
edge.003870,fga.182.s8,about,concept.tame-ramification,medium,"istique du corps résiduel de O' ). Donc K'(X'_1) est « tamely ramified » au-dessus de O' , d'où il résulte facilement (« lemme de Abhyankar ») que si on l","Direct cross-language text match, pages 209--220",
edge.003871,fga.182.s8.corollary.5.n02,about,concept.tame-ramification,medium,"istique du corps résiduel de O' ). Donc K'(X'_1) est « tamely ramified » au-dessus de O' , d'où il résulte facilement (« lemme de Abhyankar ») que si on l","Direct cross-language text match, pages 218--218",
edge.003872,fga.182.s8.theorem.14,about,concept.tame-ramification,medium,"lassifie les revêtements non ramifiés de Z' qui sont « tamely ramified » au-dessus de Z D . Soient y_0,y_1 comme dans le théorème 13. Alors on a un homomo","Direct cross-language text match, pages 219--219",
edge.003873,fga.182.s8.remark.u.n03,about,concept.tame-ramification,medium,"ude des revêtements admettant de la ramification pas « tame » semble devoir être beaucoup plus difficile. 2) Le lemme 6, joint à un résultat de Grauert co","Direct cross-language text match, pages 220--220",
edge.003874,fga.e182,about,concept.tame-ramification,medium,s questions ouvertes. Seule la théorie des revêtements modérément ramifiés (cf. théorème 14) n'a pas encore fait l'objet d'une rédaction en forme. Le corollaire du thé,"Direct cross-language text match, pages 298--299",
edge.003875,fga.195,about,concept.tame-ramification,medium,"ire à la proposition 5.1 qui permet d'étendre au cas « tamely ramified » les méthodes exposées dans [2] pour l'étude du groupe fondamental, et de résoudre","Direct cross-language text match, pages 369--390",
edge.003876,fga.195.sc,about,concept.tame-ramification,medium,"ire à la proposition 5.1 qui permet d'étendre au cas « tamely ramified » les méthodes exposées dans [2] pour l'étude du groupe fondamental, et de résoudre","Direct cross-language text match, pages 378--390",
