application_id,candidate_id,source_relpath,source_line,source_column,visible_text,raw_tex,reference_form,target_label,target_id,resolution_basis,source_sha256,status
ega1.application.sha256.22b08fef273d338bdf6e8d932ff94561cfe2a434bdff7d5e2065a53b1ea54c87,ega1.candidate.sha256.22b08fef273d338bdf6e8d932ff94561cfe2a434bdff7d5e2065a53b1ea54c87,ega1/ega1-10.tex,1067,330,I.10.10.2,\sref{I.10.10.2},sref,I.10.10.2,ega1.c01.prop.10-10-2,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.1149d910d929189af63991211dddb3ea59a56c717fb6e59f8fa729c1cb8f3493,ega1.candidate.sha256.1149d910d929189af63991211dddb3ea59a56c717fb6e59f8fa729c1cb8f3493,ega1/ega1-10.tex,1068,30,I.10.10.2,\sref{I.10.10.2},sref,I.10.10.2,ega1.c01.prop.10-10-2,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.fffc51e7dcf97d17a1d689ab67cd46fb79904f451b7837b486c3e81fe63d309c,ega1.candidate.sha256.fffc51e7dcf97d17a1d689ab67cd46fb79904f451b7837b486c3e81fe63d309c,ega1/ega1-10.tex,1073,59,I.10.10.5,\sref{I.10.10.5},sref,I.10.10.5,ega1.c01.prop.10-10-5,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.e506a97a14053abf9580e744ca35d29888b772a0ca8b19b66466cf751c8dc3f5,ega1.candidate.sha256.e506a97a14053abf9580e744ca35d29888b772a0ca8b19b66466cf751c8dc3f5,ega1/ega1-10.tex,1079,71,I.1.6.1,\sref{I.1.6.1},sref,I.1.6.1,ega1.c01.statement.1-6-1,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.b8ae20cbe09ff46192b919b3a37a3eab84cb644f562c768c1e7c39f60b8ac49d,ega1.candidate.sha256.b8ae20cbe09ff46192b919b3a37a3eab84cb644f562c768c1e7c39f60b8ac49d,ega1/ega1-10.tex,1079,166,I.10.9.1,\sref{I.10.9.1},sref,I.10.9.1,ega1.c01.statement.10-9-1,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.5b7706ba4073bdd3a0c75a05e0ea525611160dcb2c1ee34200cc4cb8246f9c5c,ega1.candidate.sha256.5b7706ba4073bdd3a0c75a05e0ea525611160dcb2c1ee34200cc4cb8246f9c5c,ega1/ega1-10.tex,1079,257,I.10.2.2,\sref{I.10.2.2},sref,I.10.2.2,ega1.c01.prop.10-2-2,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.4338d16e6bed2821365efd2164b1c58e0a02f5414690cf345557060260e99914,ega1.candidate.sha256.4338d16e6bed2821365efd2164b1c58e0a02f5414690cf345557060260e99914,ega1/ega1-10.tex,1091,98,I.10.8.8,\sref{I.10.8.8},sref,I.10.8.8,ega1.c01.prop.10-8-8,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.4b03f79329c5d678d4a76006ee2d39205a5498cbfa1f1b57a468c9f9f97df546,ega1.candidate.sha256.4b03f79329c5d678d4a76006ee2d39205a5498cbfa1f1b57a468c9f9f97df546,ega1/ega1-10.tex,1095,1,I.1.6.5,\sref{I.1.6.5},sref,I.1.6.5,ega1.c01.prop.1-6-5,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.8fac713b29e7ce9ffae46bb8de3799cd1ca79e5063b1709b78b2fa37a2eac70e,ega1.candidate.sha256.8fac713b29e7ce9ffae46bb8de3799cd1ca79e5063b1709b78b2fa37a2eac70e,ega1/ega1-10.tex,1095,87,I.10.9.2,\sref{I.10.9.2},sref,I.10.9.2,ega1.c01.statement.10-9-2,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.a1e98a7c99a9a7f4d419ac6b26bf6810dbee27ccaeb54fec05166e8ee6679c00,ega1.candidate.sha256.a1e98a7c99a9a7f4d419ac6b26bf6810dbee27ccaeb54fec05166e8ee6679c00,ega1/ega1-10.tex,1104,582,I.10.10.8,\sref{I.10.10.8},sref,I.10.10.8,ega1.c01.prop.10-10-8,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.01b6517a891213478cc3d83ffca77610059508316dfe77d9d29b02b3f9459c36,ega1.candidate.sha256.01b6517a891213478cc3d83ffca77610059508316dfe77d9d29b02b3f9459c36,ega1/ega1-10.tex,1105,154,I.10.10.2,\sref{I.10.10.2},sref,I.10.10.2,ega1.c01.prop.10-10-2,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.c337510bfcf71a09e047bb9a0376448d90c30271fe5d90a274d0ffe296208a3d,ega1.candidate.sha256.c337510bfcf71a09e047bb9a0376448d90c30271fe5d90a274d0ffe296208a3d,ega1/ega1-10.tex,1118,142,I.10.10.3,\sref{I.10.10.3},sref,I.10.10.3,ega1.c01.prop.10-10-3,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.1ee879eb4d87dd4114b65f96b03ff0444982116c77fe03732e9123951f69bc0b,ega1.candidate.sha256.1ee879eb4d87dd4114b65f96b03ff0444982116c77fe03732e9123951f69bc0b,ega1/ega1-10.tex,1118,163,I.10.10.5,\sref{I.10.10.5},sref,I.10.10.5,ega1.c01.prop.10-10-5,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.cc8c0bec9f4d651e039a606c8fb962be319d6de644d044f181795bac3a8dd4cf,ega1.candidate.sha256.cc8c0bec9f4d651e039a606c8fb962be319d6de644d044f181795bac3a8dd4cf,ega1/ega1-10.tex,1123,362,I.10.6.3,\sref{I.10.6.3},sref,I.10.6.3,ega1.c01.prop.10-6-3,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.77657b8756b465878e1ec67af32bb6849d2f9fbfecb174c3912f3b884be56022,ega1.candidate.sha256.77657b8756b465878e1ec67af32bb6849d2f9fbfecb174c3912f3b884be56022,ega1/ega1-10.tex,1129,278,I.10.6.6,\sref{I.10.6.6},sref,I.10.6.6,ega1.c01.rem.10-6-6,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.9328988e43448aeba38e524312bfe60e982dd21b1f785069107b721817a77a77,ega1.candidate.sha256.9328988e43448aeba38e524312bfe60e982dd21b1f785069107b721817a77a77,ega1/ega1-10.tex,1134,165,I.10.10.5,\sref{I.10.10.5},sref,I.10.10.5,ega1.c01.prop.10-10-5,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.2ffa94436c3a532c0c46f778c740c5cdaee14daf81e29c9bce865d8718358eb8,ega1.candidate.sha256.2ffa94436c3a532c0c46f778c740c5cdaee14daf81e29c9bce865d8718358eb8,ega1/ega1-10.tex,1134,196,I.10.10.6,\sref{I.10.10.6},sref,I.10.10.6,ega1.c01.cor.10-10-6,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.c11d5fed0bf29f8e89029b1d6185c2a375cbc0289f8bb5edfc64ef83f32bbc31,ega1.candidate.sha256.c11d5fed0bf29f8e89029b1d6185c2a375cbc0289f8bb5edfc64ef83f32bbc31,ega1/ega1-10.tex,1141,112,I.10.11.3,\sref{I.10.11.3},sref,I.10.11.3,ega1.c01.thm.10-11-3,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.245bafbc7c3bcee1986f541a36da233116bc8e209998844ea1ce8e820505f46d,ega1.candidate.sha256.245bafbc7c3bcee1986f541a36da233116bc8e209998844ea1ce8e820505f46d,ega1/ega1-10.tex,1151,18,I.10.11.4.1,\sref{I.10.11.4.1},sref,I.10.11.4.1,ega1.c01.cor.10-11-4-1,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.535414e23f60678684c6b91c47ae4ac805af7b9e83ce1c2e0635538f258863e4,ega1.candidate.sha256.535414e23f60678684c6b91c47ae4ac805af7b9e83ce1c2e0635538f258863e4,ega1/ega1-10.tex,1151,366,I.10.11.3,\sref{I.10.11.3},sref,I.10.11.3,ega1.c01.thm.10-11-3,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.539d3e672785a2b55af52fc75cec661acad8a44559f563a650a7663a3b5e3cfd,ega1.candidate.sha256.539d3e672785a2b55af52fc75cec661acad8a44559f563a650a7663a3b5e3cfd,ega1/ega1-10.tex,1160,520,I.1.3.9,\sref{I.1.3.9},sref,I.1.3.9,ega1.c01.cor.1-3-9,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.0b16c8abd6acb63f0bb9666a21c491748d4bda592aa6aad8bc03797cefab1398,ega1.candidate.sha256.0b16c8abd6acb63f0bb9666a21c491748d4bda592aa6aad8bc03797cefab1398,ega1/ega1-10.tex,1160,539,I.10.10.2,\sref{I.10.10.2},sref,I.10.10.2,ega1.c01.prop.10-10-2,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.96351d610868c2c8a65f9ec50ae8a7ee75cca146270a1420e4fae7c36a4f6ff4,ega1.candidate.sha256.96351d610868c2c8a65f9ec50ae8a7ee75cca146270a1420e4fae7c36a4f6ff4,ega1/ega1-10.tex,1165,9,I.10.11.3,\sref{I.10.11.3},sref,I.10.11.3,ega1.c01.thm.10-11-3,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.5625b52105f39c33b31d8891b7586b8c3ee499d500a82d08ba4392bb6071e0de,ega1.candidate.sha256.5625b52105f39c33b31d8891b7586b8c3ee499d500a82d08ba4392bb6071e0de,ega1/ega1-10.tex,1166,32,I.10.11.4,\sref{I.10.11.4},sref,I.10.11.4,ega1.c01.cor.10-11-4,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.317cce6ef52a04a416340987e91cd3c481b32a149618f7321434db8863b8830a,ega1.candidate.sha256.317cce6ef52a04a416340987e91cd3c481b32a149618f7321434db8863b8830a,ega1/ega1-10.tex,1175,45,I.10.11.3,\sref{I.10.11.3},sref,I.10.11.3,ega1.c01.thm.10-11-3,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.eab87880a6d7eabd765a8fa9268055b5a3cd0d08521f82ee1b24a59602a2df66,ega1.candidate.sha256.eab87880a6d7eabd765a8fa9268055b5a3cd0d08521f82ee1b24a59602a2df66,ega1/ega1-10.tex,1175,142,I.10.11.6,\sref{I.10.11.6},sref,I.10.11.6,ega1.c01.statement.10-11-6,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.cd640df0b4a9bd5913dc0a38dbc5cade9a5f6679e53d09d2a140a1fb443cc822,ega1.candidate.sha256.cd640df0b4a9bd5913dc0a38dbc5cade9a5f6679e53d09d2a140a1fb443cc822,ega1/ega1-10.tex,1189,34,I.10.11.7.1,\sref{I.10.11.7.1},sref,I.10.11.7.1,ega1.c01.prop.10-11-7-1,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.ccb33120fdbb56772ba06caf00357a02c2d6470a41cbd41293da69d741eca842,ega1.candidate.sha256.ccb33120fdbb56772ba06caf00357a02c2d6470a41cbd41293da69d741eca842,ega1/ega1-10.tex,1193,18,I.10.11.3,\sref{I.10.11.3},sref,I.10.11.3,ega1.c01.thm.10-11-3,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.8262de3797522bfe3f4c85d2cd181d074174a7c2639a325e7ab4173cd64ec599,ega1.candidate.sha256.8262de3797522bfe3f4c85d2cd181d074174a7c2639a325e7ab4173cd64ec599,ega1/ega1-10.tex,1194,17,I.10.11.7.2,\sref{I.10.11.7.2},sref,I.10.11.7.2,ega1.c01.prop.10-11-7-2,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.967e6c1dfd39314cf22aed0ad73ee2cd586bf8bef9f2433692dd0c5442411d29,ega1.candidate.sha256.967e6c1dfd39314cf22aed0ad73ee2cd586bf8bef9f2433692dd0c5442411d29,ega1/ega1-10.tex,1194,292,I.10.11.4.1,\sref{I.10.11.4.1},sref,I.10.11.4.1,ega1.c01.cor.10-11-4-1,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.36432be48cf8d770121acb6d37929506d4f1e5e055871ab1f77f911cdb4d0f05,ega1.candidate.sha256.36432be48cf8d770121acb6d37929506d4f1e5e055871ab1f77f911cdb4d0f05,ega1/ega1-10.tex,1195,42,I.10.11.7.2,\sref{I.10.11.7.2},sref,I.10.11.7.2,ega1.c01.prop.10-11-7-2,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.c3473ce95dc0ccdadaf2f38e7f1d4dd83d7414c18d6de6977b773982a8ede52c,ega1.candidate.sha256.c3473ce95dc0ccdadaf2f38e7f1d4dd83d7414c18d6de6977b773982a8ede52c,ega1/ega1-10.tex,1195,211,I.10.10.5,\sref{I.10.10.5},sref,I.10.10.5,ega1.c01.prop.10-10-5,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.5721c94d0d5a33b8599ab293bd0da9b50d7cd6f8bf78e75b186f95d9713278ab,ega1.candidate.sha256.5721c94d0d5a33b8599ab293bd0da9b50d7cd6f8bf78e75b186f95d9713278ab,ega1/ega1-10.tex,1195,344,I.10.10.2.1,\sref{I.10.10.2.1},sref,I.10.10.2.1,ega1.c01.eq.10-10-2-1,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.2348a01d103f39ebb8cd5f97cdebf2b405de35db1e2dd2893cba93ebc3bc7677,ega1.candidate.sha256.2348a01d103f39ebb8cd5f97cdebf2b405de35db1e2dd2893cba93ebc3bc7677,ega1/ega1-10.tex,1195,364,I.10.10.2.3,\sref{I.10.10.2.3},sref,I.10.10.2.3,ega1.c01.eq.10-10-2-3,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.93ba4d2311708d72d6662cc5cdd80ceb6a111aa3ae8a739ee0d252f736901c25,ega1.candidate.sha256.93ba4d2311708d72d6662cc5cdd80ceb6a111aa3ae8a739ee0d252f736901c25,ega1/ega1-10.tex,1195,398,I.1.3.12[ii],\sref{I.1.3.12}[ii],sref,I.1.3.12,ega1.c01.cor.1-3-12,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.228fa6d0cf7a86ab9d40397b62720be4a6addb2c26adcc46e1d546e16bd5a8b3,ega1.candidate.sha256.228fa6d0cf7a86ab9d40397b62720be4a6addb2c26adcc46e1d546e16bd5a8b3,ega1/ega1-10.tex,1201,62,I.10.11.7.2,\sref{I.10.11.7.2},sref,I.10.11.7.2,ega1.c01.prop.10-11-7-2,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.919632820b6e5c44e2386ac127053493d0992f2fd86fb0ac92576f1068091b5c,ega1.candidate.sha256.919632820b6e5c44e2386ac127053493d0992f2fd86fb0ac92576f1068091b5c,ega1/ega1-10.tex,1211,14,I.10.11.5,\sref{I.10.11.5},sref,I.10.11.5,ega1.c01.cor.10-11-5,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.156223637ff8b045df3634d739211e9496880f0ecdd59a24bf1caa76e62adb9d,ega1.candidate.sha256.156223637ff8b045df3634d739211e9496880f0ecdd59a24bf1caa76e62adb9d,ega1/ega1-10.tex,1227,101,I.10.3.6,\sref{I.10.3.6},sref,I.10.3.6,ega1.c01.prop.10-3-6,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.c0b2680c691eb534ff2b130911c9c041352320464ce209fbc588f2d80fc932a3,ega1.candidate.sha256.c0b2680c691eb534ff2b130911c9c041352320464ce209fbc588f2d80fc932a3,ega1/ega1-10.tex,1262,393,I.10.5.6,\sref{I.10.5.6},sref,I.10.5.6,ega1.c01.prop.10-5-6,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.e730d254dcf2f37634e1d9696935bd55935f4a411f8ba752a86a4d1c0355493c,ega1.candidate.sha256.e730d254dcf2f37634e1d9696935bd55935f4a411f8ba752a86a4d1c0355493c,ega1/ega1-10.tex,1265,34,I.4.4.5,\sref{I.4.4.5},sref,I.4.4.5,ega1.c01.prop.4-4-5,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.ce9de70dd9d163890cc3a2136e1c66f573ce914a9ec4c2b6fc45db939e4f7d05,ega1.candidate.sha256.ce9de70dd9d163890cc3a2136e1c66f573ce914a9ec4c2b6fc45db939e4f7d05,ega1/ega1-10.tex,1275,85,I.10.12.2.1,\sref{I.10.12.2.1},sref,I.10.12.2.1,ega1.c01.statement.10-12-2-1,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.a339a6332dc7cdbb5c77a0beec318add32ffea73910eddb273a7834a868518ac,ega1.candidate.sha256.a339a6332dc7cdbb5c77a0beec318add32ffea73910eddb273a7834a868518ac,ega1/ega1-10.tex,1276,85,I.10.6.3,\sref{I.10.6.3},sref,I.10.6.3,ega1.c01.prop.10-6-3,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.6ea1d9aef6b15d76a022177a753aa428a296d2bb1398fbf722ed72e5d6d3e8bd,ega1.candidate.sha256.6ea1d9aef6b15d76a022177a753aa428a296d2bb1398fbf722ed72e5d6d3e8bd,ega1/ega1-10.tex,1282,107,I.4.4.5,\sref{I.4.4.5},sref,I.4.4.5,ega1.c01.prop.4-4-5,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.2b1785895bcff7321a262de71ed33ca9f9ffba6e8e5f59934d2249550c4d3b16,ega1.candidate.sha256.2b1785895bcff7321a262de71ed33ca9f9ffba6e8e5f59934d2249550c4d3b16,ega1/ega1-10.tex,1282,242,I.10.6.3,\sref{I.10.6.3},sref,I.10.6.3,ega1.c01.prop.10-6-3,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.c25b45a0e34898f3428b9581ee698b928423727a85b634dfe32ca8e066377678,ega1.candidate.sha256.c25b45a0e34898f3428b9581ee698b928423727a85b634dfe32ca8e066377678,ega1/ega1-10.tex,1287,62,I.10.6.4,\sref{I.10.6.4},sref,I.10.6.4,ega1.c01.cor.10-6-4,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.9ba9d95aadf9bde64de199a89b88ca524664081e9ad9b07a350c5020816e9048,ega1.candidate.sha256.9ba9d95aadf9bde64de199a89b88ca524664081e9ad9b07a350c5020816e9048,ega1/ega1-10.tex,1294,105,I.10.10.9,\sref{I.10.10.9},sref,I.10.10.9,ega1.c01.cor.10-10-9,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.359d19572a6c228761ec8626ed0975dd52784de374e6892d08959c31891a3644,ega1.candidate.sha256.359d19572a6c228761ec8626ed0975dd52784de374e6892d08959c31891a3644,ega1/ega1-10.tex,1314,81,I.10.12.1,\sref{I.10.12.1},sref,I.10.12.1,ega1.c01.statement.10-12-1,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.3365f472e593540a6d77ff09c9a1f6f0193372743a984a3747d1e875226e31ee,ega1.candidate.sha256.3365f472e593540a6d77ff09c9a1f6f0193372743a984a3747d1e875226e31ee,ega1/ega1-10.tex,1325,42,I.10.12.3,\sref{I.10.12.3},sref,I.10.12.3,ega1.c01.thm.10-12-3,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.102b08d7939b3b9a29312181f5f6264984d3cafeaf39e685527d098561c74783,ega1.candidate.sha256.102b08d7939b3b9a29312181f5f6264984d3cafeaf39e685527d098561c74783,ega1/ega1-10.tex,1328,256,I.6.3.2,\sref{I.6.3.2},sref,I.6.3.2,ega1.c01.prop.6-3-2,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.7d8bbdaf8cd445abca67f0ca856a36916da648a81c8b9533a57a4de63902f396,ega1.candidate.sha256.7d8bbdaf8cd445abca67f0ca856a36916da648a81c8b9533a57a4de63902f396,ega1/ega1-10.tex,1329,4,I.5.1.9,\sref{I.5.1.9},sref,I.5.1.9,ega1.c01.prop.5-1-9,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.3c0bb2df6c807c3e112004c53d4cb2bd2958e89c69b2ff2305d8673aca47524c,ega1.candidate.sha256.3c0bb2df6c807c3e112004c53d4cb2bd2958e89c69b2ff2305d8673aca47524c,ega1/ega1-10.tex,1330,134,I.10.6.4,\sref{I.10.6.4},sref,I.10.6.4,ega1.c01.cor.10-6-4,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.77be95ebaf3497adf22c29c914c6c8538972a7958f34b0df13d56c50fc983ef8,ega1.candidate.sha256.77be95ebaf3497adf22c29c914c6c8538972a7958f34b0df13d56c50fc983ef8,ega1/ega1-10.tex,1335,172,I.10.10.9,\sref{I.10.10.9},sref,I.10.10.9,ega1.c01.cor.10-10-9,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.98e2bbbb36f39d26b380a8e0778f4669b4e2724e9d601099f9c6c421efd279ca,ega1.candidate.sha256.98e2bbbb36f39d26b380a8e0778f4669b4e2724e9d601099f9c6c421efd279ca,ega1/ega1-10.tex,1338,48,I.10.13.1,\sref{I.10.13.1},sref,I.10.13.1,ega1.c01.prop.10-13-1,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.207a7fd78419c0b2512d68ae4c13a99bc4b3496d4aeeb0d5dd5c486291a67daa,ega1.candidate.sha256.207a7fd78419c0b2512d68ae4c13a99bc4b3496d4aeeb0d5dd5c486291a67daa,ega1/ega1-10.tex,1342,22,I.10.13.1,\sref{I.10.13.1},sref,I.10.13.1,ega1.c01.prop.10-13-1,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.fbb9e403ed8bf7f1620a87386c99fe05dc5d90843910da82d29007f87362a831,ega1.candidate.sha256.fbb9e403ed8bf7f1620a87386c99fe05dc5d90843910da82d29007f87362a831,ega1/ega1-10.tex,1346,31,I.10.13.1,\sref{I.10.13.1},sref,I.10.13.1,ega1.c01.prop.10-13-1,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.36fb023babfed44c6ef380513b51fd619b9679dd66a9d83b752d324a10deaed9,ega1.candidate.sha256.36fb023babfed44c6ef380513b51fd619b9679dd66a9d83b752d324a10deaed9,ega1/ega1-10.tex,1346,52,I.6.3.2,\sref{I.6.3.2},sref,I.6.3.2,ega1.c01.prop.6-3-2,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.3754b6fd3633bde8e0a743dea683817e1fe3f917d411f7e699a3798341101dc3,ega1.candidate.sha256.3754b6fd3633bde8e0a743dea683817e1fe3f917d411f7e699a3798341101dc3,ega1/ega1-10.tex,1351,53,I.10.13.1,\sref{I.10.13.1},sref,I.10.13.1,ega1.c01.prop.10-13-1,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.6cf920136f17122653d5ec072cc68c18787c87eaf65f2843f47e949eb2df0f77,ega1.candidate.sha256.6cf920136f17122653d5ec072cc68c18787c87eaf65f2843f47e949eb2df0f77,ega1/ega1-10.tex,1361,22,I.10.13.1,\sref{I.10.13.1},sref,I.10.13.1,ega1.c01.prop.10-13-1,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.b8e47050d08c5033ed9e20074e8aafa0e6911e743ff350ed78074bf2d412d1b9,ega1.candidate.sha256.b8e47050d08c5033ed9e20074e8aafa0e6911e743ff350ed78074bf2d412d1b9,ega1/ega1-10.tex,1361,170,I.6.3.3,\sref{I.6.3.3},sref,I.6.3.3,ega1.c01.prop.6-3-3,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
ega1.application.sha256.32e30dfcc11c2a449f6038d690b07bb94d947eb3efd944862c7cfd2d204d02b9,ega1.candidate.sha256.32e30dfcc11c2a449f6038d690b07bb94d947eb3efd944862c7cfd2d204d02b9,ega1/ega1-10.tex,1361,239,I.10.10.9,\sref{I.10.10.9},sref,I.10.10.9,ega1.c01.cor.10-10-9,exact unique local source label,23B992C3542920EBA46A4BA6D0C8AA14022A551B7DE18873C92812358EC2331B,active_local_link
