edge_id,pdf_page,annotation_index,source_rectangle,visible_text,action_type,target_id,target_label,target_kind,target_page,status,pdf_sha256
ega1.edge.sha256.64eeae6b95354541344c024244f80efb0bedf48a208effbfb8a45883fe971282,94,16,"287.631,289.203,314.191,298.449","(4.1.4),",GoTo,ega1.c01.statement.4-1-4,I.4.1.4,statement,36,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.651678c99e64e8862eb3515baa7c91a0eb70818cfeba2d425af140ae54d1457b,94,17,"319.172,289.203,345.733,298.449",(6.1.1));,GoTo,ega1.c01.def.6-1-1,I.6.1.1,def,53,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.152dc22043c7d9dc652679da8c780123794bee28711450d26569519082f6651f,94,18,"92.989,225.996,119.549,235.242",((6.1.1),GoTo,ega1.c01.def.6-1-1,I.6.1.1,def,53,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.7ad068ddb3450726e363800647e0533e4fa1312e76145fe10bb69b9eb42b22ba,94,19,"462.636,200.89,489.196,210.136","(9.3.4),",GoTo,ega1.c01.prop.9-3-4,I.9.3.4,prop,78,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.63d162e907a9d2ac3f4bc75869068b079591bb68cd89a004f220634e574b3f83,94,20,"185.108,155.81,211.669,165.055",(9.1.1),GoTo,ega1.c01.prop.9-1-1,I.9.1.1,prop,75,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.ad8c533f16fff5bc5ce48b02b8b27e63713bd944fbded59166ea7f6b79e0a974,95,0,"173.61,274.474,200.171,283.719",(5.2.1).,GoTo,ega1.c01.prop.5-2-1,I.5.2.1,prop,45,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.eff75239e4955921f8e1c1c8fe0c34e620de72c8f573bbbb246e3465caa8a929,95,1,"262.727,239.698,294.268,248.943","(10.5.4),",GoTo,ega1.c01.prop.10-5-4,I.10.5.4,prop,89,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.0dc84a267af971718dc3302dd94d9055ad2a5f43ddc4915840166fffcfb886ab,95,2,"322.243,227.145,353.785,236.391","(10.8.5),",GoTo,ega1.c01.prop.10-8-5,I.10.8.5,prop,95,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.9b84b5cb393b9f0421dec52fe569a0fc9c2db02eae3f8f6f06dca735880f9e75,95,3,"208.749,187.24,240.291,196.485",(10.5.4),GoTo,ega1.c01.prop.10-5-4,I.10.5.4,prop,89,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.cad8d598fe19fd79c072eb692a7c6426ed478ff1b76749b492f476df392b0c9e,95,4,"263.518,187.24,290.078,196.485",(5.1.1).,GoTo,ega1.c01.prop.5-1-1,I.5.1.1,prop,42,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.89d2db80e617199e3bd5df4e5f910aed46c90bc1ac77d5de84a183b9ac96389a,95,5,"347.563,174.025,374.123,183.27","(6.1.2),",GoTo,ega1.c01.prop.6-1-2,I.6.1.2,prop,53,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.f2851d0f14ea94bff68f0c58a0b2ffee5f3ca7aee141deacf1bc8adfbcd12baf,95,6,"471.189,174.025,502.731,183.27",(10.6.4);,GoTo,ega1.c01.cor.10-6-4,I.10.6.4,cor,91,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.cf1df0d36b4dc46747f45ba890e8350e9165755b95831306f0bb45af2467e9ad,95,7,"260.509,161.472,287.069,170.717",(6.1.2).,GoTo,ega1.c01.prop.6-1-2,I.6.1.2,prop,53,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.ec34df7a2a0616d006ab033d84abbb71580a9bce5833b269f7b44f6ff90591d9,96,0,"126.523,524.713,153.083,533.958",((1.5.1),GoTo,ega1.c01.thm.1-5-1,I.1.5.1,thm,13,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.862d7bd5bd654b35d02e15d93e6ee538b3137aeb05b6369a4d83b9206880e642,96,1,"176.098,524.713,207.639,533.958",(1.3.11));,GoTo,ega1.c01.cor.1-3-11,I.1.3.11,cor,9,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.6ad3a86d27dd4c503d2d2e3cf672f2462be450bf1f6bc769190bed18f5017ae1,96,2,"123.534,484.706,155.076,493.951",(1.3.12);,GoTo,ega1.c01.cor.1-3-12,I.1.3.12,cor,9,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.9ed5565b866c8f9c5a5e6685fc719707af67ef5922c3916135422e0114236b54,96,3,"310.91,169.276,350.332,178.521","(10.8.8, i).",GoTo,ega1.c01.prop.10-8-8,I.10.8.8,prop,96,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.0d0d7a6009306411d14b8375c32e6301c1ee6be8edd2cf552bc8964b5d5f0c70,96,4,"421.684,51.883,453.225,61.128",(10.8.9).,GoTo,ega1.c01.cor.10-8-9,I.10.8.9,cor,96,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.06f59b5072937546c198243aabb0956ee86db65ad3fc8b568a51bc0504fa51b8,97,0,"381.713,527.625,425.437,536.87","((10.8.8, ii) ∩X′.",GoTo,ega1.c01.prop.10-8-8,I.10.8.8,prop,96,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.41423e5b0d33de533461e174ad924d1a286024ea3a9b421284b1d72cae26fabf,97,1,"311.774,489.764,348.297,499.009",(10.8.11),GoTo,ega1.c01.prop.10-8-11,I.10.8.11,prop,97,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.49745e6644d0e5a2cf64e2f2d03e830e487f798f0f8154b19e2a34baad4d5b4a,97,2,"412.078,489.764,438.638,499.009",(1.4.1).,GoTo,ega1.c01.thm.1-4-1,I.1.4.1,thm,11,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.f12a0abc033d3992f80fc708eea9c39e0723b1509f6d96c454c258bb3dcc432c,97,3,"187.045,438.593,229.576,447.838","(10.8.8, ii),",GoTo,ega1.c01.prop.10-8-8,I.10.8.8,prop,96,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.94019fc81642382884bbc8d8ce519540be9d19fe86065d5b8be96fa341068140,97,4,"211.952,413.487,255.947,422.732","HomOX(F, ((10.8.10.2)",GoTo,ega1.c01.cor.10-8-10-2,I.10.8.10.2,cor,96,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.de4e7034902075c78b06189b1e252d423551e13193b199104af9946c62b4466f,97,5,"485.478,413.487,522.001,422.732",(10.8.11),GoTo,ega1.c01.prop.10-8-11,I.10.8.11,prop,97,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.093a493359c11540cf828e84cce38ea411fa301f03640c26e834532034269e8f,97,6,"290.906,322.959,330.328,332.204","(10.8.8, i)",GoTo,ega1.c01.prop.10-8-8,I.10.8.8,prop,96,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.85742c0ebaef65f37da799c86ba84f57d9af053990d6a7e2b3d17b52bc4ad596,97,7,"432.196,270.786,468.719,280.032",(10.8.13).,GoTo,ega1.c01.cor.10-8-13,I.10.8.13,cor,97,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.f99e500c68a98d02457b419536d5e315708ab81ef066c4e92714eb71b3aaedfa,97,8,"103.831,169.162,130.392,178.407","(5.2.1),",GoTo,ega1.c01.prop.5-2-1,I.5.2.1,prop,45,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.8f2404774da78792fc6be150fe247589933c93019362732ba42f4a84136f00bf,97,9,"411.207,169.162,437.767,178.407","(5.2.4). X′ (X′,",GoTo,ega1.c01.cor.5-2-4,I.5.2.4,cor,46,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.3b928d70152a46b3c39381d834e2a70b3e98448e87b18d506d097cdf175560d8,97,10,"332.511,156.455,359.072,165.7","(4.4.6), X′ →Y′",GoTo,ega1.c01.cor.4-4-6,I.4.4.6,cor,41,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.4c4f708c3039e26f2993b684971c4a0086b9b030fbf7035acdd57e3a6cd54497,97,11,"334.986,130.211,366.528,139.456",(10.6.8),GoTo,ega1.c01.statement.10-6-8,I.10.6.8,statement,92,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.fd43a3d8f0fe8e0c7412f1788e581d2b8bcbb5ca40653667ffd83159da2824a6,97,12,"495.44,65.462,522.001,74.707",((4.4.6),GoTo,ega1.c01.cor.4-4-6,I.4.4.6,cor,41,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.6f87ebfd797890bcdcfb17c8115c4e95fca5c91afb65c7713ff5742a4597351e,97,13,"109.646,51.883,136.206,61.128",(1.7.4));,GoTo,ega1.c01.cor.1-7-4,I.1.7.4,cor,16,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.d1e383a35ef956007eaaf06d90d02a51e3f6b09bd135f83b2c743ba45da03378,97,14,"301.227,51.883,332.769,61.128",(10.2.2),GoTo,ega1.c01.prop.10-2-2,I.10.2.2,prop,85,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.69468015ebda006a8f7ca63ccc37df3512b517e6aa83b417edc6dc34b9dafa2e,98,0,"182.098,712.339,213.64,721.584",(10.6.8);,GoTo,ega1.c01.statement.10-6-8,I.10.6.8,statement,92,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e8c25a77a2726e88dcc4e9f085ea5df9239959a461aa4cc8387240707a46321f,98,1,"115.265,687.031,146.807,696.276",(10.8.2).,GoTo,ega1.c01.lem.10-8-2,I.10.8.2,lem,94,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.5020db1635bdecb89b46979a104d912295cf6ff255ac353094be1d0ca195d02e,98,2,"388.199,555.724,419.74,564.969",(10.8.7).,GoTo,ega1.c01.statement.10-8-7,I.10.8.7,statement,95,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.92a476049347c4376083eb2fcafc5da2f81dee79b9c9a9f66e588702ee2e5b35,98,3,"148.819,511.456,180.361,520.701",(10.9.1),GoTo,ega1.c01.statement.10-9-1,I.10.9.1,statement,97,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.1454f6490991dc95ba18b4b4c7487cdd3ecac82142aa97f8b27e170f02eb3048,98,4,"223.454,397.873,250.014,407.118",(6.3.3).,GoTo,ega1.c01.prop.6-3-3,I.6.3.3,prop,56,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.2cc49f7b85c3c729df9e93b39090aa5a7a79a2dbfd55afe367895ab6d7f71231,98,5,"278.765,385.32,305.325,394.565","(1.7.3),",GoTo,ega1.c01.thm.1-7-3,I.1.7.3,thm,15,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.5fee24fd5d2c18ecdb2f3d0d272a6032baca67a45304d1286e9e01b2e113c286,98,6,"144.575,360.214,181.098,369.459",(10.8.11),GoTo,ega1.c01.prop.10-8-11,I.10.8.11,prop,97,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.ba04692d2f1ddf9c6877da942e2d7209e77e59d0f36e4eb07da7f4655c2376af,98,7,"324.04,310.002,361.669,319.247","(1.4.1, d)",GoTo,ega1.c01.thm.1-4-1,I.1.4.1,thm,11,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.d5020ac2cda29ebfcffb2b75152bc4e298a628650a72661f98d363ca8091dfe1,98,8,"297.508,291.471,329.05,300.717","(10.9.1),",GoTo,ega1.c01.statement.10-9-1,I.10.9.1,statement,97,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.8c6a796ce635b4848f0ad7f290c00ce30e80fcdab3483556682ac28a6422e917,98,9,"489.213,241.191,520.755,250.436","(10.8.8),",GoTo,ega1.c01.prop.10-8-8,I.10.8.8,prop,96,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e064aeafcb830110322fbbb0547155d4621ff9ac8f9c89e9a814b966c1a93b26,98,10,"461.433,228.638,492.975,237.883",Y(G (10.9.2).,GoTo,ega1.c01.statement.10-9-2,I.10.9.2,statement,98,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.7e6a0391285a830cf957b237ca470d4d8b88efaac856ad731e795d78955ffb6b,98,11,"90.0,170.745,121.542,179.99","(10.9.5),",GoTo,ega1.c01.prop.10-9-5,I.10.9.5,prop,98,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.09879a23a6a3952d4ec0a01b77dabc6e6141f18d4e7ed1561c99a79159388f71,99,0,"490.459,626.9,522.001,636.145",(10.7.2),GoTo,ega1.c01.prop.10-7-2,I.10.7.2,prop,93,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.1eb8f0b616f16c66940ffa146340b8cb0506e0073e2fc8d74861d85113ad0a8c,99,1,"255.976,328.177,287.517,337.422","(10.9.7),",GoTo,ega1.c01.prop.10-9-7,I.10.9.7,prop,98,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.a2fcfc7d6c5fc4cd461e789270b19550f26c24795fb7de3d273141268f854575,99,2,"285.965,305.186,305.054,314.431","(3.1),",GoTo,ega1.c01.subsec.3-1,subsection:I.3.1,subsec,24,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.2079ae6de39e696d31ac8a370a677b274f5303e8dd856ac5850e1876342e95a7,99,3,"90.0,224.252,121.542,233.497",(10.1.2).,GoTo,ega1.c01.def.10-1-2,I.10.1.2,def,84,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.1d1911f98156e0629acacc1a1e50c03bf352994b93f17e5ddf7bf1d1f4c5f650,99,4,"232.208,224.252,263.749,233.497",(10.1.2),GoTo,ega1.c01.def.10-1-2,I.10.1.2,def,84,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.ff687d9591b1fe43727a13c31572de42a97fc09dec28ae8d4448f0fb5ed71e83,99,5,"285.415,224.252,316.956,233.497",(10.8.4),GoTo,ega1.c01.def.10-8-4,I.10.8.4,def,94,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.538e639b2f7df131817fe930c2ef9807206ebb9488e18700e1430d8b74a46699,99,6,"296.574,173.378,323.135,182.623",(1.5.1);,GoTo,ega1.c01.thm.1-5-1,I.1.5.1,thm,13,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.b066807f85773e0a63eb9f5bb71587ecef9af3c8e279107d617567432f10d6ee,100,0,"416.584,630.508,443.145,639.754",(1.3.5),GoTo,ega1.c01.prop.1-3-5,I.1.3.5,prop,7,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e5955cb813bcb0420032d9dae5faafe7b18ed33cb96e3a91e260fad6f3604f73,100,1,"489.712,630.508,521.253,639.754",(10.8.8).,GoTo,ega1.c01.prop.10-8-8,I.10.8.8,prop,96,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.2435676f4c495c75a34076db660c023334f04040f7d1824edb7b4bb6adf5dacb,100,2,"396.167,592.018,440.161,601.263",(10.10.2.1),GoTo,ega1.c01.eq.10-10-2-1,I.10.10.2.1,eq,100,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.f83f17995e6117786a704d8d138dcbed2851bb16864b416e2e84f080f39b86ef,100,3,"475.684,592.018,519.679,601.263",(10.10.2.2)),GoTo,ega1.c01.eq.10-10-2-2,I.10.10.2.2,eq,100,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.7e810b9f74ecabbdfb307317e305a50045e6dfee00e6c20b45cf6e47d44af7d3,100,4,"316.562,579.465,356.914,588.71","(1.3.12, i)",GoTo,ega1.c01.cor.1-3-12,I.1.3.12,cor,9,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.7e012cc8e3f83d6612293c600bb6b002b469d5af2dd13e7dc9a031efc9a3ca68,100,5,"380.621,579.465,424.616,588.71",(10.8.10.1),GoTo,ega1.c01.cor.10-8-10-1,I.10.8.10.1,cor,96,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.785fa484b59aa809515500c18c1b197101fd277baf567b7ce13ad3e44e31da9a,100,6,"458.462,579.465,501.713,588.71","(1.3.12, ii)",GoTo,ega1.c01.cor.1-3-12,I.1.3.12,cor,9,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.c523bc6173827a013aca5b4c3bada883fa0676abac2b84a3abed40e643545213,100,7,"90.0,566.912,133.995,576.157",(10.8.10.2)).,GoTo,ega1.c01.cor.10-8-10-2,I.10.8.10.2,cor,96,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.6b475bee0833a493d8afad26bde8be83bdf9118096f49febe6e130a9d00c5a5a,100,8,"393.985,554.156,437.98,563.401","(10.10.2.2),",GoTo,ega1.c01.eq.10-10-2-2,I.10.10.2.2,eq,100,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.466dca11e772742dfc923c62fd628cae699658970dd8254ec4501723a744bc03,100,9,"180.151,541.603,224.146,550.848",(10.10.2.3),GoTo,ega1.c01.eq.10-10-2-3,I.10.10.2.3,eq,100,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.2955fdc92ba73f4da9ceaf6b1fc7eaabe8b8ddfaf527b43e0e191c94d8e0afa3,100,10,"233.284,523.072,269.807,532.318",(10.10.2),GoTo,ega1.c01.prop.10-10-2,I.10.10.2,prop,99,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.06a109eca58386bc62a1bbc41c88bd326b06da7d351915d7f8f274b99e59658d,100,11,"495.44,523.072,522.001,532.318",(1.3.7),GoTo,ega1.c01.thm.1-3-7,I.1.3.7,thm,8,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.985c84c215641f4d4071506d2154d1ac01e67f6b31b0b6d9404dc983ac1e3230,100,12,"153.8,510.519,185.342,519.765","(1.3.12),",GoTo,ega1.c01.cor.1-3-12,I.1.3.12,cor,9,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.263d993e045036a81f6f25e4300a00bb31d43421f31c14eebe692df9851e3a56,100,13,"114.987,472.414,146.528,481.659","(10.3.1),",GoTo,ega1.c01.statement.10-3-1,I.10.3.1,statement,86,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.c150cc53c938fd05ce6ead9f85a77bce0fcc14ec4ae8517811b24212d94f0930,100,14,"165.049,472.414,196.591,481.659",(10.3.2).,GoTo,ega1.c01.statement.10-3-2,I.10.3.2,statement,86,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.65d00f0bf5dd562a3b61f5fac4e715161dc8ae8836b8283d8317d5756f25cba7,100,15,"301.186,454.655,337.709,463.9","(10.10.1),",GoTo,ega1.c01.statement.10-10-1,I.10.10.1,statement,99,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.f40b173699f5656e6054be24de878e32cfcb1eb6f4ca8c34186cbf2cb02f91e9,100,16,"213.356,424.034,244.897,433.279",(10.1.4),GoTo,ega1.c01.prop.10-1-4,I.10.1.4,prop,84,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.f84f050341bf483dfb0fb62f456c0e9111cce9e9f67c56187d96348cdb7b2ac2,100,17,"101.821,398.246,138.344,407.491",(10.10.2);,GoTo,ega1.c01.prop.10-10-2,I.10.10.2,prop,99,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.578d22a58c9543cb12b766b744ffc0b25c5c2abfa48f493a467b94448c0c3cc0,100,18,"485.477,383.994,522.0,393.24",(10.10.2),GoTo,ega1.c01.prop.10-10-2,I.10.10.2,prop,99,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.418d36bc5d9c5d885129d94fed0e73c8df6118350297faffbef1658caad4b292,100,19,"90.0,296.865,121.542,306.111",(10.6.3).,GoTo,ega1.c01.prop.10-6-3,I.10.6.3,prop,91,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.793e87e38fa305f30323a8485d06d4bc18f10f8b6092f64af254c8c639018aaf,100,20,"312.05,279.106,348.573,288.351","(10.10.1),",GoTo,ega1.c01.statement.10-10-1,I.10.10.1,statement,99,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.3b6d468363a54e3cebe97a52107d1d968565d9e8d489b595d8e5aafc242ae413,100,21,"283.575,239.355,315.117,248.6",(10.6.6),GoTo,ega1.c01.rem.10-6-6,I.10.6.6,rem,92,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.624559bf3f3c63b30a48fa3e15ca569f8355d42097ff22707a93c6da279f2db0,100,22,"123.534,201.553,167.938,210.798","(10.10.2, i))",GoTo,ega1.c01.prop.10-10-2,I.10.10.2,prop,99,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.217c73e9130c88e1b8f6d3ef85d671f3deb6e3ffdf82213bf690d1840e666a28,100,23,"377.181,170.358,403.742,179.604",(1.6.5);,GoTo,ega1.c01.prop.1-6-5,I.1.6.5,prop,14,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.e9bef583a68e609d225bf3b5b58e7e85b944c61f0fce4423a8767e3a39eee927,100,24,"482.31,119.484,513.852,128.729",(10.8.4).,GoTo,ega1.c01.def.10-8-4,I.10.8.4,def,94,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.56d5d7a2257cb0d25cd7c8e5e2c7c533f910cbfdf593027d53ab16b7a0565e5c,100,25,"489.213,92.155,520.755,101.4",(10.8.4);,GoTo,ega1.c01.def.10-8-4,I.10.8.4,def,94,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.a51bb1b595226e238ba278b27d91cf072428e4eebc9c68b10b0121d65267b144,100,26,"418.488,51.883,455.011,61.128",(10.10.2),GoTo,ega1.c01.prop.10-10-2,I.10.10.2,prop,99,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
ega1.edge.sha256.c436b1dd2747c603ebd290bf2232aedddbe20742cf559c48dc15e32569870227,101,0,"470.391,725.92,506.914,735.166","(10.10.3),",GoTo,ega1.c01.prop.10-10-3,I.10.10.3,prop,100,active_resolved,0DC301F1998AA4E6A97ABD92197BB94A3F7FBEE1847261CC7BB69E0F8E6D8C58
