application_id,candidate_id,source_relpath,source_line,source_column,visible_text,original_tex,applied_tex,reference_form,target_label,target_id,resolution_basis,status
ega1.application.sha256.76f508932bbfeee0d9d41d9ce52ce58241aa28ef3ef45f4a153d71d9fba47ab9,ega1.candidate.sha256.76f508932bbfeee0d9d41d9ce52ce58241aa28ef3ef45f4a153d71d9fba47ab9,ega1/ega1-backmatter-index-terminology.tex,272,44,4.1.3,4.1.3,\hyperref[I.4.1.3]{4.1.3},backmatter_index_locator,I.4.1.3,ega1.c01.def.4-1-3,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.3e0ae40f2c97642b96cd537d2e61c48c63aad92d9136ae1a2cff1d01878d68c4,ega1.candidate.sha256.3e0ae40f2c97642b96cd537d2e61c48c63aad92d9136ae1a2cff1d01878d68c4,ega1/ega1-backmatter-index-terminology.tex,273,73,4.1.2,4.1.2,\hyperref[I.4.1.2]{4.1.2},backmatter_index_locator,I.4.1.2,ega1.c01.prop.4-1-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.ce70fb00fe245830b2c02c820c19203fc7e7f3458d66ec2fa26f0ba4a1aa79ec,ega1.candidate.sha256.ce70fb00fe245830b2c02c820c19203fc7e7f3458d66ec2fa26f0ba4a1aa79ec,ega1/ega1-backmatter-index-terminology.tex,274,51,10.14.2,10.14.2,\hyperref[I.10.14.2]{10.14.2},backmatter_index_locator,I.10.14.2,ega1.c01.def.10-14-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.8ab364628bdd8283de7f09f816a061c0f48a866e9971cb6a94a294fabce19dc5,ega1.candidate.sha256.8ab364628bdd8283de7f09f816a061c0f48a866e9971cb6a94a294fabce19dc5,ega1/ega1-backmatter-index-terminology.tex,276,43,1.1.1,1.1.1,\hyperref[I.1.1.1]{1.1.1},backmatter_index_locator,I.1.1.1,ega1.c01.statement.1-1-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.7840b2b57e9568b32971dcf59729f8a501b2b08154e90b75868853b22a5dbb81,ega1.candidate.sha256.7840b2b57e9568b32971dcf59729f8a501b2b08154e90b75868853b22a5dbb81,ega1/ega1-backmatter-index-terminology.tex,277,62,10.1.2,10.1.2,\hyperref[I.10.1.2]{10.1.2},backmatter_index_locator,I.10.1.2,ega1.c01.def.10-1-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.f5f317a785caae69b6042a65854b8390b52847c421e5600cbbbc169583975c88,ega1.candidate.sha256.f5f317a785caae69b6042a65854b8390b52847c421e5600cbbbc169583975c88,ega1/ega1-backmatter-index-terminology.tex,280,67,10.3.6,10.3.6,\hyperref[I.10.3.6]{10.3.6},backmatter_index_locator,I.10.3.6,ega1.c01.prop.10-3-6,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.97c6b63ea80c712d39737f990259b8bb97905c6ecbfb2488e93e9ef232de8e6e,ega1.candidate.sha256.97c6b63ea80c712d39737f990259b8bb97905c6ecbfb2488e93e9ef232de8e6e,ega1/ega1-backmatter-index-terminology.tex,280,78,10.5.1,10.5.1,\hyperref[I.10.5.1]{10.5.1},backmatter_index_locator,I.10.5.1,ega1.c01.statement.10-5-1,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.5e098aafbaa49fd6c48dcb8e1fac9312d25d2bee21de53f50987cb0885b24da1,ega1.candidate.sha256.5e098aafbaa49fd6c48dcb8e1fac9312d25d2bee21de53f50987cb0885b24da1,ega1/ega1-backmatter-index-terminology.tex,281,60,10.12.2,10.12.2,\hyperref[I.10.12.2]{10.12.2},backmatter_index_locator,I.10.12.2,ega1.c01.statement.10-12-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.766c142666fc4996bf4ce84f1be3b7ad9c5e906d7dbbb40b74928e2502f7c2f0,ega1.candidate.sha256.766c142666fc4996bf4ce84f1be3b7ad9c5e906d7dbbb40b74928e2502f7c2f0,ega1/ega1-backmatter-index-terminology.tex,284,42,1.1.2,1.1.2,\hyperref[I.1.1.2]{1.1.2},backmatter_index_locator,I.1.1.2,ega1.c01.prop.1-1-2,explicit EGA I locator and unique exact local statement label,applied
ega1.application.sha256.9c69442da1ea49fac7feeb7a8ff3ef2b0535ac2af0f54177de383eeb20d501ef,ega1.candidate.sha256.9c69442da1ea49fac7feeb7a8ff3ef2b0535ac2af0f54177de383eeb20d501ef,ega1/ega1-backmatter-index-terminology.tex,285,65,2.4.8,2.4.8,\hyperref[I.2.4.8]{2.4.8},backmatter_index_locator,I.2.4.8,ega1.c01.rem.2-4-8,explicit EGA I locator and unique exact local statement label,applied
