rule_id,category,source_input_id,remote_path,local_path,source_sha256,line,signal_excerpt,required_application,boundary
C7FB-RULE-0216,authority-boundary,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,926,## Page 16: Canonical Minimum Package Examples,preserve noncanonical/no-review/no-approval/no-completion labels,source signal for coordination/support only
C7FB-RULE-0218,marker-table,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,954,glossary/,"route as interlinear scaffold support, not approved bridge surface",source signal for coordination/support only
C7FB-RULE-0220,marginal-intelligibility,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,970,marginal_intelligibility_ledger.csv,require marginal-intelligibility notes before draft terminology choices,source signal for coordination/support only
C7FB-RULE-0221,adverse-evidence,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,971,false_friend_ledger.csv,check false-friend/do-not-use/adverse rows before drafts,source signal for coordination/support only
C7FB-RULE-0222,adverse-evidence,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,972,adverse_evidence_ledger.csv,check false-friend/do-not-use/adverse rows before drafts,source signal for coordination/support only
C7FB-RULE-0231,source-use,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,1031,"- ""I do not want to touch big files."" Split and hash them.",require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0232,authority-boundary,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,1039,3. You are about to claim completion without source audit.,preserve noncanonical/no-review/no-approval/no-completion labels,source signal for coordination/support only
C7FB-RULE-0233,source-use,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,1041,5. You are about to omit bodies because a pointer exists.,require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0235,authority-boundary,C7FB-IN-006,SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,61D856AE2F55D1789E66D9773B2234C6E2D6D2B1A34924E1369B868ED990B16E,1050,## Final Instruction,preserve noncanonical/no-review/no-approval/no-completion labels,source signal for coordination/support only
C7FB-RULE-0236,adverse-evidence,C7FB-IN-007,coordination/OTHER_PC_ACTIVE_DISPATCH_BOARD_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\007__coordination__OTHER_PC_ACTIVE_DISPATCH_BOARD_20260705.md,1EABDE25050C15EC3EA019036F94D9444E20DA95AB6DF90CD59E3D02E050BF02,27,| Session | Machine | Lane | Current task | Last output path | Logbook path | Blocker | Next action | Last checked |,check false-friend/do-not-use/adverse rows before drafts,source signal for coordination/support only
C7FB-RULE-0237,normalization,C7FB-IN-007,coordination/OTHER_PC_ACTIVE_DISPATCH_BOARD_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\007__coordination__OTHER_PC_ACTIVE_DISPATCH_BOARD_20260705.md,1EABDE25050C15EC3EA019036F94D9444E20DA95AB6DF90CD59E3D02E050BF02,35,1. Collect literal TeX/source-body corpora for one language or script.,apply normalization/script/register rules as draft constraints,source signal for coordination/support only
C7FB-RULE-0239,source-use,C7FB-IN-007,coordination/OTHER_PC_ACTIVE_DISPATCH_BOARD_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\007__coordination__OTHER_PC_ACTIVE_DISPATCH_BOARD_20260705.md,1EABDE25050C15EC3EA019036F94D9444E20DA95AB6DF90CD59E3D02E050BF02,39,5. Repair interlanguage/Interslavic choices that fail source-use or dominance-collapse checks.,require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0240,source-use,C7FB-IN-007,coordination/OTHER_PC_ACTIVE_DISPATCH_BOARD_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\007__coordination__OTHER_PC_ACTIVE_DISPATCH_BOARD_20260705.md,1EABDE25050C15EC3EA019036F94D9444E20DA95AB6DF90CD59E3D02E050BF02,76,- SHA256 hashes;,require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0241,adverse-evidence,C7FB-IN-007,coordination/OTHER_PC_ACTIVE_DISPATCH_BOARD_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\007__coordination__OTHER_PC_ACTIVE_DISPATCH_BOARD_20260705.md,1EABDE25050C15EC3EA019036F94D9444E20DA95AB6DF90CD59E3D02E050BF02,78,- blockers;,check false-friend/do-not-use/adverse rows before drafts,source signal for coordination/support only
C7FB-RULE-0242,source-use,C7FB-IN-008,coordination/OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\008__coordination__OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,76139E34EFCD7E763FA8702A6E39D873A9FC50A88EE13776E6BF169AFA93FF51,5,"This directive is for the other Codex/AI sessions working on the Noether, interlanguage, Interslavic, Slavic, CJK, Arabic/RTL, Romance, Persianate/Tajik, Pan-Turkic, Indigenous/Creole/Sign, Malay/SEA/Pacific, Africa/Horn/West, and related s",require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0244,normalization,C7FB-IN-008,coordination/OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\008__coordination__OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,76139E34EFCD7E763FA8702A6E39D873A9FC50A88EE13776E6BF169AFA93FF51,51,- collect full TeX/source-body corpora for one language or script;,apply normalization/script/register rules as draft constraints,source signal for coordination/support only
C7FB-RULE-0247,adverse-evidence,C7FB-IN-008,coordination/OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\008__coordination__OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,76139E34EFCD7E763FA8702A6E39D873A9FC50A88EE13776E6BF169AFA93FF51,76,- blockers;,check false-friend/do-not-use/adverse rows before drafts,source signal for coordination/support only
C7FB-RULE-0248,source-use,C7FB-IN-008,coordination/OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\008__coordination__OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,76139E34EFCD7E763FA8702A6E39D873A9FC50A88EE13776E6BF169AFA93FF51,86,## Source Body Requirement,require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0249,source-use,C7FB-IN-008,coordination/OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\008__coordination__OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,76139E34EFCD7E763FA8702A6E39D873A9FC50A88EE13776E6BF169AFA93FF51,99,"Do not provide only indexes, checksum ledgers, source-canon tables, URL lists, or access notes when file bodies exist. Those are useful, but they do not satisfy the source-body task.",require source-canon/source-body path/hash/access label or explicit gap,source signal for coordination/support only
C7FB-RULE-0251,marginal-intelligibility,C7FB-IN-008,coordination/OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_WHOLE_CORPUS_C7FB7E_CONTINUATION_20260706\branch_inputs\008__coordination__OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,76139E34EFCD7E763FA8702A6E39D873A9FC50A88EE13776E6BF169AFA93FF51,116,- marginal-intelligibility ledger;,require marginal-intelligibility notes before draft terminology choices,source signal for coordination/support only
