decision_id,record_revision,supersedes,component_id,source_unit_record_id,evidence_class,authority_role,source_tex_lines,printed_volume_pages,physical_source_pdf_pages,recomposed_running_pages,source_locator,target_locator,source_term_or_delta,chosen_english_or_action,normalization_class,beneficial_convention,adverse_delta,rejected_alternative,rationale,decision,status,confidence,cross_references,continuation_cursor,review_state,closure_id
SGA2-V-CUM-TERM-0119,1,,SGA2-V-C09,SGA2-V3-III-TERM-008,boundary_choice,corrected_french_tex,1990-2005,68-69,60,52,French lines2005-2007,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: document end,line2006 blank and continuation line2007,stop after the dimension equality without QED,bounded_unit_control,,prevents false closure,complete item iii here,item iii continues with representability and associated-prime argument,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0120,1,,SGA2-V-C09,SGA2-V3-III-TERM-009,editorial_branch_precision,corrected_french_tex_plus_direct_compiled_pdf,1990-2005,68-69,60,52,French line1994 and direct printed69,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: inference clause,compiled ade versus active corrected de,translate the active corrected branch as taking equation22 into account,annotated_branch_adjudication,,the compiled annotated PDF concatenates rejected a and active de as ade,translate the visible concatenation literally,current corrected TeX marks de as the active branch and the English phrase is unambiguous,retain independently reviewed bounded choice,confirmed_independent_review,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0121,1,,SGA2-V-C09,SGA2-V3-III-TERM-010,independent_review_closure,corrected_french_tex_plus_direct_compiled_pdf,1990-2005,68-69,60,52,French lines1990-2005 and physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: complete bounded target,all terminology notation register and boundary decisions,retain every production choice with no mathematical-body correction,independent_bounded_seal,,none,claim cumulative publication or proof closure,direct independent source formula render and machine-evidence review passed,retain independently reviewed bounded choice,confirmed_independent_review,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0122,1,,SGA2-V-C10,SGA2-V3-IIIC-TERM-001,terminology,corrected_french_tex,2007-2019,69,61,53,French line2007,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: opening sentence,exact a gauche,left exact,standard_category_theory,,none,exact on the left,established English mathematical term,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0123,1,,SGA2-V-C10,SGA2-V3-IIIC-TERM-002,notation,corrected_french_tex,2007-2019,69,61,53,French line2007,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: opening sentence,category C-Y circle,category C-Y superscript circle,source_notation_preservation,,none,category C-Y without variance marker,preserves source opposite-category notation,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0124,1,,SGA2-V-C10,SGA2-V3-IIIC-TERM-003,terminology,corrected_french_tex,2007-2019,69,61,53,French line2007,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: representability sentence,isomorphisme de foncteurs en M-prime,isomorphism of functors in M-prime,standard_category_theory,,none,isomorphism depending on M-prime,preserves natural-functor register,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0125,1,,SGA2-V-C10,SGA2-V3-IIIC-TERM-004,notation,corrected_french_tex_plus_direct_compiled_pdf,2007-2019,69,61,53,French lines2007-2010,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: first display,Ext equals Hom under isomorphism prose,retain equality sign after explicit isomorphism wording,source_notation_preservation,,source uses equality convention,replace with isomorphism symbol without ledger,preserves exact displayed authority while prose supplies semantics,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0126,1,,SGA2-V-C10,SGA2-V3-IIIC-TERM-005,terminology,corrected_french_tex,2007-2019,69,61,53,French line2012,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: second paragraph,composantes irreductibles de dimension maximum,irreducible components of maximum dimension,standard_algebraic_geometry,,none,maximal irreducible components,the source qualifies dimension not inclusion,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0127,1,,SGA2-V-C10,SGA2-V3-IIIC-TERM-006,register,corrected_french_tex,2007-2019,69,61,53,French line2012,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: equivalence sentence,On va voir que l'assertion est equivalente,We shall see that the assertion is equivalent,standard_proof_register,,none,We will prove that,preserves prospective source register without overclaim,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0128,1,,SGA2-V-C10,SGA2-V3-IIIC-TERM-007,editorial_branch,corrected_french_tex,2007-2019,69,61,53,French line2012,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: forward implication,sisi dimpt M-prime equals n dim(M-prime) equals n,select dim(M-prime) equals n,corrected_rescribe_branch,,rejected typographic macro form,retain dimpt control command,current workpass corrected branch and direct PDF agree,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0129,1,,SGA2-V-C10,SGA2-V3-IIIC-TERM-008,editorial_branch,corrected_french_tex_plus_direct_compiled_pdf,2007-2019,69,61,53,French line2018,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: closing identity,Ass sisi H Ass(H),select Ass(H),corrected_rescribe_branch,,rejected malformed dot form,retain Ass.H,current workpass corrected branch and direct PDF agree,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0130,1,,SGA2-V-C10,SGA2-V3-IIIC-TERM-009,boundary_choice,corrected_french_tex,2007-2019,69,61,53,French lines2019-2021,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: document end,end enumerate line2019 blank line2020 lemma line2021,complete item iii prose and stop before Lemma3.3 without theorem QED,bounded_unit_control,,prevents false theorem-proof closure,include lemma or close theorem proof,this is the exact structural boundary,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0131,1,,SGA2-V-C10,SGA2-V3-IIIC-TERM-010,independent_review_closure,corrected_french_tex_plus_fresh_direct_compiled_pdf,2007-2019,69,61,53,French lines2007-2019 and fresh physical61,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: complete target body and authority banner,complete English register notation and bounded-review disclosure,preserve every accepted term symbol and formula and replace only the stale pending-review disclosure,independent_bounded_seal,,no English mathematical-body correction,alter source register notation formula structure or claim cumulative public certified status,direct bilingual formula build render and machine-evidence review passed,retain independently reviewed bounded choice,independently_source_reviewed_sealed_bounded_unit,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0132,1,,SGA2-V-C11,SGA2-V33-TERM-001,terminology,corrected_french_tex,2021-2038,69-70,61,53,French line2021,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: lemma opening,partie ferme de X,closed subset of X,standard_topology,,source adjective agreement typo,closed part of X,idiomatic established mathematical English,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0133,1,,SGA2-V-C11,SGA2-V33-TERM-002,notation,corrected_french_tex,2021-2038,69-70,61,53,French line2021,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: functor display,Ab category,bold Ab,SGA2_notation_consistency,,none,plain text Ab,matches established SGA2 English macro convention,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0134,1,,SGA2-V-C11,SGA2-V33-TERM-003,terminology,corrected_french_tex,2021-2038,69-70,61,53,French line2021,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: lemma opening,foncteur exact a gauche,left exact functor,standard_category_theory,,none,functor exact on the left,established English term,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0135,1,,SGA2-V-C11,SGA2-V33-TERM-004,terminology,corrected_french_tex,2021-2038,69-70,61,53,French line2021,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: lemma conclusion,representable par un module H,representable by a module H,standard_category_theory,,none,represented with H,preserves categorical claim,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0136,1,,SGA2-V-C11,SGA2-V33-TERM-005,editorial_branch,corrected_french_tex_plus_direct_compiled_pdf,2021-2038,69-70,61,53,French line2021,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: associated-prime display,Ass sisi .H Ass(H),select Ass(H),corrected_rescribe_branch,,rejected malformed dot form,retain Ass.H,current workpass corrected branch and direct PDF agree,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0137,1,,SGA2-V-C11,SGA2-V33-TERM-006,notation,corrected_french_tex_plus_direct_compiled_pdf,2021-2038,69-70,61,53,French line2025,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: first proof display,closure of singleton y,retain overline of singleton y,source_notation_preservation,,candidate loses closure bar,bare singleton y,the closure is mathematically material and visibly present in both French controls,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0138,1,,SGA2-V-C11,SGA2-V33-TERM-007,editorial_branch,corrected_french_tex,2021-2038,69-70,61,53,French line2025,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: first proof case,T of M sisi close-parenthesis empty then y,select T(M(y)),corrected_rescribe_branch,,rejected malformed T(M)(y),retain rejected branch,current workpass selects well-formed function argument,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0139,1,,SGA2-V-C11,SGA2-V33-TERM-008,editorial_branch,corrected_french_tex,2021-2038,69-70,61,53,French line2031,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: third proof display,Supp of M sisi empty (y),select Supp(M(y)),corrected_rescribe_branch,,rejected missing argument,omit y,current workpass selects complete module argument,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0140,1,,SGA2-V-C11,SGA2-V33-TERM-009,boundary_choice,corrected_french_tex_plus_direct_compiled_pdf,2021-2038,69-70,61,53,French lines2034-2038,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: proof ending,one printed QED then skipqed outer closure,print one Q.E.D. and record theorem proof closure without second mark,bounded_structure_control,,prevents duplicate or missing closure,print a second QED for theorem3.1,direct PDF shows one mark while source structure closes both proofs,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0141,1,,SGA2-V-C11,SGA2-V33-TERM-010,review_state_disclosure,independent_review_control,2021-2038,69-70,61,53,pre-review authority banner,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 600-635; component SGA2-V-C11; inherited locator: post-review authority banner,self-audited production draft pending independent source review,bounded unit independently reviewed and sealed internally; cumulative integration and publication review pending,status_accuracy,,no mathematical-body change,leave stale pending-review language or overclaim publication readiness,the artifact disclosure must match the completed bounded gate without enlarging its scope,retain independently reviewed bounded choice,applied_independent_seal,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0142,1,,SGA2-V-C12,SGA2-V34-TERM-001,terminology,corrected_french_tex,2040-2074,70,61-62,53-54,French line2041,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: example statement,anneau noetherien,noetherian ring,US_SGA_register,,none,Noetherian ring,established lane capitalization policy,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0143,1,,SGA2-V-C12,SGA2-V34-TERM-002,terminology,corrected_french_tex,2040-2074,70,61-62,53-54,French line2041,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: example statement,partie fermee,closed subset,standard_topology,,none,closed part,idiomatic mathematical English,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0144,1,,SGA2-V-C12,SGA2-V34-TERM-003,terminology,corrected_french_tex,2040-2074,70,61-62,53-54,French line2041,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: example statement,composante irreductible,irreducible component,standard_algebraic_geometry,,none,irreducible piece,established English term,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0145,1,,SGA2-V-C12,SGA2-V34-TERM-004,editorial_branch,corrected_french_tex,2040-2074,70,61-62,53-54,French line2058,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: proof first paragraph,O-X-Yalpha versus O-X-yalpha,select local ring at the generic point y-alpha,corrected_rescribe_branch,,rejected component-indexed local-ring expression,retain O-X-Yalpha,current corrected branch and direct PDF use the point subscript,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0146,1,,SGA2-V-C12,SGA2-V34-TERM-005,terminology,corrected_french_tex_plus_direct_compiled_pdf,2040-2074,70,61-62,53-54,French line2058,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: proof first paragraph,extension du schema de base,base-changing X to,idiomatic_category_register,,none,base extension of X to,concise standard English without changing the construction,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0147,1,,SGA2-V-C12,SGA2-V34-TERM-006,notation,corrected_french_tex_plus_direct_compiled_pdf,2040-2074,70,61-62,53-54,French line2060,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: affine-complement sentence and display,Y0 minus y0,retain Y0-y0 point-removal notation,source_notation_preservation,,source omits singleton braces,replace by an unrelated complement,preserves the printed formula while prose identifies y0 as the point removed,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0148,1,,SGA2-V-C12,SGA2-V34-TERM-007,editorial_branch,corrected_french_tex,2040-2074,70,61-62,53-54,French lines2064-2067,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: local-cohomology paragraph,I2.11 and H-i versus I2.9 and H-i-minus-one,select I2.9 and H superscript i-minus-one,corrected_rescribe_branch,,rejected obsolete reference and exponent,retain I2.11 or H-i,current workpass and direct compiled page agree on the corrected branch,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0149,1,,SGA2-V-C12,SGA2-V34-TERM-008,editorial_branch,corrected_french_tex,2040-2074,70,61-62,53-54,French line2069,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: dimension inference,5.7 versus V3.1iii,select reference3.1iii,corrected_rescribe_branch,,rejected obsolete5.7 reference,retain5.7,current corrected branch and direct PDF visibly agree,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0150,1,,SGA2-V-C12,SGA2-V34-TERM-009,locator_choice,corrected_french_tex_plus_direct_compiled_pdf,2040-2074,70,61-62,53-54,jcreinhold comparison line497,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: unit locator controls,candidate original page55 marker,reject page55 and retain printed70 physical61-62 running53-54,source_locator_control,,candidate locator conflicts with current authority,adopt page55,direct rendered source pages establish all three coordinate systems,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0151,1,,SGA2-V-C12,SGA2-V34-TERM-010,review_state_disclosure,independent_review_control,2040-2074,70,61-62,53-54,pre-review authority banner,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: post-review authority banner,self-audited production draft pending independent source review,bounded unit independently reviewed and sealed internally; cumulative integration and publication review pending,status_accuracy,,no mathematical-body change,leave stale pending-review language or overclaim publication readiness,the artifact disclosure must match the completed bounded gate without enlarging its scope,retain independently reviewed bounded choice,applied_independent_seal,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0152,1,,SGA2-V-C13,SGA2-V35-TERM-001,terminology,corrected_french_tex,2076-2125,71,62,54,French line2076,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: setup paragraph,anneau local noetherien,noetherian local ring,US_SGA_register,,none,Noetherian local ring,established lane capitalization policy,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0153,1,,SGA2-V-C13,SGA2-V35-TERM-002,terminology,corrected_french_tex,2076-2125,71,62,54,French line2076,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: setup paragraph,module de type fini,finitely generated module,standard_module_theory,,none,module of finite type,established English register for modules,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0154,1,,SGA2-V-C13,SGA2-V35-TERM-003,terminology,corrected_french_tex,2076-2125,71,62,54,French lines2082 and2111,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: statement and equation24,de longueur finie,has finite length,standard_module_theory,,source typo longeur at equation24,has a finite length,idiomatic mathematical English,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0155,1,,SGA2-V-C13,SGA2-V35-TERM-004,editorial_branch,corrected_french_tex,2076-2125,71,62,54,French line2089,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: proof opening,V3.3 versus V3.2,select reference3.2,corrected_rescribe_branch,,rejected reference3.3,retain3.3,current corrected branch and direct PDF agree,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0156,1,,SGA2-V-C13,SGA2-V35-TERM-005,editorial_branch,corrected_french_tex,2076-2125,71,62,54,French line2089,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: proof opening,equationV1.3 versus V2.1,select reference2.1,corrected_rescribe_branch,,rejected referenceV1.3,retainV1.3,current corrected branch and direct PDF agree,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0157,1,,SGA2-V-C13,SGA2-V35-TERM-006,editorial_note,corrected_french_tex_plus_direct_compiled_pdf,2076-2125,71,62,54,French lines2094-2110,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: numbered footnote,NDE biduality argument,translate the complete source editorial note,source_note_preservation,,candidate omits note entirely,omit or summarize the note,footnote contains substantive proof dependencies and must remain auditable,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0158,1,,SGA2-V-C13,SGA2-V35-TERM-007,terminology,corrected_french_tex,2076-2125,71,62,54,French lines2097-2098,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: editorial footnote,noyau conoyau,kernel and cokernel,standard_homological_algebra,,none,nucleus and conucleus,established English terms,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-TERM-0159,1,,SGA2-V-C13,SGA2-V35-TERM-008,terminology,corrected_french_tex,2076-2125,71,62,54,French lines2108-2110,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: editorial footnote,bidualite lemme de Nakayama,biduality and Nakayama's lemma,standard_algebra_register,,none,double-duality and Nakayama lemma,established English names,retain independently reviewed bounded choice,applied_production_draft,high,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
