comparison_id,record_revision,supersedes,component_id,source_unit_record_id,evidence_class,authority_role,object_type,source_tex_lines,printed_volume_pages,physical_source_pdf_pages,recomposed_running_pages,source_locator,target_locator,critical_controls,external_candidate_delta,decision,result,status,confidence,adverse_or_choice,rejected_alternative,continuation_cursor,review_state,closure_id
SGA2-V-CUM-CMP-0113,1,,SGA2-V-C07,SGA2-V3EQ-CMP-007,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,condition_a,1975,68,60,52,French line1975; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: item(a),dim Ext^j(M A) less-than-or-equal r-j,none,preserve both degrees inequality direction and bound,pass,self_audited_formula_comparison_passed_independent_review_pending,high,none,add for-all-j not explicit in this local sentence,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0114,1,,SGA2-V-C07,SGA2-V3EQ-CMP-008,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,condition_b,1976,68,60,52,French line1976; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: item(b),every p in X=Spec(A); dim A_p<j; Ext^j(M A)_p=0,none,preserve quantifier scheme identity localization and vanishing,pass,self_audited_formula_comparison_passed_independent_review_pending,high,none,drop localization subscripts,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0115,1,,SGA2-V-C07,SGA2-V3EQ-CMP-009,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,condition_c,1977,68,60,52,French line1977; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: item(c),codim(Supp(Ext^j(M A)) X) greater-than-or-equal j,none,preserve support nesting ambient X and inequality,pass,self_audited_formula_comparison_passed_independent_review_pending,high,none,replace codimension with dimension,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0116,1,,SGA2-V-C07,SGA2-V3EQ-CMP-010,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,dimension_step,1980,68,60,52,French line1980; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: first implication,dim A_p<j implies dim A/p>r-j in the source argument,none,preserve strict inequalities and quotient notation,pass,self_audited_formula_comparison_passed_independent_review_pending,high,none,weaken either strict inequality,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0117,1,,SGA2-V-C07,SGA2-V3EQ-CMP-011,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,annihilator_step,1980,68,60,52,French line1980; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: first implication display,Ann(Ext^j(M A)) not-subset p,display chosen for legibility but content unchanged,preserve not-contained relation and full annihilator argument,pass,self_audited_formula_comparison_passed_independent_review_pending,high,display chosen for legibility but content unchanged,use subset or not-an-element-of,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0118,1,,SGA2-V-C07,SGA2-V3EQ-CMP-012,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,localization_conclusion,1980,68,60,52,French line1980; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: first implication conclusion,Ext^j(M A)_p=0,none,preserve localized module and zero conclusion,pass,self_audited_formula_comparison_passed_independent_review_pending,high,none,write global Ext vanishing,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0119,1,,SGA2-V-C07,SGA2-V3EQ-CMP-013,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,support_localization_step,1980,68,60,52,French line1980; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: second implication opening,p in support gives nonzero localization then dim A_p>=j by(b),none,preserve support nonvanishing and lower bound,pass,self_audited_formula_comparison_passed_independent_review_pending,high,none,reverse the nonzero implication,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0120,1,,SGA2-V-C07,SGA2-V3EQ-CMP-014,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,codimension_infimum,1980,68,60,52,French line1980; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: second implication display,codim of support equals inf of dim A_p over p in support and is >=j,none,preserve equality set membership vertical bar and final inequality,pass,self_audited_formula_comparison_passed_independent_review_pending,high,none,omit the infimum identity or take a supremum,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0121,1,,SGA2-V-C07,SGA2-V3EQ-CMP-015,source_logic_structure,corrected_french_tex_plus_direct_compiled_pdf,implication_chain,1980,68,60,52,French line1980; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: proof close,(a) implies(b); (b) implies(c); (c) implies(a),line1982 begins a new theorem-proof unit,preserve all directions and the source's triviality claim,pass,self_audited_structure_comparison_passed_independent_review_pending,high,line1982 begins a new theorem-proof unit,include line1982 or add a proof square absent from source,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0122,1,,SGA2-V-C07,SGA2-V3EQ-CMP-REVIEW-001,independent_source_formula_structure_review,corrected_french_tex_plus_direct_compiled_pdf,complete_equation_conditions_and_equivalence_proof,1969-1980,67-68,60,52,French lines1969-1980; printed67-68; physical60; running52,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 482-512; component SGA2-V-C07; inherited locator: complete bounded target body,reference2.1 equation22 conditions(a)-(c) strict and non-strict inequalities Ann not-containment codimension infimum marker68 and line1982 exclusion,no English mathematical-body correction required,accept after direct independent source and full-resolution render comparison,pass,independent_source_formula_structure_review_passed,high,no English mathematical-body correction required,claim independent corroboration from jcreinhold or add a proof square,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0123,1,,SGA2-V-C08,SGA2-V31PII-CMP-001,source_structure,corrected_french_tex_plus_direct_compiled_pdf,proof_transition,1982,68,60,52,French line1982; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: opening sentence,theorem proof begins after completed equivalence argument,none,preserve explicit proof transition,pass,self_audited_comparison_passed_independent_review_pending,high,none,omit the sentence,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0124,1,,SGA2-V-C08,SGA2-V31PII-CMP-002,source_symbol_structure,corrected_french_tex_plus_direct_compiled_pdf,parameter_tuple,1985,68,60,52,French line1985; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: item(i) first sentence,x=(x1 through xr),none,preserve tuple order and r endpoints,pass,self_audited_comparison_passed_independent_review_pending,high,none,replace with an unspecified parameter ideal,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0125,1,,SGA2-V-C08,SGA2-V31PII-CMP-003,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,annihilator_range,1985,68,60,52,French line1985; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: item(i) first sentence,xi in Ann M for i=1 through r-n,none,preserve membership and exact index interval,pass,self_audited_comparison_passed_independent_review_pending,high,none,write only that some parameters annihilate M,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0126,1,,SGA2-V-C08,SGA2-V31PII-CMP-004,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,koszul_complex,1985,68,60,52,French line1985 corrected sisi branch; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: Koszul sentence,"K-bullet((x^k),M) with active branch lacking underline",conditional branch selection,preserve the compiled corrected branch exactly,pass,self_audited_comparison_passed_independent_review_pending,high,conditional branch selection,use obsolete underlined-x branch,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0127,1,,SGA2-V-C08,SGA2-V31PII-CMP-005,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,koszul_transition_map,1985,68,60,52,French line1985; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: first display and condition,"K^i((x^k),M) to K^i((x^{k'}),M); k<k'; zero if i>n",candidate malformed second argument,preserve both exponents primes inequality and vanishing range,pass,self_audited_comparison_passed_independent_review_pending,high,candidate malformed second argument,"copy candidate K^i(({x^k})',M)",corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0128,1,,SGA2-V-C08,SGA2-V31PII-CMP-006,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,direct_limit_vanishing,1985,68,60,52,French line1985; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: second display,"H^i(M)=direct limit H^i((x^k),M)=0 if i>n",none,preserve the complete equality chain and range,pass,self_audited_comparison_passed_independent_review_pending,high,none,insert an unsupported subscript on the limit,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0129,1,,SGA2-V-C08,SGA2-V31PII-CMP-007,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,negative_degree_vanishing,1985,68,60,52,French line1985; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: last sentence of item(i),H^i(M)=0 if i<0 and item(i) closure,none,preserve both the triviality claim and item closure,pass,self_audited_comparison_passed_independent_review_pending,high,none,omit as standard,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0130,1,,SGA2-V-C08,SGA2-V31PII-CMP-008,source_symbol_structure,corrected_french_tex_plus_direct_compiled_pdf,regular_localization_premise,1988,68,60,52,French line1988; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: item(ii) opening,A regular and dim A_p<j,none,preserve premise before the global-dimension consequence,pass,self_audited_comparison_passed_independent_review_pending,high,none,assert A_p regular without the stated route,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0131,1,,SGA2-V-C08,SGA2-V31PII-CMP-009,source_note_structure,corrected_french_tex_plus_direct_compiled_pdf,corrected_global_dimension_branch,1988,68,60,52,French line1988 active sisi branch; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: item(ii) prose,global homological dimension of A_p strictly less than j,older branch uses abbreviated dim.gl,select the active expanded prose branch,pass,self_audited_comparison_passed_independent_review_pending,high,older branch uses abbreviated dim.gl,rationalize to a different invariant,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0132,1,,SGA2-V-C08,SGA2-V31PII-CMP-010,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,localized_ext_equality,1988,68,60,52,French line1988; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: item(ii) display,"Ext^j(M,A)_p=Ext^j_{A_p}(M_p,A_p)=0",none,preserve degree base ring localization and zero conclusion,pass,self_audited_comparison_passed_independent_review_pending,high,none,drop the middle localized Ext term,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0133,1,,SGA2-V-C08,SGA2-V31PII-CMP-011,source_logic_structure,corrected_french_tex_plus_direct_compiled_pdf,implication_order,1988,68,60,52,French line1988; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: item(ii) closing prose,prove property(b) and consequently property(a),none,preserve the source order and dependence on preceding equivalence,pass,self_audited_comparison_passed_independent_review_pending,high,none,say (a) then (b),corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0134,1,,SGA2-V-C08,SGA2-V31PII-CMP-012,source_reference_structure,corrected_french_tex_plus_direct_compiled_pdf,equation22_inference,1988,68,60,52,French line1988; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: item(ii) final sentence,equation22 plus property(a) implies theorem item(ii),none,retain both dependencies,pass,self_audited_comparison_passed_independent_review_pending,high,none,cite equation22 alone,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0135,1,,SGA2-V-C08,SGA2-V31PII-CMP-013,source_boundary,direct_compiled_french_pdf,no_qed_boundary,1988-1990,68,60,52,French lines1988-1990; printed68; physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: end of enumerate after item(ii),item(iii) begins after blank line and continues the same proof,none,stop before item(iii) without QED,pass,self_audited_boundary_check_passed_independent_review_pending,high,none,add a proof square,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0136,1,,SGA2-V-C08,SGA2-V31PII-CMP-014,render_structure,direct_compiled_french_pdf,page_render_completeness,1982-1988,68,60,52,physical60 and target1,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: complete target render,all prose displays subscripts superscripts locators and open proof boundary visible,none,inspect source and target renders,pass,self_audited_visual_check_passed_independent_review_pending,high,none,compile-only acceptance,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0137,1,,SGA2-V-C08,SGA2-V31PII-CMP-REVIEW-001,independent_source_formula_structure_review,corrected_french_tex_plus_direct_compiled_pdf,complete_proof_opening_and_items_i_ii,1982-1988,68,60,52,French lines1982-1988; printed68; physical60; running52,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 516-543; component SGA2-V-C08; inherited locator: complete bounded target body,parameter tuple annihilator range corrected Koszul branch k-prime transition both vanishing ranges strict global dimension localized Ext identity implication order equation22 and no-QED boundary,no English mathematical-body correction required,accept after direct independent source and render comparison,pass,independent_source_formula_structure_review_passed,high,no English mathematical-body correction required,claim independent agreement from jcreinhold,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0138,1,,SGA2-V-C09,SGA2-V3-III-CMP-001,source_structure,corrected_french_tex_plus_direct_compiled_pdf,item_label_and_quantifier,1990-1991,68,60,52,French lines1990-1991,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: item iii opening,item iii label exists p in SuppM,none,retain label and existential statement,pass,production_comparison_passed_independent_review_pending,high,none,omit the item label,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0139,1,,SGA2-V-C09,SGA2-V3-III-CMP-002,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,prime_dimension,1991,68,60,52,French line1991,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: opening sentence,p in SuppM and dim A-p equals r-minus-n,none,preserve membership localization subscript and equality,pass,production_comparison_passed_independent_review_pending,high,none,replace dim A-p by dim A-over-p,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0140,1,,SGA2-V-C09,SGA2-V3-III-CMP-003,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,singleton_support,1991,68,60,52,French line1991,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: opening sentence,Supp M-p equals singleton m A-p,candidate uses m sub A-p,preserve multiplication-style extension notation exactly,pass,production_comparison_passed_independent_review_pending,high,candidate uses m sub A-p,adopt candidate subscript notation,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0141,1,,SGA2-V-C09,SGA2-V3-III-CMP-004,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,regularity_depth,1991,68,60,52,French line1991,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: regularity clause,A-p regular if A regular and depth A-p r-minus-n,none,translate prof as depth and keep conditional,pass,production_comparison_passed_independent_review_pending,high,none,translate prof as codimension,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0142,1,,SGA2-V-C09,SGA2-V3-III-CMP-005,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,equation_23,1992-1993,68,60,52,French lines1992-1993,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: tag23,Ext_A degree r-n of M A localized at p equals Ext_A-p degree r-n of M-p A-p and is nonzero,none,preserve every ring module degree localization relation and tag,pass,production_comparison_passed_independent_review_pending,high,none,move p inside the first Ext functor,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0143,1,,SGA2-V-C09,SGA2-V3-III-CMP-006,source_note_structure,corrected_french_tex_plus_direct_compiled_pdf,printed_page_transition,1994,69,60,52,French line1994,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: margin marker beside inference,printed page changes from68 to69 at the inference clause,current corrected branch reads de,place marker without changing physical or running locator,pass,production_locator_review_pending,high,current corrected branch reads de,retain rejected a reading,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0144,1,,SGA2-V-C09,SGA2-V3-III-CMP-007,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,nonvanishing_display,1995-1997,69,60,52,French lines1995-1997,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: first display,H superscript n of M nonzero,none,preserve exponent argument and inequality,pass,production_comparison_passed_independent_review_pending,high,none,render H sub n,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0145,1,,SGA2-V-C09,SGA2-V3-III-CMP-008,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,dimension_lower_bound,1998-2001,69,60,52,French lines1998-2001,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: second display,dim D of H-n-M greater than or equal n,none,preserve nesting and inequality direction,pass,production_comparison_passed_independent_review_pending,high,none,reverse the inequality,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0146,1,,SGA2-V-C09,SGA2-V3-III-CMP-009,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,dimension_equality,2002-2005,69,60,52,French lines2002-2005,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: third display,by item ii the same dimension equals n,none,preserve reference and exact expression,pass,production_comparison_passed_independent_review_pending,high,none,call this a consequence of item i,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0147,1,,SGA2-V-C09,SGA2-V3-III-CMP-010,source_boundary_structure,corrected_french_tex_plus_direct_compiled_pdf,continuation_boundary,2005-2007,69,60,52,French lines2005-2007,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: final display and document end,line2006 blank and the item iii representability argument begins line2007,none,stop after equality with no QED and no closure claim,pass,production_boundary_review_pending,high,none,close the proof or item,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0148,1,,SGA2-V-C09,SGA2-V3-III-CMP-011,comparison_witness_delta,comparison_only_not_authority,candidate_notation,1990-2005,68-69,60,52,jcreinhold lines412-434 versus French lines1990-2005,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: comparison ledgers and target body,candidate m-sub-A-p and plain-text equation23 versus source multiplication notation and structured TeX,one nonindependent LLM lineage,reject adverse notation while accepting ordinary English phrasing,pass,comparison_delta_recorded_independent_review_pending,high,one nonindependent LLM lineage,treat candidate agreement as source corroboration,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0149,1,,SGA2-V-C09,SGA2-V3-III-CMP-012,independent_review_closure,corrected_french_tex_plus_direct_compiled_pdf,sentence_formula_symbol_locator_boundary_build_render_machine_gate,1990-2005,68-69,60,52,French lines1990-2005 plus direct physical60,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 547-568; component SGA2-V-C09; inherited locator: complete bounded target and post-review artifacts,item label hypotheses equation23 printed69 transition three displays corrected de branch and deliberate no-QED boundary,compiled annotated PDF visibly concatenates rejected and active branches as ade while corrected TeX selects de,recheck every control and seal only the bounded unit,pass,independently_source_reviewed_sealed_bounded_unit,high,compiled annotated PDF visibly concatenates rejected and active branches as ade while corrected TeX selects de,adopt ade or call the bounded segment the complete proof,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0150,1,,SGA2-V-C10,SGA2-V3-IIIC-CMP-001,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,support_definition,2007,69,61,53,French line2007,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: opening sentence,Y equals SuppM,none,preserve exact definition,pass,production_comparison_passed_independent_review_pending,high,none,replace support by spectrum,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-CMP-0151,1,,SGA2-V-C10,SGA2-V3-IIIC-CMP-002,source_formula_structure,corrected_french_tex_plus_direct_compiled_pdf,functor_identity,2007,69,61,53,French line2007,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 572-596; component SGA2-V-C10; inherited locator: opening sentence,D Hn M-prime equals Ext degree r-n of M-prime A,none,preserve both functor expressions all arguments degree and equality,pass,production_comparison_passed_independent_review_pending,high,none,drop M-prime from D argument,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
