alignment_id,record_revision,supersedes,component_id,source_unit_record_id,evidence_class,authority_role,source_tex_lines,printed_volume_pages,physical_source_pdf_pages,recomposed_running_pages,source_locator,target_locator,coverage_status,decision,status,confidence,adverse_delta,rejected_alternative,cross_references,continuation_cursor,review_state,closure_id
SGA2-V-CUM-ALN-0113,1,,SGA2-V-C12,SGA2-V34-ALN-001,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2040-2074,70,61-62,53-54,corrected French TeX lines 2040-2074,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: complete Example3.4 statement and proof,complete,cover the example through its printed QED and stop before the next setup paragraph,production_draft_source_compared_independent_review_pending,high,none,extend into Proposition3.5 setup,INBOUND:SGA2-V33;OUTBOUND:SGA2-V35,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0114,1,,SGA2-V-C12,SGA2-V34-ALN-002,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2040-2041,70,61-62,53-54,corrected French TeX lines 2040-2041,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: example statement,complete,preserve noetherian A SpecA closed Y affine complement every irreducible component and codimension bound,production_draft_formula_compared_independent_review_pending,high,corrected codim branch removes stray punctuation,retain rejected dot branch,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0115,1,,SGA2-V-C12,SGA2-V34-ALN-003,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2043-2058,70,61-62,53-54,corrected French TeX lines 2043-2058,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: prescheme generic point morphism and base-change paragraph,complete,preserve corrected local ring at y-alpha in every occurrence and canonical isomorphism,production_draft_formula_compared_independent_review_pending,high,rejected branch uses O at Y-alpha,retain component-indexed local-ring branch,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0116,1,,SGA2-V-C12,SGA2-V34-ALN-004,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2060-2063,70,61-62,53-54,corrected French TeX lines 2060-2063,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: EGA affine complement and cohomology vanishing,complete,preserve unique closed point both EGA references affine punctured spectrum and i-greater-than-zero range,production_draft_formula_compared_independent_review_pending,high,none,change the strict range or reference,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0117,1,,SGA2-V-C12,SGA2-V34-ALN-005,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2064-2067,70,61-62,53-54,corrected French TeX lines 2064-2067,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: physical-page transition reference and local-cohomology equality,complete,preserve corrected I2.9 reference H exponent i-minus-one support braces equality zero and i-at-least-two,production_draft_formula_locator_review_pending,high,rejected branch cites I2.11 and drops exponent shift,retain obsolete reference or H-to-i formula,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0118,1,,SGA2-V-C12,SGA2-V34-ALN-006,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2069-2072,70,61-62,53-54,corrected French TeX lines 2069-2072,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: theorem reference and dimension display,complete,preserve corrected reference3.1iii and local-ring dimension at most one,production_draft_formula_compared_independent_review_pending,high,rejected branch cites5.7 and dimpt macro,retain obsolete reference,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0119,1,,SGA2-V-C12,SGA2-V34-ALN-007,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2073,70,61-62,53-54,corrected French TeX lines 2073,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: codimension infimum display and QED,complete,preserve corrected codim and dim branches infimum subscript and inequality then one QED,production_draft_formula_structure_review_pending,high,rejected pointwise dimension macros,replace infimum with a minimum,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0120,1,,SGA2-V-C12,SGA2-V34-ALN-008,locator_boundary_control,corrected_french_tex_plus_direct_compiled_pdf,2040-2076,70-71,61-62,53-54,corrected French TeX lines 2040-2076,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: authority box physical transition QED and document boundary,complete,distinguish printed70 from physical61-62 and running53-54 then stop before printed71 marker at line2076,production_draft_locator_review_pending,high,candidate labels this passage original page55,adopt candidate page55 locator,OUTBOUND:SGA2-V35,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0121,1,,SGA2-V-C12,SGA2-V34-ALN-009,independent_review_closure,corrected_french_tex_plus_fresh_direct_compiled_pdf,2040-2074,70,61-62,53-54,corrected French TeX lines 2040-2074,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 639-681; component SGA2-V-C12; inherited locator: complete bounded English TeX PDF and machine evidence,complete,independently seal only this bounded example after line formula reference page-boundary build render and ledger review,independently_source_reviewed_sealed_bounded_unit,high,no English mathematical-body correction required; stale pending-review disclosure corrected,claim cumulative integration publication readiness certification or source authority for the comparison witness,INBOUND:SGA2-V33|OUTBOUND:SGA2-V35,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0122,1,,SGA2-V-C13,SGA2-V35-ALN-001,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2076-2125,71,62,54,corrected French TeX lines 2076-2125,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: complete Proposition3.5 setup statement proof editorial note and source closure,complete,cover the whole proposition and stop before Corollary3.6,production_draft_source_compared_independent_review_pending,high,none,split away or omit the editorial note,INBOUND:SGA2-V34;OUTBOUND:SGA2-V36,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0123,1,,SGA2-V-C13,SGA2-V35-ALN-002,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2076,71,62,54,corrected French TeX lines 2076,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: printed71 setup paragraph,complete,preserve local noetherian A maximal m finite M quotient hypothesis X and m-x equals mA-x,production_draft_formula_locator_review_pending,high,none,move printed71 marker to proposition heading,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0124,1,,SGA2-V-C13,SGA2-V35-ALN-003,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2078-2086,71,62,54,corrected French TeX lines 2078-2086,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: proposition heading and conditions a-b,complete,preserve finite-length condition universal punctured-spectrum condition support closure exponent and zero,production_draft_formula_compared_independent_review_pending,high,candidate garbles i-minus-dim-closure-x exponent,adopt candidate flattened condition b,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0125,1,,SGA2-V-C13,SGA2-V35-ALN-004,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2088-2093,71,62,54,corrected French TeX lines 2088-2093,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: proof reduction and duality display,complete,preserve corrected references3.2 and2.1 r equals dimA and H-D-Ext identity,production_draft_formula_compared_independent_review_pending,high,rejected branches cite3.3 and equationV1.3,retain obsolete references,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0126,1,,SGA2-V-C13,SGA2-V35-ALN-005,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2094-2110,71,62,54,corrected French TeX lines 2094-2110,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: editorial footnote attached after equivalence claim,complete,translate complete kernel cokernel epsilon gamma exactness biduality and Nakayama argument,production_draft_note_formula_compared_independent_review_pending,high,candidate omits the note entirely,omit note or reduce to a summary,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0127,1,,SGA2-V-C13,SGA2-V35-ALN-006,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2111-2112,71,62,54,corrected French TeX lines 2111-2112,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: equation24 finite-length condition,complete,preserve corrected r-minus-i exponent finite length and tag24,production_draft_formula_compared_independent_review_pending,high,rejected branch uses n-minus-i,retain exponent n-minus-i,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0128,1,,SGA2-V-C13,SGA2-V35-ALN-007,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2113-2115,71,62,54,corrected French TeX lines 2113-2115,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: equation25 localized Ext vanishing,complete,preserve every x outside maximal point Ext-A localization zero and tag25,production_draft_formula_compared_independent_review_pending,high,none,drop localization subscript x,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0129,1,,SGA2-V-C13,SGA2-V35-ALN-008,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2116-2119,71,62,54,corrected French TeX lines 2116-2119,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: regular-local dimension and equation26 chain,complete,preserve closure dimensions both full exponents D Ext-A-x simplification and tag26,production_draft_formula_compared_independent_review_pending,high,candidate flattens and garbles closure placement,adopt candidate plain-text formula,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0130,1,,SGA2-V-C13,SGA2-V35-ALN-009,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2120-2123,71,62,54,corrected French TeX lines 2120-2123,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: finite-generation localization equality and conclusion,complete,preserve Ext-A localization equals Ext-over-A-x and proof conclusion,production_draft_formula_compared_independent_review_pending,high,none,omit ring subscripts,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0131,1,,SGA2-V-C13,SGA2-V35-ALN-010,locator_boundary_control,corrected_french_tex_plus_direct_compiled_pdf,2076-2127,71,62,54,corrected French TeX lines 2076-2127,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: authority box printed71 marker suppressed QED footnote and document boundary,complete,record one source page retain deliberate no-QED closure and stop before Corollary3.6,production_draft_locator_review_pending,high,line2126 blank and source skipqed suppresses proof mark,print QED or include Corollary3.6,OUTBOUND:SGA2-V36,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0132,1,,SGA2-V-C13,SGA2-V35-ALN-011,independent_source_alignment_review,corrected_french_tex_plus_fresh_direct_compiled_pdf,2076-2125,71,62,54,corrected French TeX lines 2076-2125,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: complete bounded target TeX PDF and evidence,complete,seal Proposition3.5 only after fresh source formula build render and machine review,independently_source_reviewed_sealed_bounded_unit,high,candidate-note classification corrected and D-epsilon-after-gamma order made explicit,accept ambiguous order or false absence claim,INBOUND:SGA2-V34;OUTBOUND:SGA2-V36,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0133,1,,SGA2-V-C13,SGA2-V35-ALN-012,comparison_witness_correction,comparison_only_not_authority,2094-2110,71,62,54,corrected French TeX lines 2094-2110,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 685-749; component SGA2-V-C13; inherited locator: jcreinhold terminal Markdown footnote lines625-634 and target editorial footnote,complete,correct the prior ALN005 claim because the candidate retains the full note as a terminal Markdown footnote,independent_correction_supersedes_SGA2-V35-ALN-005,high,candidate preserves the note while condition-b and equation26 remain garbled,continue calling the candidate note absent,SGA2-V35-ALN-005,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0134,1,,SGA2-V-C14,SGA2-V36-ALN-001,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2127-2136,71,63,55,corrected French TeX lines 2127-2136,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: complete Corollary3.6 statement proof and ExposeV close,complete,cover the corollary and stop before ExposeVI layout control and heading,production_draft_source_compared_independent_review_pending,high,none,extend into ExposeVI,INBOUND:SGA2-V35;OUTBOUND:SGA2-VI,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0135,1,,SGA2-V-C14,SGA2-V36-ALN-002,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2127,71,63,55,corrected French TeX lines 2127,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: corollary quantified finite-length condition,complete,preserve H-i-M finite length for every i-at-most-n and necessity-sufficiency,production_draft_formula_compared_independent_review_pending,high,none,weaken iff to implication,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0136,1,,SGA2-V-C14,SGA2-V36-ALN-003,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2128-2130,71,63,55,corrected French TeX lines 2128-2130,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: depth inequality and punctured-spectrum quantifier,complete,preserve active prof-M-x branch as depth closure dimension strict inequality and every x outside m,production_draft_formula_compared_independent_review_pending,high,candidate loses closure bar,adopt candidate bare singleton dimension,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0137,1,,SGA2-V-C14,SGA2-V36-ALN-004,source_alignment_coverage,corrected_french_tex_plus_direct_compiled_pdf,2133-2136,71,63,55,corrected French TeX lines 2133-2136,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: proof references and suppressed QED,complete,preserve dependencies3.5 andIII3.1 and no visible proof mark,production_draft_structure_compared_independent_review_pending,high,source skipqed is explicit,print a QED,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0138,1,,SGA2-V-C14,SGA2-V36-ALN-005,locator_boundary_control,corrected_french_tex_plus_direct_compiled_pdf,2127,71,63,55,corrected French TeX lines 2127,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: authority box proof closure layout line and ExposeVI boundary,complete,distinguish printed71 physical63 running55 and stop before line2138 layout plus line2139 chapter,production_draft_locator_review_pending,high,Corollary is on physical63 not physical62,label it physical62,OUTBOUND:SGA2-VI,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
SGA2-V-CUM-ALN-0139,1,,SGA2-V-C14,SGA2-V36-ALN-006,comparison_witness_delta,comparison_only_not_authority,2127-2136,71,63,55,corrected French TeX lines 2127-2136,SGA2_Expose_V_English_SourceAligned_Cumulative_Checkpoint.tex:lines 753-765; component SGA2-V-C14; inherited locator: comparison ledger and target body,complete,accept ordinary English phrasing but reject flattened depth-closure expression,comparison_delta_recorded_independent_review_pending,high,candidate writes dim bare singleton,copy candidate formula,,corrected French line 2139; Expose VI begins; line 2137 is blank and line 2138 is layout control,source unit independently sealed; cumulative assembly pending independent package audit,SGA2-V-CUM-ASSEMBLY-SELF-GATE-20260718
