token,count,classification,covered,files,top_files,stage
jest,3421,exact_known,True,208,translations/endmatter/post44/source_fidelity/interslavic/v001/Noether_Post44_SourceFidelity_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
dostigajut,1,low_frequency_backlog,False,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
rędnymi,1,low_frequency_backlog,False,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
eksistujuči,1,low_frequency_backlog,False,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
prisojedinimo,1,low_frequency_backlog,False,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
nuljam,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
prinaležnyh,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
nastavanje,1,low_frequency_backlog,False,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
prinaležnost,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
poslědnjej,1,proof_grammar_known_stem,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
izčrpano,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
predpostavjenej,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
prinaleži,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
razširiteljnemu,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
racionalno-nelinearno,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
vyhodit,1,low_frequency_backlog,False,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
primenimo,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
sukcesivnu,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
primenima,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
kojakoli,1,low_frequency_backlog,False,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
izčezajuča,1,low_frequency_backlog,False,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
rędna,1,low_frequency_backlog,False,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
svobodnym,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
složena,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
vzame,1,low_frequency_backlog,False,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
prinaležnogo,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
kojimikoli,1,low_frequency_backlog,False,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
prisojedinjenih,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
dimenzija,1,exact_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
sobrati,1,low_frequency_backlog,False,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
dela,1,math_insert_candidate,False,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
privlačiti,1,low_frequency_backlog,False,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
složenejše,1,stem_known,True,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,covered_existing
sohranjena,1,low_frequency_backlog,False,1,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex,uncovered
primětke,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
naivnym,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
periodom,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
aritmetičnymi,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
vprašanjah,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
ostrinu,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
aritmetičnyh,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
njihovym,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
značenjem,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
predmeta,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
podčinjenje,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
indukovano,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
reproduciraje,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
razdělennyh,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
soglašaje,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
ograničenoj,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
vozvraća,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
gordanov,1,math_insert_candidate,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
binarny,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
nepreglednyh,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
računov,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
koristovanja,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
privodise,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
naglasom,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
ideje,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
trim,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
povezanym,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
krugam,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
vprašanj,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
pripominaju,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
lako,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
koristujut,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
kontragredientno,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
konjugovano-kompleksno,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
dalne,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
prěformovanje,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
privlěčenje,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
ostrějšej,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
obstojęčih,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
čijego,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
privlěčeny,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
čislovno,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
specializovany,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
gornjej,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
opredělil,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
najwyšego,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
izračunana,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
postavljena,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
rěšena,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
priznati,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
meja,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
izobilno,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
vysoka,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
dohodise,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
miliony,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
dosel,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
dostignuty,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
čestne,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
izključivo,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
privodit,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
simultannym,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
gibanja,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
afine,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
deruyts,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
semiinvarianty,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
posuvanja,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
dosęgu,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
fischerova,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
spomenuta,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
dostavljen,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
semiinvariantov,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
naprěki,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
ostrějša,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
tutno,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
pojato,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
hilbertovomu,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
dokazlivy,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
odličenu,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
zaostren,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
cěločislovnyh,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
nepotrěbnu,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
cěločislovno,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
koristuje,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
cěločislovnoj,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
osnovah,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
vyšespomenutogo,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
věrojetno,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
dalny,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
prěhodžu,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
postavljenomu,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
privedenja,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
zahtěvajuči,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
gotovoj,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
obratimy,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
razmatrivanju,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
dostupnu,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
uvodženje,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
lagrangevymi,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
dalnymi,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
utvorjenymi,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
poljarizacijeju,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
občoju,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
predpostavljenej,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
variacij,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
ukazanu,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
podčinjuje,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
rimanovoju,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
latinskoj,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
konkursnoj,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
riemannovym,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
habilitacijskim,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
prědavanjem,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
uvedenje,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
ekstremale,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
uslovljajut,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
variacionna,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
lagrangevym,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
derivacijam,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
postavljajut,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
homogenom,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
polarizovane,1,stem_known,True,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,covered_existing
kogredientnosti,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
potvrdil,1,low_frequency_backlog,False,1,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex,uncovered
povsem,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
skiciram,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
navsegda,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
obyčnomu,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
točki,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
razpadlo,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
početny,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
zamknjenoj,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
prehodim,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
razširjujočemu,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
suščestvujuči,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
upotrěbjanym,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
izběgaje,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
vyznačenju,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
idealno,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
pojmanje,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
nekoj,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
kojih-koli,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
prijmemo,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
proizvedene,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
vrnemo,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
zavisnu,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
neku,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
byva,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
vystupiti,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
pojmamo,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
konečnostno,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
najvyšim,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
podľa,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
pojmanja,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
razděljena,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
podčinjava,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
obyčnu,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
pripada,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
rezultantno,1,exact_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
pojmanju,1,stem_known,True,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,covered_existing
staro,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
obrađaje,1,low_frequency_backlog,False,1,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex,uncovered
getingen,1,low_frequency_backlog,False,1,translations/paper26/interslavic/v001/Noether_Paper26_Interslavic_v001.tex,uncovered
byle,1,low_frequency_backlog,False,1,translations/paper26/interslavic/v001/Noether_Paper26_Interslavic_v001.tex,uncovered
mnogokratnyh,1,stem_known,True,1,translations/paper26/interslavic/v001/Noether_Paper26_Interslavic_v001.tex,covered_existing
zamknjene,1,stem_known,True,1,translations/paper26/interslavic/v001/Noether_Paper26_Interslavic_v001.tex,covered_existing
odmetnemo,1,low_frequency_backlog,False,1,translations/paper26/interslavic/v001/Noether_Paper26_Interslavic_v001.tex,uncovered
najdut,1,low_frequency_backlog,False,1,translations/paper26/interslavic/v001/Noether_Paper26_Interslavic_v001.tex,uncovered
hilbertovymi,1,stem_known,True,1,translations/paper27/interslavic/v001/Noether_Paper27_Interslavic_v001.tex,covered_existing
izčisljenju,1,low_frequency_backlog,False,1,translations/paper27/interslavic/v001/Noether_Paper27_Interslavic_v001.tex,uncovered
karakterističnoj,1,stem_known,True,1,translations/paper27/interslavic/v001/Noether_Paper27_Interslavic_v001.tex,covered_existing
dopolnil,1,low_frequency_backlog,False,1,translations/paper27/interslavic/v001/Noether_Paper27_Interslavic_v001.tex,uncovered
tvorjačoju,1,stem_known,True,1,translations/paper27/interslavic/v001/Noether_Paper27_Interslavic_v001.tex,covered_existing
podal,1,low_frequency_backlog,False,1,translations/paper27/interslavic/v001/Noether_Paper27_Interslavic_v001.tex,uncovered
najbitnějše,1,low_frequency_backlog,False,1,translations/paper27/interslavic/v001/Noether_Paper27_Interslavic_v001.tex,uncovered
shvata,1,low_frequency_backlog,False,1,translations/paper28/interslavic/v001/Noether_Paper28_Interslavic_v001.tex,uncovered
jednostavnyh,1,stem_known,True,1,translations/paper28/interslavic/v001/Noether_Paper28_Interslavic_v001.tex,covered_existing
dvustrannomu,1,stem_known,True,1,translations/paper28/interslavic/v001/Noether_Paper28_Interslavic_v001.tex,covered_existing
aditivnyh,1,low_frequency_backlog,False,1,translations/paper28/interslavic/v001/Noether_Paper28_Interslavic_v001.tex,uncovered
dvustrannogo,1,stem_known,True,1,translations/paper28/interslavic/v001/Noether_Paper28_Interslavic_v001.tex,covered_existing
vstavjena,1,low_frequency_backlog,False,1,translations/paper28/interslavic/v001/Noether_Paper28_Interslavic_v001.tex,uncovered
ges,1,short_function_or_artifact,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
courant,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
važečim,1,stem_known,True,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,covered_existing
privlekti,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
glubše,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
dopolnjuje,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
samostojny,1,stem_known,True,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,covered_existing
interes,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
prethodnoj,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
ograničenjem,1,stem_known,True,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,covered_existing
spadajut,1,low_frequency_backlog,False,1,translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex,uncovered
