"path","line","classification","excerpt"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_EXACT_HARD_ROW_SEARCH_CLOSURE_20260704.csv","4","review_language_context_not_return","""EHR-KY-NR-001"",""Kyrgyz"",""Noetherian ring"",""Exact phrase searches returned Russian Emmy Noether/Noether-theorem pages or unrelated English Noetherian-ring mentions, not a Kyrgyz mathematical source row; domain-biased ky.wikipedia.org search produced no exact row."",""0 hits for Нётер шакеги; Нетер шакеги; Нөтер шакеги."",""blocked_no_exact_kyrgyz_noetherian_ring_source_witness"",""Exact Kyrgyz source row, reviewer return, or Kyrgyz-capable OCR of relevant scanned mathematical sources."""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_EXACT_HARD_ROW_SEARCH_CLOSURE_20260704.csv","5","review_language_context_not_return","""EHR-KY-PR-001"",""Kyrgyz"",""Polynomial ring"",""Exact phrase searches returned Kyrgyz base Көп мүчө / school-polynomial materials and unrelated English pages, not an exact polynomial-ring source row."",""0 hits for көп мүчөлөр шакеги; көп мүчөлөр алкагы; полиномдор шакеги; полиномдор алкагы."",""blocked_no_exact_kyrgyz_polynomial_ring_source_witness"",""Exact Kyrgyz source row, reviewer return, or Kyrgyz-capable OCR of relevant scanned mathematical sources."""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_EXACT_HARD_ROW_SEARCH_CLOSURE_20260704.csv","6","review_language_context_not_return","""EHR-TK-NR-001"",""Turkmen"",""Noetherian ring"",""Exact searches for Nýoter/Noeter/Nöter halkasy returned no Turkmen exact source row; visible results were unrelated media, English ring-theory pages, or non-Turkmen material."",""0 hits for Nýoter halkasy; Noeter halkasy; Nöter halkasy; Noether halkasy."",""blocked_no_exact_turkmen_noetherian_ring_source_witness"",""Exact Turkmen source row, reviewer return, or Turkmen-capable OCR/source package."""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_EXACT_HARD_ROW_SEARCH_CLOSURE_20260704.csv","7","review_language_context_not_return","""EHR-TK-PR-001"",""Turkmen"",""Polynomial ring"",""Exact searches for polinom halkasy, polinomlar halkasy, köpagza halkasy, and köp agzaly halka did not produce an exact Turkmen polynomial-ring source row; a Turkmen mathematical dictionary lead for Köpagza is polynomial/base-only, not polynomial ring."",""0 hits for polinom halkasy; polinomlar halkasy; köpagza halkasy; köp agzaly halka."",""blocked_no_exact_turkmen_polynomial_ring_source_witness"",""Exact Turkmen source row, reviewer return, or Turkmen-capable OCR/source package."""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_EXACT_HARD_ROW_SEARCH_CLOSURE_20260704.csv","8","review_language_context_not_return","""EHR-UG-NR-001"",""Uyghur"",""Noetherian ring"",""Existing and current UYGUR.COM rows provide exact/adjoining dictionary witnesses, including نوئېتېر ھالقىسى, سول نوئېتېر ھالقىسى, and Noetherian-scheme pages."",""Machine-text scan found نوئېتېر ھالقىسى in current UYGUR.COM captures; earlier source-canon table also records the exact noeter_halqisi row."",""candidate_only_source_corpus_witness_authority_license_review_open"",""License/authority/native-domain review or reviewer return before downstream term use."""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_EXACT_HARD_ROW_SEARCH_CLOSURE_20260704.csv","9","review_language_context_not_return","""EHR-UG-PR-001"",""Uyghur"",""Polynomial ring"",""Existing UYGUR.COM row provides exact dictionary witness for كۆپ ئەزالىق ھالقا; current sweep adds polynomial-adjacent bir_namelumluq_kop_ezaliq."",""Current machine-text scan over new captures did not hit كۆپ ئەزالىق ھالقا because the exact row is in earlier captured source-canon evidence, not the two newer capture directories."",""candidate_only_source_corpus_witness_authority_license_review_open"",""License/authority/native-domain review or reviewer return before downstream term use."""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_EXACT_HARD_ROW_SEARCH_CLOSURE_20260704.md","7","review_language_context_not_return","This is source-canon/provenance bookkeeping only. It does not promote terms, translations, bridge forms, pilots, reviewer status, native/community review, or canonical approval."
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_EXACT_HARD_ROW_SEARCH_CLOSURE_20260704.md","33","review_language_context_not_return","| EHR-TT-NR-001 | Tatar | Noetherian ring | Exact phrase searches returned non-target or non-Tatar results such as Russian Noether-theorem/Noether-biography pages, not a Tatar mathematical source row. Domain-biased `tt.wikipedia.org` search also produced no exact row. | 0 hits for `Нётер боҗрасы`, `Нетер боҗрасы`, `Нөтер боҗрасы` in the current local source-canon capture directories. | Blocked: no exact Tatar Noetherian-ring source witness. | Exact Tatar source row, reviewer return, or OCR-capable scan of a relevant Tatar algebra source. |"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_EXACT_HARD_ROW_SEARCH_CLOSURE_20260704.md","34","review_language_context_not_return","| EHR-TT-PR-001 | Tatar | Polynomial ring | Exact phrase searches for `полиномнар боҗрасы` / `күпбуыннар боҗрасы` drifted to unrelated English/Russian or broad Tatar textbook/materials pages, not an exact Tatar polynomial-ring source row. | 0 hits for `полиномнар боҗрасы`, `күпбуыннар боҗрасы`, `күпбуын боҗрасы`. | Blocked: no exact Tatar polynomial-ring source witness. | Exact Tatar source row, reviewer return, or OCR-capable scan of a relevant Tatar algebra source. |"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_EXACT_HARD_ROW_SEARCH_CLOSURE_20260704.md","35","review_language_context_not_return","| EHR-KY-NR-001 | Kyrgyz | Noetherian ring | Exact phrase searches returned Russian Emmy Noether/Noether-theorem pages or unrelated English Noetherian-ring mentions, not a Kyrgyz mathematical source row. Domain-biased `ky.wikipedia.org` search produced no exact row. | 0 hits for `Нётер шакеги`, `Нетер шакеги`, `Нөтер шакеги`. | Blocked: no exact Kyrgyz Noetherian-ring source witness. | Exact Kyrgyz source row, reviewer return, or Kyrgyz-capable OCR of relevant scanned mathematical sources. |"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_EXACT_HARD_ROW_SEARCH_CLOSURE_20260704.md","36","review_language_context_not_return","| EHR-KY-PR-001 | Kyrgyz | Polynomial ring | Exact phrase searches returned Kyrgyz base `Көп мүчө` / school-polynomial materials and unrelated English pages, not an exact polynomial-ring source row. | 0 hits for `көп мүчөлөр шакеги`, `көп мүчөлөр алкагы`, `полиномдор шакеги`, `полиномдор алкагы`. | Blocked: no exact Kyrgyz polynomial-ring source witness. | Exact Kyrgyz source row, reviewer return, or Kyrgyz-capable OCR of relevant scanned mathematical sources. |"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_EXACT_HARD_ROW_SEARCH_CLOSURE_20260704.md","37","review_language_context_not_return","| EHR-TK-NR-001 | Turkmen | Noetherian ring | Exact searches for `Nýoter/Noeter/Nöter halkasy` returned no Turkmen exact source row; visible results were unrelated media, English ring-theory pages, or non-Turkmen material. | 0 hits for `Nýoter halkasy`, `Noeter halkasy`, `Nöter halkasy`, `Noether halkasy`. | Blocked: no exact Turkmen Noetherian-ring source witness. | Exact Turkmen source row, reviewer return, or Turkmen-capable OCR/source package. |"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_EXACT_HARD_ROW_SEARCH_CLOSURE_20260704.md","38","review_language_context_not_return","| EHR-TK-PR-001 | Turkmen | Polynomial ring | Exact searches for `polinom halkasy`, `polinomlar halkasy`, `köpagza halkasy`, and `köp agzaly halka` did not produce an exact Turkmen polynomial-ring source row. A Turkmen mathematical dictionary lead for `Köpagza` is polynomial/base-only, not polynomial ring. | 0 hits for `polinom halkasy`, `polinomlar halkasy`, `köpagza halkasy`, `köp agzaly halka`. | Blocked: no exact Turkmen polynomial-ring source witness. | Exact Turkmen source row, reviewer return, or Turkmen-capable OCR/source package. |"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_EXACT_HARD_ROW_SEARCH_CLOSURE_20260704.md","39","review_language_context_not_return","| EHR-UG-NR-001 | Uyghur | Noetherian ring | Existing and current UYGUR.COM rows provide exact/adjoining dictionary witnesses, including `نوئېتېر ھالقىسى`, `سول نوئېتېر ھالقىسى`, and Noetherian-scheme pages. | Machine-text scan found `نوئېتېر ھالقىسى` in current UYGUR.COM captures; earlier source-canon table also records the exact `noeter_halqisi` row. | Candidate only: source-corpus witness exists, but authority/license/native-domain review remains open. | License/authority/native-domain review or reviewer return before any downstream term use. |"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_EXACT_HARD_ROW_SEARCH_CLOSURE_20260704.md","40","review_language_context_not_return","| EHR-UG-PR-001 | Uyghur | Polynomial ring | Existing UYGUR.COM row provides exact dictionary witness for `كۆپ ئەزالىق ھالقا`; current sweep adds polynomial-adjacent `bir_namelumluq_kop_ezaliq`. | Current machine-text scan over new captures did not hit `كۆپ ئەزالىق ھالقا` because the exact row is in the earlier captured source-canon evidence, not the two newer capture directories. | Candidate only: source-corpus witness exists, but authority/license/native-domain review remains open. | License/authority/native-domain review or reviewer return before any downstream term use. |"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_FULL_CAPTURE_MACHINE_TEXT_SCAN_20260704.md","7","review_language_context_not_return","This is source-corpus/provenance bookkeeping only. It does not promote translations, glossary terms, bridge forms, pilots, reviewer status, native/community review, or canonical approval."
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_FULL_CAPTURE_MACHINE_TEXT_SCAN_20260704.md","92","review_language_context_not_return","| Tatar exact Noetherian-ring / polynomial-ring rows | Zero exact phrase hits across widened machine-text scan. | Exact source row, reviewer return, or OCR-capable scan of relevant image-heavy sources. |"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_FULL_CAPTURE_MACHINE_TEXT_SCAN_20260704.md","93","review_language_context_not_return","| Kyrgyz exact Noetherian-ring / polynomial-ring rows | Zero exact phrase hits across widened machine-text scan; two Kyrgyz PDFs were still thin-text/OCR-gated at this stage. | Exact source row, reviewer return, or Kyrgyz-capable OCR/source package. |"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_FULL_CAPTURE_MACHINE_TEXT_SCAN_20260704.md","94","review_language_context_not_return","| Turkmen exact Noetherian-ring / polynomial-ring rows | Zero exact phrase hits across widened machine-text scan. | Exact source row, reviewer return, or Turkmen-capable OCR/source package. |"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_FULL_CAPTURE_MACHINE_TEXT_SCAN_20260704.md","95","review_language_context_not_return","| Uyghur exact hard rows | Exact dictionary/source-corpus hits exist. | Authority/license/native-domain review or reviewer return before downstream use. |"
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_HARD_BLOCKER_RESOLUTION_DRAFT_20260704.md","9","review_language_context_not_return","This lane covers R2 Pan-Turkic hard blockers for Noetherian ring and polynomial ring, with emphasis on Tatar, Kyrgyz, Turkmen, and Uyghur zero-row states. Rows may move only from exact local source rows or explicit reviewer returns. No reviewer return was found in the consulted local material."
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_HARD_BLOCKER_RESOLUTION_DRAFT_20260704.md","14","review_language_context_not_return","- No constructed Turkic interlanguage form unless exact local source rows or reviewer returns already support it."
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_HARD_BLOCKER_RESOLUTION_DRAFT_20260704.md","24","review_language_context_not_return","- lines 512-520: Session J mandate to attack blockers with exact local sources or reviewer returns."
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_KYRGYZ_OCR_GATE_ATTEMPT_20260704.csv","5","review_language_context_not_return","""KYOCR-CWS-NR-001"",""exact_scan"",""Kyrgyz"",""OCR-KY-CWS-002"",""Kaldybaev S.K. Algebra 8 klass OCR"",""https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf"",""no explicit reusable license found in capture"",""Kyrgyz; algebra textbook; polynomial base"",""C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt"",""D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A"",""104 pages"","""","""",""Нётер шакеги"",""0"",""0"","""",""Zero exact hard-row hits; blocker remains"",""Exact source row or reviewer return"""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_KYRGYZ_OCR_GATE_ATTEMPT_20260704.csv","6","review_language_context_not_return","""KYOCR-CWS-NR-002"",""exact_scan"",""Kyrgyz"",""OCR-KY-CWS-002"",""Kaldybaev S.K. Algebra 8 klass OCR"",""https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf"",""no explicit reusable license found in capture"",""Kyrgyz; algebra textbook; polynomial base"",""C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt"",""D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A"",""104 pages"","""","""",""Нетер шакеги"",""0"",""0"","""",""Zero exact hard-row hits; blocker remains"",""Exact source row or reviewer return"""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_KYRGYZ_OCR_GATE_ATTEMPT_20260704.csv","7","review_language_context_not_return","""KYOCR-CWS-NR-003"",""exact_scan"",""Kyrgyz"",""OCR-KY-CWS-002"",""Kaldybaev S.K. Algebra 8 klass OCR"",""https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf"",""no explicit reusable license found in capture"",""Kyrgyz; algebra textbook; polynomial base"",""C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt"",""D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A"",""104 pages"","""","""",""Нөтер шакеги"",""0"",""0"","""",""Zero exact hard-row hits; blocker remains"",""Exact source row or reviewer return"""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_KYRGYZ_OCR_GATE_ATTEMPT_20260704.csv","8","review_language_context_not_return","""KYOCR-CWS-PR-001"",""exact_scan"",""Kyrgyz"",""OCR-KY-CWS-002"",""Kaldybaev S.K. Algebra 8 klass OCR"",""https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf"",""no explicit reusable license found in capture"",""Kyrgyz; algebra textbook; polynomial base"",""C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt"",""D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A"",""104 pages"","""","""",""көп мүчөлөр шакеги"",""0"",""0"","""",""Zero exact hard-row hits; blocker remains"",""Exact source row or reviewer return"""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_KYRGYZ_OCR_GATE_ATTEMPT_20260704.csv","9","review_language_context_not_return","""KYOCR-CWS-PR-002"",""exact_scan"",""Kyrgyz"",""OCR-KY-CWS-002"",""Kaldybaev S.K. Algebra 8 klass OCR"",""https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf"",""no explicit reusable license found in capture"",""Kyrgyz; algebra textbook; polynomial base"",""C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt"",""D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A"",""104 pages"","""","""",""көп мүчөлөр алкагы"",""0"",""0"","""",""Zero exact hard-row hits; blocker remains"",""Exact source row or reviewer return"""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_KYRGYZ_OCR_GATE_ATTEMPT_20260704.csv","10","review_language_context_not_return","""KYOCR-CWS-PR-003"",""exact_scan"",""Kyrgyz"",""OCR-KY-CWS-002"",""Kaldybaev S.K. Algebra 8 klass OCR"",""https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf"",""no explicit reusable license found in capture"",""Kyrgyz; algebra textbook; polynomial base"",""C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt"",""D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A"",""104 pages"","""","""",""көп мүчө шакеги"",""0"",""0"","""",""Zero exact hard-row hits; blocker remains"",""Exact source row or reviewer return"""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_KYRGYZ_OCR_GATE_ATTEMPT_20260704.csv","11","review_language_context_not_return","""KYOCR-CWS-PR-004"",""exact_scan"",""Kyrgyz"",""OCR-KY-CWS-002"",""Kaldybaev S.K. Algebra 8 klass OCR"",""https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf"",""no explicit reusable license found in capture"",""Kyrgyz; algebra textbook; polynomial base"",""C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt"",""D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A"",""104 pages"","""","""",""полиномдор шакеги"",""0"",""0"","""",""Zero exact hard-row hits; blocker remains"",""Exact source row or reviewer return"""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_KYRGYZ_OCR_GATE_ATTEMPT_20260704.csv","12","review_language_context_not_return","""KYOCR-CWS-PR-005"",""exact_scan"",""Kyrgyz"",""OCR-KY-CWS-002"",""Kaldybaev S.K. Algebra 8 klass OCR"",""https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf"",""no explicit reusable license found in capture"",""Kyrgyz; algebra textbook; polynomial base"",""C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-CWS-002_daramet_algebra_8_klass_kir_fast_psm6_150dpi_ocr.txt"",""D4DB3471E8BEFC6E1BD0EF96429617C15F71B61B7B1E583935F6E002CCEA600A"",""104 pages"","""","""",""полиномдор алкагы"",""0"",""0"","""",""Zero exact hard-row hits; blocker remains"",""Exact source row or reviewer return"""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_KYRGYZ_OCR_GATE_ATTEMPT_20260704.csv","13","review_language_context_not_return","""KYOCR-GCS-NR-001"",""exact_scan"",""Kyrgyz"",""OCR-KY-GCS-002"",""Математикалык маалыматтама сөздүк OCR"",""https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf"",""no explicit reusable license found"",""Kyrgyz; mathematical reference dictionary; higher algebra/source shelf"",""C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt"",""8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405"",""102 pages"","""","""",""Нётер шакеги"",""0"",""0"","""",""Zero exact hard-row hits; blocker remains"",""Exact source row or reviewer return"""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_KYRGYZ_OCR_GATE_ATTEMPT_20260704.csv","14","review_language_context_not_return","""KYOCR-GCS-NR-002"",""exact_scan"",""Kyrgyz"",""OCR-KY-GCS-002"",""Математикалык маалыматтама сөздүк OCR"",""https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf"",""no explicit reusable license found"",""Kyrgyz; mathematical reference dictionary; higher algebra/source shelf"",""C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt"",""8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405"",""102 pages"","""","""",""Нетер шакеги"",""0"",""0"","""",""Zero exact hard-row hits; blocker remains"",""Exact source row or reviewer return"""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_KYRGYZ_OCR_GATE_ATTEMPT_20260704.csv","15","review_language_context_not_return","""KYOCR-GCS-NR-003"",""exact_scan"",""Kyrgyz"",""OCR-KY-GCS-002"",""Математикалык маалыматтама сөздүк OCR"",""https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf"",""no explicit reusable license found"",""Kyrgyz; mathematical reference dictionary; higher algebra/source shelf"",""C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt"",""8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405"",""102 pages"","""","""",""Нөтер шакеги"",""0"",""0"","""",""Zero exact hard-row hits; blocker remains"",""Exact source row or reviewer return"""
"C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_KYRGYZ_OCR_GATE_ATTEMPT_20260704.csv","16","review_language_context_not_return","""KYOCR-GCS-PR-001"",""exact_scan"",""Kyrgyz"",""OCR-KY-GCS-002"",""Математикалык маалыматтама сөздүк OCR"",""https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf"",""no explicit reusable license found"",""Kyrgyz; mathematical reference dictionary; higher algebra/source shelf"",""C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\sources\kyrgyz_ocr_kir_fast_20260704\OCR-KY-GCS-002_okuma_math_reference_dictionary_kir_fast_psm6_150dpi_ocr.txt"",""8C71AC103322144A85771FA1090B7E72C7013241BACFEF7E509BD075CF447405"",""102 pages"","""","""",""көп мүчөлөр шакеги"",""0"",""0"","""",""Zero exact hard-row hits; blocker remains"",""Exact source row or reviewer return"""
