layer	inherited_path	inherited_tex_line	inherited_unit	printed_pages	line	disposition	evidence
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	271	par.019	72;73	\leg{gg'g''\cdots\times hh'h''\cdots}{p}=\leg{t}{p}=\pm1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	272	par.019	72;73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	273	par.019	72;73	le signe supérieur ou inférieur ayant lieu, selon que les nombres $h,h',h'',\ldots$ sont en nombre pair ou impair. D'un autre côté, si l'on applique la loi de réciprocité aux relations $(\beta)$ et $(\beta')$, il viendra, $b$ étant de la forme $4n+3$:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	274	par.019	72;73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	275	par.019	72;73	\leg{g}{b}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	276	par.019	72;73	\qquad \leg{g'}{b}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	277	par.019	72;73	\qquad \leg{g''}{b}=1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	278	par.019	72;73	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	279	par.019	72;73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	280	par.019	72;73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	281	par.019	72;73	\leg{h}{b}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	282	par.019	72;73	\qquad \leg{h'}{b}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	283	par.019	72;73	\qquad \leg{h''}{b}=-1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	284	par.019	72;73	\qquad \text{etc.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	285	par.019	72;73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	286	par.019	72;73	égalités qui, étant multipliées entre elles, donneront celle-ci:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	287	par.019	72;73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	288	par.019	72;73	 \leg{gg'g''\cdots\times hh'h''\cdots}{b}=\leg{t}{b}=\pm1,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	289	par.019	72;73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	290	par.019	72;73	où il faut prendre le signe supérieur ou inférieur, selon que les nombres $h,h',h'',\ldots$ sont en nombre pair ou impair.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p072_authority.png;qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	291	par.019			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	292	par.020	73	\unitid{dirichlet.v1.p04a.par.020}La comparaison de ce résultat avec celui que nous avons obtenu, il n'y a qu'un instant, fait voir qu'on a toujours:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	293	par.020	73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	294	par.020	73	(\gamma)\qquad \leg{t}{p}=\leg{t}{b}.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	295	par.020	73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	296	par.020	73	Reprenons maintenant l'équation $p=t^2-bu^2$, et mettons-la sous la forme d'une congruence:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	297	par.020	73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	298	par.020	73	 t^2\equiv bu^2\pmod p.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	299	par.020	73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	300	par.020	73	On tire de là, en élevant les deux membres à la puissance $\frac{p-1}{4}$:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	301	par.020	73	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	302	par.020	73	 t^{\frac{p-1}{2}}\equiv b^{\frac{p-1}{4}}u^{\frac{p-1}{2}}\pmod p.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	303	par.020	73	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	304	par.020	73	La formule $(\alpha)$, qui est celle-ci: $\leg{u}{p}=\leg{2^\nu}{p}$, $2^\nu$ désignant la puissance la plus élevée qui divise $u$, peut être présentée d'une autre manière. Il faut pour cela distinguer deux cas, selon que $p$ est de la forme $8n+1$ ou de celle-ci: $8n+5$.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	305	par.020			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	306	par.021	73;74	\unitid{dirichlet.v1.p04a.par.021}Si $p$ est un nombre premier $8n+1$, on a, comme on sait, $\leg{2}{p}=1$, et par conséquent $\leg{2^\nu}{p}=1$; la formule dont il s'agit se change donc dans ce cas en celle-ci: $\leg{u}{p}=1$. Si $p$ est un nombre premier $8n+5$, le nombre $\nu$ est $=1$; car si $\nu$ était plus grand que l'unité, $u^2$ serait divisible par $8$, et $p=t^2-bu^2$ serait de la forme $8n+1$. Comme d'ailleurs dans ce cas $\leg{2}{p}=-1$, la formule $(\alpha)$ se changera en celle-ci: $\leg{u}{p}=-1$. Les deux cas que nous venons d'examiner sont compris dans la formule	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png;qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	307	par.021	73;74	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png;qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	308	par.021	73;74	 \leg{u}{p}=(-1)^{\frac{p-1}{4}},	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png;qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	309	par.021	73;74	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png;qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	310	par.021	73;74	qui équivaut à cette congruence:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png;qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	311	par.021	73;74	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png;qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	312	par.021	73;74	 u^{\frac{p-1}{2}}\equiv (-1)^{\frac{p-1}{4}}\pmod p.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png;qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	313	par.021	73;74	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png;qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	314	par.021	73;74	En substituant la valeur qu'elle donne pour $u^{\frac{p-1}{2}}$ dans la congruence obtenue plus haut, on aura:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png;qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	315	par.021	73;74	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png;qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	316	par.021	73;74	 t^{\frac{p-1}{2}}\equiv (-b)^{\frac{p-1}{4}}\pmod p,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png;qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	317	par.021	73;74	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png;qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	318	par.021	73;74	résultat qui montre que $-b$ sera ou ne sera pas résidu biquadratique par rapport à $p$, selon que $t$ est ou n'est pas résidu quadratique par rapport à $p$. Si l'on compare maintenant ce résultat avec celui qui est contenu dans la formule $(\gamma)$, on arrivera au théorème que nous allons énoncer:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p073_authority.png;qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	319	par.021			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	320	thm.006	74	\unitid{dirichlet.v1.p04a.thm.006}»Désignons par $b$ un nombre premier $4n+3$, et par $p$ un nombre premier $4n+1$, susceptible d'être mis sous la forme $t^2-bu^2$. Ayant fait $p=t^2-bu^2$ (où $t$ est supposé impair), je dis que $-b$ sera ou ne sera pas résidu biquadratique par rapport à $p$, selon que $t$ est ou n'est pas résidu quadratique par rapport à $b$.«	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	321	thm.006			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	322	thm.006	74	\begin{center}4.\end{center}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	323	thm.006			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	324	par.022	74	\unitid{dirichlet.v1.p04a.par.022}Nous allons maintenant déduire de ce théorème un autre, au moyen duquel on peut décider plus promptement encore, si $-b$ est ou n'est pas résidu biquadratique par rapport à $p$. Conservons les notations précédentes et faisons $p=\varphi^2+\psi^2$ (où $\psi$ est supposé pair). En égalant cette valeur de $p$ à celle que nous avons considérée précédemment, on aura:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	325	par.022	74	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	326	par.022	74	 p=t^2-bu^2=\varphi^2+\psi^2,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	327	par.022	74	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	328	par.022	74	et en transposant:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	329	par.022	74	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	330	par.022	74	 t^2-\psi^2=(t+\psi)(t-\psi)=\varphi^2+bu^2.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	331	par.022	74	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	332	par.022	74	Il y a maintenant deux cas à distinguer, selon que $\varphi$ est ou n'est pas divisible par $b$. Nous commençons par l'examen du dernier de ces deux cas. Soit $m$ le plus grand commun diviseur de $\varphi$ et $u$ qui sera impair ($\varphi$ étant impair) et non-divisible par $b$, et posons $\varphi=m\varphi'$, $u=mu'$. La substitution de ces valeurs dans la dernière équation, la changera en celle-ci:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	333	par.022	74	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	334	par.022	74	 (t+\psi)(t-\psi)=m^2(\varphi'^2+bu'^2).	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	335	par.022	74	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	336	par.022	74	Il est évident, par cette équation, que $t+\psi$ est composé de deux facteurs $E$ et $K$ dont le premier divise $m^2$, le second $\varphi'^2+bu'^2$, et qu'il en est de même de $t-\psi$. Désignant les facteurs de ce dernier nombre par $F$ et $L$, nous aurons ces équations:	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	337	par.022	74	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	338	par.022	74	 t+\psi=EK,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	339	par.022	74	\qquad t-\psi=FL,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	340	par.022	74	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	341	par.022	74	\[	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	342	par.022	74	 m^2=EF,	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	343	par.022	74	\qquad \varphi'^2+bu'^2=KL.	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	344	par.022	74	\]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p074_authority.png
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	345	par.022			PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
fr	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/orig/tex/04a_div4_fr.tex	346	par.022		\end{document}	PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	1				PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	2			\documentclass[11pt]{article}	PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	3			\usepackage[a4paper,margin=30mm]{geometry}	PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	4			\usepackage{fontspec}	PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	5			\setmainfont{DejaVu Serif}	PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	6			\usepackage{amsmath,amssymb}	PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	7			\usepackage{microtype}	PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	8			\usepackage{enumitem}	PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	9			\usepackage{hyperref}	PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	10			\hypersetup{colorlinks=false,pdfborder={0 0 0}}	PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	11			\newcommand{\leg}[2]{\left(\frac{#1}{#2}\right)}	PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	12			\newcommand{\unitid}[1]{\hypertarget{#1}{}}	PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	13			\setlength{\parindent}{1.2em}	PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	14			\setlength{\parskip}{0.25em}	PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	15		65	\begin{document}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p065_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	16				PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	17		65	\begin{center}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p065_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	18		65	{\Large\bfseries RESEARCHES ON THE PRIME DIVISORS OF A CLASS\\	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p065_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	19		65	OF FORMULAE OF THE FOURTH DEGREE.}\\[1.2em]	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p065_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	20		65	{First memoir.}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p065_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	21		65	\end{center}	REPLAYED_AGAINST_AUTHORITY; SEE_SOURCE_BACKED_DIFF	qa/source/p065_authority.png
en	inherited/R27/Dirichlet_R27_V1_IVa_div4_20260606/new/en/tex/04a_div4_en.tex	22				PRESERVED_ONLY_NOT_AUTHOR_CONTENT	
