"target_rendering","branch_floor","support_id","hard_boundary","language_gate","concept","source_evidence_id","row_origin","reviewer_question","term_alternatives_or_register_notes","source_file","formula_neighboring_usage_note","source_context_locator","route_to_lane","status_label","target_rendering_status"
"حلقه","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0112","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ring","FA-IDEAL-003-E003","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","source form only; no accepted terminology claim","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only with the exact source context row.","pdf-page-4:line-13:utf16-74","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"ایدهآل","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0113","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ideal","FA-IDEAL-003-E004","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-4:line-15:utf16-18","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"حلقه","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0114","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ring","FA-IDEAL-003-E005","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","source form only; no accepted terminology claim","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only with the exact source context row.","pdf-page-4:line-23:utf16-4","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"ایدهآل","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0115","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ideal","FA-IDEAL-003-E006","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-4:line-25:utf16-26","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"ایدهآل","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0116","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ideal","FA-IDEAL-003-E007","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-4:line-34:utf16-75","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"حلقه","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0117","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ring","FA-IDEAL-003-E008","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","source form only; no accepted terminology claim","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only with the exact source context row.","pdf-page-4:line-34:utf16-88","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"ایدهآل","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0118","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ideal","FA-IDEAL-003-E009","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-5:line-1:utf16-108","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"حلقه","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0119","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ring","FA-IDEAL-003-E010","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","source form only; no accepted terminology claim","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only with the exact source context row.","pdf-page-5:line-13:utf16-28","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"ایدهآل","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0120","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ideal","FA-IDEAL-003-E011","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-5:line-14:utf16-36","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"ایدهآل","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0121","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ideal","FA-IDEAL-003-E012","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-5:line-15:utf16-1","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"حلقه","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0122","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ring","FA-IDEAL-003-E013","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","source form only; no accepted terminology claim","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only with the exact source context row.","pdf-page-5:line-15:utf16-90","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"ایدهآل","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0123","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ideal","FA-IDEAL-003-E014","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-6:utf16-11","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"ایدهآل","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0124","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ideal","FA-IDEAL-003-E015","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-7:utf16-63","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"ایدهآل","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0125","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ideal","FA-IDEAL-003-E016","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-8:utf16-1","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"ایدهآل","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0126","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ideal","FA-IDEAL-003-E017","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-10:utf16-55","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"حلقه","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0127","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ring","FA-IDEAL-003-E018","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","source form only; no accepted terminology claim","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only with the exact source context row.","pdf-page-6:line-10:utf16-19","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"ایدهآل","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0128","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ideal","FA-IDEAL-003-E019","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-13:utf16-33","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"ایدهآل","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0129","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ideal","FA-IDEAL-003-E020","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-17:utf16-71","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"ایدهآل","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0130","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ideal","FA-IDEAL-003-E021","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-18:utf16-75","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"ایدهآل","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0131","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ideal","FA-IDEAL-003-E022","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-19:utf16-28","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"حلقه","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0132","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ring","FA-IDEAL-003-E023","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","source form only; no accepted terminology claim","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only with the exact source context row.","pdf-page-6:line-19:utf16-107","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"ایدهآل","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-C2-DRAFT-0133","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","fa_IR","ideal","FA-IDEAL-003-E024","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","pdf-page-6:line-20:utf16-83","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-attested-form-in-exact-context; not accepted terminology"
"الجبر الخطي","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-S06-DRAFT-ar-linear-algebra","Does not authorize Persian/Farsi, Dari, Tajik, Urdu, or Turkic usage.","ar","linear algebra","S06-RTL-0008;S06-RTL-0019;S06-RTL-0020;S06-RTL-0021;S06-RTL-0022;S06-RTL-0030;S06-RTL-0031;S06-RTL-0032","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","جبر خطي; الجبر الخطي","language-source-bodies/rtl-persianate-arabic","Keep Latin variables and formulas such as Ax=b or V inside LTR/math spans; Arabic phrase sits outside formula tokens.","linear algebra","ar scoped draft support only","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft; draft; non-canonical; not-native-reviewed"
"حلقة نوثرية","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-S06-DRAFT-ar-ring-noetherian","Arabic ring terminology does not cover Persian/Farsi ring terminology.","ar","Noetherian ring","S06-RTL-0001;S06-RTL-0002;S06-RTL-0003;S06-RTL-0004;S06-RTL-0005;S06-RTL-0006;S06-RTL-0007;S06-RTL-0008","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","حلقة نوثرية; الحلقات النويثرية; حلقة ناظمية only where the source itself uses that register","language-source-bodies/rtl-persianate-arabic","When R is named next to Arabic text, keep R in math/LTR isolation and avoid reshaping formulas around Arabic punctuation.","ring, ideal, Noetherian ring","ar scoped draft support only","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft; draft; non-canonical; not-native-reviewed"
"جبر خطی","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-S06-DRAFT-fa-linear-algebra","fa_IR evidence does not authorize Dari, Tajik, Urdu, Arabic, or Pan-Turkic rows.","fa_IR","linear algebra","S06-RTL-0098;S06-RTL-0099;S06-RTL-0183;S06-RTL-0186","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","جبر خطی; جبر برداری only if a source row independently supports it","language-source-bodies/rtl-persianate-arabic","Use Persian RTL prose around unchanged LTR formulas; do not Persianize variable names such as A, x, V unless source context does.","linear algebra","fa_IR scoped draft support only","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft; draft; non-canonical; not-native-reviewed"
"حلقه / مدول / ایده‌آل / نوتری","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-S06-DRAFT-fa-ring-module","Persian/Farsi rows do not cover Arabic or Dari/Tajik without their own witnesses.","fa_IR","ring / module / ideal / Noetherian","S06-RTL-0092;S06-RTL-0093;S06-RTL-0094;S06-RTL-0095;S06-RTL-0096;S06-RTL-0097;S06-RTL-0098;S06-RTL-0099","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","حلقه; مدول; ایده‌آل; ایده آل; جبر نوتری","language-source-bodies/rtl-persianate-arabic","For R-modules, keep the hyphen or math notation stable: R-مدول or مدول روی R according to local source context.","ring, module, ideal, Noetherian algebra","fa_IR scoped draft support only","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft; draft; non-canonical; not-native-reviewed"
"جبر خطی","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-S06-DRAFT-prs-linear-algebra","Dari support is not Persian/Farsi support and not Tajik support.","prs_AF","linear algebra","S06-RTL-0109;S06-RTL-0110;S06-RTL-0114;S06-RTL-0115;S06-RTL-0116;S06-RTL-0117;S06-RTL-0164;S06-RTL-0165","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","الجبر خطی; جبر خطی","language-source-bodies/rtl-persianate-arabic","Dari RTL prose should keep formulas and course codes LTR; do not import Iran-only register without a Dari source row.","Dari linear algebra and algebra course/book witnesses","prs_AF scoped draft support only","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft; draft; non-canonical; not-native-reviewed"
"алгебраи хаттӣ / фазои векторӣ / матритса","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-S06-DRAFT-tg-linear-algebra","Tajik Cyrillic evidence is not authorized by fa_IR and does not authorize fa_IR.","tg_Cyrl_TJ","linear algebra / vector space / matrix","S06-RTL-0118;S06-RTL-0119;S06-RTL-0120;S06-RTL-0121;S06-RTL-0122;S06-RTL-0126;S06-RTL-0127;S06-RTL-0128","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","алгебраи хаттӣ; фазои векторӣ; матритса; вектор","language-source-bodies/rtl-persianate-arabic","Tajik Cyrillic prose is LTR; formula-neighboring caution is mostly about preserving math notation, not bidi shaping.","Tajik Cyrillic linear algebra","tg_Cyrl_TJ scoped draft support only","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft; draft; non-canonical; not-native-reviewed"
"ҳалқа / майдон","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-S06-DRAFT-tg-ring-field","No Dari/Persian/Turkic merge is implied.","tg_Cyrl_TJ","ring / field","S06-RTL-0119;S06-RTL-0120;S06-RTL-0121;S06-RTL-0122;S06-RTL-0128;S06-RTL-0129;S06-RTL-0130;S06-RTL-0131","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","ҳалқа; майдон","language-source-bodies/rtl-persianate-arabic","Keep R, K, F and displayed algebra notation unchanged next to Cyrillic prose.","Tajik algebra, ring, field","tg_Cyrl_TJ scoped draft support only","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft; draft; non-canonical; not-native-reviewed"
"نوئېتېر ھالقىسى / سول نوئېتېر ھالقىسى / ئوڭ نوئېتېر ھالقىسى","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-S06-DRAFT-ug-noetherian-ring","Uyghur evidence does not authorize Ottoman, Turkish, Arabic, Persian, or Urdu.","ug_Arab","Noetherian ring / left Noetherian ring / right Noetherian ring","S06-RTL-0142;S06-RTL-0143;S06-RTL-0144;S06-RTL-0145;S06-RTL-0146;S06-RTL-0147;S06-RTL-0148;S06-RTL-0149","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","نوئېتېر ھالقىسى; سول نوئېتېر ھالقىسى; ئوڭ نوئېتېر ھالقىسى; ھالقا","language-source-bodies/rtl-persianate-arabic","Uyghur Arabic-script prose is RTL; keep R and chain-condition formulas in LTR/math spans.","Uyghur Arabic-script Noetherian/ring terminology","ug_Arab scoped draft support only","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","generated-draft; draft; non-canonical; not-native-reviewed"
"لکیری الجبرا","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-UR-لکیری_الجبرا-30","Urdu does not authorize Arabic/Persian/Dari/Tajik/Pan-Turkic rows; generated support remains non-canonical.","ur_Arab","Urdu Wikibooks linear algebra overview","UR-WB-LA-000-E001;UR-WB-LA-000-E002;UR-WB-LA-000-E003;UR-WB-LA-000-E004;UR-WB-LA-000-E005","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","technical-prose-context; preserve Urdu RTL script around LTR formula/math tokens.","line 2; 30 exact-context matches","Urdu source-acquisition/support lane only","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-context term support; generated-draft/non-canonical if consumed"
"سمتیہ","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-UR-سمتیہ-136","Urdu does not authorize Arabic/Persian/Dari/Tajik/Pan-Turkic rows; generated support remains non-canonical.","ur_Arab","Urdu Wikibooks linear algebra overview","UR-WB-LA-000-E011;UR-WB-LA-000-E012;UR-WB-LA-001-E003;UR-WB-LA-001-E004;UR-WB-LA-001-E005","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","line 12; 136 exact-context matches","Urdu source-acquisition/support lane only","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-context term support; generated-draft/non-canonical if consumed"
"فضاء","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-UR-فضاء-5","Urdu does not authorize Arabic/Persian/Dari/Tajik/Pan-Turkic rows; generated support remains non-canonical.","ur_Arab","Urdu Wikibooks linear algebra overview","UR-WB-LA-000-E013;UR-WB-LA-000-E014;UR-WB-LA-000-E015;UR-WB-LA-006-E020;UR-WB-LA-006-E021","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","line 12; 5 exact-context matches","Urdu source-acquisition/support lane only","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-context term support; generated-draft/non-canonical if consumed"
"ویژہ","8f7d1cb30ca4347812d05bfbe110b134bb758870","POSTPUSH-UR-ویژہ-20","Urdu does not authorize Arabic/Persian/Dari/Tajik/Pan-Turkic rows; generated support remains non-canonical.","ur_Arab","Urdu Wikibooks linear algebra overview","UR-WB-LA-000-E016;UR-WB-LA-006-E022;UR-WB-LA-006-E023;UR-WB-LA-006-E024;UR-WB-LA-006-E025","postpush_source_gated_pretranslation","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","line 14; 20 exact-context matches","Urdu source-acquisition/support lane only","generated-draft; non-canonical; not-native-reviewed; exact 8f7 authority replay","source-context term support; generated-draft/non-canonical if consumed"
