concept,form,source_path,source_label,method,window
problem,مسائل,extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_II_linear_algebra.first5.txt,OCR-witness,direct_text,لتحويلات التكامليه وغيرها‪ ،‬وقد اغني السلسهل ابلعديد من ا لامثهل والتطبيقات والمسائل‬ ‫والتمرينات‪.‬‬ ‫تمث ل هذه السلسهل اداه هم مه ل ‬ ‫كل الراغبين في دراسه الرايض
problem,مسائل,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text,يه ويلسون هو تحويل مساله تحديد ما اذا كان ‪ p‬عددا اوليا ام‬ ‫لا‪ ،‬من سلسله من مسائل القسمه )التحقق من القسمه علي كل الاعداد الاوليه حتي ‪(√p‬‬ ‫الي مساله قسمه واحد
proof,إثبات,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/syriamath_algebraic_structures_3_modules.first5.txt,OCR-witness,direct_text,(‬  ‫) θ ̅(‬  ‫θ θ وبما ان ̅ مقصور علي‬ ‫θ‪.‬‬ ‫وان متباين فيكون θ‬  ‫(اكتفينا باثبات انه متباين الن الحد الذي قبل‬ ‫يجب ان يكون ̅‬  ‫‪ )2‬حتي تكون المتتاليه تامه عن
proof,إثبات,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt,OCR-witness,direct_text,"ر من هذه المقاله تم‬ ‫تبين ان كل حلقه ناظميه محليا تكافئ حلقه تقييم محليا ضمن‬ ‫اثبات مبرهنه (‪ )3-4‬‬  ‫*‬  ‫استاذ مشارك في الجامعه العربيه الدوليه الخاصه ‪,AIU Ara"
proof,إثبات,extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.first5.txt,OCR-witness,direct_text,لي التوالي‪.‬‬ ‫ضرب كرونكر بين مصفوفتين يعطينا B⨂A = C بحجم )n ‪(m. n) × (m.‬‬ ‫اثبات ان C نوثريه‬ ‫نقول ان الحلقه نوثريه اذا كانت تحقق شرط السلسه التصاعديه المحدوده
proof,إثبات,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text,معادله ‪) 8 × 15 = 120‬حيث ان ‪ ،(120 = 6 × 20‬مع ذلك ‪ 6‬ليس‬ ‫او ‪.15‬‬ ‫يمكن اثبات حقيقه  ‬ ‫ان الاعداد الاوليه تمتلك الخاصيه السابقه في جميع الاحوال من‬ ‫‬ ‫معتم
proof,إثبات,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,تستخدم‪،‬‬ ‫لكن هذا الراي خطا‪ .‬فمن دون الرياضيات سينهار عالم اليوم‪ .‬ومن اجل اثبات هذا‪،‬‬ ‫ساعرض عليكم تطبيقات لها في السياسه‪ ،‬والقانون‪ ،‬وعمليات زرع ال كلي‪ 
quotient field,حقل الكسور,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/ens_kouba_alg411.textcheck.txt,OCR-witness,direct_text, بين بنيه الحلقه والحقل‪.‬‬ ‫‪ .1‬الحلقات‪ ،‬الحقول‪ ،‬التوسيعات‬ ‫‪ .1.1‬حلقه وحقل الكسور‬ ‫تعريف المجموعه الضربيه في حلقه مع امثله ‪ -‬تعريف علاقه تكافؤ ‪ R‬في المجموعه
quotient field,حقل الكسور,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/زمرة__رياضيات__oldid_75199155.wiki.txt,native-source-body,direct_text,}.}} {{cnote|14|تحويل الاعداد الصحيحه الي اعداد كسريه من خلال جمع الكسور يعمم [[حقل الكسور|بحقل الكسور]].}} {{cnote|15|الامر نفسه صحيح لاي حقل <math>F\!</math> فيما بدلا 
reducible,قابل للاختزال,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/ens_kouba_alg411.textcheck.txt,OCR-witness,direct_text,"لقه ] ‪ A[ X‬حيث ‪ A‬حلقه عامليه لدينا‪:‬‬ ‫‪ f (aX + b) : a ,b ∈ A ∧ a ≠ 0‬غير قابل للاختزال اذا وفقط اذا ) ‪ f ( X‬غير قابل للاختزال‪.‬‬ ‫‪ .4.1‬تفكيك كثيرات الحدود في الح"
reduction,ردّ,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/uotelafer_group_theory_lectures.first5.txt,OCR-witness,direct_text,"• مثال‪:‬‬ ‫• اذا كانت ‪ Z e‬و ‪ Z o‬تمثالن مجموعت االعداد الصححه‬  ‫الزوجه والفرده علي الترتب ‪ ،‬فان )‪ (Z e,+‬ه زمره‬    ‫جزئه من الزمره )‪ ، (Z,+‬ف حن ان )‪(Z"
reduction,ردّ,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.first5.txt,OCR-witness,direct_text,ريه الحقول‪.‬‬  ‫للعلوم التطبيقيه والتكنولوجيا‬  ‫الجبر‬ ‫‪1‬‬ ‫مبادئ الجبر المجرد‬ ‫المنطق الرياضي والبني الجبريه‬ ‫الزمر والحلقات والحقول‬ ‫الاعداد العقديه وكثي
reduction,ردّ,extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.first5.txt,OCR-witness,direct_text,ريه الحقول‪.‬‬  ‫للعلوم التطبيقيه والتكنولوجيا‬  ‫الجبر‬ ‫‪1‬‬ ‫مبادئ الجبر المجرد‬ ‫المنطق الرياضي والبني الجبريه‬ ‫الزمر والحلقات والحقول‬ ‫الاعداد العقديه وكثي
reduction,ردّ,extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_II_linear_algebra.first5.txt,OCR-witness,direct_text,"ي للعلوم التطبيقيه والتكنولوجيا‬ ‫‪"" −‬الجبر‪ ،‬الجزء ا لاول‪ ،‬مبادئ الجبر اجملرد""‪ ،‬لدلكتور عمران قواب‪ ،‬الطبعه ا لاولي ‪ ،2009‬الطبعه الثانيه ‪.2017‬‬ ‫‪"" −‬"
reduction,ردّ,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt,OCR-witness,direct_text,"‬  ‫د‪ .‬شوقي الراشد‬  ‫‪ .1‬مقدمه‪:‬‬ ‫ان اهميه دراسه مناطق بريفر في الجبر المجرد تكمن في عرض قابليه القلب لمثالي‬  ‫""‪ ،Invertible Ideals‬واهميه دراسه الحلقات ا"
relation,علاقة,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text,اعداد التي يمكننا تقديمها من خلال تسميه الاعداد ‪ n‬التي‬ ‫‬ ‫»كاملا« اذا‬ ‫لها علاقه محدده بداله القواسم الكامله‪ .‬وكما ذكرنا بالفعل‪ ،‬يكون ‪ n‬عددا‬ ‫كان ‪ ،a(n)
relation,علاقة,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,لدائره الي قطرها‪«.‬‬ ‫قال الزميل‪» :‬الان اعلم انك تحاول خداعي‪ .‬عجبا‪ ،‬ما العلاقه بني الدائره وتعداد‬ ‫السكان؟!«‬ ‫النقطه الاولي حول هذه القصه هي ان شكوك الصديق 
relation,علاقة,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/ens_kouba_alg411.textcheck.txt,OCR-witness,direct_text,ت‬ ‫‪ .1.1‬حلقه وحقل الكسور‬ ‫تعريف المجموعه الضربيه في حلقه مع امثله ‪ -‬تعريف علاقه تكافؤ ‪ R‬في المجموعه ‪ A × S‬حيث ‪ A‬حلقه‬ ‫‪A ×S‬‬ ‫واحديه تبديليه و ‪ S‬مجمو
relation,علاقة,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text,‪ ،‬مجموعه خاليه‪ ،‬مجموعه كليه‪ ،‬مجموعه جزئيه‪ ،‬حجم مجموعه‪ ،‬قدره مجموعه‪ ،‬علاقه احتواء‪ ،‬علاقه انتماء‪،‬‬ ‫مخطط فن‪ ،‬تقاطع‪ ،‬اجتماع‪ ،‬متمم‪ ،‬فرق‪ ،‬فرق تن
relation,علاقة,extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/mu_math444_course_spec.textcheck.txt,OCR-witness,direct_text,ر المترادفه في منطقه صحيحه والعناصر الاوليه والعناصر الغير‬ ‫‪.‬وان يتعرف علي العلاقه بين تلك العناصر في ظل شروط معينه ‪.‬قابله للتحليل في الحلقه‬  ‫‪6-‬‬  ‫وان يتعر
representation,تمثيل,extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.first5.txt,OCR-witness,direct_text, كل حلقه غير تامه يمكن ان تكتب كتركيب مباشر من‬ ‫حلقات اوليه؛ مما يعني انه يمكن تمثيل العناصر في تلك الحلقه كحدود من العناصر في الحلقات االوليه‪.‬‬  ‫مبرهنه االساس ل
representation,تمثيل,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text, هو الافتقار‬ ‫‬ ‫طريقه تتيح لنا التعامل مع الاعداد‪ .‬اما الثاني — الذي كان‬ ‫لتمثيل الاعداد التي نحتاجها؛‬ ‫مرتب ‬ ‫طا بالاول — فكان شديد الصعوبه من الناحيه الفلسف
representation,تمثيل,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,لتقليدي هو اختيار الناخبني ملجموعه من الاشخاص كي ينوبوا عنهم‪،‬‬ ‫‬ ‫عداله في التمثيل‬ ‫والسماح لهؤلاء الاشخاص باتخاذ القرارات‪ .‬ويتمث ل احد الاساليب الاكثر‬ ‫حزب س
representation,تمثيل,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/damascus_module_representation_pdf.textcheck.txt,OCR-witness,direct_text,s University Journal for the Basic Science‬‬ ‫‪Vol 39 No.3 (2023): 127 -136‬‬  ‫تمثيل زمره منتهيه عمي انواع خاصه من المودوالت‬ ‫رغده عز الدين‪ ، 1‬د‪.‬عبد المطيف هنا
representation,تمثيل,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text,موعه والعمليات الاساسيه عليها من اجتماع وتقاطع وفرق ومتتم واستخدام‬ ‫مخططات فت لتمثيل اجملموعات وفهمها‪ .‬ومن ثم الانتقال الي مفهوم التابع والذي هو عباره عن علاقه بي
ring,حلقة,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/damascus_algebraic_structures_2_ring_theory.first5.txt,OCR-witness,direct_text,   ‫‪22‬‬                                                          ‫‪ 1‬ ‪ 1‬ الحلقه ‪.‬‬     ‫‪33‬‬                                                 ‫‪ 1‬ ‪ 2‬ الحل
ring,حلقة,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.first5.txt,OCR-witness,direct_text,ه‬ ‫اجملموعات‪ ،‬والبني الجبريه من زمر وحلقات وحقول‪ ،‬حقل ا لاعداد العقديه‪ ،‬وحلقه ا لاعداد‬ ‫الصحيحه‪ ،‬وحلقه كثيرات الحدود‪ ،‬ومقدمات في نظريه الحقول‪.‬‬  ‫للعل
ring,حلقة,extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.first5.txt,OCR-witness,direct_text,ه‬ ‫اجملموعات‪ ،‬والبني الجبريه من زمر وحلقات وحقول‪ ،‬حقل ا لاعداد العقديه‪ ،‬وحلقه ا لاعداد‬ ‫الصحيحه‪ ،‬وحلقه كثيرات الحدود‪ ،‬ومقدمات في نظريه الحقول‪.‬‬  ‫للعل
ring,حلقة,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt,OCR-witness,direct_text,"الت (المقاسات)‬ ‫منتهيه التوليد‪ ،‬باالضافه الي مفهوم التموضع ""‪ ""Localization‬لحلقه عند مثالي‬ ‫اولي فيها ‪ .‬في الفقره الثالثه عرض العالقه بين مناطق ""‪ ""Pruefer‬و"
ring,حلقة,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.first5.txt,OCR-witness,direct_text,‫مجله جامعه دمشق للعلوم االساسيه  المجلد (‪ )38‬ العدد االول ‪2022‬‬  ‫حلقه برفير والحلقه الحسابيه‬ ‫**‬  ‫*‬  ‫د‪ .‬شوقي الراشد‬  ‫محمد عمر عيطه‬  ‫الملخص
set,مجموعة,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/ksu_group_theory_course_spec.first5.txt,OCR-witness,direct_text,"اثير زمره علي‬ ‫‪automorphism, simple groups, Cayley’s‬‬                       ‫مجموعه‪ ،‬مبرهنه كوشي‪ ،‬مبرهنات سيلو وتطبيقات عليها‪،‬‬ ‫‪theorem and its generalizat"
set,مجموعة,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/uotelafer_group_theory_lectures.first5.txt,OCR-witness,direct_text,"                          ‫• الزمره الجزئيه‪:‬‬    ‫لتكن )*‪ (G,‬زمره و ‪ H⊆G‬ه مجموعه جزئه غر‬                   ‫•‬                                                 "
set,مجموعة,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/syriamath_algebraic_structures_3_modules.first5.txt,OCR-witness,direct_text,علي المنطلق ونعلم ان المقصور هو نفس قاعده ربط ونفس‬  ‫المستقر ولكن المنطلق يكون مجموعه جزئيه من المنطلق االساسي )‪.‬‬  ‫‪F.B Group :improve our mathematics‬‬  ‫‪Faceb
set,مجموعة,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt,OCR-witness,direct_text,نطقه مغلقه جبريا‪ ،‬وهذا ما يساعد‬  ‫في دراسه بعض الخواص الجبريه والتبولوجيا في مجموعه جبريه تحوي هذه النقطه‬  ‫كجوار مغلق جبريا لهذه النقطه‪ ،‬ولهذا اهميه كبيره في ا
set,مجموعة,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_prufer_ring_pdf.first5.txt,OCR-witness,direct_text,"‪ 5.1‬تعريف ([‪ :)]2[ ،]1‬لتكنR حلقه تبديليه ذات عنصر محايد‪.‬‬  ‫‪ -‬نقول عن المجموعه R ⊂ S ≠ φ انها مغلقه ضربيا‪ ،‬اذا وفقط اذا تحقق‪:‬‬  ‫S ∈ ‪∀s1 , s2 ∈ S: s1 . s"
subgroup,زمرة جزئية,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text,خلي‪ ،‬خواص قانون التشكيل‪ ،‬عنصر حيادي‪ ،‬عنصر نظير‪ ،‬زمره‪ ،‬زمره تبديليه‪ ،‬زمره جزئيه‪ ،‬زمره منتهيه‪،‬‬ ‫زمره وحيده التوليد‪ ،‬زمره دواره‪ ،‬رتبه زمره‪ ،‬مورفيزم‪ ،
subgroup,زمرة جزئية,extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/ens_ouargla_general_algebra_r211.textcheck.txt,OCR-witness,direct_text,نتهيه من الزمر ‪ -‬تعريف عالقتي تكافئ من‬ ‫اليسار ومن اليمين في زمره ‪ G‬بواسطه زمره جزئيه منها ‪ - H‬البرهان علي تساوي القدره بين صف من‬ ‫‪ -‬قانون جداء االدله‪LAGRANGE‬
subgroup,زمرة جزئية,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/حقل__رياضيات__oldid_75116379.wiki.txt,native-source-body,direct_text,ي [[حلقه منعدمه|الحلقه التافهه]] التي تحتوي علي عنصر واحد فقط لاتمثل حقل.  كل [[زمره جزئيه]] منتهيه من زمره ضربيه لحقل هي [[زمره دائريه]].  === مميز ===  وكما عرفنا عمليه
subgroup,زمرة جزئية,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/زمرة__رياضيات__oldid_75199155.wiki.txt,native-source-body,direct_text,ر الي [[قائمه مواضيع نظريه الزمر|عده اقسام]] لتسهيل فهم الزمر واستكشافها، مثل [[زمره جزئيه|الزمر الجزئيه]] و[[زمره خارج القسمه|زمر خارج القسمه]] و[[زمره بسيطه|الزمر البسي
subgroup,زمرة جزئية,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/نظرية_الزمر_oldid_75472653.wiki.txt,native-source-body,direct_text,يه {''H''<sub>''i''</sub>}:  اذا تحقق:  * جميع الزمر ''H''<sub>''i''</sub> هي [[زمره جزئيه|زمر جزئيه طبيعيه]] من ''G''. * كل زوج من الزمر الجزئيه لهما تقاطع ضئيل. * ''{G'
subset,جزئية,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/damascus_algebraic_structures_2_ring_theory.first5.txt,OCR-witness,direct_text,"            ‫المقدمه‬     ‫‪99‬‬             ‫الفصل االول‪ :‬الحلقات والحلقات الجزئيه والتشاكل الحلقي‬                   ‫‪The Rings, Subrings and Ring Homomorphism‬"
subset,جزئية,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/ksu_group_theory_course_spec.first5.txt,OCR-witness,direct_text,"oups, subgroups, cyclic groups,‬‬                             ‫الزمر‪ ،‬الزمر الجزئيه‪ ،‬الزمر الدائريه‪ ،‬مبرهنه الغرانج‪،‬‬ ‫‪Lagrange’s theorem, normal subgroups,"
subset,جزئية,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/uotelafer_group_theory_lectures.first5.txt,OCR-witness,direct_text,"12},+16‬هو زمره ‪.‬‬                                               ‫• الزمره الجزئيه‪:‬‬    ‫لتكن )*‪ (G,‬زمره و ‪ H⊆G‬ه مجموعه جزئه غر‬                   ‫•‬      "
subset,جزئية,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/syriamath_algebraic_structures_3_modules.first5.txt,OCR-witness,direct_text,نطلق ونعلم ان المقصور هو نفس قاعده ربط ونفس‬  ‫المستقر ولكن المنطلق يكون مجموعه جزئيه من المنطلق االساسي )‪.‬‬  ‫‪F.B Group :improve our mathematics‬‬  ‫‪Facebook_Pa
subset,جزئية,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/uobasrah_crossed_modules_thesis_abstract_2010.first5.txt,OCR-witness,direct_text,المتصالبه للزمر في فصيله‬ ‫ بعض‬.(‫الموديولات المتصالبه للهياكل السلسليه كفصيله جزئيه منها ) وفقا للتشاكل التقابلي للفصائل‬ ‫ كذلك حصلنا علي زوج مترافق من المقرنات ا
theorem,نظرية,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/damascus_algebraic_structures_2_ring_theory.first5.txt,OCR-witness,direct_text,      ‫البني الجبريه (‪)2‬‬     ‫‪ -‬نظريه الحلقات ‪-‬‬         ‫السنه الثانيه‬       ‫القسم‪ :‬الرياضيات‬     ‫االختصاص‪ 
theorem,نظرية,extracted-ocr-witnesses/20260705T035500Z_arabic_official_pdf_probe/downloads/ksu_group_theory_course_spec.first5.txt,OCR-witness,direct_text,قرر ورمزه‪ 343 :‬ريض‬                                            ‫اسم المقرر‪ :‬نظريه الزمر‬                            ‫المتطلب السابق للمقرر‪ 243 :‬ريض و ‪ 246‬ريض
theorem,نظرية,extracted-ocr-witnesses/20260705T051200Z_arabic_abstract_algebra_module_probe/downloads/mustansiriyah_abstract_algebra_principles.first5.txt,OCR-witness,direct_text,لاعداد العقديه‪ ،‬وحلقه ا لاعداد‬ ‫الصحيحه‪ ،‬وحلقه كثيرات الحدود‪ ،‬ومقدمات في نظريه الحقول‪.‬‬  ‫للعلوم التطبيقيه والتكنولوجيا‬  ‫الجبر‬ ‫‪1‬‬ ‫مبادئ الجبر المجرد‬
theorem,نظرية,extracted-ocr-witnesses/20260705T054700Z_arabic_hiast_algebra_shelf_probe/downloads/hiast_algebra_I_abstract_algebra.first5.txt,OCR-witness,direct_text,لاعداد العقديه‪ ،‬وحلقه ا لاعداد‬ ‫الصحيحه‪ ،‬وحلقه كثيرات الحدود‪ ،‬ومقدمات في نظريه الحقول‪.‬‬  ‫للعلوم التطبيقيه والتكنولوجيا‬  ‫الجبر‬ ‫‪1‬‬ ‫مبادئ الجبر المجرد‬
theorem,نظرية,extracted-ocr-witnesses/20260705T061900Z_arabic_damascus_specialist_ring_matrix_probe/downloads/damascus_cayley_hamilton_pdf.first5.txt,OCR-witness,direct_text,"ذه النقطه‪ ،‬ولهذا اهميه كبيره في الهندسه الجبريه "" ‪Algebraic‬‬  ‫‪ ""Geometry‬ونظريه الشواذ ""‪ .""Singularity Theory‬وعلي سبيل المثال ان بعض‬ ‫الصفات ال تكون محققه ع"
uncovered specialist/source-package topics,الثوابت,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text," ax3 + bx2 + cx + d‬فانه‪ a = 2 :‬و ‪ b = 3‬و ‪ c = -4‬واخيرا ‪d = 6‬‬  ‫• اوجد الثوابت ‪ a, b, c‬ليكون )‪.6x3 + 7x2 – 19x + 7 = (2x -1)(ax2 + bx + c‬‬ ‫)‪6x3 + 7x2 – "
uncovered specialist/source-package topics,الثوابت,extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.textcheck.txt,OCR-witness,direct_text,ب طريقه‬ ‫المعامالت غير المحدده‬ ‫لحل المعادالت‬ ‫ان يتعلم الطالب طريقه‬ ‫تغيير الثوابت لحل‬ ‫المعادالت‬  ‫اسم الوحده ‪ /‬المساق او الموضوع‬  ‫المعادله التفاضليه من ال
vector,متجه,extracted-ocr-witnesses/20260705T070300Z_arabic_fezzan_shamra_matrix_invariant_probe/downloads/fezzan_matrix_pdf.first5.txt,OCR-witness,direct_text,رهنات الرياضيه المستخدمه‬ ‫مبرهنه كرويل‪-‬شميت‪ :‬تساهم عمليه تحويل مجموعه من المتجهات الخطيه المستقله الي مجموعه متعامده في فضاء‬ ‫لتوليد مجموعه متعامده من‬  ‫شعاع
vector,متجه,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_numbers.fulltext.txt,OCR-witness,direct_text,"كون ببساطه صو را‬ ‫للنقطتني )‪ (1, 0‬و)‪ ،(0, 1‬كما راينا ‬ ‫انفا‪ ،‬تعرف باسم »متجهات الاساس«‪.‬‬ ‫من الطبيعي الان الالتفات الي املصفوفه ‪ J‬التي تمثل دورانا عكس ع"
vector,متجه,extracted-ocr-witnesses/20260705T072800Z_arabic_hindawi_structured_text_probe/downloads/hindawi_what_is_the_use.fulltext.txt,OCR-witness,direct_text,‬العدد الحقيقي باملفكوك الثنائي ‪ .٠٫١٠٠٠١١٠١‬الان‪ ،‬يصبح فراغ جميع‬ ‫‬ ‫فراغا متجهيا حقيقيا له ابعاد تساوي مليونا‪ .‬ومن‬ ‫الصور التي حجمها ‪ ١‬ميجابايت‬ ‫خلال هذ
vector,متجه,extracted-ocr-witnesses/20260705T132600Z_arabic_ring_homomorphism_curriculum_probe/downloads/anbar_mathematics_arabic_program.textcheck.txt,OCR-witness,direct_text, 8‬نظري‬ ‫‪ 8‬نظري‬  ‫‪3‬‬ ‫‪4‬‬ ‫‪8‬‬ ‫‪6‬‬ ‫‪1‬‬  ‫مخرجات التعلم المطلوبه‬ ‫المتجهات والمعادالت‬ ‫الوسيطيه‬ ‫المتجهات والمعادالت‬ ‫الوسيطيه‬ ‫المتجهات والمعادالت‬
vector,متجه,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/جبر_خطي_oldid_75057716.wiki.txt,native-source-body,direct_text,سار|[[فضاء اقليدي|الفضاء الاقليدي]] الثلاثي الابعاد '''R'''<sup>3</sup> هو فضاء متجهي، والمستقيمات والمستويات الماره من [[اصل (رياضيات)|نقطه المركز]] هي في حد ذاتها
vector space,فضاء شعاعي,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/damascus_module_representation_pdf.textcheck.txt,OCR-witness,direct_text, بدوره يعد‬ ‫عرفنا تمثيل زمره منتييه عمي مودول‬ ‫تعميما لمفضاء الشعاعي‪ ،‬‬ ‫‬ ‫فضاء شعاعي منتيي البعد‪ ،‬وقد تم التوصل الي خواص‬ ‫تعميما لمفيوم تمثيل زمره عمي‬ ‫عديده لي
vector space,فضاء شعاعي,extracted-ocr-witnesses/20260705T113500Z_arabic_homomorphism_isomorphism_probe/downloads/svu_mathematical_algebra.textcheck.txt,OCR-witness,direct_text,............................................... Basis of a vector space ‫ قاعده فضاء شعاعي‬.5-3 150 ....................................................... Sum of subspac
vector space,فضاء شعاعي,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/جبر_خطي_oldid_75057716.wiki.txt,native-source-body,direct_text,طي الحديث لياخذ في الاعتبار فضاءات ذات ابعاد لا نهائيه. يمكن دراسه [[فضاء متجهي|فضاء شعاعي]] به نون (n) من الابعاد ويدعي الفضاء النوني. يمكن التوسع في استخدام معظم النتائ
vector space,فضاء شعاعي,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/جبر_مجرد_oldid_75057721.wiki.txt,native-source-body,direct_text,"اضيات)|حلقات]] و[[حقل (رياضيات)|حقول]] * [[وحده (رياضيات)|وحدات]] و[[فضاء متجهي|فضاء شعاعي]] * [[جبر علي حقل|جبر علي الحقول]], * [[جبر ترابطي]] و[[جبر لي]] نسبه الي [[سوف"
vector space,فضاء متجهي,source-bodies/native-text/20260705T023000Z_arabic_mediawiki_source_text_probe/downloads/جبر_خطي_oldid_75057716.wiki.txt,native-source-body,direct_text,0px|يسار|[[فضاء اقليدي|الفضاء الاقليدي]] الثلاثي الابعاد '''R'''<sup>3</sup> هو فضاء متجهي، والمستقيمات والمستويات الماره من [[اصل (رياضيات)|نقطه المركز]] هي في حد ذاتها 
