marker_uid,concept,lane,language,marker,evidence_channel,base_weight,source_use,risk_flags,main_sources,source,note
MK6_2_001261,ring,cjk,ko,환,sourcebody_internal_candidate,0.45,,nan,"{'concept': 'ring', 'stratum': 'curriculum_algebra', 'C2': 'yes', 'ja_form': '環', 'ja_hit_count': '111', 'ja_file_count': '10', 'ja_status': 'native_sourcebody_attested', 'zh_hans_form': '环', 'zh_hans_hit_count': '191', 'zh_hans_file_count': '11', 'zh_hans_status': 'native_sourcebody_attested', 'ko_form': '환', 'ko_hit_count': '13', 'ko_file_count': '2', 'ko_status': 'native_sourcebody_attested', 'total_native_hit_count': '315', 'cjk_lane_status': 'ja:native_sourcebody_attested; zh_hans:native_so",CJK_LANE_MARKER_TABLE_v1,
MK6_2_001262,semisimple,cjk,ja,半単純,sourcebody_internal_candidate,0.45,,nan,"{'concept': 'semisimple', 'stratum': 'cjk_scaffold_only', 'C2': 'no', 'ja_form': '半単純', 'ja_hit_count': '0', 'ja_file_count': '0', 'ja_status': 'generated_scaffold_only_no_native_hit', 'zh_hans_form': '半单', 'zh_hans_hit_count': '0', 'zh_hans_file_count': '0', 'zh_hans_status': 'generated_scaffold_only_no_native_hit', 'ko_form': '', 'ko_hit_count': '0', 'ko_file_count': '0', 'ko_status': 'no_scaffold_row', 'total_native_hit_count': '0', 'cjk_lane_status': 'ja:generated_scaffold_only_no_native_hit",CJK_LANE_MARKER_TABLE_v1,
MK6_2_001263,semisimple ring,cjk,ja,半単純環,sourcebody_internal_candidate,0.45,,nan,"{'concept': 'semisimple ring', 'stratum': 'cjk_scaffold_only', 'C2': 'no', 'ja_form': '半単純環', 'ja_hit_count': '0', 'ja_file_count': '0', 'ja_status': 'generated_scaffold_only_no_native_hit', 'zh_hans_form': '', 'zh_hans_hit_count': '0', 'zh_hans_file_count': '0', 'zh_hans_status': 'no_scaffold_row', 'ko_form': '', 'ko_hit_count': '0', 'ko_file_count': '0', 'ko_status': 'no_scaffold_row', 'total_native_hit_count': '0', 'cjk_lane_status': 'ja:generated_scaffold_only_no_native_hit', 'boundary': 'na",CJK_LANE_MARKER_TABLE_v1,
MK6_2_001264,simple module,cjk,ja,単純加群,sourcebody_internal_candidate,0.45,,nan,"{'concept': 'simple module', 'stratum': 'cjk_scaffold_only', 'C2': 'no', 'ja_form': '単純加群', 'ja_hit_count': '0', 'ja_file_count': '0', 'ja_status': 'generated_scaffold_only_no_native_hit', 'zh_hans_form': '', 'zh_hans_hit_count': '0', 'zh_hans_file_count': '0', 'zh_hans_status': 'no_scaffold_row', 'ko_form': '', 'ko_hit_count': '0', 'ko_file_count': '0', 'ko_status': 'no_scaffold_row', 'total_native_hit_count': '0', 'cjk_lane_status': 'ja:generated_scaffold_only_no_native_hit', 'boundary': 'nati",CJK_LANE_MARKER_TABLE_v1,
MK6_2_001265,submodule,cjk,ja,部分加群,sourcebody_internal_candidate,0.45,,nan,"{'concept': 'submodule', 'stratum': 'cjk_scaffold_only', 'C2': 'no', 'ja_form': '部分加群', 'ja_hit_count': '1', 'ja_file_count': '1', 'ja_status': 'native_sourcebody_attested', 'zh_hans_form': '子模', 'zh_hans_hit_count': '0', 'zh_hans_file_count': '0', 'zh_hans_status': 'generated_scaffold_only_no_native_hit', 'ko_form': '', 'ko_hit_count': '0', 'ko_file_count': '0', 'ko_status': 'no_scaffold_row', 'total_native_hit_count': '1', 'cjk_lane_status': 'ja:native_sourcebody_attested; zh_hans:generated_sc",CJK_LANE_MARKER_TABLE_v1,
MK6_2_001266,algebra,controlled_arabic,ar,الجبر,support,1.0,native-source-body,,mustansiriyah_abstract_algebra_principles.pdf; hiast_algebra_I_abstract_algebra.pdf; raw wiki algebra texts,20260705/arabic_rtl_fable_ledger_block_20260705/forms.csv,
MK6_2_001267,algebra,controlled_arabic,ar,جبور,sourcebody_internal_candidate,0.35,generated-draft,,active Arabic row workup,20260705/arabic_rtl_fable_ledger_block_20260705/forms.csv,
MK6_2_001268,field,controlled_arabic,ar,حقل,support,1.0,native-source-body,,mu_math444_course_spec.pdf; ens_ouargla_general_algebra_r211.pdf; anbar_mathematics_arabic_program.pdf,20260705/arabic_rtl_fable_ledger_block_20260705/forms.csv,
MK6_2_001269,field,controlled_arabic,ar,مجال,sourcebody_internal_candidate,0.35,generated-draft,,active Arabic row workup,20260705/arabic_rtl_fable_ledger_block_20260705/forms.csv,
MK6_2_001270,ring,controlled_arabic,ar,حلقة,support,1.0,native-source-body,,mu_math444_course_spec.pdf; anbar_mathematics_arabic_program.pdf; Damascus specialist ring PDFs,20260705/arabic_rtl_fable_ledger_block_20260705/forms.csv,
MK6_2_001271,ring,controlled_arabic,ar,نطاق حلقي,sourcebody_internal_candidate,0.35,generated-draft,,active Arabic row workup,20260705/arabic_rtl_fable_ledger_block_20260705/forms.csv,
MK6_2_001272,artinian,controlled_arabic,ar,آرتيني,support,1.0,native-source-body,,syriamath_structures3_noetherian_artinian_modules.pdf; ksu_artinian_serial_rings_1430.doc,20260705/arabic_rtl_fable_ledger_block_20260705/forms.csv,
MK6_2_001273,artinian,controlled_arabic,ar,شرط السلسلة التنازلية,sourcebody_internal_candidate,0.35,generated-draft,,active Arabic row workup; SyriaMath Artinian/Noetherian witness,20260705/arabic_rtl_fable_ledger_block_20260705/forms.csv,
MK6_2_001274,homomorphism,controlled_arabic,ar,تشاكل,support,1.0,native-source-body,,damascus_module_representation_pdf.pdf; ens_kouba_alg411.pdf; syriamath_structures2_ring_homomorphism.pdf,20260705/arabic_rtl_fable_ledger_block_20260705/forms.csv,
MK6_2_001275,homomorphism,controlled_arabic,ar,تجانس; مورفيزم; هومومورفيزم,sourcebody_internal_candidate,0.35,generated-draft,,active Arabic row workup,20260705/arabic_rtl_fable_ledger_block_20260705/forms.csv,
MK6_2_001276,isomorphism,controlled_arabic,ar,تماثل,support,1.0,native-source-body,,damascus_module_representation_pdf.pdf; ens_kouba_alg411.pdf; anbar_mathematics_arabic_program.pdf,20260705/arabic_rtl_fable_ledger_block_20260705/forms.csv,
MK6_2_001277,isomorphism,controlled_arabic,ar,إيزومورفيزم; تشاكل تقابلي,sourcebody_internal_candidate,0.35,generated-draft,,active Arabic row workup,20260705/arabic_rtl_fable_ledger_block_20260705/forms.csv,
MK6_2_001278,module module theory,cjk,ja,加群,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001279,module module theory,cjk,zh-Hans,模,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001280,module module theory,cjk,ko,가군,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001281,simple module module theory,cjk,ja,単純加群,sourcebody_internal_candidate,0.35,generated-draft,covered_with_limited_source_caution,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001282,free module module theory,cjk,ja,自由加群,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001283,submodule module theory,cjk,ja,部分加群,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001284,submodule module theory,cjk,zh-Hans,子模,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001285,lie group representation theory,cjk,ja,リー群,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001286,lie group representation theory,cjk,ko,리 군,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001287,semisimple representation theory,cjk,ja,半単純,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001288,semisimple representation theory,cjk,zh-Hans,半单,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001289,completely reducible representation theory,cjk,ja,完全可約,sourcebody_internal_candidate,0.35,generated-draft,covered_with_limited_source_caution,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001290,completely reducible representation theory,cjk,zh-Hans,完全可约,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001291,character representation theory,cjk,ja,指標,sourcebody_internal_candidate,0.35,generated-draft,covered_with_limited_source_caution,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001292,character representation theory,cjk,zh-Hans,特征标,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001293,character representation theory,cjk,ko,지표,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001294,irreducible representation representation theory,cjk,ja,既約表現,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001295,irreducible representation representation theory,cjk,zh-Hans,不可约表示,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001296,irreducible representation representation theory,cjk,ko,기약 표현,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001297,group ring group algebra representation theory,cjk,ja,群環／群代数,sourcebody_internal_candidate,0.35,generated-draft,covered_with_context_check_caution,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001298,representation representation theory,cjk,ja,表現,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001299,representation representation theory,cjk,zh-Hans,表示,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001300,representation representation theory,cjk,ko,표현,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001301,representation theory representation theory,cjk,ja,表現論,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001302,representation theory representation theory,cjk,zh-Hans,表示论,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001303,representation theory representation theory,cjk,ko,표현론,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001304,finite dimensional finiteness,cjk,ja,有限次元,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001305,finite dimensional finiteness,cjk,zh-Hans,有限维,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001306,finite dimensional finiteness,cjk,ko,유한 차원,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001307,finitely generated finiteness,cjk,ja,有限生成,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001308,finitely generated finiteness,cjk,zh-Hans,有限生成,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001309,ideal ring theory,cjk,ja,イデアル,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001310,ideal ring theory,cjk,zh-Hans,理想,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001311,ideal ring theory,cjk,ko,아이디얼,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001312,semisimple ring ring theory,cjk,ja,半単純環,sourcebody_internal_candidate,0.35,generated-draft,covered_with_limited_source_caution,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001313,principal ideal ring theory,cjk,ja,主イデアル,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001314,principal ideal ring theory,cjk,zh-Hans,主理想,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001315,commutative ring ring theory,cjk,ja,可換環,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001316,commutative ring ring theory,cjk,zh-Hans,交换环,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001317,commutative ring ring theory,cjk,ko,가환환,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001318,quotient ring ring theory,cjk,ja,商環,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001319,quotient ring ring theory,cjk,zh-Hans,商环,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001320,quotient ring ring theory,cjk,ko,몫환,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001321,maximal ideal ring theory,cjk,ja,極大イデアル,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001322,maximal ideal ring theory,cjk,zh-Hans,极大理想,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
MK6_2_001323,ring ring theory,cjk,ja,環,sourcebody_internal_candidate,0.35,generated-draft,covered_without_extra_caution_marker,CJK-FIND-20260705-001;CJK-FIND-20260705-002;CJK-FIND-20260705-003;CJK-FIND-20260705-004;CJK-FIND-20260705-016;CJK-FIND-20260705-017;CJK-FIND-20260705-018,20260705/cjk_native_source_evidence_20260705/cjk_fable_source_body_interlanguage/forms.csv,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.
