src,dst,edge_type,weight,marker_uid
lang:zh-Hans,marker:MK6_2_001346,has_marker,0.35,MK6_2_001346
marker:MK6_2_001346,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001346
concept:module homomorphism module theory,lane:cjk,has_lane,0.35,MK6_2_001347
lane:cjk,lang:ko,has_language,0.35,MK6_2_001347
lang:ko,marker:MK6_2_001347,has_marker,0.35,MK6_2_001347
marker:MK6_2_001347,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001347
concept:group algebra representation theory,lane:cjk,has_lane,0.35,MK6_2_001348
lane:cjk,lang:zh-Hans,has_language,0.35,MK6_2_001348
lang:zh-Hans,marker:MK6_2_001348,has_marker,0.35,MK6_2_001348
marker:MK6_2_001348,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001348
concept:ring algebra core,lane:cjk,has_lane,0.35,MK6_2_001349
lane:cjk,lang:zh-Hans,has_language,0.35,MK6_2_001349
lang:zh-Hans,marker:MK6_2_001349,has_marker,0.35,MK6_2_001349
marker:MK6_2_001349,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001349
concept:group algebra core,lane:cjk,has_lane,0.35,MK6_2_001350
lane:cjk,lang:zh-Hans,has_language,0.35,MK6_2_001350
lang:zh-Hans,marker:MK6_2_001350,has_marker,0.35,MK6_2_001350
marker:MK6_2_001350,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001350
concept:group algebra core,lane:cjk,has_lane,0.35,MK6_2_001351
lane:cjk,lang:ko,has_language,0.35,MK6_2_001351
lang:ko,marker:MK6_2_001351,has_marker,0.35,MK6_2_001351
marker:MK6_2_001351,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001351
concept:abstract algebra course scope,lane:cjk,has_lane,0.35,MK6_2_001352
lane:cjk,lang:zh-Hans,has_language,0.35,MK6_2_001352
lang:zh-Hans,marker:MK6_2_001352,has_marker,0.35,MK6_2_001352
marker:MK6_2_001352,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001352
concept:abstract algebra course scope,lane:cjk,has_lane,0.35,MK6_2_001353
lane:cjk,lang:ko,has_language,0.35,MK6_2_001353
lang:ko,marker:MK6_2_001353,has_marker,0.35,MK6_2_001353
marker:MK6_2_001353,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001353
concept:division ring field theory,lane:cjk,has_lane,0.35,MK6_2_001354
lane:cjk,lang:zh-Hans,has_language,0.35,MK6_2_001354
lang:zh-Hans,marker:MK6_2_001354,has_marker,0.35,MK6_2_001354
marker:MK6_2_001354,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001354
concept:modern algebra course scope,lane:cjk,has_lane,0.35,MK6_2_001355
lane:cjk,lang:ko,has_language,0.35,MK6_2_001355
lang:ko,marker:MK6_2_001355,has_marker,0.35,MK6_2_001355
marker:MK6_2_001355,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001355
concept:noether noetherian noetherian,lane:cjk,has_lane,0.35,MK6_2_001356
lane:cjk,lang:ko,has_language,0.35,MK6_2_001356
lang:ko,marker:MK6_2_001356,has_marker,0.35,MK6_2_001356
marker:MK6_2_001356,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001356
concept:noetherian noetherian,lane:cjk,has_lane,0.35,MK6_2_001357
lane:cjk,lang:ko,has_language,0.35,MK6_2_001357
lang:ko,marker:MK6_2_001357,has_marker,0.35,MK6_2_001357
marker:MK6_2_001357,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001357
concept:noetherian noether noetherian,lane:cjk,has_lane,0.35,MK6_2_001358
lane:cjk,lang:ko,has_language,0.35,MK6_2_001358
lang:ko,marker:MK6_2_001358,has_marker,0.35,MK6_2_001358
marker:MK6_2_001358,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001358
concept:Harish-Chandra,lane:cjk,has_lane,0.75,MK6_2_001359
lane:cjk,lang:ja,has_language,0.75,MK6_2_001359
lang:ja,marker:MK6_2_001359,has_marker,0.75,MK6_2_001359
marker:MK6_2_001359,evidence:sourcebody_internal_candidate,has_evidence_channel,0.75,MK6_2_001359
concept:Harish-Chandra,lane:cjk,has_lane,0.75,MK6_2_001360
lane:cjk,lang:ja,has_language,0.75,MK6_2_001360
lang:ja,marker:MK6_2_001360,has_marker,0.75,MK6_2_001360
marker:MK6_2_001360,evidence:sourcebody_internal_candidate,has_evidence_channel,0.75,MK6_2_001360
concept:Harish-Chandra,lane:cjk,has_lane,0.75,MK6_2_001361
lane:cjk,lang:ja,has_language,0.75,MK6_2_001361
lang:ja,marker:MK6_2_001361,has_marker,0.75,MK6_2_001361
marker:MK6_2_001361,evidence:sourcebody_internal_candidate,has_evidence_channel,0.75,MK6_2_001361
concept:Artin/Artinian,lane:cjk,has_lane,0.75,MK6_2_001362
lane:cjk,lang:ja,has_language,0.75,MK6_2_001362
lang:ja,marker:MK6_2_001362,has_marker,0.75,MK6_2_001362
marker:MK6_2_001362,evidence:sourcebody_internal_candidate,has_evidence_channel,0.75,MK6_2_001362
concept:Artin/Artinian,lane:cjk,has_lane,0.75,MK6_2_001363
lane:cjk,lang:ja,has_language,0.75,MK6_2_001363
lang:ja,marker:MK6_2_001363,has_marker,0.75,MK6_2_001363
marker:MK6_2_001363,evidence:sourcebody_internal_candidate,has_evidence_channel,0.75,MK6_2_001363
concept:Artin/Artinian,lane:cjk,has_lane,0.75,MK6_2_001364
lane:cjk,lang:ja,has_language,0.75,MK6_2_001364
lang:ja,marker:MK6_2_001364,has_marker,0.75,MK6_2_001364
marker:MK6_2_001364,evidence:sourcebody_internal_candidate,has_evidence_channel,0.75,MK6_2_001364
concept:Artinian/Artin,lane:cjk,has_lane,0.75,MK6_2_001365
lane:cjk,lang:ja,has_language,0.75,MK6_2_001365
lang:ja,marker:MK6_2_001365,has_marker,0.75,MK6_2_001365
marker:MK6_2_001365,evidence:sourcebody_internal_candidate,has_evidence_channel,0.75,MK6_2_001365
concept:Artinian/Artin,lane:cjk,has_lane,0.75,MK6_2_001366
lane:cjk,lang:ja,has_language,0.75,MK6_2_001366
lang:ja,marker:MK6_2_001366,has_marker,0.75,MK6_2_001366
marker:MK6_2_001366,evidence:sourcebody_internal_candidate,has_evidence_channel,0.75,MK6_2_001366
concept:Artinian/Artin,lane:cjk,has_lane,0.75,MK6_2_001367
lane:cjk,lang:ja,has_language,0.75,MK6_2_001367
lang:ja,marker:MK6_2_001367,has_marker,0.75,MK6_2_001367
marker:MK6_2_001367,evidence:sourcebody_internal_candidate,has_evidence_channel,0.75,MK6_2_001367
concept:Artin/Artinian,lane:cjk,has_lane,0.75,MK6_2_001368
lane:cjk,lang:ja,has_language,0.75,MK6_2_001368
lang:ja,marker:MK6_2_001368,has_marker,0.75,MK6_2_001368
marker:MK6_2_001368,evidence:sourcebody_internal_candidate,has_evidence_channel,0.75,MK6_2_001368
concept:Artin/Artinian,lane:cjk,has_lane,0.75,MK6_2_001369
lane:cjk,lang:ja,has_language,0.75,MK6_2_001369
lang:ja,marker:MK6_2_001369,has_marker,0.75,MK6_2_001369
marker:MK6_2_001369,evidence:sourcebody_internal_candidate,has_evidence_channel,0.75,MK6_2_001369
concept:Artinian/Artin,lane:cjk,has_lane,0.75,MK6_2_001370
lane:cjk,lang:ja,has_language,0.75,MK6_2_001370
lang:ja,marker:MK6_2_001370,has_marker,0.75,MK6_2_001370
marker:MK6_2_001370,evidence:sourcebody_internal_candidate,has_evidence_channel,0.75,MK6_2_001370
concept:Artinian/Artin,lane:cjk,has_lane,0.75,MK6_2_001371
lane:cjk,lang:ja,has_language,0.75,MK6_2_001371
lang:ja,marker:MK6_2_001371,has_marker,0.75,MK6_2_001371
marker:MK6_2_001371,evidence:sourcebody_internal_candidate,has_evidence_channel,0.75,MK6_2_001371
concept:Artin/Artinian,lane:cjk,has_lane,0.35,MK6_2_001372
lane:cjk,lang:ja,has_language,0.35,MK6_2_001372
lang:ja,marker:MK6_2_001372,has_marker,0.35,MK6_2_001372
marker:MK6_2_001372,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001372
concept:Artin/Artinian,lane:cjk,has_lane,0.35,MK6_2_001373
lane:cjk,lang:ja,has_language,0.35,MK6_2_001373
lang:ja,marker:MK6_2_001373,has_marker,0.35,MK6_2_001373
marker:MK6_2_001373,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001373
concept:Artinian/Artin,lane:cjk,has_lane,0.35,MK6_2_001374
lane:cjk,lang:ja,has_language,0.35,MK6_2_001374
lang:ja,marker:MK6_2_001374,has_marker,0.35,MK6_2_001374
marker:MK6_2_001374,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001374
concept:Artinian/Artin,lane:cjk,has_lane,0.35,MK6_2_001375
lane:cjk,lang:ja,has_language,0.35,MK6_2_001375
lang:ja,marker:MK6_2_001375,has_marker,0.35,MK6_2_001375
marker:MK6_2_001375,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001375
concept:completely reducible,lane:cjk,has_lane,0.35,MK6_2_001376
lane:cjk,lang:ko,has_language,0.35,MK6_2_001376
lang:ko,marker:MK6_2_001376,has_marker,0.35,MK6_2_001376
marker:MK6_2_001376,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001376
concept:completely reducible,lane:cjk,has_lane,0.35,MK6_2_001377
lane:cjk,lang:ko,has_language,0.35,MK6_2_001377
lang:ko,marker:MK6_2_001377,has_marker,0.35,MK6_2_001377
marker:MK6_2_001377,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001377
concept:completely reducible,lane:cjk,has_lane,0.35,MK6_2_001378
lane:cjk,lang:ko,has_language,0.35,MK6_2_001378
lang:ko,marker:MK6_2_001378,has_marker,0.35,MK6_2_001378
marker:MK6_2_001378,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001378
concept:completely reducible,lane:cjk,has_lane,0.35,MK6_2_001379
lane:cjk,lang:ko,has_language,0.35,MK6_2_001379
lang:ko,marker:MK6_2_001379,has_marker,0.35,MK6_2_001379
marker:MK6_2_001379,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001379
concept:Artin/Artinian,lane:cjk,has_lane,0.35,MK6_2_001380
lane:cjk,lang:ja,has_language,0.35,MK6_2_001380
lang:ja,marker:MK6_2_001380,has_marker,0.35,MK6_2_001380
marker:MK6_2_001380,evidence:sourcebody_internal_candidate,has_evidence_channel,0.35,MK6_2_001380
concept:Noetherian ring,lane:turkic_frontier,has_lane,0.35,MK6_2_001381
lane:turkic_frontier,lang:tr,has_language,0.35,MK6_2_001381
lang:tr,marker:MK6_2_001381,has_marker,0.35,MK6_2_001381
marker:MK6_2_001381,evidence:support,has_evidence_channel,0.35,MK6_2_001381
concept:polynomial ring,lane:turkic_frontier,has_lane,0.35,MK6_2_001382
lane:turkic_frontier,lang:tr,has_language,0.35,MK6_2_001382
lang:tr,marker:MK6_2_001382,has_marker,0.35,MK6_2_001382
marker:MK6_2_001382,evidence:support,has_evidence_channel,0.35,MK6_2_001382
concept:ideal,lane:turkic_frontier,has_lane,0.35,MK6_2_001383
lane:turkic_frontier,lang:tr,has_language,0.35,MK6_2_001383
lang:tr,marker:MK6_2_001383,has_marker,0.35,MK6_2_001383
marker:MK6_2_001383,evidence:support,has_evidence_channel,0.35,MK6_2_001383
concept:theorem scaffold,lane:turkic_frontier,has_lane,0.35,MK6_2_001384
lane:turkic_frontier,lang:tr,has_language,0.35,MK6_2_001384
lang:tr,marker:MK6_2_001384,has_marker,0.35,MK6_2_001384
marker:MK6_2_001384,evidence:support,has_evidence_channel,0.35,MK6_2_001384
concept:ring,lane:turkic_source_canon,has_lane,0.4598612288668109,MK6_2_001385
lane:turkic_source_canon,lang:az,has_language,0.4598612288668109,MK6_2_001385
lang:az,marker:MK6_2_001385,has_marker,0.4598612288668109,MK6_2_001385
marker:MK6_2_001385,evidence:support,has_evidence_channel,0.4598612288668109,MK6_2_001385
concept:ring az,lane:turkic_source_canon,has_lane,0.4193147180559945,MK6_2_001386
lane:turkic_source_canon,lang:az,has_language,0.4193147180559945,MK6_2_001386
lang:az,marker:MK6_2_001386,has_marker,0.4193147180559945,MK6_2_001386
marker:MK6_2_001386,evidence:support,has_evidence_channel,0.4193147180559945,MK6_2_001386
concept:ideal,lane:turkic_source_canon,has_lane,0.4193147180559945,MK6_2_001387
lane:turkic_source_canon,lang:az,has_language,0.4193147180559945,MK6_2_001387
lang:az,marker:MK6_2_001387,has_marker,0.4193147180559945,MK6_2_001387
marker:MK6_2_001387,evidence:support,has_evidence_channel,0.4193147180559945,MK6_2_001387
concept:noether,lane:turkic_source_canon,has_lane,0.4598612288668109,MK6_2_001388
lane:turkic_source_canon,lang:kz,has_language,0.4598612288668109,MK6_2_001388
lang:kz,marker:MK6_2_001388,has_marker,0.4598612288668109,MK6_2_001388
marker:MK6_2_001388,evidence:support,has_evidence_channel,0.4598612288668109,MK6_2_001388
concept:noether,lane:turkic_source_canon,has_lane,0.4193147180559945,MK6_2_001389
lane:turkic_source_canon,lang:kz,has_language,0.4193147180559945,MK6_2_001389
lang:kz,marker:MK6_2_001389,has_marker,0.4193147180559945,MK6_2_001389
marker:MK6_2_001389,evidence:support,has_evidence_channel,0.4193147180559945,MK6_2_001389
concept:ring kz cyr,lane:turkic_source_canon,has_lane,0.6064949357461537,MK6_2_001390
lane:turkic_source_canon,lang:kz,has_language,0.6064949357461537,MK6_2_001390
lang:kz,marker:MK6_2_001390,has_marker,0.6064949357461537,MK6_2_001390
marker:MK6_2_001390,evidence:support,has_evidence_channel,0.6064949357461537,MK6_2_001390
concept:ideal,lane:turkic_source_canon,has_lane,0.620805020110221,MK6_2_001391
lane:turkic_source_canon,lang:kz,has_language,0.620805020110221,MK6_2_001391
lang:kz,marker:MK6_2_001391,has_marker,0.620805020110221,MK6_2_001391
marker:MK6_2_001391,evidence:support,has_evidence_channel,0.620805020110221,MK6_2_001391
concept:polynomial,lane:turkic_source_canon,has_lane,0.4193147180559945,MK6_2_001392
lane:turkic_source_canon,lang:kz,has_language,0.4193147180559945,MK6_2_001392
lang:kz,marker:MK6_2_001392,has_marker,0.4193147180559945,MK6_2_001392
marker:MK6_2_001392,evidence:support,has_evidence_channel,0.4193147180559945,MK6_2_001392
concept:module,lane:turkic_source_canon,has_lane,0.6933987204485146,MK6_2_001393
lane:turkic_source_canon,lang:kz,has_language,0.6933987204485146,MK6_2_001393
lang:kz,marker:MK6_2_001393,has_marker,0.6933987204485146,MK6_2_001393
marker:MK6_2_001393,evidence:support,has_evidence_channel,0.6933987204485146,MK6_2_001393
concept:operator,lane:turkic_source_canon,has_lane,0.51094379124341,MK6_2_001394
lane:turkic_source_canon,lang:kz,has_language,0.51094379124341,MK6_2_001394
lang:kz,marker:MK6_2_001394,has_marker,0.51094379124341,MK6_2_001394
marker:MK6_2_001394,evidence:support,has_evidence_channel,0.51094379124341,MK6_2_001394
concept:noether,lane:turkic_source_canon,has_lane,0.4193147180559945,MK6_2_001395
lane:turkic_source_canon,lang:uz,has_language,0.4193147180559945,MK6_2_001395
lang:uz,marker:MK6_2_001395,has_marker,0.4193147180559945,MK6_2_001395
marker:MK6_2_001395,evidence:support,has_evidence_channel,0.4193147180559945,MK6_2_001395
concept:ring,lane:turkic_source_canon,has_lane,0.589789527279837,MK6_2_001396
lane:turkic_source_canon,lang:uz,has_language,0.589789527279837,MK6_2_001396
lang:uz,marker:MK6_2_001396,has_marker,0.589789527279837,MK6_2_001396
marker:MK6_2_001396,evidence:support,has_evidence_channel,0.589789527279837,MK6_2_001396
concept:ring az,lane:turkic_source_canon,has_lane,0.48862943611198906,MK6_2_001397
lane:turkic_source_canon,lang:uz,has_language,0.48862943611198906,MK6_2_001397
lang:uz,marker:MK6_2_001397,has_marker,0.48862943611198906,MK6_2_001397
marker:MK6_2_001397,evidence:support,has_evidence_channel,0.48862943611198906,MK6_2_001397
concept:ring kz cyr,lane:turkic_source_canon,has_lane,0.4598612288668109,MK6_2_001398
lane:turkic_source_canon,lang:uz,has_language,0.4598612288668109,MK6_2_001398
lang:uz,marker:MK6_2_001398,has_marker,0.4598612288668109,MK6_2_001398
marker:MK6_2_001398,evidence:support,has_evidence_channel,0.4598612288668109,MK6_2_001398
concept:ideal,lane:turkic_source_canon,has_lane,0.48862943611198906,MK6_2_001399
lane:turkic_source_canon,lang:uz,has_language,0.48862943611198906,MK6_2_001399
lang:uz,marker:MK6_2_001399,has_marker,0.48862943611198906,MK6_2_001399
marker:MK6_2_001399,evidence:support,has_evidence_channel,0.48862943611198906,MK6_2_001399
concept:polynomial,lane:turkic_source_canon,has_lane,0.75,MK6_2_001400
lane:turkic_source_canon,lang:uz,has_language,0.75,MK6_2_001400
lang:uz,marker:MK6_2_001400,has_marker,0.75,MK6_2_001400
marker:MK6_2_001400,evidence:support,has_evidence_channel,0.75,MK6_2_001400
concept:module,lane:turkic_source_canon,has_lane,0.67188758248682,MK6_2_001401
lane:turkic_source_canon,lang:uz,has_language,0.67188758248682,MK6_2_001401
lang:uz,marker:MK6_2_001401,has_marker,0.67188758248682,MK6_2_001401
marker:MK6_2_001401,evidence:support,has_evidence_channel,0.67188758248682,MK6_2_001401
concept:operator,lane:turkic_source_canon,has_lane,0.75,MK6_2_001402
lane:turkic_source_canon,lang:uz,has_language,0.75,MK6_2_001402
lang:uz,marker:MK6_2_001402,has_marker,0.75,MK6_2_001402
marker:MK6_2_001402,evidence:support,has_evidence_channel,0.75,MK6_2_001402
concept:noether,lane:turkic_source_canon,has_lane,0.6678053830347945,MK6_2_001403
lane:turkic_source_canon,lang:uz,has_language,0.6678053830347945,MK6_2_001403
lang:uz,marker:MK6_2_001403,has_marker,0.6678053830347945,MK6_2_001403
marker:MK6_2_001403,evidence:support,has_evidence_channel,0.6678053830347945,MK6_2_001403
concept:Noetherian ring,lane:turkic_frontier,has_lane,0.2,MK6_2_001404
lane:turkic_frontier,lang:Azerbaijani,has_language,0.2,MK6_2_001404
lang:Azerbaijani,marker:MK6_2_001404,has_marker,0.2,MK6_2_001404
marker:MK6_2_001404,evidence:gap,has_evidence_channel,0.2,MK6_2_001404
concept:Noetherian ring,lane:turkic_frontier,has_lane,0.2,MK6_2_001405
lane:turkic_frontier,lang:Uyghur,has_language,0.2,MK6_2_001405
lang:Uyghur,marker:MK6_2_001405,has_marker,0.2,MK6_2_001405
marker:MK6_2_001405,evidence:gap,has_evidence_channel,0.2,MK6_2_001405
concept:Noetherian ring,lane:turkic_frontier,has_lane,0.2,MK6_2_001406
lane:turkic_frontier,lang:Tatar,has_language,0.2,MK6_2_001406
lang:Tatar,marker:MK6_2_001406,has_marker,0.2,MK6_2_001406
marker:MK6_2_001406,evidence:gap,has_evidence_channel,0.2,MK6_2_001406
concept:abstract algebra vocabulary,lane:turkic_frontier,has_lane,0.2,MK6_2_001407
lane:turkic_frontier,lang:Chuvash,has_language,0.2,MK6_2_001407
lang:Chuvash,marker:MK6_2_001407,has_marker,0.2,MK6_2_001407
marker:MK6_2_001407,evidence:gap,has_evidence_channel,0.2,MK6_2_001407
concept:Noetherian ring,lane:turkic_frontier,has_lane,0.2,MK6_2_001408
lane:turkic_frontier,lang:Chuvash,has_language,0.2,MK6_2_001408
lang:Chuvash,marker:MK6_2_001408,has_marker,0.2,MK6_2_001408
marker:MK6_2_001408,evidence:gap,has_evidence_channel,0.2,MK6_2_001408
concept:relation,lane:olp_source_side,has_lane,0.5,MK6_2_001409
lane:olp_source_side,lang:en,has_language,0.5,MK6_2_001409
lang:en,marker:MK6_2_001409,has_marker,0.5,MK6_2_001409
marker:MK6_2_001409,evidence:source_normalization,has_evidence_channel,0.5,MK6_2_001409
concept:function,lane:olp_source_side,has_lane,0.5,MK6_2_001410
lane:olp_source_side,lang:en,has_language,0.5,MK6_2_001410
lang:en,marker:MK6_2_001410,has_marker,0.5,MK6_2_001410
marker:MK6_2_001410,evidence:source_normalization,has_evidence_channel,0.5,MK6_2_001410
concept:domain,lane:olp_source_side,has_lane,0.5,MK6_2_001411
lane:olp_source_side,lang:en,has_language,0.5,MK6_2_001411
lang:en,marker:MK6_2_001411,has_marker,0.5,MK6_2_001411
marker:MK6_2_001411,evidence:source_normalization,has_evidence_channel,0.5,MK6_2_001411
concept:codomain,lane:olp_source_side,has_lane,0.5,MK6_2_001412
lane:olp_source_side,lang:en,has_language,0.5,MK6_2_001412
lang:en,marker:MK6_2_001412,has_marker,0.5,MK6_2_001412
marker:MK6_2_001412,evidence:source_normalization,has_evidence_channel,0.5,MK6_2_001412
concept:image range,lane:olp_source_side,has_lane,0.5,MK6_2_001413
lane:olp_source_side,lang:en,has_language,0.5,MK6_2_001413
lang:en,marker:MK6_2_001413,has_marker,0.5,MK6_2_001413
marker:MK6_2_001413,evidence:source_normalization,has_evidence_channel,0.5,MK6_2_001413
concept:injective,lane:olp_source_side,has_lane,0.5,MK6_2_001414
lane:olp_source_side,lang:en,has_language,0.5,MK6_2_001414
lang:en,marker:MK6_2_001414,has_marker,0.5,MK6_2_001414
marker:MK6_2_001414,evidence:source_normalization,has_evidence_channel,0.5,MK6_2_001414
concept:surjective,lane:olp_source_side,has_lane,0.5,MK6_2_001415
lane:olp_source_side,lang:en,has_language,0.5,MK6_2_001415
lang:en,marker:MK6_2_001415,has_marker,0.5,MK6_2_001415
marker:MK6_2_001415,evidence:source_normalization,has_evidence_channel,0.5,MK6_2_001415
concept:bijective,lane:olp_source_side,has_lane,0.5,MK6_2_001416
lane:olp_source_side,lang:en,has_language,0.5,MK6_2_001416
lang:en,marker:MK6_2_001416,has_marker,0.5,MK6_2_001416
marker:MK6_2_001416,evidence:source_normalization,has_evidence_channel,0.5,MK6_2_001416
concept:equivalence relation,lane:olp_source_side,has_lane,0.5,MK6_2_001417
lane:olp_source_side,lang:en,has_language,0.5,MK6_2_001417
lang:en,marker:MK6_2_001417,has_marker,0.5,MK6_2_001417
marker:MK6_2_001417,evidence:source_normalization,has_evidence_channel,0.5,MK6_2_001417
concept:partial order,lane:olp_source_side,has_lane,0.5,MK6_2_001418
lane:olp_source_side,lang:en,has_language,0.5,MK6_2_001418
lang:en,marker:MK6_2_001418,has_marker,0.5,MK6_2_001418
marker:MK6_2_001418,evidence:source_normalization,has_evidence_channel,0.5,MK6_2_001418
concept:composition,lane:olp_source_side,has_lane,0.5,MK6_2_001419
lane:olp_source_side,lang:en,has_language,0.5,MK6_2_001419
lang:en,marker:MK6_2_001419,has_marker,0.5,MK6_2_001419
marker:MK6_2_001419,evidence:source_normalization,has_evidence_channel,0.5,MK6_2_001419
concept:inverse,lane:olp_source_side,has_lane,0.5,MK6_2_001420
lane:olp_source_side,lang:en,has_language,0.5,MK6_2_001420
lang:en,marker:MK6_2_001420,has_marker,0.5,MK6_2_001420
marker:MK6_2_001420,evidence:source_normalization,has_evidence_channel,0.5,MK6_2_001420
concept:cardinality,lane:olp_source_side,has_lane,0.5,MK6_2_001421
lane:olp_source_side,lang:en,has_language,0.5,MK6_2_001421
lang:en,marker:MK6_2_001421,has_marker,0.5,MK6_2_001421
marker:MK6_2_001421,evidence:source_normalization,has_evidence_channel,0.5,MK6_2_001421
concept:linear map,lane:olp_source_side,has_lane,0.5,MK6_2_001422
lane:olp_source_side,lang:en,has_language,0.5,MK6_2_001422
lang:en,marker:MK6_2_001422,has_marker,0.5,MK6_2_001422
marker:MK6_2_001422,evidence:source_normalization,has_evidence_channel,0.5,MK6_2_001422
concept:ar-lex-field,lane:controlled_arabic,has_lane,0.9,MK6_2_001423
lane:controlled_arabic,lang:und,has_language,0.9,MK6_2_001423
lang:und,marker:MK6_2_001423,has_marker,0.9,MK6_2_001423
marker:MK6_2_001423,evidence:adverse_or_false_sense,has_evidence_channel,0.9,MK6_2_001423
concept:ar-lex-ring,lane:controlled_arabic,has_lane,0.9,MK6_2_001424
lane:controlled_arabic,lang:und,has_language,0.9,MK6_2_001424
lang:und,marker:MK6_2_001424,has_marker,0.9,MK6_2_001424
marker:MK6_2_001424,evidence:adverse_or_false_sense,has_evidence_channel,0.9,MK6_2_001424
concept:ar-lex-homomorphism,lane:controlled_arabic,has_lane,0.9,MK6_2_001425
lane:controlled_arabic,lang:und,has_language,0.9,MK6_2_001425
lang:und,marker:MK6_2_001425,has_marker,0.9,MK6_2_001425
marker:MK6_2_001425,evidence:adverse_or_false_sense,has_evidence_channel,0.9,MK6_2_001425
concept:ar-lex-isomorphism,lane:controlled_arabic,has_lane,0.9,MK6_2_001426
lane:controlled_arabic,lang:und,has_language,0.9,MK6_2_001426
lang:und,marker:MK6_2_001426,has_marker,0.9,MK6_2_001426
marker:MK6_2_001426,evidence:adverse_or_false_sense,has_evidence_channel,0.9,MK6_2_001426
concept:ALL,lane:controlled_arabic,has_lane,0.9,MK6_2_001427
lane:controlled_arabic,lang:und,has_language,0.9,MK6_2_001427
lang:und,marker:MK6_2_001427,has_marker,0.9,MK6_2_001427
marker:MK6_2_001427,evidence:adverse_or_false_sense,has_evidence_channel,0.9,MK6_2_001427
concept:source_canon_insufficient,lane:cjk,has_lane,0.9,MK6_2_001428
lane:cjk,lang:und,has_language,0.9,MK6_2_001428
lang:und,marker:MK6_2_001428,has_marker,0.9,MK6_2_001428
marker:MK6_2_001428,evidence:adverse_or_false_sense,has_evidence_channel,0.9,MK6_2_001428
concept:generated output is not a native source witness,lane:cjk,has_lane,0.9,MK6_2_001429
lane:cjk,lang:und,has_language,0.9,MK6_2_001429
lang:und,marker:MK6_2_001429,has_marker,0.9,MK6_2_001429
marker:MK6_2_001429,evidence:adverse_or_false_sense,has_evidence_channel,0.9,MK6_2_001429
"concept:script overlap is not intelligibility, native review, or Korean evidence",lane:cjk,has_lane,0.9,MK6_2_001430
lane:cjk,lang:und,has_language,0.9,MK6_2_001430
lang:und,marker:MK6_2_001430,has_marker,0.9,MK6_2_001430
marker:MK6_2_001430,evidence:adverse_or_false_sense,has_evidence_channel,0.9,MK6_2_001430
concept:Korean rows are addendum/source-routing unless exact owner evidence changes that,lane:cjk,has_lane,0.9,MK6_2_001431
lane:cjk,lang:und,has_language,0.9,MK6_2_001431
lang:und,marker:MK6_2_001431,has_marker,0.9,MK6_2_001431
marker:MK6_2_001431,evidence:adverse_or_false_sense,has_evidence_channel,0.9,MK6_2_001431
concept:symbol-only/noisy hits do not close the tensor-product source-canon blocker,lane:cjk,has_lane,0.9,MK6_2_001432
lane:cjk,lang:und,has_language,0.9,MK6_2_001432
lang:und,marker:MK6_2_001432,has_marker,0.9,MK6_2_001432
marker:MK6_2_001432,evidence:adverse_or_false_sense,has_evidence_channel,0.9,MK6_2_001432
concept:draft scaffolds are generated-draft/non-canonical review material only,lane:cjk,has_lane,0.9,MK6_2_001433
lane:cjk,lang:und,has_language,0.9,MK6_2_001433
lang:und,marker:MK6_2_001433,has_marker,0.9,MK6_2_001433
marker:MK6_2_001433,evidence:adverse_or_false_sense,has_evidence_channel,0.9,MK6_2_001433
concept:language-lane exact source-canon row,lane:cjk,has_lane,0.9,MK6_2_001434
lane:cjk,lang:und,has_language,0.9,MK6_2_001434
lang:und,marker:MK6_2_001434,has_marker,0.9,MK6_2_001434
marker:MK6_2_001434,evidence:adverse_or_false_sense,has_evidence_channel,0.9,MK6_2_001434
concept:source-canon body use,lane:cjk,has_lane,0.9,MK6_2_001435
lane:cjk,lang:und,has_language,0.9,MK6_2_001435
lang:und,marker:MK6_2_001435,has_marker,0.9,MK6_2_001435
marker:MK6_2_001435,evidence:adverse_or_false_sense,has_evidence_channel,0.9,MK6_2_001435
