form_id,lexeme_id,active_row_id,language_code,language_lane,family,branch,script,source_form,normalized_form,source_document,source_location,witness_category,source_use_label,draft_status,source_context_note,formula_neighboring_usage_note,interlinear_or_semiconstructed_scaffold,register_note,caution_status,non_claim_boundary
CJK-COVERED-DRAFT-20260705-030,CJK-LEX-right-module-module-theory-230fc7f57b,term-zh-hans-0011,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,右模,右模,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near M, N, submodule/quotient-module notation and morphisms; do not treat product notation as tensor product without exact source evidence.",right module :: 右模 :: domain=module_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=manual_exact_compound_check.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-033,CJK-LEX-module-homomorphism-module-theory-9946a747d4,term-zh-hans-0015,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,模同态,模同态,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near M, N, submodule/quotient-module notation and morphisms; do not treat product notation as tensor product without exact source evidence.",module homomorphism :: 模同态 :: domain=module_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=manual_exact_compound_check.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-066,CJK-LEX-module-homomorphism-module-theory-9946a747d4,term-ko-draft-0015,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,가군 준동형사상,가군 준동형사상,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near M, N, submodule/quotient-module notation and morphisms; do not treat product notation as tensor product without exact source evidence.",module homomorphism :: 가군 준동형사상 :: domain=module_theory :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=snu_kms_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-038,CJK-LEX-group-algebra-representation-theory-1e375bf418,term-zh-hans-0026,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,群代数,群代数,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near group/algebra actions, matrices, characters, and representation modules; do not open Harish-Chandra without exact source evidence.",group algebra :: 群代数 :: domain=representation_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=manual_representation_check.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-049,CJK-LEX-ring-algebra-core-d087faa8a7,term-zh-hans-0001,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,环,环,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use as foundational algebra/ring/group terminology with source-canon witness support.,ring :: 环 :: domain=algebra_core :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-050,CJK-LEX-group-algebra-core-94d9fad17c,term-zh-hans-0002,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,群,群,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use as foundational algebra/ring/group terminology with source-canon witness support.,group :: 群 :: domain=algebra_core :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-060,CJK-LEX-group-algebra-core-94d9fad17c,term-ko-draft-0002,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,군,군,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use as foundational algebra/ring/group terminology with source-canon witness support.,group :: 군 :: domain=algebra_core :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=kms_snu_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-052,CJK-LEX-abstract-algebra-course-scope-de7ee9ed38,term-zh-hans-0005,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,抽象代数,抽象代数,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use only as course/register label; exact modern-algebra register review may remain open.,abstract algebra :: 抽象代数 :: domain=course_scope :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=strong_source_backed.,covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-061,CJK-LEX-abstract-algebra-course-scope-de7ee9ed38,term-ko-draft-0005,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,추상대수학,추상대수학,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use only as course/register label; exact modern-algebra register review may remain open.,abstract algebra :: 추상대수학 :: domain=course_scope :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=kms_snu_source_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-054,CJK-LEX-division-ring-field-theory-2e268b1c8b,term-zh-hans-0008,zh-Hans,simplified_chinese,Sinitic,Mandarin/Simplified-script source lane,Simplified Han + Latin/math,除环,除环,CJK-FIND-20260705-005;CJK-FIND-20260705-006;CJK-FIND-20260705-007;CJK-FIND-20260705-008;CJK-FIND-20260705-009;CJK-FIND-20260705-010;CJK-FIND-20260705-011,https://github.com/zhcosin/algebra-notes;https://github.com/Kfj2006/Algebra_notes;https://github.com/ayhe123/algebra-lecturenote;https://github.com/GooduckZ/Linear-Algebra-for-ZJUCKC;https://github.com/yhwu-is/Linear-Algebra-Left-Undone,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,"Use near K, L/K, fields, division rings, and extension notation.",division ring :: 除环 :: domain=field_theory :: lane=simplified_chinese :: draft/non-canonical/not-native-reviewed,Draft Simplified Chinese support row. Han codepoints alone do not prove Simplified Chinese; source metadata/context carries the lane assignment; confidence marker=source_backed_limited.,covered_with_limited_source_caution,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-062,CJK-LEX-modern-algebra-course-scope-87e7c7f2c8,term-ko-draft-0006,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,현대대수학,현대대수학,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Use only as course/register label; exact modern-algebra register review may remain open.,modern algebra :: 현대대수학 :: domain=course_scope :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=snu_course_backed.",covered_without_extra_caution_marker,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-069,CJK-LEX-noether-noetherian-noetherian-120bb0a4c4,term-ko-draft-0024,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,뇌터／Noetherian,뇌터／Noetherian,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Keep Noether/Noetherian registers review-limited; do not promote from source evidence alone.,Noether/Noetherian :: 뇌터／Noetherian :: domain=noetherian :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=wiki_source_backed_needs_review.",covered_with_review_caution,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-070,CJK-LEX-noetherian-noetherian-de0dbd2354,term-ko-draft-0025,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,뇌터,뇌터,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Keep Noether/Noetherian registers review-limited; do not promote from source evidence alone.,Noetherian :: 뇌터 :: domain=noetherian :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=wiki_source_backed_needs_review.",covered_with_review_caution,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
CJK-COVERED-DRAFT-20260705-071,CJK-LEX-noetherian-noether-noetherian-5e8bc6d080,term-ko-draft-0026,ko,korean_addendum,Koreanic,Korean addendum/source-routing,Hangul + Hanja/Latin/math where present,뇌터／Noetherian,뇌터／Noetherian,CJK-FIND-20260705-012;CJK-FIND-20260705-013;CJK-FIND-20260705-019,https://github.com/gshstexsociety/examples;https://github.com/alstn2468/category-theory-for-programmers;https://github.com/calofmijuck/algebra,generated-draft-supported-by-source-canon-refs,generated-draft,generated-draft/non-canonical/not-native-reviewed/not-accepted-terminology,Current source witnesses are manifest-only provenance rows; raw source bodies/archives are not included in rolling packages.,Keep Noether/Noetherian registers review-limited; do not promote from source evidence alone.,Noetherian/Noether :: 뇌터／Noetherian :: domain=noetherian :: lane=korean_addendum :: draft/non-canonical/not-native-reviewed,"Draft Korean addendum/source-routing row only. This does not assert Korean native-edition authority, Korean-school authority, or accepted style; confidence marker=wiki_source_backed_needs_review.",covered_with_review_caution,"generated-draft support only; no native review, accepted terminology, canonical approval, license clearance, gate promotion, translation completion, or native CJK evidence claim"
