edge_id,pdf_page,annotation_index,rect_x0,rect_y0,rect_x1,rect_y1,visible_text_from_rect,input_destination,target_id,target_pdf_page,target_view,target_left,target_top,target_kind,target_expose,target_title,origin_class,application_id,override_id,status
sga1.edge.sha256.6de6fec2fcd2e34022fe58db457d515e475729df2f31bc861dcc527d91016d1f,234,1,378.655,699.605,418.001,712.506,XIII.6.5,proposition.915,sga1.e13.cor.6-5,260,/XYZ,87.874,746.081,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.3a85f3dc278897b7b574ad2a0ddb317dab884a519924f61a21c93491dc628db1,234,2,490.816,647.799,506.860,661.363,If in 6.3;,proposition.913,sga1.e13.lem.6-3,259,/XYZ,87.874,460.111,lem,XIII,,reviewed_source_application,sga1.application.sha256.94697cfdf85f147f3512e266f5adebc4d9fdf107518033e35a51a301738ca0c6,,resolved_stable_goto
sga1.edge.sha256.29ca192942c015ddf5d1b97dc067211ca270315212971d8bdb8f17ac0d91f8bc,234,3,327.209,634.847,366.777,648.412,"uctible, S XIII.6.4.",proposition.914,sga1.e13.cor.6-4,259,/XYZ,87.874,123.894,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.db3e2a3de68efe5b3248df2f18d573adadf741812510a2d98b905c76bfb0ed39,234,4,292.972,387.254,331.875,400.155,XIII.2.6 h is prove,proposition.848,sga1.e13.cor.2-6,233,/XYZ,87.874,516.607,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4e653be4df60a1ea5c26d4f62578cf53d3ea301540b543052749ad64755c01c4,234,5,379.756,387.254,424.015,400.155,XIII.1.13 oc. cit. ).,proposition.810,sga1.e13.prop.1-13,223,/XYZ,87.874,498.737,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d7706bb96f6660520969f4187168b5d2c3c5c5ebc61002dfd4d1fc1572448271,234,6,163.544,374.302,208.567,388.117,ry follows i XIII.1.13,proposition.810,sga1.e13.prop.1-13,223,/XYZ,87.874,498.737,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.9e1cb4f698d961ed461387a7e9fc9ebfa7020a3e5e2c814dc024dd6502ce7c2c,234,7,226.904,202.162,265.732,215.977,XIII.2.8,proposition.850,sga1.e13.cor.2-8,234,/XYZ,87.874,631.876,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.38171172ae99f2769b0b02bd630c6b35b65b75d4bc40f48bbfb9af18bd905701,234,8,453.860,202.162,492.688,215.977,(XIII.2.3,proposition.835,sga1.e13.rem.2-3,229,/XYZ,87.874,663.36,rem,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.de04d64262e2daa1617e223689c0298b1b5046faaddda574bf9a706e253285ae,234,9,97.686,84.043,116.345,93.551,.X.2.,section*.653,sga1.e10.sec.2,170,/XYZ,87.874,154.151,sec,X,Application of the existence theorem for sheaves,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.9cecefb4d1afc253b98faed19d170b6a3c300a8d6c4419745598e4c71b435826,235,0,338.240,709.979,378.547,722.881,XIII.2.8) y finite co,proposition.850,sga1.e13.cor.2-8,234,/XYZ,87.874,631.876,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.b5605ea23a8ee05efb3b74453a400664927e6f0dbf4684238a3931d2d69c59dc,235,1,100.201,504.390,118.527,517.292,V.7 ow t,section*.421,sga1.e05.sec.7,98,/XYZ,87.874,721.875,sec,V,The case of preschemes,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.78079e75a518d777c112ccd8a9e16222b737d9bcfd86b4059a6b4bc20d00b5a9,235,2,138.607,504.390,201.193,517.292,XIII.2.-1.-1.2) πis an isom,AMS.828,sga1.e13.eq.xiii-2-1-1-2,227,/XYZ,90.84,278.199,eq,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.024bacb6a219fe87c3364d0687e9d43a917609a1cefb8a9b1c5e2d9f04ea0d61,235,3,474.820,504.390,513.648,517.292,yXIII.2.8) tain an,proposition.850,sga1.e13.cor.2-8,234,/XYZ,87.874,631.876,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.8cd96b5fe34f73027fde1df91a5dff829303c4f75e25d78fd73fb3fa4e95581e,235,4,180.604,152.889,220.172,164.518,XIII.1.9,proposition*.797,sga1.e13.def.1-9,218,/XYZ,87.874,189.306,def,XIII,Proof,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5ae030c5b24d87f50f42f7776ceac859c58a5e376bf1d3812872277fb851ca7d,236,0,277.422,709.009,316.990,720.638,XIII.5.6.,proposition.905,sga1.e13.cor.5-6,257,/XYZ,87.874,765.508,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ff8c7cd46d511756384b0e812aa32e471504a385bf3a296b466317a112d1749d,236,1,219.066,649.473,250.149,662.375,(XIII.2) that σ,section*.824,sga1.e13.sec.2.key-xiii-2-1-3,226,/XYZ,87.874,237.205,sec,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.cf5e041d77b3d36ed2d727970881bb4a68da732c2eed5772df03a7d853386c49,236,2,151.286,562.179,158.733,575.081,(∗) m,AMS.856,sga1.e13.eq.star.key-eq-xiii-2-12-star,236,/XYZ,90.84,620.763,eq,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a6acd7848b791448fd6b17a846efa03ff0bec995185d01cdd6c3dcd4d778506d,236,3,333.657,520.653,341.104,533.555,(∗),AMS.856,sga1.e13.eq.star.key-eq-xiii-2-12-star,236,/XYZ,90.84,620.763,eq,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.db3246b4485ad2439c637be54951f2739e9e21717d0de82b8ea6c9c77815ff02,236,4,270.243,396.396,309.811,408.896,XIII.2.9,proposition.851,sga1.e13.cor.2-9,234,/XYZ,87.874,371.331,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.47c21f75ab70c789c00cce0e399c5f28f0a771efcf1f9a9f4510591013774fb9,236,5,306.354,281.933,341.019,294.834,XII.5.2) pology o,proposition.772,sga1.e12.cor.5-2,208,/XYZ,87.874,720.32,cor,XII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.448ffae31f93207526ac7f2d67f3249d0bb21a3f4f6590cbd3ec337a2f7b94e0,236,6,219.156,245.806,227.421,255.006,"[3,",cite.XIII.3,sga1.e13.bib.xiii-3,261,/XYZ,87.874,630.017,bib,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f60efca1555675e02c15b4cc34019b4b54c24038c8b974b29806b43785757885,236,7,286.987,204.224,294.434,217.126,(∗) tic,AMS.856,sga1.e13.eq.star.key-eq-xiii-2-12-star,236,/XYZ,90.84,620.763,eq,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6c8d33b26d15fae51dae3f313cd6a228bb17e52608fc943f569a5d3cd010c0f5,236,8,106.113,151.960,137.571,165.320,III.7.4) sed sub,proposition.296,sga1.e03.cor.7-4,64,/XYZ,87.874,648.128,cor,III,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.12c8a1e82bba33bef15f186657f935924693f8d0de9297d2a344edc66f3993da,236,9,112.665,100.541,152.233,112.170,XIII.2.8,proposition.850,sga1.e13.cor.2-8,234,/XYZ,87.874,631.876,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.dca7c5d277c732c423cf65c9a6adc42b2adf9e52772c63c9b49a5567dd15543b,237,0,332.988,735.882,372.556,748.784,(XIII.1.9),proposition*.797,sga1.e13.def.1-9,218,/XYZ,87.874,189.306,def,XIII,Proof,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.da21421e3f0ab5786689ecc70dbc3acc25365266f1d355958c2d6b57e4dc997b,237,1,412.012,645.385,456.356,660.011,"is a gener XIII.1.10, he proof.",proposition.805,sga1.e13.ex.1-10,220,/XYZ,130.182,540.135,ex,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c396e867455eead37da7469c0f704fb67ad0deba3a706f84972bc109421f1727,237,2,375.347,481.703,419.520,493.332,XIII.2.11.,proposition.855,sga1.e13.cor.2-11,236,/XYZ,87.874,705.002,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ed6fa32a0cc6047c6c6823536fc511bc401f969f813899d763acbfc56e8e0329,237,3,192.059,442.243,223.317,455.144,XI.6.9) ds a to,proposition.732,sga1.e11.cor.6-9,194,/XYZ,87.874,339.505,cor,XI,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.138c61e976242a858958530b592e3c1e617969b446f4fd756f48b2c9f0a3f699,237,4,217.963,245.500,263.028,257.128,XIII.2.11.,proposition.855,sga1.e13.cor.2-11,236,/XYZ,87.874,705.002,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.7109e36f11caebc2ca09af4b70e26def138cd666de21f4e66c2c326708159e9f,238,0,446.989,567.173,478.072,580.075,"(XIII.0) x, xof",section*.779,sga1.e13.sec.0,212,/XYZ,87.874,321.963,sec,XIII,Review of the theory of stacks,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.18ff71804b8da4885bc4d4342d98fd4ee08c0b6ae65456c271eb5a3ac12f4374,238,1,375.512,287.690,415.819,300.592,"XIII.1.8, morphism",proposition.796,sga1.e13.cor.1-8,218,/XYZ,87.874,379.365,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.2de3eedbf933b372264093e111ba20f3686946b14e047596feeacb644f4bbb56,238,2,449.850,195.080,494.024,207.982,XIII.1.10,proposition.805,sga1.e13.ex.1-10,220,/XYZ,130.182,540.135,ex,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a2e2649b46a8111294e19cff37e0c195a5a2dcca6080798e625eb6c1407d9b1d,238,3,86.474,94.267,131.496,107.169,∗ XIII.1.12 1) 2. R,proposition.808,sga1.e13.prop.1-12,221,/XYZ,87.874,404.797,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.62231a1e791b86aa8ce2dfba7dcc8755be3b3ec468c6cdefc55119a4140b3f5a,239,0,450.457,609.954,489.950,622.855,(XIII.1.5 .,proposition.792,sga1.e13.prop.1-5,217,/XYZ,87.874,607.721,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.1cab348cfcad2d663af26814e23c7439f946bc24a152ac6be02a2f4fdfbacdd2,239,1,238.924,292.621,278.491,305.523,(XIII.1.7) ) a).,proposition.795,sga1.e13.cor.1-7,218,/XYZ,87.874,470.309,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.e012259b27787017c8df6e155abba03f628c69d76c9e309415d5bc0fc0f094b8,239,2,179.665,146.073,219.233,158.975,"(XIII.1.8) 1, and th",proposition.796,sga1.e13.cor.1-8,218,/XYZ,87.874,379.365,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.1ae799b005a9682a277bd21ec6154fe38dc688c1417ef60a93be8fff876bdda2,239,3,86.474,81.316,131.496,94.217,XIII.1.12,proposition.808,sga1.e13.prop.1-12,221,/XYZ,87.874,404.797,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d22f2c39ed07a802be0d0ffdfb70330f2fc7bec14ac7e7e4a865590ca6e81206,240,0,89.861,447.639,135.053,460.540,(XIII.1.10 see that w,proposition.805,sga1.e13.ex.1-10,220,/XYZ,130.182,540.135,ex,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.7c021f73274f28e435b95165052d962d5b13c925665c5f32cec246a82ac21549,240,1,468.918,434.687,508.671,447.589,(XIII.3.2 y proper,proposition.866,sga1.e13.lem.3-2,243,/XYZ,87.874,444.215,lem,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.839c292c59c4ff8e09f4573ecf6ec7fdc2925e9240758ab5dca4d2e892ebfdfb,240,2,197.228,421.736,237.536,434.638,∗∗ XIII.1.5 sion ≤0;,proposition.792,sga1.e13.prop.1-5,217,/XYZ,87.874,607.721,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.496a9870eb74e0b1bd0d09b3cbd9563f107831d397a41f41e3a405bcb5e815fe,240,3,274.044,369.930,319.066,382.832,(XIII.1.11 case where,proposition.807,sga1.e13.prop.1-11,220,/XYZ,87.874,159.047,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.b5de7564ad92a55071556fda02f2b1c0e9969725ae1d5d901a1478efea58d5a4,240,4,291.147,107.219,329.975,120.120,(XIII.2.3 tive to S,proposition.835,sga1.e13.rem.2-3,229,/XYZ,87.874,663.36,rem,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.0577b5f5f82021f3cec32ae1b75b1dec26844ab4fa5ad0bcd4da2b5ea5aca2f6,240,5,470.115,107.219,508.943,120.120,XIII.2.7 oves our,proposition.849,sga1.e13.cor.2-7,233,/XYZ,87.874,412.159,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f0cf880131ce340aeb05e3534bc7942c8a6e24a98f61cbbefe656b22cfa9c77b,241,0,363.741,658.173,409.018,671.075,3 1 X XIII.1.10,proposition.805,sga1.e13.ex.1-10,220,/XYZ,130.182,540.135,ex,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.7811e90b57726526e7b3d0e0d2079d1d1d7c4a82fea7022495256adcfc7288a3,241,1,185.130,567.888,230.534,580.789,"(XIII.1.11 roups F, (q",proposition.807,sga1.e13.prop.1-11,220,/XYZ,87.874,159.047,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4b2cc173a819f51cdb3160c24ef8158e09d16c8a26f6edd795929a48f796e296,241,2,363.403,541.985,402.232,554.886,XIII.1.5 mension ≤,proposition.792,sga1.e13.prop.1-5,217,/XYZ,87.874,607.721,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.7dde864f9c7b6e7debd5e149fe5ceb5dd7497206e53aeda270eeceee996d9705,241,3,89.929,503.130,130.236,516.032,(XIII.1.5 shows tha,proposition.792,sga1.e13.prop.1-5,217,/XYZ,87.874,607.721,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5321badb9efe40d3dc500dfcf6b6d041912c1c0282f087f5c19bcb384e8b29bf,241,4,380.282,477.834,420.589,489.615,"XIII.3.1,",proposition.859,sga1.e13.thm.3-1,237,/XYZ,87.874,136.845,thm,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.dbd1b78999f03fc588808252c0b8b4d3760ec961aebfca01424376230d6821ae,241,5,362.870,464.882,403.177,476.663,XIII.3.2,proposition.866,sga1.e13.lem.3-2,243,/XYZ,87.874,444.215,lem,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.12e67feec016a5e46daa9b38792134bb8ee4e4ac85bff26ac207652f7ed1046b,241,6,153.184,212.009,192.012,224.910,(XIII.2.3 1 and tha,proposition.835,sga1.e13.rem.2-3,229,/XYZ,87.874,663.36,rem,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.374e64f4e6b4446c3173c7283e65943d73bb70d6747d933d54e016bb61e57ee2,241,7,387.859,199.663,427.426,211.353,XIII.2.7.,proposition.849,sga1.e13.cor.2-7,233,/XYZ,87.874,412.159,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d5cecab22a8d4b39adc6c876e39e0a0f3b6324ea018d0f289cd4a73604133751,242,0,357.838,660.483,398.145,673.384,XIII.1.8 hence the,proposition.796,sga1.e13.cor.1-8,218,/XYZ,87.874,379.365,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.c633947a0f4177ef93e82343f9e68d985b5a67d7254db3531d3a0376bc00b8e0,242,1,444.290,504.015,484.597,516.916,XIII.3.3,proposition.867,sga1.e13.lem.3-3,244,/XYZ,87.874,380.144,lem,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.de5794f515d4e7bc2eb60a97efb43c365500ff6a73bb83f95d5c37cc6c0566e8,242,2,86.474,465.160,130.648,478.062,XIII.1.12 Qon X,proposition.808,sga1.e13.prop.1-12,221,/XYZ,87.874,404.797,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.76b19f6e517c8a0db9e9ce15d805824d09841f827380ecfff93b19fb4ac510a4,242,3,173.688,400.403,212.813,413.305,"XIII.6.2, may suppo",proposition.912,sga1.e13.lem.6-2,258,/XYZ,87.874,273.912,lem,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.923f0bbddc65c817a88c212a2e19257d7b2fb9363cb87724edcb32247c93cbb5,243,0,428.642,586.588,436.089,599.489,(∗),AMS.865,sga1.e13.eq.star.key-eq-xiii-4-star,243,/XYZ,90.84,734.19,eq,XIII,4) Proof of 2)\kern 2pt b),inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a6a20ce4454dd8c5c2cba1a2fd82200eaee3a0c0a9bd9393a2332e8c7a006474,243,1,266.598,384.050,306.166,396.952,(XIII.1.9) nd every p,section*.798,sga1.e13.sec.1-9,218,/XYZ,87.874,173.695,sec,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.3a678cfe0db28df4406372c36094ce87bcf3c8b07e6db81e961deae4cc8125d0,243,2,335.955,345.196,367.359,358.097,(XIII.0),section*.779,sga1.e13.sec.0,212,/XYZ,87.874,321.963,sec,XIII,Review of the theory of stacks,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.a944e3a54cfa5146a54c6c79e8884d453ee536027c8391511de7d4c5dc4d0b22,244,0,197.397,397.515,236.632,410.417,XIII.6.3 s construc,proposition.913,sga1.e13.lem.6-3,259,/XYZ,87.874,460.111,lem,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.2a331735124cacd2d518f458ff6206a72259ebdb124b70343033836c84425190,244,1,298.256,218.315,337.085,229.943,"XIII.3.2,",proposition.866,sga1.e13.lem.3-2,243,/XYZ,87.874,444.215,lem,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.9e2fa47d3070c4bc01d4090c9aaddd877f883ae208cee27c08c0c9942a68be3b,244,2,144.447,137.453,185.009,149.082,XIII.3.1,proposition.859,sga1.e13.thm.3-1,237,/XYZ,87.874,136.845,thm,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.dc236ced5255a5589133109e040a9b0dfa612fd74b2e348cbbd8d45a9b1316c1,245,0,300.769,694.523,340.560,707.425,"XIII.3.1. cause, wit",proposition.859,sga1.e13.thm.3-1,237,/XYZ,87.874,136.845,thm,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.3d03bc63d64f98323b10dc6829facff645262c77ac683cbd16fb1937a2636ac5,245,1,428.531,694.523,468.321,707.425,"XIII.2.7, 3) 4, ever",proposition.849,sga1.e13.cor.2-7,233,/XYZ,87.874,412.159,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.897bbba863a25425f245f8baed0f8f29e0c59c2f8bba72bd09b8d57e49719fc6,245,2,113.912,356.709,154.219,369.610,XIII.3.1 ming that,proposition.859,sga1.e13.thm.3-1,237,/XYZ,87.874,136.845,thm,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.7a4ec8d5a9d7e83ae223dbf5ecdbdf577e3268bcc6363d4fdfde1273fae050e7,245,3,271.826,356.709,312.133,369.610,XIII.3.1 very schem,proposition.859,sga1.e13.thm.3-1,237,/XYZ,87.874,136.845,thm,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d08ebcff7c482307070ae9be04be046c480be2adcca8337c38f445922bf547b0,245,4,426.237,356.709,466.544,369.610,XIII.3.5 geometric,proposition.869,sga1.e13.cor.3-5,245,/XYZ,87.874,652.645,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.dd0e929e7f1f1a18f24316ec136b9f5b7342be159b59d01bd0a235246286edbc,245,5,149.364,113.967,156.811,126.868,(∗),AMS.870,sga1.e13.eq.star.key-eq-xiii-3-star,245,/XYZ,90.84,200.408,eq,XIII,4) Proof of 2)\kern 2pt b),inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.889757c46b0d31b287bf8f881a45c7926e76227bf08893ad026d7d14397c4bcc,246,0,191.395,155.250,235.569,168.151,XIII.1.10 :,proposition.805,sga1.e13.ex.1-10,220,/XYZ,130.182,540.135,ex,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.9aa482deb5c29a04009dc8f03d1bee42d299699c97747f035d291f2ba07896d5,247,0,262.530,738.609,270.795,747.810,"[2,",cite.XIII.2,sga1.e13.bib.xiii-2,261,/XYZ,87.874,640.975,bib,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.677dd808290a2fc4473cb988e5c0f80263e0900c5983a196f4cedce11912c481,247,1,208.016,553.028,248.323,565.930,XIII.3.6. ; passage,proposition.871,sga1.e13.thm.3-6,245,/XYZ,87.874,110.942,thm,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.93c717a0e84b53e90fcb57a9258f38aa4a1d57c1f23a716b340f0781ec70340b,247,2,89.844,431.489,120.927,444.390,(XIII.2),section*.852,sga1.e13.sec.2.key-xiii-2-10,234,/XYZ,87.874,185.692,sec,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.0647c7d74ef7b491430dfd2b9da5bb1ff17ff40325ef52efab1e499d864dfe33,247,3,121.947,385.231,161.551,396.860,XIII.3.1,proposition.859,sga1.e13.thm.3-1,237,/XYZ,87.874,136.845,thm,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.35a4a8d3d0c15025e2843076ee17d433caf58816ffe4f1313daf9b608027b8cd,247,4,184.428,385.231,224.033,396.860,"XIII.3.6,",proposition.871,sga1.e13.thm.3-6,245,/XYZ,87.874,110.942,thm,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.ae8ba3c26c92d37a8e2bc19daf7a1ac91cb8fda423b8e5798bed5c0f2fc6b431,247,5,150.150,346.377,196.021,358.005,XIII.1.13,proposition.810,sga1.e13.prop.1-13,223,/XYZ,87.874,498.737,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.4acafef60f519afdb30f97f20f18b1880b6382d3c6ec566297300195d39cd196,248,0,246.235,590.097,273.379,601.726,".X.1.4,",proposition.646,sga1.e10.cor.1-4,168,/XYZ,87.874,308.58,cor,X,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.064146a60e6e84d648e08f3091258ae470a38b88f792098efc13908d606c965a,248,1,308.706,563.588,335.347,576.695,V.6.9) morphis,proposition.416,sga1.e05.prop.6-9,97,/XYZ,87.874,662.9,prop,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.745783c6fa2ed10f164f859158830755550e1c3b5891ff3aff08cf9da8d78831,248,2,206.576,502.136,237.659,515.037,(XIII.4),section*.875,sga1.e13.sec.4.key-xiii-4-0,247,/XYZ,87.874,254.866,sec,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.d260177969fd2bf641e36d2fe6199c668b76f0656e4cd7e0ac09d122f0713576,248,3,251.125,425.306,302.814,438.208,(XIII.4.-1.1),AMS.877,sga1.e13.eq.xiii-4-1-1,248,/XYZ,90.84,643.534,eq,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.5fa8350e1c0da1da7a0bd8771ce4e2c62cb8180938fb98744453a099dc3becba,248,4,261.034,279.085,306.014,291.986,"XIII.1.15, e covering,",proposition.812,sga1.e13.cor.1-15,224,/XYZ,87.874,442.836,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.450cb1f6bc11b4e5dadba70f51e408839310103bd93a6436c794c654e714bef1,248,5,133.477,214.934,173.045,226.563,"XIII.4.1,",proposition.876,sga1.e13.prop.4-1,248,/XYZ,87.874,765.508,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.be5c5abaca9b1e559dacc3f8b3e4c73c3ab544c986e937ed41d28fa1e7d102d7,248,6,437.474,214.934,477.042,226.563,XIII.4.6.,proposition.887,sga1.e13.prop.4-6,251,/XYZ,87.874,705.908,prop,XIII,"K\""unneth formula",inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.45950191e1b45f7374b097e212350d1662da85cdede15cb2c8a940a09dd19d1f,249,0,198.123,748.834,238.430,761.735,XIII.4.1 ale over S,proposition.876,sga1.e13.prop.4-1,248,/XYZ,87.874,765.508,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f43819b25a397ec8c479e409cba02ccdf21c134673e6dfc95bef0661496b4b95,249,1,422.523,748.834,468.394,761.735,XIII.1.12 at is a quo,proposition.808,sga1.e13.prop.1-12,221,/XYZ,87.874,404.797,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.1a96dc4c9c82354c9b46037147bfe4aed00c56d788182a4740c41abf8bf745c2,249,2,344.445,625.774,375.528,638.675,(XIII.0) ng whos,section*.779,sga1.e13.sec.0,212,/XYZ,87.874,321.963,sec,XIII,Review of the theory of stacks,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.9d792eb6fdb1fcd9da2ee93206bffd1fb1b6dc4b50554e029af6b782ea085ed9,249,3,155.245,545.397,194.073,557.026,"XIII.4.2,",proposition.878,sga1.e13.lem.4-2,248,/XYZ,87.874,211.41,lem,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.8f177795151a4f9c8ff754f5282d5c22a10364951a24fa071dec52ec2c0a038c,249,4,101.927,505.718,129.574,519.885,étale V.6.8) ¯z be i,proposition.415,sga1.e05.cor.6-8,97,/XYZ,87.874,707.729,cor,V,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.8f075390d416648a224d43152c817ca65d04ffb4395ea79aa1018426b0173288,249,5,264.140,492.766,303.708,506.581,l covering XIII.1.4,proposition.791,sga1.e13.rem.1-4,216,/XYZ,87.874,607.298,rem,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.6364c452832b39f2d2fb536534c67db9e7303422eeb858a89414ea17f52b67df,249,6,122.761,451.987,167.104,465.195,"XIII.1.15, ′",proposition.812,sga1.e13.cor.1-15,224,/XYZ,87.874,442.836,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.f92f3254e7df6bfc892f4b92d319a664f12bb6626466c5a3ba8b26bef6d7dd94,249,7,265.125,412.482,305.432,426.341,ere is an e XIII.4.4 up C who,proposition.881,sga1.e13.lem.4-4,249,/XYZ,87.874,355.183,lem,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.27a559ab6beb5621dbdc94fffd4b36365a89ec0637f0490d014f69e237d392a7,250,0,460.953,658.271,506.823,671.474,"XIII.1.15, s the proof.",proposition.812,sga1.e13.cor.1-15,224,/XYZ,87.874,442.836,cor,XIII,,inherited_internal_link,,,resolved_stable_goto
sga1.edge.sha256.0b1adf22f9d255e9174798cdfa5f5ed56150c81ba6de6437a174efce3746c7d1,250,1,469.221,625.900,509.011,637.528,XIII.4.1,proposition.876,sga1.e13.prop.4-1,248,/XYZ,87.874,765.508,prop,XIII,,inherited_internal_link,,,resolved_stable_goto
