residual_id,candidate_id,source_relpath,source_line,source_column,visible_text,normalized_locator,classification,target_label,target_id,reason,context,context_sha256,source_sha256_at_adjudication,status
sga1.residual.sha256.14277462320c3e8c25e025a6c93f253405f3a13a28daa43fd48d943d2892a961,sga1.candidate.sha256.14277462320c3e8c25e025a6c93f253405f3a13a28daa43fd48d943d2892a961,drafts/SGA1_XIII_4_2_English.texfrag,230,1,XVI~5.2,XVI.5.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"XVI~5.2. Finally, e) follows from SGA~XIV~1.11.",D38E6E60EA5533B6E79B03BEB704406A01479FD75201468012A11E4A90790376,4F7A18D625B2BD89C57AEC48E383F2745196EBC190C938C0B1A9832408A7904D,reviewed_positive_residual
sga1.residual.sha256.5dc86ca3e8f1be2131e04a7e2275bdd728816467549a22c1b40f691ab38853f5,sga1.candidate.sha256.5dc86ca3e8f1be2131e04a7e2275bdd728816467549a22c1b40f691ab38853f5,drafts/SGA1_XIII_4_2_English.texfrag,230,39,XIV~1.11,XIV.1.11,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"XVI~5.2. Finally, e) follows from SGA~XIV~1.11.",D38E6E60EA5533B6E79B03BEB704406A01479FD75201468012A11E4A90790376,4F7A18D625B2BD89C57AEC48E383F2745196EBC190C938C0B1A9832408A7904D,reviewed_positive_residual
sga1.residual.sha256.8a482d05a9824bff38c71414a1d243d46e436332cc12fa13052f42c5f69fa537,sga1.candidate.sha256.8a482d05a9824bff38c71414a1d243d46e436332cc12fa13052f42c5f69fa537,drafts/SGA1_XIII_4_2_English.texfrag,246,8,I~3.1.5,I.3.1.5,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(SGA~5 I~3.1.5), then $\pi_1^{p'}(X)$ is topologically finitely",E9F10231F940FC72C1AA67C6369E4B45FFA288A57DA9F408ECA3DE9B2EB77FF7,4F7A18D625B2BD89C57AEC48E383F2745196EBC190C938C0B1A9832408A7904D,reviewed_positive_residual
sga1.residual.sha256.61be57bb3e99e31337e3fe138fc8982521ebcf9b76ac4358752e3f083b6ecef5,sga1.candidate.sha256.61be57bb3e99e31337e3fe138fc8982521ebcf9b76ac4358752e3f083b6ecef5,drafts/SGA1_XIII_4_OPENING_AND_0_English.texfrag,34,45,XV~1.11,XV.1.11,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,locally $0$-acyclic morphism \textup{(SGA~4 XV~1.11)}; suppose moreover that $f$,5BAD4325282C3CC98B9CE74CFD3DBFEF1E0617D2A0879CF7879DB9158BD52B06,260832372F389FD3F1B098907BA7D6709859DE62F564B4CDCE6A14D2AF42198A,reviewed_positive_residual
sga1.residual.sha256.cd3f79ae451421abe371cc503cd9276223a21db2af785eed4a24487d1a63411b,sga1.candidate.sha256.cd3f79ae451421abe371cc503cd9276223a21db2af785eed4a24487d1a63411b,drafts/SGA1_XIII_4_OPENING_AND_0_English.texfrag,37,1,XV~1.16,XV.1.16,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,XV~1.16)}). Let $\LL$ be a set of prime numbers. If $S'$ is a,FBCDEE5705AE636A68BAC1F3AD039431AFEF76E8D486BC784F7EAD1554BF8629,260832372F389FD3F1B098907BA7D6709859DE62F564B4CDCE6A14D2AF42198A,reviewed_positive_residual
sga1.residual.sha256.d138efd5422cef43363c74d965de62bdb48435c3310e11634ccbcf311ec7c0c6,sga1.candidate.sha256.d138efd5422cef43363c74d965de62bdb48435c3310e11634ccbcf311ec7c0c6,drafts/SGA1_XIII_4_OPENING_AND_0_English.texfrag,143,41,XV~1.11,XV.1.11,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"$1$-aspherical for $\LL$ \textup{(SGA~4 XV~1.11)}, and let $g\colon S\to X$ be a",0475D03DA4AC2B244B68FD54B499444ADDCC2922A36C0601B3DE18804E001DB0,260832372F389FD3F1B098907BA7D6709859DE62F564B4CDCE6A14D2AF42198A,reviewed_positive_residual
sga1.residual.sha256.9f27f07f797821a6d66383f94b33e505c1969025d3fa755da2327ec22e94cb97,sga1.candidate.sha256.9f27f07f797821a6d66383f94b33e505c1969025d3fa755da2327ec22e94cb97,drafts/SGA1_XIII_4_OPENING_AND_0_English.texfrag,267,40,XV~2.1,XV.2.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,residual characteristics of~$S$ (SGA~4 XV~2.1 and XVI~5.2).,7984CF370F85954E680423A5B666C410CEF4439724FB5AAE509EEE2153266A03,260832372F389FD3F1B098907BA7D6709859DE62F564B4CDCE6A14D2AF42198A,reviewed_positive_residual
sga1.residual.sha256.90d839889d6d6956d1b711eccb9f009d7e5d165dc1ee34544afcb3f3d6aebb3c,sga1.candidate.sha256.90d839889d6d6956d1b711eccb9f009d7e5d165dc1ee34544afcb3f3d6aebb3c,drafts/SGA1_XIII_4_OPENING_AND_0_English.texfrag,267,51,XVI~5.2,XVI.5.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,residual characteristics of~$S$ (SGA~4 XV~2.1 and XVI~5.2).,7984CF370F85954E680423A5B666C410CEF4439724FB5AAE509EEE2153266A03,260832372F389FD3F1B098907BA7D6709859DE62F564B4CDCE6A14D2AF42198A,reviewed_positive_residual
sga1.residual.sha256.46e8469217a7e9510f0f573ae36ee7f1b3d5d36c11c9fe08f638ac5a00f087d1,sga1.candidate.sha256.46e8469217a7e9510f0f573ae36ee7f1b3d5d36c11c9fe08f638ac5a00f087d1,drafts/SGA1_XIII_APPENDIX_II_AND_BIBLIOGRAPHY_English.texfrag,31,18,IX~2.7,IX.2.7,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"may apply (SGA~4 IX~2.7) to it, and the fact that $f_*\Phi$ is",1B8393CC226995D8E3C4A408F29A75758A0A0A358D96D7FD0191F0EABF454E46,F5015AB38097375ED689A41D07D8EA5631906EC2653AAD8D43F28FECC5A91412,reviewed_positive_residual
sga1.residual.sha256.8a748fef36a97346c77011b77f71ab578d9d75962bef637a7032429d113675c4,sga1.candidate.sha256.8a748fef36a97346c77011b77f71ab578d9d75962bef637a7032429d113675c4,drafts/SGA1_XIII_APPENDIX_II_AND_BIBLIOGRAPHY_English.texfrag,64,8,"IX,~2.9",IX.2.9,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(SGA~4 IX,~2.9), $G$ is a constructible sheaf.",5047145A75E61FC7B4F4B4585229EBC29D46FFB4D3312E34C6D0B2D33BEEF997,F5015AB38097375ED689A41D07D8EA5631906EC2653AAD8D43F28FECC5A91412,reviewed_positive_residual
sga1.residual.sha256.474733496db4aa1e33441255cc668ace15ebccec2c2e925cac9915fe0d854d34,sga1.candidate.sha256.474733496db4aa1e33441255cc668ace15ebccec2c2e925cac9915fe0d854d34,drafts/SGA1_XIII_APPENDIX_II_AND_BIBLIOGRAPHY_English.texfrag,124,8,IX~2.13,IX.2.13,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(SGA~4 IX~2.13~(i)), it is enough to see that, if",B79FCFBE827DC6933DE10B0CA6552CEAFE9E465C0294BDCB716C3B9F7B6E6D51,F5015AB38097375ED689A41D07D8EA5631906EC2653AAD8D43F28FECC5A91412,reviewed_positive_residual
sga1.residual.sha256.4e67f189e05fe91a910d28abc63825d4aa36bb228fe85aa17c7192963e75743e,sga1.candidate.sha256.4e67f189e05fe91a910d28abc63825d4aa36bb228fe85aa17c7192963e75743e,drafts/SGA1_XIII_APPENDIX_I_A_English.texfrag,36,51,17.1.1,XIII.17.1.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"\(r\), \(A'\) is regular (EGA~\(0_{\textup{IV}}\)~17.1.1), and the",6F13E86754A0ECEB8D6042113D608B6A955FC8056FDACD1390D394E071D97906,21D98A63D6C47DFEDAD5B7713C9622A2815624AA5C080E821AFD4B557EC1F221,reviewed_positive_residual
sga1.residual.sha256.678f3dce79b05cbf361eefe778e010d5ee4d6dd3e4754f8188f478e2edbba856,sga1.candidate.sha256.678f3dce79b05cbf361eefe778e010d5ee4d6dd3e4754f8188f478e2edbba856,drafts/SGA1_XIII_APPENDIX_I_A_English.texfrag,92,18,XIV~1.11,XIV.1.11,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"of~\(X'\) (SGA~2 XIV~1.11), we may even restrict ourselves to the",E7AD3C292498C2734061358C5B1DFCC6AD81525C1BB7B1634B9C54D4F69CE2DD,21D98A63D6C47DFEDAD5B7713C9622A2815624AA5C080E821AFD4B557EC1F221,reviewed_positive_residual
sga1.residual.sha256.72d21d39459de9f1677da105494fb7bf7200fce26ff8dce0eb2d7e80a16ebb8e,sga1.candidate.sha256.72d21d39459de9f1677da105494fb7bf7200fce26ff8dce0eb2d7e80a16ebb8e,drafts/SGA1_XIII_APPENDIX_I_A_English.texfrag,212,16,IV~12.1.6,IV.12.1.6,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,at~\(x'\) (EGA~IV~12.1.6). If the integers \(n_i\) are prime to,15B666B845D39C9686DEB71DEF9E97179B9A7FD47639680291959445DA36B381,21D98A63D6C47DFEDAD5B7713C9622A2815624AA5C080E821AFD4B557EC1F221,reviewed_positive_residual
sga1.residual.sha256.3f3778e9904c80432feea34045ccdf3d5d75fda9712b3291069392ba9b0d957b,sga1.candidate.sha256.3f3778e9904c80432feea34045ccdf3d5d75fda9712b3291069392ba9b0d957b,drafts/SGA1_XIII_APPENDIX_I_A_English.texfrag,217,12,XVI~3.2,XVI.3.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,from SGA~4 XVI~3.2.,C7F99E1BAAF45FA918FFE869BE57A0821C4206D75DAF53D5D91D5E1636B3B17F,21D98A63D6C47DFEDAD5B7713C9622A2815624AA5C080E821AFD4B557EC1F221,reviewed_positive_residual
sga1.residual.sha256.7174251d4ab4a1a82fea837bc44617047129a1fab72f2839502800723def002a,sga1.candidate.sha256.7174251d4ab4a1a82fea837bc44617047129a1fab72f2839502800723def002a,drafts/SGA1_XIII_APPENDIX_I_B_English.texfrag,48,8,XVI~3.2,XVI.3.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,(SGA~4 XVI~3.2 or SGA~2 XIV~1.19). Let $x'_{1}$ be a point of,42E160459CFFF6AA5D4DBBB5705EB1C5604E3BE1EC03B75CB53CB073808707DA,32CC2F84797F2744EC94C8FB95F4CD7413C31D28C48F3ECCAF5623A9C1C753C8,reviewed_positive_residual
sga1.residual.sha256.958cb745f69c2c946de9e5e26c07b8940cfe9bacf031f8ed729ff53aba942a08,sga1.candidate.sha256.958cb745f69c2c946de9e5e26c07b8940cfe9bacf031f8ed729ff53aba942a08,drafts/SGA1_XIII_APPENDIX_I_B_English.texfrag,48,25,XIV~1.19,XIV.1.19,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,(SGA~4 XVI~3.2 or SGA~2 XIV~1.19). Let $x'_{1}$ be a point of,42E160459CFFF6AA5D4DBBB5705EB1C5604E3BE1EC03B75CB53CB073808707DA,32CC2F84797F2744EC94C8FB95F4CD7413C31D28C48F3ECCAF5623A9C1C753C8,reviewed_positive_residual
sga1.residual.sha256.7c0631026da7c12f0c74f5d3e5fb359cf68e429dc4cc060d03b72e1122df80ad,sga1.candidate.sha256.7c0631026da7c12f0c74f5d3e5fb359cf68e429dc4cc060d03b72e1122df80ad,drafts/SGA1_XIII_APPENDIX_I_B_English.texfrag,63,8,XIV~1.20,XIV.1.20,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,(SGA~2 XIV~1.20). But at a geometric point,C57E71B1280F6DB0568269101B8765AE16F04E6C565B5CFC38E27FE27A3BAF46,32CC2F84797F2744EC94C8FB95F4CD7413C31D28C48F3ECCAF5623A9C1C753C8,reviewed_positive_residual
sga1.residual.sha256.5f5a0b0be34b3c8262a75589d5154ecfa712b4bf3e907f74525bf80909d77359,sga1.candidate.sha256.5f5a0b0be34b3c8262a75589d5154ecfa712b4bf3e907f74525bf80909d77359,drafts/SGA1_XIII_APPENDIX_I_B_English.texfrag,154,43,XV~1.3,XV.1.3,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,$\tilde g$ are $0$-acyclic \textup{(SGA~4 XV~1.3)}. Let $G$ be a,74713DCB860436563EEF012A4D081FFF591C6112BF94B7BB43FA2EEBA8DA0AD3,32CC2F84797F2744EC94C8FB95F4CD7413C31D28C48F3ECCAF5623A9C1C753C8,reviewed_positive_residual
sga1.residual.sha256.a68cd5f3946fa1e72309b8521f3fb3b33388417ba4d7d804b9ab92b093d6cad9,sga1.candidate.sha256.a68cd5f3946fa1e72309b8521f3fb3b33388417ba4d7d804b9ab92b093d6cad9,drafts/SGA1_XIII_APPENDIX_I_B_English.texfrag,171,20,XV~1.16,XV.1.16,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,$0$-acyclic (SGA~4 XV~1.16).,3AAE2C55474DC791D8A35A1A6752316C0AA7BBA32E12211479A2B9D495078A1B,32CC2F84797F2744EC94C8FB95F4CD7413C31D28C48F3ECCAF5623A9C1C753C8,reviewed_positive_residual
sga1.residual.sha256.83ada5102f7f9e15faf43797db25962caf2e67a91a9b1476375889a0192741c0,sga1.candidate.sha256.83ada5102f7f9e15faf43797db25962caf2e67a91a9b1476375889a0192741c0,drafts/SGA1_XIII_APPENDIX_I_B_English.texfrag,180,24,IX~2.14,IX.2.14,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,It follows from (SGA~4 IX~2.14~(ii)) that there exist a finite,D0C28567BE991E156E28ED9F8F6DDC60EC79291497914032C16625F741FB5541,32CC2F84797F2744EC94C8FB95F4CD7413C31D28C48F3ECCAF5623A9C1C753C8,reviewed_positive_residual
sga1.residual.sha256.2d989ec7ac876d54c84ebaebdc58a66b537a8307adac91a9bd89dcc88c781ab6,sga1.candidate.sha256.2d989ec7ac876d54c84ebaebdc58a66b537a8307adac91a9bd89dcc88c781ab6,drafts/SGA1_XIII_APPENDIX_I_B_English.texfrag,195,43,VIII~5.8,VIII.5.8,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,which $i$ and $j$ are isomorphisms (SGA~4 VIII~5.8):,F0F32CAA4535BE5B988AFAD9D16A0ACCE2835A8E498BBFB40A700276188BDCE1,32CC2F84797F2744EC94C8FB95F4CD7413C31D28C48F3ECCAF5623A9C1C753C8,reviewed_positive_residual
sga1.residual.sha256.11f94f42c145242c4786fe02852563e107345e2f898071aaa425d096af4dc161,sga1.candidate.sha256.11f94f42c145242c4786fe02852563e107345e2f898071aaa425d096af4dc161,drafts/SGA1_XIII_APPENDIX_I_B_English.texfrag,218,8,XII~3.1,XII.3.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,(SGA~4 XII~3.1):,93AA2420A522A4A8DECD2EDE9C267A4E34A81C3F9BE2289E958F54E69E373263,32CC2F84797F2744EC94C8FB95F4CD7413C31D28C48F3ECCAF5623A9C1C753C8,reviewed_positive_residual
sga1.residual.sha256.4b5acd6c028de4fd4fb7dd604bb88bfc55c95dbbb567df5798ec9797c5f59a74,sga1.candidate.sha256.4b5acd6c028de4fd4fb7dd604bb88bfc55c95dbbb567df5798ec9797c5f59a74,drafts/SGA1_XII_2_English.texfrag,27,62,IV~10.4.8,IV.10.4.8,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,\eqref{XIII.1.1} and from the fact that $X$ is Jacobson (EGA~IV~10.4.8). To say that~$X$,5ABF62CA51AE7FDCF1EE7A0D0A693464010931DBD222F528CF7DB5E302026A34,BE92326F2C479A6DB213246B67C4B630C193671CDC3E480EF787DBBC7B440F24,reviewed_positive_residual
sga1.residual.sha256.8f10b2b335f53f6b442fbc799b60733298239ac6a5c1f0855a1f3062246ce8bb,sga1.candidate.sha256.8f10b2b335f53f6b442fbc799b60733298239ac6a5c1f0855a1f3062246ce8bb,drafts/SGA1_XII_2_English.texfrag,35,19,IV~7.8.6,IV.7.8.6,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"is excellent (EGA~IV~7.8.6~(iii)), the set of points",9B7540A5B39D4166C050D979F7A19E9EEFBF9D43EB7C1E29DA9EDDC57F934229,BE92326F2C479A6DB213246B67C4B630C193671CDC3E480EF787DBBC7B440F24,reviewed_positive_residual
sga1.residual.sha256.db065f1cc78c137288b1c6fb91dfea275496bda59ee4459ff35822878adacb79,sga1.candidate.sha256.db065f1cc78c137288b1c6fb91dfea275496bda59ee4459ff35822878adacb79,drafts/SGA1_XII_2_English.texfrag,94,27,IV~10.4.8,IV.10.4.8,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"is a Jacobson scheme (EGA~IV~10.4.8), two",FCE3438AA0FD33C7A15AF3EA36F39767C392F18D99E99F675B1F6A09A7B4423D,BE92326F2C479A6DB213246B67C4B630C193671CDC3E480EF787DBBC7B440F24,reviewed_positive_residual
sga1.residual.sha256.8a027b5aa3144510b728430ce4849813fdc8b04eecb40400f59f3517dd64905d,sga1.candidate.sha256.8a027b5aa3144510b728430ce4849813fdc8b04eecb40400f59f3517dd64905d,drafts/SGA1_XII_2_English.texfrag,108,6,IV~10.1.2,IV.10.1.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,(EGA~IV~10.1.2).,7CFCBF787DEFBC33B7A4317AC305CB6A395F43985FA25A8E952483F0CE877C1B,BE92326F2C479A6DB213246B67C4B630C193671CDC3E480EF787DBBC7B440F24,reviewed_positive_residual
sga1.residual.sha256.e9f82ea7c722ab724815e4e334f026721580d50dce172bac286b1b8b5fe3ce54,sga1.candidate.sha256.e9f82ea7c722ab724815e4e334f026721580d50dce172bac286b1b8b5fe3ce54,drafts/SGA1_XII_3_English.texfrag,35,12,IV 17.4.4,IV.17.4.4,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(\resp EGA~IV 17.4.4), saying that $f^\an $",DB439CF445D0275D6347616C4B0E4A16CA4DAB77C1A8F4E56EE80A6DF191480B,2155827AA1CFADD25D9E0D3574FA3D54332191CAC0D7C1EC1A40C85433BA821A,reviewed_positive_residual
sga1.residual.sha256.6eea1e03e02735a7b09d7114df62d90a4952b219ea8d86a4c25fd188db527ec7,sga1.candidate.sha256.6eea1e03e02735a7b09d7114df62d90a4952b219ea8d86a4c25fd188db527ec7,drafts/SGA1_XII_3_English.texfrag,39,20,IV 11.1.1,IV.11.1.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"holds is open (EGA~IV 11.1.1 and I 3.3), this",90E4CDF85191730EE57EEB041A784998F87FA6BAA4CB4486A9C2D706BC6F7229,2155827AA1CFADD25D9E0D3574FA3D54332191CAC0D7C1EC1A40C85433BA821A,reviewed_positive_residual
sga1.residual.sha256.d3debd473cd8cc82ef44cc137097908f90b1c74eb427a6726ea76bd8e5aee1f9,sga1.candidate.sha256.d3debd473cd8cc82ef44cc137097908f90b1c74eb427a6726ea76bd8e5aee1f9,drafts/SGA1_XII_3_English.texfrag,39,34,I 3.3,I.3.3,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"holds is open (EGA~IV 11.1.1 and I 3.3), this",90E4CDF85191730EE57EEB041A784998F87FA6BAA4CB4486A9C2D706BC6F7229,2155827AA1CFADD25D9E0D3574FA3D54332191CAC0D7C1EC1A40C85433BA821A,reviewed_positive_residual
sga1.residual.sha256.2d6dcca24db72860e24765d74249dc10a484f7ca6c38ca0a0ac1e8bc42b5ed57,sga1.candidate.sha256.2d6dcca24db72860e24765d74249dc10a484f7ca6c38ca0a0ac1e8bc42b5ed57,drafts/SGA1_XII_3_English.texfrag,52,30,IV 12.1.7,IV.12.1.7,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,$f$ are regular is open (EGA~IV 12.1.7).,1290879F7933C4D706E0D4BBDE36EA77126A40A30B92BECDE2A81D4A7DBE6BC4,2155827AA1CFADD25D9E0D3574FA3D54332191CAC0D7C1EC1A40C85433BA821A,reviewed_positive_residual
sga1.residual.sha256.93695cc9c8acfaf09f936f19a5fcae7bf4338454e7cdf498b8d5572e6b5b7550,sga1.candidate.sha256.93695cc9c8acfaf09f936f19a5fcae7bf4338454e7cdf498b8d5572e6b5b7550,drafts/SGA1_XII_3_English.texfrag,63,20,IV 9.6.1,IV.9.6.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"constructible (EGA~IV 9.6.1), and since $Y$ is a",4FE549AF0176A563E96C5DBB0A52EE705128BD7469FAC55A0DC48E4AA0D8E2FC,2155827AA1CFADD25D9E0D3574FA3D54332191CAC0D7C1EC1A40C85433BA821A,reviewed_positive_residual
sga1.residual.sha256.dcdf8d03314858ac6123f486e5e339f0338359a5e7e2688c29949a9b4647852a,sga1.candidate.sha256.dcdf8d03314858ac6123f486e5e339f0338359a5e7e2688c29949a9b4647852a,drafts/SGA1_XII_3_English.texfrag,76,25,IV 17.9.1,IV.17.9.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"injective morphism (EGA~IV 17.9.1 and \cite[\no 13 \S 1]{XII.4}), (xi) follows from (iii)",75AF36B4C35CC9AD0D4776FFEE079B603CB127F0322A589B362B90E11950B303,2155827AA1CFADD25D9E0D3574FA3D54332191CAC0D7C1EC1A40C85433BA821A,reviewed_positive_residual
sga1.residual.sha256.5487322e7f406cc695aae58c8217fe8f0d1d9e397f6f0e42c75f126dbc07756d,sga1.candidate.sha256.5487322e7f406cc695aae58c8217fe8f0d1d9e397f6f0e42c75f126dbc07756d,drafts/SGA1_XII_3_English.texfrag,113,42,IV 1.8.4,IV.1.8.4,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,locally constructible subset of~$Y$ (EGA~IV 1.8.4) containing,43F1AB9F23E1BE794B23C862B1C9A77DB4EB246A1F5BAC710443D6B142ECA392,2155827AA1CFADD25D9E0D3574FA3D54332191CAC0D7C1EC1A40C85433BA821A,reviewed_positive_residual
sga1.residual.sha256.2068e2c3d32126931639dd3f3c7c786a71a8663ad063d792bc7a765471822aff,sga1.candidate.sha256.2068e2c3d32126931639dd3f3c7c786a71a8663ad063d792bc7a765471822aff,drafts/SGA1_XII_3_English.texfrag,122,40,IV 8.11.5,IV.8.11.5,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,that $f$ is a proper monomorphism (EGA~IV 8.11.5).,9D1C2117CF9DB8F09F05F7ACA5B262622265ADF84DC806226D4F60528AFD1EBF,2155827AA1CFADD25D9E0D3574FA3D54332191CAC0D7C1EC1A40C85433BA821A,reviewed_positive_residual
sga1.residual.sha256.aaf5af9ac210935367f6f3afe6af24ee5d56822c3e8fce66587bfc0437450f76,sga1.candidate.sha256.aaf5af9ac210935367f6f3afe6af24ee5d56822c3e8fce66587bfc0437450f76,drafts/SGA1_XII_3_English.texfrag,142,1,1.8.4,XII.1.8.4,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"1.8.4), we have, by~\Ref{XII.2.2}, $\overline{T}^{\mkern1mu \an} =",283B14C0C52428EC3D8EA919E0C5152CA2AF9B60362B2E2686A59842F5BBD4C9,2155827AA1CFADD25D9E0D3574FA3D54332191CAC0D7C1EC1A40C85433BA821A,reviewed_positive_residual
sga1.residual.sha256.ff8272192540a069a739703d9c7ed80ee8128781175b098610fe8c88a4c3c670,sga1.candidate.sha256.ff8272192540a069a739703d9c7ed80ee8128781175b098610fe8c88a4c3c670,drafts/SGA1_XII_3_English.texfrag,156,6,II 5.6.1,II.5.6.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"(EGA~II 5.6.1), one can find a projective $Y$-scheme $X'$ and a",748EB8AD995FDA5E1A26439B04B25D2F290773BE7E16450C9EF7408B9FC4D796,2155827AA1CFADD25D9E0D3574FA3D54332191CAC0D7C1EC1A40C85433BA821A,reviewed_positive_residual
sga1.residual.sha256.1404a42624466c015edb03aa7a9168e76f89e91c0d2b4494fa6c830d8342ec64,sga1.candidate.sha256.1404a42624466c015edb03aa7a9168e76f89e91c0d2b4494fa6c830d8342ec64,drafts/SGA1_XII_3_English.texfrag,193,35,III 4.4.2,III.4.4.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,is proper with finite fibers (EGA~III 4.4.2 and \cite[\no 19 \S 5]{XII.4}).,54718D2A9BBD27716A14EC122B7C78655BA3833FD86354193D41F233EA0BC602,2155827AA1CFADD25D9E0D3574FA3D54332191CAC0D7C1EC1A40C85433BA821A,reviewed_positive_residual
sga1.residual.sha256.bb8cb8b28ca897b24c63b5f3750564cc9e62babfe56c741395d080794354e91b,sga1.candidate.sha256.bb8cb8b28ca897b24c63b5f3750564cc9e62babfe56c741395d080794354e91b,drafts/SGA1_XII_3_English.texfrag,195,28,IV 9.7.9,IV.9.7.9,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"locally constructible (EGA~IV 9.7.9), the fibers of~$f$ are finite",EF75BC28F866FF6C1AEE8249B6F9637BF75C99F30DC3A27E7D5E2A2A96EAD803,2155827AA1CFADD25D9E0D3574FA3D54332191CAC0D7C1EC1A40C85433BA821A,reviewed_positive_residual
sga1.residual.sha256.6e846eede1617235be8bcf01f9fa84c27b267c5706117ae884cc83bf6010b9d9,sga1.candidate.sha256.6e846eede1617235be8bcf01f9fa84c27b267c5706117ae884cc83bf6010b9d9,drafts/SGA1_XII_4_English.texfrag,16,39,III 1.4.1,III.1.4.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,algebraic and the analytic cases (EGA~III 1.4.1. and \cite[II 5.10]{XII.5}).,D43EFC6ACC48F84124A821491B42D1ED1ED7F373D917EE3E7666C782A0D79F37,BC2B3E88F5400AECE6DBE63CEA8E95E74BB7A191D89D2FB8DF7057362E055523,reviewed_positive_residual
sga1.residual.sha256.ad6a9650038871c1b85bc679036b0b0a3cc4f9c9d194baf21a46997d02751cd4,sga1.candidate.sha256.ad6a9650038871c1b85bc679036b0b0a3cc4f9c9d194baf21a46997d02751cd4,drafts/SGA1_XII_4_English.texfrag,94,49,III 3.1.2,III.3.1.2,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,\emph{The case where $f$ is proper}. We use EGA~III 3.1.2 to,D2D2E0889C08691A30E2414BE1AC60EE73E30DD428B480EB2B5ED525F86F1CE7,BC2B3E88F5400AECE6DBE63CEA8E95E74BB7A191D89D2FB8DF7057362E055523,reviewed_positive_residual
sga1.residual.sha256.16f394fbe56d64cba6c902af15e5015d5940458251829eb84bc14c61f8c00f93,sga1.candidate.sha256.16f394fbe56d64cba6c902af15e5015d5940458251829eb84bc14c61f8c00f93,drafts/SGA1_XII_4_English.texfrag,119,19,II 5.6.1,II.5.6.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,"Chow's lemma (EGA~II 5.6.1), one can find a projective $Y$-scheme~$X'$",5E99EAB29A4182B9D62B20D75FB59DBE55B5409E244C49633649F6539145169E,BC2B3E88F5400AECE6DBE63CEA8E95E74BB7A191D89D2FB8DF7057362E055523,reviewed_positive_residual
sga1.residual.sha256.9cc3760de82d06218ca57edd29471fee18b84b0b00ca3fa11927f7864ae58028,sga1.candidate.sha256.9cc3760de82d06218ca57edd29471fee18b84b0b00ca3fa11927f7864ae58028,drafts/SGA1_XII_4_English.texfrag,123,38,III 2.2.1,III.2.2.1,external_work_reference,,,nearby work identifier scopes locator outside SGA 1,\cal{O}_{X'} (n)$ is surjective (EGA~III 2.2.1). If we put,B0E976DD101E00A4DDA8B21739661FA04C15198EE9A1D9FE3D00F2D04C1064CC,BC2B3E88F5400AECE6DBE63CEA8E95E74BB7A191D89D2FB8DF7057362E055523,reviewed_positive_residual
