"R3-ACQ-0016","zenodo_file_hints","R3-ZENODO-FILE-0011","Arabic RTL source-canon lane","P2_source_archive_or_tex_candidate_metadata","zenodo_source_archive_or_compressed_file_hint_needs_fetch_hash_language_license_screen","12755351::Arabic Poetry Analysis Datasets::Arabic Poetry Analysis Datasets.zip","https://zenodo.org/records/12755351","https://zenodo.org/api/records/12755351/files/Arabic%20Poetry%20Analysis%20Datasets.zip/content","md5:608503da1995db314c89b28f0baa56fd","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_invariant_theory.json","60FE983E6242EB0E9DD87047966824C3D8C39678186869F0142F6396C3BA4F1D","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0017","zenodo_file_hints","R3-ZENODO-FILE-0012","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","2470389::The Invariant Theory of Three Quadrics::article.pdf","https://zenodo.org/records/2470389","https://zenodo.org/api/records/2470389/files/article.pdf/content","md5:7993b4ddf081b7947fe978572a2d9dd5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_invariant_theory.json","60FE983E6242EB0E9DD87047966824C3D8C39678186869F0142F6396C3BA4F1D","Zenodo record metadata access=open; license=cc-zero; no R3 license clearance","Arabic; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0018","zenodo_file_hints","R3-ZENODO-FILE-0013","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","11953658::Journal of Afro Asian Studies Eighth Issue February 2021::Journal-of-Afro-Asian-Studies-Eight-issue-February-2021.pdf","https://zenodo.org/records/11953658","https://zenodo.org/api/records/11953658/files/Journal-of-Afro-Asian-Studies-Eight-issue-February-2021.pdf/content","md5:d924565e09a3b306722d73503d3bc6cd","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_invariant_theory.json","60FE983E6242EB0E9DD87047966824C3D8C39678186869F0142F6396C3BA4F1D","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0019","zenodo_file_hints","R3-ZENODO-FILE-0014","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","13375673::Journal of Afro-Asian Studies Twenty-First Issue May 2024::Journal-of-Afro-Asian-Studies-Twenty-First-Issue-–-May-2024.pdf","https://zenodo.org/records/13375673","https://zenodo.org/api/records/13375673/files/Journal-of-Afro-Asian-Studies-Twenty-First-Issue-%E2%80%93-May-2024.pdf/content","md5:22e3a77149d04fe0df909a0563dffdda","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_invariant_theory.json","60FE983E6242EB0E9DD87047966824C3D8C39678186869F0142F6396C3BA4F1D","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; invariant theory; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0020","zenodo_file_hints","R3-ZENODO-FILE-0015","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","20985017::Format-Targeted Training Induces Subject-Level Accuracy Inversion on Competition Mathematics: The MATH-Native Acharyulu Protocol::XARL_2026_04_Paper4.pdf","https://zenodo.org/records/20985017","https://zenodo.org/api/records/20985017/files/XARL_2026_04_Paper4.pdf/content","md5:d7c17144e29358a600bd78f4547a88ea","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_latex_algebra.json","94399D3996089D28587B5D3EF9719981CED9F5A73A1DB9B74D195CECF628F112","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; LaTeX; algebra; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0021","zenodo_file_hints","R3-ZENODO-FILE-0016","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","2613490::Using Windows Server 2012-based storage solutions for small and medium size business resources::Using Windows Server 2012-based storage solutions for small and medium size business resources.pdf","https://zenodo.org/records/2613490","https://zenodo.org/api/records/2613490/files/Using%20Windows%20Server%202012-based%20storage%20solutions%20for%20small%20and%20medium%20size%20business%20resources.pdf/content","md5:dcf55b86e7310b080e72deb0d9838e05","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_latex_algebra.json","94399D3996089D28587B5D3EF9719981CED9F5A73A1DB9B74D195CECF628F112","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; LaTeX; algebra; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0022","zenodo_file_hints","R3-ZENODO-FILE-0017","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","2613471::Using Linux-based storage solutions for small and medium size business resources::Using Linux-based storage solutions for small and medium size business resources.pdf","https://zenodo.org/records/2613471","https://zenodo.org/api/records/2613471/files/Using%20Linux-based%20storage%20solutions%20for%20small%20and%20medium%20size%20business%20resources.pdf/content","md5:2c89af2a90ec4401b44e1149a88fa380","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_latex_algebra.json","94399D3996089D28587B5D3EF9719981CED9F5A73A1DB9B74D195CECF628F112","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; LaTeX; algebra; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0023","zenodo_file_hints","R3-ZENODO-FILE-0018","Arabic RTL source-canon lane","P3_pdf_doc_text_fallback_candidate_metadata","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","8022451::THE SPIRITUAL SIGNIFICANCE OF THE WORK OF HUSSEIN VOIZ KASHIFI ""AKHLOKI MUKHSINIY"" IN THE EDUCATION OF THE YOUTH OF NEW UZBEKISTAN::JAH0609.pdf","https://zenodo.org/records/8022451","https://zenodo.org/api/records/8022451/files/JAH0609.pdf/content","md5:03a70fee38f4c20fc0552dbf2d77a8bb","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\arabic_latex_algebra.json","94399D3996089D28587B5D3EF9719981CED9F5A73A1DB9B74D195CECF628F112","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Arabic; LaTeX; algebra; Zenodo; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0024","zenodo_file_hints","R3-ZENODO-FILE-0019","Persianate/Tajik lane - fa_IR only","P4_support_or_false_positive_boundary","zenodo_metadata_topic_file_hint_needs_manual_screening","10074309::Linear Algebra::WhatsApp Image 2023-11-06 at 12.36.39 PM.jpeg","https://zenodo.org/records/10074309","https://zenodo.org/api/records/10074309/files/WhatsApp%20Image%202023-11-06%20at%2012.36.39%20PM.jpeg/content","md5:3eb5c8e7764d9ffbbf48959aa1d3e78e","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0025","zenodo_file_hints","R3-ZENODO-FILE-0020","Persianate/Tajik lane - fa_IR only","P4_support_or_false_positive_boundary","zenodo_metadata_topic_file_hint_needs_manual_screening","15067574::Linear Algebra::Full cover.jpg","https://zenodo.org/records/15067574","https://zenodo.org/api/records/15067574/files/Full%20cover.jpg/content","md5:051b6c75c16c96599d680ed9695e379b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0026","zenodo_file_hints","R3-ZENODO-FILE-0021","Persianate/Tajik lane - fa_IR only","P2_source_archive_or_tex_candidate_metadata","zenodo_source_archive_or_compressed_file_hint_needs_fetch_hash_language_license_screen","3367812::SLATE::slate-2019-04-04.tar.gz","https://zenodo.org/records/3367812","https://zenodo.org/api/records/3367812/files/slate-2019-04-04.tar.gz/content","md5:2a2ea8bc1cd32ef1aa34919282760bae","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","Zenodo record metadata access=open; license=bsd-3-clause; no R3 license clearance","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0027","zenodo_file_hints","R3-ZENODO-FILE-0022","Persianate/Tajik lane - fa_IR only","P4_support_or_false_positive_boundary","zenodo_metadata_topic_file_hint_needs_manual_screening","8296796::Elementary Linear Algebra::WhatsApp Image 2023-08-29 at 11.44.12 AM.jpeg","https://zenodo.org/records/8296796","https://zenodo.org/api/records/8296796/files/WhatsApp%20Image%202023-08-29%20at%2011.44.12%20AM.jpeg/content","md5:af5eb81893a81e9708fdf93b2851ab7a","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0028","zenodo_file_hints","R3-ZENODO-FILE-0023","Persianate/Tajik lane - fa_IR only","P4_support_or_false_positive_boundary","zenodo_metadata_topic_file_hint_needs_manual_screening","10863548::Mathematics Linear Algebra::WhatsApp Image 2024-03-23 at 1.20.16 PM (1).jpeg","https://zenodo.org/records/10863548","https://zenodo.org/api/records/10863548/files/WhatsApp%20Image%202024-03-23%20at%201.20.16%20PM%20(1).jpeg/content","md5:7cecc2421a17c5889761d6c33bb094c5","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_linear_algebra.json","FAC08C0F568332F377A8BD889CF63F7626F151E9DA0D17EFE99192D1183FA488","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Persian/Farsi; linear algebra; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0029","zenodo_file_hints","R3-ZENODO-FILE-0024","Persianate/Tajik lane - fa_IR only","P3_pdf_doc_text_fallback_candidate_metadata","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","15099814::Noetherian Rings And Modules::Noetherian Rings and Modules.pdf","https://zenodo.org/records/15099814","https://zenodo.org/api/records/15099814/files/Noetherian%20Rings%20and%20Modules.pdf/content","md5:2d23c5035ce337ddb30422cbbf193a71","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_noetherian.json","537E40724EB43A7AC51778BE2F893CD87FFDCA9D910F857E91BDDFC1EC0BBF15","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Persian/Farsi; Noetherian; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0030","zenodo_file_hints","R3-ZENODO-FILE-0025","Persianate/Tajik lane - fa_IR only","P3_pdf_doc_text_fallback_candidate_metadata","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","15283025::ON THE INVERTIBILITY OF ONE OPERATOR IN GENERALIZED HOLDER SPACES::2.17.pdf","https://zenodo.org/records/15283025","https://zenodo.org/api/records/15283025/files/2.17.pdf/content","md5:374ddefccffbc94ebe9ed3b1ff09889f","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_noetherian.json","537E40724EB43A7AC51778BE2F893CD87FFDCA9D910F857E91BDDFC1EC0BBF15","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Persian/Farsi; Noetherian; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0031","zenodo_file_hints","R3-ZENODO-FILE-0026","Persianate/Tajik lane - fa_IR only","P3_pdf_doc_text_fallback_candidate_metadata","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","15298997::A Study on the Homological Properties of Noetherian Rings and Local Cohomology Modules::GJRECS21474.pdf","https://zenodo.org/records/15298997","https://zenodo.org/api/records/15298997/files/GJRECS21474.pdf/content","md5:4ae0dbdd1e0d1fd73521b511b4f40f0a","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_noetherian.json","537E40724EB43A7AC51778BE2F893CD87FFDCA9D910F857E91BDDFC1EC0BBF15","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Persian/Farsi; Noetherian; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0032","zenodo_file_hints","R3-ZENODO-FILE-0027","Persianate/Tajik lane - fa_IR only","P3_pdf_doc_text_fallback_candidate_metadata","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","4882928::بررسي سیر تحول اسماءِ جلالي در متون عرفاني قرن چهارم و ششم )مطالعۀ موردي در کشف¬المحجوب و روح¬الارواح)::بررسي سیر تحول اسماءِ جلالي در متون عرفاني.pdf","https://zenodo.org/records/4882928","https://zenodo.org/api/records/4882928/files/%D8%A8%D8%B1%D8%B1%D8%B3%D9%8A%20%D8%B3%DB%8C%D8%B1%20%D8%AA%D8%AD%D9%88%D9%84%20%D8%A7%D8%B3%D9%85%D8%A7%D8%A1%D9%90%20%D8%AC%D9%84%D8%A7%D9%84%D9%8A%20%D8%AF%D8%B1%20%D9%85%D8%AA%D9%88%D9%86%20%D8%B9%D8%B1%D9%81%D8%A7%D9%86%D9%8A.pdf/content","md5:703697ee33ce7257c9ebb7c55fefbc1a","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_noetherian.json","537E40724EB43A7AC51778BE2F893CD87FFDCA9D910F857E91BDDFC1EC0BBF15","Zenodo record metadata access=open; license=cc-by-2.0; no R3 license clearance","Persian/Farsi; Noetherian; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
"R3-ACQ-0033","zenodo_file_hints","R3-ZENODO-FILE-0028","Persianate/Tajik lane - fa_IR only","P3_pdf_doc_text_fallback_candidate_metadata","zenodo_pdf_fallback_file_hint_needs_fetch_hash_language_license_screen","17404742::Importance-Performance Analysis (IPA) on Factors Affecting Agility of Iranian Auditing Organizations::152129 Mousavi.pdf","https://zenodo.org/records/17404742","https://zenodo.org/api/records/17404742/files/152129%20Mousavi.pdf/content","md5:3922cd41b32cf044e510cbcda1ee085b","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r3-arabic-persianate-linear-algebra\work\source_probe_payload_cache\R3_ZENODO_SOURCE_FRONTIER_PROBE_20260705T011609Z\queries\persian_noetherian.json","537E40724EB43A7AC51778BE2F893CD87FFDCA9D910F857E91BDDFC1EC0BBF15","Zenodo record metadata access=open; license=cc-by-4.0; no R3 license clearance","Persian/Farsi; Noetherian; Zenodo; repository metadata; source archive frontier; Zenodo record/file metadata; metadata-only","Fetch, independently hash, language/topic-screen, and license/access-review before any payload use.","Zenodo record/file metadata only. Query terms and file hints do not prove target-language mathematical source authority; no file was downloaded, independently hashed, language-screened, or license-cleared by R3.","manifest_zenodo_file_metadata_only_no_payload_until_fetch_hash_language_license_screen","Source-canon acquisition queue only; no payload download, source-body copy, translation, glossary expansion, bridge promotion, native review, canonical approval, license clearance, gate promotion, completion claim, lane package claim, Git staging, commit, or push.","20260705T131155Z"
