review_sequence,occurrence_id,term_id,concept,language,source_candidate_sense_ids,surface_query,normalization_group,logical_source_id,record_id,source_sha256,license_status,locator_path,line_number,quote,quote_sha256,source_domain,source_evidence_tier,row_review_decision,support_sense_ids,held_candidate_sense_ids,adverse_targets,support_event_count,adverse_event_count,hold_event_count,review_events_json,reason_code,review_note,evidence_context_class,evidence_family_ids,family_roles,preexisting_review_refs,deduplication_status,review_report,review_report_sha256,review_authority,promotion_status,human_observation_count,pilot_claim
59,OCC-B31BB092BF2BE131,T59,zero divisor,gl,T59-S1 | T59-S2 | T59-S3,divisor de cero,T59:gl:divisor de cero,WIKI-gl-209662-7399914,WIKIHTML-GL-209662-7399914,1AD85C58AECDFBB402A6680C702D2D5B44E6292B6ECA3B3B48DBC4AE4107724D,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-209662-7399914.txt,557,Divisor de cero,840B7D1B7BB0C7A016CC91B51F9D9F1856A4A68A47FE4676D0A0C7FEAB2AD3E0,ring_theory,mechanical_context_candidate,accepted_sense_match,T59-S1 | T59-S2,,,2,0,0,"[{""event_id"":""REV-OCC-B31BB092BF2BE131-SUPPORT-T59-S1"",""event_type"":""support"",""term_id"":""T59"",""sense_id"":""T59-S1"",""target"":""T59-S1"",""reason_code"":""EXPLICIT_LEFT_RIGHT_ZERO_DIVISOR_DEFINITIONS"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-B31BB092BF2BE131-SUPPORT-T59-S2"",""event_type"":""support"",""term_id"":""T59"",""sense_id"":""T59-S2"",""target"":""T59-S2"",""reason_code"":""EXPLICIT_LEFT_RIGHT_ZERO_DIVISOR_DEFINITIONS"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",EXPLICIT_LEFT_RIGHT_ZERO_DIVISOR_DEFINITIONS,"the following lines define left by `a·b=0`, right by `c·a=0`, and explicitly distinguish the two.",running_body_semantic_match_internal,FAM-GL-RING-ARTICLE-SHARED-DOCUMENT | FAM-T59-GL-BOTH-SIDES-SINGLE-OCCURRENCE,T59_context | dual_sense_single_occurrence,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
60,OCC-8ECAC7304E3410A4,T60,identity,es,T60-S1 | T60-S2 | T60-S3 | T60-S4,unidad,T60:es:unidad,TRANSFER-1312.6798v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_1312_6798v1/1312.6798v1_uqc.tex,TRANSFER-0025,0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_1312_6798v1\1312.6798v1_uqc.tex,1320,"\ref{eneauno}. Supongamos, adem\'{a}s, que $q_{ji}$ es una unidad para",2D8BCB8C6FCE06E31B7648A70E71FCCD053377BB9C8FBB15E3CE6BDE3A69E2AA,mathematics_mixed,mechanical_context_candidate,accepted_sense_match,T60-S4,,T60-S1 | T60-S2 | T60-S3,1,3,0,"[{""event_id"":""REV-OCC-8ECAC7304E3410A4-SUPPORT-T60-S4"",""event_type"":""support"",""term_id"":""T60"",""sense_id"":""T60-S4"",""target"":""T60-S4"",""reason_code"":""INVERTIBLE_PARAMETER_UNIT"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-8ECAC7304E3410A4-ADVERSE-T60-S1"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S1"",""target"":""T60-S1"",""reason_code"":""INVERTIBLE_PARAMETER_UNIT"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-8ECAC7304E3410A4-ADVERSE-T60-S2"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S2"",""target"":""T60-S2"",""reason_code"":""INVERTIBLE_PARAMETER_UNIT"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-8ECAC7304E3410A4-ADVERSE-T60-S3"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S3"",""target"":""T60-S3"",""reason_code"":""INVERTIBLE_PARAMETER_UNIT"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",INVERTIBLE_PARAMETER_UNIT,"`q_ji` is required to be a unit, i.e. an invertible ring element, not the neutral element itself.",running_body_semantic_match_internal,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
61,OCC-7D4FBDDE22AEFC00,T60,identity,es,T60-S1 | T60-S2 | T60-S3 | T60-S4,unidad,T60:es:unidad,TRANSFER-2209.02110v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_2209_02110v1/2209.02110v1_monoides.tex,TRANSFER-0026,DCDCE1163036490CC4228AFE92E66A58C143843B8525FC22B5E8E58B4242F73D,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_2209_02110v1\2209.02110v1_monoides.tex,155,% {\scshape\Large Unidad Mérida \par},2AB2B02E4E7ED580EBFD59B5419E096197C434C8E6D1485CCD3688FCBD0A4ECE,mathematics_mixed,mechanical_context_candidate,rejected_adverse,,,T60-form-admission,0,1,0,"[{""event_id"":""REV-OCC-7D4FBDDE22AEFC00-ADVERSE-T60-form-admission"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":"""",""target"":""T60-form-admission"",""reason_code"":""INSTITUTIONAL_PROPER_NAME_UNIT"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",INSTITUTIONAL_PROPER_NAME_UNIT,`Unidad Mérida` is an organizational/place name and the whole title block is commented out.,wrong_sense_commented_source,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
62,OCC-18AE3DA1C88147EE,T60,identity,es,T60-S1 | T60-S2 | T60-S3 | T60-S4,identidad,T60:es:identidad,TRANSFER-2307.03598v1-language-source-bodies/romance-germanic-baselines/bodies/spanish/arxiv_2307_03598v1/2307.03598v1_Paper_D-modulos_CNMXXII.tex,TRANSFER-0027,7CB92E7F60B1657B88128CDAF1166DC71BC39C2919F392981DF454661E28FF20,unresolved,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\spanish\arxiv_2307_03598v1\2307.03598v1_Paper_D-modulos_CNMXXII.tex,233,"es una aplicaci�n $\mathbb{C}$-bilineal, antisim�trica y cumple la \emph{identidad de Jacobi},",4F8363473E5217E790164F8FDB62CC8939EA6BD954DF12EF896184CFECD5C4E9,module_theory,mechanical_context_candidate,accepted_sense_match,T60-S3,,T60-S1 | T60-S2 | T60-S4,1,3,0,"[{""event_id"":""REV-OCC-18AE3DA1C88147EE-SUPPORT-T60-S3"",""event_type"":""support"",""term_id"":""T60"",""sense_id"":""T60-S3"",""target"":""T60-S3"",""reason_code"":""JACOBI_IDENTITY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-18AE3DA1C88147EE-ADVERSE-T60-S1"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S1"",""target"":""T60-S1"",""reason_code"":""JACOBI_IDENTITY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-18AE3DA1C88147EE-ADVERSE-T60-S2"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S2"",""target"":""T60-S2"",""reason_code"":""JACOBI_IDENTITY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-18AE3DA1C88147EE-ADVERSE-T60-S4"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S4"",""target"":""T60-S4"",""reason_code"":""JACOBI_IDENTITY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",JACOBI_IDENTITY,`identidad de Jacobi` introduces the displayed algebraic law.,running_body_semantic_match_internal,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
63,OCC-0EE9A2A582630A70,T60,identity,fr,T60-S1 | T60-S2 | T60-S3 | T60-S4,identite,T60:fr:identite,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_Ext_ACT.tex,TRANSFER-0010,6A81F06B41B52BE13440ECAFB85096390C8FA20B8C0BEAD0E1677B52465C852E,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_Ext_ACT.tex,101,\DeclareMathOperator{\Id}{Id} % identité,46866236F9096EDCBB0C14BA7136FCC13E5F9BABD9CFC2AC635EEBCE3E3F1AC5,mathematics_mixed,mechanical_context_candidate,held,,T60-S2,T60-form-admission,0,1,1,"[{""event_id"":""REV-OCC-0EE9A2A582630A70-ADVERSE-T60-form-admission"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":"""",""target"":""T60-form-admission"",""reason_code"":""UNUSED_IDENTITY_OPERATOR_MACRO"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-0EE9A2A582630A70-HOLD-T60-S2"",""event_type"":""hold"",""term_id"":""T60"",""sense_id"":""T60-S2"",""target"":""T60-S2"",""reason_code"":""UNUSED_IDENTITY_OPERATOR_MACRO"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",UNUSED_IDENTITY_OPERATOR_MACRO,"`\Id` is declared with comment `identité` but has no use elsewhere in the file, so identity-map intent is plausible but unattested in running body.",held_unused_source_macro,HOLD-T60-FR-UNUSED-ID-MACRO,single_unused_macro,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
64,OCC-D2827F5FEF0B4E07,T60,identity,fr,T60-S1 | T60-S2 | T60-S3 | T60-S4,unite,T60:fr:unite,TRANSFER-1508.04495v1-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1508_04495v1/1508.04495v1_chapitre2.tex,TRANSFER-0007,F94DCBA4304BABE70B5AD846902B1FBC8927025CF7E74E91C774AD62157F67AD,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1508_04495v1\1508.04495v1_chapitre2.tex,193,$L$-$\mathbf{mod}$ forme un monoïde avec opération $\otimes$ et unité $k_0$.,33A7D240CBA42BB24BC936E9E30C031A5A3D96FDA134082F042A60E15BEAA4CA,mathematics_mixed,mechanical_context_candidate,accepted_sense_match,T60-S1,,T60-S2 | T60-S3 | T60-S4,1,3,0,"[{""event_id"":""REV-OCC-D2827F5FEF0B4E07-SUPPORT-T60-S1"",""event_type"":""support"",""term_id"":""T60"",""sense_id"":""T60-S1"",""target"":""T60-S1"",""reason_code"":""MONOIDAL_UNIT_OBJECT"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-D2827F5FEF0B4E07-ADVERSE-T60-S2"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S2"",""target"":""T60-S2"",""reason_code"":""MONOIDAL_UNIT_OBJECT"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-D2827F5FEF0B4E07-ADVERSE-T60-S3"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S3"",""target"":""T60-S3"",""reason_code"":""MONOIDAL_UNIT_OBJECT"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-D2827F5FEF0B4E07-ADVERSE-T60-S4"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S4"",""target"":""T60-S4"",""reason_code"":""MONOIDAL_UNIT_OBJECT"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",MONOIDAL_UNIT_OBJECT,"`k_0` is the unit for tensor product in the monoidal category, the neutral-object sense.",running_body_semantic_match_internal,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
65,OCC-67C0341F2568D2AC,T60,identity,fr,T60-S1 | T60-S2 | T60-S3 | T60-S4,identite,T60:fr:identite,TRANSFER-1712.04728v2-language-source-bodies/romance-germanic-baselines/bodies/french/arxiv_1712_04728v2/1712.04728v2_GoingFrench.tex,TRANSFER-0014,0C621CE96BE32CDABAA46C5AB8B14CEC4E43E5BBFC1EC6E6271BBF3945923BC7,arxiv_distribution_license_not_reuse_clear,C:\Users\Floris\Documents\Codex\2026-05-26\there-is-currently-an-ongoing-process\interlanguage_localization\01_other_pc_full\language-source-bodies\romance-b3-transfer-ready-20260706\body_files\verified_romance_body_manifest\bodies\french\arxiv_1712_04728v2\1712.04728v2_GoingFrench.tex,1831,"$j_1,j_2\in \cI(I)$, $z\in A$. L'identité fondamentale",7B116AE4D3962C5D5F83F3242135D8C4E6F22F0AD0F00C8BDAEE10E16FE205EB,mathematics_mixed,mechanical_context_candidate,accepted_sense_match,T60-S3,,T60-S1 | T60-S2 | T60-S4,1,3,0,"[{""event_id"":""REV-OCC-67C0341F2568D2AC-SUPPORT-T60-S3"",""event_type"":""support"",""term_id"":""T60"",""sense_id"":""T60-S3"",""target"":""T60-S3"",""reason_code"":""FUNDAMENTAL_POWER_IDENTITY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-67C0341F2568D2AC-ADVERSE-T60-S1"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S1"",""target"":""T60-S1"",""reason_code"":""FUNDAMENTAL_POWER_IDENTITY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-67C0341F2568D2AC-ADVERSE-T60-S2"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S2"",""target"":""T60-S2"",""reason_code"":""FUNDAMENTAL_POWER_IDENTITY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-67C0341F2568D2AC-ADVERSE-T60-S4"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S4"",""target"":""T60-S4"",""reason_code"":""FUNDAMENTAL_POWER_IDENTITY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",FUNDAMENTAL_POWER_IDENTITY,`l'identité fondamentale` names the displayed difference-of-powers identity.,running_body_semantic_match_internal,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
66,OCC-103EA9E812EB5414,T60,identity,pt,T60-S1 | T60-S2 | T60-S3 | T60-S4,identidade,T60:pt:identidade,WIKI-pt-193830-71904594,WIKIHTML-PT-193830-71904594,681C1360B30519250BF7E45563DEB80F345FD7145DCAF36ECAEF89C00712C5D0,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-193830-71904594.txt,880,"simetria, o resultado ainda será uma simetria. A identidade, que mantém o objeto fixo, é sempre uma simetria de um objeto. …",D5E1A41C87AE167E7AEB832778C3F03B0993ED2405D569B5E6F3E1016E205E55,group_theory,mechanical_context_candidate,accepted_sense_match,T60-S2,,T60-S1 | T60-S3 | T60-S4,1,3,0,"[{""event_id"":""REV-OCC-103EA9E812EB5414-SUPPORT-T60-S2"",""event_type"":""support"",""term_id"":""T60"",""sense_id"":""T60-S2"",""target"":""T60-S2"",""reason_code"":""IDENTITY_TRANSFORMATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-103EA9E812EB5414-ADVERSE-T60-S1"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S1"",""target"":""T60-S1"",""reason_code"":""IDENTITY_TRANSFORMATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-103EA9E812EB5414-ADVERSE-T60-S3"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S3"",""target"":""T60-S3"",""reason_code"":""IDENTITY_TRANSFORMATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-103EA9E812EB5414-ADVERSE-T60-S4"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S4"",""target"":""T60-S4"",""reason_code"":""IDENTITY_TRANSFORMATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",IDENTITY_TRANSFORMATION,the identity symmetry keeps the object fixed and is composed as a function.,running_body_semantic_match_internal,FAM-PT-GROUP-ARTICLE-SHARED-DOCUMENT,T60_context,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
67,OCC-14879E06481ADA66,T60,identity,pt,T60-S1 | T60-S2 | T60-S3 | T60-S4,identidade,T60:pt:identidade,WIKI-pt-44171-72178684,WIKITEXT-PT-44171-72178684,9AD8C18F9B4283D019CA5DDAADD605D95ABA17C2AE25D96D2FD57721C7AE1956,declared_cc_by_sa_4_0_project_terms_pending_page_match,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\downloaded_wikimedia\pt\44171_72178684_Álgebra.wikitext,62,com variáveis podem ser divididas em equações de identidade e equações condicionais. As equações de identidade são verdadeiras para todos os …,C5C8CA40406E1A4763E43A1C8790B3254914B0061067CAAD54EDDF5F6E571F40,abstract_algebra,mechanical_context_candidate,accepted_sense_match,T60-S3,,T60-S1 | T60-S2 | T60-S4,1,3,0,"[{""event_id"":""REV-OCC-14879E06481ADA66-SUPPORT-T60-S3"",""event_type"":""support"",""term_id"":""T60"",""sense_id"":""T60-S3"",""target"":""T60-S3"",""reason_code"":""IDENTITY_EQUATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-14879E06481ADA66-ADVERSE-T60-S1"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S1"",""target"":""T60-S1"",""reason_code"":""IDENTITY_EQUATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-14879E06481ADA66-ADVERSE-T60-S2"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S2"",""target"":""T60-S2"",""reason_code"":""IDENTITY_EQUATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-14879E06481ADA66-ADVERSE-T60-S4"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S4"",""target"":""T60-S4"",""reason_code"":""IDENTITY_EQUATION"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",IDENTITY_EQUATION,identity equations are true for every assignment of their variables.,running_body_semantic_match_internal,FAM-PT-ALGEBRA-ARTICLE-SHARED-DOCUMENT,T60_context,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
68,OCC-658A7059711CD78A,T60,identity,pt,T60-S1 | T60-S2 | T60-S3 | T60-S4,identidade,T60:pt:identidade,WIKI-pt-60301-68734795,WIKIHTML-PT-60301-68734795,E242C0297FB17E1248FC5E01F55430DAE8691F57B55EAF70F6B05DF4EB72E2AB,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\pt\WIKIHTML-60301-68734795.txt,473,"); associatividade, identidade e inversos (para formar",5374E5916C66D75EDAE8F305E00B1D0B0A2159CA0E4DB871984B7346A07A892D,abstract_algebra,mechanical_context_candidate,accepted_sense_match,T60-S1,,T60-S2 | T60-S3 | T60-S4,1,3,0,"[{""event_id"":""REV-OCC-658A7059711CD78A-SUPPORT-T60-S1"",""event_type"":""support"",""term_id"":""T60"",""sense_id"":""T60-S1"",""target"":""T60-S1"",""reason_code"":""GROUP_IDENTITY_ELEMENT_AXIOM"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-658A7059711CD78A-ADVERSE-T60-S2"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S2"",""target"":""T60-S2"",""reason_code"":""GROUP_IDENTITY_ELEMENT_AXIOM"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-658A7059711CD78A-ADVERSE-T60-S3"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S3"",""target"":""T60-S3"",""reason_code"":""GROUP_IDENTITY_ELEMENT_AXIOM"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-658A7059711CD78A-ADVERSE-T60-S4"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S4"",""target"":""T60-S4"",""reason_code"":""GROUP_IDENTITY_ELEMENT_AXIOM"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",GROUP_IDENTITY_ELEMENT_AXIOM,"associativity, identity, and inverses are the listed conditions for forming groups.",running_body_semantic_match_internal,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
69,OCC-ED963F0B15647828,T60,identity,gl,T60-S1 | T60-S2 | T60-S3 | T60-S4,unidade,T60:gl:unidade,WIKI-gl-209642-6945035,WIKIHTML-GL-209642-6945035,639F9C1386FDC1626745B699311EE87DCE516D423567DC8FF13AAA2B6FC75338,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-209642-6945035.txt,506,unidade imaxinaria,2591DAC5AFA29C202F30E22B162A1322F8D6D65E83DDB49E5112F758F2B67A7A,field_theory,mechanical_context_candidate,rejected_adverse,,,T60-S1 | T60-S4 | T60-form-admission,0,3,0,"[{""event_id"":""REV-OCC-ED963F0B15647828-ADVERSE-T60-S1"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S1"",""target"":""T60-S1"",""reason_code"":""IMAGINARY_UNIT_WRONG_SENSE"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-ED963F0B15647828-ADVERSE-T60-S4"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S4"",""target"":""T60-S4"",""reason_code"":""IMAGINARY_UNIT_WRONG_SENSE"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-ED963F0B15647828-ADVERSE-T60-form-admission"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":"""",""target"":""T60-form-admission"",""reason_code"":""IMAGINARY_UNIT_WRONG_SENSE"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",IMAGINARY_UNIT_WRONG_SENSE,"`unidade imaxinaria` names the number i satisfying i²=-1, not the neutral element or a use of “unit” to classify an invertible element.",wrong_sense_running_body,,,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
70,OCC-45B003ECC273A96E,T60,identity,gl,T60-S1 | T60-S2 | T60-S3 | T60-S4,unidade,T60:gl:unidade,WIKI-gl-209662-7399914,WIKIHTML-GL-209662-7399914,1AD85C58AECDFBB402A6680C702D2D5B44E6292B6ECA3B3B48DBC4AE4107724D,declared_cc_by_sa_4_0,C:\Users\Floris\Documents\interlanguage\03_projects\language_management\romance\03_redo_ultra_20260717\corpus\search_text\gl\WIKIHTML-209662-7399914.txt,207,anel con unidade,BDC831B1FB801CEE426AFAF1C9B5059D7D5959EE883F2F43EE999BFE21B8F8EF,ring_theory,mechanical_context_candidate,accepted_sense_match,T60-S1,,T60-S2 | T60-S3 | T60-S4,1,3,0,"[{""event_id"":""REV-OCC-45B003ECC273A96E-SUPPORT-T60-S1"",""event_type"":""support"",""term_id"":""T60"",""sense_id"":""T60-S1"",""target"":""T60-S1"",""reason_code"":""RING_WITH_IDENTITY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-45B003ECC273A96E-ADVERSE-T60-S2"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S2"",""target"":""T60-S2"",""reason_code"":""RING_WITH_IDENTITY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-45B003ECC273A96E-ADVERSE-T60-S3"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S3"",""target"":""T60-S3"",""reason_code"":""RING_WITH_IDENTITY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""},{""event_id"":""REV-OCC-45B003ECC273A96E-ADVERSE-T60-S4"",""event_type"":""adverse"",""term_id"":""T60"",""sense_id"":""T60-S4"",""target"":""T60-S4"",""reason_code"":""RING_WITH_IDENTITY"",""counting_status"":""review_event"",""preexisting_review_ref"":""""}]",RING_WITH_IDENTITY,the preceding lines explicitly define a neutral element for multiplication and then call the structure `anel con unidade`.,running_body_semantic_match_internal,FAM-GL-RING-ARTICLE-SHARED-DOCUMENT,T60_context,,not_preexisting,review_t56_t60.md,426057CA1226BDB5C48E34FD2A4085724D91A287BBAD164FBB50020BB70663FA,codex_internal_semantic_review_not_human,not_promoted,0,False
