"witness_id","target_family","language_access_target","source_title","source_format","source_url","local_path","bytes","sha256","text_or_aux_local_path","text_or_aux_sha256","video_or_dynamic_routes","source_archive_status","license_permission_signal","topic_language_access_tags","evidence_tier","ethics_authority_note","allowed_current_use","blocked_before","source_csv"
"LSQ-SAR-001","Signed language","LSQ","CCJL Lexique LSQ - Mathematiques","HTML/source/category/concept pointer","https://ccjl.ca/lexique-lsq-mathematiques/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_ccjl_lexique_mathematiques.html","82124","c4635bba7ebba53630347546c322d0720292f8a452cfdf0fc54f3bd9bf2e826f","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","What use is permitted for links, embeds, screenshots, derived stills, copied video/media, cached HTML, and attribution? Pending answer: pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 captured locator/source route; T3 candidate scope; T4 reviewer/source-owner return and T5 media/reuse clearance missing","Can this CCJL mathematics lexique route be treated as an LSQ school STEM source-authority route for planning, and what grade/variant limits apply?","source pointer, category/context metadata, reviewer/source-owner question only","no accepted LSQ sign, copied video/media, derived still, selected excerpt, translation, constructed surface, cross-sign transfer, or pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-SAR-002","Signed language","LSQ","CCJL Ressources en LSQ","HTML/source/category/concept pointer","https://ccjl.ca/surdite-cecite-et-surdicecite/ressources/ressources-en-lsq/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_ccjl_ressources_lsq.html","88918","b881b557d5fa1b10d3009502aadde74c3bb9fec80c046b865b5190b25d0f0f40","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","What use is permitted for links, embeds, screenshots, derived stills, copied video/media, cached HTML, and attribution? Pending answer: pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 captured locator/source route; T3 candidate scope; T4 reviewer/source-owner return and T5 media/reuse clearance missing","Can this CCJL LSQ resource hub be used as an authority/context pointer for math/science lexique routing, and which linked rows should be reviewed first?","source pointer, category/context metadata, reviewer/source-owner question only","no accepted LSQ sign, copied video/media, derived still, selected excerpt, translation, constructed surface, cross-sign transfer, or pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"LSQ-SAR-003","Signed language","LSQ","Lexique LSQ school lexicon home","HTML/source/category/concept pointer","https://lexiquelsq.ca/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\lsq_lexiquelsq_home.html","5077561","e105f9eef8548f6129d270f3aa72c560baabd5bebb886c0f52337bd09fce4db2","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; LSQ route/category metadata only","What use is permitted for links, embeds, screenshots, derived stills, copied video/media, cached HTML, and attribution? Pending answer: pointer only.","LSQ; signed-language; mathematics; STEM; source-route; media-gate; category/concept pointer","T2 captured locator/source route; T3 candidate scope; T4 reviewer/source-owner return and T5 media/reuse clearance missing","Can LexiqueLSQ category and term routes be treated as school lexicon source-context pointers, and which topic rows need source-owner review before any sign selection?","source pointer, category/context metadata, reviewer/source-owner question only","no accepted LSQ sign, copied video/media, derived still, selected excerpt, translation, constructed surface, cross-sign transfer, or pilot","R6_LSQ_STEM_SOURCE_AUTHORITY_READER_20260701T190000Z.csv"
"IS-GRD-DEC-001","Signed language comparator","International Sign comparator","","HTML policy/comparator capture or guardrail row","","","","","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; policy/comparator only","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","","; ; ","","","R6_INTERNATIONAL_SIGN_POLICY_COMPARATOR_GUARDRAIL_20260701T200000Z.csv"
"IS-GRD-DEC-002","Signed language comparator","International Sign comparator","","HTML policy/comparator capture or guardrail row","","","","","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; policy/comparator only","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","","; ; ","","","R6_INTERNATIONAL_SIGN_POLICY_COMPARATOR_GUARDRAIL_20260701T200000Z.csv"
"IS-GRD-DEC-003","Signed language comparator","International Sign comparator","","HTML policy/comparator capture or guardrail row","","","","","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; policy/comparator only","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","","; ; ","","","R6_INTERNATIONAL_SIGN_POLICY_COMPARATOR_GUARDRAIL_20260701T200000Z.csv"
"IS-GRD-DEC-004","Signed language comparator","International Sign comparator","","HTML policy/comparator capture or guardrail row","","","","","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; policy/comparator only","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","","; ; ","","","R6_INTERNATIONAL_SIGN_POLICY_COMPARATOR_GUARDRAIL_20260701T200000Z.csv"
"IS-GRD-DEC-005","Signed language comparator","International Sign comparator","","HTML policy/comparator capture or guardrail row","","","","","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; policy/comparator only","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","","; ; ","","","R6_INTERNATIONAL_SIGN_POLICY_COMPARATOR_GUARDRAIL_20260701T200000Z.csv"
"IS-GRD-Q-001","Signed language comparator","International Sign comparator","","HTML policy/comparator capture or guardrail row","","","","","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; policy/comparator only","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","","; For technical education packets, when is International Sign appropriate as a support/comparator route rather than routing to national or regional sign-language lanes?; ","","","R6_INTERNATIONAL_SIGN_POLICY_COMPARATOR_GUARDRAIL_20260701T200000Z.csv"
"IS-GRD-Q-002","Signed language comparator","International Sign comparator","","HTML policy/comparator capture or guardrail row","","","","","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; policy/comparator only","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","","; Can any captured route be treated as an authority route for planning, and what limits should be recorded?; ","","","R6_INTERNATIONAL_SIGN_POLICY_COMPARATOR_GUARDRAIL_20260701T200000Z.csv"
"IS-GRD-Q-003","Signed language comparator","International Sign comparator","","HTML policy/comparator capture or guardrail row","","","","","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; policy/comparator only","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","","; What link, embed, screenshot, copied-video, derived-still, cached-source, and attribution modes are allowed for each route?; ","","","R6_INTERNATIONAL_SIGN_POLICY_COMPARATOR_GUARDRAIL_20260701T200000Z.csv"
"IS-GRD-Q-004","Signed language comparator","International Sign comparator","","HTML policy/comparator capture or guardrail row","","","","","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; policy/comparator only","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","","; Can the Sonastik route be used as a link-only comparator, a source-owner route, or should it be excluded from technical packet design?; ","","","R6_INTERNATIONAL_SIGN_POLICY_COMPARATOR_GUARDRAIL_20260701T200000Z.csv"
"IS-GRD-Q-005","Signed language comparator","International Sign comparator","","HTML policy/comparator capture or guardrail row","","","","","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; policy/comparator only","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","","; How should disagreement, regional variation, event-specific usage, and non-equivalence be recorded without collapsing them into one written gloss or sign row?; ","","","R6_INTERNATIONAL_SIGN_POLICY_COMPARATOR_GUARDRAIL_20260701T200000Z.csv"
"IS-GRD-SRC-001","Signed language comparator","International Sign comparator","WASLI about International Sign","HTML policy/comparator capture or guardrail row","https://wasli.org/sign-language-interpreters/about-the-international-sign/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\international_sign_wasli_about.html","90680","5831380273abccd43a62745c38b34b416f21a2c3f05ac6f2306e324f344d2610","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; policy/comparator only","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","T2 captured route; policy/comparator context only; reviewer/source-owner return missing for any operational use","WASLI International Sign context route; ; Use as context source in a reviewer/source-owner question about whether an event-specific International Sign support lane is appropriate.","definition/context pointer for deciding whether International Sign belongs in a packet at all","no lexicon authority, no accepted signs, no national signbank transfer, no translation, no constructed surface, no pilot","R6_INTERNATIONAL_SIGN_POLICY_COMPARATOR_GUARDRAIL_20260701T200000Z.csv"
"IS-GRD-SRC-002","Signed language comparator","International Sign comparator","European Union of the Deaf International Sign position page","HTML policy/comparator capture or guardrail row","https://eud.eu/eud/position-papers/international-signs/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\international_sign_eud_position.html","310032","6d1568929d95800b348c30f1fe77efa0f5b563e374515402cf2f05cd31f0ea28","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; policy/comparator only","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","T2 captured route; policy/comparator context only; reviewer/source-owner return missing for any operational use","EUD International Sign position route; ; Use as guardrail against treating International Sign as a broad replacement for national sign-language lanes.","policy/position pointer for limiting International Sign use to appropriate cross-border contexts","no normal national-language lane treatment, no dictionary acceptance, no translation, no constructed surface, no pilot","R6_INTERNATIONAL_SIGN_POLICY_COMPARATOR_GUARDRAIL_20260701T200000Z.csv"
"IS-GRD-SRC-003","Signed language comparator","International Sign comparator","WFD statement on standardized sign language","HTML policy/comparator capture or guardrail row","https://wfdeaf.org/wfd-statement-on-standardized-sign-language/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\wfd_standardized_sign_language_statement.html","353175","8b5aa7b51d8ed46d3eaeb37e8e2de8165d3334b92bb893a8b0993dd0382c0bef","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; policy/comparator only","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","T2 captured route; policy/comparator context only; reviewer/source-owner return missing for any operational use","WFD standardization guardrail; ; Apply to ASL/LSQ/DGS and future signed-language lanes as a control rule.","variation-preserving guardrail for all signed-language packet design","no one-sign-per-word normalization, no forced standard technical lexicon, no sign acceptance, no translation, no surface, no pilot","R6_INTERNATIONAL_SIGN_POLICY_COMPARATOR_GUARDRAIL_20260701T200000Z.csv"
"IS-GRD-SRC-004","Signed language comparator","International Sign comparator","Sonastik International Sign word-list route","HTML policy/comparator capture or guardrail row","https://sonastik.ead.ee/embed/en/word-list","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T181500Z_r6_signed_language_discovery_gap_pass2\captures\international_sign_sonastik_word_list.html","372922","854b9db315525f3955bbb51fc1f1706e0d3868f160a1d5af49e6f05c10da7107","","","","no_TeX_LaTeX_arXiv_or_eprint_source_archive; policy/comparator only","license/media/reuse pending if any operational use is proposed","International Sign; policy; comparator; access guardrail; no technical lexicon","T2 captured route; policy/comparator context only; reviewer/source-owner return missing for any operational use","Sonastik dictionary-like comparator route; ; Ask whether Sonastik can be used as link-only comparator, source-owner route, or should be excluded from technical packet design.","comparator/source-pointer route only pending authority and reviewer return","no accepted International Sign signs, no copied media, no dictionary-derived technical lexicon, no translation, no surface, no pilot","R6_INTERNATIONAL_SIGN_POLICY_COMPARATOR_GUARDRAIL_20260701T200000Z.csv"
