audit_id,component_relpath,upstream_line,visible_locator_tex,normalized_locator,scope,section_context,context_cue,external_basis,audit_class,candidate_id,candidate_pattern_kind,candidate_visible_reference_tex,resolution_status,resolved_target_id,link_inserted
locator-audit-02436,SGA6_idx647_665_English_SourceChecked_fragment.tex,617,2.3,2.3,e13,4,,external_work_context,candidate_covered,reference-candidate-02126,bare_locator,2.3,external,,no
locator-audit-02437,SGA6_idx647_665_English_SourceChecked_fragment.tex,632,1.2,1.2,e13,5,,,candidate_covered,reference-candidate-02127,roman_locator,XII 1.2,resolved,sga6.e12.cor.1-2,yes
locator-audit-02438,SGA6_idx647_665_English_SourceChecked_fragment.tex,632,4.7,4.7,e13,5,,,candidate_covered,reference-candidate-02128,locator_subitem, 4.7 (iii),resolved,sga6.e13.thm.4-7,yes
locator-audit-02439,SGA6_idx647_665_English_SourceChecked_fragment.tex,636,9.7.9,9.7.9,e13,5,,external_work_context,candidate_covered,reference-candidate-02129,roman_locator,IV 9.7.9,external,,no
locator-audit-02440,SGA6_idx647_665_English_SourceChecked_fragment.tex,640,4.7,4.7,e13,5,direct_context:as_in,,candidate_covered,reference-candidate-02130,locator_subitem,4.7 (iii),resolved,sga6.e13.thm.4-7,yes
locator-audit-02441,SGA6_idx647_665_English_SourceChecked_fragment.tex,648,4.3,4.3,e13,5,,,candidate_covered,reference-candidate-02131,bare_locator,4.3,resolved,sga6.e13.lem.4-3,yes
locator-audit-02442,SGA6_idx647_665_English_SourceChecked_fragment.tex,648,3.10,3.10,e13,5,,,candidate_covered,reference-candidate-02132,bare_locator,3.10,resolved,sga6.e13.rem.3-10,yes
locator-audit-02443,SGA6_idx647_665_English_SourceChecked_fragment.tex,652,4.6,4.6,e13,5,direct_context:by,,candidate_covered,reference-candidate-02133,locator_subitem,4.6 (i),resolved,sga6.e13.thm.4-6,yes
locator-audit-02444,SGA6_idx647_665_English_SourceChecked_fragment.tex,653,2.2,2.2,e13,5,,external_work_context,candidate_covered,reference-candidate-02134,bare_locator,2.2,external,,no
locator-audit-02445,SGA6_idx647_665_English_SourceChecked_fragment.tex,653,5.1,5.1,e13,5,,external_work_context,candidate_covered,reference-candidate-02135,named_object,Theorem 5.1,external,,no
locator-audit-02446,SGA6_idx647_665_English_SourceChecked_fragment.tex,667,7.13,7.13,e13,5,,,candidate_covered,reference-candidate-02136,roman_locator,X 7.13,resolved,sga6.e10.sec.7.13,yes
locator-audit-02447,SGA6_idx647_665_English_SourceChecked_fragment.tex,702,4.7,4.7,e13,5,,,candidate_covered,reference-candidate-02137,parenthesized_locator,(4.7),resolved,sga6.e13.thm.4-7,yes
locator-audit-02448,SGA6_idx647_665_English_SourceChecked_fragment.tex,705,4.6,4.6,e13,5,direct_context:by,,candidate_covered,reference-candidate-02138,locator_subitem,4.6 (i),resolved,sga6.e13.thm.4-6,yes
locator-audit-02449,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,30,6.1,6.1,e13,6,direct_context:conditions_of,,candidate_covered,reference-candidate-02139,bare_locator,6.1,resolved,sga6.e13.para.6-1,yes
locator-audit-02450,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,40,2.10,2.10,e13,6,direct_context:by,,candidate_covered,reference-candidate-02140,bare_locator,2.10,resolved,sga6.e13.rem.2-10,yes
locator-audit-02451,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,43,1.11,1.11,e13,6,direct_context:assertion_follows_from,,candidate_covered,reference-candidate-02141,bare_locator,1.11,resolved,sga6.e13.thm.1-11,yes
locator-audit-02452,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,45,6.1,6.1,e13,6,direct_context:conditions_of,,candidate_covered,reference-candidate-02142,bare_locator,6.1,resolved,sga6.e13.para.6-1,yes
locator-audit-02453,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,54,1.11,1.11,e13,6,direct_context:by,,candidate_covered,reference-candidate-02143,bare_locator,1.11,resolved,sga6.e13.thm.1-11,yes
locator-audit-02454,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,54,1.3,1.3,e13,6,coordinated_locator_chain,,candidate_covered,reference-candidate-02144,bare_locator,1.3,resolved,sga6.e13.prop.1-3,yes
locator-audit-02455,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,60,6.2,6.2,e13,6,direct_context:of,,candidate_covered,reference-candidate-02145,bare_locator,6.2,resolved,sga6.e13.lem.6-2,yes
locator-audit-02456,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,65,6.1,6.1,e13,6,direct_context:conditions_of,,candidate_covered,reference-candidate-02146,bare_locator,6.1,resolved,sga6.e13.para.6-1,yes
locator-audit-02457,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,68,1.9,1.9,e13,6,direct_context:of,,candidate_covered,reference-candidate-02147,bare_locator,1.9,resolved,sga6.e13.def.1-9,yes
locator-audit-02458,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,88,1.7,1.7,e13,6,direct_context:by,,candidate_covered,reference-candidate-02148,bare_locator,1.7,resolved,sga6.e13.lem.1-7,yes
locator-audit-02459,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,89,6.2,6.2,e13,6,direct_context:by,,candidate_covered,reference-candidate-02149,bare_locator,6.2,resolved,sga6.e13.lem.6-2,yes
locator-audit-02460,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,89,1.4,1.4,e13,6,direct_context:by,,candidate_covered,reference-candidate-02150,locator_subitem,1.4(i),resolved,sga6.e13.prop.1-4,yes
locator-audit-02461,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,97,2.10,2.10,e13,6,direct_context:by,,candidate_covered,reference-candidate-02151,bare_locator,2.10,resolved,sga6.e13.rem.2-10,yes
locator-audit-02462,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,97,1.9,1.9,e13,6,coordinated_locator_chain,,candidate_covered,reference-candidate-02152,bare_locator,1.9,resolved,sga6.e13.def.1-9,yes
locator-audit-02463,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,106,6.1,6.1,e13,6,direct_context:conditions_of,,candidate_covered,reference-candidate-02153,bare_locator,6.1,resolved,sga6.e13.para.6-1,yes
locator-audit-02464,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,138,6.1,6.1,e13,6,direct_context:conditions_of,,candidate_covered,reference-candidate-02154,bare_locator,6.1,resolved,sga6.e13.para.6-1,yes
locator-audit-02465,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,152,1.6,1.6,e13,6,direct_context:by,,candidate_covered,reference-candidate-02155,locator_subitem,1.6(i),resolved,sga6.e13.prop.1-6,yes
locator-audit-02466,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,158,6.5,6.5,e13,6,,,candidate_covered,reference-candidate-02156,locator_subitem, 6.5(ii),resolved,sga6.e13.lem.6-5,yes
locator-audit-02467,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,162,6.5,6.5,e13,6,,,candidate_covered,reference-candidate-02157,named_object,Lemma 6.5,resolved,sga6.e13.lem.6-5,yes
locator-audit-02468,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,169,6.1,6.1,e13,6,direct_context:conditions_of,,candidate_covered,reference-candidate-02158,bare_locator,6.1,resolved,sga6.e13.para.6-1,yes
locator-audit-02469,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,188,6.4,6.4,e13,6,,,candidate_covered,reference-candidate-02159,bare_locator,6.4,resolved,sga6.e13.thm.6-4,yes
locator-audit-02470,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,191,1.7,1.7,e13,6,,,candidate_covered,reference-candidate-02160,bare_locator,1.7,resolved,sga6.e13.lem.1-7,yes
locator-audit-02471,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,192,6.4,6.4,e13,6,,,candidate_covered,reference-candidate-02161,locator_subitem,6.4(ii),resolved,sga6.e13.thm.6-4,yes
locator-audit-02472,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,192,1.8,1.8,e13,6,,,candidate_covered,reference-candidate-02162,bare_locator,1.8,resolved,sga6.e13.prop.1-8,yes
locator-audit-02473,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,193,6.4,6.4,e13,6,direct_context:from,,candidate_covered,reference-candidate-02163,locator_subitem,6.4(iii),resolved,sga6.e13.thm.6-4,yes
locator-audit-02474,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,193,6.6,6.6,e13,6,coordinated_locator_chain,,candidate_covered,reference-candidate-02164,bare_locator,6.6,resolved,sga6.e13.prop.6-6,yes
locator-audit-02475,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,215,6.7,6.7,e13,6,direct_context:assertion_follows_formally_from,,candidate_covered,reference-candidate-02165,locator_subitem,\n6.7(ii),resolved,sga6.e13.thm.6-7,yes
locator-audit-02476,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,217,6.4,6.4,e13,6,,,candidate_covered,reference-candidate-02166,locator_subitem,6.4(ii),resolved,sga6.e13.thm.6-4,yes
locator-audit-02477,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,231,1.6,1.6,e13,6,direct_context:by,,candidate_covered,reference-candidate-02167,locator_subitem,1.6(i),resolved,sga6.e13.prop.1-6,yes
locator-audit-02478,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,242,6.7,6.7,e13,6,,,candidate_covered,reference-candidate-02168,locator_subitem,(6.7(i)),resolved,sga6.e13.thm.6-7,yes
locator-audit-02479,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,243,1.9,1.9,e13,6,,,candidate_covered,reference-candidate-02169,parenthesized_locator,(1.9),resolved,sga6.e13.def.1-9,yes
locator-audit-02480,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,262,6.7,6.7,e13,6,direct_context:assertion_follows_from,,candidate_covered,reference-candidate-02170,locator_subitem,6.7(i),resolved,sga6.e13.thm.6-7,yes
locator-audit-02481,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,263,6.10,6.10,e13,6,direct_context:follows_from,,candidate_covered,reference-candidate-02171,bare_locator,6.10,resolved,sga6.e13.lem.6-10,yes
locator-audit-02482,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,263,1.8,1.8,e13,6,coordinated_locator_chain,,candidate_covered,reference-candidate-02172,locator_subitem,1.8(i),resolved,sga6.e13.prop.1-8,yes
locator-audit-02483,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,263,6.2,6.2,e13,6,direct_context:from,,candidate_covered,reference-candidate-02173,bare_locator,6.2,resolved,sga6.e13.lem.6-2,yes
locator-audit-02484,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,287,6.1,6.1,e13,6,direct_context:conditions_of,,candidate_covered,reference-candidate-02174,bare_locator,6.1,resolved,sga6.e13.para.6-1,yes
locator-audit-02485,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,302,6.7,6.7,e13,6,direct_context:assertion_follows_from,,candidate_covered,reference-candidate-02175,locator_subitem,6.7(i),resolved,sga6.e13.thm.6-7,yes
locator-audit-02486,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,323,6.4,6.4,e13,6,,,candidate_covered,reference-candidate-02176,locator_subitem,6.4(iii),resolved,sga6.e13.thm.6-4,yes
locator-audit-02487,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,350,4.6,4.6,e13,7,direct_context:by,,candidate_covered,reference-candidate-02177,bare_locator,4.6,resolved,sga6.e13.thm.4-6,yes
locator-audit-02488,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,399,7.1,7.1,e13,7,direct_context:in,,candidate_covered,reference-candidate-02178,bare_locator,7.1,resolved,sga6.e13.thm.7-1,yes
locator-audit-02489,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,403,4.4.4,4.4.4,e13,7,,,candidate_covered,reference-candidate-02179,roman_locator,X\n4.4.4,resolved,sga6.e10.eq.4-4-4,yes
locator-audit-02490,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,411,7.1.1,7.1.1,e13,7,,,candidate_covered,reference-candidate-02180,bare_locator,7.1.1,resolved,sga6.e13.para.7-1-1,yes
locator-audit-02491,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,417,4.4.4,4.4.4,e13,7,,,candidate_covered,reference-candidate-02181,roman_locator,X 4.4.4,resolved,sga6.e10.eq.4-4-4,yes
locator-audit-02492,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,417,4.5,4.5,e13,7,direct_context:by,,candidate_covered,reference-candidate-02182,locator_subitem,4.5(ii),resolved,sga6.e13.prop.4-5,yes
locator-audit-02493,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,425,4.4.4,4.4.4,e13,7,,,candidate_covered,reference-candidate-02183,roman_locator,X 4.4.4,resolved,sga6.e10.eq.4-4-4,yes
locator-audit-02494,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,433,7.1,7.1,e13,7,direct_context:follows_from,,candidate_covered,reference-candidate-02184,bare_locator,7.1,resolved,sga6.e13.thm.7-1,yes
locator-audit-02495,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,435,7.1,7.1,e13,7,direct_context:conditions_of,,candidate_covered,reference-candidate-02185,bare_locator,7.1,resolved,sga6.e13.thm.7-1,yes
locator-audit-02496,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,446,7.1,7.1,e13,7,,,candidate_covered,reference-candidate-02186,named_object,Theorem 7.1,resolved,sga6.e13.thm.7-1,yes
locator-audit-02497,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,496,7.4,7.4,e13,7,direct_context:assertion_follows_from,,candidate_covered,reference-candidate-02187,locator_subitem,7.4(i),resolved,sga6.e13.cor.7-4,yes
locator-audit-02498,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,528,1.1,1.1,e14,1,,,structural_definition_or_tag,,,,,,
locator-audit-02499,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,535,1.2,1.2,e14,1,,,structural_definition_or_tag,,,,,,
locator-audit-02500,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,553,4.4,4.4,e14,2,,,candidate_covered,reference-candidate-02194,expose_locator,"Expos\'e 0, 4.4",resolved,sga6.e00.sec.4.4,yes
locator-audit-02501,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,592,3.1,3.1,e14,3,,,structural_definition_or_tag,,,,,,
locator-audit-02502,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,598,4.6,4.6,e14,3,,,candidate_covered,reference-candidate-02198,parenthesized_locator,(4.6),resolved,sga6.e14.para.4-6,yes
locator-audit-02503,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,598,3.1,3.1,e14,3,,,candidate_covered,reference-candidate-02199,parenthesized_locator,(3.1),resolved,sga6.e14.eq.3-1,yes
locator-audit-02504,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,600,2.5,2.5,e14,3,,,candidate_covered,reference-candidate-02200,roman_locator,IV 2.5,resolved,sga6.e04.para.2-5,yes
locator-audit-02505,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,609,1.3.3,1.3.3,e14,3,,,candidate_covered,reference-candidate-02201,roman_locator,X 1.3.3,resolved,sga6.e10.cor.1-3-3,yes
locator-audit-02506,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,613,3.1,3.1,e14,3,,,candidate_covered,reference-candidate-02203,parenthesized_locator,(3.1),resolved,sga6.e14.eq.3-1,yes
locator-audit-02507,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,615,1.1,1.1,e14,3,,,candidate_covered,reference-candidate-02204,parenthesized_locator,(1.1),resolved,sga6.e14.eq.1-1,yes
locator-audit-02508,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,615,1.2,1.2,e14,3,,,candidate_covered,reference-candidate-02205,parenthesized_locator,(1.2),resolved,sga6.e14.eq.1-2,yes
locator-audit-02509,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,621,4.1,4.1,e14,3,,,candidate_covered,reference-candidate-02206,bare_locator,4.1,resolved,sga6.e14.para.4-1,yes
locator-audit-02510,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,625,4.7,4.7,e14,3,,,candidate_covered,reference-candidate-02207,parenthesized_locator,(4.7),resolved,sga6.e14.para.4-7,yes
locator-audit-02511,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,629,3.1,3.1,e14,3,,,candidate_covered,reference-candidate-02208,parenthesized_locator,(3.1),resolved,sga6.e14.eq.3-1,yes
locator-audit-02512,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,632,4.3,4.3,e14,3,,,candidate_covered,reference-candidate-02209,bare_locator,4.3,resolved,sga6.e14.para.4-3,yes
locator-audit-02513,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,638,3.3,3.3,e14,3,direct_context:in,,candidate_covered,reference-candidate-02210,bare_locator,3.3,resolved,sga6.e14.para.3-3,yes
locator-audit-02514,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,641,3.1,3.1,e14,3,,,candidate_covered,reference-candidate-02211,parenthesized_locator,(3.1),resolved,sga6.e14.eq.3-1,yes
locator-audit-02515,fragments/SGA6_idx666_684_English_Reconciled_Prefix.tex,645,3.1,3.1,e14,3,,,candidate_covered,reference-candidate-02212,parenthesized_locator,(3.1),resolved,sga6.e14.eq.3-1,yes
locator-audit-02516,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,2,3.7,3.7,e14,3,,external_work_context,candidate_covered,reference-candidate-02213,bare_locator,3.7,external,,no
locator-audit-02517,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,5,3.2,3.2,e14,3,,external_work_context,candidate_covered,reference-candidate-02214,bare_locator,3.2,external,,no
locator-audit-02518,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,9,3.1,3.1,e14,3,,,candidate_covered,reference-candidate-02215,parenthesized_locator,(3.1),resolved,sga6.e14.eq.3-1,yes
locator-audit-02519,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,12,3.1,3.1,e14,3,,external_work_context,candidate_covered,reference-candidate-02216,parenthesized_locator,(3.1),external,,no
locator-audit-02520,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,14,3.1,3.1,e14,3,,,candidate_covered,reference-candidate-02217,parenthesized_locator,(3.1),resolved,sga6.e14.eq.3-1,yes
locator-audit-02521,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,21,3.1,3.1,e14,3,,,candidate_covered,reference-candidate-02218,parenthesized_locator,(3.1),resolved,sga6.e14.eq.3-1,yes
locator-audit-02522,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,25,3.1,3.1,e14,3,,,candidate_covered,reference-candidate-02219,parenthesized_locator,(3.1),resolved,sga6.e14.eq.3-1,yes
locator-audit-02523,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,28,3.1,3.1,e14,3,,,candidate_covered,reference-candidate-02220,parenthesized_locator,(3.1),resolved,sga6.e14.eq.3-1,yes
locator-audit-02524,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,31,3.1,3.1,e14,3,,,candidate_covered,reference-candidate-02221,parenthesized_locator,(3.1),resolved,sga6.e14.eq.3-1,yes
locator-audit-02525,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,33,3.1,3.1,e14,3,,,candidate_covered,reference-candidate-02222,parenthesized_locator,(3.1),resolved,sga6.e14.eq.3-1,yes
locator-audit-02526,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,60,4.1,4.1,e14,4,,,structural_definition_or_tag,,,,,,
locator-audit-02527,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,75,4.11,4.11,e14,4,,external_citation_context,candidate_covered,reference-candidate-02224,expose_locator,Expose VII\n4.11),external,,no
locator-audit-02528,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,82,4.2,4.2,e14,4,direct_context:in,,candidate_covered,reference-candidate-02225,bare_locator,4.2,resolved,sga6.e14.para.4-2,yes
locator-audit-02529,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,91,4.6,4.6,e14,4,,,candidate_covered,reference-candidate-02226,parenthesized_locator,(4.6),resolved,sga6.e14.para.4-6,yes
locator-audit-02530,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,103,4.7,4.7,e14,4,,,candidate_covered,reference-candidate-02227,parenthesized_locator,(4.7),resolved,sga6.e14.para.4-7,yes
locator-audit-02531,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,110,4.2,4.2,e14,4,,,structural_definition_or_tag,,,,,,
locator-audit-02532,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,117,4.1,4.1,e14,4,,,candidate_covered,reference-candidate-02228,parenthesized_locator,(4.1),resolved,sga6.e14.eq.4-1,yes
locator-audit-02533,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,127,4.3,4.3,e14,4,,,structural_definition_or_tag,,,,,,
locator-audit-02534,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,131,4.4,4.4,e14,4,,,structural_definition_or_tag,,,,,,
locator-audit-02535,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,146,4.4,4.4,e14,4,,,candidate_covered,reference-candidate-02230,parenthesized_locator,(4.4),resolved,sga6.e14.eq.4-4,yes
locator-audit-02536,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,149,4.5,4.5,e14,4,,,structural_definition_or_tag,,,,,,
locator-audit-02537,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,158,4.5,4.5,e14,4,,,candidate_covered,reference-candidate-02231,parenthesized_locator,(4.5),resolved,sga6.e14.eq.4-5,yes
locator-audit-02538,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,164,4.4,4.4,e14,4,,,candidate_covered,reference-candidate-02232,parenthesized_locator,(4.4),resolved,sga6.e14.eq.4-4,yes
locator-audit-02539,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,185,4.4,4.4,e14,4,,,candidate_covered,reference-candidate-02233,parenthesized_locator,(4.4),resolved,sga6.e14.eq.4-4,yes
locator-audit-02540,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,186,4.5,4.5,e14,4,,,candidate_covered,reference-candidate-02234,parenthesized_locator,(4.5),resolved,sga6.e14.eq.4-5,yes
locator-audit-02541,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,188,3.1,3.1,e14,4,,,candidate_covered,reference-candidate-02235,parenthesized_locator,(3.1),resolved,sga6.e14.eq.3-1,yes
locator-audit-02542,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,192,4.5,4.5,e14,4,,,candidate_covered,reference-candidate-02236,parenthesized_locator,(4.5),resolved,sga6.e14.eq.4-5,yes
locator-audit-02543,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,193,4.4,4.4,e14,4,,,candidate_covered,reference-candidate-02237,parenthesized_locator,(4.4),resolved,sga6.e14.eq.4-4,yes
locator-audit-02544,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,199,4.5,4.5,e14,4,,,candidate_covered,reference-candidate-02238,parenthesized_locator,(4.5),resolved,sga6.e14.eq.4-5,yes
locator-audit-02545,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,206,4.5,4.5,e14,4,,,candidate_covered,reference-candidate-02239,parenthesized_locator,(4.5),resolved,sga6.e14.eq.4-5,yes
locator-audit-02546,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,217,4.5,4.5,e14,4,,,candidate_covered,reference-candidate-02240,parenthesized_locator,(4.5),resolved,sga6.e14.eq.4-5,yes
locator-audit-02547,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,217,4.4,4.4,e14,4,,,candidate_covered,reference-candidate-02241,parenthesized_locator,(4.4),resolved,sga6.e14.eq.4-4,yes
locator-audit-02548,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,227,4.4,4.4,e14,4,,external_citation_context,candidate_covered,reference-candidate-02243,parenthesized_locator,(4.4),external,,no
locator-audit-02549,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,227,4.5,4.5,e14,4,,external_citation_context,candidate_covered,reference-candidate-02244,parenthesized_locator,(4.5),external,,no
locator-audit-02550,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,238,2.7,2.7,e14,4,,,candidate_covered,reference-candidate-02246,bare_locator,2.7,resolved,sga6.e07.para.2-6,yes
locator-audit-02551,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,240,4.6,4.6,e14,4,,,structural_definition_or_tag,,,,,,
locator-audit-02552,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,249,4.2,4.2,e14,4,direct_context:by,,candidate_covered,reference-candidate-02247,bare_locator,4.2,resolved,sga6.e14.para.4-2,yes
locator-audit-02553,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,251,4.6,4.6,e14,4,,,candidate_covered,reference-candidate-02248,parenthesized_locator,(4.6),resolved,sga6.e14.eq.4-6,yes
locator-audit-02554,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,254,4.7,4.7,e14,4,,,structural_definition_or_tag,,,,,,
locator-audit-02555,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,262,4.8,4.8,e14,4,,,candidate_covered,reference-candidate-02250,bare_locator,4.8,resolved,sga6.e07.thm.4-8,yes
locator-audit-02556,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,265,4.8,4.8,e14,4,,,structural_definition_or_tag,,,,,,
locator-audit-02557,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,271,3.4,3.4,e14,4,,,candidate_covered,reference-candidate-02252,bare_locator,3.4,resolved,sga6.e07.prop.3-4,yes
locator-audit-02558,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,274,4.6,4.6,e14,4,,,candidate_covered,reference-candidate-02253,parenthesized_locator,(4.6),resolved,sga6.e14.eq.4-6,yes
locator-audit-02559,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,274,4.7,4.7,e14,4,,,candidate_covered,reference-candidate-02254,parenthesized_locator,(4.7),resolved,sga6.e14.eq.4-7,yes
locator-audit-02560,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,275,4.8,4.8,e14,4,,,candidate_covered,reference-candidate-02255,parenthesized_locator,(4.8),resolved,sga6.e14.eq.4-8,yes
locator-audit-02561,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,276,4.6,4.6,e14,4,,,candidate_covered,reference-candidate-02256,parenthesized_locator,(4.6),resolved,sga6.e14.eq.4-6,yes
locator-audit-02562,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,276,4.8,4.8,e14,4,,,candidate_covered,reference-candidate-02257,parenthesized_locator,(4.8),resolved,sga6.e14.eq.4-8,yes
locator-audit-02563,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,281,4.1,4.1,e14,4,,,candidate_covered,reference-candidate-02258,parenthesized_locator,(4.1),resolved,sga6.e14.eq.4-1,yes
locator-audit-02564,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,318,4.2,4.2,e14,4,direct_context:by,,candidate_covered,reference-candidate-02259,bare_locator,4.2,resolved,sga6.e14.para.4-2,yes
locator-audit-02565,fragments/SGA6_XIV_idx685_692_English_SourceChecked_body.tex,326,2.5,2.5,e14,4,,,candidate_covered,reference-candidate-02260,bare_locator,2.5,external,,no
