physical_page	printed_page	archive_path	finding	disposition
25-30	296-301	paper20_direct_path_witnesses/001_source_tex_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/002_source_tex_cleaned_001_029_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/003_A00032_kimi_agent_swarm_del_3__Kimi_Agent_Convert_Papers_to_LaTeX.zip--03e65b1fc4b7_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/004_T00131_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/005_T00132_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/006_T00133_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/007_T00134_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/008_T00135_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/009_T00136_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/010_T00137_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/011_T00138_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/012_T00139_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/013_T00140_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/014_T00141_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/015_T00142_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/016_T00143_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/017_T00144_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/018_T00145_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/019_T00146_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/020_T00147_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/021_T00148_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/022_T00149_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/023_T00150_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/024_T00151_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/025_T00344_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/026_T00345_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/027_T00346_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/028_T00347_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/029_T00348_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/030_T00349_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/031_T00350_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/032_T00351_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/033_T00352_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/034_T00353_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/035_T00354_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/036_T00355_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/037_T00356_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/038_T00357_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/039_T00358_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/040_T00359_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/041_source_tex_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	paper20_direct_path_witnesses/042_source_tex_cleaned_001_029_Paper_20.tex	This byte-identical Paper_20.tex witness was compared only after the P05 French records were frozen. Hash equivalence allowed one content comparison to govern all 45 identical copies. In pages 296-301 it changes the Z^f/Z^m factorization and determinant placement; alters the polynomial families in (6.9); substitutes a different arithmetic group for Ẑ; changes the ±1/2 bounds in (7.1); replaces the authority’s E_2 terms with incompatible E_∞ terms; changes the filtration and exact sequences in case C); and changes the ±1/(2k) bounds in (7.3); and silently normalizes the authority’s p-adic wording in Proposition (6.8) to ℓ-adic wording.	ZERO_ACCEPTED; post-freeze locator/divergence witness only
25-30	296-301	ocr_legacy/Deligne_Weil_I_combined.md	Post-freeze OCR locator for the P05 page batch; 16 section/formula-marker hits were found. The OCR contains recognition loss in mathematical notation and was not used as canonical text.	ZERO_ACCEPTED; OCR locator/metadata only
25-30	296-301	ocr_legacy/weil1_batch_p0021-0030/Deligne_Weil_I_PMIHES_tome43_1974/Deligne_Weil_I_PMIHES_tome43_1974.md	Post-freeze OCR locator for the P05 page batch; 16 section/formula-marker hits were found. The OCR contains recognition loss in mathematical notation and was not used as canonical text.	ZERO_ACCEPTED; OCR locator/metadata only
25-30	296-301	ocr_legacy/weil1_batch_p0021-0030/Deligne_Weil_I_PMIHES_tome43_1974/Deligne_Weil_I_PMIHES_tome43_1974_meta.json	Post-freeze OCR metadata surface for the P05 batch. It identifies source pages and extraction settings but supplies no canonical wording or mathematics.	ZERO_ACCEPTED; OCR locator/metadata only
25-30	296-301	ocr_paper20/batch_p0021-0030/20_La_conjecture_de_Weil_I/20_La_conjecture_de_Weil_I.md	Post-freeze OCR locator for the P05 page batch; 11 section/formula-marker hits were found. The OCR contains recognition loss in mathematical notation and was not used as canonical text.	ZERO_ACCEPTED; OCR locator/metadata only
25-30	296-301	ocr_paper20/batch_p0021-0030/20_La_conjecture_de_Weil_I/20_La_conjecture_de_Weil_I_meta.json	Post-freeze OCR metadata surface for the P05 batch. It identifies source pages and extraction settings but supplies no canonical wording or mathematics.	ZERO_ACCEPTED; OCR locator/metadata only
25-30	296-301	legacy_corpus_entry/notes.md	legacy source/build witness, consulted only after the French freeze. It is a whole-work derived artifact and does not control P05 wording, formulas, indices, or translation.	ZERO_ACCEPTED; derived legacy witness only
