sequence,language,source_relative_path,source_sha256,package_tex,package_tex_sha256,package_pdf,package_pdf_sha256,pages,pdf_bytes,duration_seconds,resumed,latex_warning,package_warning,missing_character,overfull_box,underfull_box
134,cyrillic,paper31/section03_entry04/interslavic-cyrillic/v001/Noether_Paper31_Section03_Entry04_Interslavic_Cyrillic_v001.tex,F4FF7A6385F2EE67905123E2A0CD0E0CD514E07DA4CF99226E7BECF80FF02781,02_tex/cyrillic/134_Noether_Paper31_Section03_Entry04_Interslavic_Cyrillic_v001.tex,F4FF7A6385F2EE67905123E2A0CD0E0CD514E07DA4CF99226E7BECF80FF02781,01_unit_pdfs/cyrillic/134_Noether_Paper31_Section03_Entry04_Interslavic_Cyrillic_v001.pdf,E4050814E0842DC7005067C36247DA39F71D6792F2A68AECAECD7420EE8E78AC,1,43901,1.229,,0,0,0,0,0
135,cyrillic,paper31/section03_entry05/interslavic-cyrillic/v001/Noether_Paper31_Section03_Entry05_Interslavic_Cyrillic_v001.tex,4880D9270F1749FB6F4C00CB054408CA8F04B9CD3E310FA095C685737790F3E4,02_tex/cyrillic/135_Noether_Paper31_Section03_Entry05_Interslavic_Cyrillic_v001.tex,4880D9270F1749FB6F4C00CB054408CA8F04B9CD3E310FA095C685737790F3E4,01_unit_pdfs/cyrillic/135_Noether_Paper31_Section03_Entry05_Interslavic_Cyrillic_v001.pdf,51F55C95BC2D66C045D3F9A8EED40E3E700A6681FB9C2D977A9FF6D98477F4FB,1,73910,1.373,,0,0,0,0,0
136,cyrillic,paper31/section04_entry01/interslavic-cyrillic/v001/Noether_Paper31_Section04_Entry01_Interslavic_Cyrillic_v001.tex,1B034AB02885AE88BAC907FF4C75D3E0F65E42697D2A4D1B4E18BF1DA2112827,02_tex/cyrillic/136_Noether_Paper31_Section04_Entry01_Interslavic_Cyrillic_v001.tex,1B034AB02885AE88BAC907FF4C75D3E0F65E42697D2A4D1B4E18BF1DA2112827,01_unit_pdfs/cyrillic/136_Noether_Paper31_Section04_Entry01_Interslavic_Cyrillic_v001.pdf,40E7533C22F0BDEA238D9A75267C79CBC88125420B8B8474327AB557CA03D1AC,1,70367,1.374,,0,0,0,0,0
137,cyrillic,paper31/section04_entry02/interslavic-cyrillic/v001/Noether_Paper31_Section04_Entry02_Interslavic_Cyrillic_v001.tex,BCB80BC67C0861744AE05E3220498EB2F0F6A409F761671803E622077E7FF68E,02_tex/cyrillic/137_Noether_Paper31_Section04_Entry02_Interslavic_Cyrillic_v001.tex,BCB80BC67C0861744AE05E3220498EB2F0F6A409F761671803E622077E7FF68E,01_unit_pdfs/cyrillic/137_Noether_Paper31_Section04_Entry02_Interslavic_Cyrillic_v001.pdf,2C9896208FC9AC5A2969577D40FB49D175135C9F330D0795440EF26285071233,1,53431,1.355,,0,0,0,0,0
138,cyrillic,paper31/section04_entry03/interslavic-cyrillic/v001/Noether_Paper31_Section04_Entry03_Interslavic_Cyrillic_v001.tex,4F88148C04A5C263284234B512A5F64DFB5A9644CD1B87691DDC28916E9FF35E,02_tex/cyrillic/138_Noether_Paper31_Section04_Entry03_Interslavic_Cyrillic_v001.tex,4F88148C04A5C263284234B512A5F64DFB5A9644CD1B87691DDC28916E9FF35E,01_unit_pdfs/cyrillic/138_Noether_Paper31_Section04_Entry03_Interslavic_Cyrillic_v001.pdf,CE4605CD8B8915A3DB89C9641BDD855B46A2D2856BF31EFB63F184529ADBA32A,1,31457,1.23,,0,0,0,0,0
139,cyrillic,paper31/section04_entry04/interslavic-cyrillic/v001/Noether_Paper31_Section04_Entry04_Interslavic_Cyrillic_v001.tex,8EF6E7230B10410B34F552C44FC9D047AF95F95ACA6C97EC9ADAECCCEFC10764,02_tex/cyrillic/139_Noether_Paper31_Section04_Entry04_Interslavic_Cyrillic_v001.tex,8EF6E7230B10410B34F552C44FC9D047AF95F95ACA6C97EC9ADAECCCEFC10764,01_unit_pdfs/cyrillic/139_Noether_Paper31_Section04_Entry04_Interslavic_Cyrillic_v001.pdf,17A9A01FFFB80D7E69CA1F3C836DD755AD017FF98A54C4B8B1339ECFCBBB4D16,1,60271,1.257,,0,0,0,0,0
140,cyrillic,paper31/section04_entry05/interslavic-cyrillic/v001/Noether_Paper31_Section04_Entry05_Interslavic_Cyrillic_v001.tex,79097C009BEED2B42F8DA18CECAC9259247292F8AE12D456FF7C6E5D308E4F66,02_tex/cyrillic/140_Noether_Paper31_Section04_Entry05_Interslavic_Cyrillic_v001.tex,79097C009BEED2B42F8DA18CECAC9259247292F8AE12D456FF7C6E5D308E4F66,01_unit_pdfs/cyrillic/140_Noether_Paper31_Section04_Entry05_Interslavic_Cyrillic_v001.pdf,C164D34BE0236B1F7369EE199E525F20F9F7D04A2F87A49A2C1166A213BAABAF,1,39700,1.387,,0,0,0,0,0
141,cyrillic,paper31/section04_entry06/interslavic-cyrillic/v001/Noether_Paper31_Section04_Entry06_Interslavic_Cyrillic_v001.tex,30D3807A2053BB15F3BCDE138254F9AA764AF2114E1D94410C29CE2FD15442E0,02_tex/cyrillic/141_Noether_Paper31_Section04_Entry06_Interslavic_Cyrillic_v001.tex,30D3807A2053BB15F3BCDE138254F9AA764AF2114E1D94410C29CE2FD15442E0,01_unit_pdfs/cyrillic/141_Noether_Paper31_Section04_Entry06_Interslavic_Cyrillic_v001.pdf,469F4563DEDB88EF510BAEB3AB0DDE4E2563982654971DE9CB6BA0649B44788E,1,59812,1.265,,0,0,0,0,0
142,cyrillic,paper31/section04_entry07/interslavic-cyrillic/v001/Noether_Paper31_Section04_Entry07_Interslavic_Cyrillic_v001.tex,AD8780A9253323A1369B0DB2B9ADF1216F23E94338E97915F2EC73D74365EFE3,02_tex/cyrillic/142_Noether_Paper31_Section04_Entry07_Interslavic_Cyrillic_v001.tex,AD8780A9253323A1369B0DB2B9ADF1216F23E94338E97915F2EC73D74365EFE3,01_unit_pdfs/cyrillic/142_Noether_Paper31_Section04_Entry07_Interslavic_Cyrillic_v001.pdf,BF8E9C3A18809A9578841C17FCA352D4F6305925B14B188424A6D636E946037A,1,46941,1.248,,0,0,0,0,0
143,cyrillic,paper31/section04_entry08/interslavic-cyrillic/v001/Noether_Paper31_Section04_Entry08_Interslavic_Cyrillic_v001.tex,0D2961F40CF2BA56A859F46D7061215BF69D6804BD6893C9C555D76DA4847BF8,02_tex/cyrillic/143_Noether_Paper31_Section04_Entry08_Interslavic_Cyrillic_v001.tex,0D2961F40CF2BA56A859F46D7061215BF69D6804BD6893C9C555D76DA4847BF8,01_unit_pdfs/cyrillic/143_Noether_Paper31_Section04_Entry08_Interslavic_Cyrillic_v001.pdf,7AB81418173AAB17E54EBAF944A84C427E772335B0A7F5CF42B5616041A85B7E,1,72713,1.357,,0,0,0,0,0
144,cyrillic,paper31/section05_entry01/interslavic-cyrillic/v001/Noether_Paper31_Section05_Entry01_Interslavic_Cyrillic_v001.tex,4CAE11FE0D843F745A6845F9E6E405FEDE619A123553BE607C9EA75B4AC81976,02_tex/cyrillic/144_Noether_Paper31_Section05_Entry01_Interslavic_Cyrillic_v001.tex,4CAE11FE0D843F745A6845F9E6E405FEDE619A123553BE607C9EA75B4AC81976,01_unit_pdfs/cyrillic/144_Noether_Paper31_Section05_Entry01_Interslavic_Cyrillic_v001.pdf,0F2B44C3AB38425241A4478A61B67D783EF09DF4C2BDB48103AC4AB9C9EBA3A5,1,69918,1.286,,0,0,0,0,0
145,cyrillic,paper31/section05_entry02/interslavic-cyrillic/v001/Noether_Paper31_Section05_Entry02_Interslavic_Cyrillic_v001.tex,A5D6BC856B6C08275AF676AAEF1326D7B55615F6712180F1766B2BE163DCAD25,02_tex/cyrillic/145_Noether_Paper31_Section05_Entry02_Interslavic_Cyrillic_v001.tex,A5D6BC856B6C08275AF676AAEF1326D7B55615F6712180F1766B2BE163DCAD25,01_unit_pdfs/cyrillic/145_Noether_Paper31_Section05_Entry02_Interslavic_Cyrillic_v001.pdf,4DD0D79B07A4A8BC3051F7ACF0438A1BE4DDD4825FBFE34EC51C65D8E7C7E668,1,62714,1.25,,0,0,0,0,0
146,cyrillic,paper31/section05_entry03/interslavic-cyrillic/v001/Noether_Paper31_Section05_Entry03_Interslavic_Cyrillic_v001.tex,7EA1F324BABA8A5A003687ACFBA1021CFC00A44F60B622CBF713327C669F0B54,02_tex/cyrillic/146_Noether_Paper31_Section05_Entry03_Interslavic_Cyrillic_v001.tex,7EA1F324BABA8A5A003687ACFBA1021CFC00A44F60B622CBF713327C669F0B54,01_unit_pdfs/cyrillic/146_Noether_Paper31_Section05_Entry03_Interslavic_Cyrillic_v001.pdf,1AD292CEA727A1760CEFEA17C8A98FA45DAD7E5F920EDAFD59F8226F276F1455,1,57895,1.229,,0,0,0,0,0
147,cyrillic,paper31/section06_entry01/interslavic-cyrillic/v001/Noether_Paper31_Section06_Entry01_Interslavic_Cyrillic_v001.tex,BF853A9ABD56CAC8890C0B50EE3E47BD90D81CD2C7354CF367FE61D9496DB8A5,02_tex/cyrillic/147_Noether_Paper31_Section06_Entry01_Interslavic_Cyrillic_v001.tex,BF853A9ABD56CAC8890C0B50EE3E47BD90D81CD2C7354CF367FE61D9496DB8A5,01_unit_pdfs/cyrillic/147_Noether_Paper31_Section06_Entry01_Interslavic_Cyrillic_v001.pdf,4F21042A2B972DC3637B702D1ACEFE1074CA3643D077B056829AB71B61C4A48A,1,73373,1.252,,0,0,0,0,0
148,cyrillic,paper31/section06_entry02/interslavic-cyrillic/v001/Noether_Paper31_Section06_Entry02_Interslavic_Cyrillic_v001.tex,6C68F18F08993A82C66478BB53C42A993EB1607774A3E74AAC92DC00AC56EB41,02_tex/cyrillic/148_Noether_Paper31_Section06_Entry02_Interslavic_Cyrillic_v001.tex,6C68F18F08993A82C66478BB53C42A993EB1607774A3E74AAC92DC00AC56EB41,01_unit_pdfs/cyrillic/148_Noether_Paper31_Section06_Entry02_Interslavic_Cyrillic_v001.pdf,2A1013C99DEAE647A4D4AE8F94274044B2F7BE63F56179722007E18AC9CDD60E,1,56770,1.242,,0,0,0,0,0
149,cyrillic,paper31/section06_entry03/interslavic-cyrillic/v001/Noether_Paper31_Section06_Entry03_Interslavic_Cyrillic_v001.tex,AF74318C52CC0A15DC35DF95816B80E43F373E018F463865D99BE8C8626D974F,02_tex/cyrillic/149_Noether_Paper31_Section06_Entry03_Interslavic_Cyrillic_v001.tex,AF74318C52CC0A15DC35DF95816B80E43F373E018F463865D99BE8C8626D974F,01_unit_pdfs/cyrillic/149_Noether_Paper31_Section06_Entry03_Interslavic_Cyrillic_v001.pdf,5174539B7E0E4721487BAE6945DE6CC44DE2F6837B667BC4C9E38F47951784AD,1,32361,1.216,,0,0,0,0,0
150,cyrillic,paper31/section06_entry04/interslavic-cyrillic/v001/Noether_Paper31_Section06_Entry04_Interslavic_Cyrillic_v001.tex,E4C5C238833D002FDB24855BCD9473D72C7BDE25B5C07C2AAAA7C775C11B2D5D,02_tex/cyrillic/150_Noether_Paper31_Section06_Entry04_Interslavic_Cyrillic_v001.tex,E4C5C238833D002FDB24855BCD9473D72C7BDE25B5C07C2AAAA7C775C11B2D5D,01_unit_pdfs/cyrillic/150_Noether_Paper31_Section06_Entry04_Interslavic_Cyrillic_v001.pdf,8BDF76DF1A1A1E509FD454060619CC76B71E0560C10BC46415F76EDF56FEB2CB,1,45074,1.208,,0,0,0,0,0
151,cyrillic,paper31/section06_entry05/interslavic-cyrillic/v001/Noether_Paper31_Section06_Entry05_Interslavic_Cyrillic_v001.tex,1F4CEDCE7ECA07E47D3F6AD25AA8932BE6200B6F7F44E0D00A7FE334431B19A7,02_tex/cyrillic/151_Noether_Paper31_Section06_Entry05_Interslavic_Cyrillic_v001.tex,1F4CEDCE7ECA07E47D3F6AD25AA8932BE6200B6F7F44E0D00A7FE334431B19A7,01_unit_pdfs/cyrillic/151_Noether_Paper31_Section06_Entry05_Interslavic_Cyrillic_v001.pdf,E41494789802FE37EC380789DD68C670EDAAA282FEF26E0964175173F507B67D,1,32269,1.216,,0,0,0,0,0
152,cyrillic,paper31/section06_entry06/interslavic-cyrillic/v001/Noether_Paper31_Section06_Entry06_Interslavic_Cyrillic_v001.tex,AF5C7EB7B3E005C33DE64ACF5408BF60B1667315762EF1E3AB2FFAD503FA0B16,02_tex/cyrillic/152_Noether_Paper31_Section06_Entry06_Interslavic_Cyrillic_v001.tex,AF5C7EB7B3E005C33DE64ACF5408BF60B1667315762EF1E3AB2FFAD503FA0B16,01_unit_pdfs/cyrillic/152_Noether_Paper31_Section06_Entry06_Interslavic_Cyrillic_v001.pdf,376B564B41BFD4B52AC3C9A62FE797030735FE4FFD3AE026B061591A33E82D6C,1,50207,1.231,,0,0,0,0,0
153,cyrillic,paper31/section06_entry07/interslavic-cyrillic/v001/Noether_Paper31_Section06_Entry07_Interslavic_Cyrillic_v001.tex,1A25BCC7820178CD939242AF4237BBB3EC19679B1E4B95A56E0587167D3AD13E,02_tex/cyrillic/153_Noether_Paper31_Section06_Entry07_Interslavic_Cyrillic_v001.tex,1A25BCC7820178CD939242AF4237BBB3EC19679B1E4B95A56E0587167D3AD13E,01_unit_pdfs/cyrillic/153_Noether_Paper31_Section06_Entry07_Interslavic_Cyrillic_v001.pdf,41144E5220866920D6B989480D170F30B3B3B88AD6AC1E380442BEC78B229E2E,1,38187,1.214,,0,0,0,0,0
154,cyrillic,paper31/section06_opening/interslavic-cyrillic/v001/Noether_Paper31_Section06_Opening_Interslavic_Cyrillic_v001.tex,614A4B0B9F735944C611079093085346513D0CECE12C698299A908B79F723FEE,02_tex/cyrillic/154_Noether_Paper31_Section06_Opening_Interslavic_Cyrillic_v001.tex,614A4B0B9F735944C611079093085346513D0CECE12C698299A908B79F723FEE,01_unit_pdfs/cyrillic/154_Noether_Paper31_Section06_Opening_Interslavic_Cyrillic_v001.pdf,FE3EC238E775F143CC31BFA6A8F10921D304BDD426989C7BD20D2F99D07495C4,1,48591,1.427,,0,0,0,0,0
155,cyrillic,paper31/section07_entry01/interslavic-cyrillic/v001/Noether_Paper31_Section07_Entry01_Interslavic_Cyrillic_v001.tex,A767D5393446FE0463852342EC64364FBF70CBC5D2C55780AED023743CF9A89D,02_tex/cyrillic/155_Noether_Paper31_Section07_Entry01_Interslavic_Cyrillic_v001.tex,A767D5393446FE0463852342EC64364FBF70CBC5D2C55780AED023743CF9A89D,01_unit_pdfs/cyrillic/155_Noether_Paper31_Section07_Entry01_Interslavic_Cyrillic_v001.pdf,A589E2287B57736F08F14A0FCF6870DDB8D784FB42A6D5DFA68F48D04FC8D5C2,1,54522,1.229,,0,0,0,0,0
156,cyrillic,paper31/section07_entry02/interslavic-cyrillic/v001/Noether_Paper31_Section07_Entry02_Interslavic_Cyrillic_v001.tex,0D99FA342D5F9FF991AFF9A5A449357E80A6C46B282160C040F0C35A6EB84A6F,02_tex/cyrillic/156_Noether_Paper31_Section07_Entry02_Interslavic_Cyrillic_v001.tex,0D99FA342D5F9FF991AFF9A5A449357E80A6C46B282160C040F0C35A6EB84A6F,01_unit_pdfs/cyrillic/156_Noether_Paper31_Section07_Entry02_Interslavic_Cyrillic_v001.pdf,C10393661A9BF84CB36E140C3CAE6EFB8E3E81577222B45AE19BF2D39F4B2E47,1,29725,1.233,,0,0,0,0,0
157,cyrillic,paper31/section07_entry03/interslavic-cyrillic/v001/Noether_Paper31_Section07_Entry03_Interslavic_Cyrillic_v001.tex,729C1A114D3BA53536BCE4D7E460A012BDF01ABEA5062113DCB83DB9AE6E9A1B,02_tex/cyrillic/157_Noether_Paper31_Section07_Entry03_Interslavic_Cyrillic_v001.tex,729C1A114D3BA53536BCE4D7E460A012BDF01ABEA5062113DCB83DB9AE6E9A1B,01_unit_pdfs/cyrillic/157_Noether_Paper31_Section07_Entry03_Interslavic_Cyrillic_v001.pdf,E046740902C526C0AEE2D77907F4BCE3D5E297BED8EAE687A628BAE953BB7892,1,53251,1.253,,0,0,0,0,0
158,cyrillic,paper31/section07_entry04/interslavic-cyrillic/v001/Noether_Paper31_Section07_Entry04_Interslavic_Cyrillic_v001.tex,5A05A8D5FC47B555966AD59BC45898210F30FF738D15A740D62A765D9BD4D07D,02_tex/cyrillic/158_Noether_Paper31_Section07_Entry04_Interslavic_Cyrillic_v001.tex,5A05A8D5FC47B555966AD59BC45898210F30FF738D15A740D62A765D9BD4D07D,01_unit_pdfs/cyrillic/158_Noether_Paper31_Section07_Entry04_Interslavic_Cyrillic_v001.pdf,76FE9F4F07C1310998509D6F3707D0ADEFD0974B375F4E6C52D87B095B5FB39F,1,34400,1.321,,0,0,0,0,0
159,cyrillic,paper31/section07_entry05/interslavic-cyrillic/v001/Noether_Paper31_Section07_Entry05_Interslavic_Cyrillic_v001.tex,4CC73E8189509D92888C5B343A6D1331C1C33DFE55467E623033FF53AF85E7BA,02_tex/cyrillic/159_Noether_Paper31_Section07_Entry05_Interslavic_Cyrillic_v001.tex,4CC73E8189509D92888C5B343A6D1331C1C33DFE55467E623033FF53AF85E7BA,01_unit_pdfs/cyrillic/159_Noether_Paper31_Section07_Entry05_Interslavic_Cyrillic_v001.pdf,BC92D323EFBCAF77525E012809F160EC6A8C8F22C171A60507041605216FF82B,1,78929,1.384,,0,0,0,0,0
160,cyrillic,paper31/section07_entry06/interslavic-cyrillic/v001/Noether_Paper31_Section07_Entry06_Interslavic_Cyrillic_v001.tex,329C8D87EEFD84B6993357C504131C507616B5D0C80A336C163DCC103CFDFE52,02_tex/cyrillic/160_Noether_Paper31_Section07_Entry06_Interslavic_Cyrillic_v001.tex,329C8D87EEFD84B6993357C504131C507616B5D0C80A336C163DCC103CFDFE52,01_unit_pdfs/cyrillic/160_Noether_Paper31_Section07_Entry06_Interslavic_Cyrillic_v001.pdf,E727861CCF839E3002608EE6F3D23CAF6C141CC195451CA0D4D08828C76F857E,1,31278,1.217,,0,0,0,0,0
161,cyrillic,paper31/section08_entry01/interslavic-cyrillic/v001/Noether_Paper31_Section08_Entry01_Interslavic_Cyrillic_v001.tex,E1F2AB065D9CA4B133D3965BF6F73DF95F640056F38801A6379D1CEBDD004EE3,02_tex/cyrillic/161_Noether_Paper31_Section08_Entry01_Interslavic_Cyrillic_v001.tex,E1F2AB065D9CA4B133D3965BF6F73DF95F640056F38801A6379D1CEBDD004EE3,01_unit_pdfs/cyrillic/161_Noether_Paper31_Section08_Entry01_Interslavic_Cyrillic_v001.pdf,EF248CE0E2A5879C8E7DB0E81C239D65F2460DE9DD0D0A87AA77F000CBE919C1,1,79534,1.381,,0,0,0,0,0
162,cyrillic,paper31/section08_entry02/interslavic-cyrillic/v001/Noether_Paper31_Section08_Entry02_Interslavic_Cyrillic_v001.tex,DCC9711EE5B4692CE94E3A74666E43E32691B21F8F679C3CE7F1EE1A46AA2627,02_tex/cyrillic/162_Noether_Paper31_Section08_Entry02_Interslavic_Cyrillic_v001.tex,DCC9711EE5B4692CE94E3A74666E43E32691B21F8F679C3CE7F1EE1A46AA2627,01_unit_pdfs/cyrillic/162_Noether_Paper31_Section08_Entry02_Interslavic_Cyrillic_v001.pdf,785BF66E33E2D821F6DB3E4AC5DFA9CC003808E693C9BF72620FAD10DDA5EF46,1,26153,1.263,,0,0,0,0,0
163,cyrillic,paper31/section08_entry03/interslavic-cyrillic/v001/Noether_Paper31_Section08_Entry03_Interslavic_Cyrillic_v001.tex,12415FECE519AF9F2F36DA8F3FABBEBEDD3A9FCDDF15A60C9717EF1E6FF40D75,02_tex/cyrillic/163_Noether_Paper31_Section08_Entry03_Interslavic_Cyrillic_v001.tex,12415FECE519AF9F2F36DA8F3FABBEBEDD3A9FCDDF15A60C9717EF1E6FF40D75,01_unit_pdfs/cyrillic/163_Noether_Paper31_Section08_Entry03_Interslavic_Cyrillic_v001.pdf,69AA0A4EDA0E7194DDA3A865058ACFBDB91778946073B78DE1B54FD525B97C82,1,52681,1.407,,0,0,0,0,0
164,cyrillic,paper31/section08_entry04/interslavic-cyrillic/v001/Noether_Paper31_Section08_Entry04_Interslavic_Cyrillic_v001.tex,D4842C7282A10668C3A0869981ED9A5560AA6131BA1F8F2266A81BC58827653E,02_tex/cyrillic/164_Noether_Paper31_Section08_Entry04_Interslavic_Cyrillic_v001.tex,D4842C7282A10668C3A0869981ED9A5560AA6131BA1F8F2266A81BC58827653E,01_unit_pdfs/cyrillic/164_Noether_Paper31_Section08_Entry04_Interslavic_Cyrillic_v001.pdf,844E4795ABEAD6F0E9611E974093822312689082A0DE855D0E68B9BD5CB6C794,1,55115,1.306,,0,0,0,0,0
165,cyrillic,paper31/section08_entry05/interslavic-cyrillic/v001/Noether_Paper31_Section08_Entry05_Interslavic_Cyrillic_v001.tex,1DFCE654F620C2C600C0102D71C1E0F0DD4E8D15B9FDDC775A6898B1DC1A77C0,02_tex/cyrillic/165_Noether_Paper31_Section08_Entry05_Interslavic_Cyrillic_v001.tex,1DFCE654F620C2C600C0102D71C1E0F0DD4E8D15B9FDDC775A6898B1DC1A77C0,01_unit_pdfs/cyrillic/165_Noether_Paper31_Section08_Entry05_Interslavic_Cyrillic_v001.pdf,213A0E0E05035B9E5B95CB10D3E7D4E436C1994A5CF7BCBFAAA294CA9C7C7C01,1,46484,1.281,,0,0,0,0,0
166,cyrillic,paper31/section08_entry06/interslavic-cyrillic/v001/Noether_Paper31_Section08_Entry06_Interslavic_Cyrillic_v001.tex,AE956B3172273E93984982FA52331989DAD72D8CD29D887C468CDF9A40051D80,02_tex/cyrillic/166_Noether_Paper31_Section08_Entry06_Interslavic_Cyrillic_v001.tex,AE956B3172273E93984982FA52331989DAD72D8CD29D887C468CDF9A40051D80,01_unit_pdfs/cyrillic/166_Noether_Paper31_Section08_Entry06_Interslavic_Cyrillic_v001.pdf,760D64C9AD4E948622247C5ED957D81737B5ED35C3DC7024D3C4054A5D94376B,1,31501,1.259,,0,0,0,0,0
167,cyrillic,paper31/section08_entry07/interslavic-cyrillic/v001/Noether_Paper31_Section08_Entry07_Interslavic_Cyrillic_v001.tex,F538D83FA3A9E8C7C83E3D7F55BEF9EB1A4CEE8EFA3202731FD22D916295325B,02_tex/cyrillic/167_Noether_Paper31_Section08_Entry07_Interslavic_Cyrillic_v001.tex,F538D83FA3A9E8C7C83E3D7F55BEF9EB1A4CEE8EFA3202731FD22D916295325B,01_unit_pdfs/cyrillic/167_Noether_Paper31_Section08_Entry07_Interslavic_Cyrillic_v001.pdf,E39694D0F0B70001034BCF5F4E1C0E4673B851CD5DBD1BEEC17BE0132D3DE8E1,1,48216,1.289,,0,0,0,0,0
168,cyrillic,paper31/section08_entry08/interslavic-cyrillic/v001/Noether_Paper31_Section08_Entry08_Interslavic_Cyrillic_v001.tex,393CCF3852D96EC8B26C500F4630B50829C18894C359AC456A50CFA9399F32DE,02_tex/cyrillic/168_Noether_Paper31_Section08_Entry08_Interslavic_Cyrillic_v001.tex,393CCF3852D96EC8B26C500F4630B50829C18894C359AC456A50CFA9399F32DE,01_unit_pdfs/cyrillic/168_Noether_Paper31_Section08_Entry08_Interslavic_Cyrillic_v001.pdf,2A8679C9EFA26E6A064384DFF92D51F849FB87730F844EAE0892CCD84035815B,1,47035,1.264,,0,0,0,0,0
169,cyrillic,paper31/section08_entry09/interslavic-cyrillic/v001/Noether_Paper31_Section08_Entry09_Interslavic_Cyrillic_v001.tex,F7D28AC76ADB43AC5802E179A5F312FB24F9C87D6E91DFA4D619677DC20F8CDF,02_tex/cyrillic/169_Noether_Paper31_Section08_Entry09_Interslavic_Cyrillic_v001.tex,F7D28AC76ADB43AC5802E179A5F312FB24F9C87D6E91DFA4D619677DC20F8CDF,01_unit_pdfs/cyrillic/169_Noether_Paper31_Section08_Entry09_Interslavic_Cyrillic_v001.pdf,4A416E14AD5D64460027CB8708E68329DA7773C47608091BCC409B41FDCBD46E,1,48137,1.345,,0,0,0,0,0
170,cyrillic,paper31/section08_entry10/interslavic-cyrillic/v001/Noether_Paper31_Section08_Entry10_Interslavic_Cyrillic_v001.tex,FB01CE8B7E4D4B223C4370E82CEECE3FB675DD680BC38F7D6BEC844DB582E5D7,02_tex/cyrillic/170_Noether_Paper31_Section08_Entry10_Interslavic_Cyrillic_v001.tex,FB01CE8B7E4D4B223C4370E82CEECE3FB675DD680BC38F7D6BEC844DB582E5D7,01_unit_pdfs/cyrillic/170_Noether_Paper31_Section08_Entry10_Interslavic_Cyrillic_v001.pdf,42C3BD12E775D9C8ADB8D03E3AF86F531F642A32C2C23A0D0712D72DCC1A7BD5,1,31047,1.191,,0,0,0,0,0
171,cyrillic,paper31/section08_entry11/interslavic-cyrillic/v001/Noether_Paper31_Section08_Entry11_Interslavic_Cyrillic_v001.tex,357516DDBC3CE96966C6BE69182BA8CA56EF12A1C807D15C49EBCD5AE5760579,02_tex/cyrillic/171_Noether_Paper31_Section08_Entry11_Interslavic_Cyrillic_v001.tex,357516DDBC3CE96966C6BE69182BA8CA56EF12A1C807D15C49EBCD5AE5760579,01_unit_pdfs/cyrillic/171_Noether_Paper31_Section08_Entry11_Interslavic_Cyrillic_v001.pdf,5A45E7D637DFC0228FAA6965030B65D2F0DCE18F5CF597B841F5D4B0C9BA90EC,1,18784,1.172,,0,0,0,0,0
172,cyrillic,paper32/opening/interslavic-cyrillic/v001/Noether_Paper32_Opening_Interslavic_Cyrillic_v001.tex,14395D6F551AC5AA694422937E1D0D9B84D404C060706B72C7C23C273F96B0D3,02_tex/cyrillic/172_Noether_Paper32_Opening_Interslavic_Cyrillic_v001.tex,14395D6F551AC5AA694422937E1D0D9B84D404C060706B72C7C23C273F96B0D3,01_unit_pdfs/cyrillic/172_Noether_Paper32_Opening_Interslavic_Cyrillic_v001.pdf,B60E14C5B401BA77EBA46702AA1315BD0452BDB4D97214749D9D4B6403B4CBE4,1,52648,1.281,,0,0,0,0,0
173,cyrillic,paper32/schur_paragraph/interslavic-cyrillic/v001/Noether_Paper32_Schur_Paragraph_Interslavic_Cyrillic_v001.tex,A28EFF1D61DA7F37BC24397BD708E481C32D138205051460269F40A8F1583C79,02_tex/cyrillic/173_Noether_Paper32_Schur_Paragraph_Interslavic_Cyrillic_v001.tex,A28EFF1D61DA7F37BC24397BD708E481C32D138205051460269F40A8F1583C79,01_unit_pdfs/cyrillic/173_Noether_Paper32_Schur_Paragraph_Interslavic_Cyrillic_v001.pdf,4721C4781BE472F305B7C802CBE30095576D336D293992C803DCE9D816F10E17,1,61507,1.323,,0,0,0,0,0
174,cyrillic,paper32/second_intro/interslavic-cyrillic/v001/Noether_Paper32_Second_Intro_Interslavic_Cyrillic_v001.tex,97C3FB040810772788408FBE2FE6CC781C29A37DE092B0639D2E4355ADF536B7,02_tex/cyrillic/174_Noether_Paper32_Second_Intro_Interslavic_Cyrillic_v001.tex,97C3FB040810772788408FBE2FE6CC781C29A37DE092B0639D2E4355ADF536B7,01_unit_pdfs/cyrillic/174_Noether_Paper32_Second_Intro_Interslavic_Cyrillic_v001.pdf,9A6ACB45CEEAF678C5EAA96561453685A720D373804B53C7FC8D7956DF35734F,1,32358,1.204,,0,0,0,0,0
175,cyrillic,paper32/section01_general_splitting_fields/interslavic-cyrillic/v001/Noether_Paper32_Section01_General_Splitting_Fields_Interslavic_Cyrillic_v001.tex,8B8FBF1D64C2211E95A3BA96B4BCD51CFE9BF78E808203F7F3599226227C6A96,02_tex/cyrillic/175_Noether_Paper32_Section01_General_Splitting_Fields_Interslavic_Cyrillic_v001.tex,8B8FBF1D64C2211E95A3BA96B4BCD51CFE9BF78E808203F7F3599226227C6A96,01_unit_pdfs/cyrillic/175_Noether_Paper32_Section01_General_Splitting_Fields_Interslavic_Cyrillic_v001.pdf,BD7568678ECB52B068E135C16994EC92641A61AB6E513A75C1C2C30B0B228DE1,1,52063,1.242,,0,0,0,0,0
