token,count,files,old_classification,new_classification,recommended_action,note,existing_group_id,existing_lemma,dictionary_isv,dictionary_en,dictionary_pos,top_files
odinokyh,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Introduction_Interslavic_v001.tex
sohranjen,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group preserve (sohranjati); match=head_match_sohra,preserve,sohranjati,,,,translations/paper06/interslavic/v001/Noether_Paper06_Section02_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section03_Interslavic_v001.tex
krivyh,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group curve (kriva); match=exact_variant,curve,kriva,,,,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper06/interslavic/v001/Noether_Paper06_Section05_Interslavic_v001.tex
ispolnja,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group fulfills (ispolnjati); match=exact_variant,fulfills,ispolnjati,,,,translations/paper06/interslavic/v001/Noether_Paper06_Section07_Interslavic_v001.tex; translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex
klebš,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex; translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex
občy,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper08/interslavic/v001/Noether_Paper08_Interslavic_v001.tex; translations/paper41/source_fidelity/interslavic/v001/Noether_Paper41_SourceFidelity_Interslavic_v001.tex
skonstruovana,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_skons); needs corpus-context class,,,skonstruovany język,"constructed language, conlang",m.,translations/paper09/interslavic/v001/Noether_Paper09_Introduction_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section01_Interslavic_v001.tex
zermelovoju,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper09/interslavic/v001/Noether_Paper09_Introduction_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section04_Interslavic_v001.tex
najobščejših,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-obći (obći); match=head_match_najob,reg-obći,obći,,,,translations/paper09/interslavic/v001/Noether_Paper09_Introduction_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section08_Interslavic_v001.tex
sčetno,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Introduction_Interslavic_v001.tex
izključene,3,2,low_frequency_backlog,dictionary_function_or_register,stop_or_register_review,Community dictionary match (head_izklj); POS=prep.; decide stoplist vs register,,,izključajųći,excluding,prep.,translations/paper09/interslavic/v001/Noether_Paper09_Section02_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section12_Interslavic_v001.tex
najvyši,3,2,low_frequency_backlog,dictionary_function_or_register,stop_or_register_review,Community dictionary match (head_najvy); POS=adv.; decide stoplist vs register,,,najvyše,most,adv.,translations/paper09/interslavic/v001/Noether_Paper09_Section04_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section03_Interslavic_v001.tex
korenov,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_koren); needs corpus-context class,,,korenisty,rooty,adj.,translations/paper11/interslavic/v001/Noether_Paper11_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section04_Interslavic_v001.tex
počinaje,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_počin); needs corpus-context class,,,počin,initiative,m.,translations/paper09/interslavic/v001/Noether_Paper09_Section09_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section05_Interslavic_v001.tex
kojikoli,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper09/interslavic/v001/Noether_Paper09_Section05_Interslavic_v001.tex
najobčejšej,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-obći (obći); match=head_match_najob,reg-obći,obći,,,,translations/paper09/interslavic/v001/Noether_Paper09_Section07_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
kotoromu,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper09/interslavic/v001/Noether_Paper09_Section07_Interslavic_v001.tex; translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex
harakterizovana,3,2,low_frequency_backlog,proof_register_candidate,insert_internal_register,Corpus proof/register word; internal insertion only pending linguistic review,,,harakter,character,m.,translations/paper10/interslavic/v001/Noether_Paper10_Intro_Section01_Interslavic_v001.tex; translations/paper32/section02_idempotent_splitting_facts/interslavic/v001/Noether_Paper32_Section02_Idempotent_Splitting_Facts_Interslavic_v001.tex
pogled,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper11/interslavic/v001/Noether_Paper11_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
razumějem,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-razuměti (razuměti); match=head_match_razum,reg-razuměti,razuměti,,,,translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex; translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex
werke,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex
derivaciju,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper21/interslavic/v001/Noether_Paper21_Interslavic_v001.tex; translations/paper12/interslavic/v001/Noether_Paper12_Interslavic_v001.tex
julija,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_julij); needs corpus-context class,,,julij,July,m.,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex
zeitschrift,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Through_Section02_Interslavic_v001.tex
göttinger,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section06_Interslavic_v001.tex
kakihkoli,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper30/section09/interslavic/v001/Noether_Paper30_Section09_Interslavic_v001.tex
nije,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex
razsmatranja,3,2,low_frequency_backlog,proof_register_candidate,insert_internal_register,Corpus proof/register word; internal insertion only pending linguistic review,,,,,,translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex
eliminovane,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_elimi); needs corpus-context class,,,eliminovati,eliminate,v.tr. ipf./pf.,translations/paper21/interslavic/v001/Noether_Paper21_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex
podlagajut,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_podla); needs corpus-context class,,,podlagati,put under,v.tr. ipf.,translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex; translations/paper31/section07_entry01/interslavic/v001/Noether_Paper31_Section07_Entry01_Interslavic_v001.tex
nju,3,2,short_function_or_artifact,tex_or_short_artifact,exclude_or_stop,TeX/math residue or too short to classify as lexicon without context,,,,,,translations/paper19/interslavic/v001/Noether_Paper19_Section10_Interslavic_v001.tex; translations/paper13/interslavic/v001/Noether_Paper13_Interslavic_v001.tex
sravnjenja,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group cf-abbrev (srav.); match=head_match_srav,cf-abbrev,srav.,,,,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex
pridavajuči,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_prida); needs corpus-context class,,,pridati,"add, attach",v.tr. pf.,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section11_Interslavic_v001.tex
ostatok,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group remain-ostati (ostati); match=head_match_ostat,remain-ostati,ostati,,,,translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
adične,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper42/source_fidelity/interslavic/v001/Noether_Paper42_SourceFidelity_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
dvije,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex
provodnika,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_provo); needs corpus-context class,,,provod,"wire, wiring",m.,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex
ležeči,3,2,low_frequency_backlog,proof_register_candidate,insert_internal_register,Corpus proof/register word; internal insertion only pending linguistic review,,,,,,translations/paper34/section10/interslavic/v001/Noether_Paper34_Section10_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
pomnoženjem,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex; translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex
nastaly,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-nastavati (nastavati); match=head_match_nasta,reg-nastavati,nastavati,,,,translations/paper37/source_fidelity/interslavic/v001/Noether_Paper37_SourceFidelity_Interslavic_v001.tex; translations/paper14/interslavic/v001/Noether_Paper14_Interslavic_v001.tex
prirědžuje,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group assign (prirěditi); match=head_match_prirě,assign,prirěditi,,,,translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.tex
vsudy,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section03_Interslavic_v001.tex
beruči,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper34/source_fidelity_section26/interslavic/v001/Noether_Paper34_Section26_SourceFidelity_Interslavic_v001.tex
izčeznjenje,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-izčezati (izčezati); match=head_match_izčez,reg-izčezati,izčezati,,,,translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex
zaměně,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group substitution (zaměna); match=head_match_zaměn,substitution,zaměna,,,,translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex; translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex
četyrih,3,2,low_frequency_backlog,dictionary_function_or_register,stop_or_register_review,Community dictionary match (head_četyr); POS=num.card.; decide stoplist vs register,,,četyri,four,num.card.,translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section10_Interslavic_v001.tex
koordinatah,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_koord); needs corpus-context class,,,koordinacija,coordination,f.,translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex; translations/paper21/interslavic/v001/Noether_Paper21_Interslavic_v001.tex
znanje,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex; translations/paper21/interslavic/v001/Noether_Paper21_Interslavic_v001.tex
imenom,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-imenno (imenno); match=head_match_imeno,reg-imenno,imenno,,,,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section03_Interslavic_v001.tex
sadrže,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-sadržati (sadržati); match=exact_variant,reg-sadržati,sadržati,,,,translations/paper17/interslavic/v001/Noether_Paper17_Section06_Interslavic_v001.tex; translations/paper34/source_fidelity_section18_19/interslavic/v001/Noether_Paper34_Section18_19_SourceFidelity_Interslavic_v001.tex
sposoby,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_sposo); needs corpus-context class,,,jędrna sposobnosť,nuclear capability,f.,translations/paper17/interslavic/v001/Noether_Paper17_Section08_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section09_Interslavic_v001.tex
postavljene,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group set-put (postaviti); match=head_match_posta,set-put,postaviti,,,,translations/paper19/interslavic/v001/Noether_Paper19_Section09_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section10_Interslavic_v001.tex
izbirati,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (exact); needs corpus-context class,,,izbirati,"choose, elect, select",v.tr. ipf.,translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section10_Interslavic_v001.tex
prěmennoj,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_prěme); needs corpus-context class,,,prěmeblovati,refurnish,v.tr. ipf./pf.,translations/paper17/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex
prědpoloženje,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group assumption-noun (prědpoloženje); match=exact_variant,assumption-noun,prědpoloženje,,,,translations/paper31/section04_entry01/interslavic/v001/Noether_Paper31_Section04_Entry01_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex
musili,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-morati (morati); match=head_match_musi,reg-morati,morati,,,,translations/paper17/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex
doselě,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group arrived-came (dojdti); match=head_match_dosel,arrived-came,dojdti,,,,translations/paper17/interslavic/v001/Noether_Paper17_Through_Section02_Interslavic_v001.tex; translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex
dala,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex; translations/paper17/interslavic/v001/Noether_Paper17_Through_Section02_Interslavic_v001.tex
dali,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper17/interslavic/v001/Noether_Paper17_Through_Section02_Interslavic_v001.tex; translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex
obščej,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group generality (obščnost); match=head_match_obšče,generality,obščnost,,,,translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex; translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex
aditivne,3,2,low_frequency_backlog,math_or_noether_candidate,insert_math_or_link_to_concept,Mathematical/Noether/root-term candidate; source-side concept link needed before certification,,,,,,translations/paper19/interslavic/v001/Noether_Paper19_Introduction_Interslavic_v001.tex; translations/paper34/section17/interslavic/v001/Noether_Paper34_Section17_Interslavic_v001.tex
ljuby,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (exact); needs corpus-context class,,,ljuby,"darling, sweetheart",m.anim.,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section01_Interslavic_v001.tex
alternativa,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (exact); needs corpus-context class,,,alternativa,alternative,f.,translations/paper19/interslavic/v001/Noether_Paper19_Section04_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section02_Interslavic_v001.tex
rovny,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper30/section09/interslavic/v001/Noether_Paper30_Section09_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section03_Interslavic_v001.tex
nazvano,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group is-called (nazyvaje se); match=head_match_nazva,is-called,nazyvaje se,,,,translations/paper19/interslavic/v001/Noether_Paper19_Section04_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section05_Interslavic_v001.tex
sootvetnomu,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group respectively-adv (odpovědno); match=head_match_sootv,respectively-adv,odpovědno,,,,translations/paper19/interslavic/v001/Noether_Paper19_Section07_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section08_Interslavic_v001.tex
nerazlozimyh,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper19/interslavic/v001/Noether_Paper19_Section09_Interslavic_v001.tex; translations/paper19/interslavic/v001/Noether_Paper19_Section07_Interslavic_v001.tex
sumovanje,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper20/interslavic/v001/Noether_Paper20_Interslavic_v001.tex; translations/paper34/source_fidelity_section26/interslavic/v001/Noether_Paper34_Section26_SourceFidelity_Interslavic_v001.tex
christoffel,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper21/interslavic/v001/Noether_Paper21_Interslavic_v001.tex; translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex
oblika,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group form-shape (oblik); match=exact_variant,form-shape,oblik,,,,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex
celo,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper34/source_fidelity_section18_19/interslavic/v001/Noether_Paper34_Section18_19_SourceFidelity_Interslavic_v001.tex
koraka,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group step (korak); match=exact_variant,step,korak,,,,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper30/section10/interslavic/v001/Noether_Paper30_Section10_Interslavic_v001.tex
zaměnjene,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group substitution (zaměna); match=head_match_zaměn,substitution,zaměna,,,,translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex; translations/paper42/source_fidelity/interslavic/v001/Noether_Paper42_SourceFidelity_Interslavic_v001.tex
pr,3,2,short_function_or_artifact,tex_or_short_artifact,exclude_or_stop,TeX/math residue or too short to classify as lexicon without context,,,,,,translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex; translations/paper34/introduction/interslavic/v001/Noether_Paper34_Introduction_Interslavic_v001.tex
soglašajut,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group agree-consistent (soglasovati se); match=head_match_sogla,agree-consistent,soglasovati se,,,,translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex; translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex
izgradnja,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper26/interslavic/v001/Noether_Paper26_Interslavic_v001.tex; translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex
sovršenom,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper31/introduction/interslavic/v001/Noether_Paper31_Introduction_Interslavic_v001.tex; translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex
vključenje,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group inclusion (vključenje); match=exact_variant,inclusion,vključenje,,,,translations/paper25/interslavic/v001/Noether_Paper25_Interslavic_v001.tex; translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex
tranzitivnom,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (head_tranz); needs corpus-context class,,,tranzitna viza,transit visa,f.,translations/paper30/section01/interslavic/v001/Noether_Paper30_Section01_Interslavic_v001.tex; translations/paper29/interslavic/v001/Noether_Paper29_Interslavic_v001.tex
izberimo,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper34/source_fidelity_section25/interslavic/v001/Noether_Paper34_Section25_SourceFidelity_Interslavic_v001.tex; translations/paper30/section05/interslavic/v001/Noether_Paper30_Section05_Interslavic_v001.tex
točnomu,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-točno (točno); match=head_match_točno,reg-točno,točno,,,,translations/paper30/section09/interslavic/v001/Noether_Paper30_Section09_Interslavic_v001.tex; translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex
menši,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex; translations/paper31/section02_entry01/interslavic/v001/Noether_Paper31_Section02_Entry01_Interslavic_v001.tex
šurov,3,2,low_frequency_backlog,needs_context_review,context_review,No high-confidence classification from ledger/dictionary/root rules,,,,,,translations/paper32/section01_reduction_theorem/interslavic/v001/Noether_Paper32_Section01_Reduction_Theorem_Interslavic_v001.tex; translations/paper32/section02_idempotent_splitting_facts/interslavic/v001/Noether_Paper32_Section02_Idempotent_Splitting_Facts_Interslavic_v001.tex
ekvivalencije,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group reg-ekvivalentny (ekvivalentny); match=head_match_ekviv,reg-ekvivalentny,ekvivalentny,,,,translations/paper41/source_fidelity/interslavic/v001/Noether_Paper41_SourceFidelity_Interslavic_v001.tex; translations/paper33/complete/interslavic/v001/Noether_Paper33_Complete_Interslavic_v001.tex
schura,3,2,low_frequency_backlog,name_or_eponym,covered_by_eponym_or_bibliography_rule,Name/eponym; not ordinary lexicon item unless used as term modifier,,,,,,translations/paper34/introduction/interslavic/v001/Noether_Paper34_Introduction_Interslavic_v001.tex; translations/paper40/source_fidelity/interslavic/v001/Noether_Paper40_SourceFidelity_Interslavic_v001.tex
sobiraju,3,2,low_frequency_backlog,unresolved_inflection_like,context_review,Looks inflected but no current lemma match; context review needed,,,,,,translations/paper41/source_fidelity/interslavic/v001/Noether_Paper41_SourceFidelity_Interslavic_v001.tex; translations/paper34/introduction/interslavic/v001/Noether_Paper34_Introduction_Interslavic_v001.tex
poglavju,3,2,low_frequency_backlog,inflection_or_variant_of_existing,attach_variant,Attach to existing lexicon group chapter (poglavje); match=head_match_pogla,chapter,poglavje,,,,translations/paper34/introduction/interslavic/v001/Noether_Paper34_Introduction_Interslavic_v001.tex; translations/paper34/source_fidelity_section20/interslavic/v001/Noether_Paper34_Section20_SourceFidelity_Interslavic_v001.tex
veriga,3,2,low_frequency_backlog,dictionary_known_uninserted,insert_candidate_or_inflection,Community dictionary match (exact); needs corpus-context class,,,veriga,chain,f.,translations/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex; translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex
