ordinal,relative_path,bytes,sha256,role,scope,public_caveat,supersedes
1,01_proposition2_3_statement/independent_review/INDEPENDENT_FINAL_AUDIT_PASS.md,5961,0720E6ED70DE00B28AE0632E941CFC1005EDF0D8E4DB45519908F8917AA85F80,provenance_audit_or_readme,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
197,09_checkpoint_controls/artifact_tool_csv_qa/09_04_corollary2_4_proof_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,268521,1DB7C8C8EEBFAA01371EF26D38600FC70751AAB114A25FE7102291883303C750,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
198,09_checkpoint_controls/artifact_tool_csv_qa/09_04_corollary2_4_proof_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_04.png,27458,5ADB540FEC226EF6AD7DEB647007742CAD25A164A3564D2FBEFAC012DDA72F3B,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
199,09_checkpoint_controls/artifact_tool_csv_qa/09_04_corollary2_4_proof_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1540,CF07EDD01AD4A770BBD83D680E24BA215F29837D598E35A4D60234E758A1837E,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
200,09_checkpoint_controls/artifact_tool_csv_qa/09_04_corollary2_4_proof_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,616,DDA8C3F75D7CA1FEFB14A81377B4A7736A54EACAC4F56778BD6A64C52A712CCD,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
201,09_checkpoint_controls/artifact_tool_csv_qa/10_04_corollary2_4_proof_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
202,09_checkpoint_controls/artifact_tool_csv_qa/10_04_corollary2_4_proof_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,4871,267785862898682F50BF0642C943E94A66C593BD919FE75D4FCDF7B4C66D2A98,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
203,09_checkpoint_controls/artifact_tool_csv_qa/10_04_corollary2_4_proof_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,48734,4DF4D5DB714779E0F6D6B777E0B372AC2B0719F57B10E78516731DA2B872ECCC,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
204,09_checkpoint_controls/artifact_tool_csv_qa/10_04_corollary2_4_proof_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,107727,F34F7C0544D1AC003AC4E675FEA6430D3E63C40B089DD35A942E633B72826669,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
205,09_checkpoint_controls/artifact_tool_csv_qa/10_04_corollary2_4_proof_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,94131,68415D408C56B03326865DC64677323B2381C38220DAD05B7939C08E99A21F8B,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
206,09_checkpoint_controls/artifact_tool_csv_qa/10_04_corollary2_4_proof_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1338,9DBAA33D15D8308081EC312663D27EFECE437C232A217480CC5F19A0AB3FDA9E,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
207,09_checkpoint_controls/artifact_tool_csv_qa/10_04_corollary2_4_proof_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,583,4E30DC6C23184EF425A376178B690DAB02C96739B0240ACECF5D127EC6EE0711,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
208,09_checkpoint_controls/artifact_tool_csv_qa/11_05_corollary2_5_statement_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
209,09_checkpoint_controls/artifact_tool_csv_qa/11_05_corollary2_5_statement_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,9990,67DA23F01BA5074EA834B41CAF411C7DE556C37C60800AA9AE2178A728C8328E,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
210,09_checkpoint_controls/artifact_tool_csv_qa/11_05_corollary2_5_statement_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,131220,FEA47625F0AD3810504710034EC70443DFD2C6CEA3C4609727D7F537EA684129,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
211,09_checkpoint_controls/artifact_tool_csv_qa/11_05_corollary2_5_statement_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,239319,AF8108DA680D12ACDC6DE428D100FC81958F3852E65596E094FA106B2F45CA73,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
212,09_checkpoint_controls/artifact_tool_csv_qa/11_05_corollary2_5_statement_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,125839,336E8EAF2628CE9877F7231DB05FA4265673E9B84D3ED004F6D9906034968603,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
213,09_checkpoint_controls/artifact_tool_csv_qa/11_05_corollary2_5_statement_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_04.png,9414,B4E0A66965730C99B5C30C0D9A4D77D21DBF4DE7DE8E5D12D3C5B59BE7984A21,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
214,09_checkpoint_controls/artifact_tool_csv_qa/11_05_corollary2_5_statement_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1538,176A0B6C4AB45B64281F2BD8DB1204DFDEBE31CB0943543036D118D405D5F83B,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
215,09_checkpoint_controls/artifact_tool_csv_qa/11_05_corollary2_5_statement_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,778,FCF4DC47ECABF61D02E9A9490DB71B37C26E3AE40FCC600C2D253035920607DD,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
216,09_checkpoint_controls/artifact_tool_csv_qa/12_05_corollary2_5_statement_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
217,09_checkpoint_controls/artifact_tool_csv_qa/12_05_corollary2_5_statement_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,5549,67EC0A05AD089D994CEAD306F6182A01BDE121481A7D74CA7AEFD53150AC64FD,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
218,09_checkpoint_controls/artifact_tool_csv_qa/12_05_corollary2_5_statement_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,58181,47B8A088705D48F49D2D9C976F01B485CBF4E35FE342E2E62C20D2560718953C,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
219,09_checkpoint_controls/artifact_tool_csv_qa/12_05_corollary2_5_statement_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,121734,F05B1D354C032BC5E5DAEA619E7075385AEAB8DCECA77125DBE629BAC1F47074,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
220,09_checkpoint_controls/artifact_tool_csv_qa/12_05_corollary2_5_statement_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,107629,86C2D841330D379BACF6D485EF6BC97D9C698786D9521057E1A3EF8BF1AE11EB,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
221,09_checkpoint_controls/artifact_tool_csv_qa/12_05_corollary2_5_statement_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1339,7AFB37D8C317191772A5EB064502B8855A92A0B02409402798B764FC9E534D8C,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
222,09_checkpoint_controls/artifact_tool_csv_qa/12_05_corollary2_5_statement_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,599,5B04DFED18A07A7C3051451A58524F7B07878792B0C47C7C947F57C4E3435BF0,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
223,09_checkpoint_controls/artifact_tool_csv_qa/13_06_corollary2_6_statement_r2_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
224,09_checkpoint_controls/artifact_tool_csv_qa/13_06_corollary2_6_statement_r2_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,14398,FBA3E6517DB18CFCDCDE54C667B61F5242E3FDE3EBD68FDCF1E7D950D2D71A0B,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
225,09_checkpoint_controls/artifact_tool_csv_qa/13_06_corollary2_6_statement_r2_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,190888,3DD5FE75779801365F407FD6C83D824C5AB6AB58EE7944497FD7B85FD79AC197,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
226,09_checkpoint_controls/artifact_tool_csv_qa/13_06_corollary2_6_statement_r2_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,318084,C8F5A9F465FC1FE33C7DB441055F6083D45996B325BAB9BF6BAEE668581A53C9,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
227,09_checkpoint_controls/artifact_tool_csv_qa/13_06_corollary2_6_statement_r2_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,210744,F88140D2E72B8ADEC2D1872CED795F0E0F28972E32045316C55D3BA4845094C6,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
228,09_checkpoint_controls/artifact_tool_csv_qa/13_06_corollary2_6_statement_r2_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_04.png,11506,D95ED841F159C6CCDFFAE09184161730BBD984E517EA65DD5508D7B49C26740C,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
229,09_checkpoint_controls/artifact_tool_csv_qa/13_06_corollary2_6_statement_r2_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1540,5C3C4338666B8434081141B8D68C4BEACF1CCA1E7AE645F3AB033837A1F23509,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
230,09_checkpoint_controls/artifact_tool_csv_qa/13_06_corollary2_6_statement_r2_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,772,1618FBD4DEF30025299A5749E67BA1211DAD91C99E41EE121744BD6F394F917B,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
231,09_checkpoint_controls/artifact_tool_csv_qa/14_06_corollary2_6_statement_r2_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
232,09_checkpoint_controls/artifact_tool_csv_qa/14_06_corollary2_6_statement_r2_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,12125,4B4ACAB504A00F2741BE0670472BC24A5A101C55BA6142A0B3427080352466FB,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
233,09_checkpoint_controls/artifact_tool_csv_qa/14_06_corollary2_6_statement_r2_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,140424,00B6FB66FAB5BB75CDE41A441C6B34BB22E742FC379D2D33F221D2A36224F734,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
234,09_checkpoint_controls/artifact_tool_csv_qa/14_06_corollary2_6_statement_r2_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,266164,17963677450F0DCFD76E6B4E69D722C1D0DFC88137E69FB969977AA7C2C71140,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
235,09_checkpoint_controls/artifact_tool_csv_qa/14_06_corollary2_6_statement_r2_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,231666,1450A4CB97C8406ABD02AAB9D64568B71D14E9010054B409CA1D76C3BC7EA4E5,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
236,09_checkpoint_controls/artifact_tool_csv_qa/14_06_corollary2_6_statement_r2_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_RECEIPT.json,1346,2B7DC531F692798F268AA62FAE5705CC61ADEAECB4B38BFB39E44647F6739C4D,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
237,09_checkpoint_controls/artifact_tool_csv_qa/14_06_corollary2_6_statement_r2_producer_MACHINE_EVIDENCE_csv/ARTIFACT_TOOL_REGION.ndjson,609,46B4F471F64313D7A5561817B7264743F7571EC3F3C5BAE8255447CF2644E829,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
238,09_checkpoint_controls/artifact_tool_csv_qa/15_06_corollary2_6_statement_r2_producer_PREDECESSOR_PRODUCER_AND_REVIEW_IDENTITY_MANIFEST_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
239,09_checkpoint_controls/artifact_tool_csv_qa/15_06_corollary2_6_statement_r2_producer_PREDECESSOR_PRODUCER_AND_REVIEW_IDENTITY_MANIFEST_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,14478,130C834814BFC89737004ADE57DABC02D9888C8CA88DA3D57CE8E90F2A396E29,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
240,09_checkpoint_controls/artifact_tool_csv_qa/15_06_corollary2_6_statement_r2_producer_PREDECESSOR_PRODUCER_AND_REVIEW_IDENTITY_MANIFEST_csv/ARTIFACT_TOOL_QA_PANEL_01.png,848820,097967654BD30171C9AC31178E2E5E375CB9B036C406F502A7593CE52D96F414,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
241,09_checkpoint_controls/artifact_tool_csv_qa/15_06_corollary2_6_statement_r2_producer_PREDECESSOR_PRODUCER_AND_REVIEW_IDENTITY_MANIFEST_csv/ARTIFACT_TOOL_RECEIPT.json,996,CC4048EBA6246D098F40FC9AB2492F4D3A3C3B5ACEC642E9FA778E5E90A76FD5,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
242,09_checkpoint_controls/artifact_tool_csv_qa/15_06_corollary2_6_statement_r2_producer_PREDECESSOR_PRODUCER_AND_REVIEW_IDENTITY_MANIFEST_csv/ARTIFACT_TOOL_REGION.ndjson,925,094C2E736CEEE0AA1A350F9114D1D447D665CBAE3EF7C929FE7DD79DA3E45656,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
243,09_checkpoint_controls/artifact_tool_csv_qa/16_06_corollary2_6_statement_r2_producer_R2_UNCHANGED_ARTIFACT_IDENTITY_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
244,09_checkpoint_controls/artifact_tool_csv_qa/16_06_corollary2_6_statement_r2_producer_R2_UNCHANGED_ARTIFACT_IDENTITY_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,3533,C534E713A3F80FB60DAE281A072CF5FA8DD48D278BA3B82CB35090D93E27258C,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
245,09_checkpoint_controls/artifact_tool_csv_qa/16_06_corollary2_6_statement_r2_producer_R2_UNCHANGED_ARTIFACT_IDENTITY_csv/ARTIFACT_TOOL_QA_PANEL_01.png,183010,C58EFBCAE5AE6205EC57D0DE867F26964185D563906FAE1A22B16EC9594B2798,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
246,09_checkpoint_controls/artifact_tool_csv_qa/16_06_corollary2_6_statement_r2_producer_R2_UNCHANGED_ARTIFACT_IDENTITY_csv/ARTIFACT_TOOL_RECEIPT.json,976,CF1849A1E8D5F84094FEF899C43CDAA5502EDCC4204BB44AE2829E4ED35B8C9B,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
247,09_checkpoint_controls/artifact_tool_csv_qa/16_06_corollary2_6_statement_r2_producer_R2_UNCHANGED_ARTIFACT_IDENTITY_csv/ARTIFACT_TOOL_REGION.ndjson,1051,91F69B746532751A05769BE6D82780F8C2FD3998A40598E723B81626C120A284,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
248,09_checkpoint_controls/artifact_tool_csv_qa/17_07_corollary2_6_derivation_line3455_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_FORMULA_ERRORS.ndjson,60,ACC0111E19CF44D2753FC9ECD164BF1B27FBD65597463A25CF48BD1C65E90146,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
249,09_checkpoint_controls/artifact_tool_csv_qa/17_07_corollary2_6_derivation_line3455_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_OVERVIEW.ndjson,9898,1DF336FEB66A68026E9193F9A3074BCD721C7E5CD271BD795EA7CBB3B94566DA,validation_or_artifact_tool_machine_receipt,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
250,09_checkpoint_controls/artifact_tool_csv_qa/17_07_corollary2_6_derivation_line3455_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_01.png,140909,0DC746D97BFEBD589108EF4B896DF3F82D7990B431E9ADC01FA6E87488B1C308,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
251,09_checkpoint_controls/artifact_tool_csv_qa/17_07_corollary2_6_derivation_line3455_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_02.png,243258,FFE5C405CAB8F0797397E4F465558E109B82EEE4A016A10B1AB6912598DD663A,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
252,09_checkpoint_controls/artifact_tool_csv_qa/17_07_corollary2_6_derivation_line3455_independent_review_INDEPENDENT_EVIDENCE_csv/ARTIFACT_TOOL_QA_PANEL_03.png,132766,50C0133366BBEB44DAF988E741F70F3B0881463C9C817440624737AD44CC4848,rendered_target_review_or_machine_ledger_visual_qa,SGA2 Expose X French3414-3456; raw cursor3457; substantive cursor3458,bounded independently reviewed checkpoint; not complete expose volume or critical edition,local pending or failed evidence states only; no prior public file by byte identity
