"top_root","second_root","path","bytes","extension","object","is_package_path","lane_scope","source_use_label","r6_classification","may_support_draft"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9D7DB086_ROMANCE_NONSLAVIC_R3_R6_INTERLANGUAGE_BATCH_20260706_AUDIT.md","2510",".md","5197be13ebbbf28382d0a558cfe29865ca1e242f","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9D7DB086_ROMANCE_NONSLAVIC_R3_R6_INTERLANGUAGE_BATCH_20260706_INTERLANGUAGE_INTERNAL_SHA_VERIFY.csv","22665",".csv","12b2c9bb1908f182ff4d019ea25f53b5296362f1","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9D7DB086_ROMANCE_NONSLAVIC_R3_R6_INTERLANGUAGE_BATCH_20260706_INTERLANGUAGE_ZIP_LISTING.csv","14464",".csv","3517e5d7cb393452162af2623883fcfa1f93bce9","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9D7DB086_ROMANCE_NONSLAVIC_R3_R6_INTERLANGUAGE_BATCH_20260706_MANIFEST.csv","47812",".csv","efa9a42a0829cfe10b5e84d7be314839203a73e8","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9D7DB086_ROMANCE_NONSLAVIC_R3_R6_INTERLANGUAGE_BATCH_20260706_PACKET_SHA_VERIFY.csv","18436",".csv","a29a2b683a5372672f42cdc1cfb693fc43cbd462","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_9D7DB086_ROMANCE_NONSLAVIC_R3_R6_INTERLANGUAGE_BATCH_20260706_SHA256SUMS.txt","21700",".txt","8014f342576e85a1997158d2554525da4f15835c","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C7FB_R6_R3_OLDB_ALIGNMENT_BATCH_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv","39822",".csv","63d7e0b430fd2c41dba7984405e85196d18bf7ac","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C7FB_R6_R3_OLDB_ALIGNMENT_BATCH_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt","11239",".txt","35eb743c2acb527d5e4af86f51a54794916c02bf","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_C7FB_R6_R3_OLDB_ALIGNMENT_BATCH_UPLOAD_AUDIT_20260706.md","3516",".md","a0258cdf3dd6c6d82bf127513075e8269c2d48c0","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D61E1C7_R6_9D7DB086_SOURCE_OWNER_QUEUE_BATCH_20260706_AUDIT.md","1351",".md","ad661ac84f5c167aa479a154c88f9919c1b39c00","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D61E1C7_R6_9D7DB086_SOURCE_OWNER_QUEUE_BATCH_20260706_MANIFEST.csv","7458",".csv","6e58c927c884cc44c4c21ff6775482b94f72e098","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D61E1C7_R6_9D7DB086_SOURCE_OWNER_QUEUE_BATCH_20260706_PACKET_SHA_VERIFY.csv","2454",".csv","88fd6c56099d41dff0a7678346dc3b55e8a3da7f","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_D61E1C7_R6_9D7DB086_SOURCE_OWNER_QUEUE_BATCH_20260706_SHA256SUMS.txt","3380",".txt","519bd7f65ce9a3274002b3fdf9e28c4476500393","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_R3_R9_R6_CONTINUATION_ACTUAL_COMMITTED_FILES_MANIFEST_20260706.csv","18722",".csv","a901221312d9ec853ba622197539cab6640c2ba7","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_R3_R9_R6_CONTINUATION_ACTUAL_COMMITTED_FILES_SHA256SUMS_20260706.txt","11671",".txt","6832b85154b8978f338a89242874b7bd89ba1608","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"transfer-audits","transfer-audits/session12-20260705","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_R3_R9_R6_CONTINUATION_QUEUE_AUDIT_20260706.md","2868",".md","7cb29b096f20b40d31c0d9947ad8baf5410664aa","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/post-212df-output-drift-20260706","uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/STANDARDIZATION_SOURCE_SIGNAL_COUNTS_212DFB.csv","4892",".csv","59963fe9bb3b738226a8b165119e7a7ad598a35a","False","adverse_evidence","do-not-use-as-r6-access-evidence","false_positive_keyword_or_security_marker_not_r6_access_body","no"
"uploader-transfer","uploader-transfer/post-212df-output-drift-20260706","uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/STANDARDIZATION_SOURCE_SIGNAL_COUNTS_212DFB.json","6559",".json","74ed09a4d8227ef21b7bf19e7094652f3c271ff6","False","adverse_evidence","do-not-use-as-r6-access-evidence","false_positive_keyword_or_security_marker_not_r6_access_body","no"
"uploader-transfer","uploader-transfer/post-212df-output-drift-20260706","uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","4083",".md","638a56849db82b1fe40d39ea2a650879fd1bbcd2","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706","uploader-transfer/r6-1a1110eb-current-head-source-recovery-carryforward-20260706/R6_1A1110EB_CURRENT_HEAD_SOURCE_RECOVERY_CARRYFORWARD_20260706/source-use/R6_1A1110EB_SOURCE_USE_DECISIONS_CARRY_FORWARD.csv","4623",".csv","5e8885440d42c456f2fc6445b8225cb4ad018f5f","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-212df-branch-visible-live-retry-recovery-continuation-20260706","uploader-transfer/r6-212df-branch-visible-live-retry-recovery-continuation-20260706/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/source-witness-index/R6_212DF_SOURCE_WITNESS_RECOVERY_ROWS.csv","60087",".csv","b58e496cc781d3ba16e0ad4f3c439a20728c0bc0","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-212df-branch-visible-live-retry-recovery-continuation-20260706","uploader-transfer/r6-212df-branch-visible-live-retry-recovery-continuation-20260706/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/source-witness-index/R6_212DF_WEB_AND_HTTP_RECOVERY_ROUTE_ROWS.csv","5185",".csv","188bc159b518b80c24d715546034438e9e590656","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-212dfb-followup-gap-audit-20260706","uploader-transfer/r6-212dfb-followup-gap-audit-20260706/R6_212DFB_FOLLOWUP_GAP_AUDIT_20260706/source-witness-status/R6_212DFB_SOURCE_BODY_SOURCE_WITNESS_STATUS.csv","90170",".csv","3d4d94c35d0ff5489cd80e9b1f1a8c51fee61c83","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706","uploader-transfer/r6-8be81510-frontier-correction-source-recovery-carryforward-20260706/R6_8BE81510_FRONTIER_CORRECTION_SOURCE_RECOVERY_CARRYFORWARD_20260706/source-use/R6_8BE81510_SOURCE_USE_DECISIONS_CARRY_FORWARD.csv","4623",".csv","5e8885440d42c456f2fc6445b8225cb4ad018f5f","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-8be81510-source-gated-support-audit-20260706","uploader-transfer/r6-8be81510-source-gated-support-audit-20260706/R6_8BE81510_SOURCE_GATED_SUPPORT_AUDIT_20260706/source-use/R6_8BE81510_SOURCE_GATED_SOURCE_USE_DECISIONS.csv","3737",".csv","56852eee6de84b537fcaa4ee120d59b4200384f0","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_PRIORITY_ROUTE_SOURCE_WITNESS_CARRY_FORWARD_20260706.csv","70203",".csv","d3f217a2754136ead2b0d38ab66e55da840975ae","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706","uploader-transfer/r6-8f7-priority-recovery-live-retry-20260706/R6_8F7_PRIORITY_RECOVERY_LIVE_RETRY_20260706/source-witness-index/R6_SIGN_ACCESS_SOURCE_WITNESS_SEPARATION_20260706.csv","30511",".csv","2e3c25e7f6ce5ca7bb44ffe45ebedd22018a359e","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706","uploader-transfer/r6-9d7db086-authority-source-start-map-20260706/R6_9D7DB086_AUTHORITY_SOURCE_START_MAP_20260706/source-use/R6_9D7DB086_SOURCE_USE_DECISIONS_CARRY_FORWARD.csv","3737",".csv","56852eee6de84b537fcaa4ee120d59b4200384f0","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/source-use/R6_9D7DB086_ADVERSE_DO_NOT_USE_LEDGER.csv","2547",".csv","9496ffbad7beedb7e4115e9d847d610b8e3641cf","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706","uploader-transfer/r6-9d7db086-source-owner-reviewer-recovery-queue-20260706/R6_9D7DB086_SOURCE_OWNER_REVIEWER_RECOVERY_QUEUE_20260706/source-use/R6_9D7DB086_SOURCE_USE_CARRY_FORWARD.csv","3737",".csv","56852eee6de84b537fcaa4ee120d59b4200384f0","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706","uploader-transfer/r6-a2c52a42-branch-advance-live-recovery-probe-cycle-20260706/R6_A2C52A42_BRANCH_ADVANCE_LIVE_RECOVERY_PROBE_CYCLE_20260706/source-use/R6_AC6F_LIVE_RECOVERY_SOURCE_USE_DECISIONS.csv","4623",".csv","5e8885440d42c456f2fc6445b8225cb4ad018f5f","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706","uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/branch-visible-audit/transfer-audits__session12-20260705__B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706__B3_POST_212DFB_SOURCE_BACKED_DRIFT_BATCH_MANIFEST_20260706.csv","181170",".csv","4d40574a2567dfea7db6a6f2079cb5a7d7a37fa6","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706","uploader-transfer/r6-ac6f4eb-branch-pickup-source-recovery-continuation-20260706/R6_AC6F4EB_BRANCH_PICKUP_AND_SOURCE_RECOVERY_CONTINUATION_20260706/source-witness-status/R6_AC6F_SOURCE_BODY_SOURCE_WITNESS_STATUS_CARRY_FORWARD.csv","100228",".csv","cbbac43dca8ff293b352b02775250f150edeacb4","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706","uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/source-witness-index/R6_C7FB_LOCAL_HTTP_RETRY_CARRY_FORWARD.csv","1716",".csv","485446232b322e0d7d371570400c4fd35e75a961","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706","uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/source-witness-index/R6_C7FB_SOURCE_WITNESS_CONTINUITY.csv","50865",".csv","8b62c4c76b3a819456614cb436ef74738f9c7fbd","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706","uploader-transfer/r6-c7fb-branch-replay-source-recovery-continuation-20260706/R6_C7FB_BRANCH_REPLAY_SOURCE_RECOVERY_CONTINUATION_20260706/source-witness-index/R6_C7FB_WEB_VISIBLE_OFFICIAL_ROUTE_EVIDENCE_CARRY_FORWARD.csv","1329",".csv","5a7e4e9571cb676d78c67c1149d20e84daed8878","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706","uploader-transfer/r6-interlanguage-authority-routing-8f7-integration-20260706/R6_INTERLANGUAGE_AUTHORITY_ROUTING_8F7_INTEGRATION_20260706/source-witness-index/R6_SOURCE_WITNESS_INDEX_POST_8F7_AUTHORITY.csv","286097",".csv","8e4f16844803335891664bb010950ad2c6f6fa1f","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706.md","2042",".md","f577a208f41687d8e3dd6618f1fca843a5577e21","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/MANIFEST.csv","12014",".csv","1c19a878d07e7e0f48b3da8304218dedb1a01846","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/MANIFEST.json","15774",".json","4260e3f72366d487f5f4f22ead6b6cf666f4ff3e","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/README.md","1731",".md","7e466fcad015bae9a53e64059796dbf26d2d512a","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/SHA256SUMS.txt","2390",".txt","370cebcf8547b2c445e42c6dcf433298cdd2e23c","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/b3/B3_ROUTE.csv","699",".csv","5a52430c8a6503441bae9b5a2ad8a5113eeef800","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/blockers/R6_ETHICS_ACCESS_BLOCKERS_AND_RECOVERY.csv","32664",".csv","0ff03d88ff40e487a66617a4dc6a55dc04fe43c8","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/branch-instruction-cache/.github_copilot-instructions.md","1901",".md","c9702b934876a93223abcb8eef693d0b2fbe7c3b","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/branch-instruction-cache/00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md","11778",".md","4ffbffe7f6789a1f43284677e937142388588eb5","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/branch-instruction-cache/00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md","4083",".md","638a56849db82b1fe40d39ea2a650879fd1bbcd2","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/branch-instruction-cache/AGENTS.md","4687",".md","83b5af5857619ce5205fb62a60ebe62ff04ffd1d","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/branch-instruction-cache/FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md","8476",".md","49cd54b2126a209542ed394391bec8e82017fb3f","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/branch-instruction-cache/SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md","34594",".md","3967d1cbbbe6577bca8e05d042162ced4e208d65","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/coordination/NOETHER_SIBLING_ENFORCEMENT_SCAN_AND_WAKE_20260706.csv","2817",".csv","6b2f4536722cd875d5e1b62b74cbccc015ad9115","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/ledgers/BRANCH_33B23_INSTRUCTIONS_READ.csv","4186",".csv","c9e65d55d46f6f63584451dcd60a384b29c91efd","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/ledgers/R6_BRANCH_WEIGHT_ROWS_CARRY_FORWARD.csv","2912",".csv","56fd57bdb2823cda5781b6e822e4e328411b8b14","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/ledgers/R6_DO_NOT_USE_ROWS_CARRY_FORWARD.csv","2017",".csv","18af5ef8df4ed9755ca1276431cec8bb252ad054","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/ledgers/R6_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_ROWS.csv","13504",".csv","ebd4914446c7ac4f2a8b0d1de092b2a029b7fd68","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/ledgers/R6_MARGINAL_INTELLIGIBILITY_ROWS_CARRY_FORWARD.csv","3055",".csv","fc4c9bcc8cad88a4c328c313f6b8ad9eeab5a21e","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/ledgers/R6_METHOD_VS_SOURCE_BOUNDARY_CARRY_FORWARD.csv","1238",".csv","75ebb48a069a2b2b3aea9990517671f526a55adb","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/ledgers/R6_SOURCE_BACKED_DRAFT_PRETRANSLATION_SCAFFOLDS.csv","5733",".csv","62eb756636e8ab0af5134df9565a407878fceb7a","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"uploader-transfer","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706","uploader-transfer/r6-whole-corpus-33b23-access-continuation-20260706/R6_WHOLE_CORPUS_33B23_ACCESS_CONTINUATION_20260706/ledgers/R6_SOURCE_BODY_AUTHORITY_REVIEWER_EVIDENCE.csv","12414",".csv","d334aca90166a9540e3f9fcfe76d2c854374116f","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
