self_correction_id,discovered_at_checkpoint,affected_unit,affected_file,affected_locator,error_class,original_form,corrected_form,occurrence_count,detection_channel,propagation_scope,propagation_check,status,superseded_artifact
"FAC-SELF-0205","III_5_77_proposition2_subitem_target","FAC-EN-U0075","english_source_first_workpass/source/components/075_III_5_77_homological_characterization_first_kind.tex; english_source_first_workpass/build_checkpoint_III_5_77_r1","first compiled no.77 reference layer","missing_distinct_item_a_target","Proposition 2(b) had a stable subitem destination but visible item (a) only inherited the proposition root; this was mathematically readable but structurally under-addressable","added the distinct fac:III:5:no:77:prop:2:a target before item (a) and rebuilt in r2 without changing its words or mathematics","1","lead_structural_reference_review","one reference anchor only; English wording formulas French layers and authority evidence unchanged","r2 preserves all 72 pages and gives both source-visible Proposition 2 subitems distinct stable destinations; pages 71-72 pass personal review","corrected_before_admission","english_source_first_workpass/build_checkpoint_III_5_77_r1"
"FAC-SELF-0206","III_5_78_corrected_french_page_locator","FAC-FR-C0041","qa/french/C0041_T0043_reader_page61_300dpi","first corrected-French reader render locator","wrong_reader_page_offset_assumption","the first read-only/render locator assumed printed p.273 mapped to generated reader p.61; both page-61 renders were identical because no.78 actually spans generated pp.59-60","used native PDF text only as a page locator, then rendered diplomatic and corrected reader pp.59-60 and personally checked the exact C0041 difference on p.59","0","lead_render_locator_review","render evidence only; no English French source or compiled reader changed","p.59 differs only at the disclosed m_j to m_{i_j} correction and p.60 is pixel-identical; the page-61 pair is excluded adverse locator history","operationally_corrected_before_admission","qa/french/C0041_T0043_reader_page61_300dpi"
"FAC-SELF-0207","III_6_80_first_build_output_argument","FAC-EN-U0078","english_source_first_workpass/build_checkpoint_III_6_80_r1; english_source_first_workpass/source/$out","first no.80 XeLaTeX invocation and report query","literal_output_directory_argument_and_stale_report_path","PowerShell passed the combined argument -output-directory=$out literally to XeLaTeX, which wrote a converged 75-page build into the already-excluded source/$out scratch tree; the report then looked in the intended r1 directory and produced file-not-found diagnostics","bound the expanded directory to a separate outputArg variable, rebuilt three times into build_checkpoint_III_6_80_r2, and queried the actual PDF through the short F drive path","0","lead_console_and_output_location_review","build and reporting layer only; English TeX French layers authority images and mathematical content unchanged","r2 has three successful passes, pass2 equals pass3, 75 pages, no hard/undefined/overfull diagnostics, and rendered pp.74-75 pass personal review; source/$out remains excluded contamination","operationally_corrected_before_admission","english_source_first_workpass/build_checkpoint_III_6_80_r1; english_source_first_workpass/source/$out"
"FAC-SELF-0208","III_6_80_exact_set_replay_wrapper","FAC-EN-U0078; FAC-FR-C0042","lead_checkpoint_generator_wrapper","first no.80 identity and validation wrapper","null_LASTEXITCODE_after_successful_powershell_script","the wrapper tested LASTEXITCODE after the PowerShell identity generator; the script returned an object successfully but did not set a native-process exit code, so the null comparison triggered a false failure before validation","capture each PowerShell generator result by assignment and inspect its returned object instead of testing LASTEXITCODE","0","lead_console_failure_review","control invocation only; the identity file is regenerated after this ledger entry and no source build render or mathematical content changed","the corrected assignment-first invocation runs identity generation and validation sequentially and the final JSON must report errors empty","operationally_corrected_before_admission","none_false_wrapper_failure"
"FAC-SELF-0209","III_6_80_next_page_authority_review","FAC-EN-U0078; FAC-FR-C0042","component 078; TRANSLATION_PROGRESS.csv; FRENCH_CORRECTIONS.csv; semantic ledgers; LOGBOOK.md; STATUS.md; checkpoint generators","first no.80 page-envelope record","underinclusive_authority_physical_page_locator","the initial no.80 controls copied the preceding unit's physical-page envelope 79-80 even though printed pp.275-276 map to PDF physical pp.80-81; source comments use a different scan-index convention and were not a safe physical-PDF locator","rendered and personally inspected PDF physical p.81 at 600 dpi, corrected all no.80 physical locators to 80-81 and C0042 to physical80, and rebound authority hashes to fac-80/fac-81","0","lead_direct_authority_page_sequence_review","locator/evidence/control layer only; English wording formulas French source layers and compiled PDFs unchanged","all no.80 machine/prose controls now agree on physical80-81 and printed275-276; fac-81 is directly rendered and reviewed; validation is regenerated after correction","operationally_corrected_before_admission","initial no.80 v42 locator state"
"FAC-SELF-0210","III_6_81_control_count_query","FAC-EN-U0079; FAC-FR-T0044","lead read-only checkpoint counting query","two attempted no.81 reporting commands","read_only_powershell_query_syntax_and_stale_master_name","the first read-only count command piped directly from a foreach statement and failed at parse time; the corrected query then guessed the obsolete master basename FAC_English_source_first_workpass.tex and emitted file-not-found diagnostics while still returning the remaining counts","stored the foreach results before piping and enumerated the live source directory before binding the actual master Serre_FAC_English_source_aligned_workpass.tex; no write or build command depended on either failed query","0","lead_console_failure_review","reporting only; no source ledger build render authority witness or mathematical content changed","the corrected enumerated-path query returns exact no.81 component master ledger and TeX/reference identities; both failed commands are retained only in this append-only operational history","operationally_corrected_before_admission","none_read_only_queries"
"FAC-SELF-0211","complete_EOF_first_pdfinfo_query","FAC-EN-U0080","english_source_first_workpass/build_checkpoint_complete_EOF_r1","first post-build PDF metadata query","long_path_pdfinfo_open_failure_after_successful_build","the three-pass build succeeded and the PDF existed, but Poppler pdfinfo failed to open the very long absolute Windows path and therefore returned no page field in the first report object","re-ran pdfinfo through the existing short F drive mapping to the same byte-identical PDF and obtained 78 A4 pages plus the expected file size and PDF version","0","lead_console_and_file_identity_review","reporting only; source build PDF log and mathematical content unchanged","the short-path query proves 78 pages/484479 bytes and the PDF SHA remains 707D851ECCB0B663A4347F9EB876D2157F36FED1C5D9B18794CAAE04FA671A6C","operationally_corrected_before_admission","none_same_pdf"
"FAC-SELF-0212","blind_comparator_spreadsheet_workflow_locator","FAC comparator nos1-79","required spreadsheet skill locator","first spreadsheet-skill read attempt","stale_versioned_skill_path","the catalogued version path spreadsheets/26.801.11242 did not exist locally and the required workflow read failed before comparator generation","enumerated the installed skill roots and read spreadsheets/26.802.11031/skills/spreadsheets/SKILL.md in full before validating the CSV evidence","0","lead_tooling_path_failure_review","tooling workflow only; no FAC source comparator evidence build or mathematical content changed","installed workflow and its required API/style/scientific-research references were read before CSV verification","operationally_corrected_before_admission","none_failed_read"
"FAC-SELF-0213","blind_comparator_finding_locator_query","FAC-BLIND high-triage tranche","lead read-only comparator locator query","first batched Select-String reporting command","read_only_powershell_foreach_pipeline_syntax","the command piped directly from a foreach statement and PowerShell rejected an empty pipe element before running the locator queries","assigned the foreach output to an explicit results variable and then formatted that variable","0","lead_console_failure_review","reporting only; no FAC source CSV comparator evidence or mathematical content changed","corrected query returned exact external and Codex locators used in the append-only findings ledger","operationally_corrected_before_admission","none_read_only_query"
"FAC-SELF-0214","blind_comparator_high_triage_validator_r1","FAC-BLIND high-triage tranche","controls/validate_blind_translation_comparator_high_triage.ps1","first validator execution","powershell_variable_interpolation_parse_failure","a diagnostic string placed a colon immediately after $materialCountSum and PowerShell parsed it as an invalid scoped-variable token; no validator statement executed","delimited the variable as ${materialCountSum} and reran the no-overwrite validator","0","lead_validator_parse_failure_review","validator diagnostics only; no source CSV decision build or mathematical content changed","corrected validator reports PASS_HIGH_TRIAGE_11_OF_11__CODEX_CHANGE_REQUIRED_0 with errors empty","operationally_corrected_before_admission","none_parse_time_failure"
"FAC-SELF-0215","blind_comparator_medium_batch02_locator_query","FAC-BLIND medium tranche","lead read-only progress-locator query","first five-unit locator summary command","read_only_powershell_foreach_pipeline_syntax","the command piped directly from a foreach statement and PowerShell rejected an empty pipe element before producing the locator table","collected the foreach results in an explicit array and piped that array only after the loop","0","lead_console_failure_review","reporting only; no FAC source CSV comparator evidence build or mathematical content changed","corrected query returned the exact French physical printed Codex and external locators used for batch02","operationally_corrected_before_admission","none_read_only_query"
"FAC-SELF-0216","blind_comparator_medium_batch04_french_locator_query","FAC-BLIND medium tranche","lead read-only corrected-French locator query","first batch04 French-path lookup","stale_shortened_french_workpass_path","the read-only query used <LOCAL_SHORT_PATH>\french_corrected_workpass\source\fac_body.tex, which does not exist, instead of the live no-overwrite directory name","enumerated fac_body.tex under the mapped FAC root and reran the bounded query against <LOCAL_SHORT_PATH>\french_source_corrected_workpass\source\fac_body.tex","0","lead_console_path_failure_review","reporting only; no French or English source comparator CSV build or mathematical content changed","the corrected query returned exact French lines for all batch04 findings before admission","operationally_corrected_before_admission","none_read_only_query"
"FAC-SELF-0217","blind_comparator_methodology_package_privacy_preflight","FAC-BLIND completed tranche","lead read-only privacy-pattern query","first privacy-preflight summary command","powershell_foreach_pipeline_syntax","the command piped directly from a foreach statement and PowerShell rejected an empty pipe element before returning counts","collected the foreach results in an explicit array and piped that array after the loop","0","lead_console_failure_review","privacy-preflight reporting only; no source comparator CSV build or mathematical content changed","corrected command returned zero pattern hits for LOGBOOK and methodology evidence and isolated one private download path in the comparison control","operationally_corrected_before_admission","none_read_only_query"
"FAC-SELF-0218","blind_comparator_methodology_package_assembly_r1","FAC-BLIND completed tranche","06_publication_candidates/FAC_Accidental_Blind_Comparator_Methodology_Evidence_20260803_r1","initial package-directory creation","powershell_new_item_literalpath_unsupported_and_copy_destination_collision","New-Item was called with unsupported -LiteralPath so the directory was not created; later Copy-Item calls treated the intended directory name as a file destination and successively replaced that task-owned target file, leaving only a 2296-byte copy of the dual-DOI control at the target path","verified the target file identity; moved it without deletion to the adjacent FAILED_PATH_COLLISION_CONTROL_COPY.md adverse-history artifact; created the intended directory with New-Item -Path; restarted package assembly from frozen source evidence","0","lead_package_path_identity_check","new task-owned package target only; frozen FAC sources, comparator evidence, logbooks, and lane controls were not mutated","preserved artifact is 2296 B SHA BFA1E3A3EDA94E8C3425BAE50C842610A47D508FB260BF761BA3206883012679; intended package path now resolves to a directory before any restarted copy","operationally_corrected_before_admission","FAC_Accidental_Blind_Comparator_Methodology_Evidence_20260803_r1_FAILED_PATH_COLLISION_CONTROL_COPY.md"
"FAC-SELF-0219","blind_comparator_methodology_package_pre_manifest_validation_r1","FAC-BLIND completed tranche","lead read-only package validator","first pre-manifest validation run","powershell_property_count_vector_and_literal_check_mismatch","the validator used $row.PSObject.Properties.Count, which expanded to a vector of per-property 1 values and falsely marked every CSV nonrectangular; it also searched for the literal phrase not redistributed while the rights file says does not redistribute","counted @($row.PSObject.Properties.Name).Count and matched the exact rights-file wording before rerunning the validator","0","lead_validator_logic_review","validation diagnostics only; no FAC source comparator evidence CSV package file or mathematical content changed","corrected validator returns PASS with exact row counts reference closure privacy0 and external-full-files0","operationally_corrected_before_admission","none_false_fail_validation"
"FAC-SELF-0220","complete_reference_v2_preflight_r1","FAC complete-reader reference-v2 preflight","english_complete_reference_v2_successor_20260803_r1/controls/REFERENCE_PREFLIGHT_VALIDATION.json","structural_declaration_candidates","structural_declaration_regex_omitted_terminal_punctuation","the first generator required the closing brace immediately after a declaration keyword or number; FAC declarations such as \\textsc{Proposition 1.}, \\textsc{Corollary.}, and \\textsc{Remarks.} therefore produced a false count of zero while the validator still reported PASS_PREFLIGHT_INVENTORY","preserved the false PASS byte-for-byte; extended the detector to accept the printed terminal period, plural Remarks, and bis/ter forms; made a positive structural count a mandatory PASS condition; regenerate every preflight ledger from unchanged source","0","lead_source_syntax_review_and_rg_declaration_sample","reference-preflight controls and generator logic only; no English translation, French source, mathematics, label, hyperlink, or PDF changed","superseded validation preserved as REFERENCE_PREFLIGHT_VALIDATION_SUPERSEDED_R1_FALSE_PASS.json, 1967 B, SHA C200890AB8C57DE5229AA8572C57F1C12D1BF5D02D0BD5BB9C0C151DF4232BB3; corrected R2 must report a nonzero structural count before admission","operationally_corrected_before_admission","REFERENCE_PREFLIGHT_VALIDATION_SUPERSEDED_R1_FALSE_PASS.json"
"FAC-SELF-0221","post_crash_reference_v2_resume","FAC complete-reader reference-v2 successor","english_complete_reference_v2_successor_20260803_r1/STATUS.md and LOGBOOK.md","stale F drive alias after reboot","environmental_drive_alias_loss","the working controls used the temporary F drive alias and the first post-crash read-only rg command failed because the reboot removed that alias","located the unchanged underlying project under its canonical interlanguage path; changed new successor controls to relative paths; continue only against the canonical directory","0","lead_filesystem_drive_and_rg_files_search","new reference-successor control paths only; no English or French source, mathematics, reference layer, PDF, or parent evidence changed","canonical successor and all 81 source files found under serre_fac_english_source_aligned_successor_20260802_r1; failed rg exited before reading or writing source","operationally_corrected_before_first_source_edit","none_read_only_command"
"FAC-SELF-0222","complete_reference_v2_batch01_build_r1","FAC complete-reader reference-v2 successor","english_complete_reference_v2_successor_20260803_r1/source/$build","first three-pass build wrapper","native_argument_interpolation_and_pipeline_exit_capture","the wrapper passed -output-directory=$build to XeLaTeX without quoting the interpolated native argument, so MiKTeX created a literal source/$build directory; the Tee-Object pipeline also left a misleading zero shell status while the expected build directory had no PDF","preserved the literal source/$build output and r1 console logs as adverse history; exclude them from every active manifest; rerun in a new r2 build directory with a double-quoted output-directory argument and capture the native exit code immediately without a pipeline","0","lead_expected_output_identity_and_console_tail_review","build harness and non-adjudicative generated output only; the 81-file active source and all English/French mathematical content remain unchanged by this correction","r1 console states the PDF was written under literal source/$build; expected r1 build directory contains console logs only; r2 must require exit0 and expected PDF/log identities on every pass","operationally_corrected_before_build_admission","source/$build and build/checkpoint_reference_batch01_nos1_17_r1"
"FAC-SELF-0223","complete_reference_v2_batch01_visible_text_invariance","FAC no.15 Proposition 9 proof","english_complete_reference_v2_successor_20260803_r1/source/components/013_I_2_15_coherent_sheaves_of_rings.tex","phrase Propositions 5 and 6","hyperlink_wrapper_split_changed_tilde_spacing","the first link wrapper rendered the second target as an isolated visible ~6 after an ordinary source space, so canonical unwrapping yielded Propositions~5 and ~6 instead of the admitted Propositions~5 and~6","moved the conjunction into the second link's visible text: first link Propositions~5, second link and~6; canonical unwrapping now reproduces the admitted phrase exactly","1","lead_whitespace_normalized_source_invariance_diff","single reference wrapper in no.15 only; no translation wording, French source, mathematical assertion, target identity, or other component changed","rerun whole 80-component reference-markup-stripped source comparison and require zero token mismatches; rebuild in no-overwrite r3","operationally_corrected_before_batch_admission","build/checkpoint_reference_batch01_nos1_17_r2"
"FAC-SELF-0224","complete_reference_v2_batch01_layout_render_r3","FAC reference batch01 rendered QA","english_complete_reference_v2_successor_20260803_r1/qa/batch01_layout_r3","first selected-page Poppler render","pdftoppm_wrapper_resolution_failure","Get-Command selected the bundled pdftoppm.cmd override; invoking that wrapper returned Windows path-not-found before rendering page 3","preserved the empty r3 QA directory; select the exact bundled native Poppler pdftoppm.exe path and render into a new no-overwrite r4 QA directory","0","lead_renderer_exit_code_and_output_directory_check","render harness only; no FAC source, English/French content, link, PDF, or admitted build changed","r3 directory contains zero rendered files; r4 must require every requested page PNG and a contact-sheet hash before visual review","operationally_corrected_before_visual_admission","qa/batch01_layout_r3"
"FAC-SELF-0225","complete_reference_v2_batch01_layout_render_r4","FAC reference batch01 rendered QA","english_complete_reference_v2_successor_20260803_r1/qa/batch01_layout_r4","native Poppler selected-page render","native_poppler_long_input_path_open_failure","the exact bundled native pdftoppm.exe started but could not open the deeply nested r3 PDF path and exited 1 before rendering page 3","preserved the empty r4 QA directory; copy the already-hashed PDF byte-for-byte to a short task-specific temporary path, verify its SHA, and render that identical byte stream into a new r5 QA directory","0","lead_renderer_stderr_exit_and_pdf_identity_review","render transport path only; no FAC source, English/French content, link, PDF bytes, or admitted build changed","r4 directory contains zero rendered files; temporary PDF must match SHA 54139685640A67DA431EE28D4C808F701B9321C2C95074D9D1BC60691988CA81 before rendering","operationally_corrected_before_visual_admission","qa/batch01_layout_r4"
"FAC-SELF-0226","complete_reference_v2_batch02_scoped_search_control","FAC reference batch02 preparation","read-only search command before batch02 inventory regeneration","search root selection","overbroad_recursive_workspace_search","a search for the prior inventory generator was launched across the broader interlanguage and Codex trees instead of the exact FAC successor/control directories; it timed out after 23.8 seconds and caused avoidable disk I/O on a machine with known crash sensitivity","terminated by timeout with no writes; permanently restrict FAC searches to an explicitly named FAC root or smaller directory and never run global Documents/workspace searches","0","lead_command_scope_and_timeout_review","operational search only; no English/French source, formula, link, PDF, or evidence artifact was changed","command exited 124; no background process remained; subsequent searches are confined to the exact FAC successor or named control paths","operationally_corrected_and_banned","none_read_only_command"
"FAC-SELF-0227","complete_reference_v2_batch02_artifact_validation_r1","FAC reference batch02 decision ledger","english_complete_reference_v2_successor_20260803_r1/controls/scripts/generate_batch02_decisions.mjs","first artifact-tool import","node_esm_node_path_import_failure","the first ESM validator invocation tried to import @oai/artifact-tool through NODE_PATH, which ESM does not consult, and stopped before validating the CSV","resolved and imported the exact bundled artifact-tool module by file URL, then reran the unchanged 89-row ledger through the artifact runtime","0","lead_validator_exception_and_module_resolution_review","validator harness only; no FAC source, English/French wording, formula, reference decision, PDF, or CSV row changed","artifact validation returns 89 data rows, 14 columns, formula cells 0, formula-error matches 0; batch decision validation is PASS/errors[]","operationally_corrected_before_admission","none_failed_validator_invocation"
"FAC-SELF-0228","complete_reference_v2_batch02_page25_visual_review","FAC no.29 Remarks","english_complete_reference_v2_successor_20260803_r1/source/components/027_I_4_29_applications.tex","PDF page25; source lines148-150","scaled_preview_false_positive_and_reverted_noop_edit","a scaled preview was initially misread as placing remark (2) inline after remark (1), and a temporary explicit \\par was inserted before the second item","original-detail inspection showed the second item already begins on its own line; the test PNG was byte-identical to the admitted r1 page25; removed the ineffective \\par and restored the component exactly","0","lead_original_detail_render_and_sha_comparison","component027 only during an unadmitted experiment; no translation, formula, target, edge, French layer, or admitted PDF changed","current component SHA B55CFFA282F0909E363663ABA3B226D48E9F080806EA9E8E536056D2758EC33D exactly matches ACTIVE_SOURCE_SHA256.csv; r1 and test page25 PNG SHA are both 1A6372973CCF6227BDC21539998E488D908ED5534E2A8BDCD7D00A588BDAB751","reverted_before_admission","build/checkpoint_reference_batch02_nos18_29_r2_layout_fix"
"FAC-SELF-0229","complete_reference_v2_batch02_page25_render_r2","FAC reference batch02 rendered QA","english_complete_reference_v2_successor_20260803_r1/qa/batch02_layout_r2_page25_fix","first corrected-page Poppler render","native_poppler_long_output_path_write_failure","native Poppler read the short-path PDF but could not write page-25.png directly to the deeply nested QA output path","preserved the failed r2 QA directory; rendered to a short task-specific temporary directory and copied the exact PNG into the new r3 QA directory","0","lead_renderer_exit_and_stderr_review","render transport only; no FAC source, English/French content, link, PDF bytes, or admitted evidence changed","r2 contains only the 299-byte Poppler error; r3 render exits0 with empty stderr and page25 PNG SHA 1A6372973CCF6227BDC21539998E488D908ED5534E2A8BDCD7D00A588BDAB751","operationally_corrected_before_visual_admission","qa/batch02_layout_r2_page25_fix"
"FAC-SELF-0230","complete_reference_v2_batch02_exact_replay_r1","FAC reference batch02 checkpoint validator","read-only PowerShell replay command","first interpolation of formula-safety error text","powershell_colon_variable_parse_error","the first replay command interpolated $n immediately before a colon inside a double-quoted string, so PowerShell rejected the command at parse time before reading or validating any artifact","delimited the variable as ${n}, reran the same exact scoped replay, and obtained 81/81 source-manifest closure, five CSV schema/formula checks, parsed validation JSON, exact count partition, and zero errors","0","lead_shell_parser_error_and_corrected_replay","read-only checkpoint validation command only; no FAC source, control, PDF, logbook, or evidence artifact changed during the failed invocation","corrected replay reports manifest_rows81, csv_files_checked5, validation JSON 3734 B SHA 667F24F475E695E2653A4933AB5A3ECEC304F90F416AF62C40545D82E6FA3839, errors empty","operationally_corrected_before_checkpoint_freeze","none_parse_time_command"
"FAC-SELF-0231","complete_reference_v2_batch02_status_update","FAC reference continuation cursor","english_complete_reference_v2_successor_20260803_r1/STATUS.md","next component filename","unverified_filename_guess","the first status edit named component028 as 028_II_1_30_support_of_a_section.tex without checking the exact disk filename","checked the exact scoped components directory and corrected the cursor to 028_II_1_30_spaces_condition_A.tex before using it or reporting the checkpoint","1","lead_exact_directory_identity_check","status locator only; no FAC source, English/French wording, formula, reference decision, PDF, or checkpoint validation changed","Get-ChildItem on the exact components directory returns one 028 file, 028_II_1_30_spaces_condition_A.tex, 4880 bytes; STATUS now names it exactly","operationally_corrected_before_continuation","none_transient_status_text"
"FAC-SELF-0232","complete_reference_v2_batch03_label_sample_read","FAC reference batch03 preparation","read-only PowerShell label sample command","first filename-and-line output template","repeated_powershell_colon_variable_parse_error","a read-only sample command again placed $n immediately before a colon inside a double-quoted string, despite FAC-SELF-0230; PowerShell rejected it at parse time","delimited the variable as $($n), reran only against three explicitly named FAC component files, and obtained the intended label/link sample","0","lead_shell_parser_error_and_corrected_scoped_read","read-only three-file inspection only; no FAC source, control, PDF, logbook, or evidence artifact changed during the failed invocation","corrected command exited0 and read only components016,017,027; no background process was started","operationally_corrected_and_template_banned","none_parse_time_command"
"FAC-SELF-0233","complete_reference_v2_batch03_components028_035","FAC reference batch03 partial edit","english_complete_reference_v2_successor_20260803_r1/source/components/028_II_1_30_spaces_condition_A.tex through 035_II_2_37_sheaf_of_local_rings.tex","user-reported PC crash immediately after partial batch edit","crash_timing_record_cause_unestablished","the user reported that the PC was killed after the last action; the last action was one apply_patch adding reference-only labels and hyperlinks to components032-035, preceded by the analogous patch to028-031 and small exact-file reads; no compile OCR search agent or background process was active","stopped immediately, made no further filesystem or compute changes, reported the exact partial boundary, marked the goal blocked after the sustained pause, and resumed only after explicit user release; future FAC work is serialized to one small edit or process at a time","0","user_report_plus_lead_exact_action_timeline","operational safety and partial reference batch only; crash causation is explicitly unclaimed; components028-035 remain provisional and unbuilt, components036-039 were read-only","post-stop turns made no artifact changes; user explicitly resumed on 2026-08-03; standing controls now prohibit parallel reads, broad searches, background work, and unnecessary builds","operationally_paused_then_resumed_under_low_resource_protocol","batch03_partial_components028_035_unbuilt"
"FAC-SELF-0234","complete_reference_v2_batch03_resume_log_patch_r1","FAC logbook resume record","combined apply_patch for ledger and two logbooks","first combined patch context","stale_expected_logbook_context","the first combined patch expected a successor-logbook sentence that was not byte-exact in the current file, so apply_patch rejected the entire patch before writing","confirmed no row or logbook paragraph was added, split the operation into one exact file at a time, and retained this rejection as adverse operational history","0","apply_patch_context_verification_failure","task-owned ledgers and logbooks only; no FAC source, English/French content, reference markup, build, or PDF changed","apply_patch returned verification failed; ledger still ended at FAC-SELF-0231 before the corrected single-file append","operationally_corrected_before_record_admission","none_rejected_atomic_patch"
"FAC-SELF-0235","complete_reference_v2_batch04_build_r1","FAC Batch-04 build output","english_complete_reference_v2_successor_20260803_r1/source/$build","first Batch-04 build invocation","literal_unexpanded_build_token","the first build command passed an uninterpolated output-directory token and created a literal source/$build subtree","preserved the subtree as excluded adverse history and rebuilt in build/reference_batch04_nos38_46_r2 with an explicit output path","0","lead_output_directory_identity_check","build scratch only; active source manifest and all packages exclude the literal subtree","active manifest enumerates only one master plus 80 components; corrected build converged with diagnostics zero","operationally_corrected_before_batch_admission","source/$build"
"FAC-SELF-0236","complete_reference_v2_batch04_selected_render_r1","FAC Batch-04 visual replay","qa/batch04_layout_r1","selected pages 33-40","poppler_render_transport_failure","the first selected-page Poppler invocation exited 3 and produced no PNG","preserved the failed attempt and later rendered the same source-invariant page range from a hash-verified short-path PDF copy","0","lead_renderer_exit_and_output_count_check","render transport only; no source, PDF, link, or mathematical content changed","deferred eight-page review PASS is recorded in REFERENCE_BATCH04_VISUAL_REPLAY_ADDENDUM.json","operationally_corrected_append_only","qa/batch04_layout_r1"
"FAC-SELF-0237","complete_reference_v2_batch05_visible_invariance","FAC no.47 and no.49 compound references","english_complete_reference_v2_successor_20260803_r1/source/components/045_III_1_47_projective_spaces.tex;049_III_2_51_local_properties.tex","phrases Theorems 1 and 5; Lemmas 3 and 4","nonbreaking_space_wrapper_split","the first split hyperlinks yielded reference-free TeX with an ordinary space before the conjunction rather than the admitted nonbreaking-space sequence","wrapped the exact visible units and~5 and and~4 so brace-aware reference removal reproduces the admitted source exactly","2","lead_strict_visible_source_invariance","two reference wrappers only; wording, targets, formulas, and French source unchanged","80/80 strict reference-free components match; mismatches zero","corrected_before_batch_admission","none_unadmitted_source_state"
"FAC-SELF-0238","complete_reference_v2_batch05_build_r1","FAC Batch-05 build output","english_complete_reference_v2_successor_20260803_r1/source/$buildDir","first Batch-05 build invocation","literal_unexpanded_build_token","the first command again passed a literal $buildDir output token and wrote scratch under the excluded source subtree","preserved the scratch as adverse history; used an explicit argument array and rebuilt in build/reference_batch05_nos47_55_r2","0","lead_output_directory_identity_check","build scratch only; no source/reference/PDF decision changed","active source manifest excludes the literal subtree and corrected three-pass build converged","operationally_corrected_before_batch_admission","source/$buildDir"
"FAC-SELF-0239","complete_reference_v2_batch05_render_r1","FAC Batch-05 rendered QA","qa/batch05_layout_r1","bundled Poppler wrapper and long canonical path","render_wrapper_and_long_path_transport_failure","the bundled command wrapper resolved to a missing Poppler location and the long canonical input path was not rendered","proved a short-path copy byte-identical to the admitted PDF and invoked the exact native Poppler executable","0","lead_tool_path_exit_and_hash_review","render transport only; active PDF/source bytes unchanged","pages 33-50 rendered and reviewed; short copy hash equaled canonical PDF","operationally_corrected_before_visual_admission","none_failed_render_invocation"
"FAC-SELF-0240","complete_reference_v2_batch06_source_and_invariance","FAC nos.56-65 reference-only edit","english_complete_reference_v2_successor_20260803_r1/source/components/054_III_2_56_graded_modules.tex through 063_III_3_65_applications.tex","combined patch; strict style boundaries","patch_context_rejection_and_style_boundary_drift","the first combined patch was atomically rejected on one unmatched context; a later invariance replay found three hyperlinks had split existing textit groups despite identical rendered wording","reapplied small exact-file patches and moved links inside the original style groups, linking TF separately where the source places it outside italics","3","apply_patch_atomic_failure_plus_lead_strict_invariance","reference markup only; words, punctuation, mathematics, and rendered italics unchanged","renewed 80-component brace-aware replay exact; rejected patch changed zero bytes","corrected_before_batch_admission","none_rejected_patch_and_unadmitted_style_state"
"FAC-SELF-0241","complete_reference_v2_batch07_decision_replay","FAC Batch-06 and Batch-07 decision coordinates","controls/REFERENCE_BATCH06_DECISIONS.csv;controls/REFERENCE_BATCH07_DECISIONS.csv","repeated phrase-target occurrences","repeated_occurrence_coordinate_ambiguity","the R1 decision generator keyed repeated links by target, visible phrase, and occurrence count and could select a later identical occurrence","superseded R1 ledgers with prefix-SHA anchored R2 ledgers; two Batch-07 item coordinates moved from lines 87-88 to the actual inserted items at lines 37 and 42","2","lead_generator_model_replay","machine coordinates only; TeX, target choice, PDF, and mathematical content unchanged","R2 anchors are unique/nonblank and replay every decision at the exact source prefix","ledger_corrected_append_only","controls/REFERENCE_BATCH06_DECISIONS.csv;controls/REFERENCE_BATCH07_DECISIONS.csv"
"FAC-SELF-0242","complete_reference_v2_batch07_render_r1","FAC Batch-07 rendered QA","qa/batch07_layout_r1","canonical long-path PDF","native_poppler_long_input_path_open_failure","direct native Poppler could not open the long canonical Batch-07 path and produced zero images","proved a bounded short-path copy hash-identical, rendered pages 59-69, and retained the project QA images","0","lead_renderer_exit_and_hash_review","render transport only; source, PDF, links, and mathematics unchanged","11 requested pages rendered and lead-reviewed PASS","operationally_corrected_before_visual_admission","none_failed_long_path_invocation"
"FAC-SELF-0243","complete_reference_v2_batch08_source_edit","FAC nos.74-81 patch","source/components/072_III_5_74_vanishing_negative_twists.tex through 080_paris_and_bibliography.tex","first combined patch","guessed_context_rejected","the first combined patch contained one guessed no.77 context that did not match the actual source, so apply_patch rejected the operation atomically","read the exact bounded components and reapplied only file-specific reference edits","0","apply_patch_context_verification_failure","no source or evidence byte changed in the rejected attempt","subsequent small patches passed 80/80 visible invariance and the Batch-08 build/visual gates","operationally_corrected_before_batch_admission","none_rejected_atomic_patch"
"FAC-SELF-0244","complete_reference_v2_batch08_visible_invariance_r1","FAC 80-component visible-source validator","controls/REFERENCE_BATCH08_VISIBLE_TEXT_VALIDATION_FULL.json","first 30-second run","validator_timeout_before_result","the first whole-corpus invariance run reached its process limit before producing an admitted report","reran the identical bounded validator with a 90-second allowance","0","lead_process_exit_and_output_check","validator process only; no source/reference/PDF artifact changed","rerun checked 80/80 components with mismatches zero; admitted report SHA 1D348BBFC5918AF6E46F681836D1E9CEACA9845E93ED0BC9B5482811F9A4939D","operationally_corrected_before_batch_admission","none_timed_out_process"
