"priority","lane","primary_table","row_index","target_language_or_access_target","source_title","source_url","missing_fields","recommended_action","non_claim_boundary"
"P1_provenance_field_gap","noether-romance-source-evidence-draft-lane","noether-romance-source-evidence-draft-lane/outputs/NOETHER_ROMANCE_SOURCE_CANON_WITNESS_TABLE_REQUIRED_SHAPE_20260704.csv","25","Spanish","Spanish PDF live URL/license gap","","source_url; sha256_or_other_hash","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-romance-source-evidence-draft-lane","noether-romance-source-evidence-draft-lane/outputs/NOETHER_ROMANCE_SOURCE_CANON_WITNESS_TABLE_REQUIRED_SHAPE_20260704.csv","26","Spanish","Spanish repository license gap","https://github.com/alexey-beshenov/notas-san-salvador","sha256_or_other_hash","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","1","Interslavic/Panslavic","Interslavic Algebra Wikimedia/Incubator web-text candidate","https://incubator.wikimedia.org/wiki/Wp/isv/Algebra ; https://incubator.wikimedia.org/wiki/Wp/isv/Algebra?action=raw","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","2","Belarusian","Elementarnaja matematyka BNT 1922 via Slounik.org","https://slounik.org/bnt01/","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","3","Belarusian","Radyno et al. Russko-belorusskij matematicheskij slovar 1993 PDF full source witness","https://files.knihi.com/Knihi/sum/RUS-BEL-mat.1993.pdf ; https://knihi.com/none/Russko-bielorusskij_matiematicieskij_slovar.html ; https://knihi-online.com/russko-bielorusskij-matiematicieskij-slovar.html ; https://knihi-online.com/russko-bielorusskij-matiematicieskij-slovar.html?page=2 ; https://knihi-online.com/russko-bielorusskij-matiematicieskij-slovar.html?page=10 ; https://library.bntu.by/wp-content/uploads/2023/02/spisok.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","4","Bosnian","Algebra za kompjuterske nauke PMF UNSA syllabus and literature controls","https://math.pmf.unsa.ba/wp-content/uploads/2021/04/Algebra-za-kompjuterske-nauke.pdf ; https://pmf.unsa.ba/wp-content/uploads/2021/10/Lietartura-za-predmete-na-Odsjeku-za-matematiku.pdf ; https://pmf.unsa.ba/wp-content/uploads/2023/09/Obavezna-literatura-matematika.pdf ; https://math.pmf.unsa.ba/eng/wp-content/uploads/2021/05/Novi-prijedlog-nastavni-program-_Matematika_2009_I-ciklus.pdf ; https://plus-legacy.cobiss.net/cobiss/bh/en/bib/23757574","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","5","Bulgarian","Sample problems on rings, Applied Math","https://store.fmi.uni-sofia.bg/fmi/algebra/syllabuses/va1/Sample_Problems_Rings_ApplMath_2011.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","6","Bulgarian","Prasteni osnovni ponyatiya","https://store.fmi.uni-sofia.bg/fmi/algebra/lect_notes_nenov/07.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","7","Croatian","Algebarske strukture","https://algprof.math.hr/wp-content/uploads/2025/03/AS-2024.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","8","Croatian","Prsteni","https://mapmf.pmfst.unist.hr/~skresic/Algebra/Prezentacije/Prsteni.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","9","Macedonian","Matematicki leksikon UKIM Skopje 2021","https://ukim.edu.mk/wp-content/uploads/2025/06/matematicki_leksikon.pdf ; https://ukim.edu.mk/e-book/00015/","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","10","Macedonian","Algebarski n-arni strukturi UKIM PMF 2014/2016","https://ukim.edu.mk/wp-content/uploads/2025/06/algebarski_n-arni_strukturi.pdf ; https://ukim.edu.mk/studii/izdavachka-dejnost-02/e-knigi/","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","11","Montenegrin","Teorija kodiranja i konacna polja, UCG/PMF Podgorica 2017","https://vladimirbozovic.net/univerzitet/bozovic/wp-content/uploads/2018/09/Teorija-kodiranja-i-kona%C4%8Dna-polja-v2.pdf ; https://www.ucg.ac.me/SP_ECTS.php?oz_del=7&sif_del=1&sif_mat=2","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","12","Serbian","Algebra I predavanja 9","https://poincare.matf.bg.ac.rs/~zoran.petrovic/Algebra%28I%29-predavanja_9.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","13","Slovenian","Komutativna algebra 2004/05: zakljucne naloge","https://users.fmf.uni-lj.si/kosir/poucevanje/0405/komalg-dnzak.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","14","Slovenian","Uvod v algebro","https://users.fmf.uni-lj.si/bresar/documents/UvodVAlgebro2018.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","15","Czech","Ucebni text Algebra 2020/21","https://karlin.mff.cuni.cz/~kala/2021alg/algebra21.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","16","Czech","Czech thesis reference using nekomutativni teleso","https://dspace.cuni.cz/bitstream/handle/20.500.11956/75721/BPTX_2014_1_11320_0_348573_0_141241.pdf?sequence=1","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","17","Czech","Vyznacne prvky grupovych okruhu","https://dspace.cuni.cz/bitstream/handle/20.500.11956/127526/120389931.pdf?sequence=1","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","18","Czech","Telesa, pole terminology note","https://www.karlin.mff.cuni.cz/~becvar/LA-dotaz3.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","19","Czech","Komutativni okruhy: Teorie teles a jeji aplikace","https://www.karlin.mff.cuni.cz/~ruzicka/komalg/telesa.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","20","Czech","Algebra 2: Rozkladove teleso","https://www.karlin.mff.cuni.cz/~stovicek/dl/19-20-ls/algebra2_04052020.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","21","Polish","Algebra z geometria: pierscienie, ciala i homomorfizmy","https://www.impan.pl/~pmh/teach/algebra/lectures/lecture3.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","22","Polish","Algebra 2","https://www.mimuw.edu.pl/~aboj/algebra2/algebra_2.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","23","Polish","Polgrupa klas sprzezonosci idealow lewostronnych algebry lacznej","https://mimuw.edu.pl/~amecel/prezentacja_Mecel.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","24","Polish","MIMUW forms notes with nieprzemienne cialo kwaternionow","https://www.mimuw.edu.pl/~torunczy/GAL/09-10/Sem2/VII.KW.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","25","Polish","Algebra I","https://slawomir-cynk.u.matinf.uj.edu.pl/images/videos/AlgebraI.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","26","Polish","Algebra II: Pierscienie","https://ii.uni.wroc.pl/~kosciels/algebra/pliki/alg2-03.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","27","Slovak","Abstraktna algebra ucebnica","https://elea.sk/assets/abstraktna-algebra-ucebnica.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","28","Sorbian Lower","Terminologija za pśedmjat matematika, Lower Sorbian/WITAJ bibliography","https://www.yumpu.com/de/document/view/23246157/pdf-2569-kb-witaj-sprachzentrums","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","29","Sorbian Upper","Terminologija za predmjet matematika / Terminologie fuer das Fach Mathematik","https://domowina-verlag.de/assets/pdf/34_LND_Lieferbare-Literatur_2022.pdf ; https://slavistik-portal.de/en/datenpool/sorbib-db.html?autor=Ku%C5%A1kec%2C+Lucija ; https://www.serbski-institut.de/wp-content/uploads/2022/02/Z%CC%8Co%CC%81rla-hornjoserbskeho-tekstoweho-korpusa.pdf","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
"P1_provenance_field_gap","noether-slavic-canonical-baseline","noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","30","Bosnian","Algebra za kompjuterske nauke: grupa, prsten, polje, third-party Scribd mirror lead","https://www.scribd.com/document/696217010/Osnove-Opce-Algebre-Sa-Primjenama-Knjiga","evidence_tier; source_type; sha256_or_other_hash; gap_or_blocker_note","populate missing fields or explicitly mark as unavailable/gap in a required-shape source-canon witness sidecar; do not infer approval/license/review from population","row-population gap only; no translation, term promotion, native review, canonical approval, blanket license clearance, gate promotion, completion claim, or Git push"
