route_key,rows_routed,package,lang_hint,file,window,use_boundary
princip,1,expanded_non_slavic,es,sources/cjk_zh_ja/Interlanguage_LaTeX_SourceBodies_CJK_ZH_JA_20260704/sources/zh_AlJabr_1_r7_copy/AlJabr-1-master/chapter1.tex,"$ On $ 为序数构成的类. {$ On $} compactitem 对序数定义 $ < $ 当且仅当 $ $, 则这定义了 $ On $ 上的一个全序, 而且对任意序数 $ $ 都有 $ = \{ : < \}$. 若 $C$ 是一个由序数构成的类, $C $, 则 $ C := C$ 也是序数, 而且 $ C C$; 我们有 $ \{ \} = \{ : > \}$. 若 $S$ 是一个由序数构成的集合, $S $, 则 $ S := S$ 也是序数. compactitem theorem 由此可知 $ < $ 蕴涵 $ $ 是 $ $ 的前段. 性质 $ = \{ : <",stem_hit_only_requires_context_review
transform,2,expanded_non_slavic,es,sources/cjk_zh_ja/Interlanguage_LaTeX_SourceBodies_CJK_ZH_JA_20260704/sources/zh_AlJabr_1_r7_copy/AlJabr-1-master/chapter2.tex,"nter); (x.center) to [out=30, in=-120] (y.center); (x.center) to [out=45, in=-160] (y.center); (x.center) to [out=50, in=-240, edge node={node[above] {$f'$}}]++(5, 1) to [out=-60, in=-170] (y.center); tikzpicture center 空间 $X$ 的基本广群 $ _1(X)$ 定义为如下范畴, 其对象是 $X$ 中的点, 对任意 $x,y X$, 态射集 $ (x,y)$ 定义为所有从 $x$ 到 $y$ 的道路类; 态射的合成定义为道路类的合成, 而恒等态射 $ _x$ 由静止道路 $ t, \; _x(t) = x$ 表之.",stem_hit_only_requires_context_review
integral,4,expanded_non_slavic,es,sources/cjk_zh_ja/Interlanguage_LaTeX_SourceBodies_CJK_ZH_JA_20260704/sources/zh_AlJabr_1_r7_copy/AlJabr-1-master/chapter5.tex,"prop:quotient-ring-univ-prop 设 $I R$ 为双边理想, 则对任意环同态 $ : R R'$ 满足 $ (I)=0$ 者, 存在唯一的同态 $ \varphi : R/I R'$ 使得下图交换. \[ tikzcd [row sep=small] R & R' \\ R/I & tikzcd \] proposition proposition prop:1st-homomorphism-ring 设 $ : R R'$ 为环同态, 则 $ ( ) := ^{-1}(0)$ 是 $R$ 的双边理想, 且诱导同态 $ \varphi : (R/I) ( )$ 是环同构. proposition 接着观察到对任意环同态 $ : R_1 R_2$",stem_hit_only_requires_context_review
princip,1,expanded_non_slavic,es,sources/cjk_zh_ja/Interlanguage_LaTeX_SourceBodies_CJK_ZH_JA_20260704/sources/zh_AlJabr_1_r7_copy/AlJabr-1-master/chapter5.tex,"n(x) n$ 而 $n(x) < n$, 我们有整系数首一多项式之间的整除关系 \[ _n(X) X^n - 1, _n(X) _{ d \mid n \\ d \nmid n(x) } _d(X) = X^n - 1 {X^{n(x)} - 1}; \] 上式也可以透过在 $ $ 上作分解来证明. 代值 $X q $ 以后可见 eqn:Wedderburn-little 中的 $q^n-1$ 及每一项 $ q^n - 1 {q^{n(x)} - 1}$ 都被 $ _n(q)$ 整除, 因而 $ _n(q) q-1$. 另一方面, 假若 $n>1$, 则对每个 $ ^ $ 中的 $n$ 次单位原根 $ $ 皆有 \[ tikzpicture [baseline=(O)] (0,0) cir",stem_hit_only_requires_context_review
integral,4,expanded_non_slavic,es,sources/cjk_zh_ja/Interlanguage_LaTeX_SourceBodies_CJK_ZH_JA_20260704/sources/zh_AlJabr_1_r7_copy/AlJabr-1-master/chapter7.tex,"空间上的双线性型. 典型例子是域 $ $ 上的 $n n$ 矩阵环 $M_n( )$. 实践中这类结构屡见不鲜, 称为域上的``代数''. 一般地说, 代数既可以看作是带有交换环 $R$ 的纯量乘法的环, 又能视为叠架在 $R$-模上的环结构; 后一视角在幺半范畴和辫结构的框架下有深远的推广. 除了代数的一般概念, 包括张量积和域变换等操作, 本章还涉及: compactenum 整性和有限性: 这些概念常见于域论和交换环论, 本章乘势予以一般的处理. 这方面一个重要且有趣的结果是 Frobenius 定理 prop:division-R-algebra , 它断言有限维可除 $ $-代数在同构意义下只有 $ , , H $ 三种. 张量代数和由之衍生的对称代数和外代数: 它们是微分几何学的基本工具, 也是线性代数学的自然延伸; 譬如用外代数能为",stem_hit_only_requires_context_review
determinant,1,expanded_non_slavic,es,sources/cjk_zh_ja/Interlanguage_LaTeX_SourceBodies_CJK_ZH_JA_20260704/sources/zh_AlJabr_1_r7_copy/AlJabr-1-master/chapter7.tex,")$ 左作用于 $ Mul (M, , M; A)$, 并回忆 $ S _n$ 由对换 $ _i := (i i+1)$ 生成, $1 i < n$ (引理 prop:S_n-generation ). compactitem 对于 $ Sym (M n; A)$, 定义可以改写为 $ i, \; _i B = B$, 或者进一步 $ S _n,\; B =B$. 这是对称多重线性映射的合理定义. 对于 $ Alt (M n; A)$, 参照先前推导 $ (M)$ 反交换的办法, 依样画葫芦地从 \[ B( , x+y, x+y, , ) = B( , x,x, ) = B( , y,y, ) = 0\] 导出 $B( , x,y, ) = -B( , y,x, )$,",stem_hit_only_requires_context_review
minimal,1,expanded_non_slavic,es,sources/cjk_zh_ja/Interlanguage_LaTeX_SourceBodies_CJK_ZH_JA_20260704/sources/zh_AlJabr_1_r7_copy/AlJabr-1-master/chapter7.tex,"$R[x]$ 的意义因而是直观的. 更一般地说, 对任意 $x,y, A$ 皆可考虑它们生成的子代数 $R[x,y, ]$, 不过一般只考虑它们两两交换的情形, 此时多项式的取值依然给出满同态 \[ ev _{(x,y, )}: R[X, Y, ] R[x,y, ]. \] 于是 $R[x,y, ]$ 总是交换的. definition [整性] def:integrality zhengyuan@整元 (integral element) 若对 $x A$ 存在 $n 1$ 与 $a_0, , a_{n-1} R$ 使得 equation eqn:integrality x^n + a_{n-1} x^{n-1} + + a_0 = 0 equation 则称 $x$ 在 $R$ 上是整的.",stem_hit_only_requires_context_review
minimal,1,expanded_non_slavic,es,sources/cjk_zh_ja/Interlanguage_LaTeX_SourceBodies_CJK_ZH_JA_20260704/sources/zh_AlJabr_1_r7_copy/AlJabr-1-master/chapter8.tex,"如是添元操作 $F F( , , )$ 是域论独具特色的手法. 设 $X$ 为复一维的光滑紧复流形, 它们作为实流形是二维的, 又称紧 Riemann 曲面. 全体 $X$ 上的亚纯函数构成 $X$ 的函数域 $ (X)$. 可证明紧 Riemann 曲面之间的满全纯映射 $f: X Y$ 透过亚纯函数的拉回诱导域嵌入 $f^*: (Y) (X)$. 域扩张 $ (X)| (Y)$ 的次数正好是 $f$ 在几何意义下的映射度. 当 $Y$ 取为复射影直线 $ P ^1$ 时, $ (Y)$ 等同于单变元有理函数域 $ (t)$, 它的有限扩域 $ (X)$ 则称为复代数函数域. 代数曲线论的一条基本定理断言: 函数域之间的 $ $-嵌入如实地反映了 Riemann 曲面之间所有非平凡的全纯映射. 由此可以约略体会 $ (X)$",stem_hit_only_requires_context_review
invariant,2,expanded_non_slavic,es,sources/cjk_zh_ja/Interlanguage_LaTeX_SourceBodies_CJK_ZH_JA_20260704/sources/zh_AlJabr_1_r7_copy/AlJabr-1-master/chapter9.tex,"morphism 遂给出 $ _F(E, F ) = _F(E)$. proposition prop:Galois-order-degree 对有限 Galois 扩张 $E|F$ 恒有 $| (E|F)| = [E:F]$. proposition proof 上述讨论说明 $| _F(E, F )| = | (E|F)|$, 而可分性导致 $| _F(E, F )| = [E:F]_s = [E:F]$. proof 我们引进 Galois 理论中一对关键的操作. 对于任意扩张 $E|F$: enumerate 对 $ _F(E)$ 的子群 $H$, 定义其 不动域 为 $E^H := \{x E: H,\; (x)=x \}$, 易见 $E^H|F$ 是 $E|F$ 的子扩张; $E^H$",stem_hit_only_requires_context_review
special,2,expanded_non_slavic,es,sources/cjk_zh_ja/Interlanguage_LaTeX_SourceBodies_CJK_ZH_JA_20260704/sources/zh_AlJabr_2/AlJabr-2-master/chapter4.tex,"$ D $ 到 $ D '$ 的 三角函子 意谓带平移加性范畴之间的函子 $F: D D '$, 使得 $F$ 映好三角为好三角, 三角函子之间的态射则和定义 def:category-with-translation 相同; 由此可以定义何谓三角函子的拟逆. 若一对三角函子 $ tikzcd D & D ' tikzcd $ 互为拟逆, 则称其为 $ D $ 和 $ D '$ 之间的 等价 . definition 当 $( D , T)$ 为 $ $-线性时, 上述定义皆有相应的推广. remark bamiantigongli@八面体公理 (Octahedron Axiom) 按照定义 def:morphism-with-degree 的记法, 公理 (TR5) 可以改写成图表 \[ tikzcd [colum",stem_hit_only_requires_context_review
invariant,2,expanded_non_slavic,es,sources/cjk_zh_ja/Interlanguage_LaTeX_SourceBodies_CJK_ZH_JA_20260704/sources/zh_AlJabr_2/AlJabr-2-master/chapter6.tex,", , g_0)$ 不变, 故 $ _n$ 和 $ '_n$ 两种版本无异, 以下仅处理后者. 若 $(g_0, , g_n)$ 满足 $g_k = g_{k+1}$, 则在 $ '_n (g_0, , g_n) = _i (-1)^i ( , g_i , )$ 中, 对应到 $i = k, k+1$ 的项相消, 其余则落在 $ Triv _{n-1}$. 这就说明它们给出子复形. 为了说明 $ Triv $ 作为 $ $-模复形其恒等态射零伦, 将引理 prop:L-acyclic 证明中的同伦 $s_n: L _n L _{n+1}$ 限制到 $ Triv _n$ 上即可 ($n 0$). proof 按构造, $ L $ 在 $ Triv $ 上为零, 故分解为 $ { L } $. prop",stem_hit_only_requires_context_review
special,2,expanded_non_slavic,es,sources/cjk_zh_ja/Interlanguage_LaTeX_SourceBodies_CJK_ZH_JA_20260704/sources/zh_AlJabr_2_r7_copy/AlJabr-2-master/chapter4.tex,"$ D $ 到 $ D '$ 的 三角函子 意谓带平移加性范畴之间的函子 $F: D D '$, 使得 $F$ 映好三角为好三角, 三角函子之间的态射则和定义 def:category-with-translation 相同; 由此可以定义何谓三角函子的拟逆. 若一对三角函子 $ tikzcd D & D ' tikzcd $ 互为拟逆, 则称其为 $ D $ 和 $ D '$ 之间的 等价 . definition 当 $( D , T)$ 为 $ $-线性时, 上述定义皆有相应的推广. remark bamiantigongli@八面体公理 (Octahedron Axiom) 按照定义 def:morphism-with-degree 的记法, 公理 (TR5) 可以改写成图表 \[ tikzcd [colum",stem_hit_only_requires_context_review
invariant,2,expanded_non_slavic,es,sources/cjk_zh_ja/Interlanguage_LaTeX_SourceBodies_CJK_ZH_JA_20260704/sources/zh_AlJabr_2_r7_copy/AlJabr-2-master/chapter6.tex,", , g_0)$ 不变, 故 $ _n$ 和 $ '_n$ 两种版本无异, 以下仅处理后者. 若 $(g_0, , g_n)$ 满足 $g_k = g_{k+1}$, 则在 $ '_n (g_0, , g_n) = _i (-1)^i ( , g_i , )$ 中, 对应到 $i = k, k+1$ 的项相消, 其余则落在 $ Triv _{n-1}$. 这就说明它们给出子复形. 为了说明 $ Triv $ 作为 $ $-模复形其恒等态射零伦, 将引理 prop:L-acyclic 证明中的同伦 $s_n: L _n L _{n+1}$ 限制到 $ Triv _n$ 上即可 ($n 0$). proof 按构造, $ L $ 在 $ Triv $ 上为零, 故分解为 $ { L } $. prop",stem_hit_only_requires_context_review
modul,14,expanded_non_slavic,unknown,sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0013_0911.2903/Exp.1014.B.Keller.tex,"de repr\'esentations} est un morphisme de diagrammes. On obtient ainsi la { cat\'egorie $ (Q)$} des repr\'esentations de $Q$. C'est une cat\'egorie ab\'elienne \'equivalente \`a la cat\'egorie des modules de $ $-dimension finie sur une alg\`ebre, \`a savoir { l'alg\`ebre des chemins $ Q$} (une base de cette alg\`ebre est form\'ee des chemins de $Q$~; le produit de deux chemins composables",stem_hit_only_requires_context_review
integral,4,expanded_non_slavic,unknown,sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0013_0911.2903/Exp.1014.B.Keller.tex,"lleriani \& R.~Tateo} -- {Dynkin {TBA}s}, Internat. J. Modern Phys. A 8 (1993), 1707--1727. Reineke09 { Markus Reineke} -- {Cohomology of quiver moduli, functional equations \& integrality of {Donaldson-Thomas} type invariants}, arXiv:0903.0261. Reiten06 { Idun Reiten} -- Tilting theory and cluster algebras , pr\'epublication disponible sur www.institut.math.",stem_hit_only_requires_context_review
algebr,4,expanded_non_slavic,unknown,sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0013_0911.2903/Exp.1014.B.Keller.tex,aris Cedex 13 keller@math.jussieu.fr document % % Hello INTRODUCTION % Sergey Fomin et Andrei Zelevinsky ont invent\'e % FominZelevinsky02 les alg\`ebres amass\'ees (cluster algebras) % au d\'ebut des ann\'ees 2000 dans le but de fournir un cadre % combinatoire \`a l'\'etude des bases canoniques dans les groupes % quantiques Kashiwara90 Lusztig90 et de la positivit\'e,stem_hit_only_requires_context_review
invariant,2,expanded_non_slavic,unknown,sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0013_0911.2903/Exp.1014.B.Keller.tex,"non commutative) et en particulier l'\'etude des conditions de stabilit\'e de Bridgeland % Bridgeland06a % Bridgeland06 Bridgeland07 , les alg\`ebres Calabi-Yau IyamaReiten08 Ginzburg06 , les invariants de Donaldson-Thomas % Szendroi07 % Kontsevich07a Kontsevich07 JoyceSong09 KontsevichSoibelman08 Reineke09 GaiottoMooreNeitzke09 ; et la th\'eorie des repr\'esentations",stem_hit_only_requires_context_review
princip,1,expanded_non_slavic,unknown,sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0013_0911.2903/Exp.1014.B.Keller.tex,"s homog\`enes sur les grassmanniennes, les vari\'et\'es de drapeaux et beaucoup d'autres vari\'et\'es qui jouent un r\^ole important en g\'eom\'etrie et th\'eorie des repr\'esentations. La motivation principale de Fomin et Zelevinsky \'etait de trouver un cadre combinatoire pour l'\'etude des bases canoniques dont on dispose Kashiwara90 Lusztig90 dans ces alg\`ebres et qui sont \'etroitement l",stem_hit_only_requires_context_review
integral,4,expanded_non_slavic,unknown,sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0014_0611861/art-djament-3.tex,"oriel entre le foncteur projectif standard $P_{ ^2}$ et un foncteur fini de $ $, dont on établit le caractère noethérien. %de type~$2$. Nous étudions également le morphisme induit par le foncteur d'intégrale en grassmanniennes entre anneaux de Grothendieck. {Abstract (Grassmannian functor categories and Krull filtration) : } Let $ $ be the category of functors between vector sp",stem_hit_only_requires_context_review
algebr,4,expanded_non_slavic,unknown,sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0014_0611861/art-djament-3.tex,"sification mathématique par sujets : 16P60, 18A25, 20C33 ; secondaire : 16E20, 16P40, 18E35, 18G05, 55S10. Mots clefs : Catégories de foncteurs, filtration de Krull, objets noethériens, algèbre homologique, foncteur différence et filtration polynomiale, grassmanniennes, représentations modulaires. article3-introb % % Rappels pun Nous rappelons succincteme",stem_hit_only_requires_context_review
integral,4,expanded_non_slavic,unknown,sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0014_0611861/article3-introb.tex,"la catégorie~$ $. D'un autre côté, les catégories de foncteurs en grassmanniennes fournissent un cadre puissant pour mener des calculs cohomologiques dans la catégorie $ $, à l'aide du foncteur d'intégrale $ : _ $. On rappelle que $ _ $ est la catégorie des foncteurs de but $ $ et de source la catégorie des objets de $ ^f$ munis d'un sous-espace, et que $ $ est donné sur les objet",stem_hit_only_requires_context_review
algebr,4,expanded_non_slavic,unknown,sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0014_0611861/article3-introb.tex,"s $ $ à deux éléments, $ ^f$ la sous-catégorie pleine des espaces de dimension finie et $ = Fct ( ^f, )$ la catégorie des foncteurs de $ ^f$ vers $ $. Cette catégorie joue un rôle important en algèbre et en topologie ; de nombreuses investigations sur sa structure ont été menées (cf. FFPS ). Pour autant, on ignore si $ $ est une catégorie localement noethérienne. Ce problème connu sous le",stem_hit_only_requires_context_review
princip,1,expanded_non_slavic,unknown,sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0014_0611861/article3-introb.tex,"but $ $ et de source la catégorie des objets de $ ^f$ munis d'un sous-espace, et que $ $ est donné sur les objets par $$ (X)(V)= _{W V} X(V,W).$$ Ainsi, le théorème d'annulation cohomologique principal de art2 contient les lemmes techniques employés dans GP5 pour contrôler des groupes d'extensions apparaissant dans l'étude du foncteur $P_{ ^2}$. De surcroît, le foncteur $ $ nous a pe",stem_hit_only_requires_context_review
invariant,2,expanded_non_slavic,unknown,sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0014_0611861/f-nab.tex,n$ est additif ; il conserve les injections et les surjections. % Le foncteur $ \nabla _n$ est un sous-foncteur du foncteur % différence $ $ si $n>0$ ; c'est un quotient de $( ^n)_{ _n}$ % (co-invariants de $ ^n$ sous l'action du groupe symétrique). % C'est aussi un quotient de $( _{E_n})_{GL_n}$. p4n Deux foncteurs $ \nabla _n$ et $ \nabla _m$ (où $m N $) commutent toujours (à,stem_hit_only_requires_context_review
algebr,4,expanded_non_slavic,unknown,sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0014_0611861/fgr-om.tex,"ou { analytique}. Propriétés par-prfgr Dans la proposition fondamentale suivante, on note $ Comod $ les catégories de comodules ; la structure comultiplicative sur $ $ est duale de celle d'une algèbre de Boole. pr prfig Soit $n N $. enumerate Le foncteur $ $ est adjoint à gauche à $ $. Il induit une équivalence de catégories entre $ _{ }$ et la sous-catégorie $ Comod _{",stem_hit_only_requires_context_review
algebr,4,expanded_non_slavic,unknown,sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0014_0611861/fom.tex,"ement sur les propriétés des foncteurs $ \nabla _n$ et certaines considérations explicites sur les représentations des groupes symétriques. La nôtre reste très générale et clarifie les calculs d'algèbre homologique entre les différents objets dont on démontre le caractère simple noethérien de type $1$, entièrement ramenés à des calculs d'algèbre homologique sur des objets finis de $ _",stem_hit_only_requires_context_review
special,2,expanded_non_slavic,es,sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0069_nigatu_2024_zeno_low_resource_languages_arxiv_so/acl_latex.tex,". Constraints of human and digital resources restrict the creation of artifacts for languages. As discussed in Section sec:resources , the minimal digital presence results in limited available data , especially at the scale needed for training SOTA models. Links among the different aspects are not necessarily linear; socio-political issues also directly constrain what languages are taught",stem_hit_only_requires_context_review
invariant,2,expanded_non_slavic,unknown,sources/non_slavic_other/Interlanguage_BackupDump_NonSlavic_TeXFeed_non_slavic_other_20260705/payload/non_slavic_other/s0081_135_tigrinya_number_verbalization_arxiv_source_r/main.tex,"ed with ኣሉታ {'aluta}, decimals use ነጥቢ {näTbi} (point) followed by the mantissa read digit-by-digit, and percentages append ሚእታዊት {mi'tawit} (e.g., 40\% $ $ ኣርብዓ ሚእታዊት {'arb`a mi'tawit}). Tigrinya cardinal numerals are generally gender-invariant, except `one' ( ሓደ {ħadä} vs. ሓንቲ {ħanti}), which preserves morphological gender agreement in standalone contexts. In compound contexts (e.g., 21, 1",stem_hit_only_requires_context_review
teorem,19,expanded_non_slavic,es,sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_DirectGated_Slavic_Romance_20260705/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/11-anillos-ejercicios.tex,"omorfismo de evaluación $$ev_c k [X] k, f f (c).$$ enumerate Demuestre que $ ev_c = (X - c)$ es el ideal generado por el polinomio lineal $X - c$. Deduzca del primer teorema de isomorfía que $k [X] / (X-c) k$. De modo similar, demuestre que para $c_1, ,c_n k$ se tiene $k [X_1, ,X_n] / (X_1 - c_1, , X_n - c_n) k$. Sugerencia: considere",stem_hit_only_requires_context_review
grup,7,expanded_non_slavic,es,sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_DirectGated_Slavic_Romance_20260705/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/11-anillos-ejercicios.tex,f (x_{21}) & f (x_{22}) & & f (x_{2n}) \\ & & & \\ f (x_{n1}) & f (x_{n2}) & & f (x_{nn}) pmatrix . \] Demuestre que $f$ induce un homomorfismo de grupos $ _n (f) _n (R) _n (S)$. Demuestre que el diagrama de homomorfismos de grupos \[ tikzcd _n (R) r { } d [swap]{ _n (f)} & R^ d {f^ } \\,stem_hit_only_requires_context_review
homomorf,3,expanded_non_slavic,es,sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_DirectGated_Slavic_Romance_20260705/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/11-anillos-ejercicios.tex,"función constante es un caso muy especial de funciones polinomiales. Si $f$ y $g$ son constantes, entonces $f g$ y $f g$ son constantes. itemize solucion ejercicio Homomorfismos de anillos ejercicio Sea $R$ un anillo conmutativo y $M_n (R)$ el anillo de las matrices de $n n$ con coeficientes en $R$. ¿Cuáles aplicaciones de abajo son homomorfismos?",stem_hit_only_requires_context_review
special,2,expanded_non_slavic,es,sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_DirectGated_Slavic_Romance_20260705/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/11-anillos-ejercicios.tex,"bién continuas. Toda función polinomial es continua, y si $f$ y $g$ son polinomiales, entonces $f g$ y $f g$ son también polinomiales. Toda función constante es un caso muy especial de funciones polinomiales. Si $f$ y $g$ son constantes, entonces $f g$ y $f g$ son constantes. itemize solucion ejercicio Homomorfismos de anillos ejercic",stem_hit_only_requires_context_review
polinom,2,expanded_non_slavic,es,sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_DirectGated_Slavic_Romance_20260705/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/11-anillos-ejercicios.tex,"\[ (f + g) (x) f (x) + g (x), (f g) (x) f (x) g (x). \] Demuestre que hay una cadena de subanillos multline* \{ funciones constantes \} \{ funciones polinomiales \} \\ \{ funciones continuas \} \{ funciones \}. multline* solucion Basta hacer las siguientes observaciones. it",stem_hit_only_requires_context_review
determinant,1,expanded_non_slavic,es,sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_DirectGated_Slavic_Romance_20260705/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/11-anillos-ejercicios.tex,"x_{11} & x_{12} & & x_{1n} \\ x_{21} & x_{22} & & x_{2n} \\ & & & \\ x_{n1} & x_{n2} & & x_{nn} pmatrix x_{11} + x_{22} + + x_{nn}.$$ El determinante $A A$. enumerate solucion Notamos que para el producto de dos matrices \[ (x_{ij})_{1 i,j n} (y_{ij})_{1 i,j n} = (z_{ij})_{1 i,j n}",stem_hit_only_requires_context_review
matric,1,expanded_non_slavic,es,sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_DirectGated_Slavic_Romance_20260705/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/11-anillos-ejercicios.tex,"tes, entonces $f g$ y $f g$ son constantes. itemize solucion ejercicio Homomorfismos de anillos ejercicio Sea $R$ un anillo conmutativo y $M_n (R)$ el anillo de las matrices de $n n$ con coeficientes en $R$. ¿Cuáles aplicaciones de abajo son homomorfismos? enumerate La proyección $$ pmatrix x_{11} & x_{12} & & x_{1n} \\ x_{21}",stem_hit_only_requires_context_review
teorem,19,expanded_non_slavic,es,sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_DirectGated_Slavic_Romance_20260705/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/11-anillos.tex,"/I$ aplicada a la composición $R f S S/J$. Los resultados de 2) y 3) siguen de la unicidad del homomorfismo inducido sobre los grupos cociente. proof corolario proposicion [Primer teorema de isomorfía] teorema!primer de isomorfía!para anillos Sea $f R S$ un homomorfismo de anillos. Entonces, existe un isomorfismo canónico $$ f R/ f \isom f$$ que hace p",stem_hit_only_requires_context_review
grup,7,expanded_non_slavic,es,sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_DirectGated_Slavic_Romance_20260705/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/11-anillos.tex,"detalles. Recordemos del capítulo 3 que un anillo $R$ es un conjunto dotado de dos operaciones $+$ (adición) y $ $ (multiplicación) que satisfacen los siguientes axiomas. enumerate $R$ es un grupo abeliano respecto a $+$; es decir, itemize la adición es asociativa : para cualesquiera $x,y,z R$ tenemos $$(x+y)+z = x+(y+z);$$ existe un elemento neutro aditivo $0 R$ (cero)",stem_hit_only_requires_context_review
racional,4,expanded_non_slavic,es,sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_DirectGated_Slavic_Romance_20260705/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/11-anillos.tex,"ma R4)), pero en este curso la palabra ``anillo'' siempre significa ``anillo con identidad''. 1em Recordemos algunos ejemplos de anillos que hemos visto. enumerate Los números enteros $ $, racionales $ $, reales $ $, complejos $ $. Los últimos tres son cuerpos . Para $n = 1,2,3, $ y para $p$ un número primo los conjuntos \[ \{ a {n^k} | a , ~ k = 0",stem_hit_only_requires_context_review
homomorf,3,expanded_non_slavic,es,sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_DirectGated_Slavic_Romance_20260705/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/11-anillos.tex,". \] ejemplo observacion Sea $R$ un anillo. Si $R_i R$ son subanillos, entonces $ _i R_i$ es un subanillo. observacion % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % Homomorfismos de anillos Un homomorfismo de anillos es una aplicación que preserva las operaciones de adición y multiplicación. Ya que no todos los elementos de $R$ son invertibles, de la identidad",stem_hit_only_requires_context_review
polinom,2,expanded_non_slavic,es,sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_DirectGated_Slavic_Romance_20260705/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/11-anillos.tex,"b \}$$ los enteros de Eisenstein $$ [ _3] \{ a + b\, _3 a,b \}$$ (donde $ _3 e^{2 -1 /3}$) y el anillo $$ [ 2 ] \{ a + b 2 a,b \}.$$ El anillo de polinomios $R [X]$, donde $R$ es un anillo conmutativo. Esta construcción puede ser generalizada al anillo de polinomios en $n$ variables $R [X_1,\ldots,X_n]$ anillo!de polinomios!en $n$",stem_hit_only_requires_context_review
matric,1,expanded_non_slavic,es,sources/romance_es_fr/Interlanguage_LaTeX_SourceBodies_DirectGated_Slavic_Romance_20260705/romance_source_canon/ES-B-002_notas-san-salvador/algebra-2018/11-anillos.tex,"e el anillo de las series formales de potencias en $n$ variables $R [\![X_1,\ldots,X_n]\!]$ anillo!de series formales!en $n$ variables RX1Xn@$R [[X_1,\ldots,X_n]]$ . Los anillos de matrices $M_n (R)$, donde $R$ es un anillo conmutativo. enumerate Todos los anillos de arriba son conmutativos, salvo el anillo de matrices $M_n (R)$ para $n > 1$. % % % % % % % % % % % % % % % %",stem_hit_only_requires_context_review
