recommended_action_band,operational_term_weight_0_100,term_id,concept,source_term,chosen_form_latin,f10_flag,ws_support_score,ws_adverse_competitor_score,writeback_status,required_fix,writeback_note,source_pointer
F_missing_witness_backfill,16.7,ISV-unnamed--razširjene_polja_s_k,,,razširjene polja s konjugatami y i Y,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper09_section07_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--razširjenja_sovpadaj,,,razširjenja ... sovpadajut v vsih kolcah kvocientov,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section08_entry08_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--razširjeny_ideal,,,razširjeny ideal,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section05_entry03_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--razširjeny_ideal_lib,,,razširjeny ideal libovoljnogo ideala c,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section08_entry06_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--regularny_sistem_vrě,,,regularny sistem vrědnostij / singularnosti,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--rekurzivno_označene_,,,rekurzivno označene bazove veličiny,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper09_section07_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--relativna_invariantn,,,relativna invariantnost,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper13_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--relativny_diskrimina,,,relativny diskriminant,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section08_entry01_terms.json;noether_paper31_section08_entry08_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--rędy_veličin_rędy,,,rędy veličin / rędy,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper15_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--singularne_sistemy_v,,,singularne sistemy vrědnostij,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper11_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--sistem_ostatkovyh_kl,,,sistem ostatkovyh klasov prostogo čisla p,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper09_section10_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--sistemy_linearnyh_di,,,sistemy linearnyh diferencialnyh uravnenj v častnyh derivatah,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--sistemy_vrědnostij,,,sistemy vrědnostij,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper10_section02_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--slěd_elementa_vzety_,,,"slěd elementa, vzety vzhodno k klasu",F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section05_entry02_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--slěd_vzety_vzhodno_k,,,"slěd, vzety vzhodno k glavnomu klasu",F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section06_entry01_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--směšana_grupa,,,směšana grupa,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper13_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--sovpadajuča_razširje,,,sovpadajuča razširjenja v vsih kolcah kvocientov daju identične idealy,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section08_entry06_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--specialne_p-modulne_,,,specialne P-modulne bazy,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section06_entry01_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--sukcesivny_razklad_v,,,sukcesivny razklad v dvě sostavne česti,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--sut_dělimy_tymi_samy,,,sut dělimy tymi samymi prostymi idealami p i v tyh samyh stepenjah,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section08_entry06_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--suštno_različne,,,suštno različne,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper09_section08_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--suštstvene_parametry,,,suštstvene parametry / libovoljne funkcije,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper13_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--teorem_kronekera_rel,,,teorem Kronekera / relativno-Abelove polja,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper11_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--teorem_lurota_kastel,,,teorem Lurota / Kastelnuova / Enrikesa,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper11_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--teorem_o_diskriminan,,,teorem o diskriminantu,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_introduction_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--teorem_o_dvojnoj_cěp,,,teorem o dvojnoj cěpi,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section02_entry01_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--teorem_o_izomorfiji,,,teorem o izomorfiji,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--teoremy_konečnosti_h,,,teoremy konečnosti / Hilbertov teorem o bazisu modula,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--teorija_modulov_bazi,,,teorija modulov / bazis modula / prosty modul / nulovy modul,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper15_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--teorija_razvětvenja_,,,teorija razvětvenja / ideal razvětvenja,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_introduction_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--totalno_vzaimno_pros,,,totalno vzaimno prosta sistema,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--tvorjenje_kvocientov,,,tvorjenje kvocientov,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper09_section09_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--tym_teorem_jest_doka,,,Tym teorem jest dokazany,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section06_entry05_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--uravnenja_s_zadanoj_,,,uravnenja s zadanoj grupoj,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper11_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--uravnenje_najnižšego,,,uravnenje najnižšego stepena,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section03_entry04_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--uslovja_integrabilno,,,uslovja integrabilnosti,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--uslovja_věsy_uslovja,,,uslovja věsy / uslovja simetrije,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper15_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--uslovje_cěpov_dělite,,,uslovje cěpov děliteljev / dobry porjadok / postulat izbora,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper30_section06_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--v_polinomnom_smyslu,,,v polinomnom smyslu,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper22_section07_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--veličiny_y_z_varthet,,,"veličiny y, z, vartheta",F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper09_section07_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--vhodi_v_diskriminant,,,vhodi v diskriminantny ideal,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section08_entry09_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--vlastne_nevlastne_di,,,vlastne / nevlastne divergencijne relacije,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper13_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--vlastno_primarna_kom,,,vlastno primarna komponenta,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section03_entry04_terms.json;noether_paper31_section08_entry09_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--vlastno_primarne_ide,,,vlastno primarne idealy abo proste idealy,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section07_entry04_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--vlastny_dělitelj,,,vlastny dělitelj,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper30_section06_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--vlastny_dělitelj_prě,,,vlastny dělitelj / prěsěčna klasa,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper09_section09_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--vlastny_primarny_ide,,,vlastny primarny ideal / vlastno primarna komponenta,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_introduction_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--vse_sistemy_iz_n_ele,,,vse sistemy iz n elementov iz T,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section08_entry04_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--vsegda_obstojna_o-mo,,,vsegda obstojna o-modulna baza,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section08_entry04_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--vzaimno_jednoznačno,,,vzaimno jednoznačno,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper09_section08_terms.json;logbook:2026-06-10: Paper 03 Interslavic Decisions
F_missing_witness_backfill,16.7,ISV-unnamed--vzaimno_jednoznačno_,,,vzaimno jednoznačno sootvětujuča baza,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper10_section03_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--vzaimno_prosty_pravi,,,vzaimno prosty / pravi dělitelji,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--vzaimno_prosty_s_mod,,,vzaimno prosty s modulom,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper17_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--vzhodno_k_glavnomu_k,,,vzhodno k glavnomu klasu,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section06_entry06_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--y_gubi_svojstvo_1,,,Y gubi svojstvo 1,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper09_section07_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--zaradi_izomorfizma_k,,,zaradi izomorfizma kolc klasov ostatkov,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section08_entry06_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--zato_najprvo_treba_r,,,Zato najprvo treba razsmotriti diskriminantne idealy primarnyh kolc.,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section06_opening_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--zavisnosti_medžu_lag,,,zavisnosti medžu Lagranževymi izrazami,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper13_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--četverna_grupa_grupa,,,četverna grupa / grupa osmogo reda,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper11_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--čirnhausova_transfor,,,Čirnhausova transformacija,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper11_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--čisla_mnogokratnosti,,,čisla mnogokratnosti,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper22_section07_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--črez_homomorfizm_dis,,,črez homomorfizm diskriminant prěhodi,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section07_entry04_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--štejnicova_terminolo,,,Štejnicova terminologija / razširjenje prvogo ili drugogo roda,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section02_entry04_terms.json
F_missing_witness_backfill,16.7,ISV-unnamed--što_jest_vsegda_možn,,,što jest vsegda možno,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper31_section08_entry08_terms.json
F_missing_witness_backfill,16.7,ISV-unter_mitwirkung--s_učestjem,,,s učestjem,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_postbibliography_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-untergruppen--podgrupy,grup,,podgrupy,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper19_terms.json
F_missing_witness_backfill,16.7,ISV-unterspaltung--podrazděljenje,,,podrazděljenje,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
F_missing_witness_backfill,16.7,ISV-verknüpfungsarten_addition_und_multiplik--operacije_vrsty_spoj,one-to-one,,operacije / vrsty spojivanja: složenje i množenje,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
F_missing_witness_backfill,16.7,ISV-verschrenkte_produkte--skrežene_produkty,form,,skrežene produkty,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_postbibliography_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-verschränkte_darstellung--skrěženo_predstavjen,crossed representation,verschränkte Darstellung,skrěženo predstavjenje,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper41_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-verschränktes_produkt--skrěženy_produkt,crossed product,verschränktes Produkt,skrěženy produkt,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper41_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-volle_überschiebungen_über_kovarianten_v--polne_transvekcije_n,covariant,volle Überschiebungen über Kovarianten von System III,polne transvekcije nad kovariantami sistema III,F10-1,,,blocked_P0_sense_or_specialist,backfill witness vector from 20-source shelf or mark explicit gap,trap/specialist row: KWIC specialist review required before any evidence can count,noether_paper02_section19_terms.json;logbook:2026-06-10: Paper 02 Section 19 Interslavic Decisions
F_missing_witness_backfill,16.7,ISV-volles_invariantensystem--polny_sistem_invaria,sistem,,polny sistem invariantov,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper07_terms.json
F_missing_witness_backfill,16.7,ISV-zerfallende_formenreihe--razkladny_ręd_form,form,zerfallende Formenreihe,razkladny ręd form,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section24_terms.json;logbook:2026-06-10: Paper 02 Section 24 Interslavic Decisions
F_missing_witness_backfill,16.7,ISV-zerfällt_zerfallen--razkladaje_se_razkla,splitting form,zerfällt / Zerfallen,razkladaje se / razkladanje,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper02_section19_terms.json
F_missing_witness_backfill,16.7,ISV-zerlegungsgruppe_verzweigungsstellen_unv--grupa_razloženja_raz,grup,Zerlegungsgruppe; Verzweigungsstellen; unverzweigt,grupa razloženja; razvětvjene města; nerazvětvjeny,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper41_source_fidelity_terms.json
F_missing_witness_backfill,16.7,ISV-zur_kontrolle_der_rechnung--za_kontrolu_računa,,Zur Kontrolle der Rechnung,za kontrolu računa,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section07_terms.json
F_missing_witness_backfill,16.7,ISV-übergangssubstitution--prěhodno_prěobraženj,substitution,,prěhodno prěobraženje,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,noether_paper22_terms.json
F_missing_witness_backfill,16.7,ISV-überschiebungen--prěkrivanja,covariant,Überschiebungen,prěkrivanja,F10-1,,,blocked_P0_sense_or_specialist,backfill witness vector from 20-source shelf or mark explicit gap,trap/specialist row: KWIC specialist review required before any evidence can count,noether_paper02_section03_terms.json;logbook:2026-06-10: Paper 02 §3 Interslavic Decisions
F_missing_witness_backfill,16.7,ISV-übertragung_aus_dem_binären_gebiet--prěnos_iz_binarnoj_o,,Übertragung aus dem binären Gebiet,prěnos iz binarnoj oblasti,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper02_section06_terms.json;logbook:2026-06-10: Paper 02 §6 Interslavic Decisions
F_missing_witness_backfill,16.7,ISV-übertragungsprinzip--načelo_prěnosa,,,načelo prěnosa,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper22_terms.json
F_missing_witness_backfill,16.7,ISV-übertragungsprinzip--princip_prěnosa,princip,,princip prěnosa,F10-1,,,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper06_introduction_terms.json;noether_paper06_section03_terms.json;noether_paper06_section06_terms.json;logbook:2026-06-09: Paper 02 §2 Interslavic Decisions
F_missing_witness_backfill,14.9,ISV-hauptsatz--glavna_teorema,lemma,Hauptsatz,glavna teorema,F10-1,0.5469,0.4531,Q3_PROOF_REGISTER_LATEX_ENVIRONMENT_OR_PREAMBLE,backfill witness vector from 20-source shelf or mark explicit gap,"window mostly theorem-environment/preamble labels; supports register marker weakly, not term-row witness",noether_paper38_source_fidelity_terms.json
F_missing_witness_backfill,14.9,ISV-umkehrung_von_1_nach_1--obrat_1_po_1,lemma,Umkehrung von (1) nach (1'),obrat (1) po (1'),F10-1,0.5469,0.4531,Q3_PROOF_REGISTER_LATEX_ENVIRONMENT_OR_PREAMBLE,backfill witness vector from 20-source shelf or mark explicit gap,"window mostly theorem-environment/preamble labels; supports register marker weakly, not term-row witness",noether_paper24_section02_terms.json
F_missing_witness_backfill,14.3,ISV-elementarteiler--elementarne_dělitelj,element,,elementarne dělitelje,F10-1,0.531,0.469,no_accepted_slavic_context_yet,backfill witness vector from 20-source shelf or mark explicit gap,available windows rejected or insufficient under this pass,noether_paper22_section04_terms.json;noether_paper22_terms.json
F_missing_witness_backfill,14.3,ISV-elementarteiler--elementarny_dělitelj,element,,elementarny dělitelj,F10-1,0.531,0.469,no_accepted_slavic_context_yet,backfill witness vector from 20-source shelf or mark explicit gap,available windows rejected or insufficient under this pass,noether_paper22_section01_terms.json;noether_paper22_terms.json
F_missing_witness_backfill,14.3,ISV-elementarteilerform--forma_elementarnyh_d,element,Elementarteilerform,forma elementarnyh děliteljev,F10-1,0.531,0.469,no_accepted_slavic_context_yet,backfill witness vector from 20-source shelf or mark explicit gap,available windows rejected or insufficient under this pass,noether_paper24_section01_terms.json
F_missing_witness_backfill,14.3,ISV-elementarteilersystem--sistem_elementarnyh_,element,,sistem elementarnyh děliteljev,F10-1,0.531,0.469,no_accepted_slavic_context_yet,backfill witness vector from 20-source shelf or mark explicit gap,available windows rejected or insufficient under this pass,noether_paper19_terms.json
F_missing_witness_backfill,14.3,ISV-elementarteilertheorie--teorija_elementarnyh,element,,teorija elementarnyh děliteljev,F10-1,0.531,0.469,no_accepted_slavic_context_yet,backfill witness vector from 20-source shelf or mark explicit gap,available windows rejected or insufficient under this pass,noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
F_missing_witness_backfill,14.3,ISV-ganz_in_bezug_auf_r_ganze_größen--cěly_vzhodno_k_r_ele,element,ganz in bezug auf R / ganze Größen,cěly vzhodno k R / elementy cěle vzhodno k R,F10-1,0.531,0.469,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper30_section03_terms.json
F_missing_witness_backfill,14.3,ISV-highest_elementary_divisor--najvyšši_elementarny,element,,najvyšši elementarny dělitelj,F10-1,0.531,0.469,no_accepted_slavic_context_yet,backfill witness vector from 20-source shelf or mark explicit gap,available windows rejected or insufficient under this pass,noether_paper22_terms.json
F_missing_witness_backfill,14.3,ISV-höchster_elementarteiler--najvyšši_elementarny,element,,najvyšši elementarny dělitelj,F10-1,0.531,0.469,no_accepted_slavic_context_yet,backfill witness vector from 20-source shelf or mark explicit gap,available windows rejected or insufficient under this pass,noether_paper22_terms.json
F_missing_witness_backfill,14.3,ISV-klasse_eines_gruppenelements--klasa_grupovogo_elem,element,,klasa grupovogo elementa,F10-1,0.531,0.469,no_accepted_slavic_context_yet,backfill witness vector from 20-source shelf or mark explicit gap,available windows rejected or insufficient under this pass,noether_paper34_section26_source_fidelity_terms.json
F_missing_witness_backfill,14.3,ISV-resultante_i-ter_stufe_elementarteiler_i--rezultant_i-go_nivoj,element,,rezultant i-go nivoja / elementarny dělitelj i-go nivoja,F10-1,0.531,0.469,no_accepted_slavic_context_yet,backfill witness vector from 20-source shelf or mark explicit gap,available windows rejected or insufficient under this pass,noether_paper22_terms.json
F_missing_witness_backfill,14.3,ISV-theorie_der_ganzen_größen--teorija_cělyh_elemen,element,Theorie der ganzen Größen,teorija cělyh elementov,F10-1,0.531,0.469,,backfill witness vector from 20-source shelf or mark explicit gap,,noether_paper30_section01_terms.json
F_missing_witness_backfill,14.3,ISV-zentrumselement--centralny_element,element,Zentrumselement,centralny element,F10-1,0.531,0.469,no_accepted_slavic_context_yet,backfill witness vector from 20-source shelf or mark explicit gap,available windows rejected or insufficient under this pass,noether_paper34_section11_terms.json
F_missing_witness_backfill,14.3,ISV-zentrumselement_zentrum--centralny_element_ce,element,,centralny element / centr,F10-1,0.531,0.469,no_accepted_slavic_context_yet,backfill witness vector from 20-source shelf or mark explicit gap,available windows rejected or insufficient under this pass,noether_paper34_section26_source_fidelity_terms.json
F_missing_witness_backfill,13.1,ISV-dimensionszahlen--dimenzijne_čisla,dimension,Dimensionszahlen,dimenzijne čisla,F10-1,0.4978,0.5022,Q3_NEEDS_MANUAL_KWIC_REVIEW,backfill witness vector from 20-source shelf or mark explicit gap,insufficient automated sense confidence,noether_paper24_section04_terms.json
F_missing_witness_backfill,13.1,ISV-dreidimensionaler_raum--tridimensionalny_pro,dimension,,tridimensionalny prostor,F10-1,0.4978,0.5022,Q3_NEEDS_MANUAL_KWIC_REVIEW,backfill witness vector from 20-source shelf or mark explicit gap,insufficient automated sense confidence,noether_paper06_section06_terms.json
F_missing_witness_backfill,13.1,ISV-höchstdimension_eines_beliebigen_ideals--najvyšša_dimenzija_l,dimension,Höchstdimension eines beliebigen Ideals,najvyšša dimenzija libovoljnogo ideala,F10-1,0.4978,0.5022,Q3_NEEDS_MANUAL_KWIC_REVIEW,backfill witness vector from 20-source shelf or mark explicit gap,insufficient automated sense confidence,noether_paper24_section04_terms.json
F_missing_witness_backfill,12.0,ISV-parameterdarstellung--parametrično_predsta,representation,,parametrično predstavjenje,F10-1,0.4685,0.5315,Q3_REJECT_bibliography_or_english_source_residue,backfill witness vector from 20-source shelf or mark explicit gap,"window is bibliography/English title residue, not native target-language usage",noether_paper05_terms.json
F_missing_witness_backfill,12.0,ISV-rechtsdarstellung_linksdarstellung--pravo_predstavjenje_,representation,Rechtsdarstellung / Linksdarstellung,pravo predstavjenje / lěvo predstavjenje,F10-1,0.4685,0.5315,Q3_REJECT_bibliography_or_english_source_residue,backfill witness vector from 20-source shelf or mark explicit gap,"window is bibliography/English title residue, not native target-language usage",noether_paper34_section09_terms.json
F_missing_witness_backfill,12.0,ISV-zentrum--centar,representation,Zentrum,centar,F10-1,0.4685,0.5315,Q3_REJECT_bibliography_or_english_source_residue,backfill witness vector from 20-source shelf or mark explicit gap,"window is bibliography/English title residue, not native target-language usage",noether_paper34_section11_terms.json
F_missing_witness_backfill,12.0,ISV-zwischendarstellungen--medžupredstavjenja,representation,,medžupredstavjenja,F10-1,0.4685,0.5315,Q3_REJECT_bibliography_or_english_source_residue,backfill witness vector from 20-source shelf or mark explicit gap,"window is bibliography/English title residue, not native target-language usage",noether_paper19_terms.json;noether_paper19_terms_before_section09_utf8_repair_20260613_121052.json
F_missing_witness_backfill,11.6,ISV-burnsidescher_satz_verallgemeinerter_bur--teorema_burnsida_obo,theorem,Burnsidescher Satz / verallgemeinerter Burnsidescher Satz,teorema Burnsida / obobčena teorema Burnsida,F10-1,0.4574,0.5426,Q2_PROOF_REGISTER_SUPPORT_ONLY,backfill witness vector from 20-source shelf or mark explicit gap,theorem stem occurs in algorithm/recurrence theorem context; supports proof-register term but not exact Noether theorem-title rows,noether_paper34_section20_source_fidelity_terms.json
F_missing_witness_backfill,11.6,ISV-fundamentalsatz_der_eliminationstheorie--fundamentalny_teorem,theorem,,fundamentalny teorem teorije eliminacije,F10-1,0.4574,0.5426,Q2_PROOF_REGISTER_SUPPORT_ONLY,backfill witness vector from 20-source shelf or mark explicit gap,theorem stem occurs in algorithm/recurrence theorem context; supports proof-register term but not exact Noether theorem-title rows,noether_paper19_terms.json
F_missing_witness_backfill,11.6,ISV-zerlegungssatz--teorema_razloženja,theorem,Zerlegungssatz,teorema razloženja,F10-1,0.4574,0.5426,Q2_PROOF_REGISTER_SUPPORT_ONLY,backfill witness vector from 20-source shelf or mark explicit gap,theorem stem occurs in algorithm/recurrence theorem context; supports proof-register term but not exact Noether theorem-title rows,noether_paper38_source_fidelity_terms.json
F_missing_witness_backfill,2.0,ISV-LB-mod,modul,mod,modulo,F10-1,,,,merge into glossary schema during backfill,,logbook:2026-06-09: Paper 02 Introduction Interslavic Decisions / New/Extended Terms
F_missing_witness_backfill,2.0,ISV-LB-zweimalige_polarisation,folding,zweimalige Polarisation,dvojnorazova polarizacija,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 02 §12 Interslavic Decisions / 
F_missing_witness_backfill,2.0,ISV-LB-produkt,crossed product,Produkt,produkt,F10-1,,,no_context_evidence_available,merge into glossary schema during backfill,no precomputed evidence row available for route key,logbook:2026-06-10: Paper 02 Section 22 Interslavic Decisions / 
F_missing_witness_backfill,0,ISV-faktorensystem--unnamed,factor system,Faktorensystem,,F10-1,,,no_context_evidence_available,backfill witness vector from 20-source shelf or mark explicit gap,no precomputed evidence row available for route key,french_paper41_term_rationale_20260702.json
