id,lemma_current,citation_or_review_headword,en,class,variant_count,variants,provenance,source_use,permitted_use_weight,status,r1_decision_ids,normalization_policy_v6,warnings,r1_decision_json,term_kind,current_support_weight,review_priority_weight,recommended_action,boundary
by-consideration,uvažanje,uvažanje,by consideration (of),proof_operation,1,uvažanjem,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,weigh/hold,keep_as_attested_internal_register,,[{}],proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
insertion-vstavjenje,vstavjenje,vstavjenje,insertion,proof_operation,1,vstavjenje,fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
introduce-vvesti,vvesti,vvesti,introduce (a notion/variable),proof_operation,5,vvedemo | vvesti | vvodet | vvodi | vvodimo,chatgpt_v4_longtail_attach | fable_pass14 | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
derive-deduce,vyvesti,vyvesti,derive; deduce,proof_operation,11,vyvedemo | vyveden | vyvod | vyvedeno | vyvesti | vyvedene | vyvedenomu | vyvedenogo | vyvodet | vyvodženje | vyvedena,fable_pass6 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
derive-vyvesti,vyvesti,vyvesti,derive; deduce,proof_operation,4,vyvedeno | vyvedenogo | vyvel | vyvesti,fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
take-vzeti,vzęti,vzęti,take (perfective),proof_operation,8,uzimanjem | vozmemo | vzame | vzeti | vzeto | vzęti | vzęto | vzęv,fable_pass21 | fable_pass28_kwic | fable_pass29b | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,take,keep_as_attested_internal_register,,[{}],proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
substitution,zaměna,zaměna,substitution; replacement,proof_operation,10,zamen | zaměn | zaměnjeno | zaměnjajut | zaměnja | zaměnjamo | zaměnjen | zaměna | zaměně | zaměnjene,fable_pass8 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
remark-zametiti,zamětiti,zamětiti,note; remark (we note that),proof_operation,4,zamětiti | zamětky | zaměčajemo | zaměčeno,fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
write-down,zapisati,zapisati,write down; record,proof_operation,2,zapis | zapiš,fable_pass20,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reduction-zvedenje,zvedenje,zvedenje,reduction (uk-flavored),proof_operation,1,zvedenje,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
runs-bezati,běžati,běžati,runs (an index runs),proof_predicate,1,běži,fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
attains,dostigati,dostigati,attains; reaches,proof_predicate,4,dostiga | dostign | dostignuti | dostignuto,fable_pass16 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
concerns-dotykati,dotykati,dotykati,touches; concerns (dotyka se),proof_predicate,1,dotyka,fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
happens,dějati se,dějati se,happens; takes place,proof_predicate,3,děje | deje | děja,fable_pass23 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reads-glasiti,glasiti,glasiti,reads (the statement reads),proof_predicate,1,glasi,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
characterize,harakterizovati,harakterizovati,characterizes / is characterized,proof_predicate,5,harakterizovana | harakterizovane | harakterizovati | harakterizuje | harakterno,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
go-idti,idti,idti,go; proceed (ide o = it concerns),proof_predicate,6,idemo | idenje | idet | idti | idut | iduče,fable_pass27_kwic | fable_pass28_kwic | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
induce-inducirati,inducirati,inducirati,induces,proof_predicate,5,inducira | induciraje | inducirajut | inducirano | induciranoj,fable_pass27_kwic | fable_pass28_kwic | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
exhausts,iscrpati,iscrpati,exhausts (all cases),proof_predicate,9,iscrpa | izčerpa | izcerpa | izčerpavajut | izčerpava | izčerpane | izčerpajut | izčerpaju | izčerpana,fable_pass22 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
fulfills,ispolnjati,ispolnjati,fulfills; satisfies (condition),proof_predicate,3,ispolnja | ispolnjen | ispolnjenje,fable_pass14 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
proceeds-izhoditi,izhoditi,izhoditi,proceeds/emanates from,proof_predicate,1,izhodet,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
appears-javjati,javjati se,javjati se,appears; presents itself,proof_predicate,2,javja | javjajut,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
varying,měnjati,měnjati,varying; changing,proof_predicate,3,měnja | menja | měnjajuč,fable_pass20 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
drops-out,odpadati,odpadati,drops out; falls away (of cases),proof_predicate,2,odpada | odpadajut,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-opirati se,opirati se,opirati se,rests/relies on,proof_predicate,4,opira | opiraje | opirati se | opirajut,chatgpt_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
remain-ostati,ostati,ostati,remain; stay,proof_predicate,8,obstava | ostaje | ostaju | ostalo | ostane | ostajut | ostati | ostatok,fable_pass6 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
subject-to,podlagati,podlagati,is subject to / underlying,proof_predicate,2,podlagajut | podloženo,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-pokazati,pokazati,pokazati,shows,proof_predicate,15,pokaz | pokazano | pokazati | pokazuje | pokazyva | pokaže | pokazujut | pokazuju | pokazyvaje | pokazala | pokažut | pokazana | pokazali | pokazateljami | pokazovanjem,chatgpt_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
mediates,posrědovati,posrědovati,mediates / is mediated (by),proof_predicate,7,posreduje | posrědkuje | posrědovana | posrědovane | posrědovany | posrěduje | posrědujut,chatgpt_v4_longtail | fable_pass29_kwic | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
ascribes,pripisovati,pripisovati,ascribes; attributes,proof_predicate,2,pripisa | pripisuje,fable_pass18,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
attached-linked,privęzati,privęzati,attached; associated (to),proof_predicate,4,privęzan | privezan | privęza | privesti,fable_pass22 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
originates,proizhoditi,proizhoditi,originates; comes from,proof_predicate,6,proishod | proishodet | proizhod | proizhodet | proizhodi | proizhodit,chatgpt_v4_longtail_attach | fable_pass16 | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
decompose-razlagati,razlagati,razlagati,decomposes (imperfective of razložiti),proof_predicate,1,razlaga,fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
serves,služiti,služiti,serves (as),proof_predicate,2,služet | služi,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
consider-smatrjati,smatrjati,smatrjati,consider; regard as,proof_predicate,5,smatrja | smatrjaj | smatrjajut | smatrimo | smatrajut,fable_pass5 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
agree-consistent,soglasovati se,soglasovati se,agree; be consistent (with),proof_predicate,9,soglasa | soglasuj | soglaša | soglasujut | soglasno | soglasuje | soglasju | soglašajut | soglasje,fable_pass4 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
preserve,sohranjati,sohranjati,preserves; is preserved,proof_predicate,6,sohranja | sohranjaje | sohranjeno | sohranjene | sohranjen | sohranenja,fable_pass6 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
becomes,stati,stati,becomes; comes to be,proof_predicate,5,staje | stane | stanut | stati | stava,chatgpt_v4_longtail_attach | fable_pass28_kwic | fable_pass4,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
stands-holds,stojati,stojati,stands; it stands/holds,proof_predicate,2,stojet | stoji,fable_pass7,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
flows-tekti,tekti,tekti,flows; runs,proof_predicate,1,teče,fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
requires-trebovati,trěbovati,trěbovati,requires; demands,proof_predicate,2,trebovati | trěbuje,fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
claim-tvrditi,tvrditi,tvrditi,we claim / asserts,proof_predicate,1,tvrdimo,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
point-out,ukazati,ukazati,point out; indicate,proof_predicate,9,ukaza | ukazuje | ukažemo | ukazanje | ukazanom | ukazanogo | ukazal | ukazano | ukazane,fable_pass9 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
succeeds,uspěvati,uspěvati,succeeds,proof_predicate,1,uspěva,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
valid,validny,validny,valid,proof_predicate,4,validn | validny | validna | validnost,fable_pass15 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
holds-velja,veljati,veljati,holds; is valid (variant of važiti),proof_predicate,2,velja | veljaje,fable_pass4 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,weigh/hold,keep_as_attested_internal_register,,[{}],proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
enters-vhoditi,vhoditi,vhoditi,enters; occurs in,proof_predicate,4,vchodit | vhode | vhodečih | vhodit,fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
see-videti,viděti,viděti,to see (one sees),proof_predicate,2,uvidimo | viděti,chatgpt_v4_longtail | fable_pass29_kwic | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
entails-vlecti,vlečti,vlečti,entails (za soboju vleče),proof_predicate,1,vleče,fable_pass27_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-voditi,voditi,voditi,leads,proof_predicate,5,vede | vode | vodet | vodi | voditi,chatgpt_v1 | chatgpt_v4_longtail_attach | fable_pass28_kwic | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
reg-vyhoditi,vyhoditi,vyhoditi,follows/results,proof_predicate,3,vyhodi | vyhoditi | vyhoda,chatgpt_v1 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
expresses,vyražati,vyražati,expresses,proof_predicate,8,izraza | izraža | vyraza | vyraža | vyražen | izražaje | vyražaje | izražajut,fable_pass16 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
remark-verb,zamětiti,zamětiti,note; remark (verb),proof_predicate,3,zamet | zamět | zamětce,fable_pass4 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
makes-ciniti,činiti,činiti,makes; constitutes (hr čini),proof_predicate,2,čini | činimo,fable_pass28_kwic | fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
cites,citovati,citovati,cites,proof_reference,5,citova | cituje | citovanoj | citovanom | citovano,fable_pass9 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
work-paper,dělo,dělo,work; paper (corpus header term: Dělo 44),proof_reference,5,dělo | děla | dělu | delo | dela,fable_pass19 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
starting-point,izhodišče,izhodišče,starting point; initial (data),proof_reference,14,ishodn | izhodisc | izhodišč | izhodi | izhoditi | izhodna | izhodnyh | izhodny | izhodeči | izhode | izhodimo | izhodnu | izhodęt | izhodne,fable_pass17 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
exposition,izloženje,izloženje,exposition; presentation,proof_reference,5,izložen | izlozen | izložena | izloženje | izloženo,fable_pass20 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
originally,izvorno,izvorno,originally; in the original,proof_reference,3,izvorn | izvorno | izvorno-věrny,fable_pass12 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
current-nastoječi,nastoječi,nastoječi,current; present (sl.),proof_reference,2,nastoječa | nastoječej,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
cited-stated,navesti,navesti,cite; state; adduce,proof_reference,6,naveden | navod | navedeno | navedenu | navedene | navedena,fable_pass20 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
explained,objasnjeny,objasnjeny,explained,proof_reference,1,objasnjeno,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
remark-opazka,opazka,opazka,remark (sl; doublet of zamětka),proof_reference,2,opazka | opazku,fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
section-paragraf,paragraf,paragraf,section (§ reference),proof_reference,6,paragraf | paragrafu | paragrafě | paragrafov | paragrafah | paragrafy,fable_pass10 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
given-podany,podany,podany,given; presented,proof_reference,2,podane | podati,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
chapter,poglavje,poglavje,chapter,proof_reference,3,kapitol | poglavj | poglavju,fable_pass15 | chatgpt_v4_longtail_attach,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
beginning,početek,početek,beginning; start,proof_reference,4,početk | pocetk | počat | pocat,fable_pass23,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
work-praca,praca,praca,work; paper (W spelling),proof_reference,1,praca,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
accepted-adopted,prijeti,prijeti,accepted; adopted (convention),proof_reference,5,prijem | prijet | prijeti | prijeto | prijimaje,chatgpt_v4_longtail_attach | fable_pass18 | fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
preceding,prědhodny,prědhodny,preceding; previous,proof_reference,11,predhodn | predydu | prethodnom | prědhodi | prědhodn | prědhodne | prědhodnogo | prědhodnoj | prědhodnom | prědhodnym | prědydu,chatgpt_v4_longtail_attach | fable_pass13 | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
translation,prěvod,prěvod,translation / translates,proof_reference,3,prěvod | prěvodet | prěvodi,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
fw-raneje,raneje,raneje,earlier (E-flavored),proof_reference,1,raneje,fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
as-said,rečeno,rečeno,(as) said/stated,proof_reference,5,receno | rečen | rečeno | rěč | skazanom,fable_pass7 | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
abbreviated-skraceno,skračeno,skračeno,abbreviated; for short,proof_reference,1,skračeno,fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
mention-spomenuti,spomenuti,spomenuti,mention,proof_reference,5,spomenu | spomenute | spomenuti | spomenuto | spomenuty,fable_pass27_kwic | fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
introduced-uvedeny,uvedeny,uvedeny,introduced (cs-flavored participle),proof_reference,2,uvedeny | uvedenymi,fable_pass29_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
introduction-vvod,vvod,vvod,introduction,proof_reference,1,vvod,chatgpt_v4_longtail | fable_v4_review,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
desired-zelany,želany,želany,desired,proof_reference,2,želane | želano,fable_pass28_kwic,generated_internal_consistency,0.35,proposed_internal_insert; needs linguistic review,,keep_as_attested_internal_register,,,proof_register,0.35,0.65,keep_as_attested_internal_register,proof/register internal consistency; not native witness; no production patch unless separately authorized
