term_id,source_term,chosen_form_latin,chosen_form_cyrillic,concept,concept_source,concept_link_original,concept_key,reason_class,status,reviewer_need,source_pointer,f10_flag,safe_to_show_external,f10_reason,required_fix,tail_route,tail_route_key,tail_shelf_langs,c2_priority,witness_E,witness_W,witness_S,witness_I,witness_X,branch_present_E,branch_present_W,branch_present_S,family_witness_mass,branch_share_E,branch_share_W,branch_share_S,effective_branch_count_D1,branch_breadth_weight,branch_balance_weight,source_strength_weight,east_dominance_penalty,ws_isv_choice,ws_support_hits,ws_competitor_hits,ws_support_branches,ws_competitor_branches,ws_support_langs,ws_competitor_langs,ws_support_score,ws_adverse_competitor_score,weighted_score_action_class,weighted_score_sensitivity,weighted_current_equal_branch,weighted_current_dependence_pd,weighted_top_equal_branch,best_noncurrent_mean_MAG,writeback_status,writeback_candidate_weight,writeback_note,operational_term_weight_0_100,operational_weight_band,recommended_action_band,weight_boundary
ISV-unnamed--predstavjenje_slěda_,,"predstavjenje slěda, normy i diskriminanta","представјенье следа, нормы и дискриминанта",,,,,international,unstated,False,noether_paper31_section06_entry06_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1,0,0,3.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.68,0.6667,,,,,,,,,,,,,,,,,0.0,,31.7,D_underwitnessed,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--primarna_komponenta_,,primarna komponenta prinadležeča k p,примарна компонента принадлежеча к p,,,,,unstated,unstated,True,noether_paper31_section08_entry06_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--primarne_kolca,,primarne kolca,примарне колца,,,,,unstated,unstated,True,noether_paper31_section06_opening_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--primarno_kolco,,primarno kolco,примарно колцо,,,,,unstated,unstated,True,noether_paper31_section02_entry01_terms.json,F10-3,no_fix_first,"ring: E-Slavic continuity vs cs/sk okruh, S-Slavic prsten, sl kolobar; log: 'not derivable mechanically from a majority vote'; reviewer-sensitive",resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,0,E_gap_or_adverse,A_review_adverse_or_competitor,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--primitivny_element_p,,primitivny element / primitivna funkcija,примитивны елемент / примитивна функција,,,,,unstated,unstated,True,noether_paper09_section07_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prinaležny_sistem_ve,,prinaležny sistem veličin,приналежны систем величин,,,,,unstated,unstated,True,noether_paper22_section07_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prirodne_iracionalno,,prirodne iracionalnosti prinadležeče grupě,,,,,,source_fidelity,unstated,True,noether_paper11_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prisojedinjenje_prim,,prisojedinjenje primitivnogo elementa prvogo roda,присојединјенье примитивного елемента првого рода,,,,,source_fidelity,unstated,True,noether_paper31_section03_entry03_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--produkt_diskriminant,,produkt diskriminantnyh idealov komponentov,продукт дискриминантных идеалов компонентов,,,,,pan_slavic_native;international,unstated,False,noether_paper31_section05_entry02_terms.json;noether_paper31_section06_entry05_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1,0,0,3.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.68,0.6667,,,,,,,,,,,,,,,,,0.0,,31.7,D_underwitnessed,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--produkt_konečno_mnog,,produkt konečno mnogih po parah vzajemno prostyh primarnyh idealov,продукт конечно многих по парах взајемно простых примарных идеалов,,,,,unstated,unstated,True,noether_paper31_section07_entry02_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--produkt_stepenjev_pr,,produkt stepenjev prostyh idealov / vlastny dělitelj,продукт степенјев простых идеалов / властны делитељ,,,,,source_fidelity,unstated,True,noether_paper31_section08_entry01_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--produkty_stepenev,,produkty stepenev,продукты степенев,,,,,pan_slavic_native,unstated,True,noether_paper15_terms.json;noether_paper17_terms.json,F10-2,no_fix_first,broad-Slavic claim with East-only witness vector,"back the claim with W/S witness forms from the shelf, or weaken the claim",,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,8.7,E_gap_or_adverse,E_overclaim_backfill_needed,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--produkty_stepenev_v_,,produkty stepenev v imenovatelju / častne derivaty,продукты степенев в именовательу / частне дериваты,,,,,unstated,unstated,True,noether_paper17_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prost_vzhodno_k_a_vz,,prost vzhodno k a / vzaimno proste v tom smyslu,,,,,,source_fidelity,unstated,True,noether_paper30_section05_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prosta_grupa,,prosta grupa,проста група,,,,,source_fidelity,unstated,True,noether_paper17_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prosto_izomorfna,,prosto izomorfna,,,,,,unstated,unstated,True,noether_paper15_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prosty_element,,prosty element,просты елемент,,,,,unstated,unstated,True,noether_paper31_section07_entry03_terms.json;noether_paper31_section08_entry06_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prosty_element_osnov,,prosty element osnovnoj oblasti,просты елемент основној области,,,,,unstated,unstated,True,noether_paper31_introduction_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prosty_ideal_asociov,,"prosty ideal, asociovany s nulovym idealom","просты идеал, асоциованы с нуловым идеалом",,,,,pan_slavic_native;international,unstated,False,noether_paper31_section06_entry01_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.48,0.6667,,,,,,,,,,,,,,,,,0.0,,26.7,D_underwitnessed,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prosty_ideal_drugogo,,prosty ideal drugogo roda,просты идеал другого рода,,,,,pan_slavic_native,unstated,True,noether_paper31_section08_entry09_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prosty_ideal_p_iz_mu,,prosty ideal p iz multiplikacijskogo kolca o,просты идеал p из мултипликацијского колца o,,,,,unstated,unstated,True,noether_paper31_section08_entry09_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prosty_ideal_primarn,,prosty ideal / primarny ideal / asociovany prosty ideal,,,,,,unstated,unstated,True,noether_paper30_section05_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prosty_ideal_prvogo_,,prosty ideal prvogo i drugogo roda,просты идеал првого / другого рода,,,,,unstated,unstated,True,noether_paper31_introduction_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,3.0,0.0,0.0,0.0,0.0,1,0,0,3.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.6,0.6667,,,,,,,,,,,,,,,,,0.0,,21.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prosty_ideal_prvogo_,,prosty ideal prvogo i drugogo roda,просты идеал првого и другого рода,,,,,unstated,unstated,True,noether_paper31_section02_entry04_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,3.0,0.0,0.0,0.0,0.0,1,0,0,3.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.6,0.6667,,,,,,,,,,,,,,,,,0.0,,21.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prosty_modul,,prosty modul,просты модул,,,,,source_fidelity,unstated,True,noether_paper17_terms.json;noether_paper30_section10_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prve_integraly,,prve integraly,,,,,,source_fidelity,unstated,True,noether_paper13_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prvotno_polje,,prvotno polje,првотно полье,,,,,unstated,unstated,False,noether_paper09_section10_terms.json;noether_paper10_section03_terms.json,F10-0,yes,"polje = commutative field, hr + shelf backed",record witness forms in the term row (currently prose/shelf only),,,,,3.0,1.0,1.0,0.0,0.0,1,1,1,5.0,0.6,0.2,0.2,2.586,1.0,0.8621,1,0.2667,,,,,,,,,,,,,,,,,0.0,,67.6,B_usable_candidate_or_balanced,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prvy_teorem_o_izomor,,prvy teorem o izomorfizmu,првы теорем о изоморфизму,,,,,unstated,unstated,True,noether_paper31_section07_entry04_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prěhod_k_razširjenym,,prěhod k razširjenym kolcam,преход к разширјеным колцам,,,,,unstated,unstated,True,noether_paper31_section05_entry03_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prěhod_od_porjadka_k,,prěhod od porjadka k kolcam konečnogo ranga vzhodno k polju,преход од порјадка к колцам конечного ранга взходно к польу,,,,,east_slavic_continuity,unstated,True,noether_paper31_section07_entry03_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--prěsěčno_polje,,prěsěčno polje,пресечно полье,,,,,unstated,unstated,False,noether_paper09_section07_terms.json,F10-0,yes,"polje = commutative field, hr + shelf backed",record witness forms in the term row (currently prose/shelf only),,,,,2.0,1.0,1.0,0.0,0.0,1,1,1,4.0,0.5,0.25,0.25,2.828,1.0,0.9428,1,0.1667,,,,,,,,,,,,,,,,,0.0,,70.2,B_usable_candidate_or_balanced,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--r_jest_homomorfno_k_,,R jest homomorfno k K_i / izraziti črez elementy iz K_i,R јест хомоморфно к K_i / изразити чрез елементы из K_i,,,,,pan_slavic_native;international,unstated,False,noether_paper31_section06_entry06_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,3.0,0.0,0.0,0.0,1.0,1,0,0,3.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.68,0.6667,,,,,,,,,,,,,,,,,0.0,,31.7,D_underwitnessed,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--racionalna_baza_alge,,racionalna baza / algebraična baza,рационална база / алгебраична база,,,,,unstated,unstated,True,noether_paper09_section10_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--racionalna_baza_s_do,,racionalna baza s dodatnym uslovjem,рационална база с додатным условјем,,,,,unstated,unstated,True,noether_paper09_section07_terms.json;noether_paper09_section08_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--racionalna_baza_vsih,,racionalna baza vsih čisel,,,,,,unstated,unstated,True,noether_paper10_section02_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,3.0,0.0,0.0,0.0,0.0,1,0,0,3.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.6,0.6667,,,,,,,,,,,,,,,,,0.0,,21.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--racionalno-cěla_adju,,racionalno-cěla adjunkcija,рационално-цела адјункција,,,,,international,unstated,False,noether_paper09_section07_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.48,0.6667,,,,,,,,,,,,,,,,,0.0,,26.7,D_underwitnessed,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--racionalno-cěle_koef,,racionalno-cěle koeficienty / cělo-racionalno-čislove invarianty,,,,,,unstated,unstated,True,noether_paper15_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,3.0,0.0,0.0,0.0,0.0,1,0,0,3.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.6,0.6667,,,,,,,,,,,,,,,,,0.0,,21.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--racionalno-čislove_k,,racionalno-čislove koeficienty / funkcije,,,,,,source_fidelity,unstated,True,noether_paper11_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--racionalno_algebraič,,racionalno / algebraično / transcendentno čislo,,,,,,international,unstated,False,noether_paper10_section02_terms.json,F10-0,yes,Interslavic-authority or international rationale present (no W/S witness),add W/S witness forms or explicit gap note from the 20-source shelf,,,,,2.0,0.0,0.0,0.0,1.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.48,0.6667,,,,,,,,,,,,,,,,,0.0,,26.7,D_underwitnessed,G_currently_acceptable_or_low_priority,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--racionalno_zavisny_n,,racionalno zavisny / nezavisny,,,,,,unstated,unstated,True,noether_paper10_section02_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--ravnost_koeficientov,,ravnost koeficientov,равност коефициентов,,,,,unstated,unstated,True,noether_paper31_section01_entries01_02_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--razděljenje_oblastij,,razděljenje oblastij ... na klasy,раздельенье областиј ... на класы,,,,,pan_slavic_native,unstated,True,noether_paper09_section08_terms.json,F10-2,no_fix_first,broad-Slavic claim with East-only witness vector,"back the claim with W/S witness forms from the shelf, or weaken the claim",,,,,3.0,0.0,0.0,0.0,0.0,1,0,0,3.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.6,0.6667,,,,,,,,,,,,,,,,,0.0,,13.7,E_gap_or_adverse,E_overclaim_backfill_needed,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--razklad_v_k_sostavny,,razklad v k sostavnyh česti / k podgrup,разклад в к составных чести / к подгруп,,,,,unstated,unstated,True,noether_paper17_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--razlika_med_cělym_i_,,razlika med cělym i drobnym razmyvaje se,разлика мед целым и дробным размываје се,,,,,source_fidelity,unstated,True,noether_paper09_section10_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--razlikove_izrazy,,razlikove izrazy,разликове изразы,,,,,unstated,unstated,True,noether_paper17_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--različny_od_nulovogo,,različny od nulovogo ideala,различны од нулового идеала,,,,,unstated,unstated,True,noether_paper31_section08_entry04_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--razloženje_ideala_ra,,razloženje ideala / razloženje nulovogo ideala,разложенье идеала / разложенье нулового идеала,,,,,pan_slavic_native,unstated,True,noether_paper31_section07_entry04_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--razloženje_ideala_t_,,razloženje ideala T p,разложенје идеала T p,,,,,unstated,unstated,True,noether_paper31_section08_entry09_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
ISV-unnamed--razširenje_prvogo_ro,,razširenje prvogo roda,разширенье првого рода,,,,,source_fidelity,unstated,True,noether_paper31_section08_entry03_terms.json,F10-1,review,no non-East witness or rationale recorded,backfill witness vector from 20-source shelf or mark explicit gap,,,,,2.0,0.0,0.0,0.0,0.0,1,0,0,2.0,1.0,0.0,0.0,1.0,0.3333,0.3333,0.4,0.6667,,,,,,,,,,,,,,,,,0.0,,16.7,D_underwitnessed,F_missing_witness_backfill,"operational triage weight, not certification; source-use categories and native row review still govern"
