audit_entry_number,parent_pdf_index_0based,parent_pdf_page_1based,printed_page_from_audit,audit_heading
536,539,540,526,"### #536 (2026-07-14) — idx539 (vol p526 = **Exposé X «- 8 -»**, header «- 8 -» + «X» + footer «526» ; **CONSTANTE_X=518 CONFIRMÉE [526−8]**) — **★ suite Démonstration Théorème 1.3.2 cas II : «…u fibre générique D_e / points en correspondance biunivoque avec drapeaux du type (1,…,1) (n termes) de l'espace vectoriel E_e dim n>0 sur k(e) / germes de sections de g / section s:U→D / X'=s(U) adhérence structure induite réduite / f:X'→X restriction de g à X' projectif, birationnel (isom sur s(U))» + «dim(X')≤dim(X) (EGA IV 5.6.6.1) / f(X')=g(X') fermé contient U ⟹ f surjectif dim(X')≥dim(X) (EGA IV 5.4.1(ii)) / cas I satisfait X' / x'=f^*(x)∈Filt^i(X') ⟹ (1.3.7') f^*(x)cl_•(O_{X'})∈Filt_{j-i}(X')» + «On en conclut, formule projection + (1.1.8) : (1.3.8) x f_*(cl_•(O_{X'}))∈Filt_{j-i}(X)» + «D'autre part l'homomorphisme canonique O_X→f_*(O_{X'}) isom sur ouvert dense U / O_X-modules R^if_*(O_{X'}) (i≥1) concentrés sur X-U fermé rare ⟹ (1.3.9) f_*(cl_•(O_{X'}))=cl_•(O_X)+w»** — 2 rep-calls (band+crop-confirmed OS-360 p526 LISIBLE) ; ⚠⚠ **CONSTANTE_X=518 ✓ (526−8 ; idx=526+13=539 ✓).** ⚠⚠ **f^*(pullback)/f_*(pushforward)/Filt^i/Filt_{j-i}/cl_•/O_{X'} coexistent — workpass CORRECT ; 0 con..."
537,540,541,527,"### #537 (2026-07-14) — idx540 (vol p527 = **Exposé X «- 9 -»**, header «- 9 -» + «X» + footer «527» ; **CONSTANTE_X=518 CONFIRMÉE [527−9]**) — **★ FIN Démonstration Théorème 1.3.2 (où w∈Filt_{j-1}(X) / xw∈Filt_{j-i-1}(X) / (1.3.8)+(1.3.9) / x cl_•(O_X)∈Filt_{j-i}(X). C.Q.F.D.) + Remarque 1.4 (fonction dimension D(x)=D_Y(x)=dim({x}‾) / propriétés (i)-(iv) : (i) Pour tout X-schéma propre Y, x∈Y, D_Y(x)∈Z ; (ii) Si y≠x spécialisation de x, D(y)<D(x) ; (iii) Pour tout X-morphisme f:Y_1→Y_2, y∈Y_1, D_{Y_2}(f(y))≤D_{Y_1}(y) ; (iv) égalité dans (iii) si f immersion ou Y_1 irréductible+f birationnel surjectif+y point générique / «tous résultats (1.3.2)/(1.3.3) valables si l'on y remplace dimension par D satisfaisant (i)à(iv)») [+ Exemple 1.5 = p528]** — 9 rep-calls (band+crop-confirmed OS-360 p527 LISIBLE) ; ⚠⚠ **CONSTANTE_X=518 ✓ (527−9 ; idx=527+13=540 ✓).** ⚠⚠ **NB : «C.Q.F.D.» PRÉSENT workpass (L12611) — PAS droppé ; placement/trailing-punct DÉFÉRÉ.** — **9 rep-calls (fix540.py) : fix1 «$xw\in\Filt_{j-i}(X)$»→«$x\cdot w\in\Filt_{j-i-1}(X)$» (★★MATH : product-dot AJOUT + subscript j-i→j-i-1 ; crop z540c_xw DÉCISIF «x·w∈Filt_{j-i-1}» ; [agent] 2 erreurs : dot droppé + mauvais subscri..."
538,541,542,528,"### #538 (2026-07-14) — idx541 (vol p528 = **Exposé X «- 10 -»**, header «- 10 -» + «X» + footer «528» ; **CONSTANTE_X=518 CONFIRMÉE [528−10]**) — **★ Exemple 1.5 (fonction dimension via deg.tr) : «Soit S schéma localement noethérien universellement caténaire (par exemple sous-schéma d'un schéma de Cohen-Macaulay). Posons (1.5.1) D_S(x)=n−codim({x}‾,S)=n−dim O_{S,x} (x∈S), et on pose aussi pour tout S-schéma propre s_Y:Y→S et y∈Y : (1.5.2) D_Y(y)=D_S(s_Y(y))+deg.tr_{k(s_Y(y))}k(y). Si f:Y_1→Y_2 S-morphisme…l'additivité des degrés de transcendance et (1.5.2) donnent immédiatement (1.5.3) D_{Y_1}(y)=D_{Y_2}(f(y))+deg.tr_{k(f(y))}k(y) (y∈Y_1). Montrons que les fonctions D_Y…satisfont aux conditions (i)-(iv) de 1.4. D'après (1.5.3), la condition (ii) est la seule non-triviale. Grâce à (iv)…supposer que Y={x}‾. On factorise…s_Y(Y)=Z↪S, soit s_Y=g∘f : [tikzcd Y→^f Z ↪^g S,] où Y et Z irréductibles, f propre et surjectif et g une immersion fermée. Posons x'=s_Y(x), y'=s_Y(y). On déduit alors de (1.5.2) et (1.5.1) : [display D_Y(x)−D_Y(y)=dim O_{S,y'}−dim O_{S,x'}+deg.tr_{k(x')}k(x)−deg.tr_{k(y')}k(y).] Puisque S est caténaire, on a»** — 3 rep-calls (band+crop-confirmed OS-360 p528 LISI..."
539,542,543,529,"### #539 (2026-07-15) — idx542 (vol p529 = **Exposé X «- 11 -»**, header «- 11 -» + «X» + footer «529» ; **CONSTANTE_X=518 CONFIRMÉE [529−11]**) — **★ fin Exemple 1.5 + début 1.6 (Jussila) : «[display dim.O_{S,y'}−dim.O_{S,x'} = dim.O_{Z,y'} − dim.O_{Z,x'}] (EGA 0_IV 14.3.2.1), d'où (1.5.4) D_Y(x)−D_Y(y) = [dim.O_{Z,y'} − deg.tr_{k(y')}k(y) ] − [dim.O_{Z,x'} − deg.tr_{k(x')}k(x) ] . Puisque Z est universellement caténaire,(EGA IV 5.6.5.1.) est applicable, et donne [display C_1= dim.O_{Y,y} −e , C_2 = dim.O_{Y,x} −e ,] où C_1 et C_2 sont les deux termes à droite dans (1.5.4). Alors on conclut immédiatement de (1.5.4) que [display D_Y(x)−D_Y(y) = dim.O_{Y,y} − dim.O_{Y,x} > 0, C.Q.F.D.] On voit donc que (1.3.2) et (1.3.3) restent valables pour un schéma noethérien universellement caténaire X de dimension n, si l'on définit la filtration de K.(X) au moyen de (1.5.1) suivant la codimension des supports. On notera que cette filtration coincide avec celle de (1.1.1), lorsque de plus X est biéqui-dimensionnel. 1.6. On peut se demander s'il est toujours possible de définir sur un schéma noethérien X de dimension finie une fonction D possédant la propriété (i) de 1.4 et de plus la propri..."
540,543,544,530,"### #540 (2026-07-15) — idx543 (vol p530 = **Exposé X «- 12 -»**, header «- 12 -» + «X» + footer «530» ; **CONSTANTE_X=518 CONFIRMÉE [530−12]**) — **★ fin 1.6 : le contre-exemple par recollement (Jussila) : «Il est évidemment nécessaire pour cela que X soit caténaire, et suffisant que X soit biéquidimensionne (EGA 0_IV 14.3.3). Cependant il existe des schémas noethériens de dimension finie, caténaires et équidimensionnels, n'ayant pas de telles fonctions D. Pour le voir on peut modifier l'exemple (EGA IV 5.6.11) de la façon suivante : prenons deux exemplaires Y_1 et Y_2 du spectre de l'anneau E de loc. cit. et désignons par y_i et z_i (i=1,2) les points fermés de Y_i (i=1,2) correspondant aux idéaux maximaux m resp. m' de E de hauteur 2 resp. 1 . Rappelons que les corps résiduels de m et m' sont isomorphes. On peut donc construire par recollement de Y_1 et Y_2 un schéma X en identifiant y_1 avec z_2 et y_2 avec z_1 . On peut alors identifier Y_1 et Y_2 avec les deux composantes irréductibles de X, et alors dans Z, Y_1 ∩ Y_2 = {y_1,y_2} est de dimension zéro. On voit alors que X est un schéma noethérien, caténaire et équidimensionnel (de dimension 2). Si (ii bis) était vérifié su..."
541,544,545,531,"### #541 (2026-07-15) — idx544 (vol p531 = **Exposé X «- 13 -»**, header «- 13 -» + «X» + footer «531» ; **CONSTANTE_X=518 CONFIRMÉE [531−13]**) — **★ DÉBUT §2 « Polynômes de Snapper » (Jussila) : «2. Polynômes de Snapper / 2.1. Rappelons d'abord la définition et quelques propriétés élémentaires des applications polynômes : / Définition 2.1.1. Soit f une application d'un groupe abélien A dans un groupe abélien B. On dit que f est une application polynôme, s'il existe, pour toute suite x_1,....,x_r (r ≥ 1) d'éléments de A, une famille (y(x_1, ...,x_r ; k_1,...,k_r))_{k_1,...,k_r ≥ 0} d'éléments de B, presque tous nuls, et satisfaisant à la condition suivante : / Pour toute suite n_1,...,n_r d'entiers, on a [display f(n_1x_1 + ... + n_rx_r) = Σ_{k_1,...,k_r ≥ 0} (n_1^{k_1} ...n_r^{k_r}) y(x_1,...,x_r;k_1,...,k_r) .] On dit que f est de degré ≤ m , si quels que soient r ∈ Z et x_1,...,x_r ∈ A, on a [display y(x_1,...,x_r ; k_1,...,k_r) = 0] pour k_1 + ... + k_r > m. / Lemme 2.1.2. Tout homomorphisme de groupes abéliens est une application polynôme de degré ≤ 1. Si h = fog, où f est une application polynôme de degré p et g une application polynôme de degré q, alors h est une applica..."
542,545,546,532,"### #542 (2026-07-15) — idx545 (vol p532 = **Exposé X «- 14 -»**, header «- 14 -» + «X» + footer «532» ; **CONSTANTE_X=518 CONFIRMÉE [532−14]**) — **★ fin Lemme 2.1.3 + Démonstration a)/b) (Jussila) : «…un nombre premier p et G'' est un groupe de torsion. Alors toute application polynôme f: G → Q qui se factorise par Z , est constante. / Démonstration : Il s'agit de montrer que pour tout x ∈ G, on a f(x) = f(0). / a) Supposons d'abord que x soit un élément de torsion, disons mx = 0 (m ∈ Z , m ≠ 0) . Alors le polynôme P_x(n) = f(nx) − f(0) a un nombre infini de racines, à savoir tous les entiers divisibles par m . Donc le polynôme P_x est identiquement nul et on a f(x) = f(0). / b) Supposons maintenant que x soit un élément libre de G divisible par toutes les puissances p^k (k ∈ Z). Considérons des polynômes P_k définis par [display P_k(n) = f(nx/p^k) = Σ_{i ∈ N} n^i y(x/p^k; i) ∈ Z (n ∈ Z ; y(x/p^k,i) ∈ Q) .] Pour tout n ∈ Z on a l'identité [display P_k(n) = P_{k+1}(pn)] i.e. [display Σ_{i∈N} n^i y(x/p^k ; i) = Σ_{i∈N} p^i n^i y(x/p^{k+1} ;i) ,] d'où on tire par comparaison de coefficients [display y(x/p^k; i) = p^i y(x/p^{k+1}; i) (i ∈ N) .]»** — **5 rep-calls** (bands 1-5 + 6 ..."
543,546,547,533,"### #543 (2026-07-15) — idx546 (vol p533 = **Exposé X «- 15 -»**, header «- 15 -» + «X» + footer «533» ; **CONSTANTE_X=518 CONFIRMÉE [533−15]**) — **★ fin Démonstration Lemme 2.1.3 + début Lemme 2.1.4 (Jussila) : «Mais tout polynôme P : Q ⟶ Q est continu dans la topologie induite par R . Donc pour k assez grand on a [display |P_x(n/p^k) − P_x(0)| < 1 .] Mais par définition P_x(n/p^k) est un entier pour tout n,k ∈ Z . Il s'ensuit que P_x(n/p^k)−P_x(0) = 0 pour k assez grand. Donc le polynôme P_x est constant et on trouve en particulier P_x(1) = P_x(0) / i.e. f(x) = f(0) . / Les deux cas a) et b) ci-dessus montrent que la restriction de f à G' est constante. On va montrer maintenant que f est constante sur chaque classe de G suivant G'. Pour tout b ∈ G on désigne par g_b: G' ⟶ Q l'application définie par [display g_b(y) = f(b+y) (y ∈ G') .] L'application g_b est une application polynôme de G' dans Q qui se factorise par Z, donc constante d'après ce qu'on a vu ci-dessus, d'où l'assertion que f soit constante sur les classes de G suivant G'' . Il s'ensuit qu'on peut écrire f = h o j , où h : G' ⟶ Q est une application polynôme qui se factorise par Z . Mais par hypothèse C"" est un gr..."
544,547,548,534,"### #544 (2026-07-15) — idx547 (vol p534 = **Exposé X «- 16 -»**, header «- 16 -» + «X» + footer «534» ; **CONSTANTE_X=518 CONFIRMÉE [534−16]**) — **★ fin Lemme 2.1.4 + formule binomiale (2.1.5) + début 2.2 (Jussila) : «[display α : P —^i→ A —^j→ A ⊗_Z Q] (où j(x) = x ⊗ 1) est une application polynôme. Si I^{m+1} = 0 , alors α est de degré ≤ m . / Démonstration : Soit x_1,..,x_r une suite d'éléments de P avec x_i = 1+y_i (i=1,...,r). Alors la formule binomiale donne pour tout n_1,...,n_r ∈ Z : / (2.1.5) x_1^{n_1}....x_r^{n_r} = Σ_{k_1,...,k_r ≥ 0} (n_1¦k_1)...(n_r¦k_r) y_1^{k_1}...y_r^{k_r} , / où la somme à droite est finie puisque les éléments y_1, ...,y_r sont nilpotents. Mais les coefficients (n_1¦k_1)....(n_r¦k_r) sont des polynômes à coefficients rationnels dans les variables n_1, ...,n_r de degré k_1 + ... + k_r, de sorte que α est bien une application polynôme. Si I^{m+1} = 0, alors y_1^{k_1} ... y_r^{k_r} = 0 pour k_1 + ... +k_r > m . Donc α est de degré ≤ m, C. Q.F. D. / 2.2. Considérons maintenant un schéma noethérien X et un élément y de Filt_j(X) (1.1.1). En associant à tout x ∈ K^∘(X) l'élément xy de K_•(X) on obtient un homomorphisme de K^∘(X)-modules»** — **3 rep..."
545,548,549,535,"### #545 (2026-07-15) — idx548 (vol p535 = **Exposé X «- 17 -»**, header «- 17 -» + «X» + footer «535» ; **CONSTANTE_X=518 CONFIRMÉE [535−17]**) — **★ suite 2.2 + Prop 2.2.1 + début 2.3 (Jussila) : «Soit β_y : A ⟶ K_•(X) l'homomorphisme ainsi défini. Si l'on désigne par I l' idéal Filt^j(X)/Filt^{j+1}(X) de A, on a I^{j+1} = 0 . Gardant les notations du lemme 2.1.4 on trouve un homomorphisme de groupes abéliens [display γ : Pic(X) ⟶ P] qui associe à la classe de tout O_X-module inversible L dans Pic(X) l'élément j(cl^∘(L)) de P . / ¶ On tire immédiatement des lemmes 2.1.2 et 2.1.4 : / Proposition 2.2.1. Pour tout schéma noethérien X et pour tout y ∈ Filt_j(X) (j ∈ Z) l'application composée [display Pic(X) ⟶ K_•(X) ⊗_Z Q ,] définie par [display cl_P(L) ⟿ (cl^∘(L)y) ⊗ 1] est une application polynôme de degré ≤ j . / 2.3. Si X est un schéma propre sur un corps k et si g : X ⟶ Spec(k) est le morphisme structural, alors l'homomorphisme [display g_* : K_•(X) ⟶ K_•(Spec(k)) ≅ Z] associe à la classe cl_•(F) de tout O_X-module cohérent F la caractéristique d'Euler-Poincaré χ (F) ∈ Z de F sur X . De 2.2.1 on conclut immédiatement :»** — **5 rep-calls** (bands 1-5 + 6 crops HD dont 2 à 240..."
546,549,550,536,"### #546 (2026-07-15) — idx549 (vol p536 = **Exposé X «- 18 -»**, header «- 18 -» + «X» + footer «536» ; **CONSTANTE_X=518 CONFIRMÉE [536−18]**) — **★ Proposition 2.3.1 + (2.3.2) + début 2.4 (Jussila) : «Proposition 2.3.1. Pour tout schéma propre X sur k, et pour tout y ∈ Filt_j(X), l'application [display S_y : Pic(X) ⟶ Z ↪ Q] définie par [display cl_P(L) ⟿ g_*(cl^∘(L)y) = χ(cl^∘(L)y)] est une application polynôme de degré ≤ j . / Lorsque L_1,...,L_n sont des O_X-modules inversibles et F un O_X-module cohérent tel que dim(Supp(F)) = j , alors 2.3.1. implique en particulier que la caractéristique d'Euler-Poincaré [display (2.3.2) χ(L_1^{⊗m_1} ⊗ .... ⊗ L_n^{⊗m_n} ⊗ F)] est un polynôme numérique dans les variables m_1,....,m_n ∈ Z , de degré ≤ dim. supp. F, parfois appellé polynôme de Snapper pour F et la suite L_1,...,L_n . / 2.4. Rappelons [2] que le foncteur de Picard Pic_{X/k} de X sur k est le faisceau en groupes dans la topologie (fpqc) de k associé au préfaisceau [display T ⟿ Pic(X ×_k T) (T ∈ Ob(Sch/k)) .] Lorsque k est algébriquement clos, on sait que l'homomorphisme canonique [display Pic(X) ⟶ Pic_{X/k}(Spec(k))] est un isomorphisme.»** — **6 rep-calls** (bands 1-5 + 7 cr..."
547,550,551,537,"### #547 (2026-07-15) — idx550 (vol p537 = **Exposé X «- 19 -»**, header «- 19 -» + «X» + footer «537» ; **CONSTANTE_X=518 CONFIRMÉE [537−19]**) — **★★ PAGE LA PLUS DÉFECTUEUSE DU RUN : 7 rep-calls / 14 changements distincts** — **2.4 suite + Définition 2.4.1 + Lemme 2.4.3 + Preuve (Jussila) : «Lorsque X est propre sur k, on sait [4] que Pic^0_{X/k} est représentable par un schéma en groupes localement de type fini Pic_{X/k} sur k . La composante neutre Pic^0_{X/k} de Pic_{X/k} est un groupe algébrique commutatif connexe sur k . / Définition 2.4.1. Soit X un schéma propre sur un corps k, L un O_X-module inversible (resp. x un élément de Pic(X)). On dit que L(resp. x) est τ-équivalent à zéro, s'il existe un entier n ≠ 0 tel que L^{⊗n}(resp. nx) est algébriquement équivalent à zéro. Les éléments de Pic(X) algébriquement équivalents (resp. τ-équivalents) à zéro forment un sous-groupe Pic^0(X) (resp. Pic^τ(X)) de Pic(X) . / Lemme 2.4.3. Pour tout schéma propre X sur un corps algébriquement clos k le groupe Pic^0(X) est divisible par tout entier n premier à la caractéristique de k . / Preuve : Comme k est algébriquement clos, on a Pic^0(X) ≅ Pic^0_{X/k}(k) . Puisque Pic^0_{X/k} est c..."
548,551,552,538,"### #548 (2026-07-15) — idx551 (vol p538 = **Exposé X «- 20 -»**, header «- 20 -» + «X» + footer «538» ; **CONSTANTE_X=518 CONFIRMÉE [538−20]**) — **★ Prop 2.4.4 + diagramme commutatif + Remarque 2.4.5 + DÉBUT §3 « Formules de projection pour les gradués associés » + 3.1 + (3.1.1) (Jussila) : «Proposition 2.4.4. L'application polynôme s_y (2.3.1) est constante sur les classes suivant Pic^τ(X) . / Démonstration : Si K est une extension algébriquement close de k , on trouve un diagramme commutatif [DIAGRAMME : Pic(X) —^{s_y}→ K_•(Spec(k)) ↘ ; Pic(X_K) —^{s̄_y}→ K_•(Spec(K)) ↗ ; Z ↪ Q ,] où s̄_y est l'application polynôme correspondant à s_y sur Pic(X_K). On peut donc supposer k algébriquement clos. L'assertion découle alors immédiatement de 2.1.3 et 2.4.3. / Remarque 2.4.5. Dans Exp. XIII on va démontrer ce résultat sans utiliser la représentabilité du foncteur Pic_{X/k} . / 3. Formules de projection pour les gradués associés / 3.1. Considérons un schéma noethérien X . On désigne par Gr^∘(X) le gradué associé à la λ-filtration de K^∘(X) et par Gr_•(X) le gradué associé à la filtration 1.1.1 de K_•(X) . Grâce à 1.3.2, la loi de composition (1.3.1) [display K^∘(X) × K_•(X) ⟶ K_•(X)]..."
549,552,553,539,"### #549 (2026-07-15) — idx552 (vol p539 = **Exposé X «- 21 -»**, header «- 21 -» + «X» + footer «539» ; **CONSTANTE_X=518 CONFIRMÉE [539−21]**) — **★★ fin 3.1 + (3.1.2) + 3.2 + (3.2.1) + (3.2.2) (Jussila) : «Gr_•(X) devient ainsi un module sur l'anneau Gr^∘(X) (et même un module gradué sur l'anneau gradué Gr^∘(X), à condition de changer de signe la graduation de Gr_•(X) en posant Gr^i_•(X) = Gr_{-i}(X) (i ∈ Z)). / Considérons maintenant un morphisme propre [display f : X' ⟶ X] de schémas noethériens. Alors f induit un homomorphisme [display f^*: Gr^∘(X) ⟶ Gr^∘(X')] d'anneaux gradués (V ), et d'après 1.1.8 un homomorphisme [display f_* : Gr_•(X') ⟶ Gr_•(X)] de groupes abéliens gradués. Alors la formule de projection (IV 2.11) et (3.1.1) donnent par passage aux gradués associés la formule de projection graduée [display (3.1.2) x·f_*(y) = f_*(f^*(x)·y) (x ∈ Gr^∘(X), y ∈ Gr_•(X')) .] / 3.2. Soit f : X'⟶X un morphisme projectif d'intersection complète (Exp. VIII) et de dimension virtuelle r de schémas noethériens, X ayant un O_X-module inversible ample. Dans Exp.VIII on a démontré que f induit un homomorphisme [display (3.2.1) f_* : Filt^k(X')_Q ⟶ Filt^{k-r}(X)_Q (k ∈ Z)] qui satisf..."
550,553,554,540,"### #550 (2026-07-15) — idx553 (vol p540 = **Exposé X «- 22 -»**, header «- 22 -» + «X» + footer «540» ; **CONSTANTE_X=518 CONFIRMÉE [540−22]**) — **★ (3.2.3) + formule de projection graduée + §3.3 (Tor-dimension finie) (Jussila) : «Par passage aux gradués associés dans (3.2.1) et (3.2.2) on obtient un homomorphisme de degré -r : [display (3.2.3) f_* : Gr^∘(X')_Q ⟶ Gr^∘(X)_Q] et grâce à (1.3.2) une formule de projection graduée [display f_*(f^*(x)·y) = x·f_*(y) (x ∈ Gr^∘(X)_Q , y ∈ Gr^∘(X')_Q) .] / 3.3. Considérons enfin un morphisme f : X' ⟶ X de Tor-dimension finie de schémas noethériens. Alors on sait (Exp. IV) que f induit un homomorphisme [display f^* : K_•(X) ⟶ K_•(X')] tel que [display f^*(cl_•(F)) = Σ_i (-1)^i cl_•( Tor_i^{O_X}(F,O_{X'}))] pour tout O_X-module cohérent F . / Les O_X-modules Tor_i^{O_X}(F,O_{X'}) sont concentrés sur f^{-1}(Supp(F)) et lorsque les fibres de f sont partout de dimension ≤ d , alors on sait (EGA IV 5.6.7) que [display dim(f^{-1}(Supp(F)) ≤ dim(Supp(F)) + d .] Il s'ensuit que f induit pour tout k ∈ Z un homomorphisme [display f^* : Filt_k(X) ⟶ Filt_{k+d}(X') ,] d'où un homomorphisme de degré d de groupes abéliens gradués»** — **5 rep-calls / 8..."
551,554,555,541,"### #551 (2026-07-15) — idx554 (vol p541 = **Exposé X «- 23 -»**, header «- 23 -» + «X» + footer «541» ; **CONSTANTE_X=518 CONFIRMÉE [541−23]**) — **★ (3.3.1) + §3.4 (formule de projection, r=d) + ★★ DÉBUT DE LA SECTION 4 «Nombres d'intersection» + §4.1 + (4.1.1) (Jussila) : «[display (3.3.1) f^* : Gr_•(X) ⟶ Gr_•(X') .] / 3.4. Supposons enfin que les morphismes (3.2.3) et (3.3.1) soient tous les deux définis pour un morphisme f : X' ⟶X tel que r = d . C'est le cas par exemple si X est quasi-compact avec un O_X-module ample et si X' = P_X(E) , où E est un O_X-module localement libre de rang r+1 . Alors la formule de projection dans la catégorie dérivée donne, pour tout x ∈ Filt^i(X')_Q et y ∈ Filt_j(X)_Q , la formule de projection [display f_*(x·f^*(y)) = f_*(x)·y ∈ Filt_{j+r}(X)_Q .] Lorsque X est noethérien, alors 1.3.2 permet d'en déduire la formule graduée correspondante. / 4. Nombres d'intersection / 4.1. Considérons un schéma propre X sur un corps k . En composant le produit (3.1.1) [display Gr^i(X) x Gr_i(X) ⟶ Gr_o(X) = Filt_o(X) (i ∈ Z)] avec la caractéristique d'Euler-Poincaré [display χ : Filt_o(X) ⟶ Z ,] on obtient un accouplement appelé ""nombre d'intersection"" : [disp..."
552,555,556,542,"### #552 (2026-07-15) — idx555 (vol p542 = **Exposé X «- 24 -»**, header «- 24 -» + «X» + footer «542» ; **CONSTANTE_X=518 CONFIRMÉE [542−24]**) — **★★ fin §4.1 + Exemple 4.2 (nombres de Chern) + §4.3 début (Jussila) : «que nous noterons [display (x,y) ⟿ < x,y > ∈ Z (i ∈ Z, x ∈ Gr^i(X), y ∈ Gr_i(X)) .] / Exemple 4.2. Supposons que le schéma X soit de dimension n . Prenons un élément y ∈ Gr_n(X), par exemple y = cl.(O_Z), ou Z est un sous-schéma intègre de dimension n de X . Prenons aussi un polynôme homogène de poids n [display P ∈ Z [T_1,...,T_n] ,] où T_i est muni du poids i (i=1,...,n), par exemple un monôme T_{i_1}·T_{i_2}····T_{i_k} avec i_1+i_2+...+i_k = n. Lorsqu'on substitue dans P pour chaque variable T_i (i=1,...,n) la classe de Chern [display c_i(x) = cl^∘(γ^i(x-ε(x)) ∈ Gr^i(X) (x ∈ K^∘(X)) ,] on obtient un élément [display P(c_1(x),....,c_n(X)) ∈ Gr^n(X) .] On appelle nombre de Chern de x relativement à y l'entier [display P_y(x) = < P(c_1(x)),...,c_n(x), y > .] Lorsque y = cl.(O_X) , on omet la mention de y dans la terminologie précédente. / 4.3. Sans hypothèse sur la dimension de X, considérons une suite L_1,...,L_d de O_X-modules inversibles et un O_X-module cohér..."
553,556,557,543,"### #553 (2026-07-15) — idx556 (vol p543 = **Exposé X «- 25 -»**, header «- 25 -» + «X» + footer «543» ; **CONSTANTE_X=518 CONFIRMÉE [543−25]**) — **★★ Prop 4.3.1 + (4.3.2) + Corollaire 4.3.3 + (4.3.4) + Démonstration + (4.3.5) + C.Q.F.D. (Jussila)** — **11 rep-calls / 18 changements** (bandes b1-b5 TOUTES lues + **17 crops HD dont 5 à 3600dpi et 3 à 4800dpi, avec CONTRÔLES**) ; ⚠⚠ **CONSTANTE_X=518 ✓ (543−25 ; idx=543+13=556 ✓)** ; coupure p543/p544 après «…C.Q.F.D.» (b5 = blanc + footer). ⚠ **PAGE-COUNT 383→382 : ATTENDU** (5 displays fabriqués repassés en inline) — **gate 0-err TENUE**."
554,557,558,544,"### #554 (2026-07-15) — idx557 (vol p544 = **Exposé X «- 26 -»**, header «- 26 -» + «X» + footer «544» ; **CONSTANTE_X=518 CONFIRMÉE [544−26]**) — **★★ §4.4 (nombre d'intersection) + items 1) 2) 3) 4) + (4.4.1) + (4.4.2) (Jussila)** — **7 rep-calls / 15 changements** (bandes b1-b5 TOUTES lues + **11 crops HD dont 2 à 4800dpi, avec CONTRÔLES**) ; ⚠⚠ **CONSTANTE_X=518 ✓ (544−26 ; idx=544+13=557 ✓)** ; coupure p544/p545 **EN PLEINE PHRASE** après «alors on a» ⟹ le display (4.4.3) est sur p545. Compile **0-err, 382pp** ✓."
555,558,559,545,"### #555 (2026-07-15) — idx558 (vol p545 = **Exposé X «- 27 -»**, header «- 27 -» + «X» + footer «545» ; **CONSTANTE_X=518 CONFIRMÉE [545−27]**) — **★★ (4.4.3) + définition du degré n + (4.4.4) + (4.4.5) + congruences + «d'où l'assertion.» (Jussila)** — **7 rep-calls / 16 changements** (bandes b1-b5 TOUTES lues + **9 crops HD dont 3 à 4800dpi, avec CONTRÔLES**) ; ⚠⚠ **CONSTANTE_X=518 ✓ (545−27 ; idx=545+13=558 ✓)** ; **(4.4.3) OUVRE la page** (la phrase de p544 pendait à «alors on a» — **CONFIRMÉ**) ; coupure p545/p546 après «d'où l'assertion.». Compile **0-err, 382pp** ✓."
556,559,560,546,"### #556 (2026-07-15) — idx559 (vol p546 = **Exposé X «- 28 -»**, header «- 28 -» + «X» + footer «546» ; **CONSTANTE_X=518 CONFIRMÉE [546−28]**) — **★★ §4.5 (équivalence numérique) + Déf 4.5.1 + Prop 4.5.2 + (4.5.3) + Cor 4.5.3 + DÉBUT DE LA SECTION 5 «L'isomorphisme Pic(X) ≅ Gr^1(X)» (Jussila)** — **7 rep-calls / 14 changements** (bandes b1-b5 TOUTES lues + **12 crops HD dont 2 à 4800dpi, avec CONTRÔLES**) ; ⚠⚠ **CONSTANTE_X=518 ✓ (546−28 ; idx=546+13=559 ✓)** ; coupure p546/p547 **EN PLEINE PHRASE** après «On désigne par» ⟹ (5.1.1) est sur p547. Compile **0-err, 382pp** ✓."
557,560,561,547,"### #557 (2026-07-15) — idx560 (vol p547 = **Exposé X «- 29 -»**, header «- 29 -» + «X» + footer «547» ; **CONSTANTE_X=518 CONFIRMÉE [547−29]**) — **★★ (5.1.1) + le foncteur «det» + (5.1.2) + isomorphisme canonique + (5.1.3) + §5.2 + (5.2.1) (Jussila)** — **5 rep-calls / 8 changements** (bandes b1-b5 TOUTES lues + **7 crops HD dont 1 à 4800dpi, avec CONTRÔLES**) ; ⚠⚠ **CONSTANTE_X=518 ✓ (547−29 ; idx=547+13=560 ✓)** ; **(5.1.1) OUVRE la page** (la phrase de p546 pendait à «On désigne par» — **CONFIRMÉ**) ; coupure p547/p548 après (5.2.1). Compile **0-err, 382pp** ✓."
558,561,562,548,"### #558 (2026-07-15) — idx561 (vol p548 = **Exposé X «- 30 -»**, header «- 30 -» + «X» + footer «548» ; **CONSTANTE_X=518 CONFIRMÉE [548−30]**) — **★★ δ(L)=1−L^{-1} + Remarques 5.2.2 a)/b) + (5.2.3) + (5.2.4) + §5.3 + (5.3.1) (Jussila)** — **7 rep-calls / 9 changements** (bandes b1-b5 TOUTES lues + **7 crops HD, avec CONTRÔLES**) ; ⚠⚠ **CONSTANTE_X=518 ✓ (548−30 ; idx=548+13=561 ✓)** ; coupure p548/p549 après (5.3.1). Compile **0-err, 382pp** ✓."
