"decision_id","french_term","spanish_term","sense","status","source_locator","evidence_note"
"SGA5-TERM-358","module induit","módulo inducido","module obtained by extension of scalars from a subgroup group algebra","adopted","SGA5_FR_WORKPASS:12367-12394; Exposé X §3.3","Use inducido and preserve the left-group-algebra/right-subgroup-algebra bimodule structure"
"SGA5-TERM-359","module dual","módulo dual","contragredient module with inverse-transpose group action","adopted","SGA5_FR_WORKPASS:12434-12472; Exposé X §3.7","Use dual and retain the inverse in the action g on the dual; this is not merely the underlying Lambda-linear dual"
"SGA5-TERM-360","involution de dualité","involución de dualidad","involution on K-superscript induced by double duality of finite-projective modules","adopted","SGA5_FR_WORKPASS:12434-12472; Exposé X §3.7","Use involución and distinguish the K-theory operation from the object-level dual module"
"SGA5-TERM-361","complexe des invariants","complejo de invariantes","subcomplex of elements fixed by the finite group action","adopted","SGA5_FR_WORKPASS:12434-12495; Exposé X §§3.7-3.9","Use invariantes bajo G in explanatory prose and preserve the superscript-G notation on complexes"
"SGA5-TERM-362","représentation de Swan","representación de Swan","finite-projective group-algebra representation whose character records wild ramification multiplicities","adopted","SGA5_FR_WORKPASS:12542-12619; Exposé X §4.2","Retain the proper name Swan and distinguish the representation from its character sigma"
"SGA5-TERM-363","différente","diferente","different ideal/divisor of a finite extension or covering","adopted","SGA5_FR_WORKPASS:12542-12619; Exposé X §4.2","Use the established algebraic-number-theory term diferente; do not translate it as diferencia"
"SGA5-TERM-364","idéal d'augmentation","ideal de aumento","kernel of the augmentation homomorphism of a group ring","adopted","SGA5_FR_WORKPASS:12542-12619; Exposé X §4.2","Use ideal de aumento and preserve its character-theoretic role"
"SGA5-TERM-365","transport de structure","transporte de estructura","transfer of a module structure along an isomorphism or conjugation automorphism","adopted","SGA5_FR_WORKPASS:12621-12635; Exposé X §4.3","Use transporte de estructura; keep it distinct from scalar extension and induction"
"SGA5-TERM-366","système de représentants des classes à droite","sistema de representantes de las clases a la derecha","choice of one representative for each right coset of a subgroup","adopted","SGA5_FR_WORKPASS:12650-12681; Exposé X §4.5","Keep derecha explicit because the induced-character formula depends on the right-coset convention"
"SGA5-TERM-367","formule de Weil","fórmula de Weil","equivariant Euler--Poincaré class formula for a curve with ramification terms","adopted","SGA5_FR_WORKPASS:12697-12741; Exposé X §5 and Proposition 5.1","Retain the proper name Weil and distinguish this formula from the separate trace formula"
"SGA5-TERM-368","homomorphisme de réduction","homomorfismo de reducción","K-theory map induced by coefficient reduction from Z-ell to Lambda-nu","adopted","SGA5_FR_WORKPASS:12697-12741; Exposé X §5.0","Use reducción for coefficient reduction and preserve the direction and inverse mu-nu notation"
"SGA5-TERM-369","homomorphisme trace","homomorfismo traza","character-valued trace homomorphism from equivariant K-theory","adopted","SGA5_FR_WORKPASS:12743-12791; Exposé X proof of Proposition 5.1","Use homomorfismo traza for the named map tr; distinguish it from the local trace homomorphism in the earlier correspondence formalism"
"SGA5-TERM-370","représentation régulière","representación regular","regular representation of a finite group on its group algebra","adopted","SGA5_FR_WORKPASS:12743-12791; Exposé X formula 5.2.1","Use representación regular and preserve r-sub-G as its character"
"SGA5-TERM-371","formule classique de Hurwitz","fórmula clásica de Hurwitz","Euler-characteristic form of Riemann--Hurwitz with the degree of the different","adopted","SGA5_FR_WORKPASS:12835-12846; Exposé X proof of Proposition 5.1","Use fórmula de Hurwitz in this historical source context and preserve the negative degree-of-the-different sign"
"SGA5-TERM-372","revêtement fini éventuellement ramifié","recubrimiento finito eventualmente ramificado","finite covering of curves that may be ramified","adopted","SGA5_FR_WORKPASS:12542-12619; Exposé X §4.2","Use recubrimiento rather than the French-influenced revestimiento even when the covering is not étale"
"SGA5-TERM-373","groupe quotient","grupo cociente","quotient of a Galois group induced by a dominating Galois covering","adopted","SGA5_FR_WORKPASS:12870-12894; Exposé X §6.1","Use grupo cociente and preserve the direction G-prime onto G in the associated group-ring epimorphism"
"SGA5-TERM-374","revêtement principal","recubrimiento principal","principal G-cover or torsor with stated structural group","adopted","SGA5_FR_WORKPASS:13380-13382; Exposé XII §3; compare SGA5-TERM-191","Use recubrimiento, never revestimiento; retain grupo estructural when the source states the structural group"
"SGA5-TERM-375","anneau de valuation discrète","anillo de valoración discreta","discrete valuation ring in the local fixed-point calculation","adopted","SGA5_FR_WORKPASS:13443-13459; Exposé XII Proposition 4.6","Use anillo de valoración discreta; distinguish the ring R from its associated trait or scheme"
"SGA5-TERM-376","cas non-ramifié","caso no ramificado","special fixed-point formula when the ramification locus is empty","adopted","SGA5_FR_WORKPASS:13805-13812; Exposé XII §5.10(a)","Use no ramificado for the morphism/covering sense; do not substitute étale unless the source asserts it"
"SGA5-TERM-377","stabilisateur d'un point","estabilizador de un punto","subgroup fixing a selected point","adopted","SGA5_FR_WORKPASS:13709,14011; Exposé XII §§4.9,6.4(b)","Use estabilizador; do not translate the scan typo stabilisation as estabilización"
"SGA5-TERM-378","premier groupe de ramification","primer grupo de ramificación","first lower ramification subgroup acting trivially on the tangent line","adopted","SGA5_FR_WORKPASS:14052-14080; Exposé XII Lemma 6.4.5","Retain the ordinal primer and the standard ramification-group terminology"
"SGA5-TERM-379","totalement ramifié","totalmente ramificado","case where the fibre over the fixed point consists of one point","adopted","SGA5_FR_WORKPASS:14037-14038; Exposé XII §6.4(b)","Use totalmente ramificado and retain the explicit one-point-fibre gloss"
"SGA5-TERM-380","endomorphisme de Frobenius","endomorfismo de Frobenius","absolute Frobenius endomorphism acting identically on the underlying space and by p-th powers on functions","adopted","SGA5_FR_WORKPASS:14242-14275; Exposé XV §1.1","Use lowercase macro fr for the absolute endomorphism and do not conflate it with relative Frobenius"
"SGA5-TERM-381","morphisme de Frobenius relatif","morfismo de Frobenius relativo","relative factor of absolute Frobenius through the base-changed scheme","adopted","SGA5_FR_WORKPASS:14277-14318; Exposé XV §1.2","Use uppercase macro Fr and retain the base X/S in formulas"
"SGA5-TERM-382","homéomorphisme universel","homeomorfismo universal","morphism remaining a homeomorphism after every base change","adopted","SGA5_FR_WORKPASS:14347-14354; Exposé XV Proposition 2(a)","Use universal after the noun; preserve the consequence of integral surjective radicial"
"SGA5-TERM-383","préschéma parfait","preesquema perfecto","characteristic-p prescheme whose absolute Frobenius is an automorphism","adopted","SGA5_FR_WORKPASS:14528-14534; Exposé XV Definition 4","Retain the historical preesquema register of the source volume"
"SGA5-TERM-384","morphisme entier","morfismo integral","scheme morphism corresponding affinely to an integral ring extension","adopted","SGA5_FR_WORKPASS:14347-14354,14384-14390; Exposé XV Proposition 2","Use integral rather than the literal entero for this morphism property"
"SGA5-TERM-385","morphisme non ramifié","morfismo no ramificado","unramified morphism characterized differentially or as radicial plus the relevant condition","adopted","SGA5_FR_WORKPASS:14362-14415; Exposé XV Proposition 2","Phrase the positive property as es no ramificado; avoid no es ramificado, which negates ramificado rather than naming the technical class"
"SGA5-TERM-386","exact à droite","exacto por la derecha","functor preserving finite colimits/right exact sequences","adopted","SGA5_FR_WORKPASS:14435-14440; Exposé XV §1.3","Use exacto por la derecha in the established homological-algebra register"
"SGA5-TERM-387","morphisme p-linéaire universel","morfismo p-lineal universal","universal p-semilinear map from a module to its Frobenius pullback","adopted","SGA5_FR_WORKPASS:14429-14440; Exposé XV §1.3","Use p-lineal and express the codomain idiomatically as con valores en"
"SGA5-TERM-388","faisceau inversible","haz invertible","rank-one locally free sheaf whose Frobenius pullback is its p-th tensor power","adopted","SGA5_FR_WORKPASS:14435-14440; Exposé XV §1.3","Use haz invertible consistently with algebraic-geometry Spanish"
"SGA5-TERM-389","algèbre symétrique","álgebra simétrica","symmetric algebra of a quasi-coherent module","adopted","SGA5_FR_WORKPASS:14468-14482; Exposé XV §1.3","Use álgebra simétrica and the Sym operator; do not translate as álgebra de simetrías"
"SGA5-TERM-390","correspondance de Frobenius sur un faisceau","correspondencia de Frobenius sobre un haz","pair formed by absolute Frobenius and its canonical sheaf isomorphism","adopted","SGA5_FR_WORKPASS:14542-14603; Exposé XV §2.1","This sheaf-level sense is distinct from the graph-supported cohomological correspondence in TERM-112"
"SGA5-TERM-391","foncteur cartésien","funtor cartesiano","functor on a fibred category preserving Cartesian arrows/base change","adopted","SGA5_FR_WORKPASS:14605-14655; Exposé XV Proposition 1","Retain the historical project spelling funtor and use cartesiano for the fibred-category property"
"SGA5-TERM-392","faisceau final","haz final","terminal sheaf object in an étale topos","adopted","SGA5_FR_WORKPASS:14670-14674; Exposé XV Proposition 1(c)","Use haz final in the categorical sense; do not confuse it with a last sheaf in a sequence"
"SGA5-TERM-393","morphisme fonctoriel","morfismo funtorial","natural transformation compatible with the fibred-category base","adopted","SGA5_FR_WORKPASS:14612-14621; Exposé XV Proposition 1","Use morfismo funtorial for the source's historical categorical terminology"
