"document_id","language","bcp47","branch","file_type","source_use_label","witness_category","package_relative_path","original_local_path","provenance_url","sha256","license_or_availability_note","topic_tags"
"WIKITEXT-20260629-BA-FIELD-MATHEMATICS","Bashkir","ba","Kipchak","wikitext-source-body","native-source-body","source-witness","bodies/ba/wikitext-20260629T101500Z/Field (mathematics)__Ялан (алгебра).wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\ba\Field (mathematics)__Ялан (алгебра).wiki","https://ba.wikipedia.org/wiki/%D0%AF%D0%BB%D0%B0%D0%BD_(%D0%B0%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0)","1110bd22fbf087acf901c29c7d916cbe23bd0ac978e174405440f09f61ebc7cc","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Bashkir; Field (mathematics); Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-BA-POLYNOMIAL","Bashkir","ba","Kipchak","wikitext-source-body","native-source-body","source-witness","bodies/ba/wikitext-20260629T101500Z/Polynomial__Күпбыуын.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\ba\Polynomial__Күпбыуын.wiki","https://ba.wikipedia.org/wiki/%D0%9A%D2%AF%D0%BF%D0%B1%D1%8B%D1%83%D1%8B%D0%BD","a866b9f7cf2b4dfdc2d6b1a53b0ebb16ea212adacd90454703de24548159851b","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Bashkir; Polynomial; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-BA-EQUATION","Bashkir","ba","Kipchak","wikitext-source-body","native-source-body","source-witness","bodies/ba/wikitext-20260629T101500Z/Equation__Тигеҙләмә.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\ba\Equation__Тигеҙләмә.wiki","https://ba.wikipedia.org/wiki/%D0%A2%D0%B8%D0%B3%D0%B5%D2%99%D0%BB%D3%99%D0%BC%D3%99","290b504075bc552a3e29f072ef91becb47e5d41fd4f5dab0833225aaf3950efb","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Bashkir; Equation; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-BA-FUNCTION-MATHEMATICS","Bashkir","ba","Kipchak","wikitext-source-body","native-source-body","source-witness","bodies/ba/wikitext-20260629T101500Z/Function (mathematics)__Функция (математика).wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\ba\Function (mathematics)__Функция (математика).wiki","https://ba.wikipedia.org/wiki/%D0%A4%D1%83%D0%BD%D0%BA%D1%86%D0%B8%D1%8F_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0)","e60628a6cd44e1398302f3e5fd8d846ee0e425cec798f8742125b9476d9784d3","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Bashkir; Function (mathematics); Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-BA-SET-MATHEMATICS","Bashkir","ba","Kipchak","wikitext-source-body","native-source-body","source-witness","bodies/ba/wikitext-20260629T101500Z/Set (mathematics)__Күмәклек.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\ba\Set (mathematics)__Күмәклек.wiki","https://ba.wikipedia.org/wiki/%D0%9A%D2%AF%D0%BC%D3%99%D0%BA%D0%BB%D0%B5%D0%BA","bacaaacc9457fdb686a0db54da23dfb59e1de8f14de6bcb3723aa9d4d5f5e1e7","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Bashkir; Set (mathematics); Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-BA-DIFFERENTIAL-EQUATION","Bashkir","ba","Kipchak","wikitext-source-body","native-source-body","source-witness","bodies/ba/wikitext-20260629T101500Z/Differential equation__Дифференциаль тигеҙләмә.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\ba\Differential equation__Дифференциаль тигеҙләмә.wiki","https://ba.wikipedia.org/wiki/%D0%94%D0%B8%D1%84%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%86%D0%B8%D0%B0%D0%BB%D1%8C_%D1%82%D0%B8%D0%B3%D0%B5%D2%99%D0%BB%D3%99%D0%BC%D3%99","0cf1aabfe92227f205f2595c607840daa39149d33d66a74f5ac97c9ba4949514","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Bashkir; Differential equation; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-BA-PROBABILITY","Bashkir","ba","Kipchak","wikitext-source-body","native-source-body","source-witness","bodies/ba/wikitext-20260629T101500Z/Probability__Ихтималлыҡ.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\ba\Probability__Ихтималлыҡ.wiki","https://ba.wikipedia.org/wiki/%D0%98%D1%85%D1%82%D0%B8%D0%BC%D0%B0%D0%BB%D0%BB%D1%8B%D2%A1","722e140690669f29b445224893e8cdf29d03034f5534461fadd3cfbd77a5afa1","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Bashkir; Probability; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-BA-STATISTICS","Bashkir","ba","Kipchak","wikitext-source-body","native-source-body","source-witness","bodies/ba/wikitext-20260629T101500Z/Statistics__Статистика.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\ba\Statistics__Статистика.wiki","https://ba.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%82%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0","49829f9b4d36f573555d7763330a141e5a2ba8b448ef5adcf063d0864286d644","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Bashkir; Statistics; Wikipedia wikitext; Pan-Turkic source-canon recovery"
"WIKITEXT-20260629-UG-FUNCTION-MATHEMATICS","Uyghur","ug","Karluk","wikitext-source-body","native-source-body","source-witness","bodies/ug/wikitext-20260629T101500Z/Function (mathematics)__فۇنكسىيە.wiki","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260629T101500Z_r2_central_asian_turkic_wikitext_retry\wikitext\ug\Function (mathematics)__فۇنكسىيە.wiki","https://ug.wikipedia.org/wiki/%D9%81%DB%87%D9%86%D9%83%D8%B3%D9%89%D9%8A%DB%95","e14e73997bd2d6003fbffad46d3b4fc0695f3e0b9faceab1790e6142f9997dee","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Uyghur; Function (mathematics); Wikipedia wikitext; Pan-Turkic source-canon recovery"
"PKG-BLOCKERS","package","und",,"blocker-ledger","audit-ledger","audit-ledger","BLOCKERS.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\BLOCKERS.csv","","7d6adffb7b0f00159a84eac3f87959ca3b218752f011373f07f6203354f026ed","generated by this session; non-canonical support metadata","Pan-Turkic; blockers; wikitext recovery"
"PKG-PAN-TURKIC-WIKITEXT-RECOVERY-STATUS-20260705","package","und",,"wikitext-recovery-status-ledger","audit-ledger","audit-ledger","generated-draft/source-recovery/PAN_TURKIC_WIKITEXT_RECOVERY_STATUS_20260705.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\source-recovery\PAN_TURKIC_WIKITEXT_RECOVERY_STATUS_20260705.csv","","5c0cad2c0fde7f956f094b77ffd7f8780d90f995acd4a16fe94863f73925a2f1","generated by this session; non-canonical support metadata","Pan-Turkic; wikitext; source recovery; blockers"
"PKG-PAN-TURKIC-WIKITEXT-DRAFT-TERM-SUPPORT-20260705","package","und",,"wikitext-draft-term-support","generated-draft","generated-draft","generated-draft/source-recovery/PAN_TURKIC_WIKITEXT_DRAFT_TERM_SUPPORT_20260705.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\source-recovery\PAN_TURKIC_WIKITEXT_DRAFT_TERM_SUPPORT_20260705.csv","","43c9e6b91983cbb6b7d58dbfb71410f5de1c33dabdd278aee37ee6541440c09e","generated by this session; non-canonical support metadata","Pan-Turkic; draft terminology; interlinear scaffold"
"PKG-PAN-TURKIC-WIKITEXT-RECOVERY-README-20260705","package","und",,"wikitext-recovery-readme","method-note","methodology","generated-draft/source-recovery/PAN_TURKIC_WIKITEXT_RECOVERY_README_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\source-recovery\PAN_TURKIC_WIKITEXT_RECOVERY_README_20260705.md","","b3a2153fe60ad735ae78a0f7d1321f9b6b4424f8393ac949cfca252c30f80ab8","generated by this session; non-canonical support metadata","Pan-Turkic; wikitext; recovery notes"
"PKG-PAN-TURKIC-WIKITEXT-RECOVERY-METADATA-20260629","package","und",,"wikitext-recovery-metadata-json","audit-ledger","audit-ledger","generated-draft/source-recovery/r2_central_asian_turkic_wikitext_rows_20260629T101500Z.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\source-recovery\r2_central_asian_turkic_wikitext_rows_20260629T101500Z.json","","8a4844f48de29afeeb764fd6d41fc600fb700c63311e56acd61b1f7f84f2c574","generated by this session; non-canonical support metadata","Pan-Turkic; wikitext; metadata provenance"
"PKG-PAN-TURKIC-CURRENT-WEB-SEARCH-ATTEMPTS-20260705","package","und",,"current-web-search-attempt-ledger","audit-ledger","audit-ledger","generated-draft/source-recovery/PAN_TURKIC_CURRENT_WEB_SEARCH_ATTEMPTS_20260705.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\source-recovery\PAN_TURKIC_CURRENT_WEB_SEARCH_ATTEMPTS_20260705.csv","","5db347ab6cd05358468c00d19933d27b1070de5f0233a76672c2491e98274823","search-audit metadata only; no source-body license clearance","Pan-Turkic; current web search; blockers; source acquisition"
"PKG-PAN-TURKIC-CURRENT-WEB-SEARCH-ATTEMPTS-README-20260705","package","und",,"current-web-search-attempt-readme","method-note","methodology","generated-draft/source-recovery/PAN_TURKIC_CURRENT_WEB_SEARCH_ATTEMPTS_README_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\source-recovery\PAN_TURKIC_CURRENT_WEB_SEARCH_ATTEMPTS_README_20260705.md","","357ac7b6dc26f6990b18bd338824c2298b84d7aad5f218b86e6d11a0c59cd419","search-audit metadata only; no source-body license clearance","Pan-Turkic; current web search; method note"
"DIRECT-WIKI-20260705-KK-RING-MATHEMATICS","Kazakh","kk","Kipchak","direct-wiki-api-wikitext-source-body","native-source-body","source-witness","bodies/kk/wikitext-direct-20260705/DirectWikiAPI__Сақина (түсінік).wiki","https://kk.wikipedia.org/wiki/%D0%A1%D0%B0%D2%9B%D0%B8%D0%BD%D0%B0_(%D1%82%D2%AF%D1%81%D1%96%D0%BD%D1%96%D0%BA)","https://kk.wikipedia.org/wiki/%D0%A1%D0%B0%D2%9B%D0%B8%D0%BD%D0%B0_(%D1%82%D2%AF%D1%81%D1%96%D0%BD%D1%96%D0%BA)","4f30a5e6d5ab8630882db9344ca5d026ce4e96ffc4923369ba63bae893bbd63a","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Kazakh; Ring (mathematics); direct Wikipedia API; Pan-Turkic hard-blocker recovery"
"DIRECT-WIKI-20260705-BA-COMMUTATIVE-RING","Bashkir","ba","Kipchak","direct-wiki-api-wikitext-source-body","native-source-body","source-witness","bodies/ba/wikitext-direct-20260705/DirectWikiAPI__Коммутатив ҡулса.wiki","https://ba.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BC%D0%BC%D1%83%D1%82%D0%B0%D1%82%D0%B8%D0%B2_%D2%A1%D1%83%D0%BB%D1%81%D0%B0","https://ba.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BC%D0%BC%D1%83%D1%82%D0%B0%D1%82%D0%B8%D0%B2_%D2%A1%D1%83%D0%BB%D1%81%D0%B0","b65e6a3d65184941b2a7ec86023717907be828163b82d2a58c70d093ab0bd7fd","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Bashkir; Commutative ring; direct Wikipedia API; Pan-Turkic hard-blocker recovery"
"DIRECT-WIKI-20260705-UZ-BEZOUT-RING","Uzbek","uz","Karluk","direct-wiki-api-wikitext-source-body","native-source-body","source-witness","bodies/uz/wikitext-direct-20260705/DirectWikiAPI__Bezu halqasi.wiki","https://uz.wikipedia.org/wiki/Bezu_halqasi","https://uz.wikipedia.org/wiki/Bezu_halqasi","6cf63ee6cc5824ce8b69a4a6ddad42b708d164311a35f8679e57d54fe66bbfca","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Uzbek; Bezout ring / Noetherian-adjacent ring context; direct Wikipedia API; Pan-Turkic hard-blocker recovery"
"DIRECT-WIKI-20260705-KY-POLYNOMIAL","Kyrgyz","ky","Kipchak","direct-wiki-api-wikitext-source-body","native-source-body","source-witness","bodies/ky/wikitext-direct-20260705/DirectWikiAPI__Көп мүчө.wiki","https://ky.wikipedia.org/wiki/%D0%9A%D3%A9%D0%BF_%D0%BC%D2%AF%D1%87%D3%A9","https://ky.wikipedia.org/wiki/%D0%9A%D3%A9%D0%BF_%D0%BC%D2%AF%D1%87%D3%A9","097c923f576c3b06ef81fb0a3ad802dd7e647338cac5ba7343e387816fc7af0d","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Kyrgyz; Polynomial; direct Wikipedia API; Pan-Turkic hard-blocker recovery"
"DIRECT-WIKI-20260705-KY-IRREDUCIBLE-POLYNOMIAL","Kyrgyz","ky","Kipchak","direct-wiki-api-wikitext-source-body","native-source-body","source-witness","bodies/ky/wikitext-direct-20260705/DirectWikiAPI__Келтирилбес көп мүчө.wiki","https://ky.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BB%D1%82%D0%B8%D1%80%D0%B8%D0%BB%D0%B1%D0%B5%D1%81_%D0%BA%D3%A9%D0%BF_%D0%BC%D2%AF%D1%87%D3%A9","https://ky.wikipedia.org/wiki/%D0%9A%D0%B5%D0%BB%D1%82%D0%B8%D1%80%D0%B8%D0%BB%D0%B1%D0%B5%D1%81_%D0%BA%D3%A9%D0%BF_%D0%BC%D2%AF%D1%87%D3%A9","cbe0430732b580c7ce24b5b42d4624e70a31b4c8fff957c93aef10b5a84d9c24","Wikipedia/Wikimedia wikitext provenance recorded; license not cleared by this package","Kyrgyz; Irreducible polynomial; direct Wikipedia API; Pan-Turkic hard-blocker recovery"
"PKG-PAN-TURKIC-DIRECT-WIKI-API-RECOVERY-STATUS-20260705","package","und",,"direct-wiki-api-recovery-status-ledger","audit-ledger","audit-ledger","generated-draft/source-recovery/PAN_TURKIC_DIRECT_WIKI_API_RECOVERY_STATUS_20260705.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\source-recovery\PAN_TURKIC_DIRECT_WIKI_API_RECOVERY_STATUS_20260705.csv","","418d36168f749cb22ef0ed4ecb5f28ecab4417803a569cf2dff5de8d2f13322a","generated by this session; search/provenance metadata only","Pan-Turkic; direct wiki API; source recovery"
"PKG-PAN-TURKIC-DIRECT-WIKI-API-DRAFT-TERM-SUPPORT-20260705","package","und",,"direct-wiki-api-draft-term-support","generated-draft","generated-draft","generated-draft/source-recovery/PAN_TURKIC_DIRECT_WIKI_API_DRAFT_TERM_SUPPORT_20260705.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\source-recovery\PAN_TURKIC_DIRECT_WIKI_API_DRAFT_TERM_SUPPORT_20260705.csv","","e1f8bae429c3a7517ebd9cddcaf791b9eb8d05b55f9cbaf0958a861d380d4d41","generated by this session; search/provenance metadata only","Pan-Turkic; draft terminology; source-title witnesses"
"PKG-PAN-TURKIC-DIRECT-WIKI-API-SEARCH-ATTEMPTS-20260705","package","und",,"direct-wiki-api-search-attempt-ledger","audit-ledger","audit-ledger","generated-draft/source-recovery/PAN_TURKIC_DIRECT_WIKI_API_SEARCH_ATTEMPTS_20260705.csv","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\source-recovery\PAN_TURKIC_DIRECT_WIKI_API_SEARCH_ATTEMPTS_20260705.csv","","6b3684efe4b212cf0197db8ab62fea7d9ade4aed0c5f5ec847cd15add12b735b","generated by this session; search/provenance metadata only","Pan-Turkic; direct wiki API; search attempts; blockers"
"PKG-PAN-TURKIC-DIRECT-WIKI-API-METADATA-20260705","package","und",,"direct-wiki-api-metadata-json","audit-ledger","audit-ledger","generated-draft/source-recovery/PAN_TURKIC_DIRECT_WIKI_API_METADATA_20260705.json","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\source-recovery\PAN_TURKIC_DIRECT_WIKI_API_METADATA_20260705.json","","d0069590484a128f4ea6b00da1f6ca72bb486595a6c22d0e9a169b8cbb0a6fa7","generated by this session; search/provenance metadata only","Pan-Turkic; direct wiki API; provenance metadata"
"PKG-PAN-TURKIC-DIRECT-WIKI-API-RECOVERY-README-20260705","package","und",,"direct-wiki-api-recovery-readme","method-note","methodology","generated-draft/source-recovery/PAN_TURKIC_DIRECT_WIKI_API_RECOVERY_README_20260705.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\generated-draft\source-recovery\PAN_TURKIC_DIRECT_WIKI_API_RECOVERY_README_20260705.md","","2bb8e59503ebd0be8e57e6379924c6e30e7b1771df92b2c4ea6d820990d927c5","generated by this session; search/provenance metadata only","Pan-Turkic; direct wiki API; recovery README"
"GITHUB-ARCHIVE-20260705-UYGHUR-LANGUAGE-UYGHURLATEX","Uyghur","ug","Karluk","github-source-zip-archive","native-source-body","source-witness","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex-master.zip","https://api.github.com/repos/uyghur-language/uyghurlatex/zipball/master","https://github.com/uyghur-language/uyghurlatex","99288401fcbe14ba7243661c67fcd5cfd643d96ecdae2e9ac66535b30b2f0720","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur; GitHub; TeX; LaTeX; source archive; technical/typesetting source body"
"GITHUB-FILE-20260705-UYGHUR-LANGUAGE-UYGHURLATEX-DIAGMAC-STY","Uyghur","ug","Karluk","github-latex-style-build-dependency","native-source-body","source-witness","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/diagmac.sty","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\work\github-source-archive-recovery-20260705\uyghur-language-uyghurlatex\uyghur-language-uyghurlatex-d68a0fa\diagmac.sty","https://github.com/uyghur-language/uyghurlatex/blob/master/diagmac.sty","c96e638252391e082d869f9dd45b5b1f766f7ad42db781d71914ddf5227f10c3","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur; GitHub; TeX; LaTeX; source archive; technical/typesetting source body"
"GITHUB-FILE-20260705-UYGHUR-LANGUAGE-UYGHURLATEX-DIAGRAM-LOG","Uyghur","ug","Karluk","github-build-log","source-rescribe-workpass","consistency-shelf","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/diagram.log","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\work\github-source-archive-recovery-20260705\uyghur-language-uyghurlatex\uyghur-language-uyghurlatex-d68a0fa\diagram.log","https://github.com/uyghur-language/uyghurlatex/blob/master/diagram.log","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur; GitHub; TeX; LaTeX; source archive; technical/typesetting source body"
"GITHUB-FILE-20260705-UYGHUR-LANGUAGE-UYGHURLATEX-DIAGRAM-TEX","Uyghur","ug","Karluk","github-tex-source-file","native-source-body","source-witness","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/diagram.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\work\github-source-archive-recovery-20260705\uyghur-language-uyghurlatex\uyghur-language-uyghurlatex-d68a0fa\diagram.tex","https://github.com/uyghur-language/uyghurlatex/blob/master/diagram.tex","d3ce974cd5e82f0674c49af1a5624f8e8cc3c34ed16714d5c06f94f0bb911e86","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur; GitHub; TeX; LaTeX; source archive; technical/typesetting source body"
"GITHUB-FILE-20260705-UYGHUR-LANGUAGE-UYGHURLATEX-LAMP","Uyghur","ug","Karluk","github-build-dependency-file","native-source-body","source-witness","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/lamp","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\work\github-source-archive-recovery-20260705\uyghur-language-uyghurlatex\uyghur-language-uyghurlatex-d68a0fa\lamp","https://github.com/uyghur-language/uyghurlatex/blob/master/lamp","802b0484ea8c38dd6a075e43c58cfb4b91c56222c023877c63a452917e515d23","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur; GitHub; TeX; LaTeX; source archive; technical/typesetting source body"
"GITHUB-FILE-20260705-UYGHUR-LANGUAGE-UYGHURLATEX-LAMP-JPG","Uyghur","ug","Karluk","github-image-build-dependency","image-witness","consistency-shelf","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/lamp.jpg","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\work\github-source-archive-recovery-20260705\uyghur-language-uyghurlatex\uyghur-language-uyghurlatex-d68a0fa\lamp.jpg","https://github.com/uyghur-language/uyghurlatex/blob/master/lamp.jpg","dacfbb6f204e152a744e2f1922bd4cc44b16fcc67171113d74d0792d1ff7f441","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur; GitHub; TeX; LaTeX; source archive; technical/typesetting source body"
"GITHUB-FILE-20260705-UYGHUR-LANGUAGE-UYGHURLATEX-README-MD","Uyghur","ug","Karluk","github-readme","method-note","methodology","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/README.md","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\work\github-source-archive-recovery-20260705\uyghur-language-uyghurlatex\uyghur-language-uyghurlatex-d68a0fa\README.md","https://github.com/uyghur-language/uyghurlatex/blob/master/README.md","452e8a842ead4b8022cb84d18e4fa6e361732c983300c6471a460de7b664e794","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur; GitHub; TeX; LaTeX; source archive; technical/typesetting source body"
"GITHUB-FILE-20260705-UYGHUR-LANGUAGE-UYGHURLATEX-SAMPLE-PDF","Uyghur","ug","Karluk","github-compiled-pdf-output","compile-output","consistency-shelf","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/sample.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\work\github-source-archive-recovery-20260705\uyghur-language-uyghurlatex\uyghur-language-uyghurlatex-d68a0fa\sample.pdf","https://github.com/uyghur-language/uyghurlatex/blob/master/sample.pdf","77647611e0594966b701898f592b6ccaaa5eb08859b5603367df027f628ea0b6","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur; GitHub; TeX; LaTeX; source archive; technical/typesetting source body"
"GITHUB-FILE-20260705-UYGHUR-LANGUAGE-UYGHURLATEX-SAMPLE-TEX","Uyghur","ug","Karluk","github-tex-source-file","native-source-body","source-witness","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/sample.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\work\github-source-archive-recovery-20260705\uyghur-language-uyghurlatex\uyghur-language-uyghurlatex-d68a0fa\sample.tex","https://github.com/uyghur-language/uyghurlatex/blob/master/sample.tex","a5de7ef8dd4e854686290571c4cd1542e013c1af441705815c2199bd1088c7e8","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur; GitHub; TeX; LaTeX; source archive; technical/typesetting source body"
"GITHUB-FILE-20260705-UYGHUR-LANGUAGE-UYGHURLATEX-UYGHUR-LATEX-EXAMPLE-PDF","Uyghur","ug","Karluk","github-compiled-pdf-output","compile-output","consistency-shelf","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/Uyghur_Latex_Example.pdf","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\work\github-source-archive-recovery-20260705\uyghur-language-uyghurlatex\uyghur-language-uyghurlatex-d68a0fa\Uyghur_Latex_Example.pdf","https://github.com/uyghur-language/uyghurlatex/blob/master/Uyghur_Latex_Example.pdf","1709f8a1cea0197e31ddb04ae0b422200605b86d7299ed68ae4407fa0b5d5f0a","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur; GitHub; TeX; LaTeX; source archive; technical/typesetting source body"
"GITHUB-FILE-20260705-UYGHUR-LANGUAGE-UYGHURLATEX-UYGHUR-LATEX-EXAMPLE-TEX","Uyghur","ug","Karluk","github-tex-source-file","native-source-body","source-witness","bodies/ug/github-source-archives-20260705/uyghur-language-uyghurlatex/Uyghur_Latex_Example.tex","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\work\github-source-archive-recovery-20260705\uyghur-language-uyghurlatex\uyghur-language-uyghurlatex-d68a0fa\Uyghur_Latex_Example.tex","https://github.com/uyghur-language/uyghurlatex/blob/master/Uyghur_Latex_Example.tex","8aeaad70a1905307f10dc9990e4d7f8e670575fb2e9506008a9168b04090f316","GitHub API license: NOASSERTION/null; no license clearance claim","Uyghur; GitHub; TeX; LaTeX; source archive; technical/typesetting source body"
