edge_id,reader,pdf_page,annotation_index,rect_x0,rect_y0,rect_x1,rect_y1,pdf_destination,target_id,target_pdf_page,origin_class,status
ega3.ega3.edge.sha256.e33ba25934cd4925517ba596439813e8411b61800818c4346339b11f2c3890c2,ega3,99,1,285.714,588.536,314.798,600.545,subsection*.201,ega3.ega3.target.sha256.d406e67ac158aad4d2c9c3f079e88e804d8783b0bb1491f35260d1779bd9ef70,89,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.675628023096cee6ad03e014f7354cbfcda25d64841f930753457b91338d58b1,ega3,99,2,404.768,589.258,434.158,600.545,AMS.213,ega3.ega3.target.sha256.2af19edf6bdc270e5847190695b635844e2c4e2c40152be56968bc786f540c48,98,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.aa60d64e4c820453cf783dc70357aa087bf22e0848fbb6636a37f80b43c34d63,ega3,99,3,166.811,508.155,196.201,519.442,AMS.214,ega3.ega3.target.sha256.e55952a042c81aa9cad38f03be81c9db2713342e89f013b917f4114c87a44efb,99,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.01c78835cbf8a14897599d8657df2264accac157375d086d551b91cd3b225840,ega3,99,4,330.565,507.432,359.118,519.442,AMS.163,ega3.ega3.target.sha256.7c045d07547f7d5127a472f963ebf125970dac4027eef124452fe5fc862e43e4,76,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.f9a2fa409062123eb1866330d397d5eef5b0de8f313235d1f92a25a820e15dd1,ega3,99,5,185.669,469.888,214.754,481.898,AMS.205,ega3.ega3.target.sha256.2e30db38f3f4a87d7c7732963320b821eaa3f25fcf008c840bb9c27805f2b052,93,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.351bbd345776af9b0e01728ec4d31577225e74eda62e9b80f48c48b6d31fe811,ega3,99,6,145.382,354.614,173.934,366.624,subsection*.207,ega3.ega3.target.sha256.d39850fa0cd04348a7abf4f5e29ee73cadbf7ccc7a1b435e81755f6d21af6869,94,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.aef36dcd27cbbce4d5556530009b2aa3efd76f0eeb6c1a5d9d5c5695d3d0a67e,ega3,99,7,193.790,354.614,222.343,366.624,AMS.208,ega3.ega3.target.sha256.90e1ea6bf84d51483d16377cdb2cf5455ae97f52f3c01fcccee36a61fe927290,95,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.869807b6693d57e425d8361b833d2f99660e9d1c475a4096f991eda50e2e1b0e,ega3,99,8,131.973,201.235,160.499,213.245,AMS.196,ega3.ega3.target.sha256.54aae31698f284f27aea598d93cee36147b71590816e62bbf4c34246cb896175,87,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.ada544cc8573dd5adda3227be87661bbdab2737280c15b7fa9455ba8db62844d,ega3,99,9,268.506,201.235,297.032,213.245,AMS.209,ega3.ega3.target.sha256.7c9de0cba91df6fca14bb80d7a2cd05431992f76a345faab191e770301f1cf83,96,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.d23b8b36a7125dcc5dee400378a62ac16af31804cde1d3784e4333cc33ea7503,ega3,99,10,372.099,188.682,400.652,200.692,AMS.209,ega3.ega3.target.sha256.7c9de0cba91df6fca14bb80d7a2cd05431992f76a345faab191e770301f1cf83,96,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.44226028b31b9221be99381b8d7a2b7cdaae8d806147ccd17709569c5a2e691f,ega3,100,0,233.421,706.213,261.974,718.163,AMS.211,ega3.ega3.target.sha256.13a994a3ad69dbf977fddc7be0031041d3edc3a503f790a87decdce77be47bb3,97,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.1e6df32f8dd837dd85dbca378819d62335aa92456e74eeaf9709ef7bdf7615d7,ega3,100,1,281.829,706.213,310.382,718.163,AMS.214,ega3.ega3.target.sha256.e55952a042c81aa9cad38f03be81c9db2713342e89f013b917f4114c87a44efb,99,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.cc843f9f65dc00358d9c92e077d6036b126876f9c23f14728e3085139fecf431,ega3,100,2,315.084,693.592,344.474,704.880,AMS.216,ega3.ega3.target.sha256.7b9939a9d44c62d07fd61e6336e6806b58dcb54abfeaf9ae7a9b5927343a578b,99,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.562794e0ac4c36bc75996c22b99564f9108ff43c62573f76f1cedd7e2e724314,ega3,100,3,492.849,693.592,521.721,707.209,AMS.211,ega3.ega3.target.sha256.13a994a3ad69dbf977fddc7be0031041d3edc3a503f790a87decdce77be47bb3,97,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.5de094f26519b90a36b804ae31d33d9f776222a330a3f729dec8e7cbfca1406e,ega3,100,4,185.790,505.497,219.324,517.507,AMS.199,ega3.ega3.target.sha256.753cd8b4cb93cb2c15b540ffa79a1ea06e592ed7df05c3944bc42b6d6c093647,88,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.924a6e4d254c4ace9d6d1df8ce9452e2d9902f13fb0f8632c7e659ec80446158,ega3,100,5,353.559,454.749,382.112,466.759,AMS.173,ega3.ega3.target.sha256.9cbeeb0c760a8be164eb534990c35620e0031f3482ce90447466dd2a6eb61833,81,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.c2de20bc5158b30476c201710f3639f4f844a54a4bc5b66d87b84902a690099b,ega3,100,6,456.293,442.196,485.377,454.251,AMS.164,ega3.ega3.target.sha256.78d3edb0234e3afc4c8540645eca7ec301b6fc61633c33f708bf5d8b8974d1cc,77,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.6cc48a4186e34caaa69e0f1f48da2847134ff4131ae4bf4e7c39ff934926a8bf,ega3,100,7,154.511,427.108,182.639,443.193,AMS.209,ega3.ega3.target.sha256.7c9de0cba91df6fca14bb80d7a2cd05431992f76a345faab191e770301f1cf83,96,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.8e3dbd4269c77dbb6e4ae3d02e88f20a21e40d8a79406080d6df31422e76afea,ega3,100,8,423.999,427.108,452.127,443.193,AMS.209,ega3.ega3.target.sha256.7c9de0cba91df6fca14bb80d7a2cd05431992f76a345faab191e770301f1cf83,96,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.7ed9f1468a647b8d7477e95f9a4a26cef74c36e110784b49861bdfef9f5bddef,ega3,101,0,146.966,724.232,175.519,738.571,subsection*.201,ega3.ega3.target.sha256.d406e67ac158aad4d2c9c3f079e88e804d8783b0bb1491f35260d1779bd9ef70,89,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.8b7eb8a508878377e0eead20931a9910fdc22632753d842a922c2bb71f4f6c0a,ega3,101,1,214.633,324.428,249.005,335.716,AMS.219,ega3.ega3.target.sha256.605760048baedab93e480c8bd1b3a037de9a3f4ec67f7d8bd746206093eff576,101,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.a69b766f461ef80b12998e2741c5253824472428615d6e12817445176c67c740,ega3,101,2,357.020,252.400,391.391,263.688,AMS.217,ega3.ega3.target.sha256.1bc1c114c038bb687386433baf5f9d8027ff863c2f7af191b8a7b437cdc9a0c5,100,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.27bd34b58c4fb4dc9679f3ac41fce53285bd58309b7d928a7b93b24562495e1a,ega3,101,3,329.704,239.847,364.075,251.135,AMS.220,ega3.ega3.target.sha256.47a9865742c4e53be5396050c4e4907e03cd24bec3562c9eaffac12338fa8305,101,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.b43ee2e4b7014aa67e9310647d79b7109a7f0545b7797a46a68b83868d6bc8d7,ega3,101,4,261.704,153.684,296.075,164.972,AMS.218,ega3.ega3.target.sha256.e3d422f81ad2fe35caa599e29a780777f3fc58880a37a351e2bf76475416a669,100,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.94a4c8ffb0081b7e648cdd9eb69a81e20f18626c405db81d5c33a41fa857cbd7,ega3,101,5,389.848,140.409,418.560,152.419,subsection*.207,ega3.ega3.target.sha256.d39850fa0cd04348a7abf4f5e29ee73cadbf7ccc7a1b435e81755f6d21af6869,94,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.247417a0ce4cbf89ebf8dad5e057a6057f8477f6ee3514c56b942bab64ad68c4,ega3,101,6,438.503,140.409,467.215,152.419,AMS.208,ega3.ega3.target.sha256.90e1ea6bf84d51483d16377cdb2cf5455ae97f52f3c01fcccee36a61fe927290,95,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.7ee842ddff4616e3c8a6206f16ad5bf6391b00607a50b0248523ae42256aa398,ega3,101,7,288.717,127.229,316.951,140.651,subsection*.207,ega3.ega3.target.sha256.d39850fa0cd04348a7abf4f5e29ee73cadbf7ccc7a1b435e81755f6d21af6869,94,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.258c2f8d584a8cb7c1df1c128896341160278c35cb6db2df79e165f0330c191d,ega3,102,0,100.192,505.496,128.744,517.505,AMS.164,ega3.ega3.target.sha256.78d3edb0234e3afc4c8540645eca7ec301b6fc61633c33f708bf5d8b8974d1cc,77,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.c34d5ba436d30d11c0e33f390c48da4d9d57e4c7ff1a88f7888bb9a319305efb,ega3,102,1,217.959,505.496,246.512,517.505,AMS.209,ega3.ega3.target.sha256.7c9de0cba91df6fca14bb80d7a2cd05431992f76a345faab191e770301f1cf83,96,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.3962489b9c7132c788b87d4962826ef290414d0bc8caa1c069c97053428eaa81,ega3,102,2,280.046,438.002,313.580,449.952,AMS.221,ega3.ega3.target.sha256.adef291c5bfb499a99052d1db40666a54e91b1b387aa50edd794ad61f4e3634f,101,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.64ec3ce03dd5e11282f36bd4e08b6fd7383930a3d0c7213caaed6098cb31badf,ega3,102,3,172.111,249.382,206.482,260.669,AMS.223,ega3.ega3.target.sha256.6aa105755b821c87e8a1a2ba0beab4d9f54f5d8291cacb00ab71ba500ee83d35,102,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.d72b73c807e04d2b3cf8b257de60a4c7542824d291ebfd82baa7aaf5d9446854,ega3,102,4,270.282,230.129,298.835,242.139,AMS.209,ega3.ega3.target.sha256.7c9de0cba91df6fca14bb80d7a2cd05431992f76a345faab191e770301f1cf83,96,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.459e77d42a409aecef24bfebffee75f5c84158e34c142cfa4179da9a7b277f2f,ega3,102,5,383.623,127.663,412.707,143.790,subsection*.201,ega3.ega3.target.sha256.d406e67ac158aad4d2c9c3f079e88e804d8783b0bb1491f35260d1779bd9ef70,89,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.6800b80b28e2636881e8bd4ea312a98970b2a4cb5186d4ee6f07cf0e52cbf013,ega3,103,0,286.047,702.347,318.982,718.474,AMS.221,ega3.ega3.target.sha256.adef291c5bfb499a99052d1db40666a54e91b1b387aa50edd794ad61f4e3634f,101,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.f8ebf461edc72dc0ffbea4ee8d7f1c78f9f72a98de43f49e9cf4bd45522bf564,ega3,103,1,229.785,374.251,257.806,386.261,subsection*.207,ega3.ega3.target.sha256.d39850fa0cd04348a7abf4f5e29ee73cadbf7ccc7a1b435e81755f6d21af6869,94,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.36e06f4bed31bb20b36461c1e87d616b62a2b0084b54eb5fd46c17c5599c952f,ega3,103,2,277.171,374.251,305.193,386.261,AMS.208,ega3.ega3.target.sha256.90e1ea6bf84d51483d16377cdb2cf5455ae97f52f3c01fcccee36a61fe927290,95,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.fa9ef3ea2bd09a7dc05c3b615c037270e295951b3fc434f8aaa9b0bcef175839,ega3,103,3,219.361,192.512,247.462,206.851,subsection*.201,ega3.ega3.target.sha256.d406e67ac158aad4d2c9c3f079e88e804d8783b0bb1491f35260d1779bd9ef70,89,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.bfa14ae86b98f82e0dd51214a23263e20d5b1832553b61e81d23fe8fb76b621e,ega3,104,0,356.092,710.317,384.644,723.112,AMS.196,ega3.ega3.target.sha256.54aae31698f284f27aea598d93cee36147b71590816e62bbf4c34246cb896175,87,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.9d8bec534f250f86a54a26074d03cd014178eadfd4d0074baeebe4091795bf1f,ega3,104,1,332.944,672.752,369.650,685.547,AMS.168,ega3.ega3.target.sha256.1c6f44e0a283df07acc9543ac43b7d4864cbd81dcfb077cf625446372f7e8c74,79,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.b33f92f7a4ee4809d34cd2728d84ec471a01ba386b681c8cc9ab68c1c41db4f3,ega3,104,2,288.578,620.229,317.423,636.355,AMS.166,ega3.ega3.target.sha256.8965a160c9ca68a611c54cac7e0e4844402a7ad072c15cc2c70664361ec2ca36,79,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.d1fbe3a845ab971229837532409f786adf1421dc211679101d9b68bda77c8eaf,ega3,104,3,286.047,561.675,318.982,577.802,AMS.221,ega3.ega3.target.sha256.adef291c5bfb499a99052d1db40666a54e91b1b387aa50edd794ad61f4e3634f,101,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.ee8dae63cb68073a60513ab432968919b4a599da4aceb5247ed76b3852c05a3a,ega3,104,4,357.863,464.732,386.416,476.741,subsection*.201,ega3.ega3.target.sha256.d406e67ac158aad4d2c9c3f079e88e804d8783b0bb1491f35260d1779bd9ef70,89,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.aeb41c91b6116c54435d21e32945c2b68ad5eaf61c1ee75154bc3c36c8e00a5f,ega3,104,5,188.141,232.720,216.694,244.730,subsection*.207,ega3.ega3.target.sha256.d39850fa0cd04348a7abf4f5e29ee73cadbf7ccc7a1b435e81755f6d21af6869,94,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.7d3a1a91f23b21b2809ab16af8c665449752174c64efc03d295bdc8a57435813,ega3,104,6,236.549,232.720,265.102,244.730,AMS.208,ega3.ega3.target.sha256.90e1ea6bf84d51483d16377cdb2cf5455ae97f52f3c01fcccee36a61fe927290,95,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.bf884884b35a43945b11f8ad6492a84bc57fe599798552d614fa8b1f0b500b43,ega3,105,0,153.920,669.856,183.309,681.144,AMS.226,ega3.ega3.target.sha256.ef1bdf2b04830704a17f493ee2bc4273c1670b2c4cd621889d7d9f9ed8b35ee9,104,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.48aeefaa284d89f6667b764790cfd4caf64b95fe45c1799e1180c471702472c2,ega3,105,1,308.044,649.483,337.434,660.771,AMS.226,ega3.ega3.target.sha256.ef1bdf2b04830704a17f493ee2bc4273c1670b2c4cd621889d7d9f9ed8b35ee9,104,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.df521b0981118db5abda8d9758da26b381e98d4bf9ec93feb39693cc7c757e33,ega3,105,2,456.548,648.761,485.181,660.771,AMS.214,ega3.ega3.target.sha256.e55952a042c81aa9cad38f03be81c9db2713342e89f013b917f4114c87a44efb,99,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.5925107fb473c6f8294a4331760dfa11edfd9ccb41ee285415563a3ee41c5830,ega3,105,3,285.114,567.074,313.667,579.084,subsection*.161,ega3.ega3.target.sha256.5514ea748d727a06cd7221af93c94fa2052eab3b6be9b32a6bd522a1e6c964d7,76,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.f2ab419c1ec9a6d3eb0ac2f3091e7a29359933136bf97ad0042a1c54fd2530e0,ega3,105,4,376.766,169.304,405.690,181.897,subsection*.224,ega3.ega3.target.sha256.b04ca1c7d16006cf71e9c12e7e467a270c6e524d20dc00b859f1e25a789d1b3c,102,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.5b84a26366d3c05d2ef355fd1ca86e051258a863b1b14301f3016d59eca41bdf,ega3,105,5,345.054,143.408,373.102,155.418,subsection*.207,ega3.ega3.target.sha256.d39850fa0cd04348a7abf4f5e29ee73cadbf7ccc7a1b435e81755f6d21af6869,94,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.a5eb567ddd6e856827ef9b73d03deba02cca68430437c9e64763ee59bba012da,ega3,105,6,392.653,143.408,420.702,155.418,AMS.208,ega3.ega3.target.sha256.90e1ea6bf84d51483d16377cdb2cf5455ae97f52f3c01fcccee36a61fe927290,95,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.a87f681b7ac5de50bb36745fd8c228150ebd794d8ab6acd123969b49d9d88880,ega3,106,0,463.620,450.254,492.704,462.264,subsection*.224,ega3.ega3.target.sha256.b04ca1c7d16006cf71e9c12e7e467a270c6e524d20dc00b859f1e25a789d1b3c,102,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.7096c83317b1f8f4bbf69cf9b643fbeb2be0d42dc3b3829c9741725c1fbc609f,ega3,106,1,115.635,364.782,144.719,376.792,AMS.204,ega3.ega3.target.sha256.267859cc2bde46eaec68765f0bf5b11033e07a5d2a4760c9926d9337ee2e5dee,92,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.d8bf26d469bf26eacdc6002a03aaf8692f1eb3d88b8c829dd29c21095f0e4ae5,ega3,106,2,117.058,190.793,145.611,202.802,AMS.172,ega3.ega3.target.sha256.0a647780de95ca1430cba745eb3de3433484bf90d655c97373a1ff640ed5aded,81,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.5364aa668a3c5859730c0ba2c65adb94dd605cf9877028d5dbf69315688b7b8e,ega3,106,3,102.923,153.126,135.953,165.135,AMS.199,ega3.ega3.target.sha256.753cd8b4cb93cb2c15b540ffa79a1ea06e592ed7df05c3944bc42b6d6c093647,88,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.7486c1c76dd9c34b5da492719e5583cff4c5283a9852b31420f672f876fa5f88,ega3,107,0,161.910,454.545,190.463,466.555,AMS.168,ega3.ega3.target.sha256.1c6f44e0a283df07acc9543ac43b7d4864cbd81dcfb077cf625446372f7e8c74,79,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.c3084c0d13f093f5d82cb86e317e063232fd7c9fab529a15918713d04136e9fb,ega3,107,1,397.483,374.463,433.508,389.619,AMS.182,ega3.ega3.target.sha256.9e4d6e6a1001697ed6c0115e1f217ad4eb1f41a93402c3e69326d0cb88512f75,83,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.ddf21fe891fedb73be3c054f16a229c4ac96aa16d6df6a12105ea14776c953fc,ega3,107,2,201.856,242.480,230.861,258.606,AMS.211,ega3.ega3.target.sha256.13a994a3ad69dbf977fddc7be0031041d3edc3a503f790a87decdce77be47bb3,97,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.02976f6dd9339e3fbd3cb0100a1f1d50793e2fd7ceff927269d95a1c51006a1e,ega3,107,3,223.752,81.864,251.773,93.874,AMS.211,ega3.ega3.target.sha256.13a994a3ad69dbf977fddc7be0031041d3edc3a503f790a87decdce77be47bb3,97,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.c61d078b7a7afaf1d64138d44370464680795a1a61bd25932f831713e246efb8,ega3,107,4,280.275,50.254,308.827,62.204,subsection*.225,ega3.ega3.target.sha256.b6a365b631a0bf70c98380e32a54996d8d7fc833677e81d93ed5087559c256bf,104,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.3faac02c19ec03a6effe6ba8dc98ad57707abe00ca97de636884be8e216ba768,ega3,108,0,102.336,349.411,130.411,362.206,AMS.196,ega3.ega3.target.sha256.54aae31698f284f27aea598d93cee36147b71590816e62bbf4c34246cb896175,87,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.51ae849b4372aa28a3b36ff9591f10f53578b6f4ee4eba2256fe3cdb2dfea42d,ega3,108,1,461.191,349.411,489.266,362.206,AMS.226,ega3.ega3.target.sha256.ef1bdf2b04830704a17f493ee2bc4273c1670b2c4cd621889d7d9f9ed8b35ee9,104,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.fecaf22a828ae528dc8134f34382d126ee7e0a7fd83d5d334a98eda2db598b44,ega3,108,2,139.968,229.589,168.494,245.673,AMS.196,ega3.ega3.target.sha256.54aae31698f284f27aea598d93cee36147b71590816e62bbf4c34246cb896175,87,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.d6d2397706eea15131ade92280e54793a7dacf5f64b46f2a22ff33d9acdafa97,ega3,108,3,338.226,152.472,373.639,164.481,AMS.229,ega3.ega3.target.sha256.dfc35997e6e36e932a1e37deef30b92309e0f530fc6ac5f74554c86695829af7,105,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.3abe366f1b1c96922effa7396c7e92ffa64183d625bfd73b35abbc8f2ab9cbe7,ega3,108,4,416.595,152.472,452.007,164.481,AMS.230,ega3.ega3.target.sha256.4735bd537b3d1e8053eec30b8129207b2f8f3c17ece5eccfef18609b8fae94c2,108,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.95ed8b339801263e940a963794f83c74dd25db96c71a2d85a2428ce5d71db75e,ega3,108,5,404.715,139.140,441.421,152.713,AMS.230,ega3.ega3.target.sha256.4735bd537b3d1e8053eec30b8129207b2f8f3c17ece5eccfef18609b8fae94c2,108,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.6fd5030bf65189ea9f29ca05c0d170d2340f49c2f3333929de6a409af29529d1,ega3,108,6,489.827,139.140,523.993,152.713,section*.222,ega3.ega3.target.sha256.29da2e47af839266bf0a0b7832613d4a748bec07154142c9167b4921c208b409,102,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.9ed0806c3679556624aca43f3b6220e486d304e0d3d992375ecf0f90e5f3d266,ega3,108,7,114.558,127.366,150.582,139.375,AMS.231,ega3.ega3.target.sha256.7dcbd7ad86e37fa78f95846865e236bd93eff97169721e9507b039deb26e18c6,108,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.83120b24bf3c6694c7cffe7750bd42bff4001a2e84d6f9d5c23f1fc9cb78bc70,ega3,108,8,276.761,108.471,304.782,121.206,subsection*.225,ega3.ega3.target.sha256.b6a365b631a0bf70c98380e32a54996d8d7fc833677e81d93ed5087559c256bf,104,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.98db86387af0c17fbe39cf0c4ee43a9a39866fc9161e5423035e3c9913e04f51,ega3,108,9,327.335,82.635,363.325,94.585,AMS.231,ega3.ega3.target.sha256.7dcbd7ad86e37fa78f95846865e236bd93eff97169721e9507b039deb26e18c6,108,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.6a218e5776033721a18aa04d688c614698cbc8c8198cf7f56badd1369608e6cf,ega3,109,0,149.036,561.165,178.426,572.452,AMS.235,ega3.ega3.target.sha256.3a176bab290b8ef29b9f40f6e0cbae9f3db8d74c9d92f288fc68ec4689e63436,109,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.12d3f00f31b648a5e61e53a98dc8775bb9cab530e7c8397da81f2037b634f280,ega3,109,1,261.965,560.442,291.049,572.452,subsection*.201,ega3.ega3.target.sha256.d406e67ac158aad4d2c9c3f079e88e804d8783b0bb1491f35260d1779bd9ef70,89,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.1f3240b5d028a5b35840e07d39bd2a5dfe476cad52f4ca7091cea973bf3f1320,ega3,109,2,424.595,516.928,453.985,528.215,AMS.235,ega3.ega3.target.sha256.3a176bab290b8ef29b9f40f6e0cbae9f3db8d74c9d92f288fc68ec4689e63436,109,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.141adc07e08c5b38a446cd08dddd56323da4efe2c6aa889fd0effffbf132d4b2,ega3,109,3,155.952,460.009,185.342,471.297,AMS.235,ega3.ega3.target.sha256.3a176bab290b8ef29b9f40f6e0cbae9f3db8d74c9d92f288fc68ec4689e63436,109,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.d46fa40623b09e48c307ea0e3f601a386dbfd73bec54ce64f30ec4e7332a4bac,ega3,109,4,166.164,390.885,195.553,402.173,AMS.233,ega3.ega3.target.sha256.18feab628c32b9088c4187285b6111623d3788655b5d26a88728a945999d2869,108,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.0fb13c9a90925570ad4ef4217708926830004742d85528fe7cc59ac389372cbe,ega3,109,5,166.164,332.431,195.553,343.718,AMS.234,ega3.ega3.target.sha256.b7cfc530fdfbef36adacdc5c1b6c02a85cf57bab46b7efd6b512b117180134d5,108,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.89163b8fb31ff391944cb5271021110e7c591427a5be5e95d46b6cadf9c338b3,ega3,109,6,152.144,312.682,180.617,325.477,AMS.226,ega3.ega3.target.sha256.ef1bdf2b04830704a17f493ee2bc4273c1670b2c4cd621889d7d9f9ed8b35ee9,104,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.7e6c297ef6f3fe2479ea42acdf4d0f6d4d5ff29ec6e47d76158a5f25a5a5d26b,ega3,109,7,297.679,299.424,303.457,313.678,Hfootnote.236,ega3.ega3.target.sha256.625ff5a0773a9d819289e90e1043507beac5222f264dc051bee52585d0c04f41,109,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.0eb148ef401439bb78e9894bfd7ee41fa1c0e57be86822c6e5d6c42c5f0df73a,ega3,109,8,175.915,61.323,199.581,74.174,AMS.235,ega3.ega3.target.sha256.3a176bab290b8ef29b9f40f6e0cbae9f3db8d74c9d92f288fc68ec4689e63436,109,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.78547582bc5f4060ece2d329fceacefbcd8cd1285ef1124536eaf1e684226cb7,ega3,109,9,350.134,61.323,379.897,74.174,AMS.239,ega3.ega3.target.sha256.a9826ea402090840c43a32a30052025c5fc97c425bdeb58b8628b67bd6e277f2,110,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.9a72b60115b44e2d7039bf62dd63a9f844fefe4c87fcd11f224d71945a3bb5ba,ega3,109,10,396.922,61.323,426.685,74.174,AMS.240,ega3.ega3.target.sha256.f08b791c5e35a3124ec044da25f3453259e09ddd6afe37ef2caaa416f939c354,110,inherited_internal_pdf_link,resolved_internal_goto
ega3.ega3.edge.sha256.5df51c18be2e7ad1ccf4a462425f03edd3268d687d99fb1bfd793ef6d881e3c2,ega3,110,0,435.762,724.232,464.846,736.242,AMS.226,ega3.ega3.target.sha256.ef1bdf2b04830704a17f493ee2bc4273c1670b2c4cd621889d7d9f9ed8b35ee9,104,inherited_internal_pdf_link,resolved_internal_goto
