action_id,candidate_id,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,replacement_visible_tex,target_label,target_id,action_kind,moving_argument_safe,resolution_basis,baseline_file_sha256,successor_file_sha256,source_span_sha256,replacement_tex,replacement_sha256,disposition
ega4.reference-action.sha256.feba82cd186bf1ae955bc2a807a7385511f8bb15b7d5d360c9feddcdffa24130,ega4.reference.candidate.sha256.c1415d139215404fcfa02409930cba768c8aa159c938b855a4a76c7c9bdf1328,source_aligned/ega4-backmatter-terminology.tex,113,37,7389,7409,\EGAIVidxref{16.9.7},16.9.7,IV.16.9.7,ega4.c04.statement.16-9-7,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,4776EAF25862C2F5444CA971B9A71D1433CEF04E239AD2459248C6EEA8F3003F,{\hyperlink{ega4.c04.statement.16-9-7}{16.9.7}},597B220C132E1589E7073C364495EA2A19EA499CC3263830033505CC60E6783B,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.92823f2a264b3fce020d015056c247cf8c6763b1fa07dcbc0cc4829163917bea,ega4.reference.candidate.sha256.442a3f7bc8a7ee8c1114096339d365ec76e0c2b7bcb753e969dd977642495c38,source_aligned/ega4-backmatter-terminology.tex,114,67,7477,7497,\EGAIVidxref{19.2.1},19.2.1,IV.19.2.1,ega4.c04.def.19-2-1,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,E65E0AB5D96D9EDA08155A1D0A89900AF11C64BC2D3E6089B0E9CAC70DD00637,{\hyperlink{ega4.c04.def.19-2-1}{19.2.1}},5DFE8C186CE3D5D40CE6450E4B2808444C1A52F3BF857184AD5A343D80BAF2D2,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.f82ce471a1398110904063fd14224ab685928cca11e0232d6db778db2e026c3f,ega4.reference.candidate.sha256.a66977fbbd728c82fb1b9a5a99097e0b9e00577f57b32542f4b7db3b343e86a1,source_aligned/ega4-backmatter-terminology.tex,117,55,7572,7592,\EGAIVidxref{19.2.1},19.2.1,IV.19.2.1,ega4.c04.def.19-2-1,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,E65E0AB5D96D9EDA08155A1D0A89900AF11C64BC2D3E6089B0E9CAC70DD00637,{\hyperlink{ega4.c04.def.19-2-1}{19.2.1}},5DFE8C186CE3D5D40CE6450E4B2808444C1A52F3BF857184AD5A343D80BAF2D2,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.30e6e4b82d8b1123b761327dbe17548c22537d03310d20da8e0ce90590083178,ega4.reference.candidate.sha256.337005c3b9e0d7e3e7efc7beef06326d0f8084b2a71c1752835998c311045afd,source_aligned/ega4-backmatter-terminology.tex,118,53,7646,7668,\EGAIVidxref{21.10.14},21.10.14,IV.21.10.14,ega4.c04.statement.21-10-14,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,EFA70C724321E9A9D77F34D63A5A61FA61A29ACE8FCC25DEFC8847AF4FDEB396,{\hyperlink{ega4.c04.statement.21-10-14}{21.10.14}},B8DB5251457DCCC92358BB1644C977943A2B5EF5B7F87AC07BDA734164E1B613,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.11e3d1459162bf8f6a83e0b2f574528029311e46d1b586283e59ab7aca2f5c19,ega4.reference.candidate.sha256.7998ffdf60f3d5ea837b6c42fb45d2bb5895f683da8b82f9c9d015ad8d47087c,source_aligned/ega4-backmatter-terminology.tex,119,39,7708,7728,\EGAIVidxref{21.5.5},21.5.5,IV.21.5.5,ega4.c04.def.21-5-5,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,53E54507093C2C63035E89558CC828204388ED6E69120466DF4568227690E7EE,{\hyperlink{ega4.c04.def.21-5-5}{21.5.5}},BB0665C4DF63E50BE85D92EAFE8EB44487026BADE133420F6A7EFBF513191F51,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.f255705d8b97d0a29a39e3be1f385dc260e1278502920de441417f61ad763700,ega4.reference.candidate.sha256.268e02c787d65eab62517735eb1c97a368d1f1345f535f64a2ed88071f0f5af6,source_aligned/ega4-backmatter-terminology.tex,120,54,7783,7804,\EGAIVidxref{21.10.3},21.10.3,IV.21.10.3,ega4.c04.statement.21-10-3,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,0E1CC504CE0E282B82EB3573136C3CB72CB00529609550C814D3B1D06B7B2AA4,{\hyperlink{ega4.c04.statement.21-10-3}{21.10.3}},FF0AC63EFC8AC95EAA91F2FC76B2BA0BFC45BDA7C60E717A7A9AA605B2634D3B,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.a92a0090819246369faf1c39f4b2ac3b52942f79d788a2e0ae84a866f9c24f1d,ega4.reference.candidate.sha256.03ddc36e093344406749e5b5616bc2767928b7679573b82638f1d07d79dfbbe7,source_aligned/ega4-backmatter-terminology.tex,120,80,7809,7831,\EGAIVidxref{21.10.11},21.10.11,IV.21.10.11,ega4.c04.statement.21-10-11,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,55CA4ABCEB37BB0853BC3686576EF0EFA75509C16CAD07FA11191A64283CDD67,{\hyperlink{ega4.c04.statement.21-10-11}{21.10.11}},B1252F45119706ACE6B1C924B2BDDAC3CCF6153BD2301BAE3441534D74AA847A,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.7874e7cac2fa342920415a2cf7ec8bc5d5faf1e060a4dd71632a15f015a14531,ega4.reference.candidate.sha256.204e900459c44ab9ed921a6ad65c004132f8ee0afeb97517957307e9a5c977e6,source_aligned/ega4-backmatter-terminology.tex,121,40,7872,7892,\EGAIVidxref{21.4.2},21.4.2,IV.21.4.2,ega4.c04.def.21-4-2,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,C9586430E5DED9DC01BEC3D9D2034E64AEA4682A72E8E496FC5524A92471D9E0,{\hyperlink{ega4.c04.def.21-4-2}{21.4.2}},15E5B72FC606E9E0D5F2DE93C6D0B4B7C2B4F18BB3019E95ED44D0C6A095D9C7,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.763611333476ab3b965965e1e53be7a569d96e2a2aff4b18743758db8c45fe83,ega4.reference.candidate.sha256.609526081c70456bb5c5b75e08f1b27d274d9136a79658c170e115dd45f28d51,source_aligned/ega4-backmatter-terminology.tex,122,53,7946,7967,\EGAIVidxref{20.1.11},20.1.11,IV.20.1.11,ega4.c04.statement.20-1-11,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,229EF089F0C16962ABBB155A038E38AE0729DCFBA06DA72868744D69A83C9FB0,{\hyperlink{ega4.c04.statement.20-1-11}{20.1.11}},45620E282886EBE07286E4BF32A557F2257B8987C1E60DE97D7CAB6A5C66B51E,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.9d4b0c0cc1aa11af226277a68f3458a4a6970863964425b548d4f6f221b849f7,ega4.reference.candidate.sha256.3e509ce4fba1a38bfc2a0a0f83c13e68188499a1200954fcacffc95f2d0c9616,source_aligned/ega4-backmatter-terminology.tex,123,69,8037,8057,\EGAIVidxref{20.6.7},20.6.7,IV.20.6.7,ega4.c04.statement.20-6-7,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,1F9FEBD63B4933420197DD22675EB806D57E20D1E4CDA5722726826D65AF8DCD,{\hyperlink{ega4.c04.statement.20-6-7}{20.6.7}},3AA6B56CF95513D754DAA90B34CC88C3FC4540AF4A738D6DDC9AC2BC57F08012,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.233ad276cdf6a8ba826c5ffd15665ebc6ced1aa0770856bb90869feebe8a3175,ega4.reference.candidate.sha256.34316db4a309312d228819a71aaa5b40faf37532ef9f9047d8e1f506cbd065b7,source_aligned/ega4-backmatter-terminology.tex,124,37,8095,8115,\EGAIVidxref{16.9.2},16.9.2,IV.16.9.2,ega4.c04.def.16-9-2,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,01E5BE8B146E16274F1A94C9D580337C668042B36C2866DD3503C91C4F5AC272,{\hyperlink{ega4.c04.def.16-9-2}{16.9.2}},52CD99AEDDA5071A2DF0076F0CAE59B5BBB3BAE0BF4196A1D02E9B646D378423,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.0a48a79758ce3c58bb9f648b04db627e74900291ceb19d4fbd6fe13a5510bd88,ega4.reference.candidate.sha256.5a76ffb2a95b3bfba432c2f6a1fdd0bfaf1cb6767a8c0ff24d7a743c6333a420,source_aligned/ega4-backmatter-terminology.tex,125,31,8147,8167,\EGAIVidxref{16.9.2},16.9.2,IV.16.9.2,ega4.c04.def.16-9-2,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,01E5BE8B146E16274F1A94C9D580337C668042B36C2866DD3503C91C4F5AC272,{\hyperlink{ega4.c04.def.16-9-2}{16.9.2}},52CD99AEDDA5071A2DF0076F0CAE59B5BBB3BAE0BF4196A1D02E9B646D378423,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.b7f52b5eb7c382ef4f83eb816061b7fbfac5c4e3cbb9f811b07f5f6c73473b34,ega4.reference.candidate.sha256.70a29abe3d7d5038fed7d9e3d70066e12a8c25a8a8f613c107ad8f63ba69cd94,source_aligned/ega4-backmatter-terminology.tex,126,42,8210,8231,\EGAIVidxref{16.9.10},16.9.10,IV.16.9.10,ega4.c04.prop.16-9-10,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,96CF87FD525CA6E1BDEA83F21F5ABFD0C9478067259F32BC166EE98574A95841,{\hyperlink{ega4.c04.prop.16-9-10}{16.9.10}},B46602078A4ADB0A5E68D1A37425FDBF9C00C4FA9A7387ED0355B966CF412AB5,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.6e148810fcf31f2f1a64d335664153392420440934deca775f31343fb0894067,ega4.reference.candidate.sha256.b300fd3ba486651de49864ba486275974189c5c3b7cdf9d49c2250aca374eb5a,source_aligned/ega4-backmatter-terminology.tex,127,121,8353,8373,\EGAIVidxref{19.2.2},19.2.2,IV.19.2.2,ega4.c04.def.19-2-2,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,33133CBC230830D725E45838ED3EB7026EACE673074C873BC77069331DE58F88,{\hyperlink{ega4.c04.def.19-2-2}{19.2.2}},5751DD4484A926EA9511B4B2FE23EFB80D9C817E9BA50C2A6EC6DE1439D2A5B9,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.b5bd6134992fe201611d81a00871f4940ca65230162f2a1988eda955d5f26356,ega4.reference.candidate.sha256.65fcb092cf37b4328f089c696ee3ba8428403dbbbbd26dd404e3b59f8652beb2,source_aligned/ega4-backmatter-terminology.tex,128,159,8533,8553,\EGAIVidxref{19.3.6},19.3.6,IV.19.3.6,ega4.c04.def.19-3-6,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,23623B131733F89E2CCCAC04DE7A95695E934A52643C6F611B85ACD4EF0DC48A,{\hyperlink{ega4.c04.def.19-3-6}{19.3.6}},56F9FB16EC761BDA67F33A22E5B4F4F485166098DAEA315C8EFF25A01A77EB60,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.30073dc2024449db7ce3e0c1bd7e2ec48208e084389cf527700a96aa580e6e7e,ega4.reference.candidate.sha256.d86364bf9754a4649d3263286221969840d7e796d13bbd5e52bcc320d410386f,source_aligned/ega4-backmatter-terminology.tex,129,50,8604,8624,\EGAIVidxref{16.1.2},16.1.2,IV.16.1.2,ega4.c04.def.16-1-2,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,765F2AD0EE20F13F013957B73BC3D1BF242613114ECD9C9C3BC5BF147AB46C2E,{\hyperlink{ega4.c04.def.16-1-2}{16.1.2}},4BA85ABA7CE3273DBB256CFDE49DB50C03E4E867279EC61CB2F8C9788CA8244D,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.0fcb765b412308b806f35843f8ec01c84058affda10c9c22aec54c20345f23a6,ega4.reference.candidate.sha256.827eda28989432d1c03c336c4e6f6e68e7b0df518a49fdcc6816751313774c5f,source_aligned/ega4-backmatter-terminology.tex,130,62,8687,8708,\EGAIVidxref{16.1.11},16.1.11,IV.16.1.11,ega4.c04.rem.16-1-11,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,FA213C2E1ABBEEB540DAAAC33AF4B7A155B5C96565301D40531233895708638B,{\hyperlink{ega4.c04.rem.16-1-11}{16.1.11}},C5A3F63C7FB2A36D3818D8A2CA5E966CED877D6F7728366ED35F90DA82F6C4C5,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.0a733fc1236bd4c737b42dcf99cb10dd4f77cd4bf6fe49f1ec50601f73fd4108,ega4.reference.candidate.sha256.7cfd5cdee451e68da5aa1603019aa0aa6cb6bc36d4abf0783271be8b0104c99c,source_aligned/ega4-backmatter-terminology.tex,131,118,8827,8847,\EGAIVidxref{16.3.1},16.3.1,IV.16.3.1,ega4.c04.def.16-3-1,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,19ED9DC40D4C04373331A2575CD88A1958C8AA595CC014D4D2C1031BD876DD1E,{\hyperlink{ega4.c04.def.16-3-1}{16.3.1}},FEEBCEABEF6F3A6CA5D09E3F8AEC4483147F2C8C8A6389A6B4970CB34ACDCD3E,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.942e0c93ee2982366eade559b71dda6e5bc0950f9931f11adbb53a8c531c38dd,ega4.reference.candidate.sha256.6eb16664e2fa235841892bb7937502e1ad51e66f626f1c22d5634360b17674f5,source_aligned/ega4-backmatter-terminology.tex,132,60,8908,8928,\EGAIVidxref{20.6.2},20.6.2,IV.20.6.2,ega4.c04.statement.20-6-2,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,2E9734EE3DD3DABE7962339411E59BBE85B5BBA4CA2EF4B80CCF46874627874F,{\hyperlink{ega4.c04.statement.20-6-2}{20.6.2}},98AA2A9786A3217C536BFA082A7AE4638911FD6776A7B9283354E77CE5021B16,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.514bc3427ed72951923068ce7b95e1022387468e53aa3c3a3a1a708003278c32,ega4.reference.candidate.sha256.50602efdf7d860600f92bc503c8df6b08fab2d9fe34f43ca9f76165e5c2f983a,source_aligned/ega4-backmatter-terminology.tex,133,44,8973,8993,\EGAIVidxref{20.1.5},20.1.5,IV.20.1.5,ega4.c04.statement.20-1-5,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,F9622D5D4F6304847FCFC8AAA5237E440702F0881CF579923017C82639993F00,{\hyperlink{ega4.c04.statement.20-1-5}{20.1.5}},F69540CDFF441DEF2ED51C1EDD8F7C21EA67A4A01EE811197FB53658F7C46818,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.02b986663c7a00c2b11116b9c875f3b549db80e37234991e8a18b9393cb23c46,ega4.reference.candidate.sha256.44931917edc1371d2209936b5ce1807596512b2df1c72889eb801639e52a1312,source_aligned/ega4-backmatter-terminology.tex,134,44,9038,9059,\EGAIVidxref{16.10.1},16.10.1,IV.16.10.1,ega4.c04.def.16-10-1,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,2D13DC9F3F6FA903DBB3647413522906FB2976119592BC118315B6D25B956EA8,{\hyperlink{ega4.c04.def.16-10-1}{16.10.1}},50DA506543599700471AAD438F8D34C0AD6DF17FF0C6D8B10DA4DE5967414B46,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.1a4341e1cc732526d5b544afa98ad3ba700d0eec4dc324a3652955eca6d3d383,ega4.reference.candidate.sha256.e9932480fde771920cb338da391e0c52a078b0e634552b26f57eb11d96ba06d3,source_aligned/ega4-backmatter-terminology.tex,135,60,9120,9141,\EGAIVidxref{16.11.3},16.11.3,IV.16.11.3,ega4.c04.statement.16-11-3,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,4FBFBD419793AB5443EA8C19042CF4CAF5F6D16D7272BA71A02F33ECDD984AA8,{\hyperlink{ega4.c04.statement.16-11-3}{16.11.3}},484B9A3ED33440C725746B6856651D8DD2D3EBE5481420D3981E85BD874492C4,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.c8e6b6978d65017c3830daee315770ed5b7edc2f2211fa740d7757ca17563fda,ega4.reference.candidate.sha256.3359ddcc099ea4afc95c5d0d9f155ff36fb9ad2d0e3a57f4ad24e2ee5ef31207,source_aligned/ega4-backmatter-terminology.tex,136,51,9193,9213,\EGAIVidxref{19.3.6},19.3.6,IV.19.3.6,ega4.c04.def.19-3-6,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,23623B131733F89E2CCCAC04DE7A95695E934A52643C6F611B85ACD4EF0DC48A,{\hyperlink{ega4.c04.def.19-3-6}{19.3.6}},56F9FB16EC761BDA67F33A22E5B4F4F485166098DAEA315C8EFF25A01A77EB60,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.cce288abe22d0b37ba2a17c32852a6c8d6b2ed2e69b85ccd0426b4a0abde5938,ega4.reference.candidate.sha256.e00dab8cfeeeb0b015751b1ab95d67e2f9ec7252b9f735101d60cdd1bda4a379,source_aligned/ega4-backmatter-terminology.tex,137,41,9255,9277,\EGAIVidxref{18.10.20},18.10.20,IV.18.10.20,ega4.c04.rem.18-10-20,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,A978931175D93B55209623D00BD89550D1ABDA91F6B06EE92D0AA568832918CC,{\hyperlink{ega4.c04.rem.18-10-20}{18.10.20}},6D433CC5D59653B36822ADB5A6D82DD23BB9E6D7C21C005A15D6C68543A88C1C,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.7ba376cb7775cee2ed42c886e9c80c823aa260b8e1eccf1b20968aef6541c7ea,ega4.reference.candidate.sha256.392338d3ff97260b3dd11cb1957c94fd6494bad2c3df4428675a4e3cb86d6866,source_aligned/ega4-backmatter-terminology.tex,138,30,9308,9328,\EGAIVidxref{17.3.1},17.3.1,IV.17.3.1,ega4.c04.def.17-3-1,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,6F5B24DF7674DC4A2A7FA3A596716700B8E53A68A858C823161CDED7E48E4888,{\hyperlink{ega4.c04.def.17-3-1}{17.3.1}},EB86CE916748218CE54102994A30FEB61F3E6A1AD372A042D1A96767643F7D8F,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.eb5eb10149c29bc5a9542ed078c4c3e082836791731ae9165b484fc1806147c5,ega4.reference.candidate.sha256.b57183f4196e007cb4c41073949da05ed7a2b839dc7faccb5727596816266e39,source_aligned/ega4-backmatter-terminology.tex,139,41,9370,9390,\EGAIVidxref{17.3.7},17.3.7,IV.17.3.7,ega4.c04.def.17-3-7,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,696A7BF4FA3EB6B273DE7695E86BE59518E97D68C5BE6CDC9087D0938574AE49,{\hyperlink{ega4.c04.def.17-3-7}{17.3.7}},6757E8A4CCF4EF79530D09B7BF92B3DB7499888A36B72BB46CC7FD3ABD72D67A,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.1717f07439f39e9ff46478db6786f4a1e215accc2042b0c4c299a9cadc4d7d2c,ega4.reference.candidate.sha256.ff13c9b79f7aaf37f5b4e5beac7408a76bfffcbd52ba1eee55e6cf2e22365100,source_aligned/ega4-backmatter-terminology.tex,140,84,9475,9495,\EGAIVidxref{18.2.7},18.2.7,IV.18.2.7,ega4.c04.item.18-2-7,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,96A6267BAA66EC071A2D901783287E0CD03827BE0A83D75060E808ABFE10C30D,{\hyperlink{ega4.c04.item.18-2-7}{18.2.7}},F0D4EB27994A6AE2EBF94E83FDDA63D73EC02B8714C9557F52E6EBEAE8408E4D,APPLIED_REFERENCE_V2_LINK
ega4.reference-action.sha256.73144cae04e26f1aa8a2779a78568e01d939753c9b9274b5f08f395cc6482c72,ega4.reference.candidate.sha256.4c581914c638f3a48507d41b863d6b557048e2e5a86fe76826e313f752116fc1,source_aligned/ega4-backmatter-terminology.tex,141,91,9587,9607,\EGAIVidxref{17.1.1},17.1.1,IV.17.1.1,ega4.c04.def.17-1-1,REPLACE_INDEX_REFERENCE_MACRO_WITH_STABLE_HYPERLINK,false,index locator retargeted to its stable named destination,7613C9F49790541F2D7D891548A10F2509F72B96D771015DAD9638FC5A61CB61,F12D91D29AE3F3656428E7B1A61CBD32E6354A8E10AC34DF6D84D7CF03C7E866,84FB855B408A069C70E0EE967CEB68261F33432ED6AFA9B47CE7DAA5CEC0CEB5,{\hyperlink{ega4.c04.def.17-1-1}{17.1.1}},7689477B923062D523797EDB4B8DC045EC51B2D48BD80B979616CD5AC289B3CE,APPLIED_REFERENCE_V2_LINK
