candidate_id,pattern_kind,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,normalized_visible,locator_token,volume_hint,target_label,target_id,baseline_pdf_destination,candidate_target_count,candidate_target_labels,classification,disposition,resolution_basis,source_sha256,source_span_sha256,context
ega4.reference.candidate.sha256.858aceef1906f6af668a5dc4b2ba1622e176568540bf1d51b740be666621c8ba,explicit_sref,source_aligned/ega4-6.tex,1127,34,113075,113094,\sref{IV.6.11.2.2} ,\sref{IV.6.11.2.2},6.11.2.2,IV,IV.6.11.2.2,ega4.c04.eq.6-11-2-2,AMS.487,1,IV.6.11.2.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,AA124DCE39D44EB04D03E19EBF3B30357D7FA63A45401BD257B45AE387E8E4BF,"ions \begin{equation} \tag{6.11.2.2} \label{IV.6.11.2.2} \operatorname{codim}_x(\mathrm{Z}_n,\mathrm{S})>n+k \end{equation} for every $n\geqslant 0$; but for $n\geqslant m$ this relation is automatically satisfied, hence one need only consider the relations \sref{IV.6.11.2.2} for $0\leqslant n<m$. Now $(\mathbf{0},~14.2.6)$ the set $\mathrm{V}_{n,k}$ of $x$ satisfying \sref{IV.6.11.2.2} is open, and $\mathrm{U}_{\mathrm{S}_k}(\sh{F})$, intersection of the $\mathrm{V}_{n,k}$ for $0\leqslant n<m$, is also open. Let us recall that th"
ega4.reference.candidate.sha256.747730d2618b6e844d35b725d5242d4d4966c898409c579306a5961bcf794f42,bare_dotted_locator,source_aligned/ega4-6.tex,1127,93,113134,113140,14.2.6,14.2.6,14.2.6,,,,,1,IV.14.2.6,explicit_cross_volume_locator,positive_residual,visible volume designator 0 is outside EGA IV,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,598B74F7089AF6A9E235D5768EBE0120336973C0FDC6ECACE3C05CF2BC189328,"\operatorname{codim}_x(\mathrm{Z}_n,\mathrm{S})>n+k \end{equation} for every $n\geqslant 0$; but for $n\geqslant m$ this relation is automatically satisfied, hence one need only consider the relations \sref{IV.6.11.2.2} for $0\leqslant n<m$. Now $(\mathbf{0},~14.2.6)$ the set $\mathrm{V}_{n,k}$ of $x$ satisfying \sref{IV.6.11.2.2} is open, and $\mathrm{U}_{\mathrm{S}_k}(\sh{F})$, intersection of the $\mathrm{V}_{n,k}$ for $0\leqslant n<m$, is also open. Let us recall that the hypothesis that $\mathrm{X}$ is locally imme"
ega4.reference.candidate.sha256.85f3c938ef9e0307d0a439b2ebb39878144509f61b0faed1e48f15d8aa67c031,explicit_sref,source_aligned/ega4-6.tex,1128,46,113188,113207,\sref{IV.6.11.2.2} ,\sref{IV.6.11.2.2},6.11.2.2,IV,IV.6.11.2.2,ega4.c04.eq.6-11-2-2,AMS.487,1,IV.6.11.2.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,AA124DCE39D44EB04D03E19EBF3B30357D7FA63A45401BD257B45AE387E8E4BF,"nd{equation} for every $n\geqslant 0$; but for $n\geqslant m$ this relation is automatically satisfied, hence one need only consider the relations \sref{IV.6.11.2.2} for $0\leqslant n<m$. Now $(\mathbf{0},~14.2.6)$ the set $\mathrm{V}_{n,k}$ of $x$ satisfying \sref{IV.6.11.2.2} is open, and $\mathrm{U}_{\mathrm{S}_k}(\sh{F})$, intersection of the $\mathrm{V}_{n,k}$ for $0\leqslant n<m$, is also open. Let us recall that the hypothesis that $\mathrm{X}$ is locally immersible in a regular scheme is always satisfied when $\mathrm{X}$ is"
ega4.reference.candidate.sha256.b05b3c3fd4e084a1afd11842ddc2d3ec896899fd8daadcb651287b373087b591,parenthesized_dotted_locator,source_aligned/ega4-6.tex,1133,2,113528,113535,(5.8.3),(5.8.3),5.8.3,,,,,1,IV.5.8.3,mathematical_numeric_expression,positive_residual,locator-shaped token occurs inside mathematical mode,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,F65E300D34698546A802A1AAD4A864F6169B14933B837FBAB604C7923E8203BC,"n of the $\mathrm{V}_{n,k}$ for $0\leqslant n<m$, is also open. Let us recall that the hypothesis that $\mathrm{X}$ is locally immersible in a regular scheme is always satisfied when $\mathrm{X}$ is a prescheme \emph{locally of finite type over a field $k$} $(5.8.3)$. \begin{corollary}[6.11.3] \label{IV.6.11.3} Under the hypotheses of \sref{IV.6.11.2}, the set $\mathrm{CM}(\sh{F})$ of points $x\in\mathrm{X}$ such that $\sh{F}_x$ is a Cohen-Macaulay module is open in $\mathrm{X}$. \end{corollary} \begin{proof} Indeed, i"
ega4.reference.candidate.sha256.acdb3866d98775d05b6eee50e6e724106ece119a7aa009745b7460bb3f1281aa,explicit_sref,source_aligned/ega4-6.tex,1137,25,113607,113623,\sref{IV.6.11.2},\sref{IV.6.11.2},6.11.2,IV,IV.6.11.2,ega4.c04.prop.6-11-2,subsection.6.11,1,IV.6.11.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,B339148E1D4092F14A963FF5415238B8E059197BFF9F80EEE00281FC424B146B,"that the hypothesis that $\mathrm{X}$ is locally immersible in a regular scheme is always satisfied when $\mathrm{X}$ is a prescheme \emph{locally of finite type over a field $k$} $(5.8.3)$. \begin{corollary}[6.11.3] \label{IV.6.11.3} Under the hypotheses of \sref{IV.6.11.2}, the set $\mathrm{CM}(\sh{F})$ of points $x\in\mathrm{X}$ such that $\sh{F}_x$ is a Cohen-Macaulay module is open in $\mathrm{X}$. \end{corollary} \begin{proof} Indeed, it is the set $\mathrm{U}_{\mathrm{C}_0}(\sh{F})$. \end{proof} \begin{remarks}[6.11.4] \"
ega4.reference.candidate.sha256.aaf760315e7eeb4a14deec540e0b9496be70812a7fd982056b8cf5e1597b7d3f,explicit_sref,source_aligned/ega4-6.tex,1147,22,113921,113937,\sref{IV.6.11.2},\sref{IV.6.11.2},6.11.2,IV,IV.6.11.2,ega4.c04.prop.6-11-2,subsection.6.11,1,IV.6.11.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,B339148E1D4092F14A963FF5415238B8E059197BFF9F80EEE00281FC424B146B,"nts $x\in\mathrm{X}$ such that $\sh{F}_x$ is a Cohen-Macaulay module is open in $\mathrm{X}$. \end{corollary} \begin{proof} Indeed, it is the set $\mathrm{U}_{\mathrm{C}_0}(\sh{F})$. \end{proof} \begin{remarks}[6.11.4] \label{IV.6.11.4} (i) The reasoning of \sref{IV.6.11.2},~(ii)) proves that (without any hypothesis on $\mathrm{X}$) when $\mathrm{U}_{\mathrm{C}_n}(\sh{F})$ is open for \emph{every} integer $n$, then $\mathrm{U}_{\mathrm{S}_n}(\sh{F})$ is open for every integer $n$. (ii) We have $\mathrm{CM}(\sh{F})=\bigcap\mathr"
ega4.reference.candidate.sha256.3ed5aaa4983761b4d96f83450ead703e6af512628bad331046fc222458e0273f,bare_dotted_locator,source_aligned/ega4-6.tex,1172,26,115542,115547,7.3.5,7.3.5,7.3.5,,,,,1,IV.7.3.5,explicit_cross_volume_locator,positive_residual,visible volume designator 0 is outside EGA IV,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,478D9849D8DE270AD57B9195047DF03BC41D02A304FBDA83D242F7FD9F03F336,"qslant\operatorname{coprof}_\mathrm{A}(\mathrm{M}). \end{equation} \end{proposition} \begin{proof} One can restrict to the case where $\mathrm{M}_\mathfrak{p}\neq 0$. As $\widehat{\mathrm{A}}$ is a faithfully flat $\mathrm{A}$-module $(\mathbf{0}_\mathrm{I},~7.3.5)$, there exists an ideal $\mathfrak{q}$ of $\widehat{\mathrm{A}}$ lying over $\mathfrak{p}$ $(\mathbf{0}_\mathrm{I},~6.5.1)$; as $\widehat{\mathrm{M}}_\mathfrak{q}=(\mathrm{M}\otimes_\mathrm{A}\widehat{\mathrm{A}})_\mathfrak{q}=\mathrm{M}\otimes_\mathrm{A}\wi"
ega4.reference.candidate.sha256.f0e7a23538b7af809207bffc25cf5aaf7deec7d5410bf481b9db627df30e332e,bare_dotted_locator,source_aligned/ega4-6.tex,1172,149,115665,115670,6.5.1,6.5.1,6.5.1,,,,,1,IV.6.5.1,explicit_cross_volume_locator,positive_residual,visible volume designator 0 is outside EGA IV,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,5F9C7FE01F460E9F86207DCDE264283BBC6DCF459495957CB03EE8E70BD670E0,"case where $\mathrm{M}_\mathfrak{p}\neq 0$. As $\widehat{\mathrm{A}}$ is a faithfully flat $\mathrm{A}$-module $(\mathbf{0}_\mathrm{I},~7.3.5)$, there exists an ideal $\mathfrak{q}$ of $\widehat{\mathrm{A}}$ lying over $\mathfrak{p}$ $(\mathbf{0}_\mathrm{I},~6.5.1)$; as $\widehat{\mathrm{M}}_\mathfrak{q}=(\mathrm{M}\otimes_\mathrm{A}\widehat{\mathrm{A}})_\mathfrak{q}=\mathrm{M}\otimes_\mathrm{A}\widehat{\mathrm{A}}_\mathfrak{q}$ and $\widehat{\mathrm{A}}_\mathfrak{q}$ is a flat $\mathrm{A}$-module, hence also a flat $\"
ega4.reference.candidate.sha256.644927d4e32040459fed3f046960ae22f04f06c979027514f19cd90a327edf16,bare_dotted_locator,source_aligned/ega4-6.tex,1175,26,115986,115991,6.2.1,6.2.1,6.2.1,,,,,1,IV.6.2.1,explicit_cross_volume_locator,positive_residual,visible volume designator 0 is outside EGA IV,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,7074A3967AB9FEE51098EF911133CB46687C0F82C80E5331127B21EF6D29B969,"imes_\mathrm{A}\widehat{\mathrm{A}})_\mathfrak{q}=\mathrm{M}\otimes_\mathrm{A}\widehat{\mathrm{A}}_\mathfrak{q}$ and $\widehat{\mathrm{A}}_\mathfrak{q}$ is a flat $\mathrm{A}$-module, hence also a flat $\mathrm{A}_\mathfrak{p}$-module $(\mathbf{0}_\mathrm{I},~6.2.1)$, it follows from $(6.3.2)$, applied to the local homomorphism $\mathrm{A}_\mathfrak{p}\to\widehat{\mathrm{A}}_\mathfrak{q}$, to $\mathrm{M}_\mathfrak{p}$ and $\widehat{\mathrm{M}}_\mathfrak{q}$, that $\operatorname{coprof}_{\mathrm{A}_\mathfrak{p}}(\mathrm{"
ega4.reference.candidate.sha256.12e3ff3b433e247be093cb262b8a1a86bd561e0ac9a0c211f3b4e7a4a57f4327,parenthesized_dotted_locator,source_aligned/ega4-6.tex,1175,52,116012,116019,(6.3.2),(6.3.2),6.3.2,,,,,1,IV.6.3.2,mathematical_numeric_expression,positive_residual,locator-shaped token occurs inside mathematical mode,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,6C58488F034F2E4378EED1C947D6CAF755F469741E6EEEF3543BE59C085FAF22,"athrm{A}})_\mathfrak{q}=\mathrm{M}\otimes_\mathrm{A}\widehat{\mathrm{A}}_\mathfrak{q}$ and $\widehat{\mathrm{A}}_\mathfrak{q}$ is a flat $\mathrm{A}$-module, hence also a flat $\mathrm{A}_\mathfrak{p}$-module $(\mathbf{0}_\mathrm{I},~6.2.1)$, it follows from $(6.3.2)$, applied to the local homomorphism $\mathrm{A}_\mathfrak{p}\to\widehat{\mathrm{A}}_\mathfrak{q}$, to $\mathrm{M}_\mathfrak{p}$ and $\widehat{\mathrm{M}}_\mathfrak{q}$, that $\operatorname{coprof}_{\mathrm{A}_\mathfrak{p}}(\mathrm{M}_\mathfrak{p})\leqslant\op"
ega4.reference.candidate.sha256.66e099ac8885da06f5b2f331728d97387c0f7617dc94815e3d0f78496a91f36d,bare_dotted_locator,source_aligned/ega4-6.tex,1178,15,116553,116559,19.8.8,19.8.8,19.8.8,,,,,0,,explicit_cross_volume_locator,positive_residual,visible volume designator 0 is outside EGA IV,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,C6AFFCD5D6D56B0D2818423B6456D50126AA8E0130BEF8A45C65E64662873F11,"rof}_{\widehat{\mathrm{A}}_\mathfrak{q}}(\widehat{\mathrm{M}}_\mathfrak{q})$. On the other part, $\mathrm{X}=\operatorname{Spec}(\widehat{\mathrm{A}})$ is isomorphic to a sub-prescheme of a regular scheme by virtue of the Cohen structure theorem $(\mathbf{0},~19.8.8,~\text{(i)})$. One deduces therefore from \sref{IV.6.11.2} that $\operatorname{coprof}_{\widehat{\mathrm{A}}_\mathfrak{q}}(\widehat{\mathrm{M}}_\mathfrak{q})\leqslant\operatorname{coprof}_{\widehat{\mathrm{A}}}(\widehat{\mathrm{M}})$; finally, one knows that"
ega4.reference.candidate.sha256.7d38a459f0096b038af237e61377a79e6d03eaccefd36754abb7e32652f77e65,explicit_sref,source_aligned/ega4-6.tex,1178,64,116602,116619,\sref{IV.6.11.2} ,\sref{IV.6.11.2},6.11.2,IV,IV.6.11.2,ega4.c04.prop.6-11-2,subsection.6.11,1,IV.6.11.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,E4F2FBDA81786F9943379794658FE8BBF8F0BC307E1D3DDC6546F0CB669533CB,"{\mathrm{M}}_\mathfrak{q})$. On the other part, $\mathrm{X}=\operatorname{Spec}(\widehat{\mathrm{A}})$ is isomorphic to a sub-prescheme of a regular scheme by virtue of the Cohen structure theorem $(\mathbf{0},~19.8.8,~\text{(i)})$. One deduces therefore from \sref{IV.6.11.2} that $\operatorname{coprof}_{\widehat{\mathrm{A}}_\mathfrak{q}}(\widehat{\mathrm{M}}_\mathfrak{q})\leqslant\operatorname{coprof}_{\widehat{\mathrm{A}}}(\widehat{\mathrm{M}})$; finally, one knows that $\operatorname{coprof}_{\widehat{\mathrm{A}}}(\widehat{\math"
ega4.reference.candidate.sha256.509e24301d68edda87d4353b45721bbbe4b97c8200a75c60498fa5a3e7f15735,bare_dotted_locator,source_aligned/ega4-6.tex,1179,144,116947,116954,16.4.10,16.4.10,16.4.10,,,,,1,IV.16.4.10,explicit_cross_volume_locator,positive_residual,visible volume designator 0 is outside EGA IV,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,19F86823C75BEAA2E4CBE6289BA34563B91FC587A34BDA201DB7F401101C650E,"ehat{\mathrm{M}}_\mathfrak{q})\leqslant\operatorname{coprof}_{\widehat{\mathrm{A}}}(\widehat{\mathrm{M}})$; finally, one knows that $\operatorname{coprof}_{\widehat{\mathrm{A}}}(\widehat{\mathrm{M}})=\operatorname{coprof}_\mathrm{A}(\mathrm{M})$ $(\mathbf{0},~16.4.10)$, which finishes the proof of \sref{IV.6.11.5}. This proposition justifies the definition of the coprofundity of an $\mathrm{A}$-module when $\mathrm{A}$ is not a local ring, given in $(5.7.12)$. \end{proof} \begin{proposition}[6.11.6] \label{IV.6.11.6} Let"
ega4.reference.candidate.sha256.c77e96fc163539bfdf84db73652fb14a6cbde021f596875e06071cc8e9f41f9d,explicit_sref,source_aligned/ega4-6.tex,1179,183,116986,117002,\sref{IV.6.11.5},\sref{IV.6.11.5},6.11.5,IV,IV.6.11.5,ega4.c04.prop.6-11-5,AMS.487,1,IV.6.11.5,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,B990412CC0B4A33E1024CCD1AD90F15C0C788B9F6B60872F0C301CBDA9AD24F5,"\operatorname{coprof}_{\widehat{\mathrm{A}}}(\widehat{\mathrm{M}})$; finally, one knows that $\operatorname{coprof}_{\widehat{\mathrm{A}}}(\widehat{\mathrm{M}})=\operatorname{coprof}_\mathrm{A}(\mathrm{M})$ $(\mathbf{0},~16.4.10)$, which finishes the proof of \sref{IV.6.11.5}. This proposition justifies the definition of the coprofundity of an $\mathrm{A}$-module when $\mathrm{A}$ is not a local ring, given in $(5.7.12)$. \end{proof} \begin{proposition}[6.11.6] \label{IV.6.11.6} Let $\mathrm{X}$ be a locally Noetherian prescheme,"
ega4.reference.candidate.sha256.cbaa673eb4c9e659a3312e1c56c6be28b61513f2b815e46bd5b16ca5f47f82a2,parenthesized_dotted_locator,source_aligned/ega4-6.tex,1181,32,117141,117149,(5.7.12),(5.7.12),5.7.12,,,,,1,IV.5.7.12,mathematical_numeric_expression,positive_residual,locator-shaped token occurs inside mathematical mode,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,29B7F188F943495B76CBAEE1C27AFD794A853041317C89BAC16110EF8DC37C87,"{M}})=\operatorname{coprof}_\mathrm{A}(\mathrm{M})$ $(\mathbf{0},~16.4.10)$, which finishes the proof of \sref{IV.6.11.5}. This proposition justifies the definition of the coprofundity of an $\mathrm{A}$-module when $\mathrm{A}$ is not a local ring, given in $(5.7.12)$. \end{proof} \begin{proposition}[6.11.6] \label{IV.6.11.6} Let $\mathrm{X}$ be a locally Noetherian prescheme, $n$ an integer $>0$, $\sh{F}$ a coherent $\sh{O}_\mathrm{X}$-Module. Suppose that for every closed integral sub-prescheme $\mathrm{Y}$ of $\mathrm"
ega4.reference.candidate.sha256.ff67cc143767d769409a96ddd7c506b8505daa2fe3cd63738ede643b94c21b92,parenthesized_dotted_locator,source_aligned/ega4-6.tex,1196,42,118066,118073,(5.7.5),(5.7.5),5.7.5,,,,,1,IV.5.7.5,mathematical_numeric_expression,positive_residual,locator-shaped token occurs inside mathematical mode,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,6360EB8813875B1A9DD78F99BC5FC0AFA62F33E297E32D0E92E2B97523E398D6,"induction on $n$: for $n=1$, the set $\mathrm{U}_{\mathrm{S}_1}(\sh{F})$ is open in $\mathrm{X}$, for the set of $x\in\mathrm{X}$ where $\sh{F}$ does not satisfy $(\mathrm{S}_1)$ is the set of $x$ such that $\sh{F}_x$ admits immersed associated prime ideals $(5.7.5)$; if $(\mathrm{Z}_j)$ is the finite family of the prime cycles associated to $\sh{F}$ which are immersed, then $\mathrm{U}_{\mathrm{S}_1}(\sh{F})=\mathrm{X}-\bigcup_j\mathrm{Z}_j$, whence our assertion since the $\mathrm{Z}_j$ are closed. We shall therefore s"
ega4.reference.candidate.sha256.63ded275e4b474746b9a96e3a583b4f3f157ed76555dbc67eb32257ea5674d91,parenthesized_dotted_locator,source_aligned/ega4-6.tex,1203,113,119007,119014,(5.7.2),(5.7.2),5.7.2,,,,,1,IV.5.7.2,mathematical_numeric_expression,positive_residual,locator-shaped token occurs inside mathematical mode,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,BD534E06BE6A46FA412D31C214E75144D11A653796B8A8634874E0BB003E45A9,"f{III},~30)$; as it amounts to the same to prove that $\sh{F}$ or $\sh{G}$ satisfies $(\mathrm{S}_n)$ at a point $x\in\operatorname{Supp}(\sh{F})$, one can restrict to considering the case where $\mathrm{T}=\mathrm{X}$. Let us note finally that by definition $(5.7.2)$, $\mathrm{U}_{\mathrm{S}_n}(\sh{F})$ is stable by generization. We shall now use the following lemma: \begin{lemma}[6.11.6.1] \label{IV.6.11.6.1} Let $\mathrm{X}$ be a Noetherian space in which every irreducible closed subset admits a generic point. For $\m"
ega4.reference.candidate.sha256.eda015a0110f71e901669e38750ba5601b48c325d98e28e2bbbd19c7507267f7,bare_dotted_locator,source_aligned/ega4-6.tex,1216,77,119822,119827,9.2.6,9.2.6,9.2.6,,,,,1,IV.9.2.6,explicit_cross_volume_locator,positive_residual,visible volume designator 0 is outside EGA IV,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,1F1143B9FF64B4E1ED53E340BAEC3C7578625CB5317C4C269D56635C1A4DE3B6,"t\mathrm{E}$ and that the generic point of $\mathrm{Y}$ belongs to $\mathrm{E}$, $\mathrm{E}\cap\mathrm{Y}$ contains an open non-empty part of $\mathrm{Y}$. \end{lemma} \begin{proof} We observe that this criterion implies that of $(\mathbf{0}_{\mathrm{III}},~9.2.6)$ when every irreducible closed subset admits a generic point. There is obviously nothing other than to prove the sufficiency of the conditions stated. Consider the interior $\mathrm{U}$ of $\mathrm{E}$; the closed set $\mathrm{X}-\mathrm{U}$ is a union of i"
ega4.reference.candidate.sha256.c9f22c2c7a9bd600ef7b3370c80853d36b9956a0c4ea9917f22c51cf2e293f09,parenthesized_dotted_locator,source_aligned/ega4-6.tex,1241,97,122026,122033,(6.9.1),(6.9.1),6.9.1,,,,,1,IV.6.9.1,mathematical_numeric_expression,positive_residual,locator-shaped token occurs inside mathematical mode,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,358320871334E439770A94D1B67C3198B6FC089C182193E2DE8AA2ACBF204C27,"thrm{Y}$, so that $\mathrm{Y}$ is defined by the Nilradical of $\sh{O}_\mathrm{X}$, which is \emph{nilpotent}. On the other hand, on can, replacing $\mathrm{X}$ by an open neighbourhood of $y$, suppose that $\sh{F}$ is \emph{normally flat} along $\mathrm{Y}$ $(6.9.1)$; it follows then from $(6.10.4)$ that $\mathrm{U}_{\mathrm{S}_n}(\sh{F})=\mathrm{U}_{\mathrm{S}_n}(\sh{O}_\mathrm{Y})$, and as the latter is by hypothesis an open neighbourhood of $y$ in $\mathrm{X}$, this proves the proposition in this case. $2^\circ$ $y$"
ega4.reference.candidate.sha256.66b1f73d7ff1cd8526a9002283b7c01a56506bcb01f5906b43a2b650e3a118b0,parenthesized_dotted_locator,source_aligned/ega4-6.tex,1242,23,122058,122066,(6.10.4),(6.10.4),6.10.4,,,,,1,IV.6.10.4,mathematical_numeric_expression,positive_residual,locator-shaped token occurs inside mathematical mode,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,B038C109982EB4369DE95141A9B4E5FDE3E757B561A41D50B8EAC056D51BB572,"s defined by the Nilradical of $\sh{O}_\mathrm{X}$, which is \emph{nilpotent}. On the other hand, on can, replacing $\mathrm{X}$ by an open neighbourhood of $y$, suppose that $\sh{F}$ is \emph{normally flat} along $\mathrm{Y}$ $(6.9.1)$; it follows then from $(6.10.4)$ that $\mathrm{U}_{\mathrm{S}_n}(\sh{F})=\mathrm{U}_{\mathrm{S}_n}(\sh{O}_\mathrm{Y})$, and as the latter is by hypothesis an open neighbourhood of $y$ in $\mathrm{X}$, this proves the proposition in this case. $2^\circ$ $y$ is not a maximal point of $\mathr"
ega4.reference.candidate.sha256.da411d6354a93afa56c7f750a8326c3f3c252a08fda5682066beca983f0e6174,bare_dotted_locator,source_aligned/ega4-6.tex,1249,37,122851,122857,15.2.4,15.2.4,15.2.4,,,,,1,IV.15.2.4,explicit_cross_volume_locator,positive_residual,visible volume designator 0 is outside EGA IV,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,0E53198099B065DFD4D9748C5EABCFD65E2311ADA0C140F6672F5B7659F5BCB7,"lacing $\mathrm{X}$ by an open neighbourhood of $y$ if necessary, one can therefore suppose that there exists a section $f$ of $\sh{O}_\mathrm{X}$ over $\mathrm{X}$, $\sh{F}$-regular and such that $f_y\in\mathfrak{m}_y$, or equivalently $f(y)=0$ $(\mathbf{0},~15.2.4)$; one has then also $f(x)=0$ for every $x\in\mathrm{Y}$ $(\mathbf{0}_\mathrm{I},~5.5.2)$. One knows that $\sh{F}/f\sh{F}$ satisfies $(\mathrm{S}_{n-1})$ at the point $y$ $(5.7.6)$. Applying the induction hypothesis, and replacing $\mathrm{X}$ by an open neig"
ega4.reference.candidate.sha256.ad8cfcf894d9b79ff40c7cad37f04cc7d17e37695cf299f0a70d150b29278f49,bare_dotted_locator,source_aligned/ega4-6.tex,1249,126,122940,122945,5.5.2,5.5.2,5.5.2,,,,,1,IV.5.5.2,explicit_cross_volume_locator,positive_residual,visible volume designator 0 is outside EGA IV,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,062A0159300448A3F4295FA9384EA3674B5462BAFA715E5065E46BD833D852D5,"se that there exists a section $f$ of $\sh{O}_\mathrm{X}$ over $\mathrm{X}$, $\sh{F}$-regular and such that $f_y\in\mathfrak{m}_y$, or equivalently $f(y)=0$ $(\mathbf{0},~15.2.4)$; one has then also $f(x)=0$ for every $x\in\mathrm{Y}$ $(\mathbf{0}_\mathrm{I},~5.5.2)$. One knows that $\sh{F}/f\sh{F}$ satisfies $(\mathrm{S}_{n-1})$ at the point $y$ $(5.7.6)$. Applying the induction hypothesis, and replacing $\mathrm{X}$ by an open neighbourhood of $y$, one can therefore suppose that $\sh{F}/f\sh{F}$ satisfies $(\mathrm{S}"
ega4.reference.candidate.sha256.5dab1186655f5dc059e50741ea89cb36e5f0ac1c75fa5227e4cdc49b24a1de68,parenthesized_dotted_locator,source_aligned/ega4-6.tex,1250,82,123030,123037,(5.7.6),(5.7.6),5.7.6,,,,,1,IV.5.7.6,mathematical_numeric_expression,positive_residual,locator-shaped token occurs inside mathematical mode,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,2714D5681783340C86688E198D0D3590516E0F311776B139B7A427D3C090A77E,"lar and such that $f_y\in\mathfrak{m}_y$, or equivalently $f(y)=0$ $(\mathbf{0},~15.2.4)$; one has then also $f(x)=0$ for every $x\in\mathrm{Y}$ $(\mathbf{0}_\mathrm{I},~5.5.2)$. One knows that $\sh{F}/f\sh{F}$ satisfies $(\mathrm{S}_{n-1})$ at the point $y$ $(5.7.6)$. Applying the induction hypothesis, and replacing $\mathrm{X}$ by an open neighbourhood of $y$, one can therefore suppose that $\sh{F}/f\sh{F}$ satisfies $(\mathrm{S}_{n-1})$ at every point of $\mathrm{X}$. But for every $x\in\mathrm{Y}$, the relation $f(x)="
ega4.reference.candidate.sha256.05069d95f4e1d4130fdb40a7d734a9949e61428cc414a2e4fa3a0b6b11641a9e,bare_dotted_locator,source_aligned/ega4-6.tex,1254,15,123453,123459,16.3.4,16.3.4,16.3.4,,,,,1,IV.16.3.4,explicit_cross_volume_locator,positive_residual,visible volume designator 0 is outside EGA IV,9996FA61BF4CBE332DA49AD46404510BA9B0026356E4A2A834DBC9A62BCD452E,E278BA16AB22B00781BEA936E37F0472DFE5934EA5E678271577103E3ABD8C43,"$(\mathrm{S}_{n-1})$ at every point of $\mathrm{X}$. But for every $x\in\mathrm{Y}$, the relation $f(x)=0$ implies that $\operatorname{prof}(\sh{F}_x|f_x\sh{F}_x)=\operatorname{prof}(\sh{F}_x)-1$ and $\dim(\sh{F}_x|f_x\sh{F}_x)=\dim(\sh{F}_x)-1$ $(\mathbf{0},~16.3.4$ and $16.4.6)$; the relation \[ \operatorname{prof}(\sh{F}_x|f_x\sh{F}_x)\geqslant\inf(n-1,\dim(\sh{F}_x|f_x\sh{F}_x)) \] is therefore equivalent to \[ \operatorname{prof}(\sh{F}_x)\geqslant\inf(n,\dim(\sh{F}_x)). \] As we supposed that $\sh{F}$ satisfies"
