application_id,candidate_id,pattern_kind,source_relpath,source_line,source_column,source_offset,source_end_offset,visible_tex,normalized_visible,locator_token,volume_hint,target_label,target_id,baseline_pdf_destination,candidate_target_count,candidate_target_labels,classification,disposition,resolution_basis,source_sha256,source_span_sha256,context
ega4.reference.application.sha256.91ccb429666326391a4b5399cee60b8ec702afc58831885ba556d888be45a5d9,ega4.reference.candidate.sha256.91ccb429666326391a4b5399cee60b8ec702afc58831885ba556d888be45a5d9,explicit_sref,source_aligned/ega4-7.tex,749,31,67144,67160,\sref{IV.6.4.3} ,\sref{IV.6.4.3},6.4.3,IV,IV.6.4.3,ega4.c04.rem.6-4-3,Item.156,1,IV.6.4.3,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,4F4E47BD45B483459CBD5C323669A87C60D9DAD7C3AF73B66595EBD92E097C39,"roperties~(vii), (vii'), it follows from \sref{IV.6.12.7} and \sref{IV.6.13.4}; finally, for~(vi) and~(vi'), the assertion of \sref{IV.7.3.18} is trivial, being true for every locally Noetherian prescheme. \oldpage[IV-2]{198} \item We have already noted \sref{IV.6.4.3} that when $\boldsymbol{P}$ is one of the properties~(ii) or $(\mathrm{iii}_1)$ of \sref{IV.7.3.8}, we do not know whether every local Noetherian ring is a $\boldsymbol{P}$-ring. Recall, however, that when $\mathrm{A}$ is a quotient of a Cohen--Macaulay ring,"
ega4.reference.application.sha256.d8ce1f08fd128af9f8d8574a5d25f43888b6fe37f9287ed39dc8e723cf05c868,ega4.reference.candidate.sha256.d8ce1f08fd128af9f8d8574a5d25f43888b6fe37f9287ed39dc8e723cf05c868,explicit_sref,source_aligned/ega4-7.tex,749,129,67242,67257,\sref{IV.7.3.8},\sref{IV.7.3.8},7.3.8,IV,IV.7.3.8,ega4.c04.statement.7-3-8,Item.281,1,IV.7.3.8,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,6AE44ADDC2BD66F4E7C1CFCD89677A79DD9B9CC0EBB76AD569A13ACF30FF0669,"and~(vi'), the assertion of \sref{IV.7.3.18} is trivial, being true for every locally Noetherian prescheme. \oldpage[IV-2]{198} \item We have already noted \sref{IV.6.4.3} that when $\boldsymbol{P}$ is one of the properties~(ii) or $(\mathrm{iii}_1)$ of \sref{IV.7.3.8}, we do not know whether every local Noetherian ring is a $\boldsymbol{P}$-ring. Recall, however, that when $\mathrm{A}$ is a quotient of a Cohen--Macaulay ring, the formal fibres of $\mathrm{A}$ are Cohen--Macaulay schemes \sref{IV.6.3.8}. \item The most"
ega4.reference.application.sha256.a653dcf4ae201e24f082281a223764fd5e6bcc41fba22a947caf03d547f32fab,ega4.reference.candidate.sha256.a653dcf4ae201e24f082281a223764fd5e6bcc41fba22a947caf03d547f32fab,explicit_sref,source_aligned/ega4-7.tex,750,146,67483,67498,\sref{IV.6.3.8},\sref{IV.6.3.8},6.3.8,IV,IV.6.3.8,ega4.c04.prop.6-3-8,Item.152,1,IV.6.3.8,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,B14104CF91AA56DC7364E24D7D56E2C90563ED0D11B9D4FD643E091276F3F490,"mathrm{iii}_1)$ of \sref{IV.7.3.8}, we do not know whether every local Noetherian ring is a $\boldsymbol{P}$-ring. Recall, however, that when $\mathrm{A}$ is a quotient of a Cohen--Macaulay ring, the formal fibres of $\mathrm{A}$ are Cohen--Macaulay schemes \sref{IV.6.3.8}. \item The most interesting instance of the notion of $\boldsymbol{P}$-ring is that corresponding to the strongest property~(iv') of \sref{IV.7.3.8}: the rings whose formal fibres are geometrically regular. Fields, and more generally complete Noetherian"
ega4.reference.application.sha256.1d40d48d506373426e241563cde7864fcdf6348359c97be182f4e7bc22fa3123,ega4.reference.candidate.sha256.1d40d48d506373426e241563cde7864fcdf6348359c97be182f4e7bc22fa3123,explicit_sref,source_aligned/ega4-7.tex,752,135,67635,67650,\sref{IV.7.3.8},\sref{IV.7.3.8},7.3.8,IV,IV.7.3.8,ega4.c04.statement.7-3-8,Item.281,1,IV.7.3.8,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,6AE44ADDC2BD66F4E7C1CFCD89677A79DD9B9CC0EBB76AD569A13ACF30FF0669,"{A}$ is a quotient of a Cohen--Macaulay ring, the formal fibres of $\mathrm{A}$ are Cohen--Macaulay schemes \sref{IV.6.3.8}. \item The most interesting instance of the notion of $\boldsymbol{P}$-ring is that corresponding to the strongest property~(iv') of \sref{IV.7.3.8}: the rings whose formal fibres are geometrically regular. Fields, and more generally complete Noetherian local rings, trivially have this property. \item Let $\mathrm{A}$ be a local Noetherian ring of dimension~$1$. Then $\Spec(\mathrm{A})$ consists of"
ega4.reference.application.sha256.11583d04373da9b28c592f93ba1863af225693b496f8ecd7fdff381bcebec61d,ega4.reference.candidate.sha256.11583d04373da9b28c592f93ba1863af225693b496f8ecd7fdff381bcebec61d,explicit_sref,source_aligned/ega4-7.tex,759,128,68698,68713,\sref{IV.7.3.8},\sref{IV.7.3.8},7.3.8,IV,IV.7.3.8,ega4.c04.statement.7-3-8,Item.281,1,IV.7.3.8,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,6AE44ADDC2BD66F4E7C1CFCD89677A79DD9B9CC0EBB76AD569A13ACF30FF0669,"ose residue fields are the residue fields $L_{ij}$ of $\Spec(\widehat{\mathrm{A}})$ at the maximal points $b_{ij}$ lying over $b_i$. Since an Artinian ring is Cohen--Macaulay, $\mathrm{A}$ is a $\boldsymbol{P}$-ring when $\boldsymbol{P}$ is property~(ii) of \sref{IV.7.3.8}. Moreover, since a reduced Artinian ring is a direct sum of fields, the following properties are equivalent \sref{IV.6.7.7}: \begin{enumerate}[label=\emph{\alph*)}] \item the formal fibres of $\mathrm{A}$ are geometrically reduced; \item the forma"
ega4.reference.application.sha256.4f699fa1c1a60e4f09223f868d9942873510c5de8e227ccb46b08f25a84fda3f,ega4.reference.candidate.sha256.4f699fa1c1a60e4f09223f868d9942873510c5de8e227ccb46b08f25a84fda3f,explicit_sref,source_aligned/ega4-7.tex,760,110,68824,68839,\sref{IV.6.7.7},\sref{IV.6.7.7},6.7.7,IV,IV.6.7.7,ega4.c04.prop.6-7-7,Item.182,1,IV.6.7.7,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,F39D9D3285A07190301679B9A24151152CB08DB88D05445A1599B8567BC0EAA1,"$b_i$. Since an Artinian ring is Cohen--Macaulay, $\mathrm{A}$ is a $\boldsymbol{P}$-ring when $\boldsymbol{P}$ is property~(ii) of \sref{IV.7.3.8}. Moreover, since a reduced Artinian ring is a direct sum of fields, the following properties are equivalent \sref{IV.6.7.7}: \begin{enumerate}[label=\emph{\alph*)}] \item the formal fibres of $\mathrm{A}$ are geometrically reduced; \item the formal fibres of $\mathrm{A}$ are geometrically normal; \item the formal fibres of $\mathrm{A}$ are geometrically regular. \e"
ega4.reference.application.sha256.113bdfa6d1dd20fc16127f05b4cbfd86140b6353900b2ac924b1183de81cc543,ega4.reference.candidate.sha256.113bdfa6d1dd20fc16127f05b4cbfd86140b6353900b2ac924b1183de81cc543,explicit_sref,source_aligned/ega4-7.tex,769,115,69357,69372,\sref{IV.4.6.1},\sref{IV.4.6.1},4.6.1,IV,IV.4.6.1,ega4.c04.prop.4-6-1,section*.172,1,IV.4.6.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,1C441A59028998E630C2767011DCA085C538CA259F7C2BF41DBEF0A64C1A1B59,"\end{enumerate} When $\mathrm{A}$ is reduced, they are also equivalent to: \begin{enumerate}[label=\emph{\alph*)}] \setcounter{enumii}{3} \item $\widehat{\mathrm{A}}$ is reduced and $L_{ij}$ is a separable extension of $K_i$ for every pair $(i,j)$ \sref{IV.4.6.1}. \end{enumerate} In particular, if $\mathrm{A}$ is a discrete valuation ring, $K$ its field of fractions, and $\widehat{K}$ the completion of $K$ for the valuation corresponding to $\mathrm{A}$ (the field of fractions of $\widehat{\mathrm{A}}$), then the"
ega4.reference.application.sha256.f1148d2673faadb996fb9aac2d6b860c4419b6bbde85c26b4d3a756b49c88385,ega4.reference.candidate.sha256.f1148d2673faadb996fb9aac2d6b860c4419b6bbde85c26b4d3a756b49c88385,explicit_sref,source_aligned/ega4-7.tex,782,109,70061,70076,\sref{IV.7.3.1},\sref{IV.7.3.1},7.3.1,IV,IV.7.3.1,ega4.c04.statement.7-3-1,subsection.7.3,1,IV.7.3.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,DDBBBE8C9054757883EFF748DC07E428E6EA67F0B5A326C6D9B57C5E38E09979,". \end{enumerate} \end{remarks} \subsection{Permanence of properties of formal fibres} \label{subsection:IV.7.4} \begin{env}[7.4.1] \label{IV.7.4.1} Throughout the rest of this number, we suppose that the property $\boldsymbol{P}$ is of the form defined in \sref{IV.7.3.1}, and \emph{satisfies the conditions $(\mathrm{P_I})$, $(\mathrm{P_{II}})$ and $(\mathrm{P_{III}})$} of \sref{IV.7.3.4}. Moreover, we suppose that the property $\boldsymbol{Q}$ which serves to define $\boldsymbol{P}$ is such that, for every generization $z'$ o"
ega4.reference.application.sha256.bd8dcc935944b93f3163bc1d0f236ee88c4c4f920450c67d314f33ece719bb86,ega4.reference.candidate.sha256.bd8dcc935944b93f3163bc1d0f236ee88c4c4f920450c67d314f33ece719bb86,explicit_sref,source_aligned/ega4-7.tex,782,228,70180,70195,\sref{IV.7.3.4},\sref{IV.7.3.4},7.3.4,IV,IV.7.3.4,ega4.c04.statement.7-3-4,Item.278,1,IV.7.3.4,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,9CF74A58BE42481F53DCB8D598499D8D6C6092B6D11DA0F6CA29A8B54042FEB3,"gin{env}[7.4.1] \label{IV.7.4.1} Throughout the rest of this number, we suppose that the property $\boldsymbol{P}$ is of the form defined in \sref{IV.7.3.1}, and \emph{satisfies the conditions $(\mathrm{P_I})$, $(\mathrm{P_{II}})$ and $(\mathrm{P_{III}})$} of \sref{IV.7.3.4}. Moreover, we suppose that the property $\boldsymbol{Q}$ which serves to define $\boldsymbol{P}$ is such that, for every generization $z'$ of $z$ in $\mathrm{Z}$, $\boldsymbol{Q}(\sh{O}_z,k)$ implies $\boldsymbol{Q}(\sh{O}_{z'},k)$. \end{env} \begin{lemma}[7"
ega4.reference.application.sha256.879779e3a17616f0f4ce97aa5a69902ee0b85705ca27913a61728bd2ce691d0b,ega4.reference.candidate.sha256.879779e3a17616f0f4ce97aa5a69902ee0b85705ca27913a61728bd2ce691d0b,explicit_sref,source_aligned/ega4-7.tex,813,83,72436,72451,\sref{IV.7.3.6},\sref{IV.7.3.6},7.3.6,IV,IV.7.3.6,ega4.c04.statement.7-3-6,Item.281,1,IV.7.3.6,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,69CFA7701717DA7059F44E89F7130B29B1F44A0EFEBAEF6B6ADC6BFE325BE6DA,"es of $\mathrm{A}'_{\mathfrak{p}'}$ are geometrically regular; then, for every prime ideal $\mathfrak{p}$ of $\mathrm{A}$, $\mathrm{A}_\mathfrak{p}$ is a $\boldsymbol{P}$-ring. \item Suppose that $\boldsymbol{P}$ satisfies the condition $(\mathrm{P_{IV}})$ \sref{IV.7.3.6}. Let $\mathrm{A}$ be a $\boldsymbol{P}$-ring local Noetherian, $\mathrm{B}$ an A-algebra locale essentially of finite type, and such that the homomorphism $\mathrm{A}\to\mathrm{B}$ is local. Set $\mathrm{A}'=\widehat{\mathrm{A}}$, and let $\mathfrak{n}'$"
ega4.reference.application.sha256.d8f199299dbf54f5c5a47408c149dea884ab1c7d450c8efb2b312ef6f792ae65,ega4.reference.candidate.sha256.d8f199299dbf54f5c5a47408c149dea884ab1c7d450c8efb2b312ef6f792ae65,explicit_sref,source_aligned/ega4-7.tex,822,201,73247,73262,\sref{IV.7.3.2},\sref{IV.7.3.2},7.3.2,IV,IV.7.3.2,ega4.c04.lem.7-3-2,Item.275,1,IV.7.3.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,CF58ADE9F0122556B3C725EA77D9D69801E3676AC2E7235C539C1FD011A415A2,"orollary} \begin{proof} \begin{enumerate}[label=(\roman*)] \item As by hypothesis $\Spec(\mathrm{A}')\to\Spec(\mathrm{A})$ is a $\boldsymbol{P}$-morphism, the same holds for $\Spec(\mathrm{A}'_{\mathfrak{p}'})\to\Spec(\mathrm{A}_\mathfrak{p})$ by virtue of \sref{IV.7.3.2},~$b)$), for every prime ideal $\mathfrak{p}'$ of $\mathrm{A}'$ above $\mathfrak{p}$ and every prime ideal $\mathfrak{p}$ of $\mathrm{A}$. It suffices then to apply the lemma \sref{IV.7.4.2} to this morphism, noting that the morphism $\Spec(\mathrm{A}')\to\S"
ega4.reference.application.sha256.b71f0b5736eb9d7e3136d193021a26c5fb6fe15dfecbe5cbc8963de24db3fb50,ega4.reference.candidate.sha256.b71f0b5736eb9d7e3136d193021a26c5fb6fe15dfecbe5cbc8963de24db3fb50,explicit_sref,source_aligned/ega4-7.tex,823,39,73439,73455,\sref{IV.7.4.2} ,\sref{IV.7.4.2},7.4.2,IV,IV.7.4.2,ega4.c04.lem.7-4-2,subsection.7.4,1,IV.7.4.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,1E8C1118D68AB645DDB40E0CBFF27EAC932960943032CBA6D8AFE192644ECD2B,"A}'_{\mathfrak{p}'})\to\Spec(\mathrm{A}_\mathfrak{p})$ by virtue of \sref{IV.7.3.2},~$b)$), for every prime ideal $\mathfrak{p}'$ of $\mathrm{A}'$ above $\mathfrak{p}$ and every prime ideal $\mathfrak{p}$ of $\mathrm{A}$. It suffices then to apply the lemma \sref{IV.7.4.2} to this morphism, noting that the morphism $\Spec(\mathrm{A}')\to\Spec(\mathrm{A})$ is surjective. \item By virtue of \sref{IV.7.4.2}, it suffices to prove that the morphism $\Spec(\mathrm{B}'_{\mathfrak{n}'})\to\Spec(\mathrm{B})$ is a $\boldsymbol{P}$-morp"
ega4.reference.application.sha256.401256319eef74ab0bcb9ce441250e6644bb5c75ea05dee818a5bd3188234970,ega4.reference.candidate.sha256.401256319eef74ab0bcb9ce441250e6644bb5c75ea05dee818a5bd3188234970,explicit_sref,source_aligned/ega4-7.tex,825,22,73576,73591,\sref{IV.7.4.2},\sref{IV.7.4.2},7.4.2,IV,IV.7.4.2,ega4.c04.lem.7-4-2,subsection.7.4,1,IV.7.4.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,609BCB7DD34ED51B5B723B4AC75DBB84D625D52B2301B7BEB5A47B83F49C186D,"thrm{A}'$ above $\mathfrak{p}$ and every prime ideal $\mathfrak{p}$ of $\mathrm{A}$. It suffices then to apply the lemma \sref{IV.7.4.2} to this morphism, noting that the morphism $\Spec(\mathrm{A}')\to\Spec(\mathrm{A})$ is surjective. \item By virtue of \sref{IV.7.4.2}, it suffices to prove that the morphism $\Spec(\mathrm{B}'_{\mathfrak{n}'})\to\Spec(\mathrm{B})$ is a $\boldsymbol{P}$-morphism. Now we have $\mathrm{B}=\mathrm{C}_\mathfrak{n}$, where $\mathrm{C}$ is a finite type A-algebra and $\mathfrak{n}$ is a prime id"
ega4.reference.application.sha256.8996547bc3bdfa46393302280ecee16a4b41633d6248deb06330d774e17a3b87,ega4.reference.candidate.sha256.8996547bc3bdfa46393302280ecee16a4b41633d6248deb06330d774e17a3b87,explicit_sref,source_aligned/ega4-7.tex,827,108,74019,74035,\sref{IV.7.3.7} ,\sref{IV.7.3.7},7.3.7,IV,IV.7.3.7,ega4.c04.lem.7-3-7,Item.281,1,IV.7.3.7,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,D16B2A68F1654D7B53C1B98D0B14C7B9CA51A84706EAD4E2FE754DBBCA575678,"mathfrak{n}$, where $\mathrm{C}$ is a finite type A-algebra and $\mathfrak{n}$ is a prime ideal of $\mathrm{C}$ above the maximal ideal of $\mathrm{A}$. If we set $\mathrm{C}'=\mathrm{C}\otimes_\mathrm{A}\mathrm{A}'$, it follows from the hypotheses and from \sref{IV.7.3.7} that $\Spec(\mathrm{C}')\to\Spec(\mathrm{C})$ is a $\boldsymbol{P}$-morphism; as $\mathrm{B}'_{\mathfrak{n}'}$ is a local ring of $\mathrm{C}'$ at a prime ideal of $\mathrm{C}'$ above $\mathfrak{n}$, the conclusion follows from \sref{IV.7.3.2},~$b)$). \end{enu"
ega4.reference.application.sha256.ce78f359d7049c8d7f99784e4c74c70222178ac64ca0384f3b2fdef0fd279cc2,ega4.reference.candidate.sha256.ce78f359d7049c8d7f99784e4c74c70222178ac64ca0384f3b2fdef0fd279cc2,explicit_sref,source_aligned/ega4-7.tex,827,352,74263,74278,\sref{IV.7.3.2},\sref{IV.7.3.2},7.3.2,IV,IV.7.3.2,ega4.c04.lem.7-3-2,Item.275,1,IV.7.3.2,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,CF58ADE9F0122556B3C725EA77D9D69801E3676AC2E7235C539C1FD011A415A2,"theses and from \sref{IV.7.3.7} that $\Spec(\mathrm{C}')\to\Spec(\mathrm{C})$ is a $\boldsymbol{P}$-morphism; as $\mathrm{B}'_{\mathfrak{n}'}$ is a local ring of $\mathrm{C}'$ at a prime ideal of $\mathrm{C}'$ above $\mathfrak{n}$, the conclusion follows from \sref{IV.7.3.2},~$b)$). \end{enumerate} \end{proof} \begin{theorem}[7.4.4] \label{IV.7.4.4} The hypotheses on $\boldsymbol{P}$ being those of \sref{IV.7.4.1}, let $\mathrm{A}$ be a $\boldsymbol{P}$-ring local Noetherian. \begin{enumerate}[label=\emph{\roman*)}] \item For"
ega4.reference.application.sha256.decfaeab6d6dd0ec1285ccf0e74823e83fc26a0bb40a98044624482c2c25e254,ega4.reference.candidate.sha256.decfaeab6d6dd0ec1285ccf0e74823e83fc26a0bb40a98044624482c2c25e254,explicit_sref,source_aligned/ega4-7.tex,833,51,74406,74421,\sref{IV.7.4.1},\sref{IV.7.4.1},7.4.1,IV,IV.7.4.1,ega4.c04.statement.7-4-1,subsection.7.4,1,IV.7.4.1,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,AAFD20EC117C4681994CB50D94D016665FFABEDDA4E8A8DAE8F9126CD2481E23,"is a local ring of $\mathrm{C}'$ at a prime ideal of $\mathrm{C}'$ above $\mathfrak{n}$, the conclusion follows from \sref{IV.7.3.2},~$b)$). \end{enumerate} \end{proof} \begin{theorem}[7.4.4] \label{IV.7.4.4} The hypotheses on $\boldsymbol{P}$ being those of \sref{IV.7.4.1}, let $\mathrm{A}$ be a $\boldsymbol{P}$-ring local Noetherian. \begin{enumerate}[label=\emph{\roman*)}] \item For every prime ideal $\mathfrak{p}$ of $\mathrm{A}$, $\mathrm{A}_\mathfrak{p}$ is a $\boldsymbol{P}$-ring. \item Suppose in addition that $\bold"
ega4.reference.application.sha256.3dca6ba5463f0b35a10014e31aa26ff0ba5fb7c6e78fe02b359b31fa2f006753,ega4.reference.candidate.sha256.3dca6ba5463f0b35a10014e31aa26ff0ba5fb7c6e78fe02b359b31fa2f006753,explicit_sref,source_aligned/ega4-7.tex,843,18,74934,74949,\sref{IV.7.4.3},\sref{IV.7.4.3},7.4.3,IV,IV.7.4.3,ega4.c04.cor.7-4-3,subsection.7.4,1,IV.7.4.3,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,1FD0F718A77A81CC2C5F460A82D8D292E58D03AE91C739D0C7DDC45F05B3B210,"$\boldsymbol{P}$ satisfies the condition $(\mathrm{P_{IV}})$. Then every local ring that is an A-algebra essentially of finite type is a $\boldsymbol{P}$-ring. \end{enumerate} \end{theorem} \begin{proof} \begin{enumerate}[label=(\roman*)] \item Applying \sref{IV.7.4.3},~(i), everything reduces to seeing that for every prime ideal $\mathfrak{p}'$ of $\mathrm{A}'=\widehat{\mathrm{A}}$, $\mathrm{A}'_{\mathfrak{p}'}$ has its formal fibres geometrically regular. Now, this has been proved in \sref[0]{0.22.3.3} and \sref[0]{0.22"
ega4.reference.application.sha256.738668a257636b1eba9d3758f41186ce4e6f5c9f118e420178e945c53926b1e2,ega4.reference.candidate.sha256.738668a257636b1eba9d3758f41186ce4e6f5c9f118e420178e945c53926b1e2,explicit_sref,source_aligned/ega4-7.tex,846,279,75495,75510,\sref{IV.1.3.8},\sref{IV.1.3.8},1.3.8,IV,IV.1.3.8,ega4.c04.statement.1-3-8,Item.26,1,IV.1.3.8,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,B83A379B605B630D8FF896A50EE66FE65248FC2FFBED5BE5DB721C2F3AB19645,"rm{B}$ be an A-algebra essentially of finite type that is a local ring; if $\mathfrak{p}$ is the prime ideal of $\mathrm{A}$ above which is the maximal ideal of $\mathrm{B}$, $\mathrm{B}$ is also an $\mathrm{A}_\mathfrak{p}$-algebra essentially of finite type \sref{IV.1.3.8}; by virtue of~(i), we can therefore suppose that $\mathfrak{p}$ is the maximal ideal $\mathfrak{m}$ of $\mathrm{A}$. We have therefore $\mathrm{B}=\mathrm{C}_\mathfrak{q}$, where $\mathrm{C}$ is a finite type A-algebra, $\mathfrak{q}$ a prime ideal of $\mat"
ega4.reference.application.sha256.a2a6aaaf3bf97503d83a4771785f08ace52873056a71dc36cab4aa1429ccbd8f,ega4.reference.candidate.sha256.a2a6aaaf3bf97503d83a4771785f08ace52873056a71dc36cab4aa1429ccbd8f,explicit_sref,source_aligned/ega4-7.tex,850,275,76198,76213,\sref{IV.1.3.8},\sref{IV.1.3.8},1.3.8,IV,IV.1.3.8,ega4.c04.statement.1-3-8,Item.26,1,IV.1.3.8,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,B83A379B605B630D8FF896A50EE66FE65248FC2FFBED5BE5DB721C2F3AB19645,"{B}$ be an A-algebra essentially of finite type that is a local ring; if $\mathfrak{p}$ is the prime ideal of $\mathrm{A}$ above which the maximal ideal of $\mathrm{B}$ lies, $\mathrm{B}$ is also an $\mathrm{A}_\mathfrak{p}$-algebra essentially of finite type \sref{IV.1.3.8}; by virtue of~(i), one can therefore suppose that the homomorphism $\mathrm{A}\to\mathrm{B}$ is local. Applying \sref{IV.7.4.3},~(ii) with $\mathrm{A}'=\widehat{\mathrm{A}}$, $\mathrm{B}'=\mathrm{B}\otimes_\mathrm{A}\mathrm{A}'$ is a local ring of $\mathrm"
ega4.reference.application.sha256.ba0c87b705203564e3a6bc601226002700591726595c2b3a70e9bb7303f4f6b4,ega4.reference.candidate.sha256.ba0c87b705203564e3a6bc601226002700591726595c2b3a70e9bb7303f4f6b4,explicit_sref,source_aligned/ega4-7.tex,852,12,76329,76344,\sref{IV.7.4.3},\sref{IV.7.4.3},7.4.3,IV,IV.7.4.3,ega4.c04.cor.7-4-3,subsection.7.4,1,IV.7.4.3,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,1FD0F718A77A81CC2C5F460A82D8D292E58D03AE91C739D0C7DDC45F05B3B210,"ich the maximal ideal of $\mathrm{B}$ lies, $\mathrm{B}$ is also an $\mathrm{A}_\mathfrak{p}$-algebra essentially of finite type \sref{IV.1.3.8}; by virtue of~(i), one can therefore suppose that the homomorphism $\mathrm{A}\to\mathrm{B}$ is local. Applying \sref{IV.7.4.3},~(ii) with $\mathrm{A}'=\widehat{\mathrm{A}}$, $\mathrm{B}'=\mathrm{B}\otimes_\mathrm{A}\mathrm{A}'$ is a local ring of $\mathrm{C}\otimes_\mathrm{A}\mathrm{A}'$ at a prime ideal above the maximal ideal of $\mathrm{A}'$; as $\mathrm{A}$ and $\mathrm{A}'$ have"
ega4.reference.application.sha256.05c6c662cfe084ca5e68ecf1d40f50f256b7d404cb76cdb13afd51d2b960ce64,ega4.reference.candidate.sha256.05c6c662cfe084ca5e68ecf1d40f50f256b7d404cb76cdb13afd51d2b960ce64,explicit_sref,source_aligned/ega4-7.tex,854,9,76854,76869,\sref{IV.7.4.3},\sref{IV.7.4.3},7.4.3,IV,IV.7.4.3,ega4.c04.cor.7-4-3,subsection.7.4,1,IV.7.4.3,explicit_same_reader_reference,existing_local_link,exact compiled same-reader label,6B9B3A9198D35F909D1F32D5E8C185B948CD941F22BA2FDCFA836B7285CE2FEA,1FD0F718A77A81CC2C5F460A82D8D292E58D03AE91C739D0C7DDC45F05B3B210,"{A}'$ have the same residue field $k$, the residue field of $\mathrm{C}\otimes_\mathrm{A}\mathrm{A}'$ at this prime ideal is equal to $k'$. Moreover $\mathrm{C}\otimes_\mathrm{A}\mathrm{A}'$ is a finite type A'-algebra generated by a single element. Hence \sref{IV.7.4.3},~(ii) one can restrict to proving \sref{IV.7.4.4.1} when $\boldsymbol{P}$ is the property~(iv') of \sref{IV.7.3.8}, that $\mathrm{A}$ is \emph{complete} and $\mathrm{C}$ is generated by a single element $t$. \end{enumerate} \end{proof} \begin{lemma}[7.4.4.1]"
