layer	inherited_path	inherited_tex_line	inherited_unit	printed_pages	line	role	disposition	evidence
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	28	eq.002	75	\unitid{dirichlet.v1.p04b.en.eq.002}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	29	eq.002	75	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	30	eq.002	75	\leg{K}{b}=1,\qquad \leg{L}{b}=1.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	31	eq.002	75	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	32	eq.002	75		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	33	par.003	75	\unitid{dirichlet.v1.p04b.en.par.003}Indeed, one sees from the last equation (p. 74) that these numbers divide, the one and the other, the formula $\varphi'^2+bu'^2$ (where $\varphi'$ and $bu'$ are relatively prime); and it is known, by a known theorem that follows easily from the law of reciprocity (\emph{Théorie des Nombres}, no. 197), that every odd divisor $R$ of such a formula is such that $\leg{R}{b}=1$. Multiplying the first of the last relations by the third, and the second by the fourth, one obtains:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	34	eq.003	75	\unitid{dirichlet.v1.p04b.en.eq.003}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	35	eq.003	75	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	36	eq.003	75	\leg{EK}{b}=1,\qquad \leg{FL}{b}=1,	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	37	eq.003	75	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	38	eq.003	75	or, which is the same thing:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	39	eq.004	75	\unitid{dirichlet.v1.p04b.en.eq.004}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	40	eq.004	75	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	41	eq.004	75	(\delta)\qquad \leg{t+\psi}{b}=1,\qquad \leg{t-\psi}{b}=1.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	42	eq.004	75	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	43	eq.004	75		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	44	par.004	75	\unitid{dirichlet.v1.p04b.en.par.004}Examining in a similar way the case in which $\varphi$ is divisible by $b$, one will find that, in this case, one of the numbers $t+\psi$ and $t-\psi$ is divisible by $b$, and that the other is, as in the case with which we have just been occupied, a quadratic residue with respect to $b$; so that, denoting by $t\pm\psi$ that one of these numbers which is divisible by $b$, one has:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	45	eq.005	75	\unitid{dirichlet.v1.p04b.en.eq.005}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	46	eq.005	75	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	47	eq.005	75	(\delta')\qquad t\pm\psi\equiv0\pmod b,\qquad	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	48	eq.005	75	\leg{t\mp\psi}{b}=1.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	49	eq.005	75	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	50	eq.005	75		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p075_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	51	par.005	76	\unitid{dirichlet.v1.p04b.en.par.005}It follows from the theorem stated at the end of the preceding paragraph that, in order to decide whether $-b$ is or is not a biquadratic residue with respect to $p$, everything reduces to the question of knowing whether $t$ is or is not a quadratic residue with respect to $b$. We can now show, by means of the results just obtained, that this latter question can be decided without knowing $t$, that is, without its being necessary to put $p$ under the form $t^2-bu^2$. Suppose first that $\varphi$ is not divisible by $b$. The relations $(\delta)$, which hold in this case, can be presented in this way, observing that $b$ is a prime number $4n+3$:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	52	eq.006	76	\unitid{dirichlet.v1.p04b.en.eq.006}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	53	eq.006	76	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	54	eq.006	76	\leg{\psi+t}{b}=1,\qquad \leg{\psi-t}{b}=-1.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	55	eq.006	76	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	56	eq.006	76		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	57	par.006	76	\unitid{dirichlet.v1.p04b.en.par.006}One immediately draws from the equation $p=t^2-bu^2$: $t^2\equiv p\pmod b$, a result which shows that, on solving the congruence $\chi^2\equiv p\pmod b$, and denoting by $\chi$ one of its roots taken at random, one will have $t\equiv\chi$, or $t\equiv-\chi\pmod b$. In the first case, one has:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	58	eq.007	76	\unitid{dirichlet.v1.p04b.en.eq.007}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	59	eq.007	76	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	60	eq.007	76	\leg{t}{b}=\leg{\chi}{b},\qquad \leg{\chi+\psi}{b}=1,	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	61	eq.007	76	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	62	eq.007	76	for it is evident that the expressions $\leg{t}{b}$ and $\leg{t+\psi}{b}$ do not change when one puts, in place of $t$, another number $\chi$ which differs from $t$ only by a multiple of $b$. Multiplying the last relations together, one obtains:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	63	eq.008	76	\unitid{dirichlet.v1.p04b.en.eq.008}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	64	eq.008	76	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	65	eq.008	76	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	66	eq.008	76	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	67	eq.008	76		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	68	par.007	76	\unitid{dirichlet.v1.p04b.en.par.007}Consider now the other case, in which $t\equiv-\chi\pmod b$. One will then have:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	69	eq.009	76	\unitid{dirichlet.v1.p04b.en.eq.009}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	70	eq.009	76	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	71	eq.009	76	\leg{t}{b}=-\leg{\chi}{b},\qquad \leg{\psi+\chi}{b}=-1,	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	72	eq.009	76	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	73	eq.009	76	the last of these relations resulting from the formula $\leg{\psi-t}{b}=-1$, if one puts, in place of $-t$, the number $\chi$, which differs from it only by a multiple of $b$. Multiplying the preceding relations together, one will find, as above:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	74	eq.010	76	\unitid{dirichlet.v1.p04b.en.eq.010}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	75	eq.010	76	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	76	eq.010	76	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	77	eq.010	76	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	78	eq.010	76		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	79	par.008	76	\unitid{dirichlet.v1.p04b.en.par.008}We have therefore arrived at this remarkable result: if $\varphi$ is not divisible by $b$, one can decide very simply whether one has:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	80	eq.011	76	\unitid{dirichlet.v1.p04b.en.eq.011}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	81	eq.011	76	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	82	eq.011	76	\leg{t}{b}=1\quad\hbox{or}\quad \leg{t}{b}=-1.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	83	eq.011	76	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	84	eq.011	76		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p076_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	85	par.009	77	\unitid{dirichlet.v1.p04b.en.par.009}It will suffice to seek a number satisfying the congruence $\chi^2\equiv p\pmod b$; having found such a number $\chi$, one will always have:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	86	eq.012	77	\unitid{dirichlet.v1.p04b.en.eq.012}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	87	eq.012	77	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	88	eq.012	77	\leg{t}{b}=\leg{\chi(\chi+\psi)}{b}.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	89	eq.012	77	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	90	eq.012	77		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	91	par.010	77	\unitid{dirichlet.v1.p04b.en.par.010}Let us now come to the case in which $\varphi$ is divisible by $b$. The relations $(\delta')$ which then hold are:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	92	eq.013	77	\unitid{dirichlet.v1.p04b.en.eq.013}	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	93	eq.013	77	\[	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	94	eq.013	77	t\pm\psi\equiv0\pmod b,\qquad	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	95	eq.013	77	\leg{t\mp\psi}{b}=1.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	96	eq.013	77	\]	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	97	eq.013	77	In the last of these relations one may add to $t\mp\psi$ any multiple of $b$. If one adds to it the number $t\pm\psi$, which, by virtue of the first relation, is divisible by $b$, there will result $\leg{2t}{b}=1$, a result which entails this other one: $\leg{t}{b}=\leg{2}{b}$.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	98	eq.013	77		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	99	par.011	77	\unitid{dirichlet.v1.p04b.en.par.011}Combining this result with a known theorem, one will see that, in the case of $\varphi$ divisible by $b$, one has $\leg{t}{b}=1$ or $\leg{t}{b}=-1$, according as $t$ is of the form $8n+7$ or of this one: $8n+3$.	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	100	par.011	77		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	101	par.012	77	\unitid{dirichlet.v1.p04b.en.par.012}Comparing what has just been proved with the theorem established at the end of the preceding paragraph, one will see that it is possible to decide, independently of the knowledge of the number $t$, whether $-b$ is or is not a biquadratic residue with respect to $p$. Since the result thus reached no longer contains any trace of the number $t$, one is led to believe that it does not presuppose the possibility of the equation $t^2-bu^2=p$, from which the number $t$ takes its origin, and that it is generally true for all values of $b$ and $p$ such that $\leg{b}{p}=1$. This is indeed what takes place, as one can prove, by examining, instead of the equation $t^2-bu^2=p$, the more general equation $t^2\pm Mu^2=p$, where $M$ denotes the product of any number of distinct prime numbers, and then combining the results of this examination with the following theorem, of whose truth one cannot doubt, but whose rigorous demonstration nevertheless presents difficulties:	AUTHOR_TEXT_MATH_OR_STRUCTURE	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
en	inherited/R28/Dirichlet_R28_V1_IVb75_80_20260607/new/en/tex/04b_div4_pp75_80_en.tex	102	par.012	77		WRAPPER_OR_BLANK	SOURCE_REPLAYED; CORRECTED_DERIVATIVE_ONLY_ACCEPTED	qa/s02/source/p077_authority.png
