row_id,surface,risk,kind,replacement_hint,source_file,line,context,apply_action,citation_form,current_lemma,warning
remain-ostati,obstaje,context_check_only,sense_split,context-check: remain vs exist; no automatic rewrite,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,546,Potom znovu obstaje medžu \(G\) i \(K\) vzaimno jednoznačno sootvětsvije; bo samo takim različnym produktam s,prepare_candidate_rewrites_after_review,ostati / ostavati,ostati,keep nastal/nastalo OUT (nastati=arise — fixed in v2.4)
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,546,"e medžu \(G\) i \(K\) vzaimno jednoznačno sootvětsvije; bo samo takim različnym produktam stepenev iz \(G\) mogut odpovědati jednake v \(K\), ktore razlikujut se samo zaměnoju indeksov \(n",deferred_no_apply,,,deferred
power-exponent,stepena,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,546,", ktore razlikujut se samo zaměnoju indeksov \(n\) i \((n-1)\). Neha na priměr \(G\) jest stepena \(\rho\) v indeksu \((n-1)\), stepena \(\sigma\) v indeksu \(n\), i neha",deferred_no_apply,,,deferred
power-exponent,stepena,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,546,"deksov \(n\) i \((n-1)\). Neha na priměr \(G\) jest stepena \(\rho\) v indeksu \((n-1)\), stepena \(\sigma\) v indeksu \(n\), i neha",deferred_no_apply,,,deferred
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,550,"sut indeksy spojene v jednom produktu stepenev iz \(G\) s \((n-1)\) i \(n\), ktoryh čislo mora byti \(\rho+\sigma\), bo po (11) neizvěst",deferred_no_apply,,,deferred
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,550,"po (11) neizvěstna \(\xi_{n-1,n}\) v \(G\) ne nastupaje. Togda zaradi normovanja produkt stepenev jest formy:",deferred_no_apply,,,deferred
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,555,"(\chi_1,\chi_2,\ldots,\chi_{\rho+\sigma}\) i fiksovanom \(P\) obsahuje samo jeden produkt stepenev, čim pokazano jest, že različnym produktam stepenev iz \(G\) odpovědajut različne v \(K\)",deferred_no_apply,,,deferred
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,555,"nom \(P\) obsahuje samo jeden produkt stepenev, čim pokazano jest, že različnym produktam stepenev iz \(G\) odpovědajut različne v \(K\).",deferred_no_apply,,,deferred
power-exponent,stepena,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,588,"gdě \(F_1(\xi_{ik})\) jest znovu normovany i nižšego stepena v \(\xi_{n-1,n}\) než \(F_0\). Konečno povtorjenje procedury vede do",deferred_no_apply,,,deferred
power-exponent,stepena,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,592,"gdě \(F_\lambda\) jest nultogo stepena v \(\xi_{n-1,n}\), zato po točno dokazanom izčezaje modulo \(p\). Tako dobyva se",deferred_no_apply,,,deferred
case-instance,slučaju,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,599,"a \(F_0(\xi_{ik})\) silnějše tvrđenje, upotrěbjene pri induktivnom kroku, jest dokazano v slučaju \(n\) indeksov, zato vseobče.",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
series-sequence-red,reda,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,604,"sa modula daje samo predstavjenje, v ktorom libovoljno vysoky stepenj cělogo čisla \(h\), reda grupy, vstupa v imenovatelj.",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
power-exponent,stepenj,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,604,"upotrěba cěločislovogo bazisa modula daje samo predstavjenje, v ktorom libovoljno vysoky stepenj cělogo čisla \(h\), reda grupy, vstupa v imenovatelj.",deferred_no_apply,,,deferred
reg-dopuščati,dopušča,deferred_no_apply,deferred,deferred; allow/admit variant scatter,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,604,"orem konečnosti invariantov konečnyh grup»,\footnote{\emph{Math. Ann.} 77, s. 89 (1915).} dopušča pomoću specialnyh teoremov konečnosti III i IV iz § 1 zaostrenje do cěločislovosti; kogda",deferred_no_apply,,,deferred
case-instance,slučaju,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,606,"ix}\), gdě determinanty substitucij iz \(\frS\) ne izčezajut. Invarianty \(\frH\) v tutom slučaju sovpadajut s invariantami \(\frS\), takže uslovje neizčezanja determinantov v samoj stvar",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
series-sequence-red,ręd,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,612,"ili kratko \((x^{(k)})=A_k(x)\). Grupa \(\frH\) zato prevodí ręd \((x)\) s elementami \(x_1,\ldots,x_n\) v rędy \((x^{(k)})\) s elementami \(x_1^{(k)},\ld",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rędy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,612,"(k)})=A_k(x)\). Grupa \(\frH\) zato prevodí ręd \((x)\) s elementami \(x_1,\ldots,x_n\) v rędy \((x^{(k)})\) s elementami \(x_1^{(k)},\ldots,x_n^{(k)}\). Pri tom koeficienty \(a_{i\nu}",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,614,"měnjenju \(A_1,\ldots,A_h\) ostaje identično neizměnjena; za taky invariant \(f(x)\) zato važi",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
series-sequence-red,rędov,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,619,"Obratno, vsaka cěločislova simetrična funkcija \(h\) rędov veličin \((x^{(k)})\) takože stane cěločislovym invariantom grupy.",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
reg-obći,vobče,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,633,"),\ldots,I_\sigma(x)\) pri tom po gore povedanom stajut cěločislovymi invariantami grupy, vobče s algebraično-cělymi koeficientami, bo \(\frH\) kromě \(A\) ne mora sadržati vse algebrai",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
series-sequence-red,rędov,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,633,"Tu jednotlivé sumy sut simetrične funkcije \(h\) rędov veličin \((x^{(k)})\), i to s racionalno-cělymi koeficientami; zato po teoremu III sut iz",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rędov,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,633,"ělymi koeficientami, čerez konečno mnogo cělo-racionalno-čislovyh simetričnyh funkcij tyh rędov. Te bazisne funkcije \(I_1(x),\ldots,I_\sigma(x)\) pri tom po gore povedanom stajut cěloč",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,635,Tako važi predstavjenje,human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,659,\(h\) rędov \((x^{(k)})\) stajut funkcije od \(x\) s racionalno-cělymi koeficientami; to važi osobno takože za bazisne funkcije simetričnyh funkcij. Ako zato ograničimo se na invarian,human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
series-sequence-red,rędov,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,659,"egnutymi čislovymi koeficientami, togda cělo-racionalno-čislove simetrične funkcije \(h\) rędov \((x^{(k)})\) stajut funkcije od \(x\) s racionalno-cělymi koeficientami; to važi osobno",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
reg-obći,vobče,candidate_after_review,orthography_flavor,obće / obć*-family; orthography/flavor normalization,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,663,"takože imajut racionalno-cěle koeficienty. Pod tutym specialnym predpoloženjem, ktoro vobče za grupy \(\frH\) ne jest izpolnjeno, cěločislova konečnosť zato važi takože za podoblast",prepare_candidate_rewrites_after_review,obći / obće (adv),obći,"root is pan (ob-ьt-j-); scatter is orthography+flavoring, not lexeme choice; sl splošen = only true competitor, gloss it"
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,663,"dpoloženjem, ktoro vobče za grupy \(\frH\) ne jest izpolnjeno, cěločislova konečnosť zato važi takože za podoblast racionalno-cělyh invariantov.",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
assumption-noun,predpoloženjem,citation_rehead_only,doublet_documentation,citation rehead/document doublet; no global replace,germanOut/translations/paper15/interslavic/v001/Noether_Paper15_Interslavic_v001.tex,663,"takože imajut racionalno-cěle koeficienty. Pod tutym specialnym predpoloženjem, ktoro vobče za grupy \(\frH\) ne jest izpolnjeno, cěločislova konečnosť zato važi takože",citation_rehead_only_or_no_text_change,prědpoložeńje,prědpoloženje,both prědpoloženje and prědpostavka are real formations; citation = dict form; do not erase prědpostavka
series-sequence-red,rědy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,22,\section*{16. K razkladam v rědy v teoriji form},human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rědy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,27,"Pod «razkladom v rědy v teoriji form», kako jest znano, razuměje se, s jednoj strany, obobčenje razklada Klebš-",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rědy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,27,"rany, obobčenje razklada Klebš--Gordana: to jest razklad formy, ktora vsebuje dva binarne rědy, po stepenjah determinanta tyh rędov, pri čem koeficienty sut polary form samo od jednogo",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rędov,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,27,"ana: to jest razklad formy, ktora vsebuje dva binarne rědy, po stepenjah determinanta tyh rędov, pri čem koeficienty sut polary form samo od jednogo rěda proměnnyh, ili, čto jest to sam",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rěda,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,27,"po stepenjah determinanta tyh rędov, pri čem koeficienty sut polary form samo od jednogo rěda proměnnyh, ili, čto jest to samo, isčezajut pri priměnjenju \(\Omega\)-procesa. To se obo",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
case-instance,slučaj,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,27,"de quaternärer Formen} (Sitzber. d. Ak. d. Wiss. Wien 98, Abt. IIa (1889)) za kvaternarny slučaj. Obče normalne formy nahodet se u J. Deruyts: \emph{Sur la réduction des fonctions invari",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
power-exponent,stepenjah,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,27,"bčenje razklada Klebš--Gordana: to jest razklad formy, ktora vsebuje dva binarne rědy, po stepenjah determinanta tyh rędov, pri čem koeficienty sut polary form samo od jednogo rěda proměnny",deferred_no_apply,,,deferred
power-exponent,stupnjev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,27,"e razklad po normalnyh formah za formy, ktore jednovrěmenno vsebujejut veličiny različnyh stupnjev \(t_i,t_{ik},t_{ikl},\ldots\). Ale tuty drugi vid razklada možno dobiti iz prvogo pomoću",deferred_no_apply,,,deferred
series-sequence-red,rędov,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,29,"o na primer v \emph{Math. Ann.} 77, cit. město III, kako slědstva razklada formy od \(n\) rędov po \(n\) proměnnyh po stepenjah determinanta tyh rędov, pri čem koeficienty sut polary fo",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rędov,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,29,"o slědstva razklada formy od \(n\) rędov po \(n\) proměnnyh po stepenjah determinanta tyh rędov, pri čem koeficienty sut polary form samo od \((n-1)\) rędov, ktore same izvodet se iz iz",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rędov,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,29,"o stepenjah determinanta tyh rędov, pri čem koeficienty sut polary form samo od \((n-1)\) rędov, ktore same izvodet se iz izhodnoj formy tvorjenjem polarov i \(\Omega\)-procesom.\footno",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
power-exponent,stepenjah,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,29,"n.} 77, cit. město III, kako slědstva razklada formy od \(n\) rędov po \(n\) proměnnyh po stepenjah determinanta tyh rędov, pri čem koeficienty sut polary form samo od \((n-1)\) rędov, ktor",deferred_no_apply,,,deferred
series-sequence-red,rědy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,31,"To, čto teper hoču dodati k naznačenoj zamětki, gdě razklad v rědy jest pojmany više pojmovno, kako problem linearnyh snopev form, jest eksplicitno predstav",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,37,"ěvaje, že medžu koeficientami \(F\) važe te same linearne relacije, kako medžu produktami stepenev \(p_{ik}\), ktore nastupajut v \(F\).\footnote{Sravni Clebsch, \emph{Über eine Fundamenta",deferred_no_apply,,,deferred
series-sequence-red,rědy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,45,"}\). Iteracijeju postupka vzhodno k faktoram tyh bazisnyh funkcij nastaje polny razklad v rědy. Odpovědajuče razsmatranja važe pri jednovrěmennom nastupanju \(t_i,t_{ik},t_{ikl},\ldots",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rědy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,47,"žno svesti razklad po polarah. Ako, na primer, v formě \(F(x,y,z)\) zaměniti tri ternarne rědy \(x=(x_1,x_2,x_3),y,z\) takymi rędami \(\xi,\eta,\zeta\), ktore linearno sostavljajut se",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rędami,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,47,"na primer, v formě \(F(x,y,z)\) zaměniti tri ternarne rědy \(x=(x_1,x_2,x_3),y,z\) takymi rędami \(\xi,\eta,\zeta\), ktore linearno sostavljajut se samo iz dvuh iz njih, na primer \(\xi=",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rędov,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,47,"M\) vseh identičnyh relacij imaje kako bazisnu funkciju determinant \(\Delta=(xyz)\) trěh rędov (cit. město III, pomočna lema a)), tude vměsto [1] nastupaje:",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,47,"značno. Možno znovu predpisati za koeficienty te same linearne relacije, kako za produkty stepenev \(\xi,\eta,\zeta\), ktore nastupajut v \(F\). Poněže tude modul \(M\) vseh identičnyh rel",deferred_no_apply,,,deferred
series-sequence-red,rědy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,55,Phi\) nastaje tvorjenjem polarov (sravni formulu (2) na citovanom městu); polny razklad v rědy znovu dobiva se iteracijeju.,human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
case-instance,slučajah,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,57,Tvorjenje normalnyh form \(\Phi\) zato v obah slučajah podređuje se slědujučemu problemu. Ako v \(F(z)\) neizvěstne \(z_i\) zaměnjajut se polyno,human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
power-exponent,stepenev,deferred_no_apply,deferred,deferred; power/exponent variant scatter,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,57,"anoviti tym, že medžu koeficientami važe te same linearne relacije, kako medžu produktami stepenev \(f_i(\xi)\), ktore nastupajut v \(F\). Tako imamo",deferred_no_apply,,,deferred
assumption-noun,predpoloženju,citation_rehead_only,doublet_documentation,citation rehead/document doublet; no global replace,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,67,"Jednovrěmenno v uvodu III i v \S~6 II dal on za razliku \(F-\Phi\), naležeču k \(M\), pri predpoloženju znanja bazisa modula, eksplicitny izraz v tom samom smyslu; i v povezivanju tyh razkladov",citation_rehead_only_or_no_text_change,prědpoložeńje,prědpoloženje,both prědpoloženje and prědpostavka are real formations; citation = dict form; do not erase prědpostavka
series-sequence-red,rědy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,69,"Teper v punktu 1 specializujem Fišerove formuly na slučaj razklada v rědy po polarah i dobivam iz njih, čerez iteraciju, razklad v rědy. Operacija za opreděljenje",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rědy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,69,"ormuly na slučaj razklada v rědy po polarah i dobivam iz njih, čerez iteraciju, razklad v rědy. Operacija za opreděljenje \(\Phi\) pri tom prehodi v opreděljene polarny procesy, čto je",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
case-instance,slučaj,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,69,"Teper v punktu 1 specializujem Fišerove formuly na slučaj razklada v rědy po polarah i dobivam iz njih, čerez iteraciju, razklad v rědy. Operacija",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
series-sequence-red,ręd,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,71,"Na tutom městě treba dodati ješče jedno popravjenje. V citovanoj rabotě (s. 101, ręd 6 od vrha) slučajno prijela jesm identično prětvorjenje",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
case-instance,slučajno,human_review_only,homograph_risk,"human review: case/instance, belongs homograph risk",germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,71,"om městě treba dodati ješče jedno popravjenje. V citovanoj rabotě (s. 101, ręd 6 od vrha) slučajno prijela jesm identično prětvorjenje",human_review_before_any_apply,slučaj,slučaj,hr pripada=belongs homograph noted (F12c)
holds-is-valid,važi,human_review_only,register_extension,human review: register-extension holds/valid,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,75,"ktoro važi samo v binarnoj oblasti, kako obče važeče, i tym sčinila prěhod od fundamentalnoj formuly",human_review_before_any_apply,važiti (REGISTER EXTENSION),važi,REGISTER-EXTENSION row: document explicitly that math sense extends dict sense; candidate for reviewer question
series-sequence-red,rědy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,75,"ndamentalnoj formuly (2), ktora daje izraz za normalnu formu \(\Phi\) v [2], k razkladu v rědy (3). Tamošnje razsmatranja zato dajut samo formulu (2), i kako specialny slučaj iz njej r",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
series-sequence-red,rědy,human_review_only,high_divergence,human review: high-divergence series/row/order; mandatory gloss,germanOut/translations/paper16/interslavic/v001/Noether_Paper16_Interslavic_v001.tex,75,"oněže manjka eksplicitny izraz za razliku \(F-\Phi\), ne dostajut za osnovanje razklada v rědy.",human_review_before_any_apply,ręd (with mandatory 4-branch gloss block),ręd,HIGH-DIVERGENCE ROW: no pan lexeme (F12c); ред(S/E)=order homograph; final texts should gloss on first use per paper; strongest candidate for reviewer sign-off
