crosswalk_id,language,production_ledger_path,production_ledger_sha256,production_data_row,source_term,target_term,sense,status,source_evidence,source_excerpt,german_source_evidence,decision_note,production_row_sha256,mapping_status,mapping_method,mapping_precision,wordweb_term_id,wordweb_candidate_term_ids,wordweb_candidate_sense_ids,wordweb_mapped_sense_ids,attestation_effect,promotion_effect,human_or_MII_effect
ES-011,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,11,relativ prim,coprimo,relatively prime elements or polynomials,source-supported,github_NunoSempere_Apuntes:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\github_NunoSempere_Apuntes\Algebra Conmutativa\tex\AlgebraConmutativa_Ejs.tex:774; sha256=2CCFDBA96D8ABFB26BC33C42B593921EC110AEE71A2A8DB79E58211E8CF11968,\ppart φ es sobreyectiva si y sólo si $I_i$ e $I_j$ son primos entre sí cuando $i ≠ j$.,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; concept search=relativ prim,Native Spanish register witness; R823 context controls the mathematical sense.,FC4A4B04CB4DE383BBB3ED6472D6D03F2D72C3EE60F1F3D3D75C0FFDEEE3AB2D,mapped,pinned_spanish_core_row_identity,term_exact_sense_disambiguation_open,T11,T11,T11-S1;T11-S2,T11-S1;T11-S2,none_existing_production_evidence_preserved,none,none
ES-012,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,12,kleinstes gemeinsames Vielfaches,mínimo común múltiplo,least common multiple,source-supported,github_alexey-beshenov_notas-san-salvador:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\github_alexey-beshenov_notas-san-salvador\algebra-2019\extra\divisibilidad-en-Z.tex:334; sha256=38ECD8C6F8DFEEFEE64BC7E9ACDB0BE02C855D2F751D757C25601B4332D91880,\section{El mínimo común múltiplo},"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:9160; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Der Beweis des Fundamentalsatzes der Idealtheorie, daß jedes Ideal sich eindeutig als Potenzprodukt von Primidealen darstellen läßt, läßt sich für algebraische Zahlen und Funktione",Native Spanish register witness; R823 context controls the mathematical sense.,8A001E74398E635988EAB750F4DBF112BD142994B78F3B9465A4D37D67D9D18C,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T12,T12,T12-S1,T12-S1,none_existing_production_evidence_preserved,none,none
ES-013,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,13,größter gemeinsamer Teiler,máximo común divisor,greatest common divisor,source-supported,github_NunoSempere_Apuntes:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\github_NunoSempere_Apuntes\Algebra Conmutativa\tex\AlgebraConmutativa_Ejs.tex:1698; sha256=2CCFDBA96D8ABFB26BC33C42B593921EC110AEE71A2A8DB79E58211E8CF11968,"\ppart Sea $D$ un DFU. Entonces dados dos elementos no nulos $a,b ∈ D$ existe una noción de máximo común divisor, bien definido salvo producto por unidades. ¿Cuál es esa noción?","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:9162; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Weitergehend läßt sich gemeinsam der Begriff des komplementären Moduls (Hensel Nr. 12) und daraus das Verzweigungsideal (Grundideal, Differente) \(\frD\) definieren (dessen Norm di",Native Spanish register witness; R823 context controls the mathematical sense.,3E208B712116ACA41A2D03A33A8B5E6AB8014FC5FD2620D7AC5DDE22C8EF3EAB,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T13,T13,T13-S1,T13-S1,none_existing_production_evidence_preserved,none,none
ES-014,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,14,Produkt,producto,algebraic product,source-supported,1312.6798v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1312.6798v1\uqc.tex:265; sha256=0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,"Si $M = R$, entonces tenemos un producto en $G(R)$ que lo hace un",C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:422; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Ersetzt man in einem symbolischen Produkt,Native Spanish register witness; R823 context controls the mathematical sense.,1DE86B2D82B1F0052D74478DF7B92C9B0CE5617720A0D356E5CE7AAA31239D33,mapped,pinned_spanish_core_row_identity,term_exact_sense_disambiguation_open,T14,T14,T14-S1;T14-S2;T14-S3,T14-S1;T14-S2;T14-S3,none_existing_production_evidence_preserved,none,none
ES-015,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,15,Faktor,factor,factor in a product or factorization,source-supported,1311.1146v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1311.1146v1\1311_unpacked\doc.tex:1728; sha256=C65AA3634C25CE8F7D3C71826C0953C469912E2D334A2F1524DBBB7CC18046DE,"$(\Leftarrow)$ Seja $x\in K\cap Q.$ Como $q\circ k(x) = e,$ $x$ é o elemento neutro. Um elemento $g\in G$ tem sempre a factorização $$g=(s\circ q(g)) \cdot (s\circ q (g^{-1})g).$$ O primeiro factor, $s\circ q (g)$ pertence a $Q$, e o segund","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:393; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Bei Herrn Maisano sind für die allgemeine biquadratische Form die Formen bis zur 5. Ordnung\footnote{Unter \glqq{}Ordnung\grqq{} soll die Dimension in den Koeffizienten, unter \glq",Native Spanish register witness; R823 context controls the mathematical sense.,FD5E3470C77AFE2E0E38416B69B8C4CA19F369024F620D9188AFB457506D6D9A,mapped,pinned_spanish_core_row_identity,term_exact_sense_disambiguation_open,T15,T15,T15-S1;T15-S2;T15-S3,T15-S1;T15-S2;T15-S3,none_existing_production_evidence_preserved,none,none
ES-016,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,16,Zerlegung,descomposición,decomposition,source-supported,2209.02110v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\2209.02110v1\2209_unpacked\monoides.tex:1029; sha256=DCDCE1163036490CC4228AFE92E66A58C143843B8525FC22B5E8E58B4242F73D,"Si (2) no se cumpliera, podríamos encontrar un ideal de M que es maximal entre todos los ideales que no admiten una descomposición primaria. Tal ideal K debería ser necesariamente propio. Para $a\in M \setminus \sqrt{K}$, sea $K_{n}=\set{x:","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:3555; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Die einzige Spezialisierung, die in diesen Formeln enthalten ist, daß eine Reihe $x$ eintritt, läßt sich nicht umgehen; bei ganz allgemeinen Symbol- und Variablenreihen gelangen wi",Native Spanish register witness; R823 context controls the mathematical sense.,BB04EF95F077533D9313207020975D283293540D29D019DC31B9E910BA434B7E,mapped,pinned_spanish_core_row_identity,term_exact_sense_disambiguation_open,T16,T16,T16-S1;T16-S2;T16-S3,T16-S1;T16-S2;T16-S3,none_existing_production_evidence_preserved,none,none
ES-017,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,17,Darstellung,representación,representation of a ring or group,source-supported,1312.6798v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1312.6798v1\uqc.tex:689; sha256=0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,<<representaci\'{o}n est\'{a}ndar>> de,C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:2010; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Der doppelten Darstellung von $K_v^2$ entspricht eine Relation zwischen zerfallenden Formen. Es wird:,Native Spanish register witness; R823 context controls the mathematical sense.,1EC5762B8617B2A940F00C87914BDD7281188AAAB28188BAC69172C5B7DB276E,mapped,pinned_spanish_core_row_identity,term_exact_sense_disambiguation_open,T17,T17,T17-S1;T17-S2;T17-S3,T17-S1;T17-S2;T17-S3,none_existing_production_evidence_preserved,none,none
ES-018,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,18,Homomorphismus,homomorfismo,homomorphism,source-supported,1311.1146v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1311.1146v1\1311_unpacked\doc.tex:404; sha256=C65AA3634C25CE8F7D3C71826C0953C469912E2D334A2F1524DBBB7CC18046DE,"Nem todo o homomorfismo de grupos se factoriza através de um núcleo após um conúcleo como acontece no caso de categorias abelianas. Considere-se um homomorfismo entre grupos $f: X \to Y.$ Se $f$ for um homomorfismo entre grupos abelianos, a","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:14883; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=\emph{Durch den Übergang zum Restklassenmodul wird jeder Homomorphismus erzeugt;} denn ist $M\sim\overline M$, und ist $\mA$ der dem Nullelement aus $\overline M$ zugeordnete Modul",Native Spanish register witness; R823 context controls the mathematical sense.,B77DFDA264FB51B12D5637EFFA8ADFBCA526D70C8F85D0C017975A25036DFE99,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T18,T18,T18-S1,T18-S1,none_existing_production_evidence_preserved,none,none
ES-019,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,19,Isomorphismus,isomorfismo,isomorphism,source-supported,1311.1146v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1311.1146v1\1311_unpacked\doc.tex:217; sha256=C65AA3634C25CE8F7D3C71826C0953C469912E2D334A2F1524DBBB7CC18046DE,"Em grupos tal como em variedades universais não se pode menosprezar o conceito de relações de equivalência (denominadas congruências em álgebra universal). Os teoremas de isomorfismo de Emmy N\""other são teoremas sobre essas relações de equ","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:7667; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Nach Dedekind\srcfn{*)}{Vgl. etwa: Dirichlet-Dedekind, \emph{Vorlesungen über Zahlentheorie} (4. Aufl.). Supplement XI, § 161. Die der Gruppentheorie nachgebildete Bezeichnung \qte",Native Spanish register witness; R823 context controls the mathematical sense.,F4DA2CB2AA832CE50316313E968BF6E91B99255C49C64EB2180A5D088F193997,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T19,T19,T19-S1,T19-S1,none_existing_production_evidence_preserved,none,none
ES-020,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,20,Automorphismus,automorfismo,automorphism,source-supported,1312.6798v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1312.6798v1\uqc.tex:1322; sha256=0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,"automorfismo sobre $\domain$ para $i=1, \dots, s$. Si $\Lambda$ es","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:17239; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=\emph{Beweis\textsuperscript{13a)}. Konstruktion der Matrizeneinheiten $c_{ik}$.} Sei $\Gamma_{11}$ der identische Automorphismus von $\mr_1$, $\Gamma_{i1}$ ein beliebiger Isomorph",Native Spanish register witness; R823 context controls the mathematical sense.,6B5A31EF2F8429A90D201CA2584774E0924B1936E296F1146270FA2FFDF222D4,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T20,T20,T20-S1,T20-S1,none_existing_production_evidence_preserved,none,none
ES-021,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,21,Invariante,invariante,invariant,source-supported,2206.09700v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\2206.09700v1\Grupos_ortogonales.tex:258; sha256=FD93063C54C5C3581359C768273EA31904538E5A973AEDAC674580D0E85A4518,"positiva, invariante de Arf, invariante de Dickson,","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:393; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Bei Herrn Maisano sind für die allgemeine biquadratische Form die Formen bis zur 5. Ordnung\footnote{Unter \glqq{}Ordnung\grqq{} soll die Dimension in den Koeffizienten, unter \glq",Native Spanish register witness; R823 context controls the mathematical sense.,913121482D198A9FBEDEEA5D7C1B79E491F921179908D97C1C1257F6FFDBF49C,mapped,pinned_spanish_core_row_identity,term_exact_sense_disambiguation_open,T21,T21,T21-S1;T21-S2,T21-S1;T21-S2,none_existing_production_evidence_preserved,none,none
ES-022,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,22,Basis,base,basis,source-supported,1311.1146v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1311.1146v1\1311_unpacked\doc.tex:594; sha256=C65AA3634C25CE8F7D3C71826C0953C469912E2D334A2F1524DBBB7CC18046DE,"Para cada objecto $X,$ $\Pt{X}$ é definida como sendo a categoria cujos objectos os de \PtC\ com codomínio $X,$ e cujos morfismos são os morfismos $(\gamma_1,\gamma_2)$ com $\gamma_2=1_X.$ Cada morfismo $v:X\to Y$ em \C\ induz um functor de","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:4525; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Die Fragestellungen gruppieren sich um drei Basisbegriffe: Rationalbasis, Minimalbasis und Integritätsbasis.",Native Spanish register witness; R823 context controls the mathematical sense.,FA069CA7E543348338F1E2E8D5DFB3E2872E8F166B306F56DFB30D16FCAD3ACF,mapped,pinned_spanish_core_row_identity,term_exact_sense_disambiguation_open,T22,T22,T22-S1;T22-S2,T22-S1;T22-S2,none_existing_production_evidence_preserved,none,none
ES-023,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,23,Rang,rango,rank,source-supported,2207.10005v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\2207.10005v1\2207.10005v1.tex:230; sha256=874C851E9FC4CBFB0326713C29C735F1BD0339A43780EA8A54F2766E13FA5611,"Dado un campo de números $K$, sea $\pi:X\to \Pro^1$ una superficie elíptica sobre $K$ con una sección distinguida $\sigma_0:\Pro^1\to X$. Por \cite{LangNeron} sabemos que el grupo de secciones $\MW(X,\pi,K)$ definidas sobre $K$ con neutro $","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:1713; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Wir geben, symmetrisch zum Diagonalglied in der Formenreihe $\theta\cdot H$ bis zur Form $\theta_\eta$ vorangehend, teilweise mit Andeutung der Rechnung, auch die durch Reduktion a",Native Spanish register witness; R823 context controls the mathematical sense.,D9C1CFE6FD1ADB0229BA37435B92F900772EFE3F70E19B6900AB7FB605610759,mapped,pinned_spanish_core_row_identity,term_exact_sense_disambiguation_open,T23,T23,T23-S1;T23-S2;T23-S3,T23-S1;T23-S2;T23-S3,none_existing_production_evidence_preserved,none,none
ES-024,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,24,Zentrum,centro,center of a ring or division algebra,source-supported,1312.6798v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1312.6798v1\uqc.tex:398; sha256=0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,"$A \subseteq Cen(B)$, el centro de $B$, (por ejemplo, si $A = K$),","C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:16093; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Sei jetzt $\mS$ als vollständig reduzibel in $P_0$ vorausgesetzt; sei $P_0$ als vollkommener Körper angenommen, so daß das gleiche für jede algebraische Erweiterung $P$ von $P_0$ g",Native Spanish register witness; R823 context controls the mathematical sense.,98C2BFAC0952F14386B9757E8A0434132F2E1CD61F3541B491EBC867408CCE68,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T24,T24,T24-S1,T24-S1,none_existing_production_evidence_preserved,none,none
ES-025,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,25,Erweiterung,extensión,field or ring extension,source-supported,1312.6798v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1312.6798v1\uqc.tex:118; sha256=0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,hecho fundamental es que este \'{a}lgebra es una extensi\'{o}n iterada de,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:3546; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Wichtiger ist die Umkehrung: \emph{daß sich alle invarianten Bildungen explizit durch Matrizenprodukte darstellen lassen}, daß also der obige Prozeß die Erweiterung des binären und",Native Spanish register witness; R823 context controls the mathematical sense.,2296313AA40312874A38C417770CD88FDC88A67E367F436DDE67945958FBD437,mapped,pinned_spanish_core_row_identity,term_exact_sense_disambiguation_open,T25,T25,T25-S1;T25-S2;T25-S3,T25-S1;T25-S2;T25-S3,none_existing_production_evidence_preserved,none,none
ES-026,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,26,galoissch,de Galois,Galois extension or theory,source-supported,github_NunoSempere_Apuntes:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\github_NunoSempere_Apuntes\Teoria de Galois\TeoriaGalois.tex:3; sha256=853123846341E0A536C655FDA8EFB02B72023F774CB7AAF457CAD511EB8EAABF,\title{Teoría de Galois},"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:5619; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=wobei das Produkt über alle Permutationen von $G$ zu erstrecken ist. (2) stellt die ``Galoissche Form der Gruppe $G$'' dar, und es gilt also die Tatsache:",Native Spanish register witness; R823 context controls the mathematical sense.,CEAD7BDCBE5DD3A444EEEAE83B070660123C3A23A20DAD90B60DE91652ACCEB3,mapped,pinned_spanish_core_row_identity,term_exact_sense_disambiguation_open,T26,T26,T26-S1;T26-S2;T26-S3,T26-S1;T26-S2;T26-S3,none_existing_production_evidence_preserved,none,none
ES-027,es,C:/Users/Floris/Documents/interlanguage/03_projects/noether/03_translation_workspaces/romance_rebase_20260717/work/spanish/GERMAN_SPANISH_TERMINOLOGY_LEDGER.csv,395C18C21D53C3E439DF95891DE197866548F4EBD0D550453ED83D8CE7B5B9EA,27,noethersch,noetheriano,Noetherian ring or module,source-supported,1312.6798v1:C:\Users\Floris\Downloads\codex backup dump 7-4\$germanOut\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\tex_corpus_expanded_validated_20260628\spanish\1312.6798v1\uqc.tex:78; sha256=0C26CC9B4DA307FB85A3EB40559693F7CB3CF694894D8E83644F527FDFB7AD7B,Sea $R$ un anillo noetheriano y $M$ un m\'{o}dulo (por la izquierda o,"C:\Users\Floris\Documents\interlanguage\03_projects\noether\03_translation_workspaces\romance_rebase_20260717\authority_r823\pkg_r823\Noether_R823_WebB_R822_P20p27_31_RunInDashRefine_20260717\1\01_cumulative\Noether_R823_cum_de.tex:18852; sha256=EE8955BCF7A263917BE57DBC8F682601550CDCB5260D02CA6D486C6A6DFD4F21; excerpt=Sei \(A\) eine überall zerfallende Algebra über \(\Omega\). Ist dann \(K\) ein galoisscher Zerfällungskörper für \(A\), ferner \(p\) irgendeine Primzahl und \(\Sigma\) einer der au",Native Spanish register witness; R823 context controls the mathematical sense.,2ED81CCB43F272C7073C633D8AF7F5810410ED18D434F8F6B78825F0936B462F,mapped,pinned_spanish_core_row_identity,term_and_single_sense_exact,T27,T27,T27-S1,T27-S1,none_existing_production_evidence_preserved,none,none
