residual_id,source_file,source_line,source_column_1based,visible_locator_tex,normalized_locator,final_class,candidate_id,resolved_target_id,destination_label,manual_audit_status,reason,context
sga2.r6.residual.001517,parts/14_expose_XIV.tex,617,105,\Ref{XIV.1.11},1.11,linked_internal_edge,sga2.r6.candidate.001300,sga2.e14.1-9.theorem.1-11,XIV.1.11,not_required_internal_or_structural,preexisting_latex_reference_command,"ed, this follows from \Ref{XIV.1.18}, since hypothesis a) implies $\prof\hop_{Y_s}(X_s)\geq 3$ (\cf \Ref{XIV.1.11}), and the condition $\codim(Y_s, X_s)\geq 1$ clearly implies $\prof_Y(X)\geq 2$.\n\n\section{Technica"
sga2.r6.residual.001518,parts/14_expose_XIV.tex,683,38,\eqref{eq:XIV.2.2.*},2.2.*,linked_internal_edge,sga2.r6.candidate.001305,sga2.e14.2-2-1.equation.2-2,eq:XIV.2.2.*,not_required_internal_or_structural,preexisting_latex_reference_command,"ine{\{s\}})\cap T', g^{-1}(\overline{\{s\}})).\n\end{multline*}\nFrom\pageoriginale this relation and \eqref{eq:XIV.2.2.*}, one deduces\n$$\n\delta_T(x)-\delta_{T'}(x')\leq\degtr k(x)/k(s)-\degtr k(x')/k(s')+\codim(\overline"
sga2.r6.residual.001519,parts/14_expose_XIV.tex,705,39,\Ref{XIV.4},4,linked_internal_edge,sga2.r6.candidate.001307,sga2.e14.4.section.4,XIV.4,not_required_internal_or_structural,preexisting_latex_reference_command,"'}$, which proves the theorem.\n\n\subsection{} \label{XIV.2.3}\nThe proofs of the theorems in \numero \Ref{XIV.4} are based on duality theory; they use the following lemmas. Let $m$ be an\pageoriginale integer tha"
sga2.r6.residual.001520,parts/14_expose_XIV.tex,732,116,\Ref{XIV.2.3.1},2.3.1,linked_internal_edge,sga2.r6.candidate.001316,sga2.e14.2-3-1.structural.2-3-1,XIV.2.3.1,not_required_internal_or_structural,preexisting_latex_reference_command,"f(x)$ and let $x'$ be a closed point of the fiber $X_s$; then $\delta^{K'}(x')=\delta^K(s)$ and, by \Ref{XIV.2.3.1},\n$$\n\delta^K(s)=2\codim(\overline{\{t\}}, \overline{\{s\}})=2\dim(\overline{\{s\}}).\n$$\nSince\pageo"
sga2.r6.residual.001521,parts/14_expose_XIV.tex,736,84,\Ref{XIV.2.3.1},2.3.1,linked_internal_edge,sga2.r6.candidate.001317,sga2.e14.2-3-1.structural.2-3-1,XIV.2.3.1,not_required_internal_or_structural,preexisting_latex_reference_command,"line{\{s\}}).\n$$\nSince\pageoriginaled $x'$ may be chosen to be a specialization of $x$, one has, by \Ref{XIV.2.3.1},\n$$\n\delta^{K'}(x)=\delta^{K'}(x')+2\codim(\overline{\{x\}}, \overline{\{x'\}})=\delta^{K'}(x')+2\d"
sga2.r6.residual.001522,parts/14_expose_XIV.tex,741,92,\Ref{XIV.4},4,linked_internal_edge,sga2.r6.candidate.001318,sga2.e14.4.section.4,XIV.4,not_required_internal_or_structural,preexisting_latex_reference_command,"t once.\n\nThe following lemma will be used only for the converse of the Lefschetz theorem, in \numero\Ref{XIV.4}:\n\n\begin{sublemme} \label{XIV.2.3.3}\nLet there be a cartesian square\n$$\n\xymatrix{X'\ar[r]^{h}\ar[d"
sga2.r6.residual.001523,parts/14_expose_XIV.tex,766,45,\Ref{XIV.4},4,linked_internal_edge,sga2.r6.candidate.001324,sga2.e14.4.section.4,XIV.4,not_required_internal_or_structural,preexisting_latex_reference_command,onverse to the affine Lefschetz theorem} \label{XIV.3}\n\nThe present section will be used in \numero \Ref{XIV.4} to prove a converse to the \og Lefschetz theorem\fg; a reader interested only in the direct part of
sga2.r6.residual.001524,parts/14_expose_XIV.tex,770,1104,\eqref{gabpur},,linked_internal_edge,sga2.r6.candidate.001326,sga2.e14.1-9.structural.gabpur,gabpur,not_required_internal_or_structural,preexisting_latex_reference_command,"is one of the crucial points used by Gabber in his proof of Grothendieck's purity theorem (\cf note~\eqref{gabpur}, page~\pageref{gabpur}).} (\SGA 4~XIX~6.1~bis):\n\nLet $S$ be a strictly local excellent scheme of ch"
sga2.r6.residual.001525,parts/14_expose_XIV.tex,770,1125,\pageref{gabpur},,linked_internal_edge,sga2.r6.candidate.001327,sga2.e14.1-9.structural.gabpur,gabpur,not_required_internal_or_structural,preexisting_latex_reference_command," points used by Gabber in his proof of Grothendieck's purity theorem (\cf note~\eqref{gabpur}, page~\pageref{gabpur}).} (\SGA 4~XIX~6.1~bis):\n\nLet $S$ be a strictly local excellent scheme of characteristic zero, $f:X"
sga2.r6.residual.001526,parts/14_expose_XIV.tex,800,87,\Ref{XIV.3.2},3.2,linked_internal_edge,sga2.r6.candidate.001333,sga2.e14.3-2.structural.3-2,XIV.3.2,not_required_internal_or_structural,preexisting_latex_reference_command,"{corollaire}\n\nWhen the field $k$ is separab\sisi{le}{ly} closed, the corollary is a special case of \Ref{XIV.3.2}. In the general case, one can find a finite separable extension $k_1$ of $k\sisi{'}{}$ such that th"
sga2.r6.residual.001527,parts/14_expose_XIV.tex,804,22,\Ref{XIV.3.2},3.2,linked_internal_edge,sga2.r6.candidate.001336,sga2.e14.3-2.structural.3-2,XIV.3.2,not_required_internal_or_structural,preexisting_latex_reference_command,"a field, and by (\EGA IV~4.2) one has\n$$\n\deg \tr K'/k' = \deg \tr K/k = n.\n$$\nIt then follows from \Ref{XIV.3.2} that one can find a finite separable extension $L'$ of $K'$ such that $H^n(L', \sisi{F{|L'}}{F_{|L'"
sga2.r6.residual.001528,parts/14_expose_XIV.tex,822,12,\Ref{XIV.4},4,linked_internal_edge,sga2.r6.candidate.001339,sga2.e14.4.section.4,XIV.4,not_required_internal_or_structural,preexisting_latex_reference_command,"nt $x_1 \in X_1$ above $x$, such that $k(x_1)$ is $k(x)$-isomorphic to $K$.\n\end{lemme}\n\nIn \numero \Ref{XIV.4} we shall use the following technical form of the converse to \Ref{XIV.3.1}.\n\n\begin{proposition} \l"
sga2.r6.residual.001529,parts/14_expose_XIV.tex,822,85,\Ref{XIV.3.1},3.1,linked_internal_edge,sga2.r6.candidate.001340,sga2.e14.3-1.section.3-1,XIV.3.1,not_required_internal_or_structural,preexisting_latex_reference_command,$.\n\end{lemme}\n\nIn \numero \Ref{XIV.4} we shall use the following technical form of the converse to \Ref{XIV.3.1}.\n\n\begin{proposition} \label{XIV.3.5}\nLet\pageoriginale there be a Cartesian square\n$$\n\xymatrix{\n{
sga2.r6.residual.001530,parts/14_expose_XIV.tex,850,205,\Ref{XIV.2.1.1},2.1.1,linked_internal_edge,sga2.r6.candidate.001342,sga2.e14.2-1-1.structural.2-1-1,XIV.2.1.1,not_required_internal_or_structural,preexisting_latex_reference_command," \textup{(i)}, $Z' = h^{-1}(Z)$; let $x' \in X'$, $x=h(x')$, $s'=f'(x')$, $s=f(x)$. It follows from \Ref{XIV.2.1.1} and the fact that the function $\delta$ decreases under specialization that it suffices to prove th"
sga2.r6.residual.001531,parts/14_expose_XIV.tex,877,181,\Ref{XIV.3.1},3.1,linked_internal_edge,sga2.r6.candidate.001345,sga2.e14.3-1.section.3-1,XIV.3.1,not_required_internal_or_structural,preexisting_latex_reference_command," is an affine scheme of finite type of dimension $r$ over a separably closed field, it follows from \Ref{XIV.3.1} that\n$$(G_q)_{\bar{s}'}=0 \text{ for } q>r.\n$$\n\nFor $q>r$, let $Y'_q$ be the set of points of $(T_U"
sga2.r6.residual.001532,parts/14_expose_XIV.tex,883,122,\Ref{XIV.3.1},3.1,linked_internal_edge,sga2.r6.candidate.001348,sga2.e14.3-1.section.3-1,XIV.3.1,not_required_internal_or_structural,preexisting_latex_reference_command,")'$ is an affine scheme of finite type over $g^{-1}(\overline{\{s\}})$, one has, for every $q$ (\cf \Ref{XIV.3.1}):\n$$H^p((T_W)', G_q)=0 \text{ for } p>\dim g^{-1}(\overline{\{s\}})=d,\n$$\nwhence condition a).\n\n\it"
sga2.r6.residual.001533,parts/14_expose_XIV.tex,889,301,\Ref{XIV.3.3},3.3,linked_internal_edge,sga2.r6.candidate.001349,sga2.e14.3-3.structural.3-3,XIV.3.3,not_required_internal_or_structural,preexisting_latex_reference_command,"age on $(X')_{(\Spec K)}$ is isomorphic to $\sisi{F{|(X')_{(\Spec K)}}}{F_{|(X')_{(\Spec K)}}}$. By \Ref{XIV.3.3}, one finds a finite separable extension $L$ of $K$ such that, if $v:\Spec L \to \Spec k(s)$ denotes"
sga2.r6.residual.001534,parts/14_expose_XIV.tex,892,10,\Ref{XIV.3.4},3.4,linked_internal_edge,sga2.r6.candidate.001351,sga2.e14.3-4.structural.3-4,XIV.3.4,not_required_internal_or_structural,preexisting_latex_reference_command,"XIX~4.2):\n$$R^rv_*'(\sisi{F{|(\Spec L)'}}{F_{|(\Spec L)'}}) \simeq (R^rv_*(I))' \neq 0.\n$$\nBy Lemma \Ref{XIV.3.4}, one can find an affine scheme $X_2$ \'{e}tale over $X$, and a point~$x_2$ of $X_2$ over $x$, such "
sga2.r6.residual.001535,parts/14_expose_XIV.tex,907,246,\Ref{XIV.3.2},3.2,linked_internal_edge,sga2.r6.candidate.001353,sga2.e14.3-2.structural.3-2,XIV.3.2,not_required_internal_or_structural,preexisting_latex_reference_command,"(\Spec K)}$ is isomorphic to $\sisi{{G_r}{|(S')_{(\Spec K)}}}{{G_r}_{|(S')_{(\Spec K)}}}$. By Lemma \Ref{XIV.3.2}, one can find a finite separable extension $L$ of $K$ such that $H^d(\Spec L, J) \neq 0$. Since the"
sga2.r6.residual.001536,parts/14_expose_XIV.tex,911,4,\Ref{XIV.3.4},3.4,linked_internal_edge,sga2.r6.candidate.001357,sga2.e14.3-4.structural.3-4,XIV.3.4,not_required_internal_or_structural,preexisting_latex_reference_command," L)', \sisi{{G_r}{|(S')_{(\Spec L)'}}}{{G_r}_{|(S')_{(\Spec L)'}}}) = H^d(\Spec L, J) \neq 0.\n$$\nBy \Ref{XIV.3.4}, one can find an affine scheme $U_1$ \'{e}tale over $U$, and a point~$s_1$ over $s$, such that $k(s"
sga2.r6.residual.001537,parts/14_expose_XIV.tex,927,58,\Ref{XIV.3.5},3.5,linked_internal_edge,sga2.r6.candidate.001359,sga2.e14.3-4.proposition.3-5,XIV.3.5,not_required_internal_or_structural,preexisting_latex_reference_command,"erate}\n\n\begin{corollaire} \label{XIV.3.6}\nThe hypotheses concerning $S, S', f, f', m$ are those of \Ref{XIV.3.5}. Let $F$ now denote a complex of sheaves of $\ZZ/m\ZZ$-modules on $X'$, bounded below and with cons"
sga2.r6.residual.001538,parts/14_expose_XIV.tex,927,275,\Ref{XIV.3.5},3.5,linked_internal_edge,sga2.r6.candidate.001360,sga2.e14.3-4.proposition.3-5,XIV.3.5,not_required_internal_or_structural,preexisting_latex_reference_command,"tible cohomology, and whose cohomology sheaves satisfy conditions \textup{(i)} and \textup{(ii)} of \Ref{XIV.3.5}. Let $n$ be an integer, and suppose that, for every affine scheme $X_1$ \'{e}tale over $X$, one has"
sga2.r6.residual.001539,parts/14_expose_XIV.tex,937,63,\Ref{XIV.3.7},3.7,linked_internal_edge,sga2.r6.candidate.001361,sga2.e14.3-7.structural.3-7,XIV.3.7,not_required_internal_or_structural,preexisting_latex_reference_command,"lta(x')\leq n-j.\n$$\n\end{corollaire}\n\nLet $T'$ be the set of points of $X'$ where the conclusion of \Ref{XIV.3.7} fails, and suppose $T' \neq \emptyset$; let $T=f(T')$, let $x$ be a maximal point of $T$, and let $"
sga2.r6.residual.001540,parts/14_expose_XIV.tex,937,470,\Ref{XIV.3.5},3.5,linked_internal_edge,sga2.r6.candidate.001362,sga2.e14.3-4.proposition.3-5,XIV.3.5,not_required_internal_or_structural,preexisting_latex_reference_command,"ere the geometric fiber of $\underline{H}^q(F)$ is $=0$, and let $Z_q =h(Z'_q)$; as in the proof of \Ref{XIV.3.5}, one sees that $Z_q$ is constructible. Clearly $Z'_q=\emptyset$ for $q>n$ and for $q$ sufficiently "
sga2.r6.residual.001541,parts/14_expose_XIV.tex,942,196,\Ref{XIV.3.1},3.1,linked_internal_edge,sga2.r6.candidate.001363,sga2.e14.3-1.section.3-1,XIV.3.1,not_required_internal_or_structural,preexisting_latex_reference_command,"line{H}^q(F)_{|U_1'}})=\delta(x)\quad\text{(for the definition of $\delta(\underline{H}^q(F))$, \cf \Ref{XIV.3.1})}.\n\end{equation*}\nLet\n$$\nQ_2=\{q\mid\text{no generization of $x$ belongs to }Z_q\}.\n$$\nThen, if $j"
sga2.r6.residual.001542,parts/14_expose_XIV.tex,963,50,\eqref{eq:XIV.3.6.**},3.6.**,linked_internal_edge,sga2.r6.candidate.001364,sga2.e14.3-6.equation.3-6.occ2,eq:XIV.3.6.**,not_required_internal_or_structural,preexisting_latex_reference_command,"H^p(X_1', \underline{H}^q(F)) \To H^*(X'_1, F).\n$$\nOne has $E^{pq}_2=0$ for $q\sisi{>}{\in Q_2}$ by \eqref{eq:XIV.3.6.**}. One has $E^{pq}_2=0$ for $p+q \geq r+j$ except possibly for $p=r, q=j$. Indeed, this is clear if $"
sga2.r6.residual.001543,parts/14_expose_XIV.tex,963,254,\Ref{XIV.3.1},3.1,linked_internal_edge,sga2.r6.candidate.001365,sga2.e14.3-1.section.3-1,XIV.3.1,not_required_internal_or_structural,preexisting_latex_reference_command,"his is clear if $q\in Q_2$; if $q\in Q_1$, then $p>r$ except when $p=r, q=j$, and this follows from \Ref{XIV.3.1} in view of (\Ref{eq:XIV.3.6.*}); finally, if $q\in Q_3$, since $r>n-j$, one has $p>n-q$, and the as"
sga2.r6.residual.001544,parts/14_expose_XIV.tex,963,280,\Ref{eq:XIV.3.6.*},3.6.*,linked_internal_edge,sga2.r6.candidate.001366,sga2.e14.3-6.equation.3-6,eq:XIV.3.6.*,not_required_internal_or_structural,preexisting_latex_reference_command,"; if $q\in Q_1$, then $p>r$ except when $p=r, q=j$, and this follows from \Ref{XIV.3.1} in view of (\Ref{eq:XIV.3.6.*}); finally, if $q\in Q_3$, since $r>n-j$, one has $p>n-q$, and the assertion follows from \Ref{XIV.3"
sga2.r6.residual.001545,parts/14_expose_XIV.tex,963,388,\Ref{XIV.3.1},3.1,linked_internal_edge,sga2.r6.candidate.001367,sga2.e14.3-1.section.3-1,XIV.3.1,not_required_internal_or_structural,preexisting_latex_reference_command,"XIV.3.6.*}); finally, if $q\in Q_3$, since $r>n-j$, one has $p>n-q$, and the assertion follows from \Ref{XIV.3.1} in view of (\Ref{eq:XIV.3.6.***}). Since $H^{r+j}(X_1', F)=0$, it follows from the spectral sequenc"
sga2.r6.residual.001546,parts/14_expose_XIV.tex,963,414,\Ref{eq:XIV.3.6.***},3.6.***,linked_internal_edge,sga2.r6.candidate.001368,sga2.e14.3-6.equation.3-6.occ3,eq:XIV.3.6.***,not_required_internal_or_structural,preexisting_latex_reference_command,"q\in Q_3$, since $r>n-j$, one has $p>n-q$, and the assertion follows from \Ref{XIV.3.1} in view of (\Ref{eq:XIV.3.6.***}). Since $H^{r+j}(X_1', F)=0$, it follows from the spectral sequence that\n$$H^r(X_1', \underline{H}^"
sga2.r6.residual.001547,parts/14_expose_XIV.tex,965,9,\Ref{XIV.3.5},3.5,linked_internal_edge,sga2.r6.candidate.001369,sga2.e14.3-4.proposition.3-5,XIV.3.5,not_required_internal_or_structural,preexisting_latex_reference_command,"_1', F)=0$, it follows from the spectral sequence that\n$$H^r(X_1', \underline{H}^j(F))=0;$$\nbut, by \Ref{XIV.3.5}, this implies $\delta(x)<r$, which is absurd.\n\n\begin{corollaire} \label{XIV.3.7}\nLet $S$ be an exc"
sga2.r6.residual.001548,parts/14_expose_XIV.tex,984,58,\Ref{XIV.3.6},3.6,linked_internal_edge,sga2.r6.candidate.001370,sga2.e14.3-6.structural.3-6,XIV.3.6,not_required_internal_or_structural,preexisting_latex_reference_command,n-j.\n$$\n\end{enumeratei}\n\end{corollaire}\n\n\textup{(i)} \ALORS \textup{(ii)} is the special case of \Ref{XIV.3.6} obtained by taking $S=S'$.\n\n\textup{(ii)} \ALORS \textup{(i)} follows immediately from \Ref{XIV.3.1
sga2.r6.residual.001549,parts/14_expose_XIV.tex,986,60,\Ref{XIV.3.1},3.1,linked_internal_edge,sga2.r6.candidate.001371,sga2.e14.3-1.section.3-1,XIV.3.1,not_required_internal_or_structural,preexisting_latex_reference_command,"Ref{XIV.3.6} obtained by taking $S=S'$.\n\n\textup{(ii)} \ALORS \textup{(i)} follows immediately from \Ref{XIV.3.1}, using the hypercohomology spectral sequence\n$$\nH^p(X_1, \underline{H}^q(F)) \To H^*(X_1, F).\n$$\n\n\"
sga2.r6.residual.001550,parts/14_expose_XIV.tex,1046,71,\Ref{XIV.1.2},1.2,linked_internal_edge,sga2.r6.candidate.001372,sga2.e14.1-0.definition.1-2,XIV.1.2,not_required_internal_or_structural,preexisting_latex_reference_command,"\n\end{array}\n\end{equation*}\n\nLet us show that \textup{(i)}\SSI\textup{(ii)}. Indeed, by Definition \Ref{XIV.1.2}, \textup{(i)} is equivalent to the relation\n$$\n\underline{H}_{T}^{i}(\R_{!}f(F))=0\quad\textrm{ for"
sga2.r6.residual.001551,parts/14_expose_XIV.tex,1049,7,\eqref{eq:XIV.4.1.*},4.1.*,linked_internal_edge,sga2.r6.candidate.001373,sga2.e14.4-0.equation.4-1,eq:XIV.4.1.*,not_required_internal_or_structural,preexisting_latex_reference_command,lent to the relation\n$$\n\underline{H}_{T}^{i}(\R_{!}f(F))=0\quad\textrm{ for }i<n\textrm{;}$$\nwhile \eqref{eq:XIV.4.1.*} gives the exact sequence of sheaves\n$$\n\to\underline{H}_{T}^{i}(\R_{!}f(F))\to\underline{H}_{T}^{i}
sga2.r6.residual.001552,parts/14_expose_XIV.tex,1058,5,\eqref{eq:XIV.4.1.*},4.1.*,linked_internal_edge,sga2.r6.candidate.001374,sga2.e14.4-0.equation.4-1,eq:XIV.4.1.*,not_required_internal_or_structural,preexisting_latex_reference_command,"prime}}^{i}(S^{\prime}, \R_{!}f^{\prime}(F^{\prime}))=0\quad\textrm{ for }i<n.}\n\end{equation*}\nBut \eqref{eq:XIV.4.1.*} gives the exact sequence of abelian groups\n$$\n\to\H_{T^{\prime}}^{i}(S^{\prime}, \R_{!}f^{\prime}(F"
sga2.r6.residual.001553,parts/14_expose_XIV.tex,1061,12,\Ref{XIV.4.0},4.0,linked_internal_edge,sga2.r6.candidate.001375,sga2.e14.4-0.section.4-0,XIV.4.0,not_required_internal_or_structural,preexisting_latex_reference_command,")\to \H_{T^{\prime}}^{i}(S^{\prime}, \R_{!}h^{\prime}(j^{\prime\ast}G^{\prime}))\to\;;$$\nin view of \Ref{XIV.4.0}, this exact sequence takes the form\n$$\n\to\H_{T^{\prime}}^{i}(S^{\prime}, \R_{!}f^{\prime}(F^{\prim"
sga2.r6.residual.001554,parts/14_expose_XIV.tex,1064,90,\eqref{eq:XIV.4.1.**},4.1.**,linked_internal_edge,sga2.r6.candidate.001376,sga2.e14.4-0.equation.4-1.occ2,eq:XIV.4.1.**,not_required_internal_or_structural,preexisting_latex_reference_command,"{}{\to.}$$\nThe equivalence of \textup{(i)} and \textup{(iii)} follows, taking into account the form \eqref{eq:XIV.4.1.**} of \textup{(i)}.\n\n\setcounter{subsubsection}{-1} \setcounter{subsection}{2}\n\n\subsubsection{} \labe"
sga2.r6.residual.001555,parts/14_expose_XIV.tex,1069,141,\Ref{XIV.4.1},4.1,linked_internal_edge,sga2.r6.candidate.001377,sga2.e14.4-0.proposition.4-1,XIV.4.1,not_required_internal_or_structural,preexisting_latex_reference_command,"l give \emph{local} conditions on $F$ under which conditions \textup{(i)} through \textup{(iii)} of \Ref{XIV.4.1} hold. In what follows, all schemes considered are excellent schemes of characteristic zero, and all"
sga2.r6.residual.001556,parts/14_expose_XIV.tex,1080,23,\Ref{XIV.4.1},4.1,linked_internal_edge,sga2.r6.candidate.001378,sga2.e14.4-0.proposition.4-1,XIV.4.1,not_required_internal_or_structural,preexisting_latex_reference_command,"$F\sisi{_{1}}{}$ to $U_{1}$, one has\n$$\n\prof_{T}(\R_{!}f_{1}(F_{1}))\geq n$$\n(\cf Proposition\ptbl \Ref{XIV.4.1} for the meaning of this relation).\n\item\nFor every point $u$ of $U$, one has\n$$\n\prof_{u}(F)\geq n-"
sga2.r6.residual.001557,parts/14_expose_XIV.tex,1086,21,\Ref{XIV.2.2},2.2,linked_internal_edge,sga2.r6.candidate.001379,sga2.e14.2-2.section.2-2,XIV.2.2,not_required_internal_or_structural,preexisting_latex_reference_command,"tem\nFor every point $u$ of $U$, one has\n$$\n\prof_{u}(F)\geq n-\delta_{T}(u),\n$$\nwhere one sets (\cf \Ref{XIV.2.2}): $\delta_{T}(u)=\degtr(k(x)/k(s))+\codim\big(\overline{\{ s\} }\cap T, \overline{\{ s\} } \big)$.\n"
sga2.r6.residual.001558,parts/14_expose_XIV.tex,1117,9,\Ref{XIV.1.8},1.8,linked_internal_edge,sga2.r6.candidate.001382,sga2.e14.1-6.theorem.1-8,XIV.1.8,not_required_internal_or_structural,preexisting_latex_reference_command,"1}$ étale over $U$ and affine over $S$, one has\n$$\n\prof_{T}(\R_{!}f_{1}(F_{1}))\geq n\;;$$\nnow, by \Ref{XIV.1.8},\n$$\n\prof_{T}(\R_{!}f_{1}(F_{1}))=\inf_{t\in T}\prof_{t}(\R_{!}f_{1}(F_{1})).\n$$\nSince $g^{\ast}(\R"
sga2.r6.residual.001559,parts/14_expose_XIV.tex,1121,107,\Ref{XIV.1.16},1.16,linked_internal_edge,sga2.r6.candidate.001383,sga2.e14.1-16.structural.1-16,XIV.1.16,not_required_internal_or_structural,preexisting_latex_reference_command,"$g^{\ast}(\R_{!}f_{1}(F_{1}))\simeq\R_{!}f_{1}^{\prime}(F_{1}^{\prime})$ (\SGA 4~XVII), one has, by \Ref{XIV.1.16},\n$$\n\prof_{t}(\R_{!}f_{1}(F_{1}))=\prof_{t^{\prime}}(\R_{!}f_{1}^{\prime}(F_{1}^{\prime})),\n$$\nand "
sga2.r6.residual.001560,parts/14_expose_XIV.tex,1131,77,\Ref{XIV.2.2},2.2,linked_internal_edge,sga2.r6.candidate.001384,sga2.e14.2-2.section.2-2,XIV.2.2,not_required_internal_or_structural,preexisting_latex_reference_command,"geq n-\delta_{T}(u),\n$$\nwhere $\delta_{T}(u)=\inf_{t\in T\cap\overline{\{ s\} }}\delta_{t}(u)$ (\cf \Ref{XIV.2.2}); we are therefore reduced to showing that, for every $t\in T\cap\overline{\{ s\} }$, one has\n$$\n\p"
sga2.r6.residual.001561,parts/14_expose_XIV.tex,1135,130,\Ref{XIV.2.1.1},2.1.1,linked_internal_edge,sga2.r6.candidate.001385,sga2.e14.2-1-1.structural.2-1-1,XIV.2.1.1,not_required_internal_or_structural,preexisting_latex_reference_command,"f $U^{\prime}$ such that $h(u^{\prime})=u$ and $\delta_{t^{\prime}}(u^{\prime})=\delta_{t}(u)$ (\cf \Ref{XIV.2.1.1}). Since $h$ is locally acyclic (\SGA 4~XIX~4.1), it follows from \Ref{XIV.1.16} and the fact that~$"
sga2.r6.residual.001562,parts/14_expose_XIV.tex,1135,211,\Ref{XIV.1.16},1.16,linked_internal_edge,sga2.r6.candidate.001387,sga2.e14.1-16.structural.1-16,XIV.1.16,not_required_internal_or_structural,preexisting_latex_reference_command,"delta_{t}(u)$ (\cf \Ref{XIV.2.1.1}). Since $h$ is locally acyclic (\SGA 4~XIX~4.1), it follows from \Ref{XIV.1.16} and the fact that~$u^{\prime}$ is a generic point of $U_{u}^{\prime}$ that\n$$\n\prof_{u^{\prime}}(F^"
sga2.r6.residual.001563,parts/14_expose_XIV.tex,1141,76,\Ref{XIV.2.2.1},2.2.1,linked_internal_edge,sga2.r6.candidate.001388,sga2.e14.2-2-1.structural.2-2-1,XIV.2.2.1,not_required_internal_or_structural,preexisting_latex_reference_command,"h proves \textup{(ii)}.\n\n\textup{(ii)}\ALORS$\textup{(ii)}_{t}$ for every $t$. With the notation of \Ref{XIV.2.2.1}, for every point $u^{\prime}$ of $U^{\prime}$ one has, by \Ref{XIV.1.16},\n$$\n\prof_{u^{\prime}}(F^{"
sga2.r6.residual.001564,parts/14_expose_XIV.tex,1141,150,\Ref{XIV.1.16},1.16,linked_internal_edge,sga2.r6.candidate.001389,sga2.e14.1-16.structural.1-16,XIV.1.16,not_required_internal_or_structural,preexisting_latex_reference_command,"$t$. With the notation of \Ref{XIV.2.2.1}, for every point $u^{\prime}$ of $U^{\prime}$ one has, by \Ref{XIV.1.16},\n$$\n\prof_{u^{\prime}}(F^{\prime})\geq\prof_{u}(F)+2\dim h_{u^{\prime}}^{-1}(u)\geq\prof_{u}(F)+\di"
sga2.r6.residual.001565,parts/14_expose_XIV.tex,1145,21,\Ref{XIV.2.2.1},2.2.1,linked_internal_edge,sga2.r6.candidate.001390,sga2.e14.2-2-1.structural.2-2-1,XIV.2.2.1,not_required_internal_or_structural,preexisting_latex_reference_command,"F)+2\dim h_{u^{\prime}}^{-1}(u)\geq\prof_{u}(F)+\dim h_{u^{\prime}}^{-1}(u).\n$$\nTaking into account \Ref{XIV.2.2.1} and \textup{(ii)}, we obtain\n$$\n\prof_{u^{\prime}}(F^{\prime})\geq n-\delta_{T}(u)+\dim h_{u^{\prim"
sga2.r6.residual.001566,parts/14_expose_XIV.tex,1151,550,\Ref{XIV.2.3},2.3,linked_internal_edge,sga2.r6.candidate.001392,sga2.e14.2-3.section.2-3,XIV.2.3,not_required_internal_or_structural,preexisting_latex_reference_command," choose $K$ so that $\delta^{K}(t^{\prime})=0$ (for the definition of $\delta^{K}(t^{\prime})$, \cf \Ref{XIV.2.3}), and denote by $\D F^{\prime}$ the dual of $F^{\prime}$ with respect to $K^{\prime}$. We can refor"
sga2.r6.residual.001567,parts/14_expose_XIV.tex,1166,193,\Ref{XIV.2.3.2},2.3.2,linked_internal_edge,sga2.r6.candidate.001393,sga2.e14.2-3-2.structural.2-3-2,XIV.2.3.2,not_required_internal_or_structural,preexisting_latex_reference_command,"belian group $\H_{\overline{u}^{\prime}}^{i}(\overline{F}^{\prime})$ with respect to $\ZZ/m\ZZ$. By \Ref{XIV.2.3.2}, $K^{\prime}[-2\delta_{t^{\prime}}(u^{\prime})]=K^{\prime\prime}$ satisfies $\delta^{K^{\prime\prim"
sga2.r6.residual.001568,parts/14_expose_XIV.tex,1170,6,\eqref{eq:XIV.4.2.*},4.2.*,linked_internal_edge,sga2.r6.candidate.001395,sga2.e14.4-2-2.equation.4-2,eq:XIV.4.2.*,not_required_internal_or_structural,preexisting_latex_reference_command,q\big(\H^{-i-2\delta_{t^{\prime}}(u^{\prime})}(\D F^{\prime})\big)_{\overline{u}^{\prime}}.\n$$\nThus \eqref{eq:XIV.4.2.*} is equivalent to the relation\n\begin{equation*} \label{eq:XIV.4.2.**} \tag{$**$}\n\big(\underline{H}
sga2.r6.residual.001569,parts/14_expose_XIV.tex,1175,107,\eqref{eq:XIV.4.2.**},4.2.**,linked_internal_edge,sga2.r6.candidate.001396,sga2.e14.4-2-2.equation.4-2.occ2,eq:XIV.4.2.**,not_required_internal_or_structural,preexisting_latex_reference_command, now in a position to prove the theorem. The relation \textup{(ii)}$_{t}$ is equivalent to relation \eqref{eq:XIV.4.2.**}. Let $G^{q}=\underline{H}^{q}(\D F^{\prime})$; the affine Lefschetz theorem (\Ref{XIV.3.1}) implies
sga2.r6.residual.001570,parts/14_expose_XIV.tex,1175,206,\Ref{XIV.3.1},3.1,linked_internal_edge,sga2.r6.candidate.001397,sga2.e14.3-1.section.3-1,XIV.3.1,not_required_internal_or_structural,preexisting_latex_reference_command," \eqref{eq:XIV.4.2.**}. Let $G^{q}=\underline{H}^{q}(\D F^{\prime})$; the affine Lefschetz theorem (\Ref{XIV.3.1}) implies in particular that, for every scheme $U_{1}$ étale over $U$ and affine over $S$, one has\n$"
