record_id,logical_source_id,language,variety_code,standard_or_idiom,region,script,secondary_language,institution,publication_date,retrieved_at,domain,domain_tags,domain_review_status,register,title_or_query,representation,source_bytes,source_sha256,search_text_sha256,search_text_contract,public_upstream_locator,locator_visibility,revision_or_version,source_use_status,license_signal,license_status,hash_verification,sense_review_status,corpus_topic_eligible,native_source,generated,dedupe_status,counting_eligible,term_promotion_eligible,corpus_role,active_body_eligible,official_lexical_reference,translation_family_id,translation_sibling_status,specialist_algebra_eligible,intake_source_id,intake_manifest_sha256
TRANSFER-0017,TRANSFER-generated-draft-support-NOETHER_ROMANCE_ACTIVE_WORK_WAKEUP_ROW_BUCKETS_20260705-language-source-bodies/romance-germanic-baselines/generated-draft/french_spanish_scoped_draft_support/NOETHER_ROMANCE_ACTIVE_WORK_WAKEUP_ROW_BUCKETS_20260705.csv,fr_es,fr-es-generated,generated French/Spanish support layer,generated comparator,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,generated-draft-support-NOETHER_ROMANCE_ACTIVE_WORK_WAKEUP_ROW_BUCKETS_20260705,csv,56456,426EB25CB3BD863A0B7DFA3FFB3EC9C41D3E40B0405F4945D224BD9B8D9AC914,426EB25CB3BD863A0B7DFA3FFB3EC9C41D3E40B0405F4945D224BD9B8D9AC914,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,generated-draft,"project generated draft; no native-review, approval, or license-clearance claim",generated_artifact_not_native_source,match,not_term_sense_reviewed,true,false,true,primary_unique,false,false,generated_auxiliary,false,false,,not_declared,false,,
TRANSFER-0018,TRANSFER-generated-draft-support-NOETHER_ROMANCE_ACTIVE_WORK_WAKEUP_ROW_BUCKETS_AND_ACTIONS_20260705-language-source-bodies/romance-germanic-baselines/generated-draft/french_spanish_scoped_draft_support/NOETHER_ROMANCE_ACTIVE_WORK_WAKEUP_ROW_BUCKETS_AND_ACTIONS_20260705.md,fr_es,fr-es-generated,generated French/Spanish support layer,generated comparator,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,generated-draft-support-NOETHER_ROMANCE_ACTIVE_WORK_WAKEUP_ROW_BUCKETS_AND_ACTIONS_20260705,md,5116,3B7BCD4EA221A546970EBFD560619279549D320B6F38187D23D44FDD378B1B6D,3B7BCD4EA221A546970EBFD560619279549D320B6F38187D23D44FDD378B1B6D,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,generated-draft,"project generated draft; no native-review, approval, or license-clearance claim",generated_artifact_not_native_source,match,not_term_sense_reviewed,true,false,true,primary_unique,false,false,generated_auxiliary,false,false,,not_declared,false,,
TRANSFER-0019,TRANSFER-generated-draft-support-NOETHER_ROMANCE_ACTIVE_WORK_WAKEUP_TENSOR_SOURCE_ACQUISITION_20260705-language-source-bodies/romance-germanic-baselines/generated-draft/french_spanish_scoped_draft_support/NOETHER_ROMANCE_ACTIVE_WORK_WAKEUP_TENSOR_SOURCE_ACQUISITION_20260705.csv,fr_es,fr-es-generated,generated French/Spanish support layer,generated comparator,Latn,,,,,mathematics_mixed,mathematics_mixed,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,generated-draft-support-NOETHER_ROMANCE_ACTIVE_WORK_WAKEUP_TENSOR_SOURCE_ACQUISITION_20260705,csv,14484,C8AA1CDD78B41EDCD27429DE57BECE3B9B1284E5F7CCDAF021181B80F6E014C6,C8AA1CDD78B41EDCD27429DE57BECE3B9B1284E5F7CCDAF021181B80F6E014C6,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,generated-draft,"project generated draft; no native-review, approval, or license-clearance claim",generated_artifact_not_native_source,match,not_term_sense_reviewed,true,false,true,primary_unique,false,false,generated_auxiliary,false,false,,not_declared,false,,
TRANSFER-0021,TRANSFER-hexwell_university_notes/it/algebra/forigo/algebra.tex-language-source-bodies/romance-germanic-baselines/bodies/italian/hexwell_university_notes/hexwell_university_notes_it_algebra_forigo_algebra.tex_algebra.tex,it,it,standard Italian,Italy and Switzerland,Latn,,,,,abstract_algebra,abstract_algebra,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,hexwell_university_notes/it/algebra/forigo/algebra.tex,tex,54946,A1DB1D48D3C1A5AAE7426E8218D7EDB93A49CDD7297F61A861EDA292CEFD829E,A1DB1D48D3C1A5AAE7426E8218D7EDB93A49CDD7297F61A861EDA292CEFD829E,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,native-source-body,no explicit license file detected at downloaded archive root; no license-clearance claim,unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,true,false,primary_unique,true,false,active_source_body,true,false,,not_declared,true,,
TRANSFER-0022,TRANSFER-hexwell_university_notes/it/analisi1/analisi.tex-language-source-bodies/romance-germanic-baselines/bodies/italian/hexwell_university_notes/hexwell_university_notes_it_analisi1_analisi.tex_analisi.tex,it,it,standard Italian,Italy and Switzerland,Latn,,,,,analysis,analysis,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,hexwell_university_notes/it/analisi1/analisi.tex,tex,37049,8186F77B0B0B05762CFF120E0292BEE283439B63EF2CC666F8B6539670B4A829,8186F77B0B0B05762CFF120E0292BEE283439B63EF2CC666F8B6539670B4A829,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,native-source-body,no explicit license file detected at downloaded archive root; no license-clearance claim,unresolved_no_explicit_grant,match,not_term_sense_reviewed,true,true,false,primary_unique,true,false,active_source_body,true,false,,not_declared,false,,
TRANSFER-0024,TRANSFER-reamat/Teste:livro.tex-language-source-bodies/romance-germanic-baselines/bodies/portuguese/reamat_algebra_linear_livro/reamat_teste_livro.tex,pt,pt,standard Portuguese,Portugal Africa and Brazil,Latn,,,,,abstract_algebra,abstract_algebra,transfer_manifest_subject_label_not_page_topic_review,unresolved_register,reamat/Teste:livro.tex,tex,7954,A77B2893242F51D6EF7F1F551194F1810233087F86EC4598287D38BFC2D81F0C,A77B2893242F51D6EF7F1F551194F1810233087F86EC4598287D38BFC2D81F0C,source_file_is_canonical_search_text,,local_or_non_http_locator_omitted,recovered_transfer_20260706,native-source-body,source header states CC-BY-SA-3.0; no license-clearance claim,declared_cc_by_sa_3_0_needs_attribution_check,match,not_term_sense_reviewed,true,true,false,primary_unique,true,false,active_source_body,true,false,,not_declared,true,,
WIKIHTML-CA-151836-36710349,WIKI-ca-151836-36710349,ca,ca,standard Catalan,Catalan language area,Latn,,,,,module_theory,module_theory;ring_theory,manual_topic_review_20260717,unresolved_register,A-mòdul,html,151380,8031691E3AE369F0C96F3140524D5D0981A751AFD7185D38571685149CE8E338,901E48EE7A66D37001062E69BD2F804318F9010CC5BFB6B9ED2C9E4243AC3F95,derived_visible_text,https://ca.wikipedia.org/w/index.php?curid=151836&oldid=36710349,public_http_locator_preserved,36710349,native_revision_pinned_context_shelf,https://creativecommons.org/licenses/by-sa/4.0/deed.ca,declared_cc_by_sa_4_0,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,primary_unique,true,false,active_source_body,true,false,,not_declared,true,,
WIKITEXT-CA-261813-37629512,WIKI-ca-261813-37629512,ca,ca,standard Catalan,Catalan language area,Latn,,,,,abstract_algebra,abstract_algebra,unreviewed_partial_api_title_inference,unresolved_register,Àlgebra lineal,wikitext,33785,4878DB28E1E199294B53D776F31D7D26B6185D04E6A14BE7B59B04C971C615D4,4878DB28E1E199294B53D776F31D7D26B6185D04E6A14BE7B59B04C971C615D4,source_file_is_canonical_search_text,https://ca.wikipedia.org/w/index.php?curid=261813&oldid=37629512,public_http_locator_preserved,37629512,partial_api_acquisition_preserved,Wikimedia project text; verify page footer/rightsinfo,declared_cc_by_sa_4_0_project_terms_pending_page_match,local_computed,automatic_search_result_requires_manual_review,false,true,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
WIKIHTML-CA-290598-37629739,WIKI-ca-290598-37629739,ca,ca,standard Catalan,Catalan language area,Latn,,,,,abstract_algebra,abstract_algebra,manual_topic_review_20260717,unresolved_register,Àlgebra abstracta,html,257700,4483145488DFD767A8B931CDB77F99AC18C515D55D463DB07938C10AA1235180,2DFC8E9056E0EF028C742AF0F5102617A7E4015311A3F375256262CD39ED3B69,derived_visible_text,https://ca.wikipedia.org/w/index.php?curid=290598&oldid=37629739,public_http_locator_preserved,37629739,native_revision_pinned_context_shelf,https://creativecommons.org/licenses/by-sa/4.0/deed.ca,declared_cc_by_sa_4_0,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,primary_unique,true,false,active_source_body,true,false,,not_declared,true,,
WIKITEXT-CA-383261-37015521,WIKI-ca-383261-37015521,ca,ca,standard Catalan,Catalan language area,Latn,,,,,mathematics_mixed,mathematics_mixed,unreviewed_partial_api_title_inference,unresolved_register,Matemàtiques,wikitext,42976,B2414E7942B6F38AD2FC5C5C7A28FCB8F13AB3099D7467C6FF4D0985A8DE3FD4,B2414E7942B6F38AD2FC5C5C7A28FCB8F13AB3099D7467C6FF4D0985A8DE3FD4,source_file_is_canonical_search_text,https://ca.wikipedia.org/w/index.php?curid=383261&oldid=37015521,public_http_locator_preserved,37015521,partial_api_acquisition_preserved,Wikimedia project text; verify page footer/rightsinfo,declared_cc_by_sa_4_0_project_terms_pending_page_match,local_computed,automatic_search_result_requires_manual_review,false,true,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
WIKITEXT-CA-41933-37220674,WIKI-ca-41933-37220674,ca,ca,standard Catalan,Catalan language area,Latn,,,,,ring_theory,ring_theory;abstract_algebra,manual_topic_review_20260717,unresolved_register,Anell matemàtiques,wikitext,17650,95F87E5056E424ADE187E62601BA6AD70CA86321D9FA79F0331F9EF0497BBEC7,95F87E5056E424ADE187E62601BA6AD70CA86321D9FA79F0331F9EF0497BBEC7,source_file_is_canonical_search_text,https://ca.wikipedia.org/w/index.php?curid=41933&oldid=37220674,public_http_locator_preserved,37220674,partial_api_acquisition_preserved,Wikimedia project text; verify page footer/rightsinfo,declared_cc_by_sa_4_0_project_terms_pending_page_match,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,primary_unique,true,false,active_source_body,true,false,,not_declared,true,,
WIKIHTML-CA-41933-37220674,WIKI-ca-41933-37220674,ca,ca,standard Catalan,Catalan language area,Latn,,,,,ring_theory,ring_theory;abstract_algebra,manual_topic_review_20260717,unresolved_register,Anell (matemàtiques),html,198822,6D2F13156AED62BC860C1534FE697287C5014FAFAA525816FE717D4B2E829FBB,106A0BC979B6A98EB9F2F26722505F5BF6FC039A5646215D357F3D5B9B7EA1CC,derived_visible_text,https://ca.wikipedia.org/w/index.php?curid=41933&oldid=37220674,public_http_locator_preserved,37220674,native_revision_pinned_context_shelf,https://creativecommons.org/licenses/by-sa/4.0/deed.ca,declared_cc_by_sa_4_0,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,representation_alias_of:WIKITEXT-CA-41933-37220674,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
WIKITEXT-CA-45555-35973784,WIKI-ca-45555-35973784,ca,ca,standard Catalan,Catalan language area,Latn,,,,,mathematics_mixed,mathematics_mixed,unreviewed_partial_api_title_inference,unresolved_register,Matriu matemàtiques,wikitext,30161,0A0DDF3D95FB6EDF411303F2F71FD3F8245835CAFDE6FFABFA5DFD52FB7BCF64,0A0DDF3D95FB6EDF411303F2F71FD3F8245835CAFDE6FFABFA5DFD52FB7BCF64,source_file_is_canonical_search_text,https://ca.wikipedia.org/w/index.php?curid=45555&oldid=35973784,public_http_locator_preserved,35973784,partial_api_acquisition_preserved,Wikimedia project text; verify page footer/rightsinfo,declared_cc_by_sa_4_0_project_terms_pending_page_match,local_computed,automatic_search_result_requires_manual_review,false,true,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
WIKIHTML-CA-53255-37305780,WIKI-ca-53255-37305780,ca,ca,standard Catalan,Catalan language area,Latn,,,,,group_theory,group_theory;abstract_algebra,manual_topic_review_20260717,unresolved_register,Teoria de grups,html,214983,206F483DBC691AB3DA49380FA19FEA88F2EF236686F9B49092730C34DF73A456,F621CD736C37BFAD9B799908C469AC6E97A1B77F770B65EAA1204BADFBA5E057,derived_visible_text,https://ca.wikipedia.org/w/index.php?curid=53255&oldid=37305780,public_http_locator_preserved,37305780,native_revision_pinned_context_shelf,https://creativecommons.org/licenses/by-sa/4.0/deed.ca,declared_cc_by_sa_4_0,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,primary_unique,true,false,active_source_body,true,false,,not_declared,true,,
WIKIHTML-CA-53831-37621206,WIKI-ca-53831-37621206,ca,ca,standard Catalan,Catalan language area,Latn,,,,,proof_register,proof_register;mathematics_general,manual_topic_review_20260717,unresolved_register,Demostració (matemàtiques),html,284882,FC8422DD2D764F8644A34E4424F2C60AC5C941AC30F696BC1E47843268F641BF,6C6ED518C43E1B5F164A3E61E338D832C7AF3CFB07434F68392B21BF91F7EFC1,derived_visible_text,https://ca.wikipedia.org/w/index.php?curid=53831&oldid=37621206,public_http_locator_preserved,37621206,native_revision_pinned_context_shelf,https://creativecommons.org/licenses/by-sa/4.0/deed.ca,declared_cc_by_sa_4_0,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,primary_unique,true,false,active_source_body,true,false,,not_declared,false,,
WIKIHTML-CA-54406-36480260,WIKI-ca-54406-36480260,ca,ca,standard Catalan,Catalan language area,Latn,,,,,mathematics_general,mathematics_general,manual_topic_review_20260717,unresolved_register,Cos (matemàtiques),html,175722,D426B7C588E924F826BA86AE0A3C5047CA152CFE313CC399C0726ED207CF9344,74816A99DF626D37A01B388A03C1A6349D0BCDF2523D106DF415D1D19B664910,derived_visible_text,https://ca.wikipedia.org/w/index.php?curid=54406&oldid=36480260,public_http_locator_preserved,36480260,native_revision_pinned_context_shelf,https://creativecommons.org/licenses/by-sa/4.0/deed.ca,declared_cc_by_sa_4_0,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,primary_unique,true,false,active_source_body,true,false,,not_declared,false,,
WIKITEXT-CA-656649-34475611,WIKI-ca-656649-34475611,ca,ca,standard Catalan,Catalan language area,Latn,,,,,abstract_algebra,abstract_algebra,unreviewed_partial_api_title_inference,unresolved_register,Àlgebra associativa,wikitext,19411,924B57CA4E27FDF932114281E47C56807D20CBF2282B1BD1D85810A92B74CB3A,924B57CA4E27FDF932114281E47C56807D20CBF2282B1BD1D85810A92B74CB3A,source_file_is_canonical_search_text,https://ca.wikipedia.org/w/index.php?curid=656649&oldid=34475611,public_http_locator_preserved,34475611,partial_api_acquisition_preserved,Wikimedia project text; verify page footer/rightsinfo,declared_cc_by_sa_4_0_project_terms_pending_page_match,local_computed,automatic_search_result_requires_manual_review,false,true,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
WIKITEXT-ES-1085035-172483451,WIKI-es-1085035-172483451,es,es,standard Spanish,Spain and Americas,Latn,,,,,mathematics_mixed,mathematics_mixed,unreviewed_partial_api_title_inference,unresolved_register,Matriz matemática,wikitext,57972,09CF7E901FF4989B9DC11E7A142FCCF806CB945335777D7FC6B123BAA760DF99,09CF7E901FF4989B9DC11E7A142FCCF806CB945335777D7FC6B123BAA760DF99,source_file_is_canonical_search_text,https://es.wikipedia.org/w/index.php?curid=1085035&oldid=172483451,public_http_locator_preserved,172483451,partial_api_acquisition_preserved,Wikimedia project text; verify page footer/rightsinfo,declared_cc_by_sa_4_0_project_terms_pending_page_match,local_computed,automatic_search_result_requires_manual_review,false,true,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
WIKIHTML-ES-12952-173778307,WIKI-es-12952-173778307,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra,manual_topic_review_20260717,unresolved_register,Álgebra abstracta,html,223255,EEBCE0086387EADE2C43A0C2D26391BB2E7F926388AD7101A6318CB910CA4C4C,9B051CBAC3D690E79837525A6452F61E4F26DE109460F1327628DA05AE0403EE,derived_visible_text,https://es.wikipedia.org/w/index.php?curid=12952&oldid=173778307,public_http_locator_preserved,173778307,native_revision_pinned_context_shelf,https://creativecommons.org/licenses/by-sa/4.0/deed.es,declared_cc_by_sa_4_0,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,primary_unique,true,false,active_source_body,true,false,,not_declared,true,,
WIKITEXT-ES-2097189-165064293,WIKI-es-2097189-165064293,es,es,standard Spanish,Spain and Americas,Latn,,,,,ring_theory,ring_theory,unreviewed_partial_api_title_inference,unresolved_register,Ideal teoría de anillos,wikitext,14904,E7BFB82DE8ECED878E220D35368DA1180594692538BBC1170D4F4DC0923833EA,E7BFB82DE8ECED878E220D35368DA1180594692538BBC1170D4F4DC0923833EA,source_file_is_canonical_search_text,https://es.wikipedia.org/w/index.php?curid=2097189&oldid=165064293,public_http_locator_preserved,165064293,partial_api_acquisition_preserved,Wikimedia project text; verify page footer/rightsinfo,declared_cc_by_sa_4_0_project_terms_pending_page_match,local_computed,automatic_search_result_requires_manual_review,false,true,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
WIKIHTML-ES-21349-166023447,WIKI-es-21349-166023447,es,es,standard Spanish,Spain and Americas,Latn,,,,,group_theory,group_theory;abstract_algebra,manual_topic_review_20260717,unresolved_register,Teoría de grupos,html,232671,9139EFAAAA23BF39BD0E3E3DBF9A49DAD20F0E7629CA31AAE557F6A399712EC9,80C1D91B4B4D6623581B8EEB3F8ACCDF384BC3B8EB0C26072B5E0A9BA4FAEDFB,derived_visible_text,https://es.wikipedia.org/w/index.php?curid=21349&oldid=166023447,public_http_locator_preserved,166023447,native_revision_pinned_context_shelf,https://creativecommons.org/licenses/by-sa/4.0/deed.es,declared_cc_by_sa_4_0,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,primary_unique,true,false,active_source_body,true,false,,not_declared,true,,
WIKITEXT-ES-44583-126513682,WIKI-es-44583-126513682,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra,unreviewed_partial_api_title_inference,unresolved_register,Representación de álgebras de Lie,wikitext,1141,EECBEAC480B0531F460137E75C6BAA06B085366DD6DE7E48D7D91EF1E2BA3A43,EECBEAC480B0531F460137E75C6BAA06B085366DD6DE7E48D7D91EF1E2BA3A43,source_file_is_canonical_search_text,https://es.wikipedia.org/w/index.php?curid=44583&oldid=126513682,public_http_locator_preserved,126513682,partial_api_acquisition_preserved,Wikimedia project text; verify page footer/rightsinfo,declared_cc_by_sa_4_0_project_terms_pending_page_match,local_computed,automatic_search_result_requires_manual_review,false,true,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
WIKITEXT-ES-45406-162912904,WIKI-es-45406-162912904,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra,unreviewed_partial_api_title_inference,unresolved_register,Álgebra asociativa,wikitext,6051,AF4A178FE7185AD52FC65848C4005F55C403C366D201404403566CEA275D2570,AF4A178FE7185AD52FC65848C4005F55C403C366D201404403566CEA275D2570,source_file_is_canonical_search_text,https://es.wikipedia.org/w/index.php?curid=45406&oldid=162912904,public_http_locator_preserved,162912904,partial_api_acquisition_preserved,Wikimedia project text; verify page footer/rightsinfo,declared_cc_by_sa_4_0_project_terms_pending_page_match,local_computed,automatic_search_result_requires_manual_review,false,true,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
WIKITEXT-ES-46655-163545571,WIKI-es-46655-163545571,es,es,standard Spanish,Spain and Americas,Latn,,,,,module_theory,module_theory;ring_theory,manual_topic_review_20260717,unresolved_register,Módulo matemática,wikitext,20967,4F1DEB1A343E766CB345FC705B629D0049867C2E85FB9A6A8CF80600A1B5092A,4F1DEB1A343E766CB345FC705B629D0049867C2E85FB9A6A8CF80600A1B5092A,source_file_is_canonical_search_text,https://es.wikipedia.org/w/index.php?curid=46655&oldid=163545571,public_http_locator_preserved,163545571,partial_api_acquisition_preserved,Wikimedia project text; verify page footer/rightsinfo,declared_cc_by_sa_4_0_project_terms_pending_page_match,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,primary_unique,true,false,active_source_body,true,false,,not_declared,true,,
WIKIHTML-ES-46655-163545571,WIKI-es-46655-163545571,es,es,standard Spanish,Spain and Americas,Latn,,,,,module_theory,module_theory;ring_theory,manual_topic_review_20260717,unresolved_register,Módulo (matemática),html,164490,6E5A50DD7B811AAC1F8952DC87D3D424AB9DB1ADC707E12867B5F6D6EA5E60E5,7D393AABF59B1F0BD29532E161D8804E9C38EB581DC5EEC32AFCE4FD196807FF,derived_visible_text,https://es.wikipedia.org/w/index.php?curid=46655&oldid=163545571,public_http_locator_preserved,163545571,native_revision_pinned_context_shelf,https://creativecommons.org/licenses/by-sa/4.0/deed.es,declared_cc_by_sa_4_0,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,representation_alias_of:WIKITEXT-ES-46655-163545571,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
WIKITEXT-ES-47083-163965223,WIKI-es-47083-163965223,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra;field_theory,manual_topic_review_20260717,unresolved_register,Álgebra sobre un cuerpo,wikitext,11526,0CF37605E587E550DD4EB3390E8ED1632DBA20C91CC646B5702AAB6A37DC8D69,0CF37605E587E550DD4EB3390E8ED1632DBA20C91CC646B5702AAB6A37DC8D69,source_file_is_canonical_search_text,https://es.wikipedia.org/w/index.php?curid=47083&oldid=163965223,public_http_locator_preserved,163965223,partial_api_acquisition_preserved,Wikimedia project text; verify page footer/rightsinfo,declared_cc_by_sa_4_0_project_terms_pending_page_match,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,primary_unique,true,false,active_source_body,true,false,,not_declared,true,,
WIKIHTML-ES-47083-163965223,WIKI-es-47083-163965223,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra;field_theory,manual_topic_review_20260717,unresolved_register,Álgebra sobre un cuerpo,html,187264,F3F26EC1193C2C2CA29E5BAA363F5987D573B804A76B372584D10D357087945F,738255EDAFFB86378546D52BD2587AE18A4184FD4A22D6A35B512F1CDC2FE9A9,derived_visible_text,https://es.wikipedia.org/w/index.php?curid=47083&oldid=163965223,public_http_locator_preserved,163965223,native_revision_pinned_context_shelf,https://creativecommons.org/licenses/by-sa/4.0/deed.es,declared_cc_by_sa_4_0,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,representation_alias_of:WIKITEXT-ES-47083-163965223,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
WIKITEXT-ES-60286-171959514,WIKI-es-60286-171959514,es,es,standard Spanish,Spain and Americas,Latn,,,,,proof_register,proof_register;mathematics_general,manual_topic_review_20260717,unresolved_register,Demostración matemática,wikitext,48511,D1397E6FCC62486AB37230105425C948C6E1A27ECE495E22964721CF1A613961,D1397E6FCC62486AB37230105425C948C6E1A27ECE495E22964721CF1A613961,source_file_is_canonical_search_text,https://es.wikipedia.org/w/index.php?curid=60286&oldid=171959514,public_http_locator_preserved,171959514,partial_api_acquisition_preserved,Wikimedia project text; verify page footer/rightsinfo,declared_cc_by_sa_4_0_project_terms_pending_page_match,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,primary_unique,true,false,active_source_body,true,false,,not_declared,false,,
WIKIHTML-ES-60286-171959514,WIKI-es-60286-171959514,es,es,standard Spanish,Spain and Americas,Latn,,,,,proof_register,proof_register;mathematics_general,manual_topic_review_20260717,unresolved_register,Demostración matemática,html,377104,33379DAE7C71AA40B37300BBC8A29CDF2BAD65BDA042EC51BA041EAB46479F2D,0217CE7D91E8E51DDD9C3A75ADD634CEC3867CB424E21740CF1DA2421B56053E,derived_visible_text,https://es.wikipedia.org/w/index.php?curid=60286&oldid=171959514,public_http_locator_preserved,171959514,native_revision_pinned_context_shelf,https://creativecommons.org/licenses/by-sa/4.0/deed.es,declared_cc_by_sa_4_0,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,representation_alias_of:WIKITEXT-ES-60286-171959514,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
WIKITEXT-ES-6316-174176079,WIKI-es-6316-174176079,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra,unreviewed_partial_api_title_inference,unresolved_register,Álgebra,wikitext,33036,509A8F2138DF609E74DFE5AEF63E57A48DDA74BB3726E8BD317957CE47F10803,509A8F2138DF609E74DFE5AEF63E57A48DDA74BB3726E8BD317957CE47F10803,source_file_is_canonical_search_text,https://es.wikipedia.org/w/index.php?curid=6316&oldid=174176079,public_http_locator_preserved,174176079,partial_api_acquisition_preserved,Wikimedia project text; verify page footer/rightsinfo,declared_cc_by_sa_4_0_project_terms_pending_page_match,local_computed,automatic_search_result_requires_manual_review,false,true,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
WIKITEXT-ES-7008-171367358,WIKI-es-7008-171367358,es,es,standard Spanish,Spain and Americas,Latn,,,,,abstract_algebra,abstract_algebra,unreviewed_partial_api_title_inference,unresolved_register,Teorema fundamental del álgebra,wikitext,29696,92308123664050907F694475211394AD2342136EA262B43B8A36AE5F56EE56B7,92308123664050907F694475211394AD2342136EA262B43B8A36AE5F56EE56B7,source_file_is_canonical_search_text,https://es.wikipedia.org/w/index.php?curid=7008&oldid=171367358,public_http_locator_preserved,171367358,partial_api_acquisition_preserved,Wikimedia project text; verify page footer/rightsinfo,declared_cc_by_sa_4_0_project_terms_pending_page_match,local_computed,automatic_search_result_requires_manual_review,false,true,false,primary_unique,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
WIKITEXT-ES-9303-172514148,WIKI-es-9303-172514148,es,es,standard Spanish,Spain and Americas,Latn,,,,,ring_theory,ring_theory;abstract_algebra,manual_topic_review_20260717,unresolved_register,Anillo matemática,wikitext,26290,9551103B656BF02CE03BE7ED701B67B4EBBFF345C17D41B0F2F50187E880C168,9551103B656BF02CE03BE7ED701B67B4EBBFF345C17D41B0F2F50187E880C168,source_file_is_canonical_search_text,https://es.wikipedia.org/w/index.php?curid=9303&oldid=172514148,public_http_locator_preserved,172514148,partial_api_acquisition_preserved,Wikimedia project text; verify page footer/rightsinfo,declared_cc_by_sa_4_0_project_terms_pending_page_match,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,primary_unique,true,false,active_source_body,true,false,,not_declared,true,,
WIKIHTML-ES-9303-172514148,WIKI-es-9303-172514148,es,es,standard Spanish,Spain and Americas,Latn,,,,,ring_theory,ring_theory;abstract_algebra,manual_topic_review_20260717,unresolved_register,Anillo (matemática),html,334583,C1A75F20EFD9ED929100BBBA94CF76FF5AE717C0F85D1E6CCE67C2925D91D2C6,6E35CCFEBB3238D93905D2B5E0D3D26BA8B6CDF4C517AD065AF7A944F4D29F58,derived_visible_text,https://es.wikipedia.org/w/index.php?curid=9303&oldid=172514148,public_http_locator_preserved,172514148,native_revision_pinned_context_shelf,https://creativecommons.org/licenses/by-sa/4.0/deed.es,declared_cc_by_sa_4_0,local_computed,page_topic_reviewed_term_occurrences_require_context_review,true,true,false,representation_alias_of:WIKITEXT-ES-9303-172514148,false,false,preserved_noncounting_source_or_alias,false,false,,not_declared,false,,
