row_group,rule,surface,replacement,source_file,line,context
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex,72,"dlugost nazyvaje se dlugostju normalnogo dělitelja. Ako $\mA\subset\mB$, togda dlugost $\mA$ jest menša než dlugost $\mB$, bo črez $\mA$ možno provesti kompozicijny r"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex,72,"u normalnogo dělitelja. Ako $\mA\subset\mB$, togda dlugost $\mA$ jest menša než dlugost $\mB$, bo črez $\mA$ možno provesti kompozicijny rjad za $\mB$. Zato vsaka podg"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex,72,"$\mA$ možno provesti kompozicijny rjad za $\mB$. Zato vsaka podgrupa najkrajšej dlugosti jest istočasno minimalna, i vsaka podgrupa največšej dlugosti jest istočasno m"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper34/section03/interslavic/v001/Noether_Paper34_Section03_Interslavic_v001.tex,72,"dgrupa najkrajšej dlugosti jest istočasno minimalna, i vsaka podgrupa največšej dlugosti jest istočasno maksimalna."
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper34/section04/interslavic/v001/Noether_Paper34_Section04_Interslavic_v001.tex,65,"\item Ako $\mG=\mA\times\mB$, i $\mA$ i $\mB$ imajut kompozicijne rjady dlugosti $m$ i $n$, togda $\mG$ imaje kompozicijny rjad dlugosti $m+n$."
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper34/section04/interslavic/v001/Noether_Paper34_Section04_Interslavic_v001.tex,65,"ajut kompozicijne rjady dlugosti $m$ i $n$, togda $\mG$ imaje kompozicijny rjad dlugosti $m+n$."
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper34/section05/interslavic/v001/Noether_Paper34_Section05_Interslavic_v001.tex,46,"tvorjat kompozicijny rjad. Jego dlugost jest $n$, a kompozicijne faktory sut"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper34/section06/interslavic/v001/Noether_Paper34_Section06_Interslavic_v001.tex,46,"Čislo $n$, to jest dlugost kompozicijnogo rjada, nazyvaje se \emph{rangom} $\mG$ vzhodno k $K$. Baza $a_1,"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper34/section13/interslavic/v001/Noether_Paper34_Section13_Interslavic_v001.tex,89,"mo\ne\mo$ imaje lěvu jedinicu $c_1$, togda suščestvuje pravy ideal $c\mo$ večej dlugosti, ktory takože imaje lěvu jedinicu $c$.} Bo popolnu reducibilnost, to jest ogra"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper34/section13/interslavic/v001/Noether_Paper34_Section13_Interslavic_v001.tex,89,"e imaje lěvu jedinicu $c$.} Bo popolnu reducibilnost, to jest ograničenost vseh dlugostij, jesmo uže pokazali; tak v konečno mnogih krokah dojdemo do lěvoj jedinice za"
length_orthography,dlugost->dolgost,dlugost,dolgost,germanOut/translations/paper34/section13/interslavic/v001/Noether_Paper34_Section13_Interslavic_v001.tex,108,"koje, zaradi $e_2^2=e_2\ne0$, kako pravy ideal imaje veču dlugost než $\ma$."
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper34/section13/interslavic/v001/Noether_Paper34_Section13_Interslavic_v001.tex,114,"y lěvy ideal, $\ml=0$. Zato $e$ jest takože prava jedinica i tym samym jedinica vobče."
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper34/section14/interslavic/v001/Noether_Paper34_Section14_Interslavic_v001.tex,100,Togda vobče slijedi
obci_vobce,vobče/voobče->obće,Vobče,Obće,germanOut/translations/paper34/source_fidelity_section18_19/interslavic/v001/Noether_Paper34_Section18_19_SourceFidelity_Interslavic_v001.tex,98,"a ješče ne sut vse, ale samo te, ktore sut posrědovane prostymi $\mo$-modulami. Vobče sut ješče moduly predstavjenja, napr. tělo $\Omega$, smatrjano kako bimodul vzh"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex,31,"\(f_1(x),\ldots,f_r(x)\) iz \(\mathfrak{Z}\). Pri tom za \(\mathfrak{Z}\) treba vzeti vse cěločislne polinomy ili stepenove redy v \(x_1,\ldots,x_n\), respektivno t"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex,41,"s malymi modifikacijami ostavajut validne, ako naměsto cělyh racionalnyh čisel vzeti cěle čisla konečnogo algebraičnogo čislovogo polja i jego proste idealy (§4)."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex,168,"s malymi modifikacijami ostavajut validne, ako naměsto cělyh racionalnyh čisel vzeti cěle čisla konečnogo algebraičnogo čislovogo polja \(K\), a naměsto prvočisel"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper35/source_fidelity/interslavic/v001/Noether_Paper35_SourceFidelity_Interslavic_v001.tex,190,"\lambda_s\) nehaj sut bazne elementy tih prostyh idealov v \(R^*\), ktore možno vzeti kako cěle čisla. V \(R^*\) vsako \(a\) jest, do jedinice iz \(R^*\), stepenovy"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex,72,"rer Substitutionen, Berl. Akad.-Ber. 1926}). Nedavno A. A. Albert za tu mysl, i vobče za rjad obščih teorem teorije R. Brauera i E. Noether, razvil prosty dokazy nez"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex,72,"onen, Berl. Akad.-Ber. 1926}). Nedavno A. A. Albert za tu mysl, i vobče za rjad obščih teorem teorije R. Brauera i E. Noether, razvil prosty dokazy nezavisne od teo"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex,85,"byla dokazana za specialny slučaj abelovogo polja razloženja, imenno s pomočju obščej redukcije 1 i formulnogo snižanja prinadležnoj faktornoj sistemy. Kako jadro"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex,104,"Pravdivost III, obščeje za ciklična polja razloženja proizvolnogo stepenja, svodi se na normnu teore"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex,116,", kako H. Hasse pokazal\textsuperscript{\ref{fn:p38-hasse-normensatz}}, ne jest obšče pravilno."
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper38/source_fidelity/interslavic/v001/Noether_Paper38_SourceFidelity_Interslavic_v001.tex,183,"avnyh teorem teorije klasnyh polj, teorije relativno-abelovyh čislovyh polj, na obšča relativno-Galoisova čislova polja:"
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex,39,dobyvanju formulacije za obče Galoisove polja; bez hiperkompleksnoj metody tut vobče ne bylo izhodiščnoj točky. V navedennyh priměrah osnovny prěhod k nekomutativno
obci_vobce,vobče/voobče->obće,vobče,obće,germanOut/translations/paper39/source_fidelity/interslavic/v001/Noether_Paper39_SourceFidelity_Interslavic_v001.tex,102,"klasy v \(\mathfrak J\) induciraje razděljenje na klasy za faktorne sistemy, i vobče to jest tonše razděljenje na idealne klasy než izhodiščno. Bo trebovanje, aby m"
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper41/source_fidelity/interslavic/v001/Noether_Paper41_SourceFidelity_Interslavic_v001.tex,37,trnyh avtomorfizmah ili o skrěženih predstavjenjah i dokazujem jego posrědstvom obščih teoremov o vnutrnyh avtomorfizmah i skrěženo-produktnom predstavjenju algeber
obci_obsc,obšč->obć,obšč,obć,germanOut/translations/paper41/source_fidelity/interslavic/v001/Noether_Paper41_SourceFidelity_Interslavic_v001.tex,140,"y: absolutne idealne klasy v gornjem polju, lučne klasy v dolnjem polju. Tomu v obščem slučaju sootvětuje, že klasna razdělba idealov gornjego polja induciraje tonš"
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex,44,"olinomialnoj oblasti od \(x_1,\ldots,x_n\), pri čem diferencialny kvocient jest vzet na městu \(x=\omega\), to jest pri \(x_1=\omega_1,\ldots,x_n=\omega_n\), kde \("
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex,44,"kvocient \(\mathfrak M'[x\to\omega]\) jest definovany kako razlikovy kvocient, vzet na městu \(x=\omega\)."
take_vzeti_nasal,vzet->vzęt,vzet,vzęt,germanOut/translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex,54,"pri čem tvorjenje kvocienta znači običny idealny kvocient, vzet v polinomialnoj oblasti od \(x\) s cělymi čislami iz \(K\), tedy s čislami iz \"
obci_vobce,vobče/voobče->obće,voobče,obće,germanOut/translations/paper43/source_fidelity/interslavic/v001/Noether_Paper43_SourceFidelity_Interslavic_v001.tex,58,"nje oblasti koeficientov jest potrěbno, da razlikovy ideal i razlikovy kvocient voobče byli definovane. Ide tedy o direktno obobčenje diferencialnogo kvocienta polino"
