status,priority,lane,primary_table,row_index_previous,row_index_current,match_method,source_title,target_language_or_access_target,source_url,current_is_target_language_witness,context_reason,missing_applicable_fields_previous,exact_missing_current,alias_satisfied_current,unresolved_current,special_repair_or_reclassification,recommended_action,non_claim_boundary
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,68,68,row_index_1_based,LexiqueLSQ candidate concept pointer: Nombre irrationnel,Signed language; LSQ,https://lexiquelsq.ca/single-word/?word=6248,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,69,69,row_index_1_based,LexiqueLSQ candidate concept pointer: Unite de mesure,Signed language; LSQ,https://lexiquelsq.ca/single-word/?word=6284,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,70,70,row_index_1_based,LexiqueLSQ candidate concept pointer: Reduire une fraction,Signed language; LSQ,https://lexiquelsq.ca/single-word/?word=7582,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,71,71,row_index_1_based,LexiqueLSQ candidate concept pointer: Fonction constante,Signed language; LSQ,https://lexiquelsq.ca/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,72,72,row_index_1_based,LexiqueLSQ candidate concept pointer: Equation du premier degre a une inconnue,Signed language; LSQ,https://lexiquelsq.ca/single-word/?word=7426,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,73,73,row_index_1_based,LexiqueLSQ candidate concept pointer: Coefficient de proportionnalite,Signed language; LSQ,https://lexiquelsq.ca/single-word/?word=7556,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,74,74,row_index_1_based,LexiqueLSQ candidate concept pointer: Distribution statistique,Signed language; LSQ,https://lexiquelsq.ca/single-word/?word=8129,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,75,75,row_index_1_based,LexiqueLSQ candidate concept pointer: Theorie des graphes,Signed language; LSQ,https://lexiquelsq.ca/single-word/?word=8189,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,76,76,row_index_1_based,CCJL Lexique LSQ - Mathematiques,Signed language; LSQ,https://ccjl.ca/lexique-lsq-mathematiques/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,77,77,row_index_1_based,CCJL Ressources en LSQ,Signed language; LSQ,https://ccjl.ca/surdite-cecite-et-surdicecite/ressources/ressources-en-lsq/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,78,78,row_index_1_based,Lexique LSQ school lexicon home,Signed language; LSQ,https://lexiquelsq.ca/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,79,79,row_index_1_based,WASLI about International Sign,Signed language comparator; International Sign comparator,https://wasli.org/sign-language-interpreters/about-the-international-sign/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,80,80,row_index_1_based,European Union of the Deaf International Sign position page,Signed language comparator; International Sign comparator,https://eud.eu/eud/position-papers/international-signs/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,81,81,row_index_1_based,WFD statement on standardized sign language,Signed language comparator; International Sign comparator,https://wfdeaf.org/wfd-statement-on-standardized-sign-language/,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-r6-indigenous-creole-sign,noether-r6-indigenous-creole-sign/outputs/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv,82,82,row_index_1_based,Sonastik International Sign word-list route,Signed language comparator; International Sign comparator,https://sonastik.ead.ee/embed/en/word-list,,source_witness_or_schema_hardening_row,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,target_language_or_access_target; topic_tags; source_type; license_or_access_signal; source_language; non_claim_boundary,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
explicit_gap_blocker_or_support_context,P1_source_witness_provenance_gap,noether-romance-source-evidence-draft-lane,noether-romance-source-evidence-draft-lane/outputs/NOETHER_ROMANCE_SOURCE_CANON_WITNESS_TABLE_REQUIRED_SHAPE_20260704.csv,26,26,row_index_1_based,Spanish repository license gap,Spanish,https://github.com/alexey-beshenov/notas-san-salvador,false,current_row_marks_is_target_language_witness_false,sha256_or_other_hash,sha256_or_other_hash,,sha256_or_other_hash,,retain as explicit gap/blocker/support row; do not harden as an active target-language source witness unless owner lane changes applicability,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,1,1,row_index_1_based,Interslavic Algebra Wikimedia stable wiki/Incubator web-text candidates,Constructed inter-Slavic; Interslavic/Panslavic,https://incubator.wikimedia.org/wiki/Wp/isv/Algebra ; https://incubator.wikimedia.org/wiki/Wp/isv/Algebra?action=raw ; https://isv.wikipedia.org/wiki/Algebra ; https://isv.wikipedia.org/w/index.php?title=Algebra&action=raw,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,2,2,row_index_1_based,Elementarnaja matematyka BNT 1922 via Slounik.org,East Slavic; Belarusian,https://slounik.org/bnt01/,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,3,3,row_index_1_based,Radyno et al. Russko-belorusskij matematicheskij slovar 1993 PDF full source witness,East Slavic; Belarusian,https://files.knihi.com/Knihi/sum/RUS-BEL-mat.1993.pdf ; https://knihi.com/none/Russko-bielorusskij_matiematicieskij_slovar.html ; https://knihi-online.com/russko-bielorusskij-matiematicieskij-slovar.html ; https://knihi-online.com/russko-bielorusskij-matiematicieskij-slovar.html?page=2 ; https://knihi-online.com/russko-bielorusskij-matiematicieskij-slovar.html?page=10 ; https://library.bntu.by/wp-content/uploads/2023/02/spisok.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,4,4,row_index_1_based,Algebra za kompjuterske nauke PMF UNSA syllabus and literature controls,South Slavic; Bosnian,https://math.pmf.unsa.ba/wp-content/uploads/2021/04/Algebra-za-kompjuterske-nauke.pdf ; https://pmf.unsa.ba/wp-content/uploads/2021/10/Lietartura-za-predmete-na-Odsjeku-za-matematiku.pdf ; https://pmf.unsa.ba/wp-content/uploads/2023/09/Obavezna-literatura-matematika.pdf ; https://math.pmf.unsa.ba/eng/wp-content/uploads/2021/05/Novi-prijedlog-nastavni-program-_Matematika_2009_I-ciklus.pdf ; https://plus-legacy.cobiss.net/cobiss/bh/en/bib/23757574 ; https://osoblje.pmf.unsa.ba/muratovic-ribic-amela/,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,5,5,row_index_1_based,"Sample problems on rings, Applied Math",South Slavic; Bulgarian,https://store.fmi.uni-sofia.bg/fmi/algebra/syllabuses/va1/Sample_Problems_Rings_ApplMath_2011.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,6,6,row_index_1_based,Prasteni osnovni ponyatiya,South Slavic; Bulgarian,https://store.fmi.uni-sofia.bg/fmi/algebra/lect_notes_nenov/07.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,7,7,row_index_1_based,Algebarske strukture,South Slavic; Croatian,https://algprof.math.hr/wp-content/uploads/2025/03/AS-2024.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,8,8,row_index_1_based,Prsteni,South Slavic; Croatian,https://mapmf.pmfst.unist.hr/~skresic/Algebra/Prezentacije/Prsteni.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,9,9,row_index_1_based,Matematicki leksikon UKIM Skopje 2021,South Slavic; Macedonian,https://ukim.edu.mk/wp-content/uploads/2025/06/matematicki_leksikon.pdf ; https://ukim.edu.mk/e-book/00015/,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,10,10,row_index_1_based,Algebarski n-arni strukturi UKIM PMF 2014/2016,South Slavic; Macedonian,https://ukim.edu.mk/wp-content/uploads/2025/06/algebarski_n-arni_strukturi.pdf ; https://ukim.edu.mk/studii/izdavachka-dejnost-02/e-knigi/,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,11,11,row_index_1_based,"Teorija kodiranja i konacna polja, UCG/PMF Podgorica 2017",South Slavic; Montenegrin,https://vladimirbozovic.net/univerzitet/bozovic/wp-content/uploads/2018/09/Teorija-kodiranja-i-kona%C4%8Dna-polja-v2.pdf ; https://www.ucg.ac.me/SP_ECTS.php?oz_del=7&sif_del=1&sif_mat=2,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,12,12,row_index_1_based,Algebra I predavanja 9,South Slavic; Serbian,https://poincare.matf.bg.ac.rs/~zoran.petrovic/Algebra%28I%29-predavanja_9.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,13,13,row_index_1_based,Komutativna algebra 2004/05: zakljucne naloge,South Slavic; Slovenian,https://users.fmf.uni-lj.si/kosir/poucevanje/0405/komalg-dnzak.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,14,14,row_index_1_based,Uvod v algebro,South Slavic; Slovenian,https://users.fmf.uni-lj.si/bresar/documents/UvodVAlgebro2018.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,15,15,row_index_1_based,Ucebni text Algebra 2020/21,West Slavic; Czech,https://karlin.mff.cuni.cz/~kala/2021alg/algebra21.pdf,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,16,16,row_index_1_based,Czech thesis reference using nekomutativni teleso,West Slavic; Czech,https://dspace.cuni.cz/bitstream/handle/20.500.11956/75721/BPTX_2014_1_11320_0_348573_0_141241.pdf?sequence=1,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
active_source_witness_schema_normalization_gap,P1_source_witness_provenance_gap,noether-slavic-canonical-baseline,noether-slavic-canonical-baseline/outputs/NOETHER_SLAVIC_TARGET_LANGUAGE_SOURCE_CANON_WITNESS_TABLE_20260704.csv,17,17,row_index_1_based,Vyznacne prvky grupovych okruhu,West Slavic; Czech,https://dspace.cuni.cz/bitstream/handle/20.500.11956/127526/120389931.pdf?sequence=1,,source_witness_or_schema_hardening_row,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,evidence_tier; source_type; sha256_or_other_hash,,,copy/normalize existing alias evidence into exact required source-canon fields; no new translation work,"source-canon/provenance hardening only; no translation, glossary/term promotion, native review, public/canonical approval, license clearance, gate promotion, completion claim, or Git push"
