id,isv,addition,partOfSpeech,type,en,sameInLanguages,genesis,ru,be,uk,pl,cs,sk,sl,hr,sr,mk,bg,cu,de,nl,eo,frequency,intelligibility,using_example
12688,stvaŕ,,f.,2,"thing, matter",j,,"вещь, предмет, дело","рэч, прадмет, справа, здарэнне","річ, справа, діло, штука","rzecz, sprawa","věc, záležitost","vec, záležitosť",!stvar,stvar,ствар,"ствар, нешто","нещо, вещ, предмет, дело",!,"!Sache, Materie","zaak, ding","!afero, aferon",6715,bg- cs+ hr+ mk+ pl~ ru- sk- sr+ uk-,!
6306,stvarjati,,v.tr. ipf.,1,"create, make, form",,,"создавать, делать, сотворять, формировать, производить","ствараць, рабіць, учыняць, фармаваць, вырабляць ","створювати, формувати, робити",stwarzać,"vytvářet, tvořit, stvářet","vytvárať, tvoriť, stvárať",!ustvarjati,stvarati,стварати,"се створи, се создаде, да се направи","творя, създавам",!,"!schaffen sie, machen, Form","scheppen, maken, creëren","!krei, fari, formo",3090,cs+ hr+ pl+ ru~ sk+ sr+ uk+,"!Pri tom električny tok može prohoditi črěz plazmu, **stvarjajuči** blěskavicu."
3293,stvaŕno,,adv.,2,really,yu mk,,"действительно, реально","сапраўды, рэчаісна, па-сапраўднаму, рэальна","дійсно, реально, насправжки","realnie, naprawdę",opravdu,naozaj,!resnično,"stvarno, realno",стварно,навистина,наистина,!,!Ja wirklich,"werkelijk, echt, heus",!vere,6843,bg- hr+ pl~ ru- sk- sr+ uk-,!
20191,stvaŕnosť,,f.,2,reality,yu mk,,"действительность, реальность","сапраўднасць, рэчаіснасць, рэальнасць","реальність, дійсність","rzeczywistość, realność","skutečnost, realita","skutočnosť, realita",!stvarnost,"stvarnost, realnost","стварност, реалност","стварност, реалност",реалност,!,!Wirklichkeit,"werkelijkheid, realiteit",!realaĵo,5429,bg- hr+ mk+ pl~ ru- sk~ sr+ uk-,!
37466,stvaŕny,,adj.,3,"real, veritable, existing",yu mk,,"действительный, реальный","рэчаісны, рэальны","дійсний, реальний","prawdziwy, realny, egzystujący","opravdový, reálný","opravdivý, reálny","stvaren, resničen, realen","stvaran, realan","стваран, реалан","стварен, вистински","истински, действителен, реален",!,"wirklich, tatsächlich, real","werkelijk, echt",vera,3169,mk+ pl~ ru- sk~,!
3382,stvor,,m.,2,creature,pl sh,,"творение, создание, существо","твор, стварэнне, існасць, істота ","створіння, істота",stworzenie (rzecz/osoba),"stvoření, tvor","stvorenie, tvor",!bitje,"stvor, (živo) biće","створ, створење, биће","створ, суштество",създание,!,Kreatur,"schepsel, creatuur",!kreitaĵo,4920,bg- cs+ hr+ mk+ pl~ ru- sk+ sr+ uk+,!
6307,stvoriti,,v.tr. pf.,1,"create, make, form",,,"создать, сделать, сотворить, сформировать","стварыць, зрабіць, учыніць, сфармаваць ","створити, зробити, сформувати",stworzyć,"stvořit, vytvořit","stvoriť, vytvoriť",!ustvariti,stvoriti,створити,"створи, се создаде, да се направи","сътворя, създам",!,"!schaffen sie, machen, Form","scheppen, maken, creëren","!krei, fari, formo",5294,bg+ cs+ hr+ mk+ pl+ ru+ sk+ sr+ uk+,!On takože **stvoril** k jemu novu alfabet.
3381,stvorjeńje,,n.,1,creation,,,"создание, сотворение",стварэнне,"створення, творення",stworzenie (czynność),"stvoření, vytvoření","vytvorenie, stvorenie","!stvarjenje, ustvarjanje",stvaranje,стварање,создавање,"създаване, творение",!,!Schaffung,"schepping, creatie",!kreaĵo,5356,bg+ hr+ pl+ ru+ sk+ sr- uk+,!
18738,#stvŕditi,,v.tr. pf.,1,"state, claim, assert, allege, affirm, contend, maintain (an argument)",uk z j,,"заявить, высказать","заявіць, выказаць ","висловити, заявити",stwierdzić,"stvrdit, potvrdit","stvrdiť, potvrdiť","!potrditi, utrditi","utvrditi, potvrditi, ustvrditi, ustanoviti","тврдити, утврдити","утврди, установи",твърдя,!,"!behaupten, Anspruch behaupten",stellen beweren,"!stato, aserto, asertas, ili pledas, asertas, havu, subteni (argumento)",4713,cs+ hr+ pl+ ru+ sk+ sr+ uk+,!
1404,styd,,m.sg.,1,shame,,,"стыд, позор","сорам, ганьба, абняслава ","сором, ганьба",wstyd,"styd, stud, hanba, ostuda","styd, stud, hanba",!sram,"stid, sram","стид, срам",срам,срам,!,!Schande,schaamte,!honto,5201,bg- cs+ hr+ pl+ ru+ sk+ sr+ uk+,!
22121,styk,,m.,1,junction,v z,,"стык, соединение","стык, сутока, сутык, злучэнне, спалучэнне, лучнасць ","з'єднання, стик",styk,"styk, spoj, spojení","styk, spoj, spojenie",!stik,spoj,"спој, спајање, додир, контакт","спој, контакт",спойка,!,!Kreuzung,"aansluitpunt, raakpunt",!krucvojo,4112,be+ cs+ hr~ pl- ru+ sk+ sr- uk+,!
37332,subdominanta,,f.,1,subdominant (music),v z j,I,субдоминанта,субдамінанта,субдомінанта,subdominanta,subdominanta,subdominanta (spodná dominanta),subdominanta,subdominanta,субдоминанта,субдоминантна,субдоминанта,!,Subdominante,subdominant,subdominanto,566,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
36707,sųbesědnik,,m.anim.,1,interlocutor,ru uk j,,собеседник,"суразмоўца, суразмоўнік, сумоўца, размоўца, суразмовец ","співрозмовник, співбесідник","rozmówca, współrozmówca","účastník dialogu, besedující","účastník dialógu, besedujúci","sobesednik, sogovornik","sugovornik, subesjednik",саговорник,соговорник,събеседник,!,!Gesprächspartner,gesprekspartner,!interparolanto,2029,bg+ pl~ ru+ sl+,"!Uměje vzajemodějati najprostějšim sposobom, pod uslovjem, že **subesědnik** govori pomalo, izrazno i jest gotovy pomogti."
36617,subjekt,,m.,1,"subject (philosophy, logic, law etc.)",,I,субъект,суб ' ект,суб ' єкт,podmiot,subjekt,subjekt,!subjekt,subjekt,"субјекат, подмет","субјект (филозофија, логика, закон итн.)","субект (философия, логика, право и др.)",!,"!Fach (Philosophie, Logik, Recht usw.)",subject,"!subjekto (filozofio, logiko, leĝo ktp)",5088,bg+ cs+ hr+ mk+ pl~ ru+ sk+ sr+ uk+,"!Smrt ne jedino izznačaje konec života člověka, ale takože jego jestvovanja kako **subjekta** prava."
30812,subjektivizm,,m.sg.,1,subjectivism,,I,субъективизм,"суб'ектывізм, суб'ектовасць",суб'єктивізм,subiektywizm,subjektivismus,subjektivizmus,!subjektivizem,subjektivizam,субјеткивизам,субјективизам,субективизъм,!,!Subjektivismus,subjectivisme,!subjektivismon,1850,mk+ pl+,!
32933,subjektivnosť,,f.,1,subjectivity,,I,субъективность,"суб'ектыўнасць, суб'ектоўнасць",суб'єктивність,subiektywność,subjektivita,subjektivita,!subjektivnost,subjektivnost,субјективност,субјективност,субективност,!,!Subjektivität,subjectiviteit,!subjektiveco,2274,mk+ pl+ sr+,!
32932,subjektivny,,adj.,1,subjective,,I,субъективный,"суб'ектыўны, суб'ектоўны ",суб'єктивний,subiektywny,subjektivní,subjektívny,!subjektiven,subjektivno,субјективан,субјективно,субективен,!,!subjektiv,subjectief,!subjektiva,4053,cs+ hr+ mk+ pl+ ru+ sk+ sr+ uk+,!
37279,subkontinent,,m.,1,subcontinent,v z j,I,субконтинент,субкантынент,субконтинент,subkontynent,subkontinent,subkontinent,podcelina,potkontinent,потконтинент,потконтинент,субконтинент,!,Subkontinent,subcontinent,!subkontinento,1776,be+ bg+ cs+ pl+ ru+ sk+ uk+,!Poněkogdy uvažana jest tož za **subkontinent** Ameriky.
30813,sublimacija,,f.,1,sublimation,,I,"сублимация, возгонка","сублімацыя, узгонка ",сублімація,sublimacja,sublimace,sublimácia,!sublimacija,sublimacija,сублимација,сублимација,сублимация,!,!Sublimation,sublimering,!sublimación,1932,be+ cs+ hr+ mk+ pl+ ru+ sr+ uk+,"!Kogda tvrda těla stavajut se gazom, tomu govoret **sublimacija**."
1062,sųbota,,f.,1,Saturday,,,суббота,субота ,субота,sobota,sobota,sobota,!sobota,subota,субота,сабота,събота,!,Samstag,zaterdag,!sabato,6615,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,"!Nedělja jest sedmy denj v sedmici, denj medžu **subotoju** i ponedělkom."
5336,substancija,,f.,1,substance,,I,"субстанция, вещество","субстанцыя, рэчыва ","субстанція, речовина",substancja,substance,substancia,!snov,"supstancija, tvar",супстанца,супстанција,вещество,!,"Substanz, Stoff","substantie, stof",!substanco,5038,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sr+ uk+,!Agregatno stanje vlivaje na svojstva **substancije**.
34844,subtiľnosť,,f.,1,subtlety,,I,"субтильность, хрупкость (перен.)",субтыльнасць ,"крихкість (перен.), тонкість, субтильність",subtelność,"subtilnost, jemnost","subtílnosť, jemnosť",!subtilnost,suptilnost,"суптилност, нежност",суптилност,"изтънченост, финес",!,!Subtilität,subtiliteit,!subtileco,1486,cs+ mk+ pl+ ru+ sk+ sr+ uk+,!
34843,subtiľny,,adj.,1,subtle,,I,"субтильный, тщедушный, хрупкий (перен.)","субтыльны, лядачы, лядашчы ","немічний, тонкий, крихкий (перен.), субтильний",subtelny,"subtilní, jemný","subtílný, jemný",!subtilen,suptilan,"суптилан, нежан","суптилен, суптилна","изтънчен, фин",!,!subtil,subtiel,!subtila,3129,be+ cs+ hsb+ mk+ pl+ ru+ sk+,!
33717,subtitry,,m.pl.,2,subtitles,v mk~ bg,I,субтитры,субтытры ,субтитри,napisy (w filmie),titulky,titulky,!podnapisi,"titlovi, podnaslovi",титлови,титли,субтитри,!,!Untertitel,ondertitels,!subtekstojn,4986,be+ bg+ hr+ pl- ru+ sk~ sr+ uk+,!
37199,subvencija,,f.,1,"subsidy, subvention",v z yu mk,I,"субсидия, дотация, субвенция","субсідыя, датацыя, субвенцыя","субсидія, дотація, субвенція","dotacja, subwencja","dotace, subvence, podpora","dotácia, subvencia, podpora","subvencija, dotacija","subvencija, dotacija",субвенција,субвенција,"субсидия, дотация",!,"!Subvention, Subvention",subsidie,"!subvencio, subvencio",1948,be+ cs+ mk+ pl+ ru+ sl+ sr+ uk+,!
17048,sųći,,adj.,1,"being, present, current",,,"существующий, настоящий, действительный","існы, наяўны, існавалы, які існуе, сапраўдны, запраўдны, рэчаісны ","поточний, існуючий, справжній, дійсний","obecny, teraźniejszy, będący","jsoucný, existující ","jestvujúci, súci",!obstoječ,"sadašnji, postojeći, trenutačan, aktualan","постојећи, садашњи, истински, прави, чист (емоције итд.), искрен, реалан, стваран, важећи","постојно, сегашно, тековно",съществуващ,!,"!ist, vorhanden ist, aktuelle","huidig, lopend","!esti, nun, nuna",3712,hr+ pl- ru- sk+ uk~,"!**Suči** znatnogo proizhodženja, Kritij polučil vlastno vozpitanje i obrazovanje."
36616,sųćnosť,,f.,2,"essence, main thing",v sh bm,,"суть, сущность, главное","іста, грунт, існасць, суць, сутнасць, галоўнае ","суть, сутність, зміст","istota, esencja, sedno, podstawa","jsoucnost, bytí, podstata, esence, jádro","jestvovanie, bytie, podstata, esencia, jadro","bistvo, jedro",suština,суштина,суштина,"същност, същина",!,"!Essenz, Hauptsache","wezen, essentie","!esenco, ĉefa afero",4414,bg+ cs+ hr+ pl~ ru~ sk~ sr- uk+,!To jest **sučnost** psihologičnogo mehanizma odrěkanja.
20192,sųćstvėno,,adv.,1,"essentially, fundamentally",,,"существенно, принципиально","істотна, прынцыпова ","істотно, значно, суттєво","w zasadzie, zasadniczo, fundamentalnie","podstatně, zásadně, značně ","podstatne, zásadne, značne ",!bistveno,"značajno, bitno, temeljno, fundamentalno, ključno","битно, значајно, принципијално, начелно",суштествено,съществено,!,!Im Wesentlichen grundsätzlich,"wezenlijk, hoofdzakelijk, essentieel, fundamenteel","!esence, fundamente",4804,pl- ru~,!
20193,sųćstvėny,,adj.,1,"crucial, essential, fundamental, paramount",,,"существенный, принципиальный, важнейший","істотны, прынцыповы, найважны ","істотний, значний, суттєвий","zasadniczy, istotny, fundamentalny, esencjonalny","zásadní, rozhodující, podstatný","zásadný, rozhodujúci, podstatný ",!bistven,"značajan, bitan, temeljan, fundamentalan, ključan","кључни, суштински, основни, главни",суштествен,съществен,!,"!von entscheidender Bedeutung, wesentliche, grundlegende, von größter Bedeutung","essentieel, cruciaal, fundamenteel","!kerna, esenca, fundamenta, supera",3724,pl-,!To jest jedina iz **sučstvenyh** disciplin političnoj nauky.
35116,sųčasnik,,m.anim.,2,contemporary,ub z,,современник,"сучаснік, адначаснік ",сучасник,współczesny,současník,súčasník,!sodobnik,"suvremenik, vršnjak",савременик,современик,съвременник,!,!zeitgenössisch,tijdgenoot,!samtempulo,4534,be+ bg- cs+ hr+ pl- ru- sk+ sr+ uk+,!
20758,sųčasnosť,,f.,2,contemporaneity,ub z,,современность,"сучаснасць, тагачаснасць ",сучасність,"współczesność, teraźniejszość",současnost,súčasnosť,!sodobnost,"suvremenost, sadašnjost",савременост,современост,съвременност,!,!Gleichzeitigkeit,eigentijdsheid,!contemporaneity,4005,cs+ hr+ ru~ sk+ uk+,!
17047,sųčasny,,adj.,2,contemporary,ub z,,современный,"сучасны, тагачасны ",сучасний,"współczesny, teraźniejszy","současný, dnešní, moderní","súčasný, dnešný, terajší, moderný",!sodoben,"suvremen, moderan",савремен,современа,съвременен,!,zeitgenössisch,eigentijds,!samtempulo,5414,be+ bg- cs+ hr+ ru~ sk+ sr- uk+,"!Jejna nazva, tako samo kako **sučasno**, byla ju «ju»."
1487,sųd,,m.,1,"court, judgment",,,суд,суд ,суд,sąd,soud,súd,!sodišče,sud,суд,суд,съд,!,Gericht,rechtbank,"!korton, juĝo",8108,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl~ sr+ uk+,!
3636,sųďba,,f.,1,"fate, fortune, destiny",v j,,судьба,"лёс, доля ",доля,"los, przeznaczenie, fatum",osud,osud,!usoda,"sudbina, sudba","судбина, коб",судбина,съдба,!,Schicksal,lot,"!sorto, fortuno, destino",5855,bg+ hr+ pl- ru+ sk+ sr+ uk+,!Poslě smrti duhovnika jego zaměnu ne interesuje **sudba** mladca i on izběgaje iz grada.
2097,sųditi,,v.tr. ipf.,1,"judge, try (in court)",,,судить,судзіць ,судити,sądzić,soudit (u soudu),súdiť (na súde),!soditi,suditi,судити,"суди, осудува","съдя, осъждам",!,"!Richter, versuchen (vor Gericht)",berechten,"!juĝisto, provu (en tribunalo)",5689,bg+ cs+ hr+ pl+ ru+ sk+ sr+ uk+,!
22003,sųditi,,v.tr. ipf.,1,"predestine, foreordain",,,"предопределять, предназначать","агадваць, абумоўліваць, прадвызначаць, наканоўваць, прызначаць ","зумовлювати, обумовлювати",predestynować,"předurčit, přisoudit, soudit","predurčiť, prisúdiť, súdiť",!predodrejati,"predodređivati, predestinirati",предодређивати,предодредува,предопределям,!,"!prädestinieren, vorherbestimmt",voorbestemmen,"!destinas, foreordain",534,cs+ pl~,!
21595,sųďja,,m.anim.,1,judge,,,судья,суддзя ,суддя,sędzia,soudce,sudca,!sodnik,sudac,судија,судија,съдия,!,Richter,rechter,juĝisto,6896,bg+ cs~ hr+ pl+ ru+ sk~ sr+ uk+,!
6183,sųdny dėnj,,m.,1,Judgement Day,,,судный день,судны дзень,"Судний день, Страшний суд",Dzień Sądu,soudný den,súdny deň,!sodni dan,sudnji dan,судњи дан,судниот ден,Денят на страшния съд,!,!Tag des Jüngsten Gerichts,Dag des Oordeels,!juĝo,5583,bg+ cs+ hr+ pl+ ru+ sk+ sr+ uk+,!
6195,sųdny pozȯv,,m.,1,lawsuit,,,"процесс (судебный), тяжба","працэс (судовы), цяжба ","процес (судовий), тяжба",pozew sądowy,žaloba,žaloba,!sodni poziv,sudski poziv,судски позив,судски позив,"дело, съдебен процес",!,!Klage,dagvaarding,!proceso,5012,bg- hr+ pl+ ru- sk+ sr+ uk+,!
30814,sųdny,,adj.,1,"court, legal",,,судебный,судовы ,судовий,"sądowy, sądowniczy",soudní,súdny,!sodni,"sudski, sudbeni",судски,судски,съдебен,!,"!Gericht, Recht",gerechtelijk,"!korton, leĝa",5661,be- bg+ cs+ hr+ pl+ ru+ sk+ sr+ uk+,!
12700,sųđeńje,,n.,1,#sentence,,,суждение,"суджэнне, вырак, меркаванне ","судження, вирок","wyrok, osąd","usuzování, úsudek, názor, soud, rozsudek, souzení, výrok, rozhodnutí","usudzovanie, úsudok, názor, súd, rozsudok, výrok, rozhodnutie",!sodba,presuda,пресуда,пресуда,присъда,!,!Satz,vonnis,!frazo,4772,hr+ pl+ ru~ sk+ sr~ uk+,!
1475,sufiks,,m.,1,suffix,,I,суффикс,суфікс ,суфікс,"przyrostek, sufiks",přípona,prípona,!pripona,"sufiks, nastavak, dometak","суфикс, наставак, додатак","суфикс, наставка",наставка,!,!Suffix,suffix,!sufikso,2280,be+ mk+ pl+ sr+ uk+,!
3524,suhaŕ,,m.,1,"cracker, biscuit, zwieback, dried crust",,,"сухарь, крекер, сухое печенье","сухар, асушак, крэкер, сухое печыва ","сухар, крекер, сухе печиво","suchar, herbatnik","suchar, sušenka, cracker, biscuit, keks","suchár, sušienka, kreker, biskvit, keks",!prepečenec,"dvopek, kreker",двопек,"пециво, бисквит, двопек",сухар,!,"!Cracker, Keks, Zwieback, getrocknete Krusten","beschuit, cracker, biscuit","!cracker, biskvito, Biskoto, sekigitaj krusto",2175,be+ bg+ cs+ pl+ sk+ uk+,!
14307,sųharmonizovati,,v.intr. pf.,1,"harmonise, harmonize",,I,"гармонизировать, гармонизовать",гарманізаваць ,гармонізувати,harmonizować ze sobą,"zharmonizovat, sladit","zharmonizovať, zladiť",!uskladiti,"harmonizirati, uskladiti","усагласити, ускладити","усогласи, хармонизира","съгласувам, хармонизирам",!,"!harmonieren, harmonisieren",harmoniseren,"!harmonii, harmonii",1654,cs+ pl+,!
3571,suhoplod,,m.,1,dried fruit,,,сухофрукт,сухафрукт ,сухофрукт,suszony owoc,sušené ovoce,sušené ovocie,!suho sadje,sušeno voće,суво воће,"суво овошје, сушени плодови","ошав, сушени плодове",!,!Trockenfrüchte,gedroogd fruit,!sekigita frukto,3201,hr+ pl+ ru+ sk+,!
1775,suhy,,adj.,1,dry,,,сухой,сухі ,сухий,suchy,suchý,suchý,!suh,suh,сув,сув,сух,!,trocken,droog,!sekaj,6019,be+ bg+ cs+ hr+ pl+ ru+ sk+ sr+ uk+,"!Antarktida v srědnjem je najhladnějša, **najsušejša** i najvětrnějša i imaje najboljšu vozvyšenost."
38145,sųistnovańje,,n.sg.,,coexistence,z j,,сосуществование,суіснаванне,співіснування,"współistnienie, koegzystencja","spolubytí, koexistence","spolužitie, koexistencia","sobivanje, sožitje","suživot, koegzistencija","суживот, коегзистенција","соживот, сосуштествување, коегзистенција",съвместно съществуване,!,Koexistenz,co-existentie,kunekzistado,2666,,!
22324,sujevěŕje,,n.,2,superstition,ru sh,,суеверие,"забабоны, прымха ",забобон,"przesąd, zabobon",pověra,povera,"!praznoverje, vraževerje","praznovjerje, sujevjerje","сујеверје, празноверје",суеверје,суеверие,!,Aberglaube,bijgeloof,!superstiĉo,2706,mk+ pl-,!
33733,suka,,f.,1,bitch,v pl sk,,сука,сука ,"сука, сучка",suka,mrcha,mrcha,!psica,"kuja, kučka","кучка, куја, керуша",кучка,кучка,!,!Schlampe,teef,!ĉiesulino,5375,be+ bg- hr+ pl+ ru+ sk+ sr- uk+,!
36237,#suknja,,f.,2,"dress, frock",ub pl,,платье,"сукенка, адзежа, сукня ",сукня,"suknia, sukienka",šaty,šaty,!obleka,haljina,хаљина,фустан,рокля,!,Kleid,jurk,robo,6194,be+ bg- cs+ hr+ pl+ ru- sk~ sr~ uk+,"!Oblačene v bluzky i pyšne **suknje**, one takože sut ukrašene krilami s perami."
35922,sultan,,m.anim.,1,sultan,v z j,I,султан,султан ,султан,sułtan,sultán,sultán,!sultan,sultan,султан,султан,султан,!,Sultan,sultan,!sultanon,5693,be+ bg+ cs+ hr+ hsb+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,"!Pogledajte na **Sultana**, ktory tak ljubovno dbaje o “svojih”."
35923,sultanat,,m.,1,sultanate,v z j,I,султанат,султанат ,султанат,sułtanat,sultanát,sultanát,!sultanat,sultanat,султанат,султанат,султанат,!,Sultanat,sultanaat,!sultanlando,2194,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
1427,suma,,f.,1,sum,,I,сумма,сума ,сума,suma,"součet, suma","súčet, suma",!vsota,"suma, zbroj, zbir","сума, збир","сума, збир","сума, сбор",!,!Summe,som,!sumo,6101,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sr+ uk+,!Kvadrat boku BC je ravny **sumě** kvadratov BA i AC.
35378,sųměstimosť,,f.,2,compatibility,v bg,S,совместимость,сумяшчальнасць ,сумісність,kompatybilność,"slučitelnost, kompatibilita","zlučiteľnosť, kompatibilita",!združljivost,kompatibilnost,"усклађеност, сагласност, компатибилност",компатибилност,съвместимост,!,Kompatibilität,compatibiliteit,!kongruo,3642,hr+ pl~ ru+ sk-,!
35377,sųměstimy,,adj.,2,compatible,v bg,S,совместимый,"сумяшчальны, стасоўны, стасавальны ",сумісний,kompatybilny,"slučitelný, kompatibilní","zlučiteľný, kompatibilný",!združljiv,kompatibilan,"усклађен, сагласан, компатибилан",компатибилен,съвместим,!,kompatibel,compatibel,!kongrua,3459,pl- ru+ sk-,!
3323,sųmněńje,,n.,1,doubt,,,сомнение,"сумнеў, сумненне ",сумнів,wątpliwość,"pochybnost, pochyba","pochybnosť, pochyba",!dvom,sumnja,сумња,сомнеж,съмнение,!,Zweifel,twijfel,!dubon,5337,bg+ cs- hr+ pl- ru+ sk- sr+ uk+,"!Demon jest obraz zaměšanogo duha, vnutrnoj borby, **sumněnij**."
3322,sųmněvati sę,,v.refl. ipf.,1,doubt,,,сомневаться,"сумнявацца, сумлявацца",сумніватися,wątpić,pochybovat,pochybovať,!dvomiti,sumnjati,сумњати,се сомнева,съмнявам се,!,!Zweifel,twijfelen,!dubon,5702,bg+ hr+ pl- ru+ sk~ sr+ uk+,!
18921,sųmniteljny,,adj.,2,"questionable, dubious",v bg,,"сомнительный, спорный","сумнеўны, няпэўны, спрэчны ","спірний, сумнівний",wątpliwy,"diskutabilní, sporný","diskutabilný, sporný",!sumljiv,sumnjiv,сумњив,сомнителен,съмнителен,!,!fraglich,"twijfelachtig, dubieus","!dubinda, dubindan",4118,hr+ mk+ pl- ru+ sk- sr+ uk+,!
12709,sųmnlivo,,adv.,1,doubtfully,,,сомнительно,"сумнеўна, няпэўна ",сумнівно,wątpliwie,pochybovačně,pochybovačne,!sumljivo,sumnjivo,сумњиво,сомнително,съмнително,!,!skeptisch,twijfelachtig,!dubeme,3949,cs- hr+ pl- ru~ sk- sr+ uk+,!
12710,sųmnlivy,,adj.,1,doubtful,,,"сомнительный, подозрительный","сумнеўны, няпэўны, падазроны ","підозрілий, сумнівний",wątpliwy,pochybný,pochybný,!sumljiv,sumnjiv,сумњив,сомнителен,"съмнителен, подозрителен",!,!zweifelhaft,twijfelachtig,!dubinda,4159,hr+ pl- ru~ sk- sr+ uk+,!
5042,sųmråk,,m.,1,"twilight, dusk",,,"сумерки, сумрак","змрок, адвячорак, сутонне, змярканне, прыцемак ",сутінки. морок,"zmierzch, zmrok",soumrak,súmrak,!mrak,"sumrak, suton",сумрак,самрак,сумрак,!,"!Dämmerung, Dämmerung","schemering, avondschemering","!krepusko, krepusko",3792,bg+ cs+ hr+ mk+ pl+ ru+ sk+ sr+ uk~,!Časom v noč ne vključajut **sumrak**.
1304,sųmŕkati sę,,v.refl. ipf.,1,"grow dark, darken, twilight",,,"смеркаться, темнеть","змяркацца, шарэць, сутонець, сутоньвацца, цьмянець","сутеніти, темніти","zmierzchać się, ciemnieć, ściemniać się",smrákat se,"zmrákať sa, zmrkať sa",!mračiti se,mračiti se. smrkavati se,"смркавати, мрачити","смркна, се стемни",стъмва се,!,"!verfinstern, verdunkeln, Zwielicht","donker worden, schemeren","!senlumigxos, mallumigi, krepusko",1150,cs+,!
565,sųmŕknųti sę,,v.refl. pf.,1,"grow dark, darken, twilight",,,"смеркнуться, потемнеть","змеркнуцца, пашарэць, прыцьмець ","потемніти, сутеніти","zmierzchnąć się, pociemnieć, ściemnić się",smráknout se,zmrknúť sa,!zmračiti se,smračiti se,"смркнути, смрачити ","смркна, затемни",стъмна се,!,"!verfinstern, verdunkeln, Zwielicht","donker worden, schemeren","!senlumigxos, mallumigi, krepusko",354,cs+,!
21174,sunųti,,v.tr. pf.,1,"thrust, shove",,,сунуть,"сунуць, саўгануць ",сунути,posunąć,"sunout, posouvat","sunúť, posúvať",!suniti,gurnuti,гурнути,"нафрли, бутна","тикам, бутам",!,"!Schub, shove",schuiven,"!antaŭenpuŝo, puŝo",3285,cs+ hr+ pl+ ru+ sk+ uk+,!
20199,sųp,,m.anim.,1,vulture,,,"гриф, стервятник","грыф, сцярвятнік ","гриф, стерв'ятник",sęp,sup,sup,!jastreb,"sup, strvinar, lešinar","лешинар, стрвинар",мршојадец,лешояд,!,!Geier,gier,!vulturo,3904,cs+ hr+ pl+ ru- sk+,!Atomne iony i elektrony měšajut se vkupě kako goreča **supa**.
32086,supa,,f.,1,soup,v pl sh bm,,суп,"суп, зупа (дыял.) ",суп,zupa,polévka,polievka,!juha,juha,супа,супа,супа,!,!Suppe,soep,!supo,5974,be+ bg+ hr+ mk+ pl+ ru~ sk- sr+ uk+,!
15048,super-,,prefix,2,super-,,I,"супер-, сверх-","супер-, звыш- ",супер-,super-,super-,super-,!super-,super-,супер-,супер-,супер,!,!Super-,super-,!super-,7250,be+ bg+ cs+ hr+ hsb+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
35211,superdŕžava,,f.,2,superpower (state),v,,сверхдержава,звышдзяржава ,наддержава,supermocarstwo,supervelmoc (stát),superveľmoc (štát),!velesila,"supersila, velesila",суперсила,"суперсила, супер држава",суперсила (държава),!,!Supermacht (state),supermacht,!superpotenco (stato),2530,mk+ pl-,!Poslě razpada SSSR Sjedinjene štaty Ameriky stali jedinoju **superdržavoju** světa.
35239,superheroj,,m.anim.,1,superhero,v j,,супергерой,супергерой ,супергерой,superbohater,superhrdina,superhrdina,!superjunak,superheroj,"суперјунак, суперхерој",суперхерој,супергерой,!,!Superheld,superheld,!superhéroe,3822,bg+ hr+ mk+ pl+ ru+ sk+,!
1445,supermarket,,m.,2,supermarket,,I,супермаркет,супермаркет ,супермаркет,supermarket,supermarket,supermarket,!supermarket,supermarket,супермаркет,супермаркет,супермаркет,!,Supermarkt,supermarkt,!superbazaro,5655,be+ bg+ cs+ hr+ mk+ pl+ ru+ sk+ sl+ sr+ uk+,!
35050,sųpėrničstvo,,n.sg.,1,"rivalry, competition",v cs sh bm,,"соперничество, конкуренция","суперніцтва, саперніцтва, канкурэнцыя","суперництво, конкуренція",rywalizacja,"soupeření, rivalita, konkurence","súperenie, rivalita, konkurencia",!tekmovanje,"suparništvo, rivalstvo",супарништво,соперништво,"съперничество, конкуренция",!,"!Rivalität, Wettbewerb","rivaliteit, concurrentie","!rivaleco, konkurado",4371,hr+ pl- ru+ sk+ sr~ uk+,!
1431,sųpėrnik,,m.anim.,1,"rival, competitor",v cs sh bm,,"соперник, конкурент","супернік, спадужнік, супар, спаборнік, канкурэнт","суперник, конкурент",rywal,"soupeř, konkurent, rival","súper, rival, konkurent",!tekmec,"suparnik, rival, konkurent",супарник,соперник,"съперник, конкурент",!,"!Rivale, Wettbewerber","rivaal, concurrent","!rivalo, konkuranto",4801,bg+ hr+ mk+ pl- ru~ sk+ sr+ uk+,!
