authority_pdf_page	authority_role	comparator_pdf_page	comparator_role	source_volume_page	source_volume_coordinate_definition	paper_folio	paper_folio_coordinate_definition	paper_folio_visibility	running_locator	prompt_id	authority_sha256	work_disposition	copy_matter_disposition	visual_object_policy	major_marker
126	CONTROLLING_IAS_NUMBER22	126	COLLECTED_SPLIT_COMPARISON_ONLY	619	COLLECTED_PAPERS_VOLUME_II_PAGE	268	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-126	P21	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
127	CONTROLLING_IAS_NUMBER22	127	COLLECTED_SPLIT_COMPARISON_ONLY	620	COLLECTED_PAPERS_VOLUME_II_PAGE	269	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-127	P22	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
128	CONTROLLING_IAS_NUMBER22	128	COLLECTED_SPLIT_COMPARISON_ONLY	621	COLLECTED_PAPERS_VOLUME_II_PAGE	270	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-128	P22	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
129	CONTROLLING_IAS_NUMBER22	129	COLLECTED_SPLIT_COMPARISON_ONLY	622	COLLECTED_PAPERS_VOLUME_II_PAGE	271	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-129	P22	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
130	CONTROLLING_IAS_NUMBER22	130	COLLECTED_SPLIT_COMPARISON_ONLY	623	COLLECTED_PAPERS_VOLUME_II_PAGE	272	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-130	P22	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
131	CONTROLLING_IAS_NUMBER22	131	COLLECTED_SPLIT_COMPARISON_ONLY	624	COLLECTED_PAPERS_VOLUME_II_PAGE	273	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-131	P22	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
132	CONTROLLING_IAS_NUMBER22	132	COLLECTED_SPLIT_COMPARISON_ONLY	625	COLLECTED_PAPERS_VOLUME_II_PAGE	274	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-132	P22	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
133	CONTROLLING_IAS_NUMBER22	133	COLLECTED_SPLIT_COMPARISON_ONLY	626	COLLECTED_PAPERS_VOLUME_II_PAGE	275	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-133	P23	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
134	CONTROLLING_IAS_NUMBER22	134	COLLECTED_SPLIT_COMPARISON_ONLY	627	COLLECTED_PAPERS_VOLUME_II_PAGE	276	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-134	P23	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
135	CONTROLLING_IAS_NUMBER22	135	COLLECTED_SPLIT_COMPARISON_ONLY	628	COLLECTED_PAPERS_VOLUME_II_PAGE	277	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-135	P23	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
136	CONTROLLING_IAS_NUMBER22	136	COLLECTED_SPLIT_COMPARISON_ONLY	629	COLLECTED_PAPERS_VOLUME_II_PAGE	278	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-136	P23	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
137	CONTROLLING_IAS_NUMBER22	137	COLLECTED_SPLIT_COMPARISON_ONLY	630	COLLECTED_PAPERS_VOLUME_II_PAGE	279	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-137	P23	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
138	CONTROLLING_IAS_NUMBER22	138	COLLECTED_SPLIT_COMPARISON_ONLY	631	COLLECTED_PAPERS_VOLUME_II_PAGE	280	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-138	P23	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
139	CONTROLLING_IAS_NUMBER22	139	COLLECTED_SPLIT_COMPARISON_ONLY	632	COLLECTED_PAPERS_VOLUME_II_PAGE	281	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-139	P24	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
140	CONTROLLING_IAS_NUMBER22	140	COLLECTED_SPLIT_COMPARISON_ONLY	633	COLLECTED_PAPERS_VOLUME_II_PAGE	282	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-140	P24	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
141	CONTROLLING_IAS_NUMBER22	141	COLLECTED_SPLIT_COMPARISON_ONLY	634	COLLECTED_PAPERS_VOLUME_II_PAGE	283	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-141	P24	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
142	CONTROLLING_IAS_NUMBER22	142	COLLECTED_SPLIT_COMPARISON_ONLY	635	COLLECTED_PAPERS_VOLUME_II_PAGE	284	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-142	P24	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
143	CONTROLLING_IAS_NUMBER22	143	COLLECTED_SPLIT_COMPARISON_ONLY	636	COLLECTED_PAPERS_VOLUME_II_PAGE	285	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-143	P24	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
144	CONTROLLING_IAS_NUMBER22	144	COLLECTED_SPLIT_COMPARISON_ONLY	637	COLLECTED_PAPERS_VOLUME_II_PAGE	286	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-144	P24	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
145	CONTROLLING_IAS_NUMBER22	145	COLLECTED_SPLIT_COMPARISON_ONLY	638	COLLECTED_PAPERS_VOLUME_II_PAGE	287	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-145	P25	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
146	CONTROLLING_IAS_NUMBER22	146	COLLECTED_SPLIT_COMPARISON_ONLY	639	COLLECTED_PAPERS_VOLUME_II_PAGE	288	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-146	P25	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
147	CONTROLLING_IAS_NUMBER22	147	COLLECTED_SPLIT_COMPARISON_ONLY	640	COLLECTED_PAPERS_VOLUME_II_PAGE	289	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-147	P25	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
148	CONTROLLING_IAS_NUMBER22	148	COLLECTED_SPLIT_COMPARISON_ONLY	641	COLLECTED_PAPERS_VOLUME_II_PAGE	290	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-148	P25	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
149	CONTROLLING_IAS_NUMBER22	149	COLLECTED_SPLIT_COMPARISON_ONLY	642	COLLECTED_PAPERS_VOLUME_II_PAGE	291	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-149	P25	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	VII. La courbe de Tate
150	CONTROLLING_IAS_NUMBER22	150	COLLECTED_SPLIT_COMPARISON_ONLY	643	COLLECTED_PAPERS_VOLUME_II_PAGE	292	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-150	P25	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
151	CONTROLLING_IAS_NUMBER22	151	COLLECTED_SPLIT_COMPARISON_ONLY	644	COLLECTED_PAPERS_VOLUME_II_PAGE	293	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-151	P26	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
152	CONTROLLING_IAS_NUMBER22	152	COLLECTED_SPLIT_COMPARISON_ONLY	645	COLLECTED_PAPERS_VOLUME_II_PAGE	294	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-152	P26	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
153	CONTROLLING_IAS_NUMBER22	153	COLLECTED_SPLIT_COMPARISON_ONLY	646	COLLECTED_PAPERS_VOLUME_II_PAGE	295	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-153	P26	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
154	CONTROLLING_IAS_NUMBER22	154	COLLECTED_SPLIT_COMPARISON_ONLY	647	COLLECTED_PAPERS_VOLUME_II_PAGE	296	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-154	P26	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
155	CONTROLLING_IAS_NUMBER22	155	COLLECTED_SPLIT_COMPARISON_ONLY	648	COLLECTED_PAPERS_VOLUME_II_PAGE	297	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-155	P26	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
156	CONTROLLING_IAS_NUMBER22	156	COLLECTED_SPLIT_COMPARISON_ONLY	649	COLLECTED_PAPERS_VOLUME_II_PAGE	298	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-156	P26	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
157	CONTROLLING_IAS_NUMBER22	157	COLLECTED_SPLIT_COMPARISON_ONLY	650	COLLECTED_PAPERS_VOLUME_II_PAGE	299	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-157	P27	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
158	CONTROLLING_IAS_NUMBER22	158	COLLECTED_SPLIT_COMPARISON_ONLY	651	COLLECTED_PAPERS_VOLUME_II_PAGE	300	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-158	P27	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
159	CONTROLLING_IAS_NUMBER22	159	COLLECTED_SPLIT_COMPARISON_ONLY	652	COLLECTED_PAPERS_VOLUME_II_PAGE	301	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-159	P27	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
160	CONTROLLING_IAS_NUMBER22	160	COLLECTED_SPLIT_COMPARISON_ONLY	653	COLLECTED_PAPERS_VOLUME_II_PAGE	302	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-160	P27	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
161	CONTROLLING_IAS_NUMBER22	161	COLLECTED_SPLIT_COMPARISON_ONLY	654	COLLECTED_PAPERS_VOLUME_II_PAGE	303	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-161	P27	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
162	CONTROLLING_IAS_NUMBER22	162	COLLECTED_SPLIT_COMPARISON_ONLY	655	COLLECTED_PAPERS_VOLUME_II_PAGE	304	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-162	P27	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
163	CONTROLLING_IAS_NUMBER22	163	COLLECTED_SPLIT_COMPARISON_ONLY	656	COLLECTED_PAPERS_VOLUME_II_PAGE	305	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-163	P28	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
164	CONTROLLING_IAS_NUMBER22	164	COLLECTED_SPLIT_COMPARISON_ONLY	657	COLLECTED_PAPERS_VOLUME_II_PAGE	306	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-164	P28	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
165	CONTROLLING_IAS_NUMBER22	165	COLLECTED_SPLIT_COMPARISON_ONLY	658	COLLECTED_PAPERS_VOLUME_II_PAGE	307	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-165	P28	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
166	CONTROLLING_IAS_NUMBER22	166	COLLECTED_SPLIT_COMPARISON_ONLY	659	COLLECTED_PAPERS_VOLUME_II_PAGE	308	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-166	P28	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
167	CONTROLLING_IAS_NUMBER22	167	COLLECTED_SPLIT_COMPARISON_ONLY	660	COLLECTED_PAPERS_VOLUME_II_PAGE	309	ORIGINAL_ANTWERP_PROCEEDINGS_PAGE	VISIBLE	DeRa-167	P28	201E758341C69FC4CD635104B965A67BEDDAF93C295FBEEA36CA37118E174864	INCLUDE_EXACT_WORK	RUNNING_DERA_LOCATOR_AND_PRINTED_FOLIO_EXCLUDE_BODY_RETAIN_PROVENANCE	REPLAY_ALL_FORMULAS_DIAGRAMS_TABLES;_USE_PAIRED_RAW_CROP_DERIVATIVE_IF_EDITABLE_ENCODING_UNSAFE	Scholarly body continuation
