"concept","source_file","branch_head","source_context_locator","reviewer_question","formula_neighboring_usage_note","source_evidence_id","status_label","route_to_lane","hard_boundary","support_id","target_rendering_status","language_gate","term_alternatives_or_register_notes","target_rendering","row_origin"
"ring","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-4:line-13:utf16-74","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only with the exact source context row.","FA-IDEAL-003-E003","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0112","source-attested-form-in-exact-context; not accepted terminology","fa_IR","source form only; no accepted terminology claim","حلقه","postpush_source_gated_pretranslation"
"ideal","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-4:line-15:utf16-18","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","FA-IDEAL-003-E004","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0113","source-attested-form-in-exact-context; not accepted terminology","fa_IR","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","ایدهآل","postpush_source_gated_pretranslation"
"ring","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-4:line-23:utf16-4","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only with the exact source context row.","FA-IDEAL-003-E005","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0114","source-attested-form-in-exact-context; not accepted terminology","fa_IR","source form only; no accepted terminology claim","حلقه","postpush_source_gated_pretranslation"
"ideal","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-4:line-25:utf16-26","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","FA-IDEAL-003-E006","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0115","source-attested-form-in-exact-context; not accepted terminology","fa_IR","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","ایدهآل","postpush_source_gated_pretranslation"
"ideal","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-4:line-34:utf16-75","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","FA-IDEAL-003-E007","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0116","source-attested-form-in-exact-context; not accepted terminology","fa_IR","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","ایدهآل","postpush_source_gated_pretranslation"
"ring","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-4:line-34:utf16-88","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only with the exact source context row.","FA-IDEAL-003-E008","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0117","source-attested-form-in-exact-context; not accepted terminology","fa_IR","source form only; no accepted terminology claim","حلقه","postpush_source_gated_pretranslation"
"ideal","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-5:line-1:utf16-108","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","FA-IDEAL-003-E009","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0118","source-attested-form-in-exact-context; not accepted terminology","fa_IR","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","ایدهآل","postpush_source_gated_pretranslation"
"ring","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-5:line-13:utf16-28","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only with the exact source context row.","FA-IDEAL-003-E010","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0119","source-attested-form-in-exact-context; not accepted terminology","fa_IR","source form only; no accepted terminology claim","حلقه","postpush_source_gated_pretranslation"
"ideal","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-5:line-14:utf16-36","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","FA-IDEAL-003-E011","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0120","source-attested-form-in-exact-context; not accepted terminology","fa_IR","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","ایدهآل","postpush_source_gated_pretranslation"
"ideal","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-5:line-15:utf16-1","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","FA-IDEAL-003-E012","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0121","source-attested-form-in-exact-context; not accepted terminology","fa_IR","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","ایدهآل","postpush_source_gated_pretranslation"
"ring","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-5:line-15:utf16-90","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only with the exact source context row.","FA-IDEAL-003-E013","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0122","source-attested-form-in-exact-context; not accepted terminology","fa_IR","source form only; no accepted terminology claim","حلقه","postpush_source_gated_pretranslation"
"ideal","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-6:line-6:utf16-11","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","FA-IDEAL-003-E014","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0123","source-attested-form-in-exact-context; not accepted terminology","fa_IR","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","ایدهآل","postpush_source_gated_pretranslation"
"ideal","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-6:line-7:utf16-63","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","FA-IDEAL-003-E015","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0124","source-attested-form-in-exact-context; not accepted terminology","fa_IR","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","ایدهآل","postpush_source_gated_pretranslation"
"ideal","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-6:line-8:utf16-1","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","FA-IDEAL-003-E016","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0125","source-attested-form-in-exact-context; not accepted terminology","fa_IR","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","ایدهآل","postpush_source_gated_pretranslation"
"ideal","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-6:line-10:utf16-55","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","FA-IDEAL-003-E017","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0126","source-attested-form-in-exact-context; not accepted terminology","fa_IR","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","ایدهآل","postpush_source_gated_pretranslation"
"ring","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-6:line-10:utf16-19","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only with the exact source context row.","FA-IDEAL-003-E018","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0127","source-attested-form-in-exact-context; not accepted terminology","fa_IR","source form only; no accepted terminology claim","حلقه","postpush_source_gated_pretranslation"
"ideal","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-6:line-13:utf16-33","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","FA-IDEAL-003-E019","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0128","source-attested-form-in-exact-context; not accepted terminology","fa_IR","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","ایدهآل","postpush_source_gated_pretranslation"
"ideal","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-6:line-17:utf16-71","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","FA-IDEAL-003-E020","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0129","source-attested-form-in-exact-context; not accepted terminology","fa_IR","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","ایدهآل","postpush_source_gated_pretranslation"
"ideal","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-6:line-18:utf16-75","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","FA-IDEAL-003-E021","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0130","source-attested-form-in-exact-context; not accepted terminology","fa_IR","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","ایدهآل","postpush_source_gated_pretranslation"
"ideal","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-6:line-19:utf16-28","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","FA-IDEAL-003-E022","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0131","source-attested-form-in-exact-context; not accepted terminology","fa_IR","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","ایدهآل","postpush_source_gated_pretranslation"
"ring","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-6:line-19:utf16-107","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only with the exact source context row.","FA-IDEAL-003-E023","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0132","source-attested-form-in-exact-context; not accepted terminology","fa_IR","source form only; no accepted terminology claim","حلقه","postpush_source_gated_pretranslation"
"ideal","source-bodies\fa_IR\FA-IDEAL-003_KHU_nil_graphs_ideals.pdf","c7fb7e644e04102b67cc5da379ba9d4226feaef8","pdf-page-6:line-20:utf16-83","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use only next to ideal notation, inclusion, quotient/localization, or ring-structure context in the cited source row.","FA-IDEAL-003-E024","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Persian/Farsi draft lane only; not Dari/Tajik/Urdu","no bridge promotion; no native review; no accepted terminology; no license clearance; no source certification; no gate promotion; no translation completion","POSTPUSH-C2-DRAFT-0133","source-attested-form-in-exact-context; not accepted terminology","fa_IR","ایده‌آل | ایده آل | ایدهآل | ایدهال; spacing/normalization variants remain review-only","ایدهآل","postpush_source_gated_pretranslation"
"linear algebra","language-source-bodies/rtl-persianate-arabic","c7fb7e644e04102b67cc5da379ba9d4226feaef8","linear algebra","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Keep Latin variables and formulas such as Ax=b or V inside LTR/math spans; Arabic phrase sits outside formula tokens.","S06-RTL-0008;S06-RTL-0019;S06-RTL-0020;S06-RTL-0021;S06-RTL-0022;S06-RTL-0030;S06-RTL-0031;S06-RTL-0032","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","ar scoped draft support only","Does not authorize Persian/Farsi, Dari, Tajik, Urdu, or Turkic usage.","POSTPUSH-S06-DRAFT-ar-linear-algebra","generated-draft; draft; non-canonical; not-native-reviewed","ar","جبر خطي; الجبر الخطي","الجبر الخطي","postpush_source_gated_pretranslation"
"Noetherian ring","language-source-bodies/rtl-persianate-arabic","c7fb7e644e04102b67cc5da379ba9d4226feaef8","ring, ideal, Noetherian ring","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","When R is named next to Arabic text, keep R in math/LTR isolation and avoid reshaping formulas around Arabic punctuation.","S06-RTL-0001;S06-RTL-0002;S06-RTL-0003;S06-RTL-0004;S06-RTL-0005;S06-RTL-0006;S06-RTL-0007;S06-RTL-0008","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","ar scoped draft support only","Arabic ring terminology does not cover Persian/Farsi ring terminology.","POSTPUSH-S06-DRAFT-ar-ring-noetherian","generated-draft; draft; non-canonical; not-native-reviewed","ar","حلقة نوثرية; الحلقات النويثرية; حلقة ناظمية only where the source itself uses that register","حلقة نوثرية","postpush_source_gated_pretranslation"
"linear algebra","language-source-bodies/rtl-persianate-arabic","c7fb7e644e04102b67cc5da379ba9d4226feaef8","linear algebra","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Use Persian RTL prose around unchanged LTR formulas; do not Persianize variable names such as A, x, V unless source context does.","S06-RTL-0098;S06-RTL-0099;S06-RTL-0183;S06-RTL-0186","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","fa_IR scoped draft support only","fa_IR evidence does not authorize Dari, Tajik, Urdu, Arabic, or Pan-Turkic rows.","POSTPUSH-S06-DRAFT-fa-linear-algebra","generated-draft; draft; non-canonical; not-native-reviewed","fa_IR","جبر خطی; جبر برداری only if a source row independently supports it","جبر خطی","postpush_source_gated_pretranslation"
"ring / module / ideal / Noetherian","language-source-bodies/rtl-persianate-arabic","c7fb7e644e04102b67cc5da379ba9d4226feaef8","ring, module, ideal, Noetherian algebra","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","For R-modules, keep the hyphen or math notation stable: R-مدول or مدول روی R according to local source context.","S06-RTL-0092;S06-RTL-0093;S06-RTL-0094;S06-RTL-0095;S06-RTL-0096;S06-RTL-0097;S06-RTL-0098;S06-RTL-0099","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","fa_IR scoped draft support only","Persian/Farsi rows do not cover Arabic or Dari/Tajik without their own witnesses.","POSTPUSH-S06-DRAFT-fa-ring-module","generated-draft; draft; non-canonical; not-native-reviewed","fa_IR","حلقه; مدول; ایده‌آل; ایده آل; جبر نوتری","حلقه / مدول / ایده‌آل / نوتری","postpush_source_gated_pretranslation"
"linear algebra","language-source-bodies/rtl-persianate-arabic","c7fb7e644e04102b67cc5da379ba9d4226feaef8","Dari linear algebra and algebra course/book witnesses","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Dari RTL prose should keep formulas and course codes LTR; do not import Iran-only register without a Dari source row.","S06-RTL-0109;S06-RTL-0110;S06-RTL-0114;S06-RTL-0115;S06-RTL-0116;S06-RTL-0117;S06-RTL-0164;S06-RTL-0165","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","prs_AF scoped draft support only","Dari support is not Persian/Farsi support and not Tajik support.","POSTPUSH-S06-DRAFT-prs-linear-algebra","generated-draft; draft; non-canonical; not-native-reviewed","prs_AF","الجبر خطی; جبر خطی","جبر خطی","postpush_source_gated_pretranslation"
"linear algebra / vector space / matrix","language-source-bodies/rtl-persianate-arabic","c7fb7e644e04102b67cc5da379ba9d4226feaef8","Tajik Cyrillic linear algebra","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Tajik Cyrillic prose is LTR; formula-neighboring caution is mostly about preserving math notation, not bidi shaping.","S06-RTL-0118;S06-RTL-0119;S06-RTL-0120;S06-RTL-0121;S06-RTL-0122;S06-RTL-0126;S06-RTL-0127;S06-RTL-0128","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","tg_Cyrl_TJ scoped draft support only","Tajik Cyrillic evidence is not authorized by fa_IR and does not authorize fa_IR.","POSTPUSH-S06-DRAFT-tg-linear-algebra","generated-draft; draft; non-canonical; not-native-reviewed","tg_Cyrl_TJ","алгебраи хаттӣ; фазои векторӣ; матритса; вектор","алгебраи хаттӣ / фазои векторӣ / матритса","postpush_source_gated_pretranslation"
"ring / field","language-source-bodies/rtl-persianate-arabic","c7fb7e644e04102b67cc5da379ba9d4226feaef8","Tajik algebra, ring, field","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Keep R, K, F and displayed algebra notation unchanged next to Cyrillic prose.","S06-RTL-0119;S06-RTL-0120;S06-RTL-0121;S06-RTL-0122;S06-RTL-0128;S06-RTL-0129;S06-RTL-0130;S06-RTL-0131","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","tg_Cyrl_TJ scoped draft support only","No Dari/Persian/Turkic merge is implied.","POSTPUSH-S06-DRAFT-tg-ring-field","generated-draft; draft; non-canonical; not-native-reviewed","tg_Cyrl_TJ","ҳалқа; майдон","ҳалқа / майдон","postpush_source_gated_pretranslation"
"Noetherian ring / left Noetherian ring / right Noetherian ring","language-source-bodies/rtl-persianate-arabic","c7fb7e644e04102b67cc5da379ba9d4226feaef8","Uyghur Arabic-script Noetherian/ring terminology","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","Uyghur Arabic-script prose is RTL; keep R and chain-condition formulas in LTR/math spans.","S06-RTL-0142;S06-RTL-0143;S06-RTL-0144;S06-RTL-0145;S06-RTL-0146;S06-RTL-0147;S06-RTL-0148;S06-RTL-0149","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","ug_Arab scoped draft support only","Uyghur evidence does not authorize Ottoman, Turkish, Arabic, Persian, or Urdu.","POSTPUSH-S06-DRAFT-ug-noetherian-ring","generated-draft; draft; non-canonical; not-native-reviewed","ug_Arab","نوئېتېر ھالقىسى; سول نوئېتېر ھالقىسى; ئوڭ نوئېتېر ھالقىسى; ھالقا","نوئېتېر ھالقىسى / سول نوئېتېر ھالقىسى / ئوڭ نوئېتېر ھالقىسى","postpush_source_gated_pretranslation"
"Urdu Wikibooks linear algebra overview","source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","c7fb7e644e04102b67cc5da379ba9d4226feaef8","line 2; 30 exact-context matches","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","technical-prose-context; preserve Urdu RTL script around LTR formula/math tokens.","UR-WB-LA-000-E001;UR-WB-LA-000-E002;UR-WB-LA-000-E003;UR-WB-LA-000-E004;UR-WB-LA-000-E005","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Urdu source-acquisition/support lane only","Urdu does not authorize Arabic/Persian/Dari/Tajik/Pan-Turkic rows; generated support remains non-canonical.","POSTPUSH-UR-لکیری_الجبرا-30","source-context term support; generated-draft/non-canonical if consumed","ur_Arab","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","لکیری الجبرا","postpush_source_gated_pretranslation"
"Urdu Wikibooks linear algebra overview","source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","c7fb7e644e04102b67cc5da379ba9d4226feaef8","line 12; 136 exact-context matches","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","UR-WB-LA-000-E011;UR-WB-LA-000-E012;UR-WB-LA-001-E003;UR-WB-LA-001-E004;UR-WB-LA-001-E005","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Urdu source-acquisition/support lane only","Urdu does not authorize Arabic/Persian/Dari/Tajik/Pan-Turkic rows; generated support remains non-canonical.","POSTPUSH-UR-سمتیہ-136","source-context term support; generated-draft/non-canonical if consumed","ur_Arab","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","سمتیہ","postpush_source_gated_pretranslation"
"Urdu Wikibooks linear algebra overview","source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","c7fb7e644e04102b67cc5da379ba9d4226feaef8","line 12; 5 exact-context matches","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","UR-WB-LA-000-E013;UR-WB-LA-000-E014;UR-WB-LA-000-E015;UR-WB-LA-006-E020;UR-WB-LA-006-E021","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Urdu source-acquisition/support lane only","Urdu does not authorize Arabic/Persian/Dari/Tajik/Pan-Turkic rows; generated support remains non-canonical.","POSTPUSH-UR-فضاء-5","source-context term support; generated-draft/non-canonical if consumed","ur_Arab","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","فضاء","postpush_source_gated_pretranslation"
"Urdu Wikibooks linear algebra overview","source-bodies\ur_Arab\UR-WB-LA-000_main_ur_wikibooks_linear_algebra_raw.wikitext","c7fb7e644e04102b67cc5da379ba9d4226feaef8","line 14; 20 exact-context matches","Can a qualified reviewer confirm this generated-draft rendering/register in the cited source context for this language gate only?","formula-or-definition-neighboring-candidate; preserve Urdu RTL script around LTR formula/math tokens.","UR-WB-LA-000-E016;UR-WB-LA-006-E022;UR-WB-LA-006-E023;UR-WB-LA-006-E024;UR-WB-LA-006-E025","generated-draft; non-canonical; not-native-reviewed; c7fb current-head continuation","Urdu source-acquisition/support lane only","Urdu does not authorize Arabic/Persian/Dari/Tajik/Pan-Turkic rows; generated support remains non-canonical.","POSTPUSH-UR-ویژہ-20","source-context term support; generated-draft/non-canonical if consumed","ur_Arab","Urdu source term carried as source-context support only; do not merge with Hindi/Hindustani or Persian.","ویژہ","postpush_source_gated_pretranslation"
