delta_id,base_head,current_head,path,status,additions,deletions,changes,category,lane_hint,required_action,boundary,b3_route
AC6F4E-DELTA-0233,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/BRANCH_212DFB_REMOTE_VERIFICATION.json,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0234,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/BRANCH_212DFB_TREE_META.json,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0235,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/DO_NOT_USE_APPLICATION_ROWS_212DFB.csv,added,0,0,0,adverse/do-not-use;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0236,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/DO_NOT_USE_APPLICATION_ROWS_212DFB.json,added,0,0,0,adverse/do-not-use;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0237,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/FABLE_REQUIREMENTS_ACKNOWLEDGED_20260706.md,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0238,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/FABLE_REQUIREMENT_COVERAGE_212DFB.csv,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0239,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/FABLE_REQUIREMENT_COVERAGE_212DFB.json,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0240,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/FINAL_VALIDATION.json,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0241,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/MANIFEST.csv,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0242,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/PACKAGE_SUMMARY.csv,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0243,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/PACKAGE_SUMMARY.json,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0244,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/PERSIANATE_TAJIK_SOURCE_BACKED_ROUTING_ROWS_212DFB.csv,added,0,0,0,authority-boundary,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0245,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/PERSIANATE_TAJIK_SOURCE_BACKED_ROUTING_ROWS_212DFB.json,added,0,0,0,authority-boundary,Persianate/Tajik,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0246,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/README.md,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0247,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/SHA256SUMS.txt,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0248,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/STANDARDIZATION_RECOVERY_ROWS_212DFB.csv,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0249,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/STANDARDIZATION_RECOVERY_ROWS_212DFB.json,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0250,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/STANDARDIZATION_SOURCE_BODY_INDEX_212DFB.csv,added,0,0,0,source-use;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0251,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/STANDARDIZATION_SOURCE_BODY_INDEX_212DFB.json,added,0,0,0,source-use;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0252,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/STANDARDIZATION_SOURCE_SIGNAL_COUNTS_212DFB.csv,added,0,0,0,authority-boundary,R6,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0253,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/STANDARDIZATION_SOURCE_SIGNAL_COUNTS_212DFB.json,added,0,0,0,authority-boundary,R6,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0254,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/001__.github__copilot-instructions.md,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0255,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/002__00_DISPATCH_ALL_IDLE_SESSIONS_NOW_20260705.md,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0256,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/003__00_SET_EVERY_ASSIGNED_GOAL_VERBATIM_NOW_20260705.md,added,0,0,0,authority-boundary,R6,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0257,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/004__AGENTS.md,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0258,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/005__FABLE_INTERLANGUAGE_PROGRAM_BLOCKING_DIRECTIVE_20260705.md,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0259,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/006__SET_THIS_AS_YOUR_GOAL_VERBATIM_20260705.md,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0260,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/007__coordination__OTHER_PC_ACTIVE_DISPATCH_BOARD_20260705.md,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0261,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/008__coordination__OTHER_PC_SESSION_MANAGER_AND_LOGBOOK_DIRECTIVE_20260705.md,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0262,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/009__coordination__TO_OTHER_AI_LATEX_SOURCE_DIRECTIVE_20260705.md,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0263,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/010__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.json,added,0,0,0,adverse/do-not-use;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0264,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/011__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__DO_NOT_USE_LEDGER_20260704.md,added,0,0,0,adverse/do-not-use;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0265,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/012__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.json,added,0,0,0,branch-weight;marginal-intelligibility;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0266,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/013__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.md,added,0,0,0,branch-weight;marginal-intelligibility;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0267,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/014__interlanguage-sidecar__20260705__fable_chatgpt_interlingua_program_full__interlingua_program_20260704__user__made__flr__with__chat__web__stuff__enclosures__WEIGHTED_INTELLIGIBILITY_SCORES_v3_20260704.md,added,0,0,0,branch-weight;marginal-intelligibility;authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
AC6F4E-DELTA-0268,212dfb1c7728f7c23274714434aa35d590e1aab7,ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e,uploader-transfer/post-212df-output-drift-20260706/noether-interlanguage-method-authority/outputs/INTERLANGUAGE_WHOLE_CORPUS_212DFB_AUTHORITY_RECOVERY_20260706/branch_inputs/015__interlanguage-sidecar__20260706__claude_chatgpt_interlingua_program_full_provenance_dump__README_FOR_OTHER_PC_CODEX.md,added,0,0,0,authority-boundary,cross-lane/unspecified,B3/current-lane inspect for source-use/Fable/interlanguage relevance,"AC6F4E current-head authority refresh/support only; generated-draft/noncanonical/source-use/provenance/gap labels; no native review, community consent, accepted terminology, canonical approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion",B3/package steward packages; this lane does not push and does not use GitHub Issues
