term_id,chosen_form_latin,f10_flag,E,W,S,I,X,safe_to_show_external,required_fix,route,route_key,c2_priority,shelf_langs,witness_writeback_level,witness_writeback_concept
ISV-vollstaendig_reduzibel--popolno_reducibilny,popolno reducibilny,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-vollstaendig_reduzible_gruppe--popolno_reducibilna_,popolno reducibilna grupa,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,group,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,group
ISV-vollständig-reduzible_ideale--polno_redukovane_ide,polno redukovane idealy,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,ideal
ISV-vollständig_reduzibel--popolno_reducibilny,popolno reducibilny,F10-0,3,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-vollständig_reduzibel--popolno_reducibilny_,popolno reducibilny / popolna reducibilnost,F10-0,3,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-vollständig_reduzibel_zweiter_art--polno_razložimy_drug,polno razložimy drugogo roda,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,completely reducible,False,,,
ISV-vollständig_reduzible_ideale--polno_redukovane_ide,polno redukovane idealy,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,ideal
ISV-vollständige_matrixalgebra--polna_matrična_algeb,polna matrična algebra,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,algebr,False,all_shelves,,
ISV-vollständige_reduzibilität_erster_art--polna_razložimost_pr,polna razložimost prvogo roda,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,definition,True,ar;es;fa;fr,,
ISV-vom_nullideal_verschieden--različny_od_nulovogo,različny od nulovogo ideala,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-vom_nullideal_verschiedenes_ideal--ideal_razny_od_nulov,ideal razny od nulovogo ideala,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-vom_range_eins--imaje_rang_jedan,imaje rang jedan,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-von_gleichem_typ_von_gleicher_art_in_sec--jednakogo_vida,jednakogo vida,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,least common multiple,False,,,
ISV-von_gleicher_art--jednakogo_vida,jednakogo vida,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,least common multiple,False,,,
ISV-von_null_verschieden_sobald_die_tau_line--nenulovy_skoro_tau_s,"nenulovy, skoro tau sut linearno nezavisne",F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,linear,False,all_shelves,,
ISV-von_null_verschiedenes_element_eine_pote--nenulovy_element_něk,nenulovy element / někoja stepenj izčezaje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,True,es;fr,,
ISV-was_immer_möglich--što_jest_vsegda_možn,što jest vsegda možno,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-weber_e_steinitz_name_normalization--veber_e_štejnic,Veber / E. Štejnic,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-wegen_des_isomorphismus_der_restklassenr--zaradi_izomorfizma_k,zaradi izomorfizma kolc klasov ostatkov,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,izomorf,False,all_shelves,concept_shelf,isomorphism
ISV-werden_reduzibel--stavajut_reducibilne,stavajut reducibilne,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ring,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-wertsysteme--sistemy_vrědnostij,sistemy vrědnostij,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-wesentlich_verschieden--suštno_različne,suštno različne,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,isomorphism,True,,,
ISV-wesentliche_parameter_willkürliche_funkt--suštstvene_parametry,suštstvene parametry / libovoljne funkcije,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-wie_in_1_2_als_ring_gleichen_ranges_defi--definirano_kako_v_1_,"definirano, kako v §1, 2, kako kolco togo samogo ranga",F10-3,2,0,0,0,0,no_fix_first,resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,,
ISV-windschiefe_gerade--mimobežna_prjama,mimobežna prjama,F10-2,3,0,0,0,0,no_fix_first,"back the claim with W/S witness forms from the shelf, or weaken the claim",,,,,,
ISV-wohlordnung--dobro_uporjadkovanje,dobro uporjadkovanje,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,chain condition,False,,,
ISV-wohlordnung_omega_prime--dobro_uporjadkovanje,dobro uporjadkovanje Omega prime,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,chain condition,False,,,
ISV-wohlordnung_wohlordnungssatz--dobro_uporjadkovanje,dobro uporjadkovanje / teorema o dobrom uporjadkovanju,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,teorem,False,all_shelves,,
ISV-wohlordnungssatz--teorema_o_dobrom_upo,teorema o dobrom uporjadkovanju,F10-2,3,0,0,0,0,no_fix_first,"back the claim with W/S witness forms from the shelf, or weaken the claim",,,,,,
ISV-y_verliert_eigenschaft_1--y_gubi_svojstvo_1,Y gubi svojstvo 1,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-zahl-_und_funktionenkörper--čislove_polja_i_polj,čislove polja i polja funkcij,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-zahlenmäßig_festlegen--čislovo_fiksovati,čislovo fiksovati,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-zahlkörper--čislovo_polje,čislovo polje,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-zentrum--centar,centar,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,representation,True,,,
ISV-zentrum_darstellungen_des_zentrums--centar_predstavjenja,centar / predstavjenja centra,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,representation,True,,concept_shelf,representation
ISV-zentrumselement--centralny_element,centralny element,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,True,es;fr,,
ISV-zentrumselement_zentrum--centralny_element_ce,centralny element / centr,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,element,True,es;fr,,
ISV-zerfallen_zerfallende_form--razkladati_se_razkla,razkladati se / razkladna forma,F10-2,2,0,0,0,0,no_fix_first,"back the claim with W/S witness forms from the shelf, or weaken the claim",,,,,,
ISV-zerfallen_zerfallende_formen--razkladajut_se_razkl,razkladajut se / razkladne formy,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-zerfallende_algebra_überall_zerfallend--razložena_algebra_po,razložena algebra; povsudu razložena,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,algebr,False,all_shelves,,
ISV-zerfallende_algebren--unnamed,,F10-1,0,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,group,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-zerfallende_formen--razložime_formy,razložime formy,F10-2,3,0,0,0,0,no_fix_first,"back the claim with W/S witness forms from the shelf, or weaken the claim",,,,,,
ISV-zerfallende_formenreihe--razkladny_ręd_form,razkladny ręd form,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,form,False,all_shelves,,
ISV-zerfallende_formenreihen_oder_formen--razložime_rědy_form_,razložime rědy form ili formy,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-zerfällende_körper_zerfällungskörper--razpadne_polja,razpadne polja,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-zerfällt_zerfallen--razkladaje_se_razkla,razkladaje se / razkladanje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,splitting form,False,,,
ISV-zerfällt_zerfallende_form--razklada_se_razkladn,razklada se / razkladna forma,F10-0,3,1,0,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-zerfällungskörper--polje_razloženja,polje razloženja,F10-0,3,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-zerfällungskörper_separationskörper--razpadno_polje_odcěp,razpadno polje; odcěpno polje,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-zerlegung_in_k_bestandteile_k_untergrupp--razklad_v_k_sostavny,razklad v k sostavnyh česti / k podgrup,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,grup,False,all_shelves,,
ISV-zerlegungsgruppe_verzweigungsstellen_unv--grupa_razloženja_raz,grupa razloženja; razvětvjene města; nerazvětvjeny,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,grup,False,all_shelves,,
ISV-zerlegungssatz--teorema_razloženja,teorema razloženja,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,teorem,False,all_shelves,,
ISV-zerlegungssätze--razložne_teoremy,razložne teoremy,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,,
ISV-zerlegungssätze_für_normen_und_moduln--teoremy_o_razloženju,teoremy o razloženju norm i modulov,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,concept_shelf,module
ISV-zu_p_gehörige_primärkomponente--primarna_komponenta_,primarna komponenta prinadležeča k p,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,group,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-zu_q_isomorphe_körper--polja_izomorfne_k_q,polja izomorfne k Q,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,field
ISV-zugehörige_primideale--sootvětni_prosti_ide,sootvětni prosti idealy,F10-4,2,1,1,0,0,yes_with_definition,keep explicit definition at first use; mark authority-needed in review packet,,,,,concept_shelf,prime ideal
ISV-zugehöriges_primideal--asociovany_prost_ide,asociovany prost ideal,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-zugehöriges_primideal--pridruženy_prosty_id,pridruženy prosty ideal,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-zugehöriges_primideal_im_nicht-kommutati--pridruženy_prosty_id,pridruženy prosty ideal v nekomutativnom slučaju,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-zugehöriges_primideal_section07_uniquene--pridruženy_prosty_id,pridruženy prosty ideal,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-zugehöriges_primideal_zu_p_gehören--asociovany_prosty_id,asociovany prosty ideal / naležati k p,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-zugehöriges_primideal_zugehörige_primzah--pridruženy_prosty_id,pridruženy prosty ideal / pridruženo prosto čislo,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-zulässiges_ideal--dopustimy_ideal,dopustimy ideal,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,ideal
ISV-zuordnung--prirędženje,prirędženje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,isomorphism,True,,,
ISV-zur_axiomatik_idealtheorie--k_aksiomatice_idealt,K aksiomatice ... Idealtheorie,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-zur_kontrolle_der_rechnung--za_kontrolu_računa,za kontrolu računa,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-zurückführung_des_moduls_aν_auf_den_modu--svedenje_modula_aν_k,"svedenje modula (A,ν) k modulu (ν)",F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,concept_shelf,module
ISV-zusammengehörige_wertsysteme_nullstellen--prinaležne_sistemi_v,prinaležne sistemi veličin / sistem nul,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,group,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-zusammenhang_zwischen_idealen_aus_polyno--vez_medžu_idealami_i,vez medžu idealami iz polinomov i modulami iz linearnyh form,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,module
ISV-zusammensetzung--skladanje,skladanje,F10-0,3,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-zusatz--dodatok,dodatok,F10-1,2,0,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,corollary,True,es;fr,concept_shelf,corollary
ISV-zweiseitig_einfach--dvustranno_prosty,dvustranno prosty,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ring,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-zweiseitig_unzerlegbare_ringe--dvustranno_nerazloži,dvustranno nerazložime kolca,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ring,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-zweiseitige_ideale--dvustranne_idealy,dvustranne idealy,F10-1,3,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,ideal
ISV-zweiseitige_klassen--dvustranne_klasy,dvustranne klasy,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ideal,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-zweiter_isomorphiesatz--drugi_teorem_o_izomo,drugi teorem o izomorfizmu,F10-0,3,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-zweiter_isomorphiesatz--drugy_teorem_izomorf,drugy teorem izomorfizma,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,teorem,False,all_shelves,,
ISV-zweiter_isomorphiesatz--drugy_teorem_o_izomo,drugy teorem o izomorfizmu,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,teorem,False,all_shelves,,
ISV-zwischendarstellungen--medžupredstavjenja,medžupredstavjenja,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,representation,True,,,
ISV-zwischenkörper--medžupolja_medžupolj,medžupolja / medžupolj,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-zwischenkörper--medžupolje,medžupolje,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-zwischenkörper_durchschnittskörper--medžupolje_polje_prě,medžupolje / polje prěsěka,F10-0,2,1,1,0,0,yes,record witness forms in the term row (currently prose/shelf only),,,,,,
ISV-zwischenring--medžukolco,medžukolco,F10-3,2,0,0,0,0,no_fix_first,resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,,
ISV-zyklisch_dicksonscher_typus--ciklična_dicksonov_t,ciklična / Dicksonov tip,F10-0,2,0,0,0,1,yes,add W/S witness forms or explicit gap note from the 20-source shelf,,,,,,
ISV-zyklische_gruppen--ciklične_grupy,ciklične grupy,F10-1,2,1,1,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,group,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,concept_shelf,group
ISV-äquivalenter_erweiterungskörper_erweiter--ekvivalentno_razširj,ekvivalentno razširjeno polje / razširjeno kolco,F10-3,2,1,1,0,0,no_fix_first,resolve vs okruh/prsten/kolobar with access-gain ledger + Interslavic authority input before external showing,,,,,,
ISV-überall_zerfallende_algebra--povsudu_razložena_al,povsudu razložena algebra,F10-2,2,0,0,0,0,no_fix_first,"back the claim with W/S witness forms from the shelf, or weaken the claim",,,,,,
ISV-überblick_über_die_bildung_des_systems--obzor_tvorjenja_sist,Obzor tvorjenja sistema,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,determinant,True,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-übergang_von_der_ordnung_zu_den_ringen_e--prěhod_od_porjadka_k,prěhod od porjadka k kolcam konečnogo ranga vzhodno k polju,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ring,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-übergang_zu_endlichen_erweiterungskörper--prěhod_k_konečnym_ra,prěhod k konečnym razširjenjam polj,F10-1,3,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,field,True,ar;be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-übergang_zu_erweiterungsringen--prěhod_k_razširjenym,prěhod k razširjenym kolcam,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,ring,True,be;bg;bs;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-übergangssubstitution--prěhodno_prěobraženj,prěhodno prěobraženje,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,C_concept_linked_shelf_plausible,substitution,False,,,
ISV-übernommene_formen--vzete_formy,vzete formy,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-überschiebung_über_eine_funktionaldeterm--transvekcija_črez_fu,transvekcija črez funkcionalny determinant,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,determinant,True,ar;bg;cs;es;fa;fr;hr;mk;pl;sk;sl;sr,,
ISV-überschiebungen--prěkrivanja,prěkrivanja,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,covariant,True,es;fr,,
ISV-übertragung_aus_dem_binären_gebiet--prěnos_iz_binarnoj_o,prěnos iz binarnoj oblasti,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-übertragungsprinzip--načelo_prěnosa,načelo prěnosa,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,D_no_route_true_gap,,False,,,
ISV-übertragungsprinzip--princip_prěnosa,princip prěnosa,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,B_intl_stem_probeable,princip,False,all_shelves,,
ISV-übertragungsprinzip_für_die_rationalbasi--princip_prěnosa_za_r,princip prěnosa za racionalnu bazu,F10-1,2,0,0,0,0,review,backfill witness vector from 20-source shelf or mark explicit gap,A_probe_covered_concept,basis,True,ar;be;bg;cs;fa;hr;mk;pl;sl;sr,,
ISV-LB-formensystem,sistem form,F10-4,0,0,0,0,0,review,merge into glossary schema during backfill,B_intl_stem_probeable,sistem,False,all_shelves,,
ISV-LB-ternäre_biquadratische_form,ternarna bikvadratična forma,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,B_intl_stem_probeable,kvadrat,False,all_shelves,,
ISV-LB-relativ_vollständiges_system,odnosno polny sistem,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,A_probe_covered_concept,covariant,True,es;fr,,
ISV-LB-überschiebung,transvekcija,F10-1,0,0,0,0,1,review,merge into glossary schema during backfill,C_concept_linked_shelf_plausible,functional determinant,False,,,
ISV-LB-mod,modulo,F10-1,0,0,0,0,1,review,merge into glossary schema during backfill,B_intl_stem_probeable,modul,False,all_shelves,,
ISV-LB-adjungieren,pridavati,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,C_concept_linked_shelf_plausible,adjunction,False,,,
ISV-LB-simultanes_system,simultanny sistem,F10-4,0,0,0,0,1,review,merge into glossary schema during backfill,,,,,,
ISV-LB-rechnerisches_mittel,računno sredstvo,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,D_no_route_true_gap,,False,,,
ISV-LB-faltungsprozeßfaltung,proces svijanja/svijanje,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,C_concept_linked_shelf_plausible,folding,False,,,
ISV-LB-reihenentwicklungen_nach_polaren,razvitja v ręd po polarah,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,D_no_route_true_gap,,False,,,
ISV-LB-zusammengesetzte_polaren,složene polary,F10-1,0,0,0,0,1,review,merge into glossary schema during backfill,A_probe_covered_concept,set,True,es;fa;fr,,
ISV-LB-rekurrierendes_gleichungssystem,rekursivny sistem ravnanj,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,A_probe_covered_concept,equation,True,ar;bg;cs;es;fa;fr;hr;pl;sk;sl,,
ISV-LB-numerische_koeffizienten,čislove koeficienty,F10-1,0,0,0,0,1,review,merge into glossary schema during backfill,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-LB-zurückführung_des_moduls,svedenje modula,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,,
ISV-LB-klammerfaktor,skobkovy faktor,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,C_concept_linked_shelf_plausible,direct factor,False,,,
ISV-LB-höherer_modul,vyšši modul,F10-1,0,1,1,0,0,review,merge into glossary schema during backfill,A_probe_covered_concept,module,True,ar;be;bg;bs;cs;es;fa;fr;mk;pl;sk;sl;sr,concept_shelf,module
ISV-LB-umkehrung_des_gleichungssystems,obrat sistema ravnanj,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,A_probe_covered_concept,lemma,True,es;fr,,
ISV-LB-reduktionsformeln,redukcijne formuly,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,B_intl_stem_probeable,reduk,False,all_shelves,,
ISV-LB-relationen_für_die_zerfallenden_formen,relacije za razložime formy,F10-4,0,0,0,0,0,review,merge into glossary schema during backfill,,,,,,
ISV-LB-relativ_vollständiges_system_mod_svarrho,"relativno polny sistem mod $(s,\varrho,t)$",F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,A_probe_covered_concept,covariant,True,es;fr,,
ISV-LB-formen_dritter_ordnung,Formy tretjego poręda,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-LB-faltung_von_f_mit_nu,Svijanje $f$ s $\nu$,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,C_concept_linked_shelf_plausible,folding,False,,,
ISV-LB-formen_vierter_ordnung,Formy četvrtogo poręda,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,A_probe_covered_concept,coefficient,True,ar;es;fa;fr,,
ISV-LB-faltung_von_theta_mit_nu,Svijanje $\theta$ s $\nu$,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,C_concept_linked_shelf_plausible,folding,False,,,
ISV-LB-durch_doppelte_reduktion,črez dvojnu redukciju,F10-1,0,0,0,0,0,review,merge into glossary schema during backfill,B_intl_stem_probeable,reduk,False,all_shelves,,
